Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;net4g;speed;year;status;dimensions;weight;build;sim;displaytype;displaysize;displayresolution;os;chipset;cpu;gpu;memoryslot;internalmemory;memoryother;cam1modules;cam1features;cam1video;cam2modules;cam2features;cam2video;wlan;bluetooth;gps;nfc;radio;usb;sensors;batdescription1;colors;models;price;net5g;optionalother;displayprotection;tbench;batlife;sar-us;bodyother
https://www.gsmarena.com/infinix_note_12_5g-11662.php;https://fdn2.gsmarena.com/vv/bigpic/infinix-note12-5g.jpg;Infinix Note 12 5G;Released 2022, July 14;186g, 8mm thickness;Android 12, XOS 10.6;64GB storage, microSDXC;24;1.0%;186,732 hits;"6.7""";1080x2400 pixels;6 GB RAM;Dimensity 810;5000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 2100;1, 3, 5, 7, 8, 20, 28, 38, 40, 41;HSPA, LTE, 5G;2022, July 08;Available. Released 2022, July 14;164.7 x 76.9 x 8 mm (6.48 x 3.03 x 0.31 in);186 g (6.56 oz);Glass front, plastic frame, plastic back;Dual SIM (Nano-SIM, dual stand-by);AMOLED;6.7 inches, 108.4 cm(~85.6% screen-to-body ratio);1080 x 2400 pixels, 20:9 ratio (~393 ppi density);Android 12, XOS 10.6;Mediatek MT6833P Dimensity 810 (6 nm);Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55);Mali-G57 MC2;microSDXC (dedicated slot);64GB 6GB RAM;;"50 MP, f/1.6, 27mm (wide), 1/2.8"", 0.64µm, PDAF2 MP, f/2.4, (depth)QVGA";Quad-LED flash, HDR, panorama;1440p@30fps;16 MP, f/2.0, (wide);Dual-LED flash;1440p@30fps;Wi-Fi 802.11 a/b/g/n;5.0, A2DP, LE;GPS;No;Unspecified;USB Type-C 2.0, OTG;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass;Li-Po 5000 mAh, non-removable;Black, White;X671;About 190 EUR;1, 3, 5, 7, 8, 20, 28, 38, 40, 41, 77, 78;;Corning Gorilla Glass 3;;;;
https://www.gsmarena.com/infinix_hot_11s_nfc-11605.php;https://fdn2.gsmarena.com/vv/bigpic/infinix-hot-11s-nfc.jpg;Infinix Hot 11s NFC;Released 2022, February 18;8.8mm thickness;Android 11, XOS 7.6;64GB/128GB storage, microSDXC;23;1.6%;298,608 hits;"6.78""";1080x2460 pixels;4/6 GB RAM;Helio G88;5000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 38, 40, 41;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2022, February 18;Available. Released 2022, February 18;168.9 x 77 x 8.8 mm (6.65 x 3.03 x 0.35 in);-;Glass front, plastic back, plastic frame;Dual SIM (Nano-SIM, dual stand-by);IPS LCD, 90Hz, 500 nits (peak);6.78 inches, 109.2 cm(~83.9% screen-to-body ratio);1080 x 2460 pixels (~396 ppi density);Android 11, XOS 7.6;Mediatek Helio G88 (12nm);Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55);Mali-G52 MC2;microSDXC (dedicated slot);64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM;eMMC 5.1;50 MP, f/1.6, (wide), PDAF2 MP, (depth)QVGA;Quad-LED flash, HDR, panorama;1440p@30fps;8 MP, f/2.0, (wide);Dual-LED flash;1440p@30fps;Wi-Fi 802.11 a/b/g/n;5.0, A2DP, LE;GPS;Yes;FM radio;USB Type-C 2.0, OTG;Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass;Li-Po 5000 mAh, non-removable;Polar Black, Green Wave, Purple;;About 230 EUR;;;;;;;
https://www.gsmarena.com/infinix_hot_12_play-11547.php;https://fdn2.gsmarena.com/vv/bigpic/infinix-hot12-play.jpg;Infinix Hot 12 Play;Released 2022, May 30;209g, 8.9mm thickness;Android 11, XOS 10;64GB/128GB storage, microSDXC;20;5.2%;754,061 hits;"6.82""";720x1612 pixels;4/6 GB RAM;;6000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 38, 40, 41;HSPA, LTE;2022, May 23;Available. Released 2022, May 30;171 x 78 x 8.9 mm (6.73 x 3.07 x 0.35 in);209 g (7.37 oz);Glass front, plastic back, plastic frame;Dual SIM (Nano-SIM, dual stand-by);IPS LCD, 90Hz;6.82 inches, 111.7 cm(~83.8% screen-to-body ratio);720 x 1612 pixels, 20:9 ratio (~259 ppi density);Android 11, XOS 10;;Octa-core 2.3 GHz;;microSDXC (dedicated slot);64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM;eMMC 5.1;"13 MP, f/1.8, (wide), 1/3.1"", 1.12µm, AFQVGA";Dual-LED flash, panorama, HDR;1080p@30fps;8 MP;Dual-LED flash;1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;Yes;GPS;No;FM radio;USB Type-C 2.0, OTG;Fingerprint (rear-mounted), accelerometer, proximity, compass;Li-Po 6000 mAh, non-removable;Racing Black, Horizon Blue, Daylight Green, Champagne Gold;X6817, X6816C, X6816;;;;;;;;
https://www.gsmarena.com/infinix_hot_12_play_nfc-11876.php;https://fdn2.gsmarena.com/vv/bigpic/infinix-hot12-play.jpg;Infinix Hot 12 Play NFC;Released 2022, May 30;209g, 8.9mm thickness;Android 11, XOS 10;64GB/128GB storage, microSDXC;9;0.5%;62,351 hits;"6.82""";720x1640 pixels;4/6 GB RAM;Unisoc T610;6000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 38, 40, 41;HSPA, LTE;2022, May 23;Available. Released 2022, May 30;171 x 78 x 8.9 mm (6.73 x 3.07 x 0.35 in);209 g (7.37 oz);Glass front, plastic back, plastic frame;Dual SIM (Nano-SIM, dual stand-by);IPS LCD, 90Hz;6.82 inches, 110.5 cm(~82.8% screen-to-body ratio);720 x 1640 pixels (~263 ppi density);Android 11, XOS 10;Unisoc T610 (12 nm);Octa-core (2x1.8 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55);Mali-G52 MP2;microSDXC (dedicated slot);64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM;eMMC 5.1;"13 MP, f/1.8, (wide), 1/3.1"", 1.12µm, AFQVGA";Dual-LED flash, panorama, HDR;1080p@30fps;8 MP;Dual-LED flash;1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;Yes;GPS;Yes;FM radio;USB Type-C 2.0, OTG;Fingerprint (rear-mounted), accelerometer, proximity, compass;Li-Po 6000 mAh, non-removable;Racing Black, Horizon Blue, Daylight Green, Champagne Gold;X6816D;;;;;;;;
https://www.gsmarena.com/infinix_note_12_vip-11527.php;https://fdn2.gsmarena.com/vv/bigpic/infinix-note12-vip.jpg;Infinix Note 12 VIP;Released 2022, July 13;199g, 7.9mm thickness;Android 12, XOS 10.5;128GB/256GB storage, microSDXC;85;1.3%;706,138 hits;"6.7""";1080x2400 pixels;4/8 GB RAM;Helio G96;4500 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 20, 28, 28, 38, 40, 41;HSPA, LTE;2022, May 16;Available. Released 2022, July 13;163.5 x 76.7 x 7.9 mm (6.44 x 3.02 x 0.31 in);199 g (7.02 oz);Glass front, glass back, plastic frame;Dual SIM (Nano-SIM, dual stand-by);AMOLED, 1B colors, 120Hz, 700 nits (peak);6.7 inches, 108.4 cm(~86.4% screen-to-body ratio);1080 x 2400 pixels, 20:9 ratio (~393 ppi density);Android 12, XOS 10.5;Mediatek MT6781 Helio G96 (12 nm);Octa-core (2x2.05 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55);Mali-G57 MC2;microSDXC (dedicated slot);128GB 4GB RAM, 256GB 8GB RAM;UFS 2.2;"108 MP, f/1.8, (wide), 1/1.67"", 0.64µm, PDAF, Laser AF13mm f/2.2, (ultrawide)2 MP, f/2.4, (depth)";Quad-LED flash, HDR, panorama;1440p@30fps, 1080p@60fps;"16 MP, (wide), 1/2.76"", 1.12µm";Dual-LED flash;1440p@30fps, 1080p@30fps;Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct;Yes;GPS;Yes;FM radio;USB Type-C 2.0, OTG;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass;Li-Po 4500 mAh, non-removable;Cayenne grey, Force black;X672;About 290 EUR;;;;;;;
https://www.gsmarena.com/infinix_note_12_g96-11526.php;https://fdn2.gsmarena.com/vv/bigpic/infinix-note12-g96.jpg;Infinix Note 12 G96;Released 2022, May 16;185g, 8mm thickness;Android 12, XOS 10.6;128GB/256GB storage, microSDXC;55;3.9%;603,662 hits;"6.7""";1080x2400 pixels;8 GB RAM;Helio G96;5000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 41, 40;HSPA, LTE;2022, May 16;Available. Released 2022, May 16;164.6 x 76.8 x 8 mm (6.48 x 3.02 x 0.31 in);185 g (6.53 oz);Glass front, plastic frame, plastic back;Dual SIM (Nano-SIM, dual stand-by);AMOLED;6.7 inches, 108.4 cm(~85.7% screen-to-body ratio);1080 x 2400 pixels, 20:9 ratio (~393 ppi density);Android 12, XOS 10.6;Mediatek MT6781 Helio G96 (12 nm);Octa-core (2x2.05 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55);Mali-G57 MC2;microSDXC (dedicated slot);128GB 8GB RAM, 256GB 8GB RAM;;"50 MP, f/1.6, (wide), 1/2.8"", 0.64µm, PDAF2 MP, f/2.4, (depth)QVGA";Quad-LED flash, HDR, panorama;1440p@30fps;16 MP, f/2.0, (wide);Dual-LED flash;1440p@30fps;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;5.0, A2DP, LE;GPS;No;FM radio;USB Type-C 2.0, OTG;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass;Li-Po 5000 mAh, non-removable;Force Black, Snowfall, Sapphire Blue (Jewel Blue);X670;About 190 EUR;;;Corning Gorilla Glass 3;;;;
https://www.gsmarena.com/infinix_note_12i-11523.php;https://fdn2.gsmarena.com/vv/bigpic/infinix-note12i.jpg;Infinix Note 12i;Released 2022, May 11;198g, 8.3mm thickness;Android 12, XOS 10.6;128GB storage, microSDXC;15;1.3%;232,616 hits;"6.82""";720x1640 pixels;4 GB RAM;Helio G85;5000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 41, 40;HSPA, LTE;2022, May 11;Available. Released 2022, May 11;170.7 x 77.4 x 8.3 mm (6.72 x 3.05 x 0.33 in);198 g (6.98 oz);Glass front, plastic frame, plastic back;Dual SIM (Nano-SIM, dual stand-by);IPS LCD, 90Hz;6.82 inches, 110.5 cm(~83.6% screen-to-body ratio);720 x 1640 pixels (~263 ppi density);Android 12, XOS 10.6;Mediatek MT6769Z Helio G85 (12nm);Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55);Mali-G52 MC2;microSDXC (dedicated slot);128GB 4GB RAM;;"50 MP, f/1.6, (wide), 1/2.8"", 0.64µm, PDAF2 MP, f/2.4, (depth)QVGA";Quad-LED flash, HDR, panorama;1440p@30fps;8 MP;Dual-LED flash;1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;Yes;GPS;No;FM radio;USB Type-C 2.0, OTG;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass;Li-Po 5000 mAh, non-removable;Force Black, Snowfall;X6819;About 170 EUR;;;;;;;
https://www.gsmarena.com/infinix_note_12-11497.php;https://fdn2.gsmarena.com/vv/bigpic/infinix-note12.jpg;Infinix Note 12;Released 2022, April 26;184.5g, 7.9mm thickness;Android 11, XOS 10.6;64GB/128GB storage, microSDXC;37;4.9%;965,643 hits;"6.7""";1080x2400 pixels;4/6 GB RAM;Helio G88;5000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 41, 40;HSPA, LTE;2022, April 26;Available. Released 2022, April 26;164.4 x 76.7 x 7.9 mm (6.47 x 3.02 x 0.31 in);184.5 g (6.49 oz);Glass front, plastic frame, plastic back;Dual SIM (Nano-SIM, dual stand-by);AMOLED, 1000 nits (peak);6.7 inches, 108.4 cm(~86.0% screen-to-body ratio);1080 x 2400 pixels, 20:9 ratio (~393 ppi density);Android 11, XOS 10.6;Mediatek Helio G88 (12nm);Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55);Mali-G52 MC2;microSDXC (dedicated slot);64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM;;"50 MP, f/1.6, (wide), 1/2.8"", 0.64µm, PDAF2 MP, f/2.4, (depth)QVGA";Quad-LED flash, HDR, panorama;1440p@30fps;16 MP;;1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;Yes;GPS;Yes (market/region dependent);FM radio;USB Type-C 2.0, OTG;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass;Li-Po 5000 mAh, non-removable;Jewel Blue, Force Black, Sunset Golden;X663, X663C, X663D;About 190 EUR;;;;;;;
https://www.gsmarena.com/infinix_hot_12-11498.php;https://fdn2.gsmarena.com/vv/bigpic/infinix-hot12.jpg;Infinix Hot 12;Released 2022, April 26;195g, 8.3mm thickness;Android 12, XOS 10.6;128GB storage, microSDXC;23;3.6%;826,684 hits;"6.82""";720x1612 pixels;4/6 GB RAM;Helio G85;5000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 38, 40, 41;HSPA, LTE;2022, April 26;Available. Released 2022, April 26;170.5 x 77.6 x 8.3 mm (6.71 x 3.06 x 0.33 in);195 g (6.88 oz);Glass front, plastic back, plastic frame;Dual SIM (Nano-SIM, dual stand-by);IPS LCD, 90Hz;6.82 inches, 111.7 cm(~84.5% screen-to-body ratio);720 x 1612 pixels, 20:9 ratio (~259 ppi density);Android 12, XOS 10.6;Mediatek MT6769Z Helio G85 (12nm);Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55);Mali-G52 MC2;microSDXC (dedicated slot);128GB 4GB RAM, 128GB 6GB RAM;;13 MP, f/1.8, (wide), AF2 MPQVGA;Dual-LED flash;1080p@30fps;8 MP;Dual-LED flash;1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac, dual-band;Yes;GPS;No;FM radio;Yes;Fingerprint (side-mounted), accelerometer, proximity, compass;Li-Ion 5000 mAh, non-removable;Racing Black, Legend White, Origin Blue, Lucky Green;X6817, X6817B;About 150 EUR;;;;;;;
https://www.gsmarena.com/infinix_smart_6_hd-11499.php;https://fdn2.gsmarena.com/vv/bigpic/infinix-smart-6-hd.jpg;Infinix Smart 6 HD;Released 2022, April 26;;Android 11, XOS 7.6;32GB/64GB storage, microSDXC;7;1.2%;193,960 hits;"6.6""";720x1600 pixels;2/3 GB RAM;Unisoc SC9863A;5000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 38, 40, 41;HSPA, LTE;2022, April 26;Available. Released 2022, April 26;-;-;Glass front, plastic back, plastic frame;Dual SIM (Nano-SIM, dual stand-by);IPS LCD, 500 nits (peak);6.6 inches, 105.2 cm;720 x 1600 pixels, 20:9 ratio (~266 ppi density);Android 11 (Go edition), XOS 7.6;Unisoc SC9863A (28nm);Octa-core (4x1.6 GHz Cortex-A55 & 4x1.2 GHz Cortex-A55);IMG8322;microSDXC (dedicated slot);32GB 2GB RAM, 64GB 3GB RAM;eMMC 5.1;8 MP, AFQVGA;Dual-LED flash;1080p@30fps;5 MP;LED flash;720p@30fps;Wi-Fi 802.11 b/g/n;Yes;GPS;No;FM radio;microUSB 2.0, OTG;Accelerometer, proximity;Li-Po 5000 mAh, non-removable;Force Black, Origin Blue, Aqua Sky;X6512;About 80 EUR;;;;;;;
https://www.gsmarena.com/infinix_hot_11_2022-11478.php;https://fdn2.gsmarena.com/vv/bigpic/infinix-hot-11-2022.jpg;Infinix Hot 11 2022;Released 2022, April 21;199.6g, 9.1mm thickness;Android 11, XOS 7.6;64GB storage, microSDXC;17;0.6%;198,671 hits;"6.7""";1080x2400 pixels;4 GB RAM;Unisoc T610;5000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 38, 40, 41;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2022, April 15;Available. Released 2022, April 21;166.8 x 76.6 x 9.1 mm (6.57 x 3.02 x 0.36 in);199.6 g (7.05 oz);Glass front, plastic back, plastic frame;Dual SIM (Nano-SIM, dual stand-by);IPS LCD, 550 nits (peak);6.7 inches, 108.4 cm(~84.8% screen-to-body ratio);1080 x 2400 pixels, 20:9 ratio (~393 ppi density);Android 11, XOS 7.6;Unisoc T610 (12 nm);Octa-core (2x1.8 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55);Mali-G52 MP2;microSDXC (dedicated slot);64GB 4GB RAM;eMMC 5.1;13 MP, f/2.0, (wide), PDAF2 MP, f/2.4, (depth);LED flash, HDR;1080p@30fps;8 MP, f/2.0, (wide);;1080p@30fps;Wi-Fi 802.11 a/b/g/n;5.1, A2DP, LE;GPS;No;Unspecified;USB Type-C 2.0, OTG;Fingerprint (side-mounted), accelerometer, proximity;Li-Po 5000 mAh, non-removable;Aurora Green, Polar Black, Sunset Gold;X675;About 110 EUR;;;;;;;
https://www.gsmarena.com/infinix_hot_12i-11473.php;https://fdn2.gsmarena.com/vv/bigpic/infinix-hot-12i.jpg;Infinix Hot 12i;Released 2022, April 12;190g, 8.8mm thickness;Android 11, XOS 7.6;64GB storage, microSDXC;10;2.1%;371,909 hits;"6.6""";720x1612 pixels;2-4 GB RAM;Helio A22;5000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 38, 40, 41;HSPA, LTE;2022, April 12;Available. Released 2022, April 12;164.8 x 76.4 x 8.8 mm (6.49 x 3.01 x 0.35 in);190 g (6.70 oz);Glass front, plastic back, plastic frame;Dual SIM (Nano-SIM, dual stand-by);IPS LCD, 480 nits;6.6 inches, 104.6 cm(~83.1% screen-to-body ratio);720 x 1612 pixels, 20:9 ratio (~267 ppi density);Android 11, XOS 7.6;Mediatek MT6761 Helio A22 (12 nm);Quad-core 2.0 GHz Cortex-A53;PowerVR GE8320;microSDXC (dedicated slot);64GB 2GB RAM, 64GB 3GB RAM, 64GB 4GB RAM;eMMC 5.1;13 MP, f/1.8, (wide), AFQVGAQVGA;Dual-LED flash;1080p@30fps;8 MP;LED flash;1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac, dual-band;Yes;GPS;No;FM radio;microUSB 2.0;Fingerprint (rear-mounted), accelerometer, proximity;Li-Ion 5000 mAh, non-removable;Racing Black, Horizon Blue, Haze Green, Champagne Gold;X665B, X665;About 140 EUR;;;;;;;
https://www.gsmarena.com/infinix_zero_5g-11355.php;https://fdn2.gsmarena.com/vv/bigpic/infinix-zero-5g.jpg;Infinix Zero 5G;Released 2022, March 03;199g, 8.8mm thickness;Android 11, XOS 10;128GB storage, microSDXC;97;3.8%;922,004 hits;"6.78""";1080x2460 pixels;8 GB RAM;Dimensity 900;5000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 17, 20, 28, 38, 40, 41, 66 - X6815;HSPA 42.2/11.5 Mbps, LTE Cat7 300/150 Mbps;2022, February 08;Available. Released 2022, March 03;168.7 x 76.5 x 8.8 mm (6.64 x 3.01 x 0.35 in);199 g (7.05 oz);Glass front, plastic frame, plastic back;Dual SIM (Nano-SIM, dual stand-by);IPS LCD, 120Hz, 500 nits (peak);6.78 inches, 113.7 cm(~88.1% screen-to-body ratio);1080 x 2460 pixels (~388 ppi density);Android 11, XOS 10;Mediatek MT6877 Dimensity 900 (6 nm);Octa-core (2x2.4 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55);Mali-G68 MC4;microSDXC (dedicated slot);128GB 8GB RAM;UFS 3.1;"48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF13 MP, f/2.5, 50mm (telephoto), 1/3.1"", 1.12µm, PDAF, 2x optical zoom2 MP";Quad-LED flash, HDR, panorama;4K@30fps, 1080p@30/60fps;"16 MP, f/2.0, (wide), 1/2.76"", 1.12µm";Dual-LED flash;1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct;Yes;GPS;No;FM radio;USB Type-C 2.0, OTG;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass;Li-Po 5000 mAh, non-removable;Cosmic Black, Skylight Orange, Horizon Blue;X6815, X6815B;About 250 EUR;1, 3, 5, 7, 8, 20, 28, 38, 40, 41, 77, 78, 79 SA/NSA/Sub6 - X6815;;;AnTuTu: 419083 (v8), 487639 (v9)GeekBench: 2169 (v5.1)GFXBench: 19fps (ES 3.1 onscreen);;;
https://www.gsmarena.com/infinix_smart_5_pro-11221.php;https://fdn2.gsmarena.com/vv/bigpic/infinix-smart-5pro.jpg;Infinix Smart 5 Pro;Released 2021, November 17;9.5mm thickness;Android 11, XOS 7.6;32GB storage, microSDXC;10;0.4%;217,305 hits;"6.52""";720x1600 pixels;2 GB RAM;Unisoc SC9863A;6000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 38, 40, 41;HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps;2021, November 17;Available. Released 2021, November 17;164.4 x 75.6 x 9.5 mm (6.47 x 2.98 x 0.37 in);-;Glass front, plastic back, plastic frame;Dual SIM (Nano-SIM, dual stand-by);IPS LCD, 500 nits (peak);6.52 inches, 102.6 cm(~82.6% screen-to-body ratio);720 x 1600 pixels, 20:9 ratio (~269 ppi density);Android 11 (Go edition), XOS 7.6;Unisoc SC9863A (28nm);Octa-core (4x1.6 GHz Cortex-A55 & 4x1.2 GHz Cortex-A55);IMG8322;microSDXC (dedicated slot);32GB 2GB RAM;eMMC 5.1;13 MP, f/1.8, AFQVGA;Quad-LED flash;1440p@30fps;8 MP;Dual-LED flash;1080p@30fps;Wi-Fi 802.11 b/g/n;4.2, A2DP;GPS;No;FM radio;microUSB 2.0;Fingerprint (rear-mounted), accelerometer, proximity;Li-Po 6000 mAh, non-removable;Morandi Green, Heart of Ocean;;About 70 EUR;;;;;;;
https://www.gsmarena.com/infinix_hot_11_play-11216.php;https://fdn2.gsmarena.com/vv/bigpic/infinix-hot11-play.jpg;Infinix Hot 11 Play;Released 2021, November 15;8.9mm thickness;Android 11, XOS 7.6;64GB/128GB storage, microSDXC;20;2.1%;724,821 hits;"6.82""";720x1640 pixels;4 GB RAM;Helio G35;6000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 38, 40, 41;HSPA, LTE;2021, November 15;Available. Released 2021, November 15;171.8 x 78 x 8.9 mm (6.76 x 3.07 x 0.35 in);-;Glass front, plastic back, plastic frame;Dual SIM (Nano-SIM, dual stand-by);IPS LCD, 440 nits (typ);6.82 inches, 110.5 cm(~82.4% screen-to-body ratio);720 x 1640 pixels (~263 ppi density);Android 11, XOS 7.6;Mediatek MT6765G Helio G35 (12 nm);Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53);PowerVR GE8320;microSDXC (dedicated slot);64GB 4GB RAM, 128GB 4GB RAM;eMMC 5.1;"13 MP, f/1.8, (wide), 1/3.1"", 1.12µm, AFQVGA";Quad-LED flash, panorama, HDR;1080p@30fps;8 MP, f/2.0, (wide);LED flash;1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;5.0, A2DP, LE;GPS;No;FM radio;microUSB 2.0, OTG;Fingerprint (rear-mounted), accelerometer, proximity, compass;Li-Po 6000 mAh, non-removable;Green, Gold, Blue, Black;;About 120 EUR;;;;;;;
https://www.gsmarena.com/infinix_note_11i-11214.php;https://fdn2.gsmarena.com/vv/bigpic/infinix-note-11i.jpg;Infinix Note 11i;Released 2021, November 15;8.8mm thickness;Android 11, XOS 7.6;64GB storage, microSDXC;17;0.3%;200,004 hits;"6.95""";1080x2460 pixels;4 GB RAM;Helio G85;5000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;1, 3, 7, 8, 20, 28;HSPA, LTE;2021, November 15;Available. Released 2021, November 15;173.2 x 78.7 x 8.8 mm (6.82 x 3.10 x 0.35 in);-;Glass front, plastic frame, plastic back;Dual SIM (Nano-SIM, dual stand-by);IPS LCD;6.95 inches, 114.7 cm(~84.2% screen-to-body ratio);1080 x 2460 pixels (~387 ppi density);Android 11, XOS 7.6;Mediatek MT6769Z Helio G85 (12nm);Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55);Mali-G52 MC2;microSDXC (dedicated slot);64GB 4GB RAM;eMMC 5.1;48 MP, f/1.8, PDAF2 MP, f/2.4, (macro)2 MP, f/2.4, (depth);Quad-LED flash, HDR, panorama;1440p@30fps, 1080p@30fps;16 MP;;1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac, dual-band;Yes;GPS;No;FM radio;USB Type-C 2.0, OTG;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass;Li-Po 5000 mAh, non-removable;Black, Blue, Green;;About 140 EUR;;;;;;;
