Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;net4g;speed;year;status;dimensions;weight;sim;displaytype;displaysize;displayresolution;os;chipset;cpu;gpu;memoryslot;internalmemory;memoryother;cam1modules;cam1features;cam1video;cam2modules;cam2video;wlan;bluetooth;gps;nfc;radio;usb;sensors;batdescription1;colors;price;bodyother;displayprotection;optionalother;net5g;build;gprstext;edge;displayother;tbench;batlife
https://www.gsmarena.com/doogee_s35t-11790.php;https://fdn2.gsmarena.com/vv/bigpic/doogee-s35t.jpg;Doogee S35T;Released 2021, December;260g, 15.7mm thickness;Android 11;64GB storage, microSDXC;1;0.1%;7,774 hits;"5.0""";720x1280 pixels;3 GB RAM;Unisoc UMS312;4350 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;1, 3, 7, 8, 20;HSPA, LTE;2021, December 19;Available. Released 2021, December;153.4 x 82.9 x 15.7 mm (6.04 x 3.26 x 0.62 in);260 g (9.17 oz);Hybrid Dual SIM (Nano-SIM, dual stand-by);IPS LCD;5.0 inches, 68.9 cm(~54.2% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Android 11;Unisoc UMS312 (12 nm);Quad-core 2.0 GHz;PowerVR GE8300;microSDXC (uses shared SIM slot);64GB 3GB RAM;eMMC 5.1;13 MP, f/2.2, (wide)2 MP, f/2.8, (macro)2 MP, f/2.8, (depth);LED flash;1080p;5 MP, f/2.8, (wide);Yes;Wi-Fi 802.11 a/b/g/n/ac, dual-band;5.0, A2DP, LE;GPS, GLONASS, GALILEO, BDS;No;FM radio;microUSB 2.0, OTG;Accelerometer, proximity, compass;Li-Po 4350 mAh, non-removable;Black, Orange, Red;About 130 EUR;IP68 dust/water resistant (up to 1.5m for 30 min)Drop-to-concrete resistance from up to 1.5mMIL-STD-810G compliant;Corning Gorilla Glass;;;;;;;;
https://www.gsmarena.com/doogee_v20-11807.php;https://fdn2.gsmarena.com/vv/bigpic/doogee-v20.jpg;Doogee V20;Released 2022, January;296g, 14mm thickness;Android 11;256GB storage, microSDXC;5;0.2%;23,547 hits;"6.43""";1080x2400 pixels;8 GB RAM;Dimensity 700;6000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 34, 38, 39, 40, 41, 66;HSPA, LTE, 5G;2021, November 27;Available. Released 2022, January;170.5 x 81.2 x 14 mm (6.71 x 3.20 x 0.55 in);296 g (10.44 oz);Hybrid Dual SIM (Nano-SIM, dual stand-by);AMOLED, 500 nits (peak);6.43 inches, 99.8 cm(~72.1% screen-to-body ratio);1080 x 2400 pixels, 20:9 ratio (~409 ppi density);Android 11;Mediatek MT6833 Dimensity 700 (7 nm);Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55);Mali-G57 MC2;microSDXC (uses shared SIM slot);256GB 8GB RAM;UFS 2.2;64 MP, f/1.8, (wide), PDAF8 MP, f/2.2, 130˚, (ultrawide)20 MP, f/1.8, (night vision), 2 infrared night vision lights;Dual-LED flash, HDR, panorama;1440p, 1080p;16 MP, f/2.0, (wide);1080p;Wi-Fi 802.11 a/b/g/n/ac, dual-band;5.1, A2DP, LE;GPS, GLONASS, BDS, GALILEO;Yes;FM radio;USB Type-C 2.0, OTG;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass;Li-Po 6000 mAh, non-removable;Black, Gray, Red;About 440 EUR;IP68/IP69K dust/water resistant (up to 1.5m for 30 min)Drop-to-concrete resistance from up to 1.5mMIL-STD-810G compliant;Corning Gorilla Glass;;1, 3, 5, 7, 8, 20, 28, 38, 40, 41, 77, 78, 79;;;;"Secondary 1.05"" display on the back";;
https://www.gsmarena.com/doogee_cr1_pro-11797.php;https://fdn2.gsmarena.com/vv/bigpic/doogee-cr1proth.jpg;Doogee CR1 Pro;Released 2021, November;47g, 11.5mm thickness;Proprietary;No card slot;0;N/A;4,641 hits;"1.28""";240x240 pixels; ;nRF52840;300 mAh Li-Po;N/A;N/A;N/A;;2021, November;Available. Released 2021, November;45 x 45 x 11.5 mm (1.77 x 1.77 x 0.45 in);47 g (1.66 oz);No;TFT LCD;1.28 inches;240 x 240 pixels (~265 ppi density);Proprietary;nRF52840;;;No;;;No;;;;;No;5.0, A2DP, LE;GPS;No;No;No;Accelerometer, heart rate, SpO2;Li-Po 300 mAh, non-removable;Grey Black;About 60 EUR;5ATM waterproof (up to 50m);;;;Plastic frame, plastic back;No;No;;;
https://www.gsmarena.com/doogee_x96-11812.php;https://fdn2.gsmarena.com/vv/bigpic/doogee-x96.jpg;Doogee X96;Released 2021, October 11;198g, 9.7mm thickness;Android 11;32GB storage, microSDXC;0;N/A;7,273 hits;"6.52""";720x1600 pixels;2 GB RAM;Unisoc SC9863A;5400 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;1, 3, 5, 7, 8, 20, 40, 41;HSPA, LTE;2021, September 30;Available. Released 2021, October 11;165.2 x 76.7 x 9.7 mm (6.50 x 3.02 x 0.38 in);198 g (6.98 oz);Dual SIM (Nano-SIM, dual stand-by);IPS LCD;6.52 inches, 102.6 cm(~81.0% screen-to-body ratio);720 x 1600 pixels, 20:9 ratio (~269 ppi density);Android 11 (Go edition);Unisoc SC9863A (28nm);Octa-core (4x1.6 GHz Cortex-A55 & 4x1.2 GHz Cortex-A55);IMG8322;microSDXC (dedicated slot);32GB 2GB RAM;eMMC 5.1;8 MP, f/2.0, (wide)2 MP, f/2.8, (macro)2 MP, f/2.8, (depth)2 MP;LED flash;1080p;5 MP, f/2.2, (wide);720p;Wi-Fi 802.11 b/g/n;4.2, A2DP;GPS, GLONASS, BDS;No;FM radio;microUSB 2.0;Fingerprint (rear-mounted), accelerometer, proximity;Li-Po 5400 mAh, non-removable;Black, Blue, Green, Red;About 130 EUR;;;;;;;;;;
https://www.gsmarena.com/doogee_dg_ares-11796.php;https://fdn2.gsmarena.com/vv/bigpic/doogee-dgaresth.jpg;Doogee DG Ares;Released 2021, September 27;47g, 10.3mm thickness;Proprietary;No card slot;0;N/A;4,021 hits;"1.32""";360x360 pixels; ;Realtek 8762C;300 mAh Li-Ion;N/A;N/A;N/A;;2021, September 27;Available. Released 2021, September 27;45.9 x 45.9 x 10.3 mm (1.81 x 1.81 x 0.41 in);47 g (1.66 oz);No;IPS LCD;1.32 inches;360 x 360 pixels (~386 ppi density);Proprietary;Realtek 8762C;;;No;;;No;;;;;No;5.0, A2DP, LE;No;No;No;No;Accelerometer, heart rate;Li-Ion 300 mAh, non-removable;Green, Rose Gold, Black;About 40 EUR;3ATM waterproof (up to 30m);;;;Plastic frame, plastic back;No;No;;;
https://www.gsmarena.com/doogee_x93-11808.php;https://fdn2.gsmarena.com/vv/bigpic/doogee-x93.jpg;Doogee X93;Released 2021, August;9.8mm thickness;Android 10;16GB storage, microSDXC;0;N/A;6,750 hits;"6.1""";600x1280 pixels;2 GB RAM;MT6580;4350 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;;HSPA 42.2/5.76 Mbps;2021, August;Available. Released 2021, August;156 x 73.8 x 9.8 mm (6.14 x 2.91 x 0.39 in);-;Dual SIM (Nano-SIM, dual stand-by);IPS LCD;6.1 inches, 92.3 cm(~80.1% screen-to-body ratio);600 x 1280 pixels (~232 ppi density);Android 10 (Go edition);Mediatek MT6580 (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSDXC (dedicated slot);16GB 2GB RAM;eMMC 5.1;8 MP, f/2.2, (wide)2 MP, f/2.2, (depth)2 MP;LED flash;1080p;5 MP, f/2.2, (wide);720p;Wi-Fi 802.11 a/b/g/n/ac, dual-band;4.2, A2DP;GPS, GLONASS, BDS;No;FM radio;microUSB 2.0, OTG;Accelerometer, proximity;Li-Po 4350 mAh, non-removable;Black, Blue, Green;About 90 EUR;;;;;;;;;;
https://www.gsmarena.com/doogee_v10-11805.php;https://fdn2.gsmarena.com/vv/bigpic/doogee-v10.jpg;Doogee V10;Released 2021, August;340g, 16.1mm thickness;Android 11;128GB storage, Unspecified;2;0.1%;10,686 hits;"6.39""";720x1560 pixels;8 GB RAM;Dimensity 700;8500 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 34, 38, 39, 40, 41, 66;HSPA, LTE, 5G;2021, August 02;Available. Released 2021, August;169.3 x 81.2 x 16.1 mm (6.67 x 3.20 x 0.63 in);340 g (11.99 oz);Dual SIM (Nano-SIM, dual stand-by);IPS LCD;6.39 inches, 100.2 cm(~72.9% screen-to-body ratio);720 x 1560 pixels, 19.5:9 ratio (~269 ppi density);Android 11;Mediatek MT6833 Dimensity 700 (7 nm);Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55);Mali-G57 MC2;Unspecified;128GB 8GB RAM;UFS 2.2;48 MP, f/1.8, (wide), PDAF8 MP, f/2.2, 130˚, (ultrawide)2 MP, f/2.2, (depth);Dual-LED flash, HDR, panorama;1440p, 1080p;16 MP, f/2.0, (wide);1080p;Wi-Fi 802.11 a/b/g/n/ac, dual-band;5.2, A2DP, LE;GPS, GLONASS, BDS, GALILEO;Yes;FM radio;USB Type-C 2.0, OTG;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass, infrared thermometer (surface temperature);Li-Po 8500 mAh, non-removable;Black, Orange, Red;About 350 EUR;IP68/IP69K dust/water resistant (up to 1.5m for 30 min)Drop-to-concrete resistance from up to 1.5mMIL-STD-810G compliant;Corning Gorilla Glass;;1, 3, 5, 7, 8, 20, 28, 38, 40, 41, 77, 78, 79;;;;;;
https://www.gsmarena.com/doogee_s35-11791.php;https://fdn2.gsmarena.com/vv/bigpic/doogee-s35.jpg;Doogee S35;Released 2021, August;260g, 15.7mm thickness;Android 11;64GB storage, microSDXC;0;N/A;7,083 hits;"5.0""";720x1280 pixels;3 GB RAM;Helio A20;4350 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;1, 3, 7, 8, 20;HSPA, LTE;2021, July 27;Available. Released 2021, August;153.4 x 82.9 x 15.7 mm (6.04 x 3.26 x 0.62 in);260 g (9.17 oz);Hybrid Dual SIM (Nano-SIM, dual stand-by);IPS LCD;5.0 inches, 68.9 cm(~54.2% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Android 11;Mediatek MT6761D Helio A20 (12 nm);Quad-core 1.8 GHz Cortex-A53;PowerVR GE8320;microSDXC (uses shared SIM slot);16GB 3GB RAM;eMMC 5.1;13 MP, f/2.2, (wide), AF2 MP, f/2.8, (macro)2 MP, f/2.8, (depth);LED flash;1080p;5 MP, f/2.8, (wide);Yes;Wi-Fi 802.11 a/b/g/n;5.0, A2DP, LE;GPS, GLONASS, BDS;No;FM radio;microUSB 2.0, OTG;Accelerometer, proximity;Li-Po 4350 mAh, non-removable;Black, Orange, Red;About 120 EUR;IP68 dust/water resistant (up to 1.5m for 30 min)Drop-to-concrete resistance from up to 1.5m;;;;;;;;;
https://www.gsmarena.com/doogee_n40_pro-11821.php;https://fdn2.gsmarena.com/vv/bigpic/doogee-n40-pro.jpg;Doogee N40 Pro;Released 2021, July 26;210g, 9.9mm thickness;Android 11;128GB storage, microSDXC;0;0.1%;9,196 hits;"6.52""";720x1600 pixels;6 GB RAM;Helio P60;6380 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;1, 3, 7, 8, 20, 40;HSPA, LTE;2021, July 06;Available. Released 2021, July 26;165.2 x 75.7 x 9.9 mm (6.50 x 2.98 x 0.39 in);210 g (7.41 oz);Hybrid Dual SIM (Nano-SIM, dual stand-by);IPS LCD;6.52 inches, 102.6 cm(~82.1% screen-to-body ratio);720 x 1600 pixels, 20:9 ratio (~269 ppi density);Android 11;Mediatek MT6771 Helio P60 (12 nm);Octa-core (4x2.0 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53);Mali-G72 MP3;microSDXC (uses shared SIM slot);128GB 6GB RAM;UFS 2.1;20 MP, f/2.2, (wide), PDAF8 MP, f/2.2, 120˚ (ultrawide)8 MP, f/2.2, (macro)2 MP, f/2.2, (depth);LED flash;1080p;16 MP, f/2.0, (wide);720p;Wi-Fi 802.11 a/b/g/n/ac, dual-band;4.2, A2DP;GPS, GLONASS, BDS;No;FM radio;USB Type-C 2.0, OTG;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass;Li-Po 6380 mAh, non-removable;Black, Blue, Brown, Green;About 190 EUR;;;;;;;;;;
https://www.gsmarena.com/doogee_s86_pro-11778.php;https://fdn2.gsmarena.com/vv/bigpic/doogee-s86-pro.jpg;Doogee S86 Pro;Released 2021, June 15;323g, 16.8mm thickness;Android 10;128GB storage, microSDXC;2;0.1%;9,483 hits;"6.1""";720x1560 pixels;8 GB RAM;Helio P60;8500 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 19, 20, 25, 26, 28, 66;HSPA, LTE;2021, June 04;Available. Released 2021, June 15;164.6 x 81.2 x 16.8 mm (6.48 x 3.20 x 0.66 in);323 g (11.39 oz);Hybrid Dual SIM (Nano-SIM, dual stand-by);IPS LCD;6.1 inches, 91.3 cm(~68.3% screen-to-body ratio);720 x 1560 pixels, 19.5:9 ratio (~282 ppi density);Android 10;Mediatek MT6771 Helio P60 (12 nm);Octa-core (4x2.0 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53);Mali-G72 MP3;microSDXC (uses shared SIM slot);128GB 8GB RAM;UFS 2.1;16 MP, f/2.0, (wide), PDAF8 MP, f/2.2, 130˚, (ultrawide)2 MP, f/2.2, (macro);Quad-LED flash, HDR, panorama;1080p;8 MP, f/2.2, (wide);1080p;Wi-Fi 802.11 a/b/g/n;5.0, A2DP, LE;GPS, GLONASS, BDS, GALILEO;Yes;FM radio;USB Type-C 2.0, OTG;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass, infrared thermometer (surface temperature);Li-Po 8500 mAh, non-removable;Black, Orange, Red;About 230 EUR;IP68/IP69K dust/water resistant (up to 1.5m for 30 min)Drop-to-concrete resistance from up to 1.5mMIL-STD-810G compliant;Corning Gorilla Glass;;;;;;;;
https://www.gsmarena.com/doogee_x96_pro-11813.php;https://fdn2.gsmarena.com/vv/bigpic/doogee-x96-pro.jpg;Doogee X96 Pro;Released 2021, May;198g, 9.7mm thickness;Android 11;64GB storage, microSDXC;0;N/A;9,127 hits;"6.52""";720x1600 pixels;4 GB RAM;Unisoc SC9863A;5400 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;1, 3, 5, 7, 8, 20, 40, 41;HSPA, LTE;2021, May;Available. Released 2021, May;165.2 x 76.7 x 9.7 mm (6.50 x 3.02 x 0.38 in);198 g (6.98 oz);Dual SIM (Nano-SIM, dual stand-by);IPS LCD;6.52 inches, 102.6 cm(~81.0% screen-to-body ratio);720 x 1600 pixels, 20:9 ratio (~269 ppi density);Android 11;Unisoc SC9863A (28nm);Octa-core (4x1.6 GHz Cortex-A55 & 4x1.2 GHz Cortex-A55);IMG8322;microSDXC (dedicated slot);64GB 4GB RAM;eMMC 5.1;13 MP, f/2.2, (wide), PDAF2 MP, f/2.8, (macro)2 MP, f/2.2, (depth)2 MP;LED flash;1080p;8 MP, f/2.0, (wide);720p;Wi-Fi 802.11 b/g/n;4.2, A2DP;GPS, GLONASS, BDS;No;FM radio;microUSB 2.0, OTG;Fingerprint (rear-mounted), accelerometer, proximity, compass;Li-Po 5400 mAh, non-removable;Black, Blue, Green, Red;About 140 EUR;;;;;;;;;;
https://www.gsmarena.com/doogee_cs2-11795.php;https://fdn2.gsmarena.com/vv/bigpic/doogee-cs2th.jpg;Doogee CS2;Released 2021, May;35g, 10.5mm thickness;Proprietary;No card slot;0;N/A;3,561 hits;"1.69""";240x240 pixels; ;Realtek 8762C;300 mAh Li-Ion;N/A;N/A;N/A;;2021, May;Available. Released 2021, May;43.8 x 36.9 x 10.5 mm (1.72 x 1.45 x 0.41 in);35 g (1.23 oz);No;IPS LCD;1.69 inches;240 x 240 pixels (~201 ppi density);Proprietary;Realtek 8762C;;;No;;;No;;;;;No;5.0, A2DP, LE;No;No;No;No;Accelerometer, heart rate;Li-Ion 300 mAh, non-removable;Black, Rose Gold, Silver;About 40 EUR;50m water resistant (IP68);;;;Plastic frame, plastic back;No;No;;;
https://www.gsmarena.com/doogee_s97_pro-11801.php;https://fdn2.gsmarena.com/vv/bigpic/doogee-s97-pro-.jpg;Doogee S97 Pro;Released 2021, April;16.2mm thickness;Android 11;128GB storage, microSDXC;3;0.1%;14,929 hits;"6.39""";720x1560 pixels;8 GB RAM;Helio G95;8500 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 38, 40, 66;HSPA, LTE;2021, April;Available. Released 2021, April;170.2 x 83.6 x 16.2 mm (6.70 x 3.29 x 0.64 in);-;Hybrid Dual SIM (Nano-SIM, dual stand-by);IPS LCD;6.39 inches, 100.2 cm(~70.4% screen-to-body ratio);720 x 1560 pixels, 19.5:9 ratio (~269 ppi density);Android 11;Mediatek Helio G95 (12 nm);Octa-core (2x2.0 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55);Mali-G76 MC4;microSDXC (uses shared SIM slot);128GB 8GB RAM;UFS;48 MP, f/1.8, (wide), PDAF8 MP, f/2.2, 130˚, (ultrawide)2 MP, f/2.8, (macro)2 MP, f/2.8, (depth);Quad-LED flash, HDR, panorama;1080p;16 MP, f/2.0, (wide);1080p;Wi-Fi 802.11 a/b/g/n/ac, dual-band;5.0, A2DP, LE;GPS, GLONASS, BDS, GALILEO;Yes;FM radio;USB Type-C 2.0, OTG;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass, laser rangefinder;Li-Po 8500 mAh, non-removable;Black, Orange, Red;About 300 EUR;IP68/IP69K dust/water resistant (up to 1.5m for 30 min)Drop-to-concrete resistance from up to 1.5mMIL-STD-810G compliant;Corning Gorilla Glass;;;;;;;;
https://www.gsmarena.com/doogee_cr1-11793.php;https://fdn2.gsmarena.com/vv/bigpic/doogee-cr1thumb.jpg;Doogee CR1;Released 2021, March 29;42g, 10.3mm thickness;Proprietary;No card slot;0;N/A;2,844 hits;"1.28""";240x240 pixels; ;Realtek 8762C;300 mAh Li-Ion;N/A;N/A;N/A;;2021, March 29;Available. Released 2021, March 29;46.2 x 46.2 x 10.3 mm (1.82 x 1.82 x 0.41 in);42 g (1.48 oz);No;IPS LCD;1.28 inches;240 x 240 pixels (~265 ppi density);Proprietary;Realtek 8762C;;;No;;;No;;;;;No;5.0, A2DP, LE;No;No;No;No;Accelerometer, heart rate;Li-Ion 300 mAh, non-removable;Basalt Grey, Charm Red, Rose Gold, Cypress Green, Charm Blue, Obsidian Black;About 40 EUR;50m water resistant (IP68);;;;Plastic frame, plastic back;No;No;;;
https://www.gsmarena.com/doogee_s59_pro-11786.php;https://fdn2.gsmarena.com/vv/bigpic/doogee-s59-pro.jpg;Doogee S59 Pro;Released 2021, April;340g, 18.3mm thickness;Android 10;128GB storage, microSDXC;1;N/A;8,074 hits;"5.71""";720x1520 pixels;4 GB RAM;Helio P22;10050 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 17, 19, 20, 28, 34, 38, 39, 40, 41;HSPA, LTE;2021, March 22;Available. Released 2021, April;161 x 80.2 x 18.3 mm (6.34 x 3.16 x 0.72 in);340 g (11.99 oz);Hybrid Dual SIM (Nano-SIM, dual stand-by);IPS LCD;5.71 inches, 81.4 cm(~63.0% screen-to-body ratio);720 x 1520 pixels, 19:9 ratio (~295 ppi density);Android 10;Mediatek MT6762 Helio P22 (12 nm);Octa-core 2.0 GHz Cortex-A53;PowerVR GE8320;microSDXC (uses shared SIM slot);128GB 4GB RAM;;16 MP, f/2.0, (wide), PDAF8 MP, f/2.2, 130˚ (wide), PDAF8 MP, f/2.2, 130˚ (macro), PDAF2 MP, f/2.4, (depth);Quad-LED flash, HDR, panorama;1080p;16 MP, f/2.0, (wide);1080p;Wi-Fi 802.11 a/b/g/n/ac, dual-band;5.0, A2DP, LE;GPS, GLONASS, GALILEO, BDS;Yes;FM radio;USB Type-C 2.0, OTG;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass;Li-Po 10050 mAh, non-removable;Black, Orange, Green;About 210 EUR;IP68/IP69K dust/water resistant (up to 1.5m for 30 min)Drop-to-concrete resistance from up to 1.5mMIL-STD-810G compliant;Corning Gorilla Glass;;;;;;;;
https://www.gsmarena.com/doogee_s86-11779.php;https://fdn2.gsmarena.com/vv/bigpic/doogee-s86.jpg;Doogee S86;Released 2021, March;323g, 16.8mm thickness;Android 10;128GB storage, microSDXC;1;N/A;6,627 hits;"6.1""";720x1560 pixels;6 GB RAM;Helio P60;8500 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 19, 20, 25, 26, 28, 66;HSPA, LTE;2021, February 26;Available. Released 2021, March;164.6 x 81.2 x 16.8 mm (6.48 x 3.20 x 0.66 in);323 g (11.39 oz);Hybrid Dual SIM (Nano-SIM, dual stand-by);IPS LCD;6.1 inches, 91.3 cm(~68.3% screen-to-body ratio);720 x 1560 pixels, 19.5:9 ratio (~282 ppi density);Android 10;Mediatek MT6771 Helio P60 (12 nm);Octa-core (4x2.0 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53);Mali-G72 MP3;microSDXC (uses shared SIM slot);128GB 6GB RAM;UFS 2.1;16 MP, f/2.0, (wide), PDAF8 MP, f/2.2, 130˚, (ultrawide)2 MP, f/2.2, (macro)2 MP, f/2.4, (depth);Quad-LED flash, HDR, panorama;1080p;8 MP, f/2.2, (wide);1080p;Wi-Fi 802.11 a/b/g/n;5.0, A2DP, LE;GPS, GLONASS, BDS;Yes;FM radio;USB Type-C 2.0, OTG;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass;Li-Po 8500 mAh, non-removable;Black, Orange, Red;About 210 EUR;IP68/IP69K dust/water resistant (up to 1.5m for 30 min)Drop-to-concrete resistance from up to 1.5mMIL-STD-810G compliant;Corning Gorilla Glass;;;;;;;;
https://www.gsmarena.com/doogee_cs1-11794.php;https://fdn2.gsmarena.com/vv/bigpic/doogee-cs1th.jpg;Doogee CS1;Released 2021, February;45g, 8.9mm thickness;Proprietary;No card slot;0;N/A;2,479 hits;"1.4""";240x240 pixels; ;nRF52832;200 mAh Li-Ion;N/A;N/A;N/A;;2021, February;Available. Released 2021, February;41.5 x 35.9 x 8.9 mm (1.63 x 1.41 x 0.35 in);45 g (1.59 oz);No;IPS LCD;1.4 inches;240 x 240 pixels (~242 ppi density);Proprietary;nRF52832;;;No;;;No;;;;;No;4.0, A2DP, LE;No;No;No;No;Accelerometer, heart rate;Li-Ion 200 mAh, non-removable;Graphite Black, Space Gray;About 30 EUR;50m water resistant (IP68)Metal bezel;;;;Plastic frame, plastic back;No;No;;;
https://www.gsmarena.com/doogee_s88_plus-11776.php;https://fdn2.gsmarena.com/vv/bigpic/doogee-s88-plus.jpg;Doogee S88 Plus;Released 2021, February;372g, 18.7mm thickness;Android 10;128GB storage, microSDXC;2;0.1%;9,138 hits;"6.3""";1080x2340 pixels;8 GB RAM;Helio P70;10000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 40, 66;HSPA, LTE;2021, January 26;Available. Released 2021, February;171.6 x 85.5 x 18.7 mm (6.76 x 3.37 x 0.74 in);372 g (13.12 oz);Hybrid Dual SIM (Nano-SIM, dual stand-by);IPS LCD;6.3 inches, 97.4 cm(~66.4% screen-to-body ratio);1080 x 2340 pixels, 19.5:9 ratio (~409 ppi density);Android 10;Mediatek MT6771 Helio P70 (12nm);Octa-core (4x2.1 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53);Mali-G72 MP3;microSDXC (uses shared SIM slot);128GB 8GB RAM;;48 MP, f/1.8, (wide), PDAF8 MP, (telephoto)8 MP, f/2.4, 130˚, (ultrawide);LED flash, HDR, panorama;1080p;16 MP, f/2.0, (wide);1080p;Wi-Fi 802.11 b/g/n;4.2, A2DP;GPS, GLONASS, BDS, GALILEO;Yes;FM radio;USB Type-C 2.0, OTG;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass;Li-Po 10000 mAh, non-removable;Black, Orange, Green;About 280 EUR;IP68/IP69K dust/water resistant (up to 30m for 90 min)Drop-to-concrete resistance from up to 1.5mMIL-STD-810G compliant;Corning Gorilla Glass;;;;;;;;
https://www.gsmarena.com/doogee_x95_pro-11811.php;https://fdn2.gsmarena.com/vv/bigpic/doogee-x95-pro.jpg;Doogee X95 Pro;Released 2021, January;8.9mm thickness;Android 10;32GB storage, microSDXC;0;N/A;4,629 hits;"6.52""";540x1200 pixels;4 GB RAM;MT6761V;4350 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;1, 3, 7, 8, 20;HSPA, LTE;2021, January 15;Available. Released 2021, January;167 x 77.4 x 8.9 mm (6.57 x 3.05 x 0.35 in);-;Hybrid Dual SIM (Nano-SIM, dual stand-by);IPS LCD, 600 nits;6.52 inches, 102.6 cm(~79.4% screen-to-body ratio);540 x 1200 pixels, 20:9 ratio (~202 ppi density);Android 10;Mediatek MT6761V/WE Helio A22 (12 nm);Quad-core 1.8 GHz Cortex-A53;PowerVR GE8300;microSDXC (uses shared SIM slot);32GB 4GB RAM;eMMC 5.1;13 MP, (wide)2 MP, (depth)2 MP, (telephoto);LED flash;1080p;5 MP, f/2.2, (wide);720p;Wi-Fi 802.11 b/g/n;5.2, A2DP, LE;GPS, GLONASS, BDS;No;FM radio;microUSB 2.0, OTG;Accelerometer, proximity;Li-Po 4350 mAh, non-removable;Black, Blue, Green;About 120 EUR;;;;;;;;;;
