Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;net4g;net5g;speed;year;status;dimensions;weight;sim;bodyother;displaytype;displaysize;displayresolution;displayprotection;os;chipset;cpu;gpu;memoryslot;internalmemory;cam1modules;cam1features;cam1video;cam2modules;cam2video;wlan;bluetooth;gps;nfc;radio;usb;sensors;batdescription1;colors;price;memoryother;featuresother;cam2features;build;tbench;batlife;optionalother;gprstext;edge;sar-us
https://www.gsmarena.com/ulefone_note_6p-11183.php;https://fdn2.gsmarena.com/vv/bigpic/ulefone-note-6p.jpg;Ulefone Note 6P;Released 2021, October 25;155g, 8.5mm thickness;Android 11;32GB storage, microSDXC;3;0.1%;29,977 hits;"6.1""";720x1560 pixels;2 GB RAM;Unisoc SC9863A;3300 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 2100;1, 3, 5, 7, 8, 20;;HSPA 21.1/5.76 Mbps, LTE;2021, October 25;Available. Released 2021, October 25;155.4 x 73.4 x 8.5 mm (6.12 x 2.89 x 0.33 in);155 g (5.47 oz);Dual SIM (Nano-SIM, dual stand-by);;IPS LCD;6.1 inches, 91.3 cm(~80.1% screen-to-body ratio);720 x 1560 pixels, 19.5:9 ratio (~282 ppi density);;Android 11 (Go edition);Unisoc SC9863A (28nm);Octa-core (4x1.6 GHz Cortex-A55 & 4x1.2 GHz Cortex-A55);IMG8322;microSDXC (dedicated slot);32GB 2GB RAM;8 MP;LED flash;1080p@30fps;5 MP;;Wi-Fi 802.11 b/g/n;4.2, A2DP;GPS, GLONASS, BDS;No;Stereo FM radio, RDS, recording;microUSB 2.0;Accelerometer, proximity;Li-Po 3300 mAh, non-removable;Black, Green, Purple, Red;About 90 EUR;eMMC 5.1;;;;;;;;;
https://www.gsmarena.com/ulefone_power_armor_14-11170.php;https://fdn2.gsmarena.com/vv/bigpic/ulefone-power-armor-14.jpg;Ulefone Power Armor 14;Released 2021, October 15;358.2g, 17.2mm thickness;Android 11;64GB storage, microSDXC;16;0.2%;98,039 hits;"6.52""";720x1600 pixels;4 GB RAM;Helio G35;10000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 38, 40;;HSPA, LTE;2021, October 15;Available. Released 2021, October 15;175.6 x 82.5 x 17.2 mm (6.91 x 3.25 x 0.68 in);358.2 g (12.63 oz);Hybrid Dual SIM (Nano-SIM, dual stand-by);IP68 dust/water resistant (up to 1.5m for 30 min)Drop-to-concrete resistance from up to 1.5mMIL-STD-810G compliant;IPS LCD;6.52 inches, 102.6 cm(~70.8% screen-to-body ratio);720 x 1600 pixels, 20:9 ratio (~269 ppi density);Corning Gorilla Glass 3;Android 11;Mediatek MT6765G Helio G35 (12 nm);Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53);PowerVR GE8320;microSDXC (uses shared SIM slot);64GB 4GB RAM;"20 MP, f/1.8, 26mm (wide), 1/2.78"", 1.0µm, PDAF2 MP, f/2.8, (macro)2 MP, f/2.4, (depth)";LED flash, HDR, panorama;1080p@30fps;16 MP, f/2.2;1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac, dual-band;5.0, A2DP, LE;GPS, GLONASS, GALILEO, BDS;Yes;FM radio, RDS, recording;USB Type-C 2.0, OTG;Fingerprint (side-mounted), accelerometer, proximity, compass;Li-Po 10000 mAh, non-removable;Black;About 230 EUR;eMMC 5.1;;HDR, panorama;;;;;;;
https://www.gsmarena.com/ulefone_armor_x9_pro-11155.php;https://fdn2.gsmarena.com/vv/bigpic/ulefone-armor-x9-pro.jpg;Ulefone Armor X9 Pro;Released 2021, September 07;235g, 13.9mm thickness;Android 11;64GB storage, microSDXC;4;0.1%;51,041 hits;"5.5""";720x1440 pixels;4 GB RAM;Helio A25;5000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 17, 19, 20, 28;;HSPA 21/5.76 Mbps, LTE Cat6 300/150 Mbps;2021, September 07;Available. Released 2021, September 07;158 x 77.5 x 13.9 mm (6.22 x 3.05 x 0.55 in);235 g (8.29 oz);Hybrid Dual SIM (Nano-SIM, dual stand-by);IP68/IP69K dust/water resistant (up to 1.5m for 30 min)Drop-to-concrete resistance from up to 1.2mMIL-STD-810G compliant;IPS LCD;5.5 inches, 78.1 cm(~63.8% screen-to-body ratio);720 x 1440 pixels, 18:9 ratio (~293 ppi density);;Android 11;Mediatek MT6762D Helio A25 (12 nm);Octa-core (4x1.8 GHz Cortex-A53 & 4x1.5 GHz Cortex-A53);PowerVR GE8320;microSDXC (uses shared SIM slot);64GB 4GB RAM;13 MP, f/2.2, (wide), AF2 MP, (depth);Dual-LED flash, HDR, panorama;1080p@30fps;5 MP;1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct;5.0, A2DP, LE;GPS, GLONASS, GALILEO, BDS;Yes;FM radio, RDS, recording;microUSB 2.0, OTG;Accelerometer, proximity, compass;Li-Po 5000 mAh, non-removable;Red, Black, Green;About 160 EUR;eMMC 5.1;;HDR;;;;;;;
https://www.gsmarena.com/ulefone_armor_x9-11154.php;https://fdn2.gsmarena.com/vv/bigpic/ulefone-armor-x9.jpg;Ulefone Armor X9;Released 2021, September 07;235g, 13.9mm thickness;Android 11;32GB storage, microSDXC;1;0.1%;34,311 hits;"5.5""";720x1440 pixels;3 GB RAM;Helio A25;5000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 17, 19, 20, 28;;HSPA 21/5.76 Mbps, LTE Cat6 300/150 Mbps;2021, September 07;Available. Released 2021, September 07;158 x 77.5 x 13.9 mm (6.22 x 3.05 x 0.55 in);235 g (8.29 oz);Hybrid Dual SIM (Nano-SIM, dual stand-by);IP68/IP69K dust/water resistant (up to 1.5m for 30 min)Drop-to-concrete resistance from up to 1.2mMIL-STD-810G compliant;IPS LCD;5.5 inches, 78.1 cm(~63.8% screen-to-body ratio);720 x 1440 pixels, 18:9 ratio (~293 ppi density);;Android 11;Mediatek MT6762D Helio A25 (12 nm);Octa-core (4x1.8 GHz Cortex-A53 & 4x1.5 GHz Cortex-A53);PowerVR GE8320;microSDXC (uses shared SIM slot);32GB 3GB RAM;13 MP, f/2.2, (wide), AF2 MP, (depth);Dual-LED flash, HDR, panorama;1080p@30fps;5 MP;1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct;5.0, A2DP, LE;GPS, GLONASS, GALILEO, BDS;Yes;FM radio, RDS, recording;microUSB 2.0, OTG;Accelerometer, proximity, compass;Li-Po 5000 mAh, non-removable;Red, Black, Green;About 150 EUR;eMMC 5.1;;HDR;;;;;;;
https://www.gsmarena.com/ulefone_armor_x8i-11130.php;https://fdn2.gsmarena.com/vv/bigpic/ulefone-armor-x81.jpg;Ulefone Armor X8i;Released 2021, September 23;256g, 13.8mm thickness;Android 11;32GB storage, microSDXC;10;0.1%;37,392 hits;"5.7""";720x1440 pixels;3 GB RAM;Helio A25;5080 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 17, 19, 20, 28;;HSPA 21.1/5.76 Mbps, LTE Cat7 300/150 Mbps;2021, September 23;Available. Released 2021, September 23;160.3 x 79 x 13.8 mm (6.31 x 3.11 x 0.54 in);256 g (9.03 oz);Hybrid Dual SIM (Nano-SIM, dual stand-by);IP68/IP69K dust/water resistant (up to 1.5m for 30 min)Drop-to-concrete resistance from up to 1.2mMIL-STD-810G compliant;IPS LCD;5.7 inches, 83.8 cm(~66.2% screen-to-body ratio);720 x 1440 pixels, 18:9 ratio (~282 ppi density);;Android 11;Mediatek MT6762D Helio A25 (12 nm);Octa-core (4x1.8 GHz Cortex-A53 & 4x1.5 GHz Cortex-A53);PowerVR GE8320;microSDXC (uses shared SIM slot);32GB 3GB RAM;13 MP, f/2.2, (wide), AF2 MP, (depth)2 MP, (depth);Dual-LED flash, HDR, panorama;1080p@30fps;8 MP, f/2.4;1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct;5.0, A2DP, LE;GPS, GLONASS, GALILEO, BDS;Yes;FM radio, RDS, recording;USB Type-C 2.0;Fingerprint (rear-mounted), accelerometer, proximity, compass;Li-Po 5080 mAh, non-removable;Black, Orange, Red;About 150 EUR;eMMC 5.1;;;;;;;;;
https://www.gsmarena.com/ulefone_armor_12_5g-11080.php;https://fdn2.gsmarena.com/vv/bigpic/ulefone-armor-12.jpg;Ulefone Armor 12 5G;Released 2021, August 23;296g, 14.3mm thickness;Android 11;128GB storage, microSDXC;6;0.2%;83,886 hits;"6.52""";720x1560 pixels;8 GB RAM;Dimensity 700;5180 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 34, 38, 39, 40, 41, 66;1, 3, 28, 38, 41, 77, 78 SA/NSA;HSPA, LTE-A, 5G;2021, August 14;Available. Released 2021, August 23;175.9 x 82.5 x 14.3 mm (6.93 x 3.25 x 0.56 in);296 g (10.44 oz);Dual SIM (Nano-SIM, dual stand-by);IP68 dust/water resistant (up to 1.5m for 30 min)Drop-to-concrete resistance from up to 1.2mMIL-STD-810G compliant;IPS LCD;6.52 inches, 104.4 cm(~71.9% screen-to-body ratio);720 x 1560 pixels, 19.5:9 ratio (~264 ppi density);;Android 11;Mediatek MT6833 Dimensity 700 (7 nm);Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55);Mali-G57 MC2;microSDXC;128GB 8GB RAM;"48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF8 MP, f/2.2, (ultrawide)2 MP, f/2.6, (macro)2 MP, f/2.4, (depth)";Dual-LED flash, HDR, panorama;1440p@30fps;16 MP, f/2.2;1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct;5.1, A2DP, LE;GPS, GLONASS, GALILEO, BDS;Yes;Wireless FM radio, RDS;USB Type-C 2.0, OTG;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass, coulombmeter;Li-Po 5180 mAh, non-removable;Black/Orange, Gray/Black;About 370 EUR;;;HDR, panorama;Front glass, aluminum back with rubber, aluminum frame;;;;;;
https://www.gsmarena.com/ulefone_power_armor_13-11066.php;https://fdn2.gsmarena.com/vv/bigpic/ulefone-power-armor-13-.jpg;Ulefone Power Armor 13;Released 2021, July 26;492g, 20.8mm thickness;Android 11;256GB storage, microSDXC;86;0.9%;293,580 hits;"6.81""";1080x2400 pixels;8 GB RAM;Helio G95;13200 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 38, 40, 66;;HSPA 42.2/11.5 Mbps, LTE Cat12 600/150 Mbps;2021, July 22;Available. Released 2021, July 26;183.7 x 85.4 x 20.8 mm (7.23 x 3.36 x 0.82 in);492 g (1.08 lb);Hybrid Dual SIM (Nano-SIM, dual stand-by);IP68 dust/water resistant (up to 1.5m for 30 min)Drop-to-concrete resistance from up to 1.2mMIL-STD-810G compliant;IPS LCD;6.81 inches, 112.0 cm(~71.4% screen-to-body ratio);1080 x 2400 pixels, 20:9 ratio (~386 ppi density);Corning Gorilla Glass 3;Android 11;Mediatek Helio G95 (12 nm);Octa-core (2x2.05 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55);Mali-G76 MC4;microSDXC (uses shared SIM slot);256GB 8GB RAM;"48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF8 MP, f/2.2, (ultrawide)2 MP, f/2.6, (macro)2 MP, f/2.4, (depth)";Quad-LED flash, HDR, panorama;4K@30fps, 1080p@30fps;16 MP, f/2.2;1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac, dual-band;5.0, A2DP, LE;GPS, GLONASS, GALILEO, BDS;Yes;FM radio, RDS, recording;;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass, baroceptor, coulombmeter;Li-Po 13200 mAh, non-removable;Black;;;"Infrared distance measure (error range: 1~20m, ±10mm; 20~40m, ±25mm)";HDR, panorama;;AnTuTu: 294194 (v8), 351678 (v9)GeekBench: 1610 (v5.1)GFXBench: 18fps (ES 3.1 onscreen);;;;;
https://www.gsmarena.com/ulefone_note_6-11065.php;https://fdn2.gsmarena.com/vv/bigpic/ulefone-note6.jpg;Ulefone Note 6;Released 2021, July 11;155g, 8.5mm thickness;Android 11;32GB storage, microSDXC;2;0.1%;43,697 hits;"6.1""";720x1560 pixels;1 GB RAM;Unisoc SC7731e;3300 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;;;HSPA 21.1/5.76 Mbps;2021, July 11;Available. Released 2021, July 11;155.4 x 73.4 x 8.5 mm (6.12 x 2.89 x 0.33 in);155 g (5.47 oz);Dual SIM (Micro-SIM/Nano-SIM, dual stand-by);;IPS LCD;6.1 inches, 91.3 cm(~80.1% screen-to-body ratio);720 x 1560 pixels, 19.5:9 ratio (~282 ppi density);;Android 11 (Go edition);Unisoc SC7731e;Quad-core 1.3 GHz Cortex-A7;Mali-T820 MP1;microSDXC (dedicated slot);32GB 1GB RAM;5 MP;LED flash;1080p@30fps;2 MP;;Wi-Fi 802.11 b/g/n;4.2, A2DP;GPS;No;Stereo FM radio, RDS, recording;microUSB 2.0;Accelerometer, proximity;Li-Po 3300 mAh, non-removable;Black, Green, Purple, Red;;eMMC 5.1;;;;;;;;;
https://www.gsmarena.com/ulefone_tab_a7-10994.php;https://fdn2.gsmarena.com/vv/bigpic/ulefone-tab-a7.jpg;Ulefone Tab A7;Released 2021, May 27;566g, 7.9mm thickness;Android 11;64GB storage, microSDXC;11;N/A;44,084 hits;"10.1""";1200x1920 pixels;4 GB RAM;Unisoc SC9863A;7680 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;1, 2, 3, 5, 7, 8, 20;;HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps;2021, May 27;Available. Released 2021, May 27;243.6 x 162.4 x 7.9 mm (9.59 x 6.39 x 0.31 in);566 g (1.25 lb);Dual SIM (Nano-SIM, dual stand-by);;IPS LCD;10.1 inches, 295.8 cm(~74.8% screen-to-body ratio);1200 x 1920 pixels, 16:10 ratio (~224 ppi density);;Android 11;Unisoc SC9863A (28nm);Octa-core (4x1.6 GHz Cortex-A55 & 4x1.2 GHz Cortex-A55);IMG8322;microSDXC (uses shared SIM slot);64GB 4GB RAM;13 MP;LED flash, HDR, panorama;4K@30fps, 1080p@30fps;5 MP;;Wi-Fi 802.11 a/b/g/n/ac, dual-band;5.0, A2DP, LE;GPS, GLONASS, BDS;No;FM radio, RDS, recording;USB Type-C 2.0, OTG;Accelerometer, proximity;Li-Po 7680 mAh, non-removable;Space Gray;About 130 EUR;eMMC 5.1;;;;;;;;;
https://www.gsmarena.com/ulefone_armor_11t_5g-10974.php;https://fdn2.gsmarena.com/vv/bigpic/ulefone-armor-11t-5g.jpg;Ulefone Armor 11T 5G;Released 2021, June 07;293g, 14.2mm thickness;Android 11;256GB storage, no card slot;25;0.1%;131,320 hits;"6.1""";720x1560 pixels;8 GB RAM;Dimensity 800;5200 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 34, 38, 39, 40, 41, 66;1, 3, 5, 8, 20, 28, 38, 41, 77, 78, 79 SA/NSA;HSPA, LTE-A, 5G;2021, May 29;Available. Released 2021, June 07;163.8 x 81.6 x 14.2 mm (6.45 x 3.21 x 0.56 in);293 g (10.34 oz);Dual SIM (Nano-SIM, dual stand-by);IP69K dust/water resistant (up to 1.5m for 30 min)Drop-to-concrete resistance from up to 1.2mMIL-STD-810G compliant;IPS LCD;6.1 inches, 91.3 cm(~68.3% screen-to-body ratio);720 x 1560 pixels, 19.5:9 ratio (~282 ppi density);Oleophobic coating;Android 11;Mediatek MT6873 Dimensity 800 (7 nm);Octa-core (4x2.0 GHz Cortex-A76 & 4x2.0 GHz Cortex-A55);Mali-G57 MP4;No;256GB 8GB RAM;"48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAFFLIR thermal camera (Lepton module)5 MP2 MP, f/2.4, (macro)2 MP, f/2.4, (depth)";Dual-LED dual-tone flash, HDR, panorama;4K@30fps, 1080p@30fps;16 MP, f/2.0;1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct;5.0, A2DP, LE;GPS, GLONASS, GALILEO, BDS;Yes;FM radio, RDS, recording;USB Type-C 2.0, OTG;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass, baroceptor;Li-Po 5200 mAh, non-removable;Black;About 590 EUR;UFS 2.1;;HDR, panorama;Front glass, aluminum back with rubber, aluminum frame;;;;;;
https://www.gsmarena.com/ulefone_armor_8_pro-10898.php;https://fdn2.gsmarena.com/vv/bigpic/ulefone-armor-8-pro.jpg;Ulefone Armor 8 Pro;Released 2021, April 28;282g, 15mm thickness;Android 11;128GB storage, microSDXC;13;0.1%;94,046 hits;"6.1""";720x1560 pixels;6/8 GB RAM;Helio P60;5580 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 66;;HSPA 42.2/11.5 Mbps, LTE-A Cat7 300/150 Mbps;2021, April 28;Available. Released 2021, April 28;166 x 81.8 x 15 mm (6.54 x 3.22 x 0.59 in);282 g (9.95 oz);Hybrid Dual SIM (Nano-SIM, dual stand-by);IP68 dust/water resistant (up to 1.5m for 30 min)Drop-to-concrete resistance from up to 1.2mMIL-STD-810G compliant;IPS LCD;6.1 inches, 91.3 cm(~67.3% screen-to-body ratio);720 x 1560 pixels, 19.5:9 ratio (~282 ppi density);Scratch-resistant glass, oleophobic coating;Android 11;Mediatek MT6771 Helio P60 (12 nm);Octa-core (4x2.0 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53);Mali-G72 MP3;microSDXC (uses shared SIM slot);128GB 6GB RAM, 128GB 8GB RAM;16 MP, f/2.2, (wide), PDAF5 MP, f/2.4, (macro)2 MP, f/2.2, (depth);LED flash, Panorama, HDR;1080p@30fps;8 MP, f/2.2;1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct;4.2, A2DP, LE;GPS, GLONASS, GALILEO, BDS;Yes;FM radio, RDS, recording;USB Type-C 2.0, OTG;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass;Li-Po 5580 mAh, non-removable;Black, Orange, Red;About 190 EUR;;;;Front glass, aluminum back with rubber, aluminum frame;;;;;;
https://www.gsmarena.com/ulefone_armor_11_5g-10782.php;https://fdn2.gsmarena.com/vv/bigpic/ulefone-armor-11-5g.jpg;Ulefone Armor 11 5G;Released 2021, March 08;295g, 14.2mm thickness;Android 10, planned upgrade to Android 11;256GB storage, no card slot;26;0.1%;154,504 hits;"6.1""";720x1560 pixels;8 GB RAM;Dimensity 800;5200 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 34, 38, 39, 40, 41, 66;1, 3, 5, 8, 20, 28, 38, 41, 77, 78, 79 SA/NSA;HSPA, LTE-A, 5G;2021, February 18;Available. Released 2021, March 08;163.8 x 81.6 x 14.2 mm (6.45 x 3.21 x 0.56 in);295 g (10.41 oz);Dual SIM (Nano-SIM, dual stand-by);IP68 dust/water resistant (up to 1.5m for 30 min)Drop-to-concrete resistance from up to 1.2mMIL-STD-810G compliant;IPS LCD;6.1 inches, 91.3 cm(~68.3% screen-to-body ratio);720 x 1560 pixels, 19.5:9 ratio (~282 ppi density);Oleophobic coating;Android 10, planned upgrade to Android 11;Mediatek MT6873 Dimensity 800 (7 nm);Octa-core (4x2.0 GHz Cortex-A76 & 4x2.0 GHz Cortex-A55);Mali-G57 MP4;No;256GB 8GB RAM;"48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF13 MP, f/2.4, 125˚ (ultrawide)20 MP, f/1.8, (night vision), 1/2.78"", 1.0µm2 MP, f/2.4, (macro)2 MP, f/2.4, (depth)";Dual-LED dual-tone flash, HDR, panorama;4K@30fps, 1080p@30fps;16 MP, f/2.0;1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct;5.0, A2DP, LE;GPS, GLONASS, GALILEO, BDS;Yes;FM radio, RDS, recording;USB Type-C 2.0, OTG;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass, baroceptor;Li-Po 5200 mAh, non-removable;Black;About 480 EUR;UFS 2.1;;HDR, panorama;Front glass, aluminum back with rubber, aluminum frame;;;;;;
https://www.gsmarena.com/ulefone_note_11p-10711.php;https://fdn2.gsmarena.com/vv/bigpic/ulefone-note-11p.jpg;Ulefone Note 11P;Released 2021, March 08;184g, 10mm thickness;Android 11;128GB storage, microSDXC;15;0.1%;122,658 hits;"6.55""";720x1600 pixels;8 GB RAM;Helio P60;4500 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 17, 19, 20, 28;;HSPA, LTE;2021, January 09;Available. Released 2021, March 08;166.9 x 77.2 x 10 mm (6.57 x 3.04 x 0.39 in);184 g (6.49 oz);Dual SIM (Nano-SIM, dual stand-by);;IPS LCD;6.55 inches, 103.6 cm(~80.4% screen-to-body ratio);720 x 1600 pixels, 20:9 ratio (~268 ppi density);;Android 11;Mediatek MT6771 Helio P60 (12 nm);Octa-core (4x2.0 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53);Mali-G72 MP3;microSDXC (dedicated slot);128GB 8GB RAM;48 MP, f/1.8, (wide), PDAF8 MP, f/2.2, (ultrawide)2 MP, f/2.6, (macro)2 MP, f/2.4, (depth);Dual-LED flash;1080p@30fps;8 MP, f/1.8;1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;5.0, A2DP, LE;GPS, GLONASS, BDS, GALILEO;No;FM radio;USB Type-C 2.0, OTG;Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass;Li-Po 4500 mAh, non-removable;Black, Red, Green;About 160 EUR;;;;Glass front, plastic back, plastic frame;;;24-bit/192kHz audio;;;
https://www.gsmarena.com/ulefone_note_10-10710.php;https://fdn2.gsmarena.com/vv/bigpic/ulefone-note10.jpg;Ulefone Note 10;Released 2021, January 21;203g, 9.7mm thickness;Android 11;32GB storage, microSDXC;7;0.1%;65,933 hits;"6.52""";720x1600 pixels;2 GB RAM;Unisoc SC9863A;5500 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 2100;1, 3, 5, 7, 8, 20;;HSPA, LTE;2021, January 21;Available. Released 2021, January 21;165.2 x 76.7 x 9.7 mm (6.50 x 3.02 x 0.38 in);203 g (7.16 oz);Dual SIM (Nano-SIM/Micro-SIM, dual stand-by);;IPS LCD;6.52 inches, 102.6 cm(~81.0% screen-to-body ratio);720 x 1600 pixels, 20:9 ratio (~269 ppi density);;Android 11 (Go edition);Unisoc SC9863A (28nm);Octa-core (4x1.6 GHz Cortex-A55 & 4x1.2 GHz Cortex-A55);IMG8322;microSDXC (dedicated slot);32GB 2GB RAM;8 MP, f/2.0, AF5 MP, (macro)2 MP, (depth);LED flash;1080p@30fps;8 MP, f/2.0;;Wi-Fi 802.11 b/g/n;4.2, A2DP;GPS;No;Unspecified;microUSB 2.0, OTG;Fingerprint (rear-mounted), accelerometer, proximity;Li-Ion 5500 mAh, non-removable;Black, Red, Aurora Green;About 120 EUR;eMMC 5.1;;;Plastic frame, plastic back;;;;;;
https://www.gsmarena.com/ulefone_armor_mini_2-10702.php;https://fdn2.gsmarena.com/vv/bigpic/ulefone-armor-mini2-01.jpg;Ulefone Armor Mini 2;Released 2021, January 29;158g, 16.6mm thickness;Feature phone;4MB 4MB RAM storage, microSDHC slot;5;0.1%;67,211 hits;"2.4""";240x320 pixels; ;MT6261D;2100 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;;;;;2021, January 18;Available. Released 2021, January 29;138 x 62.5 x 16.6 mm (5.43 x 2.46 x 0.65 in);158 g (5.57 oz);Dual SIM;IP68/IP69K water resistant (up to 1.5m for 30 min)Drop-to-concrete resistance from up to 1.2mFlashlightMIL-STD-810G compliant**does not guarantee ruggedness or use in extreme conditions;TFT LCD, 256K colors;2.4 inches, 17.8 cm(~20.7% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~167 ppi density);Scratch-proof glass;;Mediatek MT6261D;;;microSDHC (dedicated slot);4MB 4MB RAM;0.3 MP;LED flash;Yes;No;;No;2.4;No;No;FM radio, built-in antenna;microUSB 2.0;No;Li-Ion 2100 mAh, removable;Dark Gray, Camouflage;About 40 EUR;eMMC;MP4 playerMP3/WAV/AAC playerOrganizer;;;;;;Yes;Yes;
https://www.gsmarena.com/ulefone_note_7t-10678.php;https://fdn2.gsmarena.com/vv/bigpic/ulefone-note-7t.jpg;Ulefone Note 7T;Released 2020, November 12;177.5g, 9.7mm thickness;Android 10;16GB storage, microSDXC;2;N/A;34,213 hits;"6.1""";600x1280 pixels;2 GB RAM;Helio A22;3500 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 2100;1, 3, 5, 7, 8, 20;;HSPA 42.2/11.5 Mbps, LTE-A Cat7 300/150 Mbps;2020, November 12;Available. Released 2020, November 12;156.1 x 73.7 x 9.7 mm (6.15 x 2.90 x 0.38 in);177.5 g (6.28 oz);Dual SIM;;IPS LCD;6.1 inches, 92.3 cm(~80.2% screen-to-body ratio);600 x 1280 pixels (~232 ppi density);;Android 10;Mediatek MT6761 Helio A22 (12 nm);Octa-core 2.0 GHz Cortex-A53;PowerVR GE8320;microSDXC (dedicated slot);16GB 2GB RAM;8 MP, f/2.0, (wide)2 MP2 MP;LED flash;1080p@30fps;5 MP, f/2.2;;Wi-Fi 802.11 a/b/g/n/ac, dual-band;5.0, A2DP, LE;GPS, GLONASS;No;Stereo FM radio, RDS, recording;microUSB 2.0;Accelerometer, proximity;Li-Ion 3500 mAh, non-removable;Twilight, Black, Midnight Green;;eMMC 5.1;;;;;;;;;0.67 W/kg (head)     0.59 W/kg (body)
