Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;speed;year;status;dimensions;weight;build;sim;displaytype;displaysize;displayresolution;displayprotection;os;cpu;memoryslot;internalmemory;cam1modules;cam1features;cam1video;cam2modules;cam2video;wlan;bluetooth;gps;nfc;radio;usb;sensors;batdescription1;colors;price;batstandby1;battalktime1;chipset;gpu;sar-eu;gprstext;edge;featuresother;sar-us;bodyother
https://www.gsmarena.com/karbonn_k707_spy_ii-5183.php;https://fdn2.gsmarena.com/vv/bigpic/karbonn-k707.jpg;Karbonn K707 Spy II;Released 2012;100g, 15.7mm thickness;Feature phone;microSDHC slot;3;N/A;78,697 hits;"2.4""";240x320 pixels; ;;1800 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;;;2012;Discontinued;118.9 x 49.8 x 15.7 mm (4.68 x 1.96 x 0.62 in);100 g (3.53 oz);;Dual SIM (Mini-SIM);TFT, 65K colors;2.4 inches, 17.8 cm(~30.1% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~167 ppi density);;;;microSDHC (dedicated slot);;1.3 MP;;Yes;No;;No;2.0;No;No;FM radio, recording;microUSB;;Li-Ion 1800 mAh battery;Black/Silver, Black/Red;About 20 EUR;Up to 600 h;Up to 8 h;;;1.32 W/kg (head);Yes;No;Audio/video playerPhoto viewerOrganizer;;Flashlight
https://www.gsmarena.com/karbonn_k451+_sound_wave-5184.php;https://fdn2.gsmarena.com/vv/bigpic/karbonn-k451.jpg;Karbonn K451+ Sound Wave;Released 2012;14.6mm thickness;Feature phone;microSDHC slot;4;N/A;169,002 hits;"2.4""";240x320 pixels; ;;1800 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;;;2012;Discontinued;116.5 x 51.9 x 14.6 mm (4.59 x 2.04 x 0.57 in);-;;Dual SIM (Mini-SIM);TFT, 65K colors;2.4 inches, 17.8 cm(~29.5% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~167 ppi density);;;;microSDHC (dedicated slot);;1.3 MP;;Yes;No;;No;2.0;No;No;FM radio, recording;microUSB;;Li-Ion 1800 mAh battery;Silver/Black;About 20 EUR;Up to 500 h;Up to 8 h;;;0.45 W/kg (head);Yes;No;Audio/video playerPhoto viewerOrganizer;;
https://www.gsmarena.com/karbonn_k102+_flair-5185.php;https://fdn2.gsmarena.com/vv/bigpic/karbonn-k102+.jpg;Karbonn K102+ Flair;Released 2012;80g, 14.5mm thickness;Feature phone;microSDHC slot;3;N/A;69,067 hits;;176x220 pixels; ;;1000 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;;;2012;Discontinued;108.9 x 45.6 x 14.5 mm (4.29 x 1.80 x 0.57 in);80 g (2.82 oz);;Dual SIM (Mini-SIM);TFT, 65K colors;, -;176 x 220 pixels;;;;microSDHC (dedicated slot);;VGA;;Yes;No;;No;2.0;No;No;FM radio;microUSB;;Li-Ion 1000 mAh battery;Golden/White, Black/Red;About 20 EUR;Up to 250 h;Up to 4 h;;;0.94 W/kg (head);Yes;No;Audio/video playerPhoto viewerOrganizer;;
https://www.gsmarena.com/karbonn_kc540_blaze-5186.php;https://fdn2.gsmarena.com/vv/bigpic/karbonn-kc540.jpg;Karbonn KC540 Blaze;Released 2012;80g, 13.9mm thickness;Feature phone;microSDHC slot;3;N/A;99,700 hits;"2.2""";240x320 pixels; ;;1000 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;;;2012;Discontinued;111.2 x 46.8 x 13.9 mm (4.38 x 1.84 x 0.55 in);80 g (2.82 oz);;Dual SIM (Mini-SIM);TFT, 65K colors;2.2 inches, 15.0 cm(~28.8% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~182 ppi density);;;;microSDHC (dedicated slot);;1.3 MP;;Yes;No;;No;2.0;No;No;FM radio, recording;microUSB;;Li-Ion 1000 mAh, removable;White;About 40 EUR;Up to 150 h;Up to 4 h;;;0.70 W/kg (head);Yes;No;Audio/video playerPhoto viewerOrganizer;;
https://www.gsmarena.com/karbonn_k1+_stereo-5187.php;https://fdn2.gsmarena.com/vv/bigpic/karbonn-k1+.jpg;Karbonn K1+ Stereo;Released 2012;78g, 14.4mm thickness;Feature phone;microSDHC slot;2;N/A;55,110 hits;"1.77""";128x160 pixels; ;;1000 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;;;2012;Discontinued;109 x 44 x 14.4 mm (4.29 x 1.73 x 0.57 in);78 g (2.75 oz);;Dual SIM (Mini-SIM);TFT, 65K colors;1.77 inches, 9.9 cm(~20.6% screen-to-body ratio);128 x 160 pixels (~116 ppi density);;;;microSDHC (dedicated slot);;VGA;;Yes;No;;No;2.0;No;No;FM radio;microUSB;;Li-Ion 1000 mAh, removable;White/Black, Black/Red;About 30 EUR;Up to 250 h;Up to 5 h;;;0.85 W/kg (head);Yes;No;Audio/video playerPhoto viewerOrganizer;;
https://www.gsmarena.com/karbonn_a1+-5188.php;https://fdn2.gsmarena.com/vv/bigpic/karbonn-a1+.jpg;Karbonn A1+;Released 2012;130g, 13.8mm thickness;Android 2.3.6;256MB RAM storage, microSDHC slot;13;N/A;1,705,957 hits;"3.5""";320x480 pixels;256 MB RAM;;1500 mAh Li-Ion;GSM 900 / 1800 / 1900 - SIM 1 & SIM 2;;;2012;Discontinued;114.5 x 60.6 x 13.8 mm (4.51 x 2.39 x 0.54 in);130 g (4.59 oz);;Dual SIM (Mini-SIM);TFT, 256K colors;3.5 inches, 36.5 cm(~52.6% screen-to-body ratio);320 x 480 pixels, 3:2 ratio (~165 ppi density);;Android 2.3.6 (Gingerbread);1.0 GHz;microSDHC (dedicated slot);256MB RAM;3 MP;;Yes;VGA;;Wi-Fi 802.11 b/g;2.1, A2DP;No;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 1500 mAh, removable;Ivory White;About 50 EUR;Up to 240 h;Up to 4 h;;;;Yes;Yes;Mobile TV;0.66 W/kg (head);
https://www.gsmarena.com/karbonn_a21-5189.php;https://fdn2.gsmarena.com/vv/bigpic/karbonn-a21.jpg;Karbonn A21;Released 2012;;Android 4.0;4GB 512MB RAM storage, microSDHC slot;28;N/A;1,496,512 hits;"4.5""";480x800 pixels;512 MB RAM;;1800 mAh Li-Ion;GSM 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 2100;HSPA 7.2/0.384 Mbps;2012;Discontinued;-;-;;Dual SIM (Mini-SIM);TFT, 256K colors;4.5 inches, 57.6 cm;480 x 800 pixels, 5:3 ratio (~207 ppi density);;Android 4.0 (Ice Cream Sandwich);Dual-core 1.2 GHz;microSDHC (dedicated slot);4GB 512MB RAM;5 MP, AF;LED flash;Yes;1.3 MP;;Wi-Fi 802.11 b/g/n;2.1, A2DP;GPS;No;No;microUSB 2.0;Accelerometer, proximity;Li-Ion 1800 mAh, removable;Pearl White;About 130 EUR;Up to 200 h;Up to 5 h;;;0.44 W/kg (head);;;;;
https://www.gsmarena.com/karbonn_a11-5190.php;https://fdn2.gsmarena.com/vv/bigpic/karbonn-a11.jpg;Karbonn A11;Released 2012;;Android 4.0.4;4GB 512MB RAM storage, microSDHC slot;11;N/A;592,517 hits;"4.0""";480x800 pixels;512 MB RAM;;1500 mAh Li-Ion;GSM 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 2100;HSPA 7.2/0.384 Mbps;2012;Discontinued;-;-;;Dual SIM (Mini-SIM);TFT, 256K colors;4.0 inches, 45.5 cm;480 x 800 pixels, 5:3 ratio (~233 ppi density);;Android 4.0.4 (Ice Cream Sandwich);1.0 GHz;microSDHC (dedicated slot);4GB 512MB RAM;5 MP, AF;LED flash;Yes;1.3 MP;;Wi-Fi 802.11 b/g/n;4.0, A2DP;GPS;No;No;microUSB 2.0;Accelerometer, proximity;Li-Ion 1500 mAh battery;Black/White;About 100 EUR;Up to 200 h;Up to 5 h;;;1.12 W/kg (head);;;;;
https://www.gsmarena.com/karbonn_k36+_jumbo_mini-5191.php;https://fdn2.gsmarena.com/vv/bigpic/karbonn-k36+.jpg;Karbonn K36+ Jumbo Mini;Released 2012;92g, 16.5mm thickness;Feature phone;microSDHC slot;5;N/A;62,561 hits;"1.8""";128x160 pixels; ;;1800 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;;;2012;Discontinued;111 x 47 x 16.5 mm (4.37 x 1.85 x 0.65 in);92 g (3.25 oz);;Dual SIM (Mini-SIM);TFT, 65K colors;1.8 inches, 10.2 cm(~19.5% screen-to-body ratio);128 x 160 pixels (~114 ppi density);;;;microSDHC (dedicated slot);;VGA;;Yes;No;;No;2.0;No;No;FM radio, recording;microUSB;;Li-Ion 1800 mAh battery;Black;About 20 EUR;Up to 400 h;Up to 8 h;;;;No;No;Audio/video playerPhoto viewerOrganizer;;
https://www.gsmarena.com/karbonn_k101+_media_champ-5192.php;https://fdn2.gsmarena.com/vv/bigpic/karbonn-k101+.jpg;Karbonn K101+ Media Champ;Released 2012;69g, 15.3mm thickness;Feature phone;microSDHC slot;2;N/A;54,834 hits;"1.8""";128x160 pixels; ;;800 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;;;2012;Discontinued;104 x 44.7 x 15.3 mm (4.09 x 1.76 x 0.60 in);69 g (2.43 oz);;Dual SIM (Mini-SIM);TFT, 65K colors;1.8 inches, 10.2 cm(~21.9% screen-to-body ratio);128 x 160 pixels (~114 ppi density);;;;microSDHC (dedicated slot);;VGA;;Yes;No;;No;2.0;No;No;FM radio, recording;microUSB;;Li-Ion 800 mAh battery;Black, Black/Red;About 10 EUR;Up to 240 h;Up to 5 h;;;0.95 W/kg (head);No;No;Audio/video playerPhoto viewerOrganizer;;
https://www.gsmarena.com/karbonn_k440-5193.php;https://fdn2.gsmarena.com/vv/bigpic/karbonn-k440.jpg;Karbonn K440;Released 2012;13.5mm thickness;Feature phone;microSDHC slot;3;N/A;70,948 hits;"2.6""";240x320 pixels; ;;2100 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;;;2012;Discontinued;119.5 x 54 x 13.5 mm (4.70 x 2.13 x 0.53 in);-;;Dual SIM (Mini-SIM);TFT, 256K colors;2.6 inches, 20.9 cm(~32.4% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~154 ppi density);;;;microSDHC (dedicated slot);;1.3 MP;;Yes;No;;No;2.0;No;No;FM radio, recording;microUSB;;Li-Ion 2100 mAh battery;Black/White, Black/Red;About 30 EUR;Up to 800 h;Up to 12 h;;;;Yes;No;Audio/video playerPhoto viewerOrganizer;;
https://www.gsmarena.com/karbonn_a9+-5194.php;https://fdn2.gsmarena.com/vv/bigpic/karbonn-A9+.jpg;Karbonn A9+;Released 2012;11.3mm thickness;Android 4.0;4GB 512MB RAM storage, microSDHC slot;39;N/A;1,089,117 hits;"4.0""";480x800 pixels;512 MB RAM;;1420 mAh Li-Ion;GSM 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 2100;HSPA 7.2/0.384 Mbps;2012;Discontinued;120 x 60.5 x 11.3 mm (4.72 x 2.38 x 0.44 in);-;;Dual SIM (Mini-SIM);IPS LCD;4.0 inches, 45.5 cm(~62.7% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~233 ppi density);;Android 4.0 (Ice Cream Sandwich);Dual-core 1.2 GHz;microSDHC (dedicated slot);4GB 512MB RAM;5 MP, AF;LED flash;Yes;1.3 MP;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;2.0;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 1420 mAh, removable;Pearl White;About 120 EUR;Up to 200 h;Up to 4 h;;;;;;;0.66 W/kg (head);
https://www.gsmarena.com/karbonn_k11+-5195.php;https://fdn2.gsmarena.com/vv/bigpic/karbonn-k11+.jpg;Karbonn K11+;Released 2012;61 g;Feature phone;microSDHC slot;3;N/A;64,808 hits;"2.4""";240x320 pixels; ;;1000 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;;;2012;Discontinued;-;61 g (2.15 oz);;Dual SIM (Mini-SIM);TFT, 65K colors;2.4 inches, 17.8 cm;240 x 320 pixels, 4:3 ratio (~167 ppi density);;;;microSDHC (dedicated slot);;VGA;;Yes;No;;No;2.0;No;No;FM radio;microUSB;;Li-Ion 1000 mAh, removable;Black/Red, White/Black;About 30 EUR;Up to 280 h;Up to 3 h;;;;No;No;Audio/video playerPhoto viewerOrganizer;;
https://www.gsmarena.com/karbonn_a15-5196.php;https://fdn2.gsmarena.com/vv/bigpic/karbonn-a15.jpg;Karbonn A15;Released 2012;;Android 4.0.4;4GB storage, microSDHC slot;23;N/A;971,715 hits;"4.0""";480x800 pixels;512 MB RAM;;1420 mAh Li-Ion;GSM 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 2100;HSPA 7.2/0.384 Mbps;2012;Discontinued;-;-;;Dual SIM (Mini-SIM);TFT;4.0 inches, 45.5 cm;480 x 800 pixels, 5:3 ratio (~233 ppi density);;Android 4.0.4 (Ice Cream Sandwich);1.0 GHz;microSDHC (dedicated slot);4GB (2.5GB user available), 512MB RAM;3.15 MP;;Yes;No;;Wi-Fi 802.11 b/g/n;2.0;GPS;No;FM radio;microUSB 2.0;Accelerometer;Li-Ion 1420 mAh, removable;Black;About 80 EUR;Up to 150 h;;;;;;;;0.59 W/kg (head);
https://www.gsmarena.com/karbonn_a30-5197.php;https://fdn2.gsmarena.com/vv/bigpic/karbonn-a30.jpg;Karbonn A30;Released 2012;280g, 10.7mm thickness;Android 4.0.4;4GB 512MB RAM storage, microSDHC slot;12;N/A;862,605 hits;"5.9""";480x800 pixels;512 MB RAM;;2500 mAh Li-Ion;GSM 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 2100;HSPA 7.2/0.384 Mbps;2012;Discontinued;166 x 91 x 10.7 mm (6.54 x 3.58 x 0.42 in);280 g (9.88 oz);;Dual SIM (Mini-SIM);TFT, 256K colors;5.9 inches, 99.1 cm(~65.6% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~158 ppi density);;Android 4.0.4 (Ice Cream Sandwich);Dual-core 1.0 GHz;microSDHC (dedicated slot);4GB 512MB RAM;8 MP, AF;LED flash;Yes;1.3 MP;;Wi-Fi 802.11 b/g/n, hotspot;2.0;GPS;No;FM radio;microUSB 2.0;Accelerometer;Li-Ion 2500 mAh battery;Black/White;About 160 EUR;Up to 600 h;Up to 10 h;;;0.46 W/kg (head);;;;;
