Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;net4g;gprstext;edge;year;status;dimensions;weight;sim;bodyother;displaytype;displaysize;displayresolution;os;chipset;cpu;gpu;memoryslot;internalmemory;cam1modules;cam1features;cam1video;cam2modules;cam2video;optionalother;wlan;bluetooth;gps;nfc;radio;usb;sensors;batdescription1;colors;price;speed;memoryother;build;models;tbench;net5g;cam2features;displayprotection;sar-us;batlife;batstandby1;battalktime1;featuresother;displayother;sar-eu
https://www.gsmarena.com/lenovo_a859-5934.php;https://fdn2.gsmarena.com/vv/bigpic/lenovo-a859.jpg;Lenovo A859;Released 2014, April;163.3g, 9.2mm thickness;Android 4.2;8GB storage, microSDHC;23;N/A;2,951,144 hits;"5.0""";720x1280 pixels;1 GB RAM;MT6582;2250 mAh Li-Po;GSM 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;;;;2014, January. Released 2014, April;Discontinued;142 x 72.5 x 9.2 mm (5.59 x 2.85 x 0.36 in);163.3 g (5.75 oz);Dual SIM (Dual stand-by);;IPS LCD;5.0 inches, 68.9 cm(~66.9% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Android 4.2 (Jelly Bean);Mediatek MT6582 (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSDHC (dedicated slot);8GB 1GB RAM;8 MP, AF;LED flash;Yes;1.6 MP;;;Wi-Fi 802.11 b/g/n, hotspot;3.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Po 2250 mAh, removable;Black/White;About 140 EUR;HSPA;;;A859;;;;;;;Up to 276 h;Up to 10 h;;;
https://www.gsmarena.com/lenovo_s930-5894.php;https://fdn2.gsmarena.com/vv/bigpic/lenovo-s930.jpg;Lenovo S930;Released 2013, December;170g, 8.7mm thickness;Android 4.2.2, up to 4.4;8GB storage, microSDHC;42;N/A;3,059,039 hits;"6.0""";720x1280 pixels;1 GB RAM;MT6582;3000 mAh Li-Po;GSM 900 / 1800 / 1900;HSDPA 900 / 2100;;;;2013, December. Released 2013, December;Discontinued;170 x 86.5 x 8.7 mm (6.69 x 3.41 x 0.34 in);170 g (6.00 oz);Dual SIM (Mini-SIM, dual stand-by);;IPS LCD;6.0 inches, 99.2 cm(~67.5% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~245 ppi density);Android 4.2.2 (Jelly Bean), upgradable to 4.4 (KitKat);Mediatek MT6582 (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSDHC (dedicated slot);8GB 1GB RAM;8 MP, AF;LED flash, HDR;Yes;1.6 MP;;;Wi-Fi 802.11 b/g/n, hotspot;3.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity, compass;Li-Po 3000 mAh, removable;Silver;About 220 EUR;HSPA 21.1/5.76 Mbps;;;;;;;;;;;Up to 14 h (2G) / Up to 10 h (3G);;;
https://www.gsmarena.com/lenovo_s650-5893.php;https://fdn2.gsmarena.com/vv/bigpic/lenovo-s650.jpg;Lenovo S650;Released 2013, December;126g, 8.8mm thickness;Android 4.2;8GB storage, microSDHC;50;N/A;3,288,924 hits;"4.7""";540x960 pixels;1 GB RAM;MT6582;2000 mAh Li-Po;GSM 900 / 1800 / 1900;HSDPA 900 / 2100;;;;2013, December. Released 2013, December;Discontinued;138 x 69.8 x 8.8 mm (5.43 x 2.75 x 0.35 in);126 g (4.44 oz);Dual SIM (Mini-SIM, dual stand-by);;IPS LCD;4.7 inches, 60.9 cm(~63.2% screen-to-body ratio);540 x 960 pixels, 16:9 ratio (~234 ppi density);Android 4.2 (Jelly Bean);Mediatek MT6582 (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSDHC (dedicated slot);8GB 1GB RAM;8 MP, AF;LED flash, HDR;Yes;VGA;;;Wi-Fi 802.11 a/b/g/n, dual-band, hotspot;3.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Po 2000 mAh, removable;Silver, White;About 270 EUR;HSPA 21.1/5.76 Mbps;;;S650;;;;;;;;Up to 12 h (2G) / Up to 8 h (3G);;;
https://www.gsmarena.com/lenovo_vibe_z_k910-5843.php;https://fdn2.gsmarena.com/vv/bigpic/lenovo-vibe-z-new.jpg;Lenovo Vibe Z K910;Released 2013, November;145.2g, 7.9mm thickness;Android 4.3, up to 4.4.2;16GB storage, no card slot;84;N/A;3,948,094 hits;"5.5""";1080x1920 pixels;2 GB RAM;Snapdragon 800;3000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1900 / 2100;LTE 850 / 1800 / 2100;;;2013, November. Released 2013, November;Discontinued;149.1 x 77 x 7.9 mm (5.87 x 3.03 x 0.31 in);145.2 g (5.11 oz);Micro-SIM;;IPS LCD;5.5 inches, 83.4 cm(~72.6% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~401 ppi density);Android 4.3 (Jelly Bean), upgradable to 4.4.2 (KitKat);Qualcomm Snapdragon 800 (28 nm);Quad-core 2.2 GHz Krait 400;Adreno 330;No;16GB 2GB RAM;13 MP, AF;LED flash;1080p@30fps;5 MP;;;Wi-Fi 802.11 a/b/g/n/ac, dual band, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity, compass;Li-Po 3000 mAh, non-removable;Silver, Titanium;About 480 EUR;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;eMMC 4.5;;K910L;;;;Corning Gorilla Glass 3;;;Up to 648 h;Up to 33 h;;;
https://www.gsmarena.com/lenovo_yoga_tablet_10-5836.php;https://fdn2.gsmarena.com/vv/bigpic/lenovo-yoga-tablet-10.jpg;Lenovo Yoga Tablet 10;Released 2013, November;605g (Wi-Fi) / 610g (3G), 8.1mm thickness;Android 4.2;16GB/32GB storage, microSDXC;22;0.1%;839,150 hits;"10.1""";1280x800 pixels;1 GB RAM;MT8125;9000 mAh Li-Ion;GSM 900 / 1800 / 1900;HSDPA 900 / 2100;;;;2013, October. Released 2013, November;Discontinued;261 x 180 x 8.1 mm (10.28 x 7.09 x 0.32 in);605 g (Wi-Fi) / 610 g (3G) (1.34 lb);Micro-SIM;Built-in 3-stage kickstand;IPS LCD;10.1 inches, 295.8 cm(~63.0% screen-to-body ratio);1280 x 800 pixels, 16:10 ratio (~149 ppi density);Android 4.2 (Jelly Bean);Mediatek MT8125 (28 nm);Quad-core 1.2 GHz Cortex-A7;PowerVR SGX544;microSDXC (dedicated slot);16GB 1GB RAM, 32GB 1GB RAM;5 MP;;Yes;1.6 MP;;;Wi-Fi 802.11 b/g/n;4.0, A2DP;GPS;No;No;microUSB 2.0, OTG;Accelerometer, compass;Li-Ion 9000 mAh, non-removable;Gray;About 220 EUR;HSPA;;;;;;;;;;;Up to 18 h (3G);;;
https://www.gsmarena.com/lenovo_yoga_tablet_8-5835.php;https://fdn2.gsmarena.com/vv/bigpic/lenovo-yoga-tablet-8.jpg;Lenovo Yoga Tablet 8;Released 2013, October;401g (Wi-Fi) / 404g (3G), 7.3mm thickness;Android 4.2;16GB/32GB storage, microSDXC;34;0.2%;1,299,880 hits;"8.0""";1280x800 pixels;1 GB RAM;MT8125;6000 mAh Li-Ion;GSM 900 / 1800 / 1900;HSDPA 900 / 2100;;;;2013, October. Released 2013, October;Discontinued;213 x 144 x 7.3 mm (8.39 x 5.67 x 0.29 in);401 g (Wi-Fi) / 404 g (3G) (14.25 oz);Micro-SIM;Built-in 3-stage kickstand;IPS LCD;8.0 inches, 185.6 cm(~60.5% screen-to-body ratio);1280 x 800 pixels, 16:10 ratio (~189 ppi density);Android 4.2 (Jelly Bean);Mediatek MT8125 (28 nm);Quad-core 1.2 GHz Cortex-A7;PowerVR SGX544;microSDXC (dedicated slot);16GB 1GB RAM, 32GB 1GB RAM;5 MP;;Yes;1.6 MP;;;Wi-Fi 802.11 b/g/n;4.0, A2DP;GPS;No;No;microUSB 2.0, OTG;Accelerometer, compass;Li-Ion 6000 mAh, non-removable;Gray;About 190 EUR;HSPA;;;;;;;;;;;Up to 18 h (3G);;;
https://www.gsmarena.com/lenovo_a630-5830.php;https://fdn2.gsmarena.com/vv/bigpic/lenovo-a630.jpg;Lenovo A630;Released 2013, September;159g, 10mm thickness;Android 4.0.4;4GB 512MB RAM storage, microSDHC slot;4;N/A;332,771 hits;"4.5""";480x854 pixels;512 MB RAM;MT6577;2500 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 2100;;;;2013, September. Released 2013, September;Discontinued;131 x 66 x 10 mm (5.16 x 2.60 x 0.39 in);159 g (5.61 oz);Dual SIM (Mini-SIM, dual stand-by);;IPS LCD;4.5 inches, 55.8 cm(~64.5% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~218 ppi density);Android 4.0.4 (Ice Cream Sandwich);Mediatek MT6577 (40 nm);Dual-core 1.0 GHz Cortex-A9;PowerVR SGX531u;microSDHC (dedicated slot);4GB 512MB RAM;3.15 MP;;Yes;No;;;Wi-Fi 802.11 b/g/n, hotspot;2.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer;Li-Ion 2500 mAh, removable;Black;About 80 EUR;HSPA;;;;;;;;;;;;;;
https://www.gsmarena.com/lenovo_a516-5851.php;https://fdn2.gsmarena.com/vv/bigpic/lenovo-a516.jpg;Lenovo A516;Released 2013, Q3;146g, 9.9mm thickness;Android 4.2.2;4GB 512MB RAM storage, microSDHC slot;28;N/A;3,656,288 hits;"4.5""";480x854 pixels;512 MB RAM;MT6572;2000 mAh Li-Po;GSM 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;;;;2013, Q3. Released 2013, Q3;Discontinued;132 x 66.7 x 9.9 mm (5.20 x 2.63 x 0.39 in);146 g (5.15 oz);Dual SIM (Mini-SIM, dual stand-by);;IPS LCD;4.5 inches, 55.8 cm(~63.4% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~218 ppi density);Android 4.2.2 (Jelly Bean);Mediatek MT6572 (28 nm);Dual-core 1.3 GHz Cortex-A7;Mali-400;microSDHC (dedicated slot);4GB 512MB RAM;5 MP;Panorama;Yes;VGA;;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Po 2000 mAh, removable;Black, Pink, White;About 110 EUR;HSPA 21.1/5.76 Mbps;;;;;;;;;;Up to 552 h (2G) / Up to 552 h (3G);Up to 30 h (2G) / Up to 18 h (3G);;;
https://www.gsmarena.com/lenovo_vibe_x_s960-5684.php;https://fdn2.gsmarena.com/vv/bigpic/lenovo-vibe-x.jpg;Lenovo Vibe X S960;Released 2013, December;121g, 6.9mm thickness;Android 4.2;16GB/32GB storage, no card slot;68;N/A;5,443,661 hits;"5.0""";1080x1920 pixels;2 GB RAM;MT6589T;2000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 1900;;;;2013, September. Released 2013, December;Discontinued;144 x 74 x 6.9 mm (5.67 x 2.91 x 0.27 in);121 g (4.27 oz);Micro-SIM;;IPS LCD;5.0 inches, 68.9 cm(~64.7% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~441 ppi density);Android 4.2 (Jelly Bean);Mediatek MT6589T (28 nm);Quad-core 1.5 GHz Cortex A7;PowerVR SGX544MP2;No;16GB 2GB RAM, 32GB 2GB RAM;13 MP, AF;LED flash;1080p@30fps;5 MP;;;Wi-Fi 802.11 b/g/n, hotspot;3.0, A2DP;GPS;No;FM radio;microUSB 2.0, OTG;Accelerometer, gyro, proximity, compass;Li-Po 2000 mAh, non-removable;Black/Silver;About 420 EUR;HSPA 21.1/5.76 Mbps;;;;;;;Corning Gorilla Glass 3;;;Up to 288 h;Up to 16 h;;;
https://www.gsmarena.com/lenovo_s5000-5683.php;https://fdn2.gsmarena.com/vv/bigpic/lenovo-s5000-n.jpg;Lenovo S5000;Released 2013, November;244.9g, 7.6mm thickness;Android 4.2, up to 4.3;16GB storage, no card slot;15;N/A;946,536 hits;"7.0""";1280x800 pixels;1 GB RAM;MT8125 or MT8389;3450 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - 3G model;HSDPA 900 / 2100 - 3G model;;;;2013, September. Released 2013, November;Discontinued;190.5 x 116.8 x 7.6 mm (7.5 x 4.60 x 0.30 in);244.9 g (8.61 oz);Micro-SIM - 3G model;;IPS LCD;7.0 inches, 142.1 cm(~63.9% screen-to-body ratio);1280 x 800 pixels, 16:10 ratio (~216 ppi density);Android 4.2 (Jelly Bean), upgradable to 4.3 (Jelly Bean);Mediatek MT8125 or MT8389;Quad-core 1.2 GHz Cortex-A7;PowerVR SGX544;No;16GB 1GB RAM;5 MP, AF;;Yes;1.6 MP;;;Wi-Fi 802.11 b/g/n;4.0, A2DP;TBD;No;No;microUSB 2.0, OTG;Accelerometer;Li-Ion 3450 mAh, non-removable;Silver Grey;About 130 EUR;HSPA - 3G model;;;;;;;;;;;Up to 8 h (multimedia);;;
https://www.gsmarena.com/lenovo_a850-5689.php;https://fdn2.gsmarena.com/vv/bigpic/lenovo-a850.jpg;Lenovo A850;Released 2013, August;184g, 9.5mm thickness;Android 4.2.2;4GB 1GB RAM storage, microSDHC slot;65;0.1%;5,401,086 hits;"5.5""";540x960 pixels;1 GB RAM;MT6582M;2250 mAh Li-Po;GSM 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;;;;2013, August. Released 2013, August;Discontinued;153.5 x 79.3 x 9.5 mm (6.04 x 3.12 x 0.37 in);184 g (6.49 oz);Dual SIM (Mini-SIM, dual stand-by);;IPS LCD;5.5 inches, 83.4 cm(~68.5% screen-to-body ratio);540 x 960 pixels, 16:9 ratio (~200 ppi density);Android 4.2.2 (Jelly Bean);Mediatek MT6582M (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSDHC (dedicated slot);4GB 1GB RAM;5 MP, AF;LED flash;Yes;VGA;;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Po 2250 mAh, removable;Black, White;About 150 EUR;HSPA;;;;;;;;;;Up to 490 h (2G) / Up to 490 h (3G);Up to 28 h 40 min (2G) / Up to 14 h 30 min (3G);;;
https://www.gsmarena.com/lenovo_a706-5612.php;https://fdn2.gsmarena.com/vv/bigpic/lenovo-a706.jpg;Lenovo A706;Released 2013;130g, 10.4mm thickness;Android 4.1;4GB 1GB RAM storage, microSDHC slot;53;N/A;3,453,217 hits;"4.5""";480x854 pixels;1 GB RAM;Snapdragon S4 Play;2000 mAh Li-Po;GSM 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;;;;2013. Released 2013;Discontinued;136 x 69 x 10.4 mm (5.35 x 2.72 x 0.41 in);130 g (4.59 oz);Dual SIM (Mini-SIM);;IPS LCD;4.5 inches, 55.8 cm(~59.5% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~218 ppi density);Android 4.1 (Jelly Bean);Qualcomm MSM8225Q Snapdragon S4 Play;Quad-core 1.2 GHz Cortex-A5;Adreno 203;microSDHC (dedicated slot);4GB 1GB RAM;5 MP, AF;LED flash;Yes;VGA;;;Wi-Fi 802.11 a/b/g/n, dual band;3.0;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Po 2000 mAh, removable;Black, White/Grey;About 150 EUR;HSPA 7.2/5.76 Mbps;;;;;;;;;;Up to 230 h (2G) / Up to 180 h (3G);Up to 16 h (2G) / Up to 14 h (3G);;;0.79 W/kg (head)
https://www.gsmarena.com/lenovo_p780-5544.php;https://fdn2.gsmarena.com/vv/bigpic/lenovo-p780.jpg;Lenovo P780;Released 2013, June;176g, 10mm thickness;Android 4.2;4GB/8GB storage, microSDHC;174;N/A;6,317,587 hits;"5.0""";720x1280 pixels;1 GB RAM;MT6589;4000 mAh Li-Po;GSM 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;;;;2013, June. Released 2013, June;Discontinued;143 x 73 x 10 mm (5.63 x 2.87 x 0.39 in);176 g (6.21 oz);Dual SIM;;IPS LCD;5.0 inches, 68.9 cm(~66.0% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Android 4.2 (Jelly Bean);Mediatek MT6589 (28 nm);Quad-core 1.2 GHz Cortex-A7;PowerVR SGX544;microSDHC (dedicated slot);4GB 1GB RAM, 8GB 1GB RAM;8 MP, AF;LED flash;Yes;VGA;;;Wi-Fi 802.11 a/b/g/n, dual-band, hotspot;3.0;GPS;No;FM radio;microUSB 2.0, OTG;Accelerometer, proximity;Li-Po 4000 mAh, removable;Black;About 190 EUR;HSPA;;;;;;;;;;Up to 840 h;Up to 43 h (2G) / Up to 25 h (3G);;;
https://www.gsmarena.com/lenovo_s820-5486.php;https://fdn2.gsmarena.com/vv/bigpic/lenovo-s820.jpg;Lenovo S820;Released 2013, May;143g, 9mm thickness;Android 4.2;4GB/8GB storage, microSDHC;78;N/A;3,447,582 hits;"4.7""";720x1280 pixels;1 GB RAM;MT6589;2000 mAh Li-Po;GSM 900 / 1800 / 1900;HSDPA 900 / 2100;;;;2013, May. Released 2013, May;Discontinued;139.5 x 69.7 x 9 mm (5.49 x 2.74 x 0.35 in);143 g (5.04 oz);Dual SIM;;IPS LCD;4.7 inches, 60.9 cm(~62.6% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~312 ppi density);Android 4.2 (Jelly Bean);Mediatek MT6589 (28 nm);Quad-core 1.2 GHz Cortex-A7;PowerVR SGX544;microSDHC (dedicated slot);4GB 1GB RAM, 8GB 1GB RAM;12 MP, AF;LED flash;Yes;2 MP;;;Wi-Fi 802.11 a/b/g/n, dual band;3.0, A2DP;GPS;No;"FM radio; built-in antenna";microUSB 2.0;Accelerometer, proximity;Li-Po 2000 mAh, removable;Flamingo red, Charcoal Black, Pearl White;About 230 EUR;HSPA;;;;;;;Corning Gorilla Glass;;;Up to 140 h (2G) / Up to 140 h (3G);Up to 22 h (2G) / Up to 10 h (3G);;;0.54 W/kg (head)
https://www.gsmarena.com/lenovo_a390-5450.php;https://fdn2.gsmarena.com/vv/bigpic/lenovo-a390.jpg;Lenovo A390;Released 2013, April;131g, 10.1mm thickness;Android 4.0.4;4GB 512MB RAM storage, microSDHC slot;51;N/A;5,002,715 hits;"4.0""";480x800 pixels;512 MB RAM;MT6577;1500 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 2100;;;;2013, April. Released 2013, April;Discontinued;125.6 x 64 x 10.1 mm (4.94 x 2.52 x 0.40 in);131 g (4.62 oz);Dual SIM (Mini-SIM);;TFT;4.0 inches, 45.5 cm(~56.7% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~233 ppi density);Android 4.0.4 (Ice Cream Sandwich);Mediatek MT6577 (40 nm);Dual-core 1.0 GHz Cortex-A9;PowerVR SGX531u;microSDHC (dedicated slot);4GB 512MB RAM;5 MP;;Yes;No;;;Wi-Fi 802.11 a/b/g/n, dual-band, hotspot;3.0;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 1500 mAh, removable;Black, White;About 70 EUR;HSPA;;;;;;;;;;Up to 220 h (2G) / Up to 180 h (3G);Up to 14 h (2G) / Up to 9 h (3G);;;
https://www.gsmarena.com/lenovo_a369i-5850.php;https://fdn2.gsmarena.com/vv/bigpic/lenovo-a369i.jpg;Lenovo A369i;Released 2013, Q3;120g, 11.7mm thickness;Android 4.2.2;4GB 512MB RAM storage, microSDHC slot;46;0.1%;7,536,235 hits;"4.0""";480x800 pixels;512 MB RAM;MT6572;1500 mAh Li-Po;GSM 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;;;;2013, Q3. Released 2013, Q3;Discontinued;124 x 64 x 11.7 mm (4.88 x 2.52 x 0.46 in);120 g (4.23 oz);Dual SIM (Mini-SIM, dual stand-by);;TFT;4.0 inches, 45.5 cm(~57.4% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~233 ppi density);Android 4.2.2 (Jelly Bean);Mediatek MT6572 (28 nm);Dual-core 1.3 GHz Cortex-A7;Mali-400;microSDHC (dedicated slot);4GB 512MB RAM;2 MP;;480p;No;;;Wi-Fi 802.11 b/g/n, hotspot;3.0;A-GPS only;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Po 1500 mAh, removable;Black;About 70 EUR;HSPA 7.2/5.76 Mbps;;;A369i;;;;;;;Up to 288 h (2G) / Up to 288 h (3G);Up to 14 h 30 min (2G) / Up to 8 h (3G);;;
https://www.gsmarena.com/lenovo_a269i-5849.php;https://fdn2.gsmarena.com/vv/bigpic/lenovo-a269i.jpg;Lenovo A269i;Released 2013, October;112 g;Android 2.3;512MB 256MB RAM storage, microSDHC slot;17;N/A;2,195,056 hits;"3.5""";320x480 pixels;256 MB RAM;MT6572;1300 mAh Li-Po;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 2100;;;;2013, September. Released 2013, October;Discontinued;-;112 g (3.95 oz);Dual SIM (Mini-SIM);;TFT;3.5 inches, 36.5 cm;320 x 480 pixels, 3:2 ratio (~165 ppi density);Android 2.3 (Gingerbread);Mediatek MT6572 (28 nm);Dual-core 1.0 GHz Cortex-A7;Mali-400;microSDHC (dedicated slot);512MB 256MB RAM;2 MP;;Yes;No;;;Wi-Fi 802.11 b/g/n, hotspot;2.0;No;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Po 1300 mAh, removable;Black;About 70 EUR;HSPA 7.2/5.76 Mbps;;;;;;;;;;Up to 504 h;Up to 19 h;;;
https://www.gsmarena.com/lenovo_s920-5385.php;https://fdn2.gsmarena.com/vv/bigpic/lenovo-s920.jpg;Lenovo S920;Released 2013, May;159g, 7.9mm thickness;Android 4.2.1;4GB 1GB RAM storage, microSDHC slot;77;N/A;5,221,835 hits;"5.3""";720x1280 pixels;1 GB RAM;MT6589;2250 mAh Li-Po;GSM 900 / 1800 / 1900;HSDPA 900 / 2100;;;;2013, March. Released 2013, May;Discontinued;154 x 77.7 x 7.9 mm (6.06 x 3.06 x 0.31 in);159 g (5.61 oz);Dual SIM;;IPS LCD;5.3 inches, 77.4 cm(~64.7% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~277 ppi density);Android 4.2.1 (Jelly Bean);Mediatek MT6589 (28 nm);Quad-core 1.2 GHz Cortex-A7;PowerVR SGX544;microSDHC (dedicated slot);4GB 1GB RAM;8 MP, AF;LED flash;Yes;2 MP;;;Wi-Fi 802.11 a/b/g/n, dual band;3.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity, compass;Li-Po 2250 mAh, removable;White, Blue;About 250 EUR;HSPA 7.2/5.76 Mbps;;;;;;;;;;Up to 480 h (2G) / Up to 480 h (3G);Up to 25 h (2G) / Up to 12 h (3G);;;0.46 W/kg (head)
https://www.gsmarena.com/lenovo_ideatab_s6000h-5354.php;https://fdn2.gsmarena.com/vv/bigpic/lenovo-ideatab-s6000.jpg;Lenovo IdeaTab S6000H;Released 2013, Q2;560g, 8.6mm thickness;Android 4.2.2;32GB storage, microSDXC;15;0.1%;840,899 hits;"10.1""";1280x800 pixels;1 GB RAM;MT8389;6350 mAh Li-Po;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1900 / 2100;;;;2013, Q1. Released 2013, Q2;Discontinued;260 x 180 x 8.6 mm (10.24 x 7.09 x 0.34 in);560 g (1.23 lb);Yes;;IPS LCD;10.1 inches, 295.8 cm(~63.2% screen-to-body ratio);1280 x 800 pixels, 16:10 ratio (~149 ppi density);Android 4.2.2 (Jelly Bean);Mediatek MT8389;Quad-core 1.2 GHz Cortex-A7;PowerVR SGX544;microSDXC (dedicated slot);32GB 1GB RAM;5 MP, AF;;Yes;VGA;;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;No;microUSB 2.0, OTG;Accelerometer, compass;Li-Po 6350 mAh, non-removable (23.5 Wh);Black;About 300 EUR;HSPA 42.2/11.5 Mbps;;;;;;;;;;;Up to 8 h (multimedia);HDMI port;;
https://www.gsmarena.com/lenovo_ideatab_s6000f-6196.php;https://fdn2.gsmarena.com/vv/bigpic/lenovo-ideatab-s6000.jpg;Lenovo IdeaTab S6000F;Released 2013, Q2;560g, 8.6mm thickness;Android 4.2.2;16GB storage, microSDXC;2;N/A;137,390 hits;"10.1""";1280x800 pixels;1 GB RAM;MT8125;6350 mAh Li-Po;N/A;;;No;No;2013, Q1. Released 2013, Q2;Discontinued;260 x 180 x 8.6 mm (10.24 x 7.09 x 0.34 in);560 g (1.23 lb);No;;IPS LCD;10.1 inches, 295.8 cm(~63.2% screen-to-body ratio);1280 x 800 pixels, 16:10 ratio (~149 ppi density);Android 4.2.2 (Jelly Bean);Mediatek MT8125 (28 nm);Quad-core 1.2 GHz Cortex-A7;PowerVR SGX544MP2;microSDXC (dedicated slot);16GB 1GB RAM;5 MP, AF;;Yes;VGA;;;Wi-Fi 802.11 b/g/n;4.0, A2DP;No;No;No;microUSB 2.0, OTG;Accelerometer;Li-Po 6350 mAh, non-removable (23.5 Wh);Black;About 220 EUR;;;;;;;;;;;;Up to 8 h (multimedia);HDMI port;;
https://www.gsmarena.com/lenovo_ideatab_s6000l-6197.php;https://fdn2.gsmarena.com/vv/bigpic/lenovo-ideatab-s6000.jpg;Lenovo IdeaTab S6000L;Released 2013, Q2;560g, 8.6mm thickness;Android 4.2.2;16GB storage, microSDXC;3;N/A;123,743 hits;"10.1""";1280x800 pixels;1 GB RAM;MT8125;6350 mAh Li-Po;N/A;;;No;No;2013, Q1. Released 2013, Q2;Discontinued;260 x 180 x 8.6 mm (10.24 x 7.09 x 0.34 in);560 g (1.23 lb);No;;IPS LCD;10.1 inches, 295.8 cm(~63.2% screen-to-body ratio);1280 x 800 pixels, 16:10 ratio (~149 ppi density);Android 4.2.2 (Jelly Bean);Mediatek MT8125 (28 nm);Quad-core 1.2 GHz Cortex-A7;PowerVR SGX544MP2;microSDXC (dedicated slot);16GB 1GB RAM;VGA;;Yes;No;;;Wi-Fi 802.11 b/g/n;4.0, A2DP;No;No;No;microUSB 2.0, OTG;Accelerometer;Li-Po 6350 mAh, non-removable (23.5 Wh);Black;About 190 EUR;;;;;;;;;;;;Up to 8 h (multimedia);;;
https://www.gsmarena.com/lenovo_ideatab_s6000-6198.php;https://fdn2.gsmarena.com/vv/bigpic/lenovo-ideatab-s6000.jpg;Lenovo IdeaTab S6000;Released 2013, Q2;562.5g, 7.6mm thickness;Android 4.2.2;16GB/32GB storage, microSDXC;2;N/A;204,798 hits;"10.1""";1280x800 pixels;1 GB RAM;MT8125;6350 mAh Li-Po;N/A;;;No;No;2013, Q1. Released 2013, Q2;Discontinued;259.1 x 180.3 x 7.6 mm (10.20 x 7.10 x 0.30 in);562.5 g (1.24 lb);No;;IPS LCD;10.1 inches, 295.8 cm(~63.3% screen-to-body ratio);1280 x 800 pixels, 16:10 ratio (~149 ppi density);Android 4.2.2 (Jelly Bean);Mediatek MT8125 (28 nm);Quad-core 1.2 GHz Cortex-A7;PowerVR SGX544MP2;microSDXC (dedicated slot);16GB 1GB RAM, 32GB 1GB RAM;5 MP, AF;;Yes;VGA;;;Wi-Fi 802.11 b/g/n;4.0, A2DP;No;No;No;microUSB 2.0, OTG;Accelerometer;Li-Po 6350 mAh, non-removable (23.5 Wh);Black;;;;;;;;;;;;;Up to 8 h (multimedia);HDMI port;;
