Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;net4g;net5g;speed;year;status;dimensions;weight;sim;displaytype;displaysize;displayresolution;os;chipset;cpu;gpu;memoryslot;internalmemory;cam1modules;cam1features;cam1video;cam2modules;cam2video;wlan;bluetooth;gps;nfc;radio;usb;sensors;batdescription1;colors;price;memoryother;displayprotection;models;batstandby1;battalktime1;cam2features;bodyother;build;gprstext;edge;featuresother;displayother;optionalother;batmusicplayback1
https://www.gsmarena.com/blu_m8l_2022-11368.php;https://fdn2.gsmarena.com/vv/bigpic/blu-m8l-2022.jpg;BLU M8L 2022;Released 2022, February;360g, 10.6mm thickness;Android 11;32GB storage, microSDXC;3;0.2%;23,532 hits;"8.0""";800x1280 pixels;3 GB RAM;;4000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700 / 1900 / 2100;2, 3, 4, 5, 7, 12, 17, 28, 66;;HSPA, LTE;2022, February;Available. Released 2022, February;209 x 126 x 10.6 mm (8.23 x 4.96 x 0.42 in);360 g (12.70 oz);Micro-SIM;IPS LCD;8.0 inches, 185.6 cm(~70.5% screen-to-body ratio);800 x 1280 pixels, 16:10 ratio (~189 ppi density);Android 11 (Go edition);;Quad-core 2.0 GHz Cortex-A75;;microSDXC;32GB 3GB RAM;8 MP;LED flash;1080p@30fps;5 MP;720p@30fps;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.1, A2DP, LE;GPS;No;FM radio;USB Type-C 2.0;Accelerometer;Li-Po 4000 mAh;Black, Bronze;About 60 EUR;eMMC 5.1;;;;;;;;;;;;;
https://www.gsmarena.com/blu_g51s-11348.php;https://fdn2.gsmarena.com/vv/bigpic/blu-g51s.jpg;BLU G51S;Released 2022, January;185g, 9mm thickness;Android 11;32GB storage, microSDXC;5;0.1%;25,221 hits;"6.4""";720x1560 pixels;2 GB RAM;;4000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 12, 17, 28;;HSPA, LTE;2022, January;Available. Released 2022, January;162.4 x 77.5 x 9 mm (6.39 x 3.05 x 0.35 in);185 g (6.53 oz);Dual SIM (Nano-SIM, dual stand-by);IPS LCD;6.4 inches, 100.5 cm(~79.9% screen-to-body ratio);720 x 1560 pixels, 19.5:9 ratio (~268 ppi density);Android 11 (Go edition);;Octa-core 1.6 GHz Cortex-A55;;microSDXC;32GB 2GB RAM;13 MP0.3 MP (depth);LED flash;1080p@30fps;8 MP;720p@30fps;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.2, A2DP, LE;GPS;No;FM radio;USB Type-C 2.0;Fingerprint (rear-mounted), accelerometer, proximity;Li-Po 4000 mAh, non-removable;Bronze, Gradient Blue, Green, Red;About 80 EUR;eMMC 5.1;;;;;;;;;;;;;
https://www.gsmarena.com/blu_c5_max-11319.php;https://fdn2.gsmarena.com/vv/bigpic/blu-c5-max.jpg;BLU C5 Max;Released 2022, January;164g, 9.8mm thickness;Android 11;16GB storage, microSDXC;1;0.1%;25,383 hits;"5.7""";720x1440 pixels;1 GB RAM;;2700 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;;;HSPA 21.1/5.76 Mbps;2022, January;Available. Released 2022, January;159.2 x 76.5 x 9.8 mm (6.27 x 3.01 x 0.39 in);164 g (5.78 oz);Dual SIM (Nano-SIM, dual stand-by);IPS LCD;5.7 inches, 83.8 cm(~68.8% screen-to-body ratio);720 x 1440 pixels, 18:9 ratio (~282 ppi density);Android 11 (Go edition);;Quad-core 1.3 GHz Cortex-A7;;microSDXC;16GB 1GB RAM;5 MP0.3 MP (depth);LED flash;720p@30fps;5 MP;720p@30fps;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.1, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer;Li-Po 2700 mAh;Black, Blue, Red, Green, Bronze;About 60 EUR;eMMC 5.1;;;;;;;;;;;;;
https://www.gsmarena.com/blu_studio_x10_2022-11318.php;https://fdn2.gsmarena.com/vv/bigpic/blu-studio-x10-2022.jpg;BLU Studio X10 2022;Released 2022, January;175g, 9.8mm thickness;Android 11;32GB storage, microSDXC;3;0.1%;22,786 hits;"5.0""";480x854 pixels;1 GB RAM;MT6580;2000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;;;HSPA 21.1/5.76 Mbps;2022, January;Available. Released 2022, January;145.9 x 73.5 x 9.8 mm (5.74 x 2.89 x 0.39 in);175 g (6.17 oz);Dual SIM (Nano-SIM, dual stand-by);IPS LCD;5.0 inches, 68.9 cm(~64.2% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~196 ppi density);Android 11 (Go edition);Mediatek MT6580 (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSDXC;32GB 1GB RAM;8 MP, AF;LED flash;1080p@30fps;5 MP;720p@30fps;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.1, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer;Li-Po 2000 mAh;Green, Red, Black, Blue;About 50 EUR;eMMC 5.1;;;;;;;;;;;;;
https://www.gsmarena.com/blu_c5l_max-11273.php;https://fdn2.gsmarena.com/vv/bigpic/blu-c5l-max.jpg;BLU C5L Max;Released 2021, December;174g, 10.5mm thickness;Android 11;16GB/32GB storage, microSDXC;1;0.2%;36,733 hits;"5.7""";480x960 pixels;1/2 GB RAM;Unisoc SC9832;2000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;2, 3, 4, 5, 7, 12, 17, 28, 66;;HSPA, LTE;2021, December;Available. Released 2021, December;159.5 x 76.5 x 10.5 mm (6.28 x 3.01 x 0.41 in);174 g (6.14 oz);Nano-SIM;IPS LCD;5.7 inches, 83.8 cm(~68.7% screen-to-body ratio);480 x 960 pixels, 18:9 ratio (~188 ppi density);Android 11 (Go edition);Unisoc SC9832 (28nm);Quad-core 1.4 GHz Cortex-A53;Mali-T820 MP1;microSDXC;16GB 1GB RAM, 32GB 2GB RAM;5 MP;LED flash;720p@30fps;2 MP;720p@30fps;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.2, A2DP, LE;GPS;No;FM radio;microUSB 2.0;Accelerometer;Li-Po 2000 mAh, removable;Gray, Blue, Red, Green, Bronze;;eMMC 5.1;;;;;;;;;;;;;
https://www.gsmarena.com/blu_g91s-11264.php;https://fdn2.gsmarena.com/vv/bigpic/blu-g91s.jpg;BLU G91s;Released 2021, December 07;202g, 8.9mm thickness;Android 11;128GB storage, microSDXC;8;0.1%;55,009 hits;"6.8""";1080x2460 pixels;4 GB RAM;MT6769V;6000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 12, 17, 28;;HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps;2021, December 07;Available. Released 2021, December 07;168 x 76.5 x 8.9 mm (6.61 x 3.01 x 0.35 in);202 g (7.13 oz);Dual SIM (Nano-SIM, dual stand-by);IPS LCD;6.8 inches, 109.8 cm(~85.4% screen-to-body ratio);1080 x 2460 pixels (~395 ppi density);Android 11;Mediatek MT6769V/CU Helio G80 (12 nm);Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55);Mali-G52 MC2;microSDXC;128GB 4GB RAM;48 MP, f/1.8, (wide), 1/2.0, 0.8µm, PDAF5 MP, f/2.2, (ultrawide)2 MP, f/2.4, (depth);LED flash, HDR, panorama;1080p@30fps;13 MP, f/2.0;1080p@30fps;Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct;5.0, A2DP, LE;GPS;No;FM radio;USB Type-C 2.0, OTG;Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass;Li-Po 6000 mAh, non-removable;Blue, Green, Gray, Cyan;About 200 EUR;eMMC 5.1;;;;;;;;;;;;;
https://www.gsmarena.com/blu_view_3-11258.php;https://fdn2.gsmarena.com/vv/bigpic/blu-view3.jpg;BLU View 3;Released 2021, October;178g, 9mm thickness;Android 11;32GB storage, microSDXC;3;0.3%;55,946 hits;"6.0""";720x1440 pixels;3 GB RAM;Helio P22;3400 mAh Li-Po;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 1700(AWS) / 1900;2, 4, 5, 12, 13, 25, 26, 41, 66, 71;;HSPA 42.2/5.76 Mbps, LTE Cat6 300/50 Mbps;2021, September;Available. Released 2021, October;160.2 x 76.7 x 9 mm (6.31 x 3.02 x 0.35 in);178 g (6.28 oz);Nano-SIM;IPS LCD;6.0 inches, 92.9 cm(~75.6% screen-to-body ratio);720 x 1440 pixels, 18:9 ratio (~268 ppi density);Android 11;Mediatek MT6762 Helio P22 (12 nm);Octa-core 2.0 GHz Cortex-A53;PowerVR GE8320;microSDXC;32GB 3GB RAM;13 MP;LED flash;1080p@30fps;8 MP;720p@30fps;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;5.1, A2DP, LE;GPS;No;FM radio;USB Type-C 2.0;Accelerometer, proximity;Li-Po 3400 mAh, non-removable;Black;About 50 EUR;eMMC 5.1;;;;;;;;;;;;;
https://www.gsmarena.com/blu_m8l_plus-11096.php;https://fdn2.gsmarena.com/vv/bigpic/blu-m8l-plus.jpg;BLU M8L Plus;Released 2020, August;383g, 10.5mm thickness;Android 11;32GB storage, microSDXC;3;0.1%;39,470 hits;"8.0""";800x1280 pixels;2 GB RAM;;4300 mAh Li-Po;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700 / 1900 / 2100;2, 3, 4, 5, 7, 12, 17, 28, 66;;HSPA, LTE;2020, August;Available. Released 2020, August;208 x 123.7 x 10.5 mm (8.19 x 4.87 x 0.41 in);383 g (13.51 oz);Nano-SIM;IPS LCD;8.0 inches, 185.6 cm(~72.1% screen-to-body ratio);800 x 1280 pixels, 16:10 ratio (~189 ppi density);Android 11 (Go edition);;Octa-core 1.6 GHz Cortex-A55;;microSDXC;32GB 2GB RAM;8 MP;LED flash;1080p@30fps;5 MP;720p@30fps;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.1, A2DP, LE;GPS;No;FM radio;microUSB 2.0;Accelerometer;Li-Po 4300 mAh;Blue;About 60 EUR;eMMC 5.1;;;;;;;;;;;;;
https://www.gsmarena.com/blu_m8l-11095.php;https://fdn2.gsmarena.com/vv/bigpic/blu-m8l.jpg;BLU M8L;Released 2020, August;352g, 9mm thickness;Android 11;32GB storage, microSDXC;1;0.2%;45,718 hits;"8.0""";800x1280 pixels;1 GB RAM;;4000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1700 / 1900 / 2100;2, 3, 4, 5, 7, 12, 17, 28, 66;;HSPA, LTE;2020, August;Available. Released 2020, August;208 x 125 x 9 mm (8.19 x 4.92 x 0.35 in);352 g (12.42 oz);Dual SIM (Nano-SIM, dual stand-by);IPS LCD;8.0 inches, 185.6 cm(~71.4% screen-to-body ratio);800 x 1280 pixels, 16:10 ratio (~189 ppi density);Android 11 (Go edition);;Octa-core 1.6 GHz Cortex-A55;;microSDXC;32GB 1GB RAM;8 MP;LED flash;1080p@30fps;5 MP;720p@30fps;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.1, A2DP, LE;GPS;No;FM radio;USB Type-C 2.0;Accelerometer;Li-Po 4000 mAh;Black;About 60 EUR;eMMC 5.1;;;;;;;;;;;;;
https://www.gsmarena.com/blu_studio_x10l-11094.php;https://fdn2.gsmarena.com/vv/bigpic/blu-studio-x10l.jpg;BLU Studio X10L;Released 2020, August;152g, 9.9mm thickness;Android 11;16GB storage, microSDXC;1;N/A;26,783 hits;"5.0""";480x854 pixels;1 GB RAM;;2000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 12, 17, 28;;HSPA, LTE;2020, August;Available. Released 2020, August;142.9 x 73.1 x 9.9 mm (5.63 x 2.88 x 0.39 in);152 g (5.36 oz);Dual SIM (Nano-SIM, dual stand-by);IPS LCD;5.0 inches, 68.9 cm(~65.9% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~196 ppi density);Android 11 (Go edition);;Quad-core 1.4 GHz Cortex-A53;Mali-T820;microSDXC;16GB 1GB RAM;8 MP;LED flash;1080p@30fps;2 MP;720p@30fps;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.1, A2DP, LE;GPS;No;FM radio;microUSB 2.0;Accelerometer;Li-Po 2000 mAh, non-removable;Gray, Blue, Red, Green;About 50 EUR;eMMC 5.1;;;;;;;;;;;;;
https://www.gsmarena.com/blu_g91_pro-11073.php;https://fdn2.gsmarena.com/vv/bigpic/blu-g91-pro.jpg;BLU G91 Pro;Released 2021, August 26;201g, 8.9mm thickness;Android 11;128GB storage, microSDXC;24;0.2%;113,549 hits;"6.7""";1080x2400 pixels;6 GB RAM;Helio G90;5000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 12, 17, 28;;HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps;2021, August 26;Available. Released 2021, August 26;165.2 x 76.9 x 8.9 mm (6.50 x 3.03 x 0.35 in);201 g (7.09 oz);Dual SIM (Nano-SIM, dual stand-by);IPS LCD;6.7 inches, 108.4 cm(~85.3% screen-to-body ratio);1080 x 2400 pixels, 20:9 ratio (~393 ppi density);Android 11;Mediatek MT6785 Helio G90 (12 nm);Octa-core (2x2.0 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55);Mali-G76 MC4;microSDXC;128GB 6GB RAM;"48 MP, f/1.8, (wide) 1/2.0"", 0.8µm, PDAF5 MP, f/2.2, (ultrawide)2 MP, f/2.4, (macro)2 MP, f/2.4, (depth)";LED flash, HDR, panorama;4K@30fps, 1080p@30fps;16 MP, f/2.0;1080p@30fps;Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct;4.1, A2DP, LE;GPS;No;FM radio;USB Type-C 2.0, OTG;Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass;Li-Po 5000 mAh, non-removable;Graphite, Moonstone;About 150 EUR;;;;;;;;;;;;;;
https://www.gsmarena.com/blu_j9l-10973.php;https://fdn2.gsmarena.com/vv/bigpic/blu-j9l.jpg;BLU J9L;Released 2021, June;191g, 9.7mm thickness;Android 11;32GB storage, microSDXC;1;0.1%;48,136 hits;"6.0""";480x960 pixels;1 GB RAM;;3000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 12, 17, 28;;HSPA, LTE;2021, June;Available. Released 2021, June;161.6 x 76.9 x 9.7 mm (6.36 x 3.03 x 0.38 in);191 g (6.74 oz);Dual SIM (Nano-SIM, dual stand-by);IPS LCD;6.0 inches, 92.9 cm(~74.8% screen-to-body ratio);480 x 960 pixels, 18:9 ratio (~179 ppi density);Android 11 (Go edition);;Octa-core 1.6 GHz Cortex-A55;;microSDXC;32GB 1GB RAM;8 MP0.3 MP, (depth);LED flash;1080p@30fps;8 MP;720p@30fps;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Fingerprint (rear-mounted), accelerometer;Li-Ion 3000 mAh;Blue, Black, Green, Red;;eMMC 5.1;;;;;;;;;;;;;
https://www.gsmarena.com/blu_g51_plus-10934.php;https://fdn2.gsmarena.com/vv/bigpic/blu-g51-plus.jpg;BLU G51 Plus;Released 2021, May 22;200g, 9.3mm thickness;Android 11;64GB storage, microSDXC;6;0.1%;49,354 hits;"6.5""";720x1600 pixels;3 GB RAM;;4000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 12, 17, 28;;HSPA, LTE;2021, May 22;Available. Released 2021, May 22;165 x 76.5 x 9.3 mm (6.50 x 3.01 x 0.37 in);200 g (7.05 oz);Dual SIM (Nano-SIM, dual stand-by);IPS LCD;6.5 inches, 102.0 cm(~80.8% screen-to-body ratio);720 x 1600 pixels, 20:9 ratio (~270 ppi density);Android 11;;Octa-core 1.6 GHz Cortex-A55;;microSDXC;64GB 3GB RAM;13 MP0.3 MP (macro)0.3 MP (depth);LED flash, HDR, panorama;1080p@30fps;8 MP;720p@30fps;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.1, A2DP, LE;GPS;No;FM radio;microUSB 2.0;Fingerprint (rear-mounted), accelerometer, proximity;Li-Po 4000 mAh, non-removable;Black, Blue, Red, Green;About 110 EUR;eMMC 5.1;;;;;;;;;;;;;
https://www.gsmarena.com/blu_c7-10935.php;https://fdn2.gsmarena.com/vv/bigpic/blu-c7.jpg;BLU C7;Released 2021, May 22;186g, 8.9mm thickness;Android 10;32GB storage, microSDXC;0;N/A;27,206 hits;"6.5""";720x1600 pixels;1 GB RAM;;4000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;;;HSPA 21.1/5.76 Mbps;2021, May 22;Available. Released 2021, May 22;165 x 76.5 x 8.9 mm (6.50 x 3.01 x 0.35 in);186 g (6.56 oz);Dual SIM (Nano-SIM, dual stand-by);IPS LCD;6.5 inches, 102.0 cm(~80.8% screen-to-body ratio);720 x 1600 pixels, 20:9 ratio (~270 ppi density);Android 10 (Go edition);;Quad-core 1.3 GHz Cortex-A7;;microSDXC;32GB 1GB RAM;8 MP0.3 MP, (depth);LED flash;1080p@30fps;8 MP;720p@30fps;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Fingerprint (rear-mounted), accelerometer;Li-Po 4000 mAh, non-removable;Black, Blue, Green, Red;About 60 EUR;eMMC 5.1;;;;;;;;;;;;;
https://www.gsmarena.com/blu_view_2-10915.php;https://fdn2.gsmarena.com/vv/bigpic/blu-view-2.jpg;BLU View 2;Released 2020, November;162g, 9.5mm thickness;Android 10;32GB storage, microSDXC;3;0.3%;67,564 hits;"5.5""";720x1440 pixels;2 GB RAM;Helio A22;3000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 1700(AWS) / 1900;2, 4, 5, 12, 13, 25, 26, 41, 66, 71;;HSPA 42.2/5.76 Mbps, LTE Cat6 300/50 Mbps;2020, November;Available. Released 2020, November;153.7 x 71 x 9.5 mm (6.05 x 2.80 x 0.37 in);162 g (5.71 oz);Nano-SIM;IPS LCD;5.5 inches, 78.1 cm(~71.5% screen-to-body ratio);720 x 1440 pixels, 18:9 ratio (~293 ppi density);Android 10;Mediatek MT6761 Helio A22 (12 nm);Octa-core 2.0 GHz Cortex-A53;PowerVR GE8320;microSDXC;32GB 2GB RAM;13 MP;LED flash;1080p@30fps;8 MP;720p@30fps;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.1, A2DP, LE;GPS;No;FM radio;USB Type-C 2.0;Accelerometer, proximity;Li-Po 3000 mAh, removable;Black;;eMMC 5.1;;B130DL, B131DL;;;;;;;;;;;
https://www.gsmarena.com/blu_g91-10781.php;https://fdn2.gsmarena.com/vv/bigpic/blu-g91.jpg;BLU G91;Released 2021, February 24;196g, 9mm thickness;Android 10;128GB storage, microSDXC;4;0.1%;75,888 hits;"6.5""";720x1600 pixels;4 GB RAM;;5000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 12, 17, 28;;HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps;2021, February 24;Available. Released 2021, February 24;163 x 76 x 9 mm (6.42 x 2.99 x 0.35 in);196 g (6.91 oz);Dual SIM (Nano-SIM, dual stand-by);IPS LCD;6.5 inches, 102.0 cm(~82.3% screen-to-body ratio);720 x 1600 pixels, 20:9 ratio (~270 ppi density);Android 10;;Octa-core 1.8 GHz Cortex-A53;;microSDXC (dedicated slot);128GB 4GB RAM;16 MP, (wide), AF5 MP, (ultrawide)2 MP, (macro)2 MP, (depth);LED flash;1080p@30fps;16 MP;1080p@30fps;Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct;4.0, A2DP;GPS;No;FM radio;USB Type-C 2.0;Fingerprint (rear-mounted), accelerometer, proximity;Li-Po 5000 mAh, non-removable;Blue, Green, Twilight;About 150 EUR;;;;;;;;;;;;;;
https://www.gsmarena.com/blu_g71-10745.php;https://fdn2.gsmarena.com/vv/bigpic/blu-g71.jpg;BLU G71;Released 2021, February 19;194g, 8.9mm thickness;Android 10;64GB storage, microSDXC;4;N/A;44,628 hits;"6.5""";720x1600 pixels;3 GB RAM;;5000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 12, 17, 28;;HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps;2021, February 19;Available. Released 2021, February 19;165 x 76.6 x 8.9 mm (6.50 x 3.02 x 0.35 in);194 g (6.84 oz);Dual SIM (Nano-SIM, dual stand-by);IPS LCD;6.5 inches, 102.0 cm(~80.7% screen-to-body ratio);720 x 1600 pixels, 20:9 ratio (~270 ppi density);Android 10;;Octa-core 1.8 GHz Cortex-A53;;microSDXC (dedicated slot);64GB 3GB RAM;13 MP, (wide), AF5 MP, (ultrawide)2 MP, (depth);LED flash;1080p@30fps;13 MP;720p@30fps;Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct;4.0, A2DP;GPS;No;FM radio;USB Type-C 2.0;Fingerprint (rear-mounted), accelerometer, proximity;Li-Po 5000 mAh, non-removable;Black, Blue, Green, Red;About 80 EUR;eMMC 5.1;;;;;;;;;;;;;
https://www.gsmarena.com/blu_studio_x12-10741.php;https://fdn2.gsmarena.com/vv/bigpic/blu-studio-x12.jpg;BLU Studio X12;Released 2021, February 16;189g, 9mm thickness;Android 10;32GB storage, microSDXC;2;N/A;32,969 hits;"6.0""";480x960 pixels;1 GB RAM;;3000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;;;HSPA 21.1/5.76 Mbps;2021, February 16;Available. Released 2021, February 16;160 x 77.5 x 9 mm (6.30 x 3.05 x 0.35 in);189 g (6.67 oz);Dual SIM (Nano-SIM, dual stand-by);IPS LCD;6.0 inches, 92.9 cm(~74.9% screen-to-body ratio);480 x 960 pixels, 18:9 ratio (~179 ppi density);Android 10 (Go edition);;Quad-core 1.3 GHz Cortex-A7;;microSDXC;32GB 1GB RAM;8 MP;LED flash;720p@30fps;8 MP;720p@30fps;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer;Li-Ion 3000 mAh;Black, Blue, Green, Red;About 60 EUR;eMMC 5.1;;;;;;;;;;;;;
https://www.gsmarena.com/blu_g61-10730.php;https://fdn2.gsmarena.com/vv/bigpic/blu-g61.jpg;BLU G61;Released 2021, February 09;196g, 9.3mm thickness;Android 10;64GB storage, microSDXC;5;0.1%;38,524 hits;"6.5""";720x1600 pixels;3 GB RAM;;5000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 12, 17, 28;;HSPA, LTE;2021, February 09;Available. Released 2021, February 09;164.6 x 75.8 x 9.3 mm (6.48 x 2.98 x 0.37 in);196 g (6.91 oz);Dual SIM (Nano-SIM, dual stand-by);IPS LCD;6.5 inches, 102.0 cm(~81.8% screen-to-body ratio);720 x 1600 pixels, 20:9 ratio (~270 ppi density);Android 10;;Octa-core 1.6 GHz Cortex-A55;;microSDXC;64GB 3GB RAM;13 MP0.3 MP, (depth);LED flash, panorama, HDR;1080p@30fps;8 MP;720p@30fps;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.1, A2DP, LE;GPS;No;FM radio;microUSB 2.0;Fingerprint (rear-mounted), accelerometer, proximity;Li-Po 5000 mAh, non-removable;Black, Blue, Green, Red;About 110 EUR;eMMC 5.1;;;;;;;;;;;;;
https://www.gsmarena.com/blu_studio_x10+-10729.php;https://fdn2.gsmarena.com/vv/bigpic/blu-studio-x10-plus1.jpg;BLU Studio X10+;Released 2021, February 09;167g, 9mm thickness;Android 10;32GB storage, microSDXC;2;N/A;34,399 hits;"5.5""";480x960 pixels;1 GB RAM;;2550 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;;;HSPA 21.1/5.76 Mbps;2021, February 09;Available. Released 2021, February 09;146 x 72.3 x 9 mm (5.75 x 2.85 x 0.35 in);167 g (5.89 oz);Dual SIM (Nano-SIM, dual stand-by);IPS LCD;5.5 inches, 78.1 cm(~74.0% screen-to-body ratio);480 x 960 pixels, 18:9 ratio (~195 ppi density);Android 10 (Go edition);;Quad-core 1.3 GHz Cortex-A7;;microSDXC;32GB 1GB RAM;8 MP;LED flash;720p@30fps;8 MP;720p@30fps;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer;Li-Ion 2550 mAh;Black, Blue, Green, Red;About 50 EUR;eMMC 5.1;;;;;;;;;;;;;
https://www.gsmarena.com/blu_a5l-10731.php;https://fdn2.gsmarena.com/vv/bigpic/blu-a5l.jpg;BLU A5L;Released 2021, February 09;118g, 10.6mm thickness;Android 10;16GB storage, microSDXC;9;0.1%;45,578 hits;"4.0""";480x800 pixels;1 GB RAM;;1400 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;2, 3, 4, 5, 7, 28;;HSPA, LTE;2021, February 09;Available. Released 2021, February 09;124.5 x 64.5 x 10.6 mm (4.90 x 2.54 x 0.42 in);118 g (4.16 oz);Dual SIM (Nano-SIM, dual stand-by);TFT LCD;4.0 inches, 45.5 cm(~56.7% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~233 ppi density);Android 10 (Go edition);;Quad-core 1.4 GHz Cortex-A53;;microSDXC;16GB 1GB RAM;5 MP;LED flash;720p@30fps;2 MP;720p@30fps;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.1, A2DP, LE;GPS;No;FM radio;microUSB 2.0;Accelerometer;Li-Po 1400 mAh;Black, Blue, Red;About 40 EUR;eMMC 5.1;;;;;;;;;;;;;
