Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;gprstext;edge;year;status;dimensions;weight;sim;displaytype;displaysize;displayresolution;os;memoryslot;internalmemory;cam1modules;cam1video;cam2modules;wlan;bluetooth;gps;radio;usb;sensors;featuresother;batdescription1;colors;speed;net3g;cam2video;displayother;cam1features;batstandby1;battalktime1;cpu;bodyother;optionalother
https://www.gsmarena.com/amoi_2561-641.php;https://fdn2.gsmarena.com/vv/bigpic/am2561.gif;Amoi 2561;Released 2004, Q1;80g, 21mm thickness;Feature phone;No card slot;6;N/A;91,451 hits;;132x176 pixels; ;;860 mAh Li-Ion;GSM 900 / 1800 / 1900;Class 10;No;2004, Q1;Discontinued;85 x 43 x 21 mm (3.35 x 1.69 x 0.83 in);80 g (2.82 oz);Mini-SIM;TFT, 256K colors;;132 x 176 pixels, 4:3 ratio;;No;;VGA;No;No;No;No;No;FM radio;Proprietary;;MP3 PlayerPredictive text inputOrganizer;Removable Li-Ion 860 mAh battery;;;;;Second external CSTN (96 x 64 pixels), 4096 colorsDownloadable games, screensavers, wallpapers;LED flash;Up to 100 h;Up to 3 h;;;
https://www.gsmarena.com/amoi_cs6-638.php;https://fdn2.gsmarena.com/vv/bigpic/amcs6.gif;Amoi CS6;Released 2004, Q1;80g, 21mm thickness;Feature phone;No card slot;8;N/A;106,517 hits;;128x128 pixels; ;;860 mAh Li-Ion;GSM 900 / 1800 / 1900;Yes;No;2004, Q1;Discontinued;91.5 x 44 x 21 mm (3.60 x 1.73 x 0.83 in);80 g (2.82 oz);Mini-SIM;CSTN, 65K colors;;128 x 128 pixels, 1:1 ratio;;No;;No;;;No;No;No;No;;;Predictive text inputOrganizerPC Sync;Removable Li-Ion 860 mAh battery;;;;;Downloadable screensavers, wallpapers;;Up to 100 h;Up to 3 h;;;
https://www.gsmarena.com/amoi_2560-635.php;https://fdn2.gsmarena.com/vv/bigpic/am2560.gif;Amoi 2560;Released 2003;80g, 21mm thickness;Feature phone;No card slot;7;N/A;105,029 hits;;128x160 pixels; ;;860 mAh Li-Ion;GSM 900 / 1800 / 1900;Yes;No;2003;Discontinued;88 x 44 x 21 mm (3.46 x 1.73 x 0.83 in);80 g (2.82 oz);Mini-SIM;TFT, 65K colors;;128 x 160 pixels;;No;;VGA;No;No;No;No;No;No;;;Predictive text inputOrganizerVoice memo;Removable Li-Ion 860 mAh battery;;;;;Swivel and rotate 180 degDownloadable screensavers, wallpapers;LED flash;Up to 100 h;Up to 3 h;;;
https://www.gsmarena.com/amoi_a90-935.php;https://fdn2.gsmarena.com/vv/bigpic/ama90.gif;Amoi A90;Released 2004;83g, 21mm thickness;Feature phone;No card slot;7;N/A;84,860 hits;;128x160 pixels; ;;550 mAh Li-Ion;GSM 900 / 1800 / 1900;Class 10;No;2004;Discontinued;86 x 44 x 21 mm (3.39 x 1.73 x 0.83 in);83 g (2.93 oz);Mini-SIM;Color graphics, 4K colors;;128 x 160 pixels;;No;;No;;;No;No;No;No;;;Predictive text inputOrganizer;Removable Li-Ion 550 mAh battery;;;;;Second external mono OLED display (80 x 48 pixels);;Up to 90 h;Up to 3 h;;;Polyphonic ringtonesDownloadable games, ringtones, screensavers, wallpapers
https://www.gsmarena.com/amoi_f99b-639.php;https://fdn2.gsmarena.com/vv/bigpic/amf99b.gif;Amoi F99b;Released 2003;80g, 24mm thickness;Feature phone;No card slot;6;N/A;94,340 hits;;128x128 pixels; ;;860 mAh Li-Ion;GSM 900 / 1800 / 1900;Yes;No;2003;Discontinued;86 x 49 x 24 mm (3.39 x 1.93 x 0.94 in);80 g (2.82 oz);Mini-SIM;CSTN, 65K colors;;128 x 128 pixels, 1:1 ratio;;No;;No;;;No;No;No;No;;;Predictive text inputOrganizer;Removable Li-Ion 860 mAh battery;;;;;Second external mono (32 x 63 pixels);;Up to 100 h;Up to 3 h;;;Polyphonic ringtonesDownloadable ringtones, screensavers, wallpapers
https://www.gsmarena.com/amoi_a9b-633.php;https://fdn2.gsmarena.com/vv/bigpic/ama9b.gif;Amoi A9B;Released 2003;80g, 21mm thickness;Feature phone;No card slot;6;N/A;56,307 hits;;128x128 pixels; ;;860 mAh Li-Ion;GSM 900 / 1800 / 1900;Yes;No;2003;Discontinued;86 x 44 x 21 mm (3.39 x 1.73 x 0.83 in);80 g (2.82 oz);Mini-SIM;CSTN, 65K colors;;128 x 128 pixels, 1:1 ratio;;No;;No;;;No;No;No;No;;;Predictive text inputOrganizer;Removable Li-Ion 860 mAh battery;;;;;Second external OLED (80 x 48 pixels)Screensavers, wallpapers;;Up to 100 h;Up to 3 h;;;
https://www.gsmarena.com/amoi_ca8-636.php;https://fdn2.gsmarena.com/vv/bigpic/amca8.gif;Amoi CA8;Released 2003;80g, 24.6mm thickness;Feature phone;No card slot;5;N/A;52,552 hits;;128x160 pixels; ;;860 mAh Li-Ion;GSM 900 / 1800 / 1900;Yes;No;2003;Discontinued;85.8 x 49 x 24.6 mm (3.38 x 1.93 x 0.97 in);80 g (2.82 oz);Mini-SIM;CSTN, 65K colors;;128 x 160 pixels;;No;;No;;;No;No;No;No;;;Predictive text inputOrganizer;Removable Li-Ion 860 mAh battery;;;;;Second external OLED (96 x 64 pixels);;Up to 100 h;Up to 3 h;;;Polyphonic ringtonesDownloadable games, ringtones, screensavers, wallpapers
https://www.gsmarena.com/amoi_ca6-640.php;https://fdn2.gsmarena.com/vv/bigpic/amca6.gif;Amoi CA6;Released 2003;80g, 24.6mm thickness;Feature phone;No card slot;6;N/A;67,484 hits;;128x160 pixels; ;;860 mAh Li-Ion;GSM 900 / 1800 / 1900;Yes;No;2003;Discontinued;85.8 x 49 x 24.6 mm (3.38 x 1.93 x 0.97 in);80 g (2.82 oz);Mini-SIM;CSTN, 65K colors;;128 x 160 pixels;;No;;No;;;No;No;No;No;;;Predictive text inputOrganizer;Removable Li-Ion 860 mAh battery;;;;;Second external OLED (96 x 64 pixels);;Up to 100 h;Up to 3 h;;;Polyphonic ringtonesDownloadable games, ringtones, screensavers, wallpapers
https://www.gsmarena.com/amoi_a90b-634.php;https://fdn2.gsmarena.com/vv/bigpic/ama90b.gif;Amoi A90B;Released 2003;80g, 20mm thickness;Feature phone;No card slot;6;N/A;56,553 hits;;128x128 pixels; ;;860 mAh Li-Ion;GSM 900 / 1800 / 1900;Yes;No;2003;Discontinued;86 x 44 x 20 mm (3.39 x 1.73 x 0.79 in);80 g (2.82 oz);Mini-SIM;CSTN, 65K colors;;128 x 128 pixels, 1:1 ratio;;No;;No;;;No;No;No;No;;;Predictive text inputOrganizer;Removable Li-Ion 860 mAh battery;;;;;Second external OLED (80 x 48 pixels);;Up to 100 h;Up to 3 h;;;Polyphonic ringtonesDownloadable games, ringtones, screensavers, wallpapers
https://www.gsmarena.com/amoi_s6-637.php;https://fdn2.gsmarena.com/vv/bigpic/ams6.gif;Amoi S6;Released 2003;80g, 21mm thickness;Feature phone;No card slot;8;N/A;98,070 hits;;128x128 pixels; ;;860 mAh Li-Ion;GSM 900 / 1800 / 1900;Class 10;No;2003;Discontinued;91.5 x 44 x 21 mm (3.60 x 1.73 x 0.83 in);80 g (2.82 oz);Mini-SIM;OLED, Grayscale (16 shades);;128 x 128 pixels, 1:1 ratio;;No;;No;;;No;No;No;No;;;Predictive text inputOrganizerPC SyncE-book (downloadable);Removable Li-Ion 860 mAh battery;;;;;Blue backlight;;Up to 100 h;Up to 3 h;;;Polyphonic ringtonesDownloadable games, ringtones, screensavers, wallpapers
