Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;net4g;net5g;speed;year;status;dimensions;weight;build;sim;bodyother;displaytype;displaysize;displayresolution;displayprotection;os;chipset;cpu;gpu;memoryslot;internalmemory;cam1modules;cam1features;cam1video;cam2modules;cam2video;wlan;bluetooth;gps;nfc;radio;usb;sensors;featuresother;batdescription1;colors;models;price;cam2features;memoryother;tbench;batlife;displayother;sar-us;optionalother;gprstext;edge;sar-eu;battalktime1;batstandby1;batmusicplayback1
https://www.gsmarena.com/motorola_defy_xt_xt556-4892.php;https://fdn2.gsmarena.com/vv/bigpic/motorola-defy-xt.jpg;Motorola DEFY XT XT556;Released 2012, July;130g, 12mm thickness;Android 2.3;1GB 512MB RAM storage, microSDHC slot;30;N/A;633,858 hits;"3.7""";480x854 pixels;512 MB RAM;;1650 mAh Li-Ion;CDMA 800 / 1900;CDMA2000 1xEV-DO;;;EV-DO Rev.A 3.1 Mbps;2012, July. Released 2012, July;Discontinued;115 x 58.5 x 12 mm (4.53 x 2.30 x 0.47 in);130 g (4.59 oz);;Mini-SIM;IP67 dust/water resistant (up to 1m for 30 min);TFT;3.7 inches, 37.7 cm(~56.1% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~265 ppi density);Corning Gorilla Glass;Android 2.3 (Gingerbread);;1.0 GHz;;microSDHC (dedicated slot);1GB 512MB RAM;5 MP, AF;LED flash;480p@30fps;VGA;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA, hotspot;Yes;GPS, A-GPS;;FM radio;microUSB 2.0;Accelerometer, proximity, compass;MP3/WAV/WMA/AAC+ playerMP4/WMV/H.264 playerDocument viewerPhoto viewer/editorOrganizerVoice memo/dialPredictive text input;Removable Li-Ion 1650 mAh battery;Brown;;About 160 EUR;;;;;Touch sensitive controls;1.45 W/kg (head)     1.48 W/kg (body);;;;;Up to 5 h 30 min;Up to 300 h;
https://www.gsmarena.com/motorola_electrify_2_xt881-4891.php;https://fdn2.gsmarena.com/vv/bigpic/motorola-electrify-2.jpg;Motorola Electrify 2 XT881;Released 2012, July;130g, 8.4mm thickness;Android 4.0.4;8GB storage, microSDHC;37;N/A;726,954 hits;"4.3""";540x960 pixels;1 GB RAM;TI OMAP 4430;1780 mAh Li-Ion;CDMA 800 / 1900;CDMA2000 1xEV-DO;;;EV-DO Rev.A 3.1 Mbps, HSPA;2012, July. Released 2012, July;Discontinued;128.5 x 65.8 x 8.4 mm (5.06 x 2.59 x 0.33 in);130 g (4.59 oz);;Mini-SIM;Splash resistant;TFT;4.3 inches, 51.0 cm(~60.3% screen-to-body ratio);540 x 960 pixels, 16:9 ratio (~256 ppi density);;Android 4.0.4 (Ice Cream Sandwich);TI OMAP 4430;Dual-core 1.2 GHz;PowerVR SGX540;microSDHC (dedicated slot);8GB 1GB RAM;8 MP, AF;LED flash;1080p@30fps;VGA;;Wi-Fi 802.11 b/g/n, DLNA, hotspot;4.0, A2DP, EDR, LE;GPS, A-GPS;;Stereo FM radio, RDS;microUSB 2.0;Accelerometer, proximity, compass;MP3/WAV/WMA/AAC+ playerMP4/WMV/H.264 playerDocument viewerPhoto viewer/editorOrganizerVoice memo/dialPredictive text input;Non-removable Li-Ion 1780 mAh battery;Black;;About 260 EUR;;;;;ColorBoost technology;0.83 W/kg (head)     0.65 W/kg (body);;;;;Up to 11 h (3G);Up to 264 h (3G);
https://www.gsmarena.com/motorola_photon_q_4g_lte_xt897-4885.php;https://fdn2.gsmarena.com/vv/bigpic/motorola-photon-q.jpg;Motorola Photon Q 4G LTE XT897;Released 2012, August;170.1g, 13.7mm thickness;Android 4.0.4;8GB storage, microSDHC;44;N/A;736,423 hits;"4.3""";540x960 pixels;1 GB RAM;;1785 mAh Li-Ion;CDMA 800 / 1900;CDMA2000 1xEV-DO;25;;HSPA 21.1/5.76 Mbps, LTE, EV-DO Rev.A 3.1 Mbps;2012, July. Released 2012, August;Discontinued;126.5 x 66 x 13.7 mm (4.98 x 2.60 x 0.54 in);170.1 g (6.00 oz);;Non-removable;;TFT;4.3 inches, 51.0 cm(~61.1% screen-to-body ratio);540 x 960 pixels, 16:9 ratio (~256 ppi density);Scratch-resistant glass;Android 4.0.4 (Ice Cream Sandwich);;Dual-core 1.5 GHz;;microSDHC (dedicated slot);8GB 1GB RAM;8 MP, AF;LED flash;1080p@30fps;Yes;;Wi-Fi 802.11 b/g/n, DLNA, hotspot;4.0, A2DP, EDR, LE;GPS, A-GPS;Yes;No;microUSB 2.0;Accelerometer, proximity, compass;HDMI portMP3/WAV/WMA/AAC+ playerMP4/WMV/H.264 playerDocument viewerPhoto viewer/editorOrganizerVoice memo/dial/commandsPredictive text input (Swype);Non-removable Li-Ion 1785 mAh battery;Black;;About 220 EUR;;;;;ColorBoost technology;0.89 W/kg (head)     0.77 W/kg (body);;;;;Up to 7 h 30 min (3G);Up to 220 h (3G);
https://www.gsmarena.com/motorola_defy_pro_xt560-4868.php;https://fdn2.gsmarena.com/vv/bigpic/motorola-defy-pro.jpg;Motorola Defy Pro XT560;Released 2012, July;115g, 12mm thickness;Android 2.3;287MB storage, microSDHC slot;31;N/A;629,236 hits;"2.7""";320x480 pixels; ;;1700 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 900 / 2100;;;HSPA 7.2/5.76 Mbps;2012, July. Released 2012, July;Discontinued;110 x 66 x 12 mm (4.33 x 2.60 x 0.47 in);115 g (4.06 oz);;Mini-SIM;IP67 dust/water resistant (up to 1m for 30 min);TFT;2.7 inches, 21.7 cm(~29.9% screen-to-body ratio);320 x 480 pixels, 3:2 ratio (~214 ppi density);Corning Gorilla Glass;Android 2.3 (Gingerbread);;1.0 GHz;;microSDHC (dedicated slot), 2 GB included;287MB;5 MP, AF;LED flash;Yes;Yes;;Wi-Fi 802.11 b/g/n, DLNA, hotspot;3.0, A2DP;GPS, A-GPS;;FM radio;microUSB 2.0;Accelerometer, proximity, compass;MP3/WAV/eAAC+ playerMP4/H.264 playerDocument editorPhoto viewerOrganizerVoice memo/dial/commandsPredictive text input;Removable Li-Ion 1700 mAh battery;Black;;About 190 EUR;;;;;;1.42 W/kg (head)     1.27 W/kg (body);;;;;Up to 12 h;Up to 324 h;
https://www.gsmarena.com/motorola_atrix_hd_mb886-4867.php;https://fdn2.gsmarena.com/vv/bigpic/motorola-atrix-hd-mb886.jpg;Motorola ATRIX HD MB886;Released 2012, July;140g, 8.4mm thickness;Android 4.0.4, up to 4.1;8GB storage, microSDHC;71;N/A;1,545,914 hits;"4.5""";720x1280 pixels;1 GB RAM;Snapdragon S4 Plus;1780 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 1700 / 1900 / 2100;4, 17;;HSPA 21.1/5.76 Mbps, LTE;2012, July. Released 2012, July;Discontinued;133.5 x 69.9 x 8.4 mm (5.26 x 2.75 x 0.33 in);140 g (4.94 oz);;Micro-SIM;Splash resistant;TFT;4.5 inches, 55.8 cm(~59.8% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~326 ppi density);Corning Gorilla Glass;Android 4.0.4 (Ice Cream Sandwich), upgradable to 4.1 (Jelly Bean);Qualcomm MSM8960 Snapdragon S4 Plus;Dual-core 1.5 GHz Krait;Adreno 225;microSDHC (dedicated slot);8GB 1GB RAM;8 MP, AF;LED flash;1080p@30fps;1.3 MP;;Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct;4.0, A2DP, EDR, LE;GPS, A-GPS;;No;microUSB 2.0;Accelerometer, proximity, compass;HDMI portMP3/WAV/WMA/eAAC+ playerMP4/H.264/WMV/Xvid/DivX playerPhoto viewer/editorOrganizerQuickoffice document editorVoice memo/dial/commandsPredictive text input;Non-removable Li-Ion 1780 mAh battery;Black;;About 220 EUR;;;;;Touch sensitive controlsMOTOBLUR UI with Live WidgetsColorBoost;1.34 W/kg (head)     0.67 W/kg (body);;;;;Up to 9 h (3G);Up to 205 h (3G);
https://www.gsmarena.com/motorola_xt760-4820.php;https://fdn2.gsmarena.com/vv/bigpic/Motorola-XT760.jpg;Motorola XT760;Released 2012, June;125g, 9.9mm thickness;Android 2.3;2GB 768MB RAM storage, microSDHC slot;20;N/A;393,794 hits;"4.0""";540x960 pixels;768 MB RAM;;1650 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 900 / 2100;;;HSPA;2012, June. Released 2012, June;Discontinued;120.8 x 64 x 9.9 mm (4.76 x 2.52 x 0.39 in);125 g (4.41 oz);;Mini-SIM;;TFT, 256K colors;4.0 inches, 44.1 cm(~57.1% screen-to-body ratio);540 x 960 pixels, 16:9 ratio (~275 ppi density);;Android 2.3 (Gingerbread);;Dual-core 1.0 GHz;;microSDHC (dedicated slot);2GB 768MB RAM;8 MP, AF;LED flash;1080p@30fps;VGA;;Wi-Fi 802.11 b/g/n, hotspot;2.1, A2DP, EDR;GPS, A-GPS;;No;microUSB 2.0;Accelerometer, proximity, compass;HDMI portMP3/WAV/AAC+ playerMP4/H.264/WMV playerDocument viewerPhoto viewerOrganizerVoice memo/dialPredictive text input;Removable Li-Ion 1650 mAh battery;Black;;About 150 EUR;;;;;;;;;;;;Up to 215 h;
https://www.gsmarena.com/motorola_atrix_tv_xt687-4921.php;https://fdn2.gsmarena.com/vv/bigpic/motorola-atrix-tv-xt687.jpg;Motorola ATRIX TV XT687;Released 2012, June;129.7g, 9.9mm thickness;Android 4.0;512MB 512MB RAM storage, microSDHC slot;27;N/A;354,384 hits;"4.0""";480x854 pixels;512 MB RAM;Snapdragon S1;;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 2100;;;HSPA 7.2/5.76 Mbps;2012, May. Released 2012, June;Discontinued;119.8 x 60.5 x 9.9 mm (4.72 x 2.38 x 0.39 in);129.7 g (4.55 oz);;Dual SIM (Mini-SIM, dual stand-by);;TFT;4.0 inches, 44.1 cm(~60.8% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~245 ppi density);;Android 4.0 (Ice Cream Sandwich);Qualcomm MSM7227A-AA Snapdragon S1;1.0 GHz Cortex-A5;Adreno 200;microSDHC (dedicated slot), 2 GB included;512MB 512MB RAM;8 MP, AF;LED flash;Yes;VGA;;Wi-Fi 802.11 b/g/n, hotspot;3.0, A2DP, EDR;GPS, A-GPS;;Stereo FM radio, RDS;microUSB 2.0;Accelerometer, proximity, compass;Mobile TVMP3/WAV/WMA/AAC+ playerDivx/MP4/WMV/H.264 playerDocument viewerPhoto viewer/editorOrganizerVoice memo/dialPredictive text input;Removable Li-Ion battery;Dark Grey;XT687;About 210 EUR;;;;;Touch sensitive controls;;;;;;Up to 10 h (2G) / Up to 6 h (3G);Up to 500 h (2G) / Up to 400 h (3G);
https://www.gsmarena.com/motorola_atrix_tv_xt682-4797.php;https://fdn2.gsmarena.com/vv/bigpic/motorola-atrix-tv-xt682.jpg;Motorola ATRIX TV XT682;Released 2012, June;129.7g, 9.9mm thickness;Android 2.3.7;1GB 512MB RAM storage, microSDHC slot;24;N/A;466,527 hits;"4.0""";480x854 pixels;512 MB RAM;Snapdragon S1;1700 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 1900 / 2100;;;HSPA 7.2/5.76 Mbps;2012, May. Released 2012, June;Discontinued;119.8 x 60.5 x 9.9 mm (4.72 x 2.38 x 0.39 in);129.7 g (4.55 oz);;Mini-SIM;;TFT;4.0 inches, 44.1 cm(~60.8% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~245 ppi density);;Android 2.3.7 (Gingerbread);Qualcomm MSM7227A-AA Snapdragon S1;1.0 GHz Cortex-A5;Adreno 200;microSDHC (dedicated slot);1GB 512MB RAM;8 MP, AF;LED flash;Yes;VGA;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA, hotspot;3.0, A2DP, EDR;GPS, A-GPS;;Stereo FM radio, RDS;microUSB 2.0;Accelerometer, proximity, compass;Mobile TVMP3/WAV/WMA/AAC+ playerDivx/MP4/WMV/H.264 playerDocument viewerPhoto viewer/editorOrganizerVoice memo/dialPredictive text input;Removable Li-Ion 1700 mAh battery;Black;;About 230 EUR;;;;;Touch sensitive controls;;;;;;Up to 8 h (2G) / Up to 6 h (3G);Up to 500 h (2G) / Up to 400 h (3G);
https://www.gsmarena.com/motorola_motogo_tv_ex440-5155.php;https://fdn2.gsmarena.com/vv/bigpic/motorola-motogo-tv.jpg;Motorola MotoGO TV EX440;Released 2012, July;87g, 12.4mm thickness;Feature phone;128MB ROM storage, microSDHC slot;14;N/A;140,087 hits;"3.2""";240x320 pixels;50 MB RAM;;910 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;;;;;2012, July. Released 2012, July;Discontinued;110.2 x 62 x 12.4 mm (4.34 x 2.44 x 0.49 in);87 g (3.07 oz);;Dual SIM (Mini-SIM);Dust, dirt and water resistant;TFT, 256K colors;3.2 inches, 31.7 cm(~46.4% screen-to-body ratio);240 x 320 pixels, 4:3 ratio;;;;312 MHz;;microSDHC (dedicated slot), 2 GB included;128MB ROM, 50MB RAM;3.15 MP;;Yes;No;;Wi-Fi 802.11 b/g;2.1, A2DP, EDR;No;No;Stereo FM radio;microUSB 2.0;Accelerometer, proximity;Digital & analogue TVMP3/WAV/AAC playerMP4/H.264 playerPhoto viewerOrganizerVoice memo/dialPredictive text input;Li-Ion 910 mAh, removable;Black;;About 160 EUR;;;;;Touch sensitive controls;;;Yes;Yes;;Up to 6 h;Up to 400 h;Up to 40 h
https://www.gsmarena.com/motorola_motosmart_me_xt303-5153.php;https://fdn2.gsmarena.com/vv/bigpic/motorola-motosmart-me-xt303.jpg;Motorola Motosmart Me XT303;Released 2012, Q2;107g, 11.9mm thickness;Android 2.3;512MB 256MB RAM storage, microSDHC slot;13;N/A;296,217 hits;"3.2""";320x480 pixels;256 MB RAM;MT6573;1500 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 1900;;;HSPA;2012. Released 2012, Q2;Discontinued;110 x 59.4 x 11.9 mm (4.33 x 2.34 x 0.47 in);107 g (3.77 oz);;Mini-SIM;;TFT, 256K colors;3.2 inches, 30.5 cm(~46.7% screen-to-body ratio);320 x 480 pixels, 3:2 ratio (~180 ppi density);;Android 2.3 (Gingerbread);Mediatek MT6573 (65 nm);800 MHz Cortex-A9;PowerVR SGX531;microSDHC (dedicated slot), 8 GB included;512MB 256MB RAM;2 MP;;Yes;No;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;Stereo FM radio, RDS;microUSB 2.0;Accelerometer, proximity;;Li-Ion 1500 mAh, removable;Black, White;;About 160 EUR;;;;;Touch sensitive controls;;;;;;Up to 6 h;Up to 180 h (2G) / Up to 250 h (3G);
https://www.gsmarena.com/motorola_motokey_3_chip_ex117-4796.php;https://fdn2.gsmarena.com/vv/bigpic/Motorola-MOTOKEY-3-CHIP.jpg;Motorola MOTOKEY 3-CHIP EX117;Released 2012, June;87g, 12.8mm thickness;Feature phone;50MB 64MB RAM storage, microSDHC slot;13;N/A;292,752 hits;"2.0""";220x176 pixels;64 MB RAM;;750 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2  & SIM 3;;;;;2012, May. Released 2012, June;Discontinued;102 x 59 x 12.8 mm (4.02 x 2.32 x 0.50 in);87 g (3.07 oz);;Triple SIM (Mini-SIM);;TFT, 256K colors;2.0 inches, 12.6 cm(~20.9% screen-to-body ratio);220 x 176 pixels (~141 ppi density);;;;;;microSDHC (dedicated slot), 2 GB included;50MB 64MB RAM;2 MP;;Yes;No;;No;2.1, A2DP, EDR;No;;Stereo FM radio;Proprietary;;SNS applicationsFacebook dedicated keyMP3/WAV/AAC+ playerMP4/H.264 playerOrganizerDocument viewerVoice memoPredictive text input;Removable Li-Ion 750 mAh battery;Brown, White;;About 70 EUR;;;;;;0.72 W/kg (head)     0.72 W/kg (body);;Class 10;Class 10;;Up to 3 h;Up to 400 h;
https://www.gsmarena.com/motorola_razr_v_xt885-5224.php;https://fdn2.gsmarena.com/vv/bigpic/motorola-razr-v-xt885-xt886.jpg;Motorola RAZR V XT885;Released 2012, June;125g, 8.4mm thickness;Android 4.0.4;4GB 1GB RAM storage, microSDHC slot;18;N/A;279,170 hits;"4.3""";540x960 pixels;1 GB RAM;TI OMAP 4430;1750 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1900 / 2100;;;HSPA 14.4/5.76 Mbps;2012, June. Released 2012, June;Discontinued;128.5 x 65.8 x 8.4 mm (5.06 x 2.59 x 0.33 in);125 g (4.41 oz);;Mini-SIM;;IPS LCD;4.3 inches, 51.0 cm(~60.3% screen-to-body ratio);540 x 960 pixels, 16:9 ratio (~256 ppi density);Scratch-resistant glass;Android 4.0.4 (Ice Cream Sandwich);TI OMAP 4430;Dual-core 1.2 GHz;PowerVR SGX540;microSDHC (dedicated slot);4GB 1GB RAM;8 MP, AF;LED flash;1080p@30fps;VGA;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP, LE;GPS;No;Stereo FM radio, RDS;microUSB 2.0;Accelerometer, proximity, compass;;Li-Ion 1750 mAh, non-removable;Black;XT885, XT886;About 210 EUR;;;;;;;;;;;Up to 9 h 30 min;Up to 180 h;
https://www.gsmarena.com/motorola_razr_v_xt889-4856.php;https://fdn2.gsmarena.com/vv/bigpic/motorola-razr-v-xt889.jpg;Motorola RAZR V XT889;Released 2012, June;125g, 8.4mm thickness;Android 4.0.4;4GB 1GB RAM storage, microSDHC slot;23;N/A;392,798 hits;"4.3""";540x960 pixels;1 GB RAM;TI OMAP 4430;1780 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 900 / 2100;;;HSPA;2012, June. Released 2012, June;Discontinued;128.5 x 65.8 x 8.4 mm (5.06 x 2.59 x 0.33 in);125 g (4.41 oz);;Mini-SIM;;IPS LCD;4.3 inches, 51.0 cm(~60.3% screen-to-body ratio);540 x 960 pixels, 16:9 ratio (~256 ppi density);;Android 4.0.4 (Ice Cream Sandwich);TI OMAP 4430;Dual-core 1.2 GHz;PowerVR SGX540;microSDHC (dedicated slot);4GB 1GB RAM;8 MP, AF;LED flash;1080p@30fps;VGA;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP, LE;GPS, A-GPS;;Stereo FM radio, RDS;microUSB 2.0;Accelerometer, proximity, compass;MP3/WAV/AAC+ playerMP4/H.264/WMV playerDocument viewerPhoto editorOrganizerVoice memo/dialPredictive text input;Non-removable Li-Ion 1780 mAh battery;Black;;About 210 EUR;;;;;;;;;;;Up to 5 h;Up to 150 h;
https://www.gsmarena.com/motorola_razr_v_mt887-4778.php;https://fdn2.gsmarena.com/vv/bigpic/motorola-razr-v-mt887.jpg;Motorola RAZR V MT887;Released 2012, June;125g, 8.4mm thickness;Android 4.0;1GB RAM storage, microSDHC slot;20;N/A;355,090 hits;"4.3""";540x960 pixels;1 GB RAM;;1750 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;TD-SCDMA;;;HSPA;2012, May. Released 2012, June;Discontinued;128.5 x 65.8 x 8.4 mm (5.06 x 2.59 x 0.33 in);125 g (4.41 oz);;Mini-SIM;;IPS LCD;4.3 inches, 51.0 cm(~60.3% screen-to-body ratio);540 x 960 pixels, 16:9 ratio (~256 ppi density);;Android 4.0 (Ice Cream Sandwich);;Dual-core 1.2 GHz;;microSDHC (dedicated slot);1GB RAM;8 MP, AF;LED flash;1080p@30fps;Yes;;Wi-Fi 802.11 b/g/n, hotspot;Yes;GPS, A-GPS;;Stereo FM radio, RDS;microUSB 2.0;Accelerometer, proximity, compass;MP3/WAV/AAC+ playerMP4/H.264/WMV playerDocument viewerPhoto editorOrganizerVoice memo/dialPredictive text input;Non-removable Li-Ion 1750 mAh battery;Black;;About 210 EUR;;;;;;;;Class 12;Class 12;;Up to 14 h;Up to 240 h;
https://www.gsmarena.com/motorola_motosmart_mix_xt550-4762.php;https://fdn2.gsmarena.com/vv/bigpic/motorola-xt550.jpg;Motorola MOTOSMART MIX XT550;Released 2012, October;131.5g, 11.9mm thickness;Android 2.3.6;512MB RAM storage, microSDHC slot;22;N/A;391,075 hits;"4.0""";320x480 pixels;512 MB RAM;Snapdragon S1;1735 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 2100;;;HSPA;2012, May. Released 2012, October;Discontinued;118 x 67.3 x 11.9 mm (4.65 x 2.65 x 0.47 in);131.5 g (4.62 oz);;Mini-SIM;;TFT, 256K colors;4.0 inches, 47.6 cm(~60.0% screen-to-body ratio);320 x 480 pixels, 3:2 ratio (~144 ppi density);;Android 2.3.6 (Gingerbread);Qualcomm MSM7225A Snapdragon S1;800 MHz Cortex-A5;Adreno 200;microSDHC (dedicated slot);512MB RAM;3.15 MP;;Yes;VGA;;Wi-Fi 802.11 b/g/n, hotspot;Yes;GPS, A-GPS;;No;microUSB 2.0;Accelerometer, proximity, compass;MP3/WAV/AAC+ playerMP4/H.264/WMV playerDocument viewerPhoto viewerOrganizerVoice memo/dialPredictive text input;Removable Li-Ion 1735 mAh battery;Blak/White;;About 80 EUR;;;;;;;SRS audio;;;;Up to 10 h;Up to 300 h;Up to 30 h
https://www.gsmarena.com/motorola_motogo_ex430-4746.php;https://fdn2.gsmarena.com/vv/bigpic/motorola-motogo.jpg;Motorola MotoGO EX430;Released 2012, Q4;100g, 13mm thickness;Feature phone;50MB storage, microSDHC slot;18;N/A;266,650 hits;"2.2""";320x240 pixels; ;;910 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 2100;;;HSPA 7.2/0.384 Mbps;2012, May. Released 2012, Q4;Discontinued;104 x 63.9 x 13 mm (4.09 x 2.52 x 0.51 in);100 g (3.53 oz);;Mini-SIM;;TFT, 256K colors;2.2 inches, 15.0 cm(~22.6% screen-to-body ratio);320 x 240 pixels, 4:3 ratio (~182 ppi density);;;;MTK 6276W;;microSDHC (dedicated slot), 2 GB included;50MB;2 MP;;Yes;No;;Wi-Fi 802.11 b/g;2.1, A2DP, EDR;GPS;;FM radio;microUSB 2.0;;SNS integrationMP3/WAV/AAC playerMP4/H.263 playerOrganizerVoice memoPredictive text input;Removable Li-Ion 910 mAh battery;White;;About 130 EUR;;;;;;;;;;;Up to 5 h;Up to 350 h;
https://www.gsmarena.com/motorola_motosmart_flip_xt611-4713.php;https://fdn2.gsmarena.com/vv/bigpic/motorola-motosmart-flip-xt611.jpg;Motorola Motosmart Flip XT611;Released 2012, March;110g, 13.9mm thickness;Android 2.3;512MB 512MB RAM storage, microSDHC slot;34;N/A;682,923 hits;"3.2""";320x480 pixels;512 MB RAM;Snapdragon S1;1540 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 1900;;;HSPA;2012, March. Released 2012, March;Discontinued;110 x 58.5 x 13.9 mm / 14.4 mm (w/ NFC);110 g (3.88 oz);;Mini-SIM;;TFT, 256K colors;3.2 inches, 30.5 cm(~47.4% screen-to-body ratio);320 x 480 pixels, 3:2 ratio (~180 ppi density);;Android 2.3 (Gingerbread);Qualcomm MSM7227T-1 Snapdragon S1;800 MHz;Adreno 200;microSDHC (dedicated slot);512MB 512MB RAM;5 MP, AF;LED flash;480p@26-30fps;VGA;;Wi-Fi 802.11 b/g/n, hotspot;3.0, A2DP;GPS, A-GPS;Optional;No;microUSB 2.0;Accelerometer, proximity;MP3/WAV/AAC+ playerMP4/DivX/Xvid/H.264/WMV playerDocument viewerPhoto viewerOrganizerVoice memo/dialPredictive text input;Removable Li-Ion 1540 mAh battery;Black;;About 150 EUR;;;;;Handwriting recognition;;;;;;Up to 10 h (2G) / Up to 6 h (3G);Up to 500 h (2G) / Up to 400 h (3G);
https://www.gsmarena.com/motorola_xt390-4696.php;https://fdn2.gsmarena.com/vv/bigpic/motorola-xt390.jpg;Motorola XT390;Released 2012, Q4;110g, 11mm thickness;Android 2.3.6;512MB 512MB RAM storage, microSDHC slot;20;N/A;386,058 hits;"3.5""";320x480 pixels;512 MB RAM;MT6573;;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 2100;;;HSPA 7.2/5.76 Mbps;2012, April. Released 2012, Q4;Discontinued;116 x 63.5 x 11 mm (4.57 x 2.5 x 0.43 in);110 g (3.88 oz);;Dual SIM (Mini-SIM, dual stand-by);;TFT, 256K colors;3.5 inches, 36.5 cm(~49.5% screen-to-body ratio);320 x 480 pixels, 3:2 ratio (~165 ppi density);;Android 2.3.6 (Gingerbread);Mediatek MT6573 (65 nm);800 MHz Cortex-A9;PowerVR SGX531;microSDHC (dedicated slot);512MB 512MB RAM;3.15 MP;;480p@30fps;No;;Wi-Fi 802.11 b/g/n, hotspot;3.0, A2DP, EDR;GPS, A-GPS;;No;microUSB 2.0;Accelerometer, proximity, compass;MP3/WAV/AAC+ playerMP4/H.264/WMV playerDocument viewerPhoto viewerOrganizerVoice memo/dialPredictive text input;Removable Li-Ion battery;Champagne, truffle black;;About 210 EUR;;;;;;;;;;;Up to 6 h;Up to 220 h;
https://www.gsmarena.com/motorola_razr_maxx-4666.php;https://fdn2.gsmarena.com/vv/bigpic/motorola-razr-maxx.jpg;Motorola RAZR MAXX;Released 2012, May;145g, 9mm thickness;Android 2.3.6, up to 4.1.2;16GB storage, microSDHC;86;0.1%;2,184,798 hits;"4.3""";540x960 pixels;1 GB RAM;TI OMAP 4430;3300 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1900 / 2100;;;HSPA;2012, April. Released 2012, May;Discontinued;130.7 x 68.9 x 9 mm (5.15 x 2.71 x 0.35 in);145 g (5.11 oz);;Micro-SIM;Splash resistant;Super AMOLED Advanced;4.3 inches, 51.0 cm(~56.6% screen-to-body ratio);540 x 960 pixels, 16:9 ratio (~256 ppi density);Corning Gorilla Glass;Android 2.3.6 (Gingerbread), upgradable to 4.1.2 (Jelly Bean);TI OMAP 4430;Dual-core 1.2 GHz Cortex-A9;PowerVR SGX540;microSDHC (dedicated slot);16GB 1GB RAM;8 MP, AF;LED flash;1080p@30fps;1.3 MP;720p;Wi-Fi 802.11 b/g/n, DLNA, hotspot;4.0, A2DP, EDR, LE;GPS, A-GPS, GLONASS;;No;microUSB 2.0;Accelerometer, proximity, compass;HDMI portMP3/AAC+/WAV/WMA playerMP4/H.264/WMV playerOrganizerDocument viewer/editorVoice memo/dial/commandsPredictive text input (Swype);Non-removable Li-Ion 3300 mAh battery;Black;;About 230 EUR;;;;;;;;;;;Up to 17 h 40 min;Up to 607 h;
