Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;net4g;speed;gprstext;edge;year;status;dimensions;weight;sim;displaytype;displaysize;displayresolution;chipset;cpu;memoryslot;internalmemory;cam1modules;cam1video;cam2modules;wlan;bluetooth;gps;nfc;radio;usb;sensors;featuresother;batdescription1;colors;price;os;gpu;memoryother;cam1features;cam2video;bodyother;net5g;displayprotection;displayother;cam2features;batstandby1;battalktime1;sar-us;build
https://www.gsmarena.com/energizer_e3-10951.php;https://fdn2.gsmarena.com/vv/bigpic/energizer-e3.jpg;Energizer E3;Released 2021, April;70g, 14mm thickness;Feature phone;microSD slot;0;N/A;21,822 hits;"1.77""";128x160 pixels; ;Spreadtrum SC6531E;1000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;;;;Yes;No;2021, April;Available. Released 2021, April;113.9 x 48 x 14 mm (4.48 x 1.89 x 0.55 in);70 g (2.47 oz);Dual SIM (Mini-SIM);TFT LCD, 256K colors;1.77 inches, 9.9 cm(~18.0% screen-to-body ratio);128 x 160 pixels (~116 ppi density);Spreadtrum SC6531E;;microSD;;QVGA;Yes;QVGA;No;2.1;No;No;FM radio;microUSB;;;Li-Ion 1000 mAh battery;Black, Gray, Blue, White, Green, Brown, Yellow;About 10 EUR;;;;;;Flashlight;;;;;;;;
https://www.gsmarena.com/energizer_e2-10950.php;https://fdn2.gsmarena.com/vv/bigpic/energizer-e2.jpg;Energizer E2;Released 2021, April;74.3g, 13.9mm thickness;Feature phone;microSD slot;0;N/A;20,842 hits;"1.77""";128x160 pixels; ;Spreadtrum SC6531E;800 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;;;;Yes;No;2021, April;Available. Released 2021, April;116 x 50 x 13.9 mm (4.57 x 1.97 x 0.55 in);74.3 g (2.61 oz);Dual SIM (Mini-SIM);TFT LCD, 256K colors;1.77 inches, 9.9 cm(~17.0% screen-to-body ratio);128 x 160 pixels (~116 ppi density);Spreadtrum SC6531E;;microSD;;QVGA;Yes;;No;2.1;No;No;FM radio;microUSB;;;Li-Ion 800 mAh battery;Black, Gray, Blue, White, Green, Brown, Yellow;About 10 EUR;;;;;;Flashlight;;;;;;;;
https://www.gsmarena.com/energizer_e280s-10066.php;https://fdn2.gsmarena.com/vv/bigpic/energizer-282s.jpg;Energizer E280s;Released 2021, May 31;113g, 16.8mm thickness;KaiOS 2.5.3;4GB 512MB RAM storage, microSDHC slot;14;0.1%;59,579 hits;"2.8""";240x320 pixels;512 MB RAM;Spreadtrum SC9820E;3000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;1, 3, 7, 8, 20, 28, 40;HSPA, LTE;;;2021, April 07;Available. Released 2021, May 31;134.5 x 56 x 16.8 mm (5.30 x 2.20 x 0.66 in);113 g (3.99 oz);Dual SIM (Micro-SIM, dual stand-by);TFT LCD, 256K colors;2.8 inches, 24.3 cm(~32.2% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~143 ppi density);Spreadtrum SC9820E;Dual-core (2x1.2 GHz);microSDHC;4GB 512MB RAM;2 MP;Yes;VGA;Wi-Fi 802.11 b/g/n, hotspot;2.1, EDR;GPS;No;FM radio;microUSB;;Downloadable applications Facebook, Gmail, Whatsapp, etc.;Li-Ion 3000 mAh battery;Black, White, Gray, Blue, Green, Yellow, Brown;About 40 EUR;KaiOS 2.5.3;Mali-T820;eMMC;LED flash;;;;;;;;;;
https://www.gsmarena.com/energizer_hardcase_h620s-10726.php;https://fdn2.gsmarena.com/vv/bigpic/energizer-hardcase-h620s.jpg;Energizer Hardcase H620S;Released 2021, February 09;250g, 12mm thickness;Android 10;64GB storage, microSDHC;10;0.1%;64,421 hits;"6.2""";720x1440 pixels;4 GB RAM;Helio P22;5000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;1, 3, 5, 7, 8, 20, 28, 34, 38, 39, 40, 41;HSPA, LTE;;;2020, December;Available. Released 2021, February 09;163 x 78.2 x 12 mm (6.42 x 3.08 x 0.47 in);250 g (8.82 oz);Hybrid Dual SIM (Nano-SIM, dual stand-by);IPS LCD;6.2 inches, 99.2 cm(~77.8% screen-to-body ratio);720 x 1440 pixels, 18:9 ratio (~260 ppi density);Mediatek MT6762 Helio P22 (12 nm);Octa-core 2.0 GHz Cortex-A53;microSDHC (uses shared SIM slot);64GB 4GB RAM;48 MP, PDAF;1080p@30fps;8 MP;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;5.0, A2DP, LE;GPS;Yes;FM radio;USB Type-C 2.0;Fingerprint (rear-mounted), accelerometer, proximity;;Li-Ion 5000 mAh, non-removable;Black;About 300 EUR;Android 10;PowerVR GE8320;eMMC 5.1;Dual-LED flash;1080p@30fps;IP69 dust/water resistant (up to 1.2m for 30 min)Drop-to-concrete resistance from up to 1.2m;;;;;;;;
https://www.gsmarena.com/energizer_ultimate_u710s-10059.php;https://fdn2.gsmarena.com/vv/bigpic/energizer-u710s.jpg;Energizer Ultimate U710S;Cancelled;9.2mm thickness;Android 9.0;32GB storage, microSDXC;19;N/A;186,507 hits;"7.12""";1080x2244 pixels;3 GB RAM;Helio P23;6000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;1, 3, 7, 8, 20, 28, 38, 40;HSPA, LTE-A;;;2020, February 17;Cancelled;180.3 x 86.8 x 9.2 mm (7.10 x 3.42 x 0.36 in);-;Dual SIM (Nano-SIM, dual stand-by);IPS LCD;7.12 inches, 127.8 cm(~81.7% screen-to-body ratio);1080 x 2244 pixels, 18.7:9 ratio (~350 ppi density);Mediatek MT6763 Helio P23 (16 nm);Octa-core (4x2.0 GHz Cortex-A53 & 4x1.5 GHz Cortex-A53);microSDXC;32GB 3GB RAM;13 MP, PDAFVGA;1080p@30fps;5 MP;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.2, A2DP, LE;GPS, GLONASS;No;FM radio;USB Type-C 2.0;Fingerprint (rear-mounted), accelerometer, proximity;;Li-Po 6000 mAh, non-removable;Gray;;Android 9.0 (Pie);Mali-G71 MP2;eMMC 5.1;LED flash, HDR, panorama;;;;AGC glass;;;;;;
https://www.gsmarena.com/energizer_energy_e12-9684.php;https://fdn2.gsmarena.com/vv/bigpic/energizer-energy-e12.jpg;Energizer Energy E12;Released 2019, June;91g, 15mm thickness;Feature phone;4MB 4MB RAM storage, microSDHC slot;7;N/A;119,113 hits;"1.8""";128x160 pixels;4 MB RAM;Spreadtrum SC6531E;1000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;;;;Yes;Yes;2019, April;Available. Released 2019, June;117 x 51 x 15 mm (4.61 x 2.01 x 0.59 in);91 g (3.21 oz);Dual SIM (Mini-SIM);TFT LCD, 256K colors;1.8 inches, 10.2 cm(~17.1% screen-to-body ratio);128 x 160 pixels (~114 ppi density);Spreadtrum SC6531E;;microSDHC;4MB 4MB RAM;VGA;Yes;VGA;No;2.1;No;No;FM radio;microUSB 2.0;;;Li-Ion 1000 mAh battery;Black;About 10 EUR;;;;;;- Flashlight;;;;;;;;
https://www.gsmarena.com/energizer_hardcase_h10-9683.php;https://fdn2.gsmarena.com/vv/bigpic/energizer-hardcase-h10.jpg;Energizer Hardcase H10;Released 2019, April;80g, 15mm thickness;Feature phone;64MB 32MB RAM storage, microSDHC slot;5;N/A;105,621 hits;"1.8""";128x160 pixels;32 MB RAM;MT6261A;1000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;;;;Yes;Yes;2019, April;Available. Released 2019, April;109 x 49 x 15 mm (4.29 x 1.93 x 0.59 in);80 g (2.82 oz);Dual SIM (Mini-SIM);TFT LCD, 256K colors;1.8 inches, 10.2 cm(~19.1% screen-to-body ratio);128 x 160 pixels (~114 ppi density);Mediatek MT6261A;;microSDHC;64MB 32MB RAM;VGA;Yes;VGA;No;3.0;No;No;FM radio;microUSB;;;Li-Ion 1000 mAh battery;Black;About 30 EUR;;;;;;IP54, dust and water resistantFlashlight;;;;;;;;
https://www.gsmarena.com/energizer_power_max_p8100s-9590.php;https://fdn2.gsmarena.com/vv/bigpic/energizer-power-max-p8100s-.jpg;Energizer Power Max P8100S;Cancelled;;Android 9.0;256GB storage, microSDXC;99;0.2%;512,529 hits;"8.1""";1536x2048 pixels;8 GB RAM;Snapdragon 855;10000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 2100;LTE (unspecified);HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat13 600/50 Mbps, 5G (2+ Gbps DL);;;2019, February;Cancelled;-;-;Dual SIM (Nano-SIM, dual stand-by);Foldable IPS LCD;8.1 inches, 203.2 cm;1536 x 2048 pixels, 4:3 ratio (~316 ppi density);Qualcomm SM8150 Snapdragon 855 (7 nm);Octa-core (1x2.84 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485);microSDXC;256GB 8GB RAM;"48 MP, f/1.8, (wide), 1/2.0"", 0.8µm, PDAF12 MP";4K@30fps;"24 MP, f/2.0, 26mm (wide), 1/2.8"", 0.9µm";Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct;5.0, A2DP, LE;GPS;No;FM radio;USB Type-C;Accelerometer, gyro, proximity, compass;;Li-Po 10000 mAh, non-removable;Dark red;About 900 EUR;Android 9.0 (Pie);Adreno 640;;Dual-LED flash, HDR, panorama;1080p@30fps;;NSA;;Cover display:6 inches, 1080 x 2160 pixels;;;;;
https://www.gsmarena.com/energizer_power_max_p18k_pop-9573.php;https://fdn2.gsmarena.com/vv/bigpic/energizer-power-max-p18k-pop-100.jpg;Energizer Power Max P18K Pop;Cancelled;30mm thickness;Android 9.0;128GB storage, microSDXC;97;0.4%;838,952 hits;"6.2""";1080x2280 pixels;6 GB RAM;Helio P70;;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;1, 3, 5, 7, 8, 20;HSPA, LTE-A;;;2019, February;Cancelled;⁓ 30-40 mm thickness;-;Hybrid Dual SIM (Nano-SIM, dual stand-by);IPS LCD;6.2 inches, 95.9 cm(~83.8% screen-to-body ratio);1080 x 2280 pixels, 19:9 ratio (~407 ppi density);Mediatek MT6771 Helio P70 (12nm);Octa-core (4x2.0 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53);microSDXC (uses shared SIM slot);128GB 6GB RAM;12 MP, PDAF5 MP2 MP, (depth);1080p@30fps;"16 MP, f/2.2, 26mm (wide), 1/3.06"", 1.0µm2 MP, depth sensor";Wi-Fi 802.11 a/b/g/n/ac, dual-band;5.0, A2DP, LE;GPS, GLONASS;No;FM radio;USB Type-C 2.0, OTG;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass;;Li-Po 18000 mAh, non-removable;Black, Blue;;Android 9.0 (Pie);Mali-G72 MP3;eMMC 5.1;Dual-LED dual-tone flash, panorama, HDR;1080p@30fps;;;;;;;;;
https://www.gsmarena.com/energizer_ultimate_u620s_pop-9548.php;https://fdn2.gsmarena.com/vv/bigpic/energizer-ultimate-u620s-pop.jpg;Energizer Ultimate U620S Pop;Cancelled;10.3mm thickness;Android 9.0;128GB storage, microSDXC;22;0.1%;319,527 hits;"6.2""";1080x2280 pixels;6 GB RAM;Helio P70;3200 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 2100;1, 3, 5, 7, 8, 20, 28, 38, 39, 40, 41;HSPA, LTE-A;;;2019, January;Cancelled;153.2 x 74.9 x 10.3 mm (6.03 x 2.95 x 0.41 in);-;Hybrid Dual SIM (Nano-SIM, dual stand-by);IPS LCD;6.2 inches, 95.9 cm(~83.6% screen-to-body ratio);1080 x 2280 pixels, 19:9 ratio (~407 ppi density);Mediatek MT6771 Helio P70 (12nm);Octa-core (4x2.1 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53);microSDXC (uses shared SIM slot);128GB 6GB RAM;12 MP, PDAF5 MP2 MP, (depth);1080p@30fps;"Motorized pop-up 16 MP, f/2.2, 26mm (wide), 1/3.06"", 1.0µmMotorized pop-up 2 MP, depth sensor";Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;5.0, A2DP, LE;GPS, GLONASS;No;FM radio;USB Type-C 2.0, OTG;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass;;Li-Ion 3200 mAh, non-removable;Black, Red, Green;;Android 9.0 (Pie);Mali-G72 MP3;eMMC 5.1;Dual-LED dual-tone flash, panorama, HDR;1080p;;;;;;;;;
https://www.gsmarena.com/energizer_hardcase_h570s-9557.php;https://fdn2.gsmarena.com/vv/bigpic/energizer-hardcase-h570s-not-scan.jpg;Energizer Hardcase H570S;Released 2019, Q3;;Android 9.0;16GB storage, microSDHC;3;N/A;95,247 hits;"5.7""";720x1440 pixels;2 GB RAM;MT6739;6500 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 28, 38, 40, 41;HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps;;;2019, February;Available. Released 2019, Q3;;-;Hybrid Dual SIM (Nano-SIM, dual stand-by);IPS LCD;5.7 inches, 83.8 cm;720 x 1440 pixels, 18:9 ratio (~282 ppi density);Mediatek MT6739 (28 nm);Quad-core 1.5 GHz Cortex-A53;microSDHC (uses shared SIM slot);16GB 2GB RAM;13 MP, AF0.3 MP, (depth);1080p@30fps;8 MP;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.2, A2DP, LE;GPS, GLONASS;No;No;USB Type-C 2.0;Fingerprint (rear-mounted), accelerometer, proximity;;Li-Ion 6500 mAh, non-removable;Black;;Android 9.0 (Pie);PowerVR GE8100;eMMC 5.1;LED flash;;IP68 dust/water resistant (up to 1.5m for 30 min);;Corning Gorilla Glass 3;;;;;;
https://www.gsmarena.com/energizer_hardcase_h501s-9559.php;https://fdn2.gsmarena.com/vv/bigpic/energizer-hardcase-h501s.jpg;Energizer Hardcase H501S;Released 2019, Q3;12mm thickness;Android 9.0;16GB storage, microSDXC;3;N/A;84,853 hits;"5.0""";480x960 pixels;2 GB RAM;MT6739;2500 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;1, 3, 7, 20;HSPA 7.2/5.76 Mbps, LTE Cat4 150/50 Mbps;;;2019, February;Available. Released 2019, Q3;149.4 x 69.9 x 12 mm (5.88 x 2.75 x 0.47 in);-;Hybrid Dual SIM (Nano-SIM, dual stand-by);IPS LCD;5.0 inches, 64.5 cm(~61.8% screen-to-body ratio);480 x 960 pixels, 18:9 ratio (~215 ppi density);Mediatek MT6739 (28 nm);Quad-core 1.5 GHz Cortex-A53;microSDXC (uses shared SIM slot);16GB 2GB RAM;16 MP, AF2 MP, (depth);480p@30fps;5 MP;Wi-Fi 802.11 a/b/g/n;4.0, A2DP, LE;GPS, GLONASS;No;No;microUSB 2.0;Fingerprint (rear-mounted), accelerometer, gyro, proximity;;Li-Ion 2500 mAh, non-removable;Black;;Android 9.0 (Pie);PowerVR GE8100;eMMC 5.1;LED flash;;IP68 dust/water resistant (up to 1.5m for 30 min);;Panda Glass;;;;;;
https://www.gsmarena.com/energizer_hardcase_h280s-9560.php;https://fdn2.gsmarena.com/vv/bigpic/energizer-hardcase-h280s1.jpg;Energizer Hardcase H280S;Released 2020, January;256g, 16.5mm thickness;KaiOS 2.5.3;4GB 512MB RAM storage, microSDXC slot;10;0.1%;113,961 hits;"2.8""";240x320 pixels;512 MB RAM;Spreadtrum SC9820E;2000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;1, 3, 7, 8, 20, 28, 40;HSPA, LTE;;;2019, February;Available. Released 2020, January;142 x 64 x 16.5 mm (5.59 x 2.52 x 0.65 in);256 g (9.03 oz);Dual SIM (Micro-SIM, dual stand-by);TFT LCD, 256K colors;2.8 inches, 24.3 cm(~26.7% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~143 ppi density);Spreadtrum SC9820E;Dual-core (2x1.2 GHz);microSDXC;4GB 512MB RAM;2 MP;Yes;0.3 MP;Wi-Fi 802.11 b/g/n, hotspot;3.0;GPS;No;FM radio;microUSB 2.0;;Downloadable applications Facebook, Gmail, Whatsapp, etc.;Li-Ion 2000 mAh battery;Black;About 80 EUR;KaiOS 2.5.3;;;LED flash;;IP68 dust/water resistant (up to 1.2m for 30 min)Drop-to-concrete resistance from up to 1.2m;;;;;;;;
https://www.gsmarena.com/energizer_hardcase_h241-9561.php;https://fdn2.gsmarena.com/vv/bigpic/energizer-hardcase-h241s.jpg;Energizer Hardcase H241;Cancelled;16.5mm thickness;KaiOS 2.5.1;128MB 64MB RAM storage, microSDXC slot;2;N/A;61,215 hits;"2.4""";240x320 pixels;64 MB RAM;MT6276А;2500 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;;HSPA;;;2019, February;Cancelled;128.5 x 56.5 x 16.5 mm (5.06 x 2.22 x 0.65 in);-;Dual SIM (Mini-SIM);TFT LCD, 256K colors;2.4 inches, 17.8 cm(~24.6% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~167 ppi density);Mediatek MT6276А;;microSDXC;128MB 64MB RAM;2 MP;Yes;0.3 MP;Wi-Fi 802.11 b/g/n, hotspot;Yes;No;No;FM radio;microUSB 2.0;;Downloadable applications Facebook, Gmail, Whatsapp, etc.;Li-Ion 2500 mAh battery;Black;;KaiOS 2.5.1;;;LED flash;;IP68 dust/water resistant (up to 1.2m for 30 min);;;;;;;;
https://www.gsmarena.com/energizer_hardcase_h242-9562.php;https://fdn2.gsmarena.com/vv/bigpic/energizer-hardcase-h242.jpg;Energizer Hardcase H242;Released 2019, Q3;14.5mm thickness;KaiOS 2.5.1;512MB 256MB RAM storage, microSDHC slot;4;N/A;70,995 hits;"2.4""";240x320 pixels;256 MB RAM;Spreadtrum SC7731E;1500 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;;HSPA;;;2019, February;Available. Released 2019, Q3;125.3 x 54 x 14.5 mm (4.93 x 2.13 x 0.57 in);-;Dual SIM (Mini-SIM);TFT LCD, 16M colors;2.4 inches, 17.8 cm(~26.4% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~167 ppi density);Spreadtrum SC7731E;Quad-core 1.3 GHz Cortex-A53;microSDHC;512MB 256MB RAM;0.3 MP;Yes;0.3 MP;Wi-Fi 802.11 b/g/n, hotspot;2.1;GPS;No;FM radio;microUSB 2.0;;Downloadable applications Facebook, Gmail, Whatsapp, etc.;Li-Ion 1500 mAh battery;Black;;KaiOS 2.5.1;Mali-820;;LED flash;;IP68 dust/water resistant (up to 1.2m for 30 min);;;Secondary external display;;;;;
https://www.gsmarena.com/energizer_energy_e241s-9569.php;https://fdn2.gsmarena.com/vv/bigpic/energizer-energy-e241-1.jpg;Energizer Energy E241s;Released 2019, September;95g, 14.5mm thickness;KaiOS 2.5.1, up to 2.5.3;512MB 512MB RAM storage, microSDHC slot;10;0.3%;167,710 hits;"2.4""";240x320 pixels;512 MB RAM;Spreadtrum SC9820E;1900 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;3, 7, 20;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;;;2019, February;Available. Released 2019, September;125.3 x 54 x 14.5 mm (4.93 x 2.13 x 0.57 in);95 g (3.35 oz);Dual SIM (Mini-SIM);TFT LCD, 256K colors;2.4 inches, 17.8 cm(~26.4% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~167 ppi density);Spreadtrum SC9820E;Dual-core (2x1.3 GHz Cortex-A7);microSDHC;512MB 512MB RAM;0.3 MP;Yes;0.3 MP;Wi-Fi 802.11 b/g/n, hotspot;2.1, EDR;GPS;No;FM radio;microUSB 2.0;;Downloadable applications Facebook, Gmail, Whatsapp, etc.;Li-Ion 1900 mAh battery;Black, Carbon black, Gray, White, Orange, Bordo Red;;KaiOS 2.5.1, up to 2.5.3;;;LED flash;;;;;;;;;;
https://www.gsmarena.com/energizer_energy_e241-9570.php;https://fdn2.gsmarena.com/vv/bigpic/energizer-energy-e241s-1.jpg;Energizer Energy E241;Released 2019, September;72g, 14.5mm thickness;KaiOS 2.5.1;512MB 512MB RAM storage, microSDHC slot;1;0.1%;82,660 hits;"2.4""";240x320 pixels;512 MB RAM;Spreadtrum SC7731E;1900 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;;HSPA;;;2019, February;Available. Released 2019, September;125.3 x 54 x 14.5 mm (4.93 x 2.13 x 0.57 in);72 g (2.54 oz);Dual SIM (Mini-SIM);TFT LCD, 256K colors;2.4 inches, 17.8 cm(~26.4% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~167 ppi density);Spreadtrum SC7731E;Quad-core 1.3 GHz Cortex-A53;microSDHC;512MB 512MB RAM;0.3 MP;Yes;0.3 MP;Wi-Fi 802.11 b/g/n, hotspot;2.1, EDR;GPS;No;FM radio;microUSB 2.0;;Downloadable applications Facebook, Gmail, Whatsapp, etc.;Li-Ion 1900 mAh battery;Black, Carbon black, Gray, White, Orange, Carbon Red;;KaiOS 2.5.1;Mali-820;;LED flash;;;;;;;;;;
https://www.gsmarena.com/energizer_energy_e220s-9571.php;https://fdn2.gsmarena.com/vv/bigpic/energizer-energy-e220s.jpg;Energizer Energy E220s;Released 2019, July;112g, 16.5mm thickness;KaiOS 2.5.1;512MB 256MB RAM storage, microSDHC slot;4;N/A;70,459 hits;"2.2""";240x320 pixels;256 MB RAM;Spreadtrum SC9820E;1000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;1, 3, 7, 8, 20;HSPA;;;2019, February;Available. Released 2019, July;119 x 59 x 16.5 mm (4.69 x 2.32 x 0.65 in);112 g (3.95 oz);Dual SIM (Micro-SIM, dual stand-by);TFT LCD, 16M colors;2.2 inches, 15.0 cm(~21.3% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~182 ppi density);Spreadtrum SC9820E;Dual-core (2x1.3 GHz Cortex-A7);microSDHC;512MB 256MB RAM;0.3 MP;Yes;No;Wi-Fi 802.11 b/g/n, hotspot;2.1;No;No;FM radio;microUSB 2.0;;;Li-Ion 1000 mAh battery;Black, Dark blue;;KaiOS 2.5.1;;;;;;;;;;;;;
https://www.gsmarena.com/energizer_energy_e220-9572.php;https://fdn2.gsmarena.com/vv/bigpic/energizer-energy-e220.jpg;Energizer Energy E220;Released 2019, July;112g, 16.5mm thickness;KaiOS 2.5.1;512MB 256MB RAM storage, microSDHC slot;3;N/A;57,180 hits;"2.2""";240x320 pixels;256 MB RAM;MT6572;1000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;;HSPA;;;2019, February;Available. Released 2019, July;119 x 59 x 16.5 mm (4.69 x 2.32 x 0.65 in);112 g (3.95 oz);Dual SIM (Micro-SIM, dual stand-by);TFT LCD, 16M colors;2.2 inches, 15.0 cm(~21.3% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~182 ppi density);Mediatek MT6572 (28 nm);Dual-core 1.3 GHz Cortex-A7;microSDHC;512MB 256MB RAM;0.3 MP;Yes;No;Wi-Fi 802.11 b/g/n, hotspot;2.1;No;No;FM radio;microUSB 2.0;;;Li-Ion 1000 mAh battery;Black, Dark blue;;KaiOS 2.5.1;Mali-400;;;;;;;;;;;;
https://www.gsmarena.com/energizer_power_max_p490s-9244.php;https://fdn2.gsmarena.com/vv/bigpic/energizer-power-max-p490s.jpg;Energizer Power Max P490S;Released 2018, August;139g, 12mm thickness;Android 8.1;16GB storage, microSDHC;6;0.1%;206,493 hits;"4.95""";480x960 pixels;2 GB RAM;MT6739WA;4000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;1, 3, 7, 8, 20, 28, 38, 40;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;;;2018, June;Available. Released 2018, August;139 x 65.8 x 12 mm (5.47 x 2.59 x 0.47 in);139 g (4.90 oz);Dual SIM (Nano-SIM, dual stand-by);TFT;4.95 inches, 63.2 cm(~69.1% screen-to-body ratio);480 x 960 pixels, 18:9 ratio (~217 ppi density);Mediatek MT6739WA (28 nm);Quad-core 1.3 GHz Cortex-A53;microSDHC (dedicated slot);16GB 2GB RAM;8 MP, AF0.3 MP, (depth);1080p@30fps;5 MPVGA, depth sensor;Wi-Fi 802.11 b/g/n;4.0, A2DP, LE;GPS;No;FM radio;microUSB 2.0;Fingerprint (rear-mounted), accelerometer, proximity;;Li-Ion 4000 mAh, non-removable;Black;About 130 EUR;Android 8.1 (Oreo);Mali-T720MP2;eMMC 5.1;Dual-LED dual-tone flash, panorama;;;;;;LED flash;Up to 400 h (3G);Up to 16 h (3G);;
https://www.gsmarena.com/energizer_power_max_p490-9243.php;https://fdn2.gsmarena.com/vv/bigpic/energizer-power-max-p490.jpg;Energizer Power Max P490;Released 2018, August;139g, 12mm thickness;Android 8.0;8GB storage, microSDHC;2;N/A;107,257 hits;"4.95""";480x960 pixels;1 GB RAM;MT6580M;4000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;;HSPA 42.2/5.76 Mbps;;;2018, June;Available. Released 2018, August;139 x 65.8 x 12 mm (5.47 x 2.59 x 0.47 in);139 g (4.90 oz);Dual SIM (Nano-SIM, dual stand-by);TFT;4.95 inches, 63.2 cm(~69.1% screen-to-body ratio);480 x 960 pixels, 18:9 ratio (~217 ppi density);Mediatek MT6580M (28 nm);Quad-core 1.3 GHz Cortex-A7;microSDHC (dedicated slot);8GB 1GB RAM;8 MP, AF0.3 MP, (depth);720p@30fps;5 MPVGA, depth sensor;Wi-Fi 802.11 b/g/n;4.0, A2DP, LE;GPS;No;FM radio;microUSB 2.0;Fingerprint (rear-mounted), accelerometer, proximity;;Li-Ion 4000 mAh, non-removable;Black;About 90 EUR;Android 8.0 (Oreo Go);Mali-400 MP2;;Dual-LED dual-tone flash;;;;;;LED flash;Up to 400 h (3G);Up to 10 h (3G);;
