Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;net4g;gprstext;edge;year;status;dimensions;weight;build;sim;bodyother;displaytype;displaysize;displayresolution;os;chipset;cpu;gpu;memoryslot;internalmemory;memoryother;cam1modules;cam1features;cam1video;cam2modules;cam2video;wlan;bluetooth;gps;nfc;radio;usb;sensors;batdescription1;colors;net5g;speed;cam2features;optionalother;price;displayprotection;models;displayother;tbench;batlife;sar-us;featuresother;sar-eu
https://www.gsmarena.com/oneplus_nord_ce_5g-10944.php;https://fdn2.gsmarena.com/vv/bigpic/oneplus-nord-ce-5g.jpg;OnePlus Nord CE 5G;Released 2021, June 11;170g, 7.9mm thickness;Android 11, up to Android 12, OxygenOS 12;128GB/256GB storage, no card slot;200;2.4%;2,492,246 hits;"6.43""";1080x2400 pixels;6-12 GB RAM;Snapdragon 750G 5G;4500 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 39, 40, 41, 66 - Europe;;;2021, June 10;Available. Released 2021, June 11;159.2 x 73.5 x 7.9 mm (6.27 x 2.89 x 0.31 in);170 g (6.00 oz);Glass front, plastic frame, plastic back;Dual SIM (Nano-SIM, dual stand-by);;Fluid AMOLED, 90Hz;6.43 inches, 99.3 cm(~84.9% screen-to-body ratio);1080 x 2400 pixels, 20:9 ratio (~410 ppi density);Android 11, upgradable to Android 12, OxygenOS 12;Qualcomm SM7225 Snapdragon 750G 5G (8 nm);Octa-core (2x2.2 GHz Kryo 570 & 6x1.8 GHz Kryo 570);Adreno 619;No;128GB 6GB RAM, 128GB 8GB RAM, 256GB 12GB RAM;UFS 2.1;64 MP, f/1.8, 26mm (wide), 0.7µm, PDAF8 MP, f/2.3, 119˚ (ultrawide)2 MP, f/2.4, (depth);LED flash, HDR, panorama;4K@30fps, 1080p@30/60/120fps, gyro-EIS;"16 MP, f/2.5, (wide), 1/3.0"", 1.0µm";1080p@30/60fps;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;5.1, A2DP, LE, aptX HD;GPS, GLONASS, GALILEO, BDS, NavIC;Yes;No;USB Type-C 2.0, OTG;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;Li-Po 4500 mAh, non-removable;Blue Void, Charkoal Ink, Silver Ray;1, 3, 5, 7, 8, 20, 28, 38, 40, 41, 77, 78 SA/NSA - Europe;HSPA 42.2/5.76 Mbps, LTE-A (CA) Cat18 1200/150 Mbps, 5G;HDR;;;;EB2101, EB2103;;AnTuTu: 318672 (v8) | 391770 (v9)GeekBench: 1812 (v5.1)GFXBench: 17fps (ES 3.1 onscreen);;;;
https://www.gsmarena.com/oneplus_9_pro-10806.php;https://fdn2.gsmarena.com/vv/bigpic/oneplus-9-pro-.jpg;OnePlus 9 Pro;Released 2021, March 30;197g, 8.7mm thickness;Android 11, up to Android 13, OxygenOS 13;128GB/256GB storage, no card slot;566;5.4%;4,272,392 hits;"6.7""";1440x3216 pixels;8/12 GB RAM;Snapdragon 888 5G;4500 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 800 / 850 / 900 / 1700(AWS) / 1800 / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 32, 38, 39, 40, 41, 66 - EU;;;2021, March 23;Available. Released 2021, March 30;163.2 x 73.6 x 8.7 mm (6.43 x 2.90 x 0.34 in);197 g (6.95 oz);Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame;Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by);IP68 dust/water resistant (up to 1.5m for 30 min);LTPO Fluid2 AMOLED, 1B colors, 120Hz, HDR10+, 1300 nits (peak);6.7 inches, 108.4 cm(~90.3% screen-to-body ratio);1440 x 3216 pixels, 20:9 ratio (~525 ppi density);Android 11, upgradable to Android 13, OxygenOS 13;Qualcomm SM8350 Snapdragon 888 5G (5 nm);Octa-core (1x2.84 GHz Cortex-X1 & 3x2.42 GHz Cortex-A78 & 4x1.80 GHz Cortex-A55;Adreno 660;No;128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM;UFS 3.1;"48 MP, f/1.8, 23mm (wide), 1/1.43"", 1.12µm, multi-directional PDAF, Laser AF, OIS8 MP, f/2.4, 77mm (telephoto), 1.0µm, PDAF, OIS, 3.3x optical zoom50 MP, f/2.2, 14mm (ultrawide), 1/1.56"", 1.0µm, AF2 MP, f/2.4, (monochrome)";Hasselblad Color Calibration, dual-LED flash, HDR, panorama;8K@30fps, 4K@30/60/120fps, 1080p@30/60/240fps, Auto HDR, gyro-EIS;"16 MP, f/2.4, (wide), 1/3.06"", 1.0µm";1080p@30fps, gyro-EIS;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, DLNA;5.2, A2DP, LE, aptX HD;GPS (L1+L5), GLONASS (G1), BDS (B1), GALILEO (E1+E5a);Yes;No;USB Type-C 3.1, OTG;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, color spectrum;Li-Po 4500 mAh, non-removable;Morning Mist, Forest Green, Stellar Black;1, 3, 5, 7, 8, 20, 28, 38, 40, 41, 66, 78 SA/NSA - EU;HSPA 42.2/5.76 Mbps, LTE-A (CA) Cat20 2000/200 Mbps, 5G;Auto-HDR;24-bit/192kHz audio;;Corning Gorilla Glass 5;LE2121, LE2125, LE2123, LE2120, LE2127;Always-on display;;;;;
https://www.gsmarena.com/oneplus_9-10747.php;https://fdn2.gsmarena.com/vv/bigpic/oneplus-9-.jpg;OnePlus 9;Released 2021, March 26;192g (EU/NA)183g (IN/CN), 8.1mm thickness;Android 11, up to Android 13, OxygenOS 13;128GB/256GB storage, no card slot;271;4.9%;2,998,323 hits;"6.55""";1080x2400 pixels;8/12 GB RAM;Snapdragon 888 5G;4500 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 800 / 850 / 900 / 1700(AWS) / 1800 / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 32, 38, 39, 40, 41, 66 - EU;;;2021, March 23;Available. Released 2021, March 26;160 x 74.2 x 8.7 mm (EU/NA)160 x 73.9 x 8.1 mm (IN/CN);192 g (EU/NA)183 g (IN/CN) (6.46 oz);Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), plastic frame;Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by);IP68 (T-Mobile version only);Fluid AMOLED, 120Hz, HDR10+, 1100 nits (peak);6.55 inches, 103.6 cm(~87.6% screen-to-body ratio);1080 x 2400 pixels, 20:9 ratio (~402 ppi density);Android 11, upgradable to Android 13, OxygenOS 13;Qualcomm SM8350 Snapdragon 888 5G (5 nm);Octa-core (1x2.84 GHz Cortex-X1 & 3x2.42 GHz Cortex-A78 & 4x1.80 GHz Cortex-A55);Adreno 660;No;128GB 8GB RAM, 256GB 12GB RAM;UFS 3.1;"48 MP, f/1.8, 23mm (wide), 1/1.43"", 1.12µm, multi-directional PDAF50 MP, f/2.2, 14mm (ultrawide), 1/1.56"", 1.0µm, AF2 MP, f/2.4, (monochrome)";Hasselblad Color Calibration, dual-LED flash, HDR, panorama;8K@30fps, 4K@30/60fps, 1080p@30/60/240fps, Auto HDR, gyro-EIS;"16 MP, f/2.4, (wide), 1/3.06"", 1.0µm";1080p@30fps, gyro-EIS;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, DLNA;5.2, A2DP, LE, aptX HD;GPS (L1+L5), GLONASS (G1), BDS (B1), GALILEO (E1+E5a);Yes;No;USB Type-C 3.1, OTG;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, color spectrum;Li-Po 4500 mAh, non-removable;Winter Mist, Arctic Sky, Astral Black;1, 3, 5, 7, 8, 20, 28, 38, 40, 41, 66, 78 SA/NSA - EU;HSPA 42.2/5.76 Mbps, LTE-A (CA) Cat20 2000/200 Mbps, 5G;Auto-HDR;24-bit/192kHz audio;;Corning Gorilla Glass 5;LE2113, LE2111, LE2110, LE2117, LE2115;Always-on display;;;;;
https://www.gsmarena.com/oneplus_9r-10807.php;https://fdn2.gsmarena.com/vv/bigpic/oneplus-9r.jpg;OnePlus 9R;Released 2021, April 14;189g, 8.4mm thickness;Android 10, up to Android 13, OxygenOS 13;128GB/256GB storage, no card slot;222;2.2%;2,482,889 hits;"6.55""";1080x2400 pixels;8/12 GB RAM;Snapdragon 870 5G;4500 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 800 / 850 / 900 / 1700(AWS) / 1800 / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 34, 38, 39, 40, 41, 46;;;2021, March 23;Available. Released 2021, April 14;161 x 74.1 x 8.4 mm (6.34 x 2.92 x 0.33 in);189 g (6.67 oz);Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame;Dual SIM (Nano-SIM, dual stand-by);;Fluid AMOLED, 120Hz, HDR10+;6.55 inches, 103.6 cm(~86.8% screen-to-body ratio);1080 x 2400 pixels, 20:9 ratio (~402 ppi density);Android 10, upgradable to Android 13, OxygenOS 13;Qualcomm SM8250-AC Snapdragon 870 5G (7 nm);Octa-core (1x3.2 GHz Kryo 585 & 3x2.42 GHz Kryo 585 & 4x1.80 GHz Kryo 585);Adreno 650;No;128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM;UFS 3.1;"48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8µm, PDAF, OIS16 MP, f/2.2, 14mm, 123˚ (ultrawide), 1/3.6"", 1.0µm5 MP, f/2.4, (macro)2 MP, f/2.4, (monochrome)";Dual-LED flash, HDR, panorama;4K@30/60fps, 1080p@30/60/240fps, Auto HDR, gyro-EIS;"16 MP, f/2.4, (wide), 1/3.06"", 1.0µm";1080p@30fps, gyro-EIS;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, DLNA;5.1, A2DP, LE, aptX HD;GPS (L1+L5), GLONASS (G1), BDS (B1), GALILEO (E1+E5a);Yes;No;USB Type-C 3.1, OTG;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;Li-Po 4500 mAh, non-removable;Carbon Black, Lake Blue;78 SA/NSA;HSPA 42.2/5.76 Mbps, LTE-A (CA) Cat18 1200/200 Mbps, 5G;Auto-HDR;;;Corning Gorilla Glass 5;LE2101, LE2100;Always-on display;;;;;
https://www.gsmarena.com/oneplus_watch-10808.php;https://fdn2.gsmarena.com/vv/bigpic/oneplus-watch.jpg;OnePlus Watch;Released 2021, April 14;45g, 10.9mm thickness;Proprietary OS;4GB 1GB RAM storage, no card slot;45;0.3%;303,759 hits;"1.39""";454x454 pixels;1 GB RAM;;402 mAh Li-Ion;N/A;N/A;N/A;No;No;2021, March 23;Available. Released 2021, April 14;46.4 x 46.4 x 10.9 mm (1.83 x 1.83 x 0.43 in);45 g (1.59 oz);Glass front, stainless steel frame, plastic back;No;IP68 dust/water resistant (up to 1.5m for 30 min)Waterproof (5ATM)Compatible with standard 22mm straps;AMOLED;1.39 inches;454 x 454 pixels (~326 ppi density);Proprietary OS;;;;No;4GB 1GB RAM;;No;;;;;No;5.0, A2DP, LE;GPS, GLONASS, BDS, GALILEO;No;No;No;Accelerometer, gyro, barometer, compass, heart rate, SpO2;Li-Ion 402 mAh, non-removable;Midnight Black, Moonlight Silver, Cobalt, Harry Potter Edition;;No;;;About 190 EUR;;;Always-on display;;;;;
https://www.gsmarena.com/oneplus_nord_n10_5g-10556.php;https://fdn2.gsmarena.com/vv/bigpic/oneplus-nord-n10-5g-.jpg;OnePlus Nord N10 5G;Released 2020, November 21;190g, 9mm thickness;Android 10, OxygenOS 10.5;128GB storage, microSDXC;206;2.2%;3,251,823 hits;"6.49""";1080x2400 pixels;6 GB RAM;Snapdragon 690 5G;4300 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 28, 38, 39, 40, 41, 66 - International;;;2020, October 26;Available. Released 2020, November 21;163 x 74.7 x 9 mm (6.42 x 2.94 x 0.35 in);190 g (6.70 oz);Glass front (Gorilla Glass 3), plastic back, plastic frame;Dual SIM (Nano-SIM, dual stand-by);;IPS LCD, 90Hz;6.49 inches, 101.7 cm(~83.5% screen-to-body ratio);1080 x 2400 pixels, 20:9 ratio (~406 ppi density);Android 10, OxygenOS 10.5;Qualcomm SM6350 Snapdragon 690 5G (8 nm);Octa-core (2x2.0 GHz Kryo 560 Gold & 6x1.7 GHz Kryo 560 Silver);Adreno 619L;microSDXC;128GB 6GB RAM;UFS 2.1;"64 MP, f/1.8, (wide), 1/1.72"", 0.8µm, PDAF8 MP, f/2.3, 119˚ (ultrawide)2 MP, f/2.4, (depth)2 MP, f/2.4, (macro)";LED flash, HDR, panorama;"4K@30fps, 1080p@30/60/120fps; gyro-EIS";16 MP, f/2.1;1080p@30/60fps, gyro-EIS;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;5.1, A2DP, LE;GPS (L1+L5), GLONASS, GALILEO, BDS;Yes;No;USB Type-C 2.0, OTG;Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass;Li-Po 4300 mAh, non-removable;Midnight Ice;1, 3, 7, 28, 41, 66, 78 SA/NSA - International;HSPA 42.2/5.76 Mbps, LTE-A (CA) Cat18 1024/150 Mbps, 5G;HDR;;;Corning Gorilla Glass 3;BE2029, BE2025, BE2026, BE2028;;AnTuTu: 279579 (v8)GeekBench: 1848 (v5.1)GFXBench: 13fps (ES 3.1 onscreen);;;;
https://www.gsmarena.com/oneplus_nord_n100-10557.php;https://fdn2.gsmarena.com/vv/bigpic/oneplus-nord-n100-.jpg;OnePlus Nord N100;Released 2020, November 11;188g, 8.5mm thickness;Android 10, OxygenOS 10.5.9;64GB storage, microSDXC;78;1.1%;1,698,292 hits;"6.52""";720x1600 pixels;4 GB RAM;Snapdragon 460;5000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 28, 38, 40, 41 - International;;;2020, October 26;Available. Released 2020, November 11;164.9 x 75.1 x 8.5 mm (6.49 x 2.96 x 0.33 in);188 g (6.63 oz);Glass front (Gorilla Glass 3), plastic frame;Dual SIM (Nano-SIM, dual stand-by);;IPS LCD, 90Hz;6.52 inches, 102.6 cm(~82.9% screen-to-body ratio);720 x 1600 pixels, 20:9 ratio (~269 ppi density);Android 10, OxygenOS 10.5.9;Qualcomm SM4250 Snapdragon 460 (11 nm);Octa-core (4x1.8 GHz Kryo 240 & 4x1.6 GHz Kryo 240);Adreno 610;microSDXC;64GB 4GB RAM;UFS 2.1;13 MP, f/2.2, (wide), PDAF2 MP, f/2.4, (macro)2 MP, f/2.4, (depth);LED flash, HDR, panorama;1080p@30fps, gyro-EIS;8 MP, f/2.0;1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;5.0, A2DP, LE;GPS, GLONASS, GALILEO, BDS;;FM radio;USB Type-C 2.0, OTG;Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass;Li-Po 5000 mAh, non-removable;Midnight Frost;;HSPA 42.2/5.76 Mbps, LTE-A (CA) Cat13 400/50 Mbps;HDR;;;Corning Gorilla Glass 3;BE2013, BE2015, BE2011, BE2012;;;;;;
https://www.gsmarena.com/oneplus_8t-10420.php;https://fdn2.gsmarena.com/vv/bigpic/oneplus-8t.jpg;OnePlus 8T;Released 2020, October 16;188g, 8.4mm thickness;Android 11, up to Android 13, OxygenOS 13;128GB/256GB storage, no card slot;496;3.4%;4,192,184 hits;"6.55""";1080x2400 pixels;8/12 GB RAM;Snapdragon 865 5G;4500 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 800 / 850 / 900 / 1700(AWS) / 1800 / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 32, 34, 38, 39, 40, 41, 42, 66 - EU;;;2020, October 14;Available. Released 2020, October 16;160.7 x 74.1 x 8.4 mm (6.33 x 2.92 x 0.33 in);188 g (6.63 oz);Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame;Dual SIM (Nano-SIM, dual stand-by);;Fluid AMOLED, 120Hz, HDR10+;6.55 inches, 103.6 cm(~87.0% screen-to-body ratio);1080 x 2400 pixels, 20:9 ratio (~402 ppi density);Android 11, upgradable to Android 13, OxygenOS 13;Qualcomm SM8250 Snapdragon 865 5G (7 nm+);Octa-core (1x2.84 GHz Cortex-A77 & 3x2.42 GHz Cortex-A77 & 4x1.80 GHz Cortex-A55);Adreno 650;No;128GB 8GB RAM, 256GB 12GB RAM;UFS 3.1;"48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8µm, PDAF, OIS16 MP, f/2.2, 14mm, 123˚ (ultrawide), 1/3.6"", 1.0µm5 MP, f/2.4, (macro)2 MP, f/2.4, (monochrome)";Dual-LED flash, HDR, panorama;4K@30/60fps, 1080p@30/60/240fps, Auto HDR, gyro-EIS;"16 MP, f/2.4, (wide), 1/3.06"", 1.0µm";1080p@30fps, gyro-EIS;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, DLNA;5.1, A2DP, LE, aptX HD;GPS (L1+L5), GLONASS (G1), BDS (B1), GALILEO (E1+E5a);Yes;No;USB Type-C 3.1, OTG;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, barometer (market dependant);Li-Po 4500 mAh, non-removable;Aquamarine Green, Lunar Silver, Cyberpunk 2077 Edition;1, 3, 7, 28, 41, 78 SA/NSA - EU;HSPA 42.2/5.76 Mbps, LTE-A (5CA) Cat18 1200/200 Mbps, 5G 7.5 Gbps DL;Auto-HDR;;;Corning Gorilla Glass 5;KB2001, KB2000, KB2003, KB2005;Always-on display;AnTuTu: 586000 (v8)GeekBench: 3126 (v5.1)GFXBench: 46fps (ES 3.1 onscreen);;;;
https://www.gsmarena.com/oneplus_8t+_5g-10512.php;https://fdn2.gsmarena.com/vv/bigpic/oneplus-8t.jpg;OnePlus 8T+ 5G;Released 2020, October 16;8.4mm thickness;Android 11, OxygenOS 11;256GB storage, no card slot;112;0.6%;850,261 hits;"6.55""";1080x2400 pixels;12 GB RAM;Snapdragon 865 5G;4500 mAh Li-Po;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 29, 30, 34, 38, 39, 40, 41, 46, 48, 66, 71;;;2020, October 14;Available. Released 2020, October 16;160.7 x 74.1 x 8.4 mm (6.33 x 2.92 x 0.33 in);-;Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame;Nano-SIM;IP68 dust/water resistant (not for use underwater, liquid damage is not covered under warranty);Fluid AMOLED, 120Hz, HDR10+;6.55 inches, 103.6 cm(~87.0% screen-to-body ratio);1080 x 2400 pixels, 20:9 ratio (~402 ppi density);Android 11, OxygenOS 11;Qualcomm SM8250 Snapdragon 865 5G (7 nm+);Octa-core (1x2.84 GHz Cortex-A77 & 3x2.42 GHz Cortex-A77 & 4x1.80 GHz Cortex-A55);Adreno 650;No;256GB 12GB RAM;UFS 3.1;"48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8µm, PDAF, OIS16 MP, f/2.2, 14mm, 123˚ (ultrawide), 1/3.6"", 1.0µm5 MP, f/2.4, (macro)2 MP, f/2.4, (depth)";Dual-LED flash, HDR, panorama;4K@30/60fps, 1080p@30/60/240fps, Auto HDR, gyro-EIS;"16 MP, f/2.4, (wide), 1/3.06"", 1.0µm";1080p@30fps, gyro-EIS;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, DLNA;5.1, A2DP, LE, aptX HD;GPS (L1+L5), GLONASS (G1), BDS (B1), GALILEO (E1+E5a);Yes;No;USB Type-C 3.1, OTG;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, barometer (market dependant);Li-Po 4500 mAh, non-removable;Aquamarine Green, Lunar Silver;2, 25, 41, 66, 71 Sub6/mmWave;HSPA 42.2/5.76 Mbps, LTE-A (5CA) Cat18 1200/200 Mbps, 5G 7.5 Gbps DL;Auto-HDR;;About 640 EUR;Corning Gorilla Glass 5;KB2007;Always-on display;;;;;
https://www.gsmarena.com/oneplus_nord-10289.php;https://fdn2.gsmarena.com/vv/bigpic/oneplus-nord.jpg;OnePlus Nord;Released 2020, August 04;184g, 8.2mm thickness;Android 10, up to Android 12, OxygenOS 12;64GB/128GB/256GB storage, no card slot;715;3.4%;6,731,538 hits;"6.44""";1080x2400 pixels;6-12 GB RAM;Snapdragon 765G 5G;4115 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 800 / 850 / 900 / 1700(AWS) / 1800 / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 32, 34, 38, 39, 40, 41, 66 - Europe;;;2020, July 21;Available. Released 2020, August 04;158.3 x 73.3 x 8.2 mm (6.23 x 2.89 x 0.32 in);184 g (6.49 oz);Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), plastic frame;Dual SIM (Nano-SIM, dual stand-by);;Fluid AMOLED, 90Hz, HDR10+;6.44 inches, 100.6 cm(~86.7% screen-to-body ratio);1080 x 2400 pixels, 20:9 ratio (~408 ppi density);Android 10, upgradable to Android 12, OxygenOS 12;Qualcomm SM7250 Snapdragon 765G 5G (7 nm);Octa-core (1x2.4 GHz Kryo 475 Prime & 1x2.2 GHz Kryo 475 Gold & 6x1.8 GHz Kryo 475 Silver);Adreno 620;No;64GB 6GB RAM, 128GB 8GB RAM, 256GB 12GB RAM;UFS 2.1;"48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF, OIS8 MP, f/2.3, 119˚ (ultrawide)5 MP, f/2.4, (depth)2 MP, f/2.4, (macro)";Dual-LED flash, HDR, panorama;4K@30fps, 1080p@30/60/240fps, gyro-EIS;"32 MP, f/2.5, (wide), 1/2.8"", 0.8µm8 MP, f/2.5, 105˚ (ultrawide), 1/4.0"", 1.12µm";4K@30/60fps, 1080p@30/60fps;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;5.1, A2DP, LE, aptX HD;GPS (L1+L5), GLONASS (G1), BDS (B1), GALILEO (E1+E5a), NavIC;Yes;No;USB Type-C 2.0, OTG;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;Li-Po 4115 mAh, non-removable;Blue Marble, Gray Onyx (Gray Ash);1, 3, 7, 28, 78 SA/NSA - Europe;HSPA 42.2/5.76 Mbps, LTE-A (CA) Cat18 1200/150 Mbps, 5G;HDR;;;Corning Gorilla Glass 5;AC2001, AC2003;;AnTuTu: 315641 (v8)GeekBench: 7844 (v4.4), 1953 (v5.1)GFXBench: 19fps (ES 3.1 onscreen);;;;
https://www.gsmarena.com/oneplus_8_pro-9919.php;https://fdn2.gsmarena.com/vv/bigpic/oneplus-8-pro.jpg;OnePlus 8 Pro;Released 2020, April 21;199g, 8.5mm thickness;Android 10, up to Android 13, OxygenOS 13;128GB/256GB storage, no card slot;927;3.1%;6,145,015 hits;"6.78""";1440x3168 pixels;8/12 GB RAM;Snapdragon 865 5G;4510 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 800 / 850 / 900 / 1700(AWS) / 1800 / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 32, 34, 38, 39, 40, 41, 42, 46, 66 - EU;;;2020, April 14;Available. Released 2020, April 21;165.3 x 74.4 x 8.5 mm (6.51 x 2.93 x 0.33 in);199 g (7.02 oz);Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame;Dual SIM (Nano-SIM, dual stand-by);IP68 dust/water resistant;Fluid AMOLED, 1B colors, 120Hz, HDR10+;6.78 inches, 111.7 cm(~90.8% screen-to-body ratio);1440 x 3168 pixels (~513 ppi density);Android 10, upgradable to Android 13, OxygenOS 13;Qualcomm SM8250 Snapdragon 865 5G (7 nm+);Octa-core (1x2.84 GHz Cortex-A77 & 3x2.42 GHz Cortex-A77 & 4x1.80 GHz Cortex-A55);Adreno 650;No;128GB 8GB RAM, 256GB 12GB RAM;UFS 3.0;"48 MP, f/1.8, 25mm (wide), 1/1.43"", 1.12µm, multi-directional PDAF, Laser AF, OIS8 MP, f/2.4, (telephoto), 1/1.0µm, PDAF, OIS, 3x optical zoom48 MP, f/2.2, 14mm, 116˚ (ultrawide), 1/2.0"", 0.8µm, PDAF5 MP, f/2.4, (Color filter camera)";Dual-LED flash, HDR, panorama;4K@30/60fps, 1080p@30/60/240fps, Auto HDR, gyro-EIS;"16 MP, f/2.5, (wide), 1/3.06"", 1.0µm";1080p@30fps, gyro-EIS;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, DLNA;5.1, A2DP, LE, aptX HD;GPS (L1+L5), GLONASS (G1), BDS (B1), GALILEO (E1+E5a);Yes;No;USB Type-C 3.1, OTG;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;Li-Po 4510 mAh, non-removable;Glacial Green, Ultramarine Blue, Onyx Black;1, 3, 7, 28, 78 SA/NSA - EU;HSPA 42.2/5.76 Mbps, LTE-A (5CA) Cat18 1200/150 Mbps, 5G 7.5 Gbps DL;Auto-HDR;;;Corning Gorilla Glass 5;IN2023, IN2020, IN2021, IN2025;;AnTuTu: 573276 (v8)GeekBench: 3374 (v5.1)GFXBench: 24fps (ES 3.1 onscreen);;;;
