Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;net4g;gprstext;edge;year;status;dimensions;weight;build;sim;bodyother;displaytype;displaysize;displayresolution;os;chipset;cpu;gpu;memoryslot;internalmemory;memoryother;cam1modules;cam1features;cam1video;cam2modules;cam2video;wlan;bluetooth;gps;nfc;radio;usb;sensors;batdescription1;colors;net5g;speed;cam2features;optionalother;price;displayprotection;models;displayother;tbench;batlife;sar-us;featuresother;sar-eu
https://www.gsmarena.com/oneplus_8-10161.php;https://fdn2.gsmarena.com/vv/bigpic/oneplus-8.jpg;OnePlus 8;Released 2020, April 21;180g, 8mm thickness;Android 10, up to Android 13, OxygenOS 13;128GB/256GB storage, no card slot;344;3.2%;3,473,542 hits;"6.55""";1080x2400 pixels;6-12 GB RAM;Snapdragon 865 5G;4300 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 800 / 850 / 900 / 1700(AWS) / 1800 / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 32, 34, 38, 39, 40, 41, 42, 46, 66 - EU;;;2020, April 14;Available. Released 2020, April 21;160.2 x 72.9 x 8 mm (6.31 x 2.87 x 0.31 in);180 g (6.35 oz);Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame;Dual SIM (Nano-SIM, dual stand-by);;Fluid AMOLED, 90Hz, HDR10+;6.55 inches, 103.6 cm(~88.7% screen-to-body ratio);1080 x 2400 pixels, 20:9 ratio (~402 ppi density);Android 10, upgradable to Android 13, OxygenOS 13;Qualcomm SM8250 Snapdragon 865 5G (7 nm+);Octa-core (1x2.84 GHz Cortex-A77 & 3x2.42 GHz Cortex-A77 & 4x1.80 GHz Cortex-A55);Adreno 650;No;128GB 6GB RAM, 128GB 8GB RAM, 256GB 12GB RAM;UFS 3.0, 2-LANE;"48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF, OIS16 MP, f/2.2, 14mm, 116˚ (ultrawide), 1/3.6"", 1.0µm2 MP, f/2.4, (macro)";Dual-LED flash, HDR, panorama;4K@30/60fps, 1080p@30/60/240fps, Auto HDR, gyro-EIS;"16 MP, f/2.4, (wide), 1/3.06"", 1.0µm";1080p@30fps, gyro-EIS;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, DLNA;5.1, A2DP, LE, aptX HD;GPS (L1+L5), GLONASS (G1), BDS (B1), GALILEO (E1+E5a);Yes;No;USB Type-C 3.1, OTG;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;Li-Po 4300 mAh, non-removable;Onyx Black, Glacial Green, Interstellar Glow, Polar Silver;1, 3, 7, 28, 78 SA/NSA - EU;HSPA 42.2/5.76 Mbps, LTE-A (5CA) Cat18 1200/150 Mbps, 5G 7.5 Gbps DL;Auto-HDR;;;Corning Gorilla Glass 5;IN2013, IN2017, IN2010, IN2019;;AnTuTu: 564708 (v8)GeekBench: 13291 (v4.4), 3399 (v5.1)GFXBench: 46fps (ES 3.1 onscreen);;;;
https://www.gsmarena.com/oneplus_8_5g_uw_(verizon)-10226.php;https://fdn2.gsmarena.com/vv/bigpic/oneplus-8-5g-uw.jpg;OnePlus 8 5G UW (Verizon);Released 2020, April 29;180g, 8mm thickness;Android 10, OxygenOS 10.0;128GB storage, no card slot;22;0.3%;366,130 hits;"6.55""";1080x2400 pixels;8 GB RAM;Snapdragon 865 5G;4300 mAh Li-Po;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1800 / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 30, 38, 39, 40, 41, 46, 48, 66, 71;;;2020, April 14;Available. Released 2020, April 29;160.2 x 72.9 x 8 mm (6.31 x 2.87 x 0.31 in);180 g (6.35 oz);Glass front, glass back (Gorilla Glass 5), aluminum frame;Pre-installed Nano-SIM;IP68 dust/water resistant (up to 2m for 60 min);Fluid AMOLED, 90Hz, HDR10+;6.55 inches, 103.6 cm(~88.7% screen-to-body ratio);1080 x 2400 pixels, 20:9 ratio (~402 ppi density);Android 10, OxygenOS 10.0;Qualcomm SM8250 Snapdragon 865 5G (7 nm+);Octa-core (1x2.84 GHz Cortex-A77 & 3x2.42 GHz Cortex-A77 & 4x1.80 GHz Cortex-A55);Adreno 650;No;128GB 8GB RAM;UFS 3.0, 2-LANE;"48 MP, f/1.8, 25mm (wide), 1/2.0"", 0.8µm, PDAF, OIS16 MP, f/2.2, 14mm, 116˚ (ultrawide)2 MP, f/2.4, (macro)";Dual-LED flash, HDR, panorama;4K@30/60fps, 1080p@30/60/240fps, Auto HDR, gyro-EIS;"16 MP, f/2.0, (wide), 1/3.06"", 1.0µm";1080p@30fps, gyro-EIS;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, DLNA;5.1, A2DP, LE, aptX HD;GPS (L1+L5), GLONASS (G1), BDS (B1), GALILEO (E1+E5a);Yes;No;USB Type-C 3.1, OTG;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;Li-Po 4300 mAh, non-removable;Onyx Black, Polar Silver;2, 5, 66, 260, 261 mmWave;HSPA 42.2/5.76 Mbps, LTE-A (5CA) Cat18 1200/150 Mbps, 5G 7.5 Gbps DL;Auto-HDR;;About 740 EUR;;;;;;1.10 W/kg (head)     1.10 W/kg (body);;
https://www.gsmarena.com/oneplus_8_5g_(t_mobile)-10229.php;https://fdn2.gsmarena.com/vv/bigpic/oneplus-8-5g-t-mobile.jpg;OnePlus 8 5G (T-Mobile);Released 2020, April 29;180g, 8mm thickness;Android 10, OxygenOS 10.0;128GB storage, no card slot;30;0.3%;366,249 hits;"6.55""";1080x2400 pixels;8 GB RAM;Snapdragon 865 5G;4300 mAh Li-Po;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1700(AWS) / 1800 / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 29, 30, 34, 38, 39, 41, 46, 48, 66, 71;;;2020, April 14;Available. Released 2020, April 29;160.2 x 72.9 x 8 mm (6.31 x 2.87 x 0.31 in);180 g (6.35 oz);Glass front, glass back (Gorilla Glass 5), aluminum frame;Nano-SIM;IP68 dust/water resistant (not for use underwater, liquid damage is not covered under warranty);Fluid AMOLED, 90Hz, HDR10+;6.55 inches, 103.6 cm(~88.7% screen-to-body ratio);1080 x 2400 pixels, 20:9 ratio (~402 ppi density);Android 10, OxygenOS 10.0;Qualcomm SM8250 Snapdragon 865 5G (7 nm+);Octa-core (1x2.84 GHz Cortex-A77 & 3x2.42 GHz Cortex-A77 & 4x1.80 GHz Cortex-A55);Adreno 650;No;128GB 8GB RAM;UFS 3.0, 2-LANE;"48 MP, f/1.8, 25mm (wide), 1/2.0"", 0.8µm, PDAF, OIS16 MP, f/2.2, 14mm, 116˚ (ultrawide)2 MP, f/2.4, (macro)";Dual-LED flash, HDR, panorama;4K@30/60fps, 1080p@30/60/240fps, Auto HDR, gyro-EIS;"16 MP, f/2.0, (wide), 1/3.06"", 1.0µm";1080p@30fps, gyro-EIS;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, DLNA;5.1, A2DP, LE, aptX HD;GPS (L1+L5), GLONASS (G1), BDS (B1), GALILEO (E1+E5a);Yes;No;USB Type-C 3.1, OTG;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;Li-Po 4300 mAh, non-removable;Onyx Black, Interstellar Glow;2, 5, 41, 66, 71 SA/NSA;HSPA 42.2/5.76 Mbps, LTE-A (5CA) Cat18 1200/150 Mbps, 5G 7.5 Gbps DL;Auto-HDR;;About 650 EUR;;;;;;1.10 W/kg (head)     1.10 W/kg (body);;
https://www.gsmarena.com/oneplus_7t_pro_5g_mclaren-9928.php;https://fdn2.gsmarena.com/vv/bigpic/oneplus-7t-pro-5g-mclaren-edition-.jpg;OnePlus 7T Pro 5G McLaren;Released 2019, November 05;206g, 8.8mm thickness;Android 10, OxygenOS 10.0;256GB storage, no card slot;288;0.8%;1,545,642 hits;"6.67""";1440x3120 pixels;12 GB RAM;Snapdragon 855+;4085 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 29, 30, 34, 38, 39, 40, 41, 46, 48, 66, 71;;;2019, October 23;Available. Released 2019, November 05;162.6 x 75.9 x 8.8 mm (6.40 x 2.99 x 0.35 in);206 g (7.27 oz);Glass front (Gorilla Glass 6), glass back (Gorilla Glass 5), aluminum frame;Dual SIM (Nano-SIM, dual stand-by);;Fluid AMOLED, 90Hz, HDR10+;6.67 inches, 108.8 cm(~88.1% screen-to-body ratio);1440 x 3120 pixels, 19.5:9 ratio (~516 ppi density);Android 10, OxygenOS 10.0;Qualcomm SM8150 Snapdragon 855+ (7 nm);Octa-core (1x2.96 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485);Adreno 640 (700 MHz);No;256GB 12GB RAM;UFS 3.0;"48 MP, f/1.6, (wide), 1/2.0"", 0.8µm, PDAF, Laser AF, OIS8 MP, f/2.4, (telephoto), 1.0µm, PDAF, OIS, 3x optical zoom16 MP, f/2.2, 13mm (ultrawide), AF";Dual-LED flash, HDR, panorama;4K@30/60fps, 1080p@30/60/240fps, 720p@960fps, Auto HDR, gyro-EIS;"Motorized pop-up 16 MP, f/2.0, 25mm (wide), 1/3.06"", 1.0µm";1080p@30fps, gyro-EIS;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA;5.1, A2DP, LE, aptX HD;GPS (L1+L5), GLONASS (G1), BDS (B1), GALILEO (E1+E5a);Yes;No;USB Type-C 3.1, OTG;Fingerprint (under display, optical), accelerometer, gyro, compass;Li-Po 4085 mAh, non-removable;Papaya Orange;71 SA;HSPA 42.2/5.76 Mbps, LTE-A (5CA) Cat18 1200/150 Mbps, 5G (2+ Gbps DL);Auto-HDR;;About 800 EUR;Corning Gorilla Glass 6;HD1925;;;;;Virtual proximity sensing;
https://www.gsmarena.com/oneplus_7t_pro-9872.php;https://fdn2.gsmarena.com/vv/bigpic/oneplus-7t-pro.jpg;OnePlus 7T Pro;Released 2019, October 12;206g, 8.8mm thickness;Android 10, up to Android 12, OxygenOS 12.1;256GB storage, no card slot;471;1.4%;3,173,044 hits;"6.67""";1440x3120 pixels;8/12 GB RAM;Snapdragon 855+;4085 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 800 / 850 / 900 / 1700(AWS) / 1800 / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 29, 32, 34, 38, 39, 40, 41, 66;;;2019, October 10;Available. Released 2019, October 12;162.6 x 75.9 x 8.8 mm (6.40 x 2.99 x 0.35 in);206 g (7.27 oz);Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame;Dual SIM (Nano-SIM, dual stand-by);;Fluid AMOLED, 90Hz, HDR10+;6.67 inches, 108.8 cm(~88.1% screen-to-body ratio);1440 x 3120 pixels, 19.5:9 ratio (~516 ppi density);Android 10, upgradable to Android 12, OxygenOS 12.1;Qualcomm SM8150 Snapdragon 855+ (7 nm);Octa-core (1x2.96 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485);Adreno 640 (700 MHz);No;256GB 8GB RAM, 256GB 12GB RAM;12GB RAM - McLaren Edition onlyUFS 3.0;"48 MP, f/1.6, (wide), 1/2.0"", 0.8µm, PDAF, Laser AF, OIS8 MP, f/2.4, 78mm (telephoto), 3x optical zoom, PDAF, OIS16 MP, f/2.2, 17mm (ultrawide), AF";Dual-LED flash, HDR, panorama;4K@30/60fps, 1080p@30/60/240fps, 720p@960fps, Auto HDR, gyro-EIS;"Motorized pop-up 16 MP, f/2.0, 25mm (wide), 1/3.06"", 1.0µm";1080p@30fps, gyro-EIS;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA;5.0, A2DP, LE, aptX HD;GPS (L1+L5), GLONASS (G1), BDS (B1), GALILEO (E1+E5a);Yes;No;USB Type-C 3.1, OTG;Fingerprint (under display, optical), accelerometer, gyro, compass;Li-Po 4085 mAh, non-removable;Haze Blue, McLaren Edition;;HSPA 42.2/5.76 Mbps, LTE-A (5CA) Cat18 1200/150 Mbps;Auto-HDR;;About 1030 EUR;Corning Gorilla Glass 5;HD1911, HD1913, HD1910;;AnTuTu: 395868 (v7), 493901 (v8)GeekBench: 11246 (v4.4), 2803 (v5.1)GFXBench: 24fps (ES 3.1 onscreen);;;Virtual proximity sensing;
https://www.gsmarena.com/oneplus_7t-9816.php;https://fdn2.gsmarena.com/vv/bigpic/oneplus-7t-.jpg;OnePlus 7T;Released 2019, September 27;190g, 8.1mm thickness;Android 10, up to Android 12, OxygenOS 12.1;128GB/256GB storage, no card slot;534;2.8%;4,323,833 hits;"6.55""";1080x2400 pixels;8 GB RAM;Snapdragon 855+;3800 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 800 / 850 / 900 / 1700(AWS) / 1800 / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 29, 32, 34, 38, 39, 40, 41, 66 - EU;;;2019, September 26;Available. Released 2019, September 27;160.9 x 74.4 x 8.1 mm (6.33 x 2.93 x 0.32 in);190 g (6.70 oz);Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame;Dual SIM (Nano-SIM, dual stand-by);;Fluid AMOLED, 90Hz, HDR10+;6.55 inches, 103.6 cm(~86.5% screen-to-body ratio);1080 x 2400 pixels, 20:9 ratio (~402 ppi density);Android 10, upgradable to Android 12, OxygenOS 12.1;Qualcomm SM8150 Snapdragon 855+ (7 nm);Octa-core (1x2.96 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485);Adreno 640 (700 MHz);No;128GB 8GB RAM, 256GB 8GB RAM;UFS 3.0;"48 MP, f/1.6, 26mm (wide), 1/2.0"", 0.8µm, PDAF, OIS12 MP, f/2.2, 51mm (telephoto), 1.0µm, PDAF, 2x optical zoom16 MP, f/2.2, 17mm (ultrawide), AF";Dual-LED flash, HDR, panorama;4K@30/60fps, 1080p@30/60/240fps, 720p@960fps, Auto HDR, gyro-EIS;"16 MP, f/2.0, 25mm (wide), 1/3.06"", 1.0µm";1080p@30fps, gyro-EIS;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA;5.0, A2DP, LE, aptX HD;GPS (L1+L5), GLONASS (G1), BDS (B1), GALILEO (E1+E5a);Yes;No;USB Type-C 3.1, OTG;Fingerprint (under display, optical), accelerometer, gyro, compass;Li-Po 3800 mAh, non-removable;Frosted Silver, Glacier Blue, White;;HSPA 42.2/5.76 Mbps, LTE-A (5CA) Cat18 1200/150 Mbps;Auto-HDR;;;Corning Gorilla Glass 5;HD1901, HD1903, HD1900, HD1907, HD1905;;AnTuTu: 391545 (v7), 485585 (v8)GeekBench: 11394 (v4.4), 2858 (v5.1)GFXBench: 41fps (ES 3.1 onscreen);;;Virtual proximity sensing;
https://www.gsmarena.com/oneplus_7_pro_5g-9704.php;https://fdn2.gsmarena.com/vv/bigpic/oneplus-7-pro-r1.jpg;OnePlus 7 Pro 5G;Released 2019, September 06;206g, 8.8mm thickness;Android 9.0, up to 10, OxygenOS 10.0.4;128GB/256GB storage, no card slot;174;0.4%;1,230,049 hits;"6.67""";1440x3120 pixels;6-12 GB RAM;Snapdragon 855;4000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 800 / 850 / 900 / 1700(AWS) / 1800 / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 29, 32, 34, 38, 39, 40, 41, 66;;;2019, May 14;Available. Released 2019, September 06;162.6 x 75.9 x 8.8 mm (6.40 x 2.99 x 0.35 in);206 g (7.27 oz);Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame;Dual SIM (Nano-SIM, dual stand-by);;Fluid AMOLED, 90Hz, HDR10+;6.67 inches, 109.2 cm(~88.5% screen-to-body ratio);1440 x 3120 pixels, 19.5:9 ratio (~515 ppi density);Android 9.0 (Pie), upgradable to Android 10, OxygenOS 10.0.4;Qualcomm SM8150 Snapdragon 855 (7 nm);Octa-core (1x2.84 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485);Adreno 640;No;128GB 6GB RAM, 256GB 8GB RAM, 256GB 12GB RAM;UFS 3.0;"48 MP, f/1.6, (wide), 1/2.0"", 0.8µm, PDAF, Laser AF, OIS8 MP, f/2.4, 78mm (telephoto), 3x zoom, PDAF, OIS16 MP, f/2.2, 13mm (ultrawide)";Dual-LED dual-tone flash, panorama, HDR;4K@30/60fps, 1080p@30/60/240fps, 720p@480fps, Auto HDR, gyro-EIS, no video rec. with ultrawide camera;"Motorized pop-up 16 MP, f/2.0, 25mm (wide), 1/3.06"", 1.0µm";1080p@30fps, gyro-EIS;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA;5.0, A2DP, LE, aptX HD;GPS (L1+L5), GLONASS (G1), BDS (B1), GALILEO (E1+E5a);Yes;No;USB Type-C 3.1, OTG;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;Li-Po 4000 mAh, non-removable;Mirror Grey, Almond, Nebula Blue;41 NSA/Sub6/mmWave;HSPA 42.2/5.76 Mbps, LTE-A (5CA) Cat18 1200/150 Mbps, 5G (2+ Gbps DL);Auto-HDR;;About 800 EUR;Corning Gorilla Glass 5;GM1925;;;;;;
https://www.gsmarena.com/oneplus_7_pro-9689.php;https://fdn2.gsmarena.com/vv/bigpic/oneplus-7-pro-r1.jpg;OnePlus 7 Pro;Released 2019, May 16;206g, 8.8mm thickness;Android 9.0, up to Android 12, OxygenOS 12.1;128GB/256GB storage, no card slot;976;3.3%;6,846,991 hits;"6.67""";1440x3120 pixels;6-12 GB RAM;Snapdragon 855;4000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 800 / 850 / 900 / 1700(AWS) / 1800 / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 29, 32, 34, 38, 39, 40, 41, 66 - Global;;;2019, May 14;Available. Released 2019, May 16;162.6 x 75.9 x 8.8 mm (6.40 x 2.99 x 0.35 in);206 g (7.27 oz);Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame;Dual SIM (Nano-SIM, dual stand-by);;Fluid AMOLED, 90Hz, HDR10+;6.67 inches, 108.8 cm(~88.1% screen-to-body ratio);1440 x 3120 pixels, 19.5:9 ratio (~516 ppi density);Android 9.0 (Pie), upgradable to Android 12, OxygenOS 12.1;Qualcomm SM8150 Snapdragon 855 (7 nm);Octa-core (1x2.84 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485);Adreno 640;No;128GB 6GB RAM, 256GB 8GB RAM, 256GB 12GB RAM;UFS 3.0;"48 MP, f/1.6, (wide), 1/2.0"", 0.8µm, PDAF, Laser AF, OIS8 MP, f/2.4, 78mm (telephoto), 3x optical zoom, PDAF, OIS16 MP, f/2.2, 17mm (ultrawide), AF";Dual-LED flash, panorama, HDR;4K@30/60fps, 1080p@30/60/240fps, 720p@480fps, Auto HDR, gyro-EIS, no video rec. with ultrawide camera;"Motorized pop-up 16 MP, f/2.0, 25mm (wide), 1/3.06"", 1.0µm";1080p@30fps, gyro-EIS;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA;5.0, A2DP, LE, aptX HD;GPS (L1+L5), GLONASS (G1), BDS (B1), GALILEO (E1+E5a);Yes;No;USB Type-C 3.1, OTG;Fingerprint (under display, optical), accelerometer, gyro, compass;Li-Po 4000 mAh, non-removable;Mirror Grey, Almond, Nebula Blue;;HSPA 42.2/5.76 Mbps, LTE-A (5CA) Cat18 1200/150 Mbps;Auto-HDR;;About 590 EUR;Corning Gorilla Glass 5;GM1911, GM1913, GM1917, GM1910, GM1915;;AnTuTu: 364025 (v7)GeekBench: 10943 (v4.4), 2721 (v5.1)GFXBench: 19fps (ES 3.1 onscreen);;;Virtual proximity sensing;
https://www.gsmarena.com/oneplus_7-9623.php;https://fdn2.gsmarena.com/vv/bigpic/oneplus-7--.jpg;OnePlus 7;Released 2019, June 04;182g, 8.2mm thickness;Android 9.0, up to Android 12, OxygenOS 12.1;128GB/256GB storage, no card slot;432;1.7%;4,054,406 hits;"6.41""";1080x2340 pixels;6-12 GB RAM;Snapdragon 855;3700 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 800 / 850 / 900 / 1700(AWS) / 1800 / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 26, 28, 29, 32, 34, 38, 39, 40, 41;;;2019, May 14;Available. Released 2019, June 04;157.7 x 74.8 x 8.2 mm (6.21 x 2.94 x 0.32 in);182 g (6.42 oz);Glass front (Gorilla Glass 6), glass back (Gorilla Glass 5), aluminum frame;Dual SIM (Nano-SIM, dual stand-by);;Optic AMOLED, HDR10;6.41 inches, 100.9 cm(~85.5% screen-to-body ratio);1080 x 2340 pixels, 19.5:9 ratio (~402 ppi density);Android 9.0 (Pie), upgradable to Android 12, OxygenOS 12.1;Qualcomm SM8150 Snapdragon 855 (7 nm);Octa-core (1x2.84 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485);Adreno 640;No;128GB 6GB RAM, 256GB 8GB RAM, 256GB 12GB RAM;UFS 3.0;"48 MP, f/1.7, (wide), 1/2.0"", 0.8µm, PDAF, OIS5 MP, f/2.4, (depth)";Dual-LED flash, HDR, panorama;4K@30/60fps, 1080p@30/60/240fps, 720p@480fps, Auto HDR, gyro-EIS;"16 MP, f/2.0, 25mm (wide), 1/3.06"", 1.0µm";1080p@30fps, gyro-EIS;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA;5.0, A2DP, LE, aptX HD;GPS (L1+L5), GLONASS (G1), BDS (B1), GALILEO (E1+E5a);Yes;No;USB Type-C 3.1, OTG;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;Li-Po 3700 mAh, non-removable;Mirror Gray, Red, Mirror Blue;;HSPA 42.2/5.76 Mbps, LTE-A (5CA) Cat16 1024/150 Mbps;Auto-HDR;;About 400 EUR;Corning Gorilla Glass 6;GM1901, GM1900, GM1905, GM1903;;AnTuTu: 367812 (v7)GeekBench: 11075 (v4.4)GFXBench: 36fps (ES 3.1 onscreen);;;;
https://www.gsmarena.com/oneplus_6t_mclaren-9469.php;https://fdn2.gsmarena.com/vv/bigpic/oneplus-6t-mclaren-edition.jpg;OnePlus 6T McLaren;Released 2018, December 13;185g, 8.2mm thickness;Android 9.0, up to Android 10, OxygenOS 10;256GB storage, no card slot;217;0.4%;1,159,611 hits;"6.41""";1080x2340 pixels;10 GB RAM;Snapdragon 845;3700 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 800 / 850 / 900 / 1700(AWS) / 1800 / 1900 / 2100;1, 2, 3, 4, 5, 7, 12, 13, 17, 18, 19, 20, 25, 26, 28, 29, 30, 32, 34, 38, 39, 40, 41, 46, 66, 71;;;2018, December 11;Available. Released 2018, December 13;157.5 x 74.8 x 8.2 mm (6.20 x 2.94 x 0.32 in);185 g (6.53 oz);Glass front (Gorilla Glass 6), glass back, aluminum frame;Dual SIM (Nano-SIM, dual stand-by);;Optic AMOLED;6.41 inches, 100.9 cm(~85.6% screen-to-body ratio);1080 x 2340 pixels, 19.5:9 ratio (~402 ppi density);Android 9.0 (Pie), upgradable to Android 10, OxygenOS 10;Qualcomm SDM845 Snapdragon 845 (10 nm);Octa-core (4x2.8 GHz Kryo 385 Gold & 4x1.7 GHz Kryo 385 Silver);Adreno 630;No;256GB 10GB RAM;UFS 2.1;"16 MP, f/1.7, 25mm (wide), 1/2.6"", 1.22µm, PDAF, OIS20 MP (16 MP effective), f/1.7, 25mm (wide), 1/2.8"", 1.0µm, PDAF";Dual-LED flash, HDR, panorama;4K@30/60fps, 1080p@30/60/240fps, 720p@480fps, Auto HDR, gyro-EIS;"16 MP, f/2.0, 25mm (wide), 1/3.06"", 1.0µm";1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA;5.0, A2DP, aptX HD, LE;GPS, GLONASS, BDS, GALILEO;Yes;No;USB Type-C 2.0, OTG;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;Li-Po 3700 mAh, non-removable;Speed Orange;;HSPA 42.2/5.76 Mbps, LTE-A (5CA) Cat16 1024/150 Mbps;Auto-HDR, gyro-EIS;Dirac HD sound;About 700 EUR;Corning Gorilla Glass 6;;;AnTuTu: 292716 (v7)GeekBench: 9005 (v4.4);;;;
