Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;gprstext;edge;year;status;dimensions;weight;sim;bodyother;displaytype;displaysize;displayresolution;os;chipset;cpu;memoryslot;internalmemory;cam1modules;cam1video;cam2modules;cam2video;wlan;bluetooth;gps;nfc;radio;usb;sensors;batdescription1;battalktime1;colors;price;net3g;net4g;speed;gpu;cam1features;memoryother;featuresother;cam2features;optionalother;batstandby1;tbench;batlife;displayprotection;models;sar-eu;batmusicplayback1;displayother;sar-us
https://www.gsmarena.com/acer_iconia_one_8_b1_820-7217.php;https://fdn2.gsmarena.com/vv/bigpic/acer-iconia-one-8-b1-820.jpg;Acer Iconia One 8 B1-820;Released 2015, May;355g, 9.5mm thickness;Android 5.0;16GB/32GB storage, microSDHC;5;0.1%;316,055 hits;"8.0""";800x1280 pixels;1 GB RAM;Intel Atom Z3735G;4550 mAh Li-Ion;N/A;No;No;2015, April. Released 2015, May;Discontinued;213.9 x 127.7 x 9.5 mm (8.42 x 5.03 x 0.37 in);355 g (12.52 oz);No;;IPS LCD;8.0 inches, 185.6 cm(~67.9% screen-to-body ratio);800 x 1280 pixels, 16:10 ratio (~189 ppi density);Android 5.0 (Lollipop);Intel Atom Z3735G;Quad-core 1.33 GHz;microSDHC (dedicated slot);16GB 1GB RAM, 32GB 1GB RAM;5 MP;1080p@30fps;VGA;;Wi-Fi 802.11 b/g/n;4.0, A2DP;GPS, GLONASS;No;No;microUSB 2.0;Accelerometer;Li-Ion 4550 mAh, non-removable (17.2 Wh);Up to 8 h 30 min (multimedia);Black, White;About 180 EUR;;;;;;;;;;;;;;;;;;
https://www.gsmarena.com/acer_iconia_tab_a3_a20-7136.php;https://fdn2.gsmarena.com/vv/bigpic/acer-a3-20.jpg;Acer Iconia Tab A3-A20;Released 2014, October;508g, 10.2mm thickness;Android 4.4;16GB storage, microSDXC;5;0.1%;226,635 hits;"10.1""";1280x800 pixels;1 GB RAM;MT8127;5910 mAh Li-Po;N/A;No;No;2014, October. Released 2014, October;Discontinued;256.5 x 170.2 x 10.2 mm (10.10 x 6.70 x 0.40 in);508 g (1.12 lb);No;;LED-backlit IPS LCD;10.1 inches, 295.8 cm(~67.8% screen-to-body ratio);1280 x 800 pixels, 16:10 ratio (~149 ppi density);Android 4.4 (KitKat);Mediatek MT8127 (28 nm);Quad-core 1.3 GHz Cortex-A7;microSDXC (dedicated slot);16GB 1GB RAM;5 MP, AF;720p;2 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;A-GPS only;No;No;microUSB 2.0;Accelerometer;Li-Po 5910 mAh, non-removable (A3-A20-K1AY);Up to 9 h (multimedia);Black, White;About 190 EUR;;;;Mali-450MP4;;;;;;;;;Corning Gorilla Glass 4, oleophobic coating;;;;;
https://www.gsmarena.com/acer_iconia_tab_a3_a20fhd-7135.php;https://fdn2.gsmarena.com/vv/bigpic/acer-a3-20.jpg;Acer Iconia Tab A3-A20FHD;Released 2014, October;508g, 10.2mm thickness;Android 4.4;32GB storage, microSDXC;8;N/A;178,010 hits;"10.1""";1920x1200 pixels;2 GB RAM;MT8127;5910 mAh Li-Po;N/A;No;No;2014, October. Released 2014, October;Discontinued;256.5 x 170.2 x 10.2 mm (10.10 x 6.70 x 0.40 in);508 g (1.12 lb);No;;LED-backlit IPS LCD;10.1 inches, 295.8 cm(~67.8% screen-to-body ratio);1920 x 1200 pixels, 16:10 ratio (~224 ppi density);Android 4.4 (KitKat);Mediatek MT8127 (28 nm);Quad-core 1.5 GHz Cortex-A7;microSDXC (dedicated slot);32GB 2GB RAM;5 MP, AF;720p;2 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;A-GPS only;No;No;microUSB 2.0;Accelerometer;Li-Po 5910 mAh, non-removable (A3-A20FHD-K8KX);Up to 8 h (multimedia);Black, White;About 230 EUR;;;;Mali-450MP4;;;;;;;;;Corning Gorilla Glass 4, oleophobic coating;;;;;
https://www.gsmarena.com/acer_liquid_jade_z-7072.php;https://fdn2.gsmarena.com/vv/bigpic/acer-liquid-jade-z.jpg;Acer Liquid Jade Z;Released 2015, April;110g, 8mm thickness;Android 5.0;8GB/16GB storage, microSDHC;16;N/A;764,364 hits;"5.0""";720x1280 pixels;1/2 GB RAM;MT6732;2300 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;;;2015, March. Released 2015, April;Discontinued;143.5 x 69.8 x 8 mm (5.65 x 2.75 x 0.31 in);110 g (3.88 oz);Hybrid Dual SIM (Nano-SIM, dual stand-by);;IPS LCD;5.0 inches, 68.9 cm(~68.8% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Android 5.0 (Lollipop);Mediatek MT6732 (28 nm);Quad-core 1.5 GHz Cortex-A53;microSDHC (uses shared SIM slot);8GB 1GB RAM (Jade Z), 16GB 2GB RAM (Jade Z+);13 MP, f/1.8, AF;1080p@30fps;5 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP, EDR;GPS;No;FM radio;microUSB 2.0;Accelerometer, gyro, proximity, compass;Li-Po 2300 mAh, non-removable;Up to 7 h (2G) / Up to 4 h (3G);Black, White;About 200 EUR;HSDPA 900 / 2100;1, 3, 7, 20;HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps;Mali-T760MP2;LED flash, HDR, panorama;;;;;Up to 410 h (2G) / Up to 400 h (3G);;;Corning Gorilla Glass 3;;;;;
https://www.gsmarena.com/acer_liquid_z520-7073.php;https://fdn2.gsmarena.com/vv/bigpic/acer-liquid-z520.jpg;Acer Liquid Z520;Released 2015, April;118g, 6.4mm thickness;Android 4.4.2;8GB/16GB storage, microSDHC;10;0.1%;2,313,148 hits;"5.0""";480x854 pixels;1/2 GB RAM;MT6582M;2000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only);;;2015, March. Released 2015, April;Discontinued;154 x 86 x 6.4 mm (6.06 x 3.39 x 0.25 in);118 g (4.16 oz);Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by);;TFT;5.0 inches, 75.7 cm(~57.1% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~187 ppi density);Android 4.4.2 (KitKat);Mediatek MT6582M (28 nm);Quad-core 1.3 GHz Cortex-A7;microSDHC (dedicated slot);8GB 1GB RAM, 16GB 2GB RAM;8 MP, AF;1080p@30fps, 720p@60fps;2 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Po 2000 mAh, removable;;Black, White;About 130 EUR;HSDPA 900 / 2100;;HSPA;Mali-400MP2;LED flash, HDR, panorama;;;;;;;;;Z520;;;;
https://www.gsmarena.com/acer_liquid_z220-7074.php;https://fdn2.gsmarena.com/vv/bigpic/acer-liquid-z220.jpg;Acer Liquid Z220;Released 2015, April;120g, 9.6mm thickness;Android 5.0;8GB storage, microSDHC;11;0.1%;1,677,109 hits;"4.0""";480x800 pixels;1 GB RAM;Snapdragon 200;1300 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only);;;2015, March. Released 2015, April;Discontinued;125.3 x 64 x 9.6 mm (4.93 x 2.52 x 0.38 in);120 g (4.23 oz);Single SIM (Mini-SIM) or Dual SIM (Mini-SIM/Micro-SIM, dual stand-by);;IPS LCD;4.0 inches, 45.5 cm(~56.8% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~233 ppi density);Android 5.0 (Lollipop);Qualcomm Snapdragon 200 (28 nm);Dual-core 1.2 GHz Cortex-A7;microSDHC (dedicated slot);8GB 1GB RAM;5 MP, AF;720p@30fps;2 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer;Li-Ion 1300 mAh, removable;;Black, White;About 90 EUR;HSDPA 900 / 2100;;HSPA;Adreno 302;LED flash;eMMC 4.5;;;;;;;;Z220;;;;
https://www.gsmarena.com/acer_liquid_m220-7071.php;https://fdn2.gsmarena.com/vv/bigpic/acer-liquid-m220.jpg;Acer Liquid M220;Released 2015, May;119g, 9.6mm thickness;Microsoft Windows Phone 8.1;4GB/8GB storage, microSDHC;13;N/A;634,422 hits;"4.0""";480x800 pixels;1 GB RAM;Snapdragon 200;1300 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only);;;2015, March. Released 2015, May;Discontinued;124.9 x 64 x 9.6 mm (4.92 x 2.52 x 0.38 in);119 g (4.20 oz);Single SIM (Mini-SIM) or Dual SIM (Mini-SIM/Micro-SIM, dual stand-by);;TFT;4.0 inches, 45.5 cm(~57.0% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~233 ppi density);Microsoft Windows Phone 8.1;Qualcomm MSM8210 Snapdragon 200 (28 nm);Dual-core 1.2 GHz Cortex-A7;microSDHC (dedicated slot);4GB 512MB RAM (M220), 8GB 1GB RAM (M220+);5 MP, AF;Yes;2 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 1300 mAh, removable;Up to 4 h;Mystic Black, Pure White;About 80 EUR;HSDPA 900 / 2100;;HSPA 21.1/5.76 Mbps;Adreno 302;LED flash, panorama;eMMC 4.5;;;;Up to 200 h;;;;;;;;
https://www.gsmarena.com/acer_liquid_z410-6912.php;https://fdn2.gsmarena.com/vv/bigpic/acer-liquid-z410.jpg;Acer Liquid Z410;Released 2015, February;145g, 9.9mm thickness;Android 4.4.4;8GB/16GB storage, microSDHC;16;N/A;924,531 hits;"4.5""";540x960 pixels;1/2 GB RAM;MT6732M;2000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only);;;2015, January. Released 2015, February;Discontinued;136 x 66.7 x 9.9 mm (5.35 x 2.63 x 0.39 in);145 g (5.11 oz);Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by);;IPS LCD;4.5 inches, 55.8 cm(~61.5% screen-to-body ratio);540 x 960 pixels, 16:9 ratio (~245 ppi density);Android 4.4.4 (KitKat);Mediatek MT6732M (28 nm);Quad-core 1.3 GHz Cortex-A53;microSDHC (dedicated slot);8GB 1GB RAM, 16GB 2GB RAM;5 MP, AF;Yes, dual shot;2 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Po 2000 mAh, removable;;Black;About 130 EUR;HSDPA 900 / 2100;1, 3, 7, 20;HSPA, LTE Cat4 150/50 Mbps;Mali-T760MP2;LED flash;;;;;;;;;;;;;
https://www.gsmarena.com/acer_liquid_jade_s-6864.php;https://fdn2.gsmarena.com/vv/bigpic/acer-liquid-jade-s-s56.jpg;Acer Liquid Jade S;Released 2014, December;116g, 7.8mm thickness;Android 4.4.4, up to 5.1;16GB storage, microSDHC;27;N/A;728,299 hits;"5.0""";720x1280 pixels;2 GB RAM;MT6752M;2300 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;;;2014, December. Released 2014, December;Discontinued;143 x 69 x 7.8 mm (5.63 x 2.72 x 0.31 in);116 g (4.09 oz);Hybrid Dual SIM (Nano-SIM, dual stand-by);;IPS LCD;5.0 inches, 68.9 cm(~69.8% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Android 4.4.4 (KitKat), upgradable to 5.1 (Lollipop);Mediatek MT6752M;Octa-core 1.5 GHz Cortex-A53;microSDHC (uses shared SIM slot);16GB 2GB RAM;13 MP, f/1.8, AF;1080p@30fps;5 MP, f/2.2;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP, EDR;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity, compass;Li-Ion 2300 mAh, non-removable;Up to 6 h (3G);Black, White, Red, Pink;About 200 EUR;HSDPA 900 / 2100;3, 8, 28 - Taiwan;HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps;Mali-T760MP2;LED flash, HDR, panorama;;;;;Up to 250 h (3G);Basemark OS II 2.0: 725Basemark X: 3934;;Corning Gorilla Glass 3;S56;;;;
https://www.gsmarena.com/acer_liquid_z500-6635.php;https://fdn2.gsmarena.com/vv/bigpic/acer-liquid-z5.jpg;Acer Liquid Z500;Released 2014, Septeber;150g, 8.8mm thickness;Android 4.4.2;4GB/16GB storage, microSDHC;17;N/A;1,960,368 hits;"5.0""";720x1280 pixels;1/2 GB RAM;MT6582;2000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only);;;2014, September. Released 2014, Septeber;Discontinued;145 x 73 x 8.8 mm (5.71 x 2.87 x 0.35 in);150 g (5.29 oz);Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by);;IPS LCD;5.0 inches, 68.9 cm(~65.1% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Android 4.4.2 (KitKat);Mediatek MT6582 (28 nm);Quad-core 1.3 GHz Cortex-A7;microSDHC (dedicated slot);4GB 1GB RAM, 16GB 2GB RAM;8 MP, AF;1080p@30fps;2 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP, EDR;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 2000 mAh, non-removable;;Aquamarine Green, Sandy Silver, Titanium Black;About 150 EUR;HSDPA 900 / 2100;;HSPA;Mali-400MP2;LED flash, HDR;;;;;;;;Corning Gorilla Glass 3;;0.62 W/kg (head);;;
https://www.gsmarena.com/acer_liquid_x1-6419.php;https://fdn2.gsmarena.com/vv/bigpic/acer-liquid-x1.jpg;Acer Liquid X1;Released 2014, September;164g, 8.5mm thickness;Android 4.4.2;16GB storage, microSDHC;15;N/A;938,283 hits;"5.7""";720x1280 pixels;2 GB RAM;MT6592;2700 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;;;2014, June. Released 2014, September;Discontinued;153.3 x 80.4 x 8.5 mm (6.04 x 3.17 x 0.33 in);164 g (5.78 oz);Micro-SIM;;IPS LCD;5.7 inches, 89.6 cm(~72.7% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~258 ppi density);Android 4.4.2 (KitKat);Mediatek MT6592 (28 nm);Octa-core 1.7 GHz Cortex-A7;microSDHC (dedicated slot);16GB 2GB RAM;13 MP, AF;1080p@30fps;2 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity, compass;Li-Ion 2700 mAh, removable;Up to 6 h (3G);Graphite black, Wine red;About 260 EUR;HSDPA 900 / 2100;3, 7;HSPA, LTE;Mali-450MP4;LED flash;;;;;Up to 250 h (3G);;;Corning Gorilla Glass 3;;;;;
https://www.gsmarena.com/acer_liquid_jade-6423.php;https://fdn2.gsmarena.com/vv/bigpic/acer-liquid-jade.jpg;Acer Liquid Jade;Released 2014, July;110g, 7.5mm thickness;Android 4.4.2;8GB/16GB storage, microSDHC;20;N/A;1,213,921 hits;"5.0""";720x1280 pixels;1/2 GB RAM;MT6582;2100 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;;;2014, June. Released 2014, July;Discontinued;140.5 x 69 x 7.5 mm (5.53 x 2.72 x 0.30 in);110 g (3.88 oz);Hybrid Dual SIM (Micro-SIM, dual stand-by);;IPS LCD;5.0 inches, 68.9 cm(~71.1% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Android 4.4.2 (KitKat);Mediatek MT6582 (28 nm);Quad-core 1.3 GHz Cortex-A7;microSDHC (uses shared SIM slot);8GB 1GB RAM, 16GB 2GB RAM;13 MP, AF;1080p@30fps;2 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity, compass;Li-Ion 2100 mAh, non-removable;Up to 5 h (3G);Black, White, Green, Pink, Gray;About 180 EUR;HSDPA 900 / 2100;;HSPA;Mali-400MP2;LED flash;;;;;Up to 330 h (3G);;;Corning Gorilla Glass 3;;;;;
https://www.gsmarena.com/acer_liquid_e700-6420.php;https://fdn2.gsmarena.com/vv/bigpic/acer-liquid-e700.jpg;Acer Liquid E700;Released 2014, August;155g, 9.9mm thickness;Android 4.4.2;4GB/16GB storage, microSDHC;61;0.1%;2,234,816 hits;"5.0""";720x1280 pixels;1/2 GB RAM;MT6582;3500 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 & SIM 3;;;2014, June. Released 2014, August;Discontinued;147.3 x 73 x 9.9 mm (5.80 x 2.87 x 0.39 in);155 g (5.47 oz);Triple SIM (Micro-SIM);;IPS LCD;5.0 inches, 68.9 cm(~64.1% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Android 4.4.2 (KitKat);Mediatek MT6582 (28 nm);Quad-core 1.2 GHz Cortex-A7;microSDHC (dedicated slot);4GB 1GB RAM, 16GB 2GB RAM;8 MP, AF;1080p@30fps;2 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 3500 mAh, non-removable;Up to 24 h;Titan Black, Burgundy Red;About 200 EUR;HSDPA 850 / 900 / 1900 / 2100;;HSPA;Mali-400MP2;LED flash;;;LED flash;;Up to 1440 h;;;;;;Up to 100 h;;
https://www.gsmarena.com/acer_liquid_e600-6421.php;https://fdn2.gsmarena.com/vv/bigpic/acer-liquid-e600-1.jpg;Acer Liquid E600;Released 2014, September;155g, 9.5mm thickness;Android 4.4.2;4GB/16GB storage, microSDHC;4;N/A;485,361 hits;"5.0""";480x854 pixels;1/2 GB RAM;Snapdragon 400;2500 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;;;2014, June. Released 2014, September;Discontinued;147 x 72 x 9.5 mm (5.79 x 2.83 x 0.37 in);155 g (5.47 oz);Micro-SIM;;IPS LCD;5.0 inches, 68.9 cm(~65.1% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~196 ppi density);Android 4.4.2 (KitKat);Qualcomm MSM8926 Snapdragon 400 (28 nm);Quad-core 1.2 GHz Cortex-A7;microSDHC (dedicated slot);4GB 1GB RAM, 16GB 2GB RAM;8 MP, AF;Yes;2 MP or VGA;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 2500 mAh, non-removable;Up to 6 h (3G);Black, Green, Dark red;About 200 EUR;HSDPA 900 / 2100;1, 3, 7, 20;HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps;Adreno 305;LED flash, HDR;eMMC 4.5;;;;;;;;;;;;
https://www.gsmarena.com/acer_liquid_z200-6422.php;https://fdn2.gsmarena.com/vv/bigpic/acer-liquid-z200.jpg;Acer Liquid Z200;Released 2014, September;130g, 10.3mm thickness;Android 4.4.2;4GB 512MB RAM storage, microSDHC slot;4;0.1%;2,270,121 hits;"4.0""";480x800 pixels;512 MB RAM;MT6572M;1300 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only);;;2014, June. Released 2014, September;Discontinued;126 x 65 x 10.3 mm (4.96 x 2.56 x 0.41 in);130 g (4.59 oz);Single SIM (Mini-SIM) or Dual SIM (Mini-SIM/Micro-SIM, dual stand-by);;TFT;4.0 inches, 45.5 cm(~55.6% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~233 ppi density);Android 4.4.2 (KitKat);Mediatek MT6572M (28 nm);Dual-core 1.0 GHz Cortex-A7;microSDHC (dedicated slot);4GB 512MB RAM;2 MP;Yes;No;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer;Li-Ion 1300 mAh, removable;;Titanium Black, Essential White, Fragrant Pink, Sky Blue, Sunshine Yellow;About 90 EUR;HSDPA 900 / 2100;;HSPA;Mali-400;Panorama;;;;;;;;;;;;;
https://www.gsmarena.com/acer_iconia_tab_8_a1_840fhd-6424.php;https://fdn2.gsmarena.com/vv/bigpic/acer-iconia-tab-8-2014-1.jpg;Acer Iconia Tab 8 A1-840FHD;Released 2014, September;360g, 8.5mm thickness;Android 4.4.2;16GB/32GB storage, microSDHC;12;0.1%;647,559 hits;"8.0""";1200x1920 pixels;2 GB RAM;Intel Atom Z3745;4600 mAh Li-Ion;N/A;No;No;2014, June. Released 2014, September;Discontinued;215 x 130 x 8.5 mm (8.46 x 5.12 x 0.33 in);360 g (12.70 oz);No;;IPS LCD;8.0 inches, 185.6 cm(~66.4% screen-to-body ratio);1200 x 1920 pixels, 16:10 ratio (~283 ppi density);Android 4.4.2 (KitKat);Intel Atom Z3745;Quad-core 1.86 GHz;microSDHC (dedicated slot);16GB 2GB RAM, 32GB 2GB RAM;5 MP;Yes;2 MP;;Wi-Fi 802.11 a/b/g/n, dual-band;4.0, A2DP;GPS, GLONASS;No;No;microUSB 2.0;Accelerometer;Li-Ion 4600 mAh, non-removable;Up to 7 h 30 min (multimedia);Silver;About 200 EUR;;;;Intel Gen 7 (Ivy Bridge);;;HDMI port;;;;;;;;;;;
https://www.gsmarena.com/acer_iconia_tab_7_a1_713-6343.php;https://fdn2.gsmarena.com/vv/bigpic/acer-iconia-tab-7.jpg;Acer Iconia Tab 7 A1-713;Released 2014, August;298g, 9.9mm thickness;Android 4.2.2, up to 4.4.2;16GB storage, microSDHC;2;N/A;470,206 hits;"7.0""";600x1024 pixels;1 GB RAM;;3400 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 N/A;Yes;Yes;2014, April. Released 2014, August;Discontinued;8.9 mm thickness;298 g (10.51 oz);Mini-SIM;;TFT;7.0 inches, 137.9 cm;600 x 1024 pixels, 16:9 ratio (~170 ppi density);Android 4.2.2 (Jelly Bean), upgradable to 4.4.2 (KitKat);;Quad-core;microSDHC (dedicated slot);16GB 1GB RAM;2 MP;Yes;Yes;;Wi-Fi 802.11 b/g/n;4.0, A2DP;GPS;No;No;microUSB 2.0;Accelerometer;Li-Ion 3400 mAh, non-removable;Up to 6 h (multimedia);Black;About 110 EUR;HSDPA;;HSPA;;;;;;;;;;;;;;;
https://www.gsmarena.com/acer_iconia_tab_7_a1_713hd-6342.php;https://fdn2.gsmarena.com/vv/bigpic/acer-iconia-tab-7.jpg;Acer Iconia Tab 7 A1-713HD;Released 2014, August;298g, 9.9mm thickness;Android 4.4.2;16GB storage, microSDHC;5;N/A;529,440 hits;"7.0""";800x1280 pixels;1 GB RAM;;3400 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 N/A;Yes;Yes;2014, April. Released 2014, August;Discontinued;8.9 mm thickness;298 g (10.51 oz);Mini-SIM;;IPS LCD;7.0 inches, 142.1 cm;800 x 1280 pixels, 16:10 ratio (~216 ppi density);Android 4.4.2 (KitKat);;Quad-core;microSDHC (dedicated slot);16GB 1GB RAM;5 MP;Yes;Yes;;Wi-Fi 802.11 b/g/n;4.0, A2DP;GPS;No;No;microUSB 2.0;Accelerometer;Li-Ion 3400 mAh, non-removable;Up to 6 h (multimedia);Black;About 150 EUR;HSDPA;;HSPA;;;;;;;;;;;;;;;
https://www.gsmarena.com/acer_iconia_one_7_b1_730-6341.php;https://fdn2.gsmarena.com/vv/bigpic/acer-iconia-one-7.jpg;Acer Iconia One 7 B1-730;Released 2014, June;9.9mm thickness;Android 4.2.2, up to 4.4.2;8GB storage, microSDHC;10;0.1%;923,655 hits;"7.0""";800x1280 pixels;1 GB RAM;Intel Atom Z2560;3700 mAh Li-Ion;N/A;No;No;2014, April. Released 2014, June;Discontinued;8.9 mm thickness;-;No;;IPS LCD;7.0 inches, 142.1 cm;800 x 1280 pixels, 16:10 ratio (~216 ppi density);Android 4.2.2 (Jelly Bean), upgradable to 4.4.2 (KitKat);Intel Atom Z2560;Dual-core 1.6 GHz;microSDHC (dedicated slot);8GB 1GB RAM;5 MP;Yes;Yes;;Wi-Fi 802.11 b/g/n;4.0, A2DP;No;No;No;microUSB 2.0;Accelerometer;Li-Ion 3700 mAh, non-removable;Up to 7 h (multimedia);Red, white, black, blue, pink;About 90 EUR;;;;PowerVR SGX544MP2;;;;;;;;;;;;;;
https://www.gsmarena.com/acer_liquid_e3_duo_plus-6680.php;https://fdn2.gsmarena.com/vv/bigpic/acer-liquid-e3-plus.jpg;Acer Liquid E3 Duo Plus;Released 2014, Q3;8.9mm thickness;Android 4.2.2;16GB storage, microSDHC;6;N/A;334,922 hits;"4.7""";720x1280 pixels;2 GB RAM;MT6589;2000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;Yes;Yes;2014, Q3. Released 2014, Q3;Discontinued;138 x 69 x 8.9 mm (5.43 x 2.72 x 0.35 in);-;Dual SIM;;IPS LCD;4.7 inches, 60.9 cm(~64.0% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~312 ppi density);Android 4.2.2 (Jelly Bean);Mediatek MT6589 (28 nm);Quad-core 1.2 GHz Cortex-A7;microSDHC (dedicated slot);16GB 2GB RAM;13 MP, AF;Yes;2 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS, GLONASS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 2000 mAh, non-removable;Up to 5 h;Black;About 240 EUR;HSDPA;;HSPA;PowerVR SGX544;LED flash;;;LED flash;;Up to 260 h;;;;;;;;
https://www.gsmarena.com/acer_liquid_e3-6116.php;https://fdn2.gsmarena.com/vv/bigpic/acer-liquid-e3-new.jpg;Acer Liquid E3;Released 2014, April;134g, 9mm thickness;Android 4.2.2;4GB 1GB RAM storage, microSDHC slot;30;N/A;1,360,443 hits;"4.7""";720x1280 pixels;1 GB RAM;MT6589;2500 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only);Yes;Yes;2014, February. Released 2014, April;Discontinued;136 x 68 x 9 mm (5.35 x 2.68 x 0.35 in);134 g (4.73 oz);Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by);;IPS LCD;4.7 inches, 60.9 cm(~65.8% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~312 ppi density);Android 4.2.2 (Jelly Bean);Mediatek MT6589 (28 nm);Quad-core 1.2 GHz Cortex-A7;microSDHC (dedicated slot);4GB 1GB RAM;13 MP, AF;Yes;2 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS, GLONASS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 2500 mAh, non-removable;Up to 5 h;Black/White;About 200 EUR;HSDPA;;HSPA;PowerVR SGX544;LED flash;;;LED flash;;Up to 260 h;;;;;;;;
