Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;speed;year;status;dimensions;weight;sim;displaytype;displaysize;displayresolution;displayprotection;os;chipset;cpu;gpu;memoryslot;internalmemory;cam1modules;cam1features;cam1video;cam2modules;cam2features;cam2video;wlan;bluetooth;gps;nfc;radio;usb;sensors;batdescription1;batstandby1;battalktime1;colors;sar-us;net4g;memoryother;price;sar-eu;bodyother;featuresother;gprstext;edge;displayother;models
https://www.gsmarena.com/verykool_kolorpad_lte_tl8010-8215.php;https://fdn2.gsmarena.com/vv/bigpic/verykool-tl8010.jpg;verykool Kolorpad LTE TL8010;Released 2016, July;334g, 8.5mm thickness;Android 5.1;8GB storage, microSDXC;2;N/A;64,537 hits;"8.0""";800x1280 pixels;1 GB RAM;MT8735;4060 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1700(AWS) / 1900;HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps;2016, July. Released 2016, July;Discontinued;211 x 125.3 x 8.5 mm (8.31 x 4.93 x 0.33 in);334 g (11.78 oz);Dual SIM (Micro-SIM, dual stand-by);IPS LCD;8.0 inches, 185.6 cm(~70.2% screen-to-body ratio);800 x 1280 pixels, 16:10 ratio (~189 ppi density);;Android 5.1 (Lollipop);Mediatek MT8735;Quad-core 1.0 GHz Cortex-A53;Mali-T720MP2;microSDXC;8GB 1GB RAM;8 MP, f/2.8, AF;LED flash, panorama;720p@30fps;5 MP, f/2.8;;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.0, A2DP, LE;GPS;No;Stereo FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 4060 mAh battery;Up to 192 h (3G);Up to 12 h (3G);Black/Gray;0.47 W/kg (head)     1.23 W/kg (body);;;;;;;;;;
https://www.gsmarena.com/verykool_s4007_leo_iv-8214.php;https://fdn2.gsmarena.com/vv/bigpic/verykool-s4007.jpg;verykool s4007 Leo IV;Released 2016, July;113g, 10.5mm thickness;Android 4.4;4GB 512MB RAM storage, microSDHC slot;0;N/A;59,448 hits;"4.0""";480x800 pixels;512 MB RAM;MT6572;1300 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1900;HSPA 21.1/5.76 Mbps;2016, July. Released 2016, July;Discontinued;126 x 65 x 10.5 mm (4.96 x 2.56 x 0.41 in);113 g (3.99 oz);Dual SIM (Mini-SIM/ Micro-SIM, dual stand-by);IPS LCD;4.0 inches, 45.5 cm(~55.6% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~233 ppi density);;Android 4.4 (KitKat);Mediatek MT6572 (28 nm);Dual-core 1.3 GHz Cortex-A7;Mali-400;microSDHC;4GB 512MB RAM;5 MP, f/2.8;LED flash, panorama;1080p@30fps;2 MP, f/2.8;;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.0, A2DP, LE;GPS;No;Stereo FM radio;microUSB 2.0;Accelerometer;Li-Ion 1300 mAh battery;Up to 192 h (3G);Up to 5 h (3G);White, Black;0.47 W/kg (head)     0.51 W/kg (body);;;;;;;;;;
https://www.gsmarena.com/verykool_s6005_cyprus_ii-8213.php;https://fdn2.gsmarena.com/vv/bigpic/verykool-s6005.jpg;verykool s6005 Cyprus II;Released 2016, July;165g, 9mm thickness;Android 6.0;8GB storage, microSDXC;1;N/A;77,041 hits;"6.0""";720x1280 pixels;1 GB RAM;MT6580;3000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1700(AWS) / 1900;HSPA 21.1/5.76 Mbps;2016, July. Released 2016, July;Discontinued;166 x 85.3 x 9 mm (6.54 x 3.36 x 0.35 in);165 g (5.82 oz);Dual SIM (Micro-SIM/Nano-SIM, dual stand-by);IPS LCD;6.0 inches, 99.2 cm(~70.1% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~245 ppi density);Asahi Dragontrail Glass;Android 6.0 (Marshmallow);Mediatek MT6580 (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSDXC;8GB 1GB RAM;13 MP, f/2.4, AF;LED flash, panorama;1080p@30fps;8 MP, f/2.8;;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.0, A2DP, LE;GPS;No;Stereo FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 3000 mAh, removable;Up to 264 h (3G);Up to 8 h (3G);Gray;0.26 W/kg (head)     0.53 W/kg (body);;;;;;;;;;
https://www.gsmarena.com/verykool_s5530_maverick_ii-8173.php;https://fdn2.gsmarena.com/vv/bigpic/verykool-s5530.jpg;verykool s5530 Maverick II;Released 2016, June;156g, 8.5mm thickness;Android 5.1;8GB storage, microSDHC;2;N/A;64,812 hits;"5.5""";720x1280 pixels;1 GB RAM;MT6580;2800 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;HSPA 21.1/5.76 Mbps;2016, June. Released 2016, June;Discontinued;157.2 x 77.7 x 8.5 mm (6.19 x 3.06 x 0.33 in);156 g (5.50 oz);Dual SIM (Micro-SIM/Nano-SIM, dual stand-by);IPS LCD;5.5 inches, 83.4 cm(~68.3% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~267 ppi density);Asahi Dragontrail Glass;Android 5.1 (Lollipop);Mediatek MT6580 (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSDHC;8GB 1GB RAM;"13 MP, f/2.4, 1/4.0"", 1.12µm, AF";LED flash, panorama;1080p@30fps;5 MP, f/2.8;LED flash;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.0, A2DP, LE;GPS;No;Stereo FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 2800 mAh battery;Up to 240 h (3G);Up to 7 h (3G);Gray;;;;;;;;;;;
https://www.gsmarena.com/verykool_s5030_helix_ii-8172.php;https://fdn2.gsmarena.com/vv/bigpic/verykool-s5030.jpg;verykool s5030 Helix II;Released 2016, June;132g, 7.5mm thickness;Android 5.1;8GB storage, microSDHC;0;N/A;80,950 hits;"5.0""";720x1280 pixels;1 GB RAM;MT6580;2200 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1700(AWS) / 1900 / 2100;HSPA 21.1/5.76 Mbps;2016, June. Released 2016, June;Discontinued;147.1 x 72 x 7.5 mm (5.79 x 2.83 x 0.30 in);132 g (4.66 oz);Dual SIM (Micro-SIM/Nano-SIM, dual stand-by);IPS LCD;5.0 inches, 68.9 cm(~65.1% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Asahi Dragontrail Glass;Android 5.1 (Lollipop);Mediatek MT6580 (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSDHC;8GB 1GB RAM;8 MP, f/2.8, AF;LED flash, panorama;1080p@30fps;5 MP, f/2.8;LED flash;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.0, A2DP, LE;GPS;No;Stereo FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 2200 mAh battery;Up to 240 h (3G);Up to 7 h (3G);Black;;;;;;;;;;;
https://www.gsmarena.com/verykool_sl5011_spark_lte-7921.php;https://fdn2.gsmarena.com/vv/bigpic/verycool-spark-lte-sl5011.jpg;verykool SL5011 Spark LTE;Released 2016, February;153g, 7.5mm thickness;Android 5.1;16GB storage, microSDXC;3;N/A;131,007 hits;"5.0""";720x1280 pixels;1 GB RAM;MT6735P;2200 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only);HSDPA 850 / 1700(AWS) / 1900;HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps;2016, February. Released 2016, February;Discontinued;143 x 71.1 x 7.5 mm (5.63 x 2.80 x 0.30 in);153 g (5.40 oz);Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by);IPS LCD;5.0 inches, 68.9 cm(~67.8% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Scratch-resistant glass;Android 5.1 (Lollipop);Mediatek MT6735P (28 nm);Quad-core 1.0 GHz Cortex-A53;Mali-T720MP2;microSDXC (dedicated slot) - single-SIM model;16GB 1GB RAM;"13 MP, f/2.2, 1/4.0"", 1.12µm, AF";Dual-LED flash, panorama;720p@30fps;"8 MP, f/2.8, 1/3.2"", 1.4µm";LED flash;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.0, A2DP, LE;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Po 2200 mAh, non-removable;Up to 264 h (3G);Up to 8 h (3G);Black/Silver, White/Gold;0.32 W/kg (head)     0.88 W/kg (body);2, 4, 5, 7, 17;;About 160 EUR;;;;;;;
https://www.gsmarena.com/verykool_sl6010_cyprus_lte-7890.php;https://fdn2.gsmarena.com/vv/bigpic/verycool-cyprus-lte-sl6010.jpg;verykool SL6010 Cyprus LTE;Released 2016, January;207g, 7.5mm thickness;Android 5.1;16GB storage, microSDXC;2;N/A;110,944 hits;"6.0""";720x1280 pixels;1 GB RAM;MT6735P;2500 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1700(AWS) / 1900;HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps;2016, January. Released 2016, January;Discontinued;167.3 x 84 x 7.5 mm (6.59 x 3.31 x 0.30 in);207 g (7.30 oz);Hybrid Dual SIM (Micro-SIM, dual stand-by);IPS LCD;6.0 inches, 99.2 cm(~70.6% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~245 ppi density);Scratch-resistant glass;Android 5.1 (Lollipop);Mediatek MT6735P (28 nm);Quad-core 1.0 GHz Cortex-A53;Mali-T720MP2;microSDXC (uses shared SIM slot);16GB 1GB RAM;"13 MP, f/2.0, 1/3.2"", 1.4µm, AF";Dual-LED flash, panorama;720p@30fps;"8 MP, f/2.2, 1/3.2"", 1.4µm";LED flash;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.0, A2DP, LE;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Po 2500 mAh, non-removable;Up to 288 h (3G);Up to 9 h (3G);Black, White;0.14 W/kg (head)     0.85 W/kg (body);2, 4, 5, 7, 17;;About 190 EUR;;;;;;;
https://www.gsmarena.com/verykool_s5025_helix-7834.php;https://fdn2.gsmarena.com/vv/bigpic/verykool-s5025.jpg;verykool s5025 Helix;Released 2015, December;136g, 7.9mm thickness;Android 5.1;8GB storage, microSDHC;0;N/A;80,928 hits;"5.0""";720x1280 pixels;1 GB RAM;MT6580;1950 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1700(AWS) / 1900;HSPA 21.1/5.76 Mbps;2015, December. Released 2015, December;Discontinued;143.5 x 72.5 x 7.9 mm (5.65 x 2.85 x 0.31 in);136 g (4.80 oz);Dual SIM (Micro-SIM, dual stand-by);IPS LCD;5.0 inches, 68.9 cm(~66.2% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Scratch-resistant glass;Android 5.1 (Lollipop);Mediatek MT6580 (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSDHC;8GB 1GB RAM;13 MP, AF;LED flash, panorama;1080p@30fps;5 MP;;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.0, A2DP, LE;GPS;No;Stereo FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 1950 mAh, non-removable;Up to 240 h (3G);Up to 7 h (3G);Black, Blue;0.68 W/kg (head)     1.25 W/kg (body);;;;;;;;;;
https://www.gsmarena.com/verykool_s5020_giant-7833.php;https://fdn2.gsmarena.com/vv/bigpic/verykool-s5020.jpg;verykool s5020 Giant;Released 2015, December;139g, 8.5mm thickness;Android 5.1;8GB storage, microSDHC;0;N/A;96,082 hits;"5.0""";480x854 pixels;1 GB RAM;MT6580M;3000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1700(AWS) / 1900;HSPA 21.1/5.76 Mbps;2015, December. Released 2015, December;Discontinued;145 x 76.5 x 8.5 mm (5.71 x 3.01 x 0.33 in);139 g (4.90 oz);Dual SIM (Micro-SIM, dual stand-by);IPS LCD;5.0 inches, 68.9 cm(~62.1% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~196 ppi density);Scratch-resistant glass;Android 5.1 (Lollipop);Mediatek MT6580M (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSDHC;8GB 1GB RAM;8 MP, AF;LED flash, panorama;1080p@30fps;5 MP;;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.0, A2DP, LE;GPS;No;Stereo FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 3000 mAh, removable;Up to 360 h (3G);Up to 11 h (3G);Black, White;1.07 W/kg (head)     1.18 W/kg (body);;;;;;;;;;
https://www.gsmarena.com/verykool_s5001_lotus-7835.php;https://fdn2.gsmarena.com/vv/bigpic/verykool-s5001.jpg;verykool s5001 Lotus;Released 2015, December;159g, 8.9mm thickness;Android 4.4;4GB 512MB RAM storage, microSDHC slot;0;N/A;79,193 hits;"5.0""";480x854 pixels;512 MB RAM;MT6572M;2000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1700(AWS) / 1900;HSPA 21.1/5.76 Mbps;2015, December. Released 2015, December;Discontinued;145 x 71.5 x 8.9 mm (5.71 x 2.81 x 0.35 in);159 g (5.61 oz);Dual SIM (Micro-SIM/ Mini-SIM, dual stand-by);IPS LCD;5.0 inches, 68.9 cm(~66.4% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~196 ppi density);;Android 4.4 (KitKat);Mediatek MT6572M (28 nm);Dual-core 1.0 GHz Cortex-A7;Mali-400;microSDHC;4GB 512MB RAM;5 MP;LED flash, panorama;480p;1.3 MP;;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.0, A2DP, LE;GPS;No;Stereo FM radio;microUSB 2.0;Accelerometer;Li-Ion 2000 mAh battery;Up to 240 h (3G);Up to 7 h (3G);Drak Blue, White;0.30 W/kg (head)     0.80 W/kg (body);;;;;;;;;;
https://www.gsmarena.com/verykool_sl4502_fusion_ii-7825.php;https://fdn2.gsmarena.com/vv/bigpic/verykool-sl4502.jpg;verykool SL4502 Fusion II;Released 2015, December;107g, 9mm thickness;Android 5.1;8GB storage, microSDXC;0;N/A;60,134 hits;"4.5""";480x854 pixels;1 GB RAM;MT6735M;1800 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1700(AWS) / 1900;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2015, December. Released 2015, December;Discontinued;139.9 x 65.2 x 9 mm (5.51 x 2.57 x 0.35 in);107 g (3.77 oz);Dual SIM (Micro-SIM, dual stand-by);IPS LCD;4.5 inches, 55.8 cm(~61.2% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~218 ppi density);Scratch-resistant glass;Android 5.1 (Lollipop);Mediatek MT6735M (28 nm);Quad-core 1.0 GHz Cortex-A53;Mali-T720MP2;microSDXC;8GB 1GB RAM;8 MP, AF;LED flash, panorama;720p@30fps;5 MP;;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.0, A2DP, LE;GPS;No;Stereo FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 1800 mAh, removable;Up to 240 h (3G);Up to 7 h (3G);Black, White;0.67 W/kg (head)     0.89 W/kg (body);2, 4, 5, 7;;;;;;;;;
https://www.gsmarena.com/verykool_sl5550_maverick_lte-7824.php;https://fdn2.gsmarena.com/vv/bigpic/verykool-sl5550.jpg;verykool SL5550 Maverick LTE;Released 2015, December;166g, 8.8mm thickness;Android 5.1;16GB storage, microSDXC;4;N/A;126,762 hits;"5.5""";720x1280 pixels;1 GB RAM;MT6735P;2500 mAh Li-Ion;GSM 850 / 1900 / 900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2015, December. Released 2015, December;Discontinued;155 x 76.5 x 8.8 mm (6.10 x 3.01 x 0.35 in);166 g (5.86 oz);Dual SIM (Micro-SIM, dual stand-by);IPS LCD;5.5 inches, 83.4 cm(~70.3% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~267 ppi density);Scratch-resistant glass;Android 5.1 (Lollipop);Mediatek MT6735P (28 nm);Quad-core 1.0 GHz Cortex-A53;Mali-T720MP2;microSDXC;16GB 1GB RAM;13 MP, AF;LED flash, panorama;1080p@30fps;8 MP, AF;LED flash;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.0, A2DP, LE;GPS;No;Stereo FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 2500 mAh, removable;Up to 288 h (3G);Up to 9 h (3G);Black, White;0.35 W/kg (head)     1.29 W/kg (body);1, 2, 4, 5, 7, 17;;;;;;;;;
https://www.gsmarena.com/verykool_s5518q_maverick-7746.php;https://fdn2.gsmarena.com/vv/bigpic/verykool-s5518q.jpg;verykool s5518Q Maverick;Released 2015, November;170g, 8.1mm thickness;Android 4.4.2, up to 5.0;8GB storage, microSDHC;1;N/A;67,811 hits;"5.5""";720x1280 pixels;1 GB RAM;MT6582M;2600 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;HSPA 21.1/5.76 Mbps;2015, November. Released 2015, November;Discontinued;157.5 x 77.7 x 8.1 mm (6.20 x 3.06 x 0.32 in);170 g (6.00 oz);Dual SIM (Micro-SIM, dual stand-by);IPS LCD;5.5 inches, 83.4 cm(~68.1% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~267 ppi density);Corning Gorilla Glass 3;Android 4.4.2 (KitKat), upgradable to 5.0 (Lollipop);Mediatek MT6582M (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSDHC;8GB 1GB RAM;8 MP, AF;LED flash, panorama;1080p@30fps;5 MP;;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.0, A2DP, LE;GPS;No;Stereo FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 2600 mAh battery;Up to 288 h (3G);Up to 10 h (3G);Black, White/Gold;0.37 W/kg (head)     0.98 W/kg (body);;;About 140 EUR;;;;;;;
https://www.gsmarena.com/verykool_s5017q_dorado-7747.php;https://fdn2.gsmarena.com/vv/bigpic/verykool-s5017q.jpg;verykool s5017Q Dorado;Released 2015, November;161g, 8.4mm thickness;Android 4.4.2, up to 5.0;8GB storage, microSDHC;0;N/A;55,028 hits;"5.0""";480x854 pixels;1 GB RAM;MT6582M;1850 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1700(AWS) / 1900 / 2100;HSPA 21.1/5.76 Mbps;2015, November. Released 2015, November;Discontinued;148.3 x 71.1 x 8.4 mm (5.84 x 2.80 x 0.33 in);161 g (5.68 oz);Dual SIM (Micro-SIM, dual stand-by);IPS LCD;5.0 inches, 68.9 cm(~65.3% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~196 ppi density);Scratch-resistant glass;Android 4.4.2 (KitKat), upgradable to 5.0 (Lollipop);Mediatek MT6582M (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSDHC;8GB 1GB RAM;8 MP, AF;LED flash, panorama;1080p@30fps;5 MP;;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.0, A2DP, LE;GPS;No;Stereo FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 1850 mAh battery;Up to 240 h (3G);Up to 7 h (3G);Black, Gold;0.45 W/kg (head)     1.23 W/kg (body);;;About 110 EUR;;;;;;;
https://www.gsmarena.com/verykool_sl5009_jet-7628.php;https://fdn2.gsmarena.com/vv/bigpic/verykool-sl5009.jpg;verykool sl5009 Jet;Released 2015, September;165g, 8.9mm thickness;Android 5.1;8GB storage, microSDXC;0;N/A;59,521 hits;"5.0""";480x854 pixels;1 GB RAM;MT6735M;1900 mAh Li-Ion;GSM 850 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1700(AWS) / 1900 / 2100;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2015, September. Released 2015, September;Discontinued;147 x 72.5 x 8.9 mm (5.79 x 2.85 x 0.35 in);165 g (5.82 oz);Dual SIM (Micro-SIM, dual stand-by);IPS LCD;5.0 inches, 68.9 cm(~64.6% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~196 ppi density);Scratch-resistant glass;Android 5.1 (Lollipop);Mediatek MT6735M (28 nm);Quad-core 1.1 GHz Cortex-A53;Mali-T720MP2;microSDXC;8GB 1GB RAM;8 MP, AF;LED flash, panorama;720p@30fps;1.3 MP;LED flash;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.0, A2DP, LE;GPS;No;Stereo FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 1900 mAh battery;Up to 240 h (3G);Up to 8 h (3G);Black, Blue;;2, 4, 5, 7, 17;;;0.44 W/kg (head)     0.98 W/kg (body);;;;;;
https://www.gsmarena.com/verykool_r28_denali-7488.php;https://fdn2.gsmarena.com/vv/bigpic/verykool-r28.jpg;verykool R28 Denali;Released 2015, August;127g, 15mm thickness;Feature phone;microSDHC slot;1;N/A;65,847 hits;"2.4""";240x320 pixels; ;;1400 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1700(AWS) / 1900;HSPA 7.2/5.76 Mbps;2015, August. Released 2015, August;Discontinued;132 x 48.5 x 15 mm (5.20 x 1.91 x 0.59 in);127 g (4.48 oz);Dual SIM (Mini-SIM/ Micro-SIM);TFT, 65K colors;2.4 inches, 17.8 cm(~27.9% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~167 ppi density);Scratch-resistant glass;;;611 MHz;;microSDHC;;5 MP;;Yes;No;;;No;3.0, A2DP;No;No;Stereo FM radio, built-in antenna;microUSB 2.0;;Li-Ion 1400 mAh battery;Up to 240 h (3G);Up to 7 h (3G);Black;0.83 W/kg (head)     1.28 W/kg (body);;;;;IP67 dust/water resistant (up to 1m for 30 min)Flashlight;MP3/AAC+/WAV playerMP4/H.264 player;;;;
https://www.gsmarena.com/verykool_t7440_kolorpad_ii-7483.php;https://fdn2.gsmarena.com/vv/bigpic/verykool-t7440.jpg;verykool T7440 Kolorpad II;Released 2015, August;253g, 9.8mm thickness;Android 4.4.2;8GB storage, microSDHC;0;N/A;54,978 hits;"7.0""";600x1024 pixels;512 MB RAM;MT8389;2500 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 1900;HSPA 42.2/5.76 Mbps;2015, August. Released 2015, August;Discontinued;192 x 108 x 9.8 mm (7.56 x 4.25 x 0.39 in);253 g (8.92 oz);Mini-SIM;IPS LCD;7.0 inches, 137.9 cm(~66.5% screen-to-body ratio);600 x 1024 pixels, 16:9 ratio (~170 ppi density);;Android 4.4.2 (KitKat);Mediatek MT8389;Quad-core 1.2 GHz Cortex-A7;PowerVR SGX544;microSDHC (dedicated slot);8GB 512MB RAM;5 MP, AF;LED flash, panorama;720p@30fps;1.3 MP;;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.0, A2DP, LE;GPS;No;Stereo FM radio;microUSB 2.0;Accelerometer;Li-Ion 2500 mAh battery;Up to 288 h (3G);Up to 10 h (3G);Black, White;0.36 W/kg (head)     1.08 W/kg (body);;;;;;;;;;
https://www.gsmarena.com/verykool_s5017_dorado-7482.php;https://fdn2.gsmarena.com/vv/bigpic/verykool-s5017.jpg;verykool s5017 Dorado;Released 2015, August;163g, 8.4mm thickness;Android 4.4.2, up to 5.0;8GB storage, microSDHC;2;N/A;114,108 hits;"5.0""";480x854 pixels;1 GB RAM;MT6582M;1850 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1700(AWS) / 1900;HSPA 21.1/5.76 Mbps;2015, August. Released 2015, August;Discontinued;148.3 x 72.1 x 8.4 mm (5.84 x 2.84 x 0.33 in);163 g (5.75 oz);Dual SIM (Micro-SIM, dual stand-by);IPS LCD;5.0 inches, 68.9 cm(~64.4% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~196 ppi density);Corning Gorilla Glass;Android 4.4.2 (KitKat), upgradable to 5.0 (Lollipop);Mediatek MT6582M (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSDHC;8GB 1GB RAM;8 MP, AF;LED flash, panorama;1080p@30fps;5 MP;;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.0, A2DP, LE;GPS;No;Stereo FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 1850 mAh battery;Up to 240 h (3G);Up to 7 h (3G);Black, Gold;0.45 W/kg (head)     1.23 W/kg (body);;;;;;;;;;
https://www.gsmarena.com/verykool_s3504_mystic_ii-7472.php;https://fdn2.gsmarena.com/vv/bigpic/verykool-s3504.jpg;verykool s3504 Mystic II;Released 2015, August;105g, 12mm thickness;Android 4.2;4GB 512MB RAM storage, microSDHC slot;0;N/A;52,480 hits;"3.5""";320x480 pixels;512 MB RAM;MT6572M;1200 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1900;HSPA 21.1/5.76 Mbps;2015, August. Released 2015, August;Discontinued;119 x 65 x 12 mm (4.69 x 2.56 x 0.47 in);105 g (3.70 oz);Dual SIM (Mini-SIM, dual stand-by);TFT, 256K colors;3.5 inches, 36.5 cm(~47.2% screen-to-body ratio);320 x 480 pixels, 3:2 ratio (~165 ppi density);;Android 4.2 (Jelly Bean);Mediatek MT6572M (28 nm);Dual-core 1.0 GHz Cortex-A7;Mali-400;microSDHC;4GB 512MB RAM;5 MP;Panorama;720p@30fps;1.3 MP;;;Wi-Fi 802.11 b/g/n, hotspot;3.0, A2DP;No;No;Stereo FM radio;microUSB 2.0;Accelerometer;Li-Ion 1200 mAh, removable;Up to 170 h (3G);Up to 4 h (3G);Black;0.83 W/kg (head)     1.17 W/kg (body);;;;;;;;;;
