Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;speed;year;status;dimensions;weight;sim;displaytype;displaysize;displayresolution;displayprotection;os;chipset;cpu;gpu;memoryslot;internalmemory;cam1modules;cam1features;cam1video;cam2modules;cam2features;cam2video;wlan;bluetooth;gps;nfc;radio;usb;sensors;batdescription1;batstandby1;battalktime1;colors;sar-us;net4g;memoryother;price;sar-eu;bodyother;featuresother;gprstext;edge;displayother;models
https://www.gsmarena.com/verykool_s5528_cosmo-8827.php;https://fdn2.gsmarena.com/vv/bigpic/verykool-s5528.jpg;verykool s5528 Cosmo;Released 2017, August;169g, 8.8mm thickness;Android 7.0;16GB storage, microSDXC;0;N/A;52,248 hits;"5.5""";720x1280 pixels;1 GB RAM;MT6580;3000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1700(AWS) / 1900;HSPA 21.1/5.76 Mbps;2017, August. Released 2017, August;Discontinued;154.8 x 78.2 x 8.8 mm (6.09 x 3.08 x 0.35 in);169 g (5.96 oz);Dual SIM (Micro-SIM, dual stand-by);IPS LCD;5.5 inches, 83.4 cm(~68.9% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~267 ppi density);Scratch-resistant glass;Android 7.0 (Nougat);Mediatek MT6580 (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSDXC;16GB 1GB RAM;8 MP, f/2.4, AF;LED flash, panorama;1080p@30fps;5 MP, f/2.8;;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.0, A2DP, LE;GPS;No;Stereo FM radio;microUSB 2.0;Accelerometer, proximity;Li-Po 3000 mAh battery;Up to 288 h (3G);Up to 9 h (3G);Black, Gold;0.37 W/kg (head)     0.96 W/kg (body);;;;;;;;;;
https://www.gsmarena.com/verykool_sl5565_rocket-8800.php;https://fdn2.gsmarena.com/vv/bigpic/verykool-SL5565.jpg;verykool SL5565 Rocket;Released 2017, August;172g, 8.8mm thickness;Android 7.0;16GB storage, microSDXC;1;N/A;52,078 hits;"5.5""";720x1280 pixels;2 GB RAM;MT6737;2700 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1700(AWS) / 1900 / 2100;HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps;2017, August. Released 2017, August;Discontinued;156.4 x 79.2 x 8.8 mm (6.16 x 3.12 x 0.35 in);172 g (6.07 oz);Dual SIM (Micro-SIM/Nano-SIM, dual stand-by);IPS LCD;5.5 inches, 83.4 cm(~67.3% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~267 ppi density);;Android 7.0 (Nougat);Mediatek MT6737 (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-T720MP2;microSDXC;16GB 2GB RAM;13 MP, f/2.2, AF;Triple-LED flash, panorama;720p@30fps;8 MP, f/2.8;LED flash;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.0, A2DP, LE;GPS;No;Stereo FM radio;microUSB 2.0;Fingerprint (front-mounted), accelerometer, proximity;Li-Po 2700 mAh, non-removable;Up to 240 h (3G);Up to 8 h (3G);Darg Gray, Gold, White;0.45 W/kg (head)     1.29 W/kg (body);2, 3, 4, 5, 7, 12, 17;eMMC 5.0;;;;;;;;
https://www.gsmarena.com/verykool_t7445-8730.php;https://fdn2.gsmarena.com/vv/bigpic/verykool-t7445.jpg;verykool T7445;Released 2017, June;275g, 10.6mm thickness;Android 7.0;8GB storage, microSDXC;0;N/A;56,288 hits;"7.0""";600x1024 pixels;1 GB RAM;MT8321;2500 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM1 & SIM 2;HSDPA 850 / 1900;HSPA 21.1/5.76 Mbps;2017, June. Released 2017, June;Discontinued;189.8 x 109.7 x 10.6 mm (7.47 x 4.32 x 0.42 in);275 g (6.17 oz);Dual SIM (Mini-SIM, Micro-SIM);TFT;7.0 inches, 137.9 cm(~66.2% screen-to-body ratio);600 x 1024 pixels, 16:9 ratio (~170 ppi density);;Android 7.0 (Nougat);Mediatek MT8321 (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400;microSDXC;8GB 1GB RAM;5 MP, f/2.4;LED flash, panorama;720p@30fps;2 MP;LED flash;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.0, A2DP, LE;GPS;No;FM radio;microUSB 2.0;Accelerometer;Li-Po 2500 mAh battery;Up to 216 h (3G);Up to 10 h (3G);Black;0.48 W/kg (head)     1.21 W/kg (body);;;;;;;;;;
https://www.gsmarena.com/verykool_s4009_crystal-8729.php;https://fdn2.gsmarena.com/vv/bigpic/verykool-s4009.jpg;verykool s4009 Crystal;Released 2017, June;10.7mm thickness;Android 6.0;8GB storage, microSDXC;1;N/A;52,249 hits;"4.0""";480x800 pixels;512 MB RAM;MT6570;1200 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1900 / 2100;HSPA 21.1/5.76 Mbps;2017, June. Released 2017, June;Discontinued;127 x 66 x 10.7 mm (5.0 x 2.60 x 0.42 in);-;Dual SIM (Mini-SIM/ Micro-SIM, dual stand-by);TFT;4.0 inches, 45.5 cm(~54.3% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~233 ppi density);;Android 6.0 (Marshmallow);Mediatek MT6570 (28 nm);Dual-core 1.3 GHz Cortex-A7;Mali-400;microSDXC;8GB 512MB RAM;5 MP, f/2.4;LED flash, panorama;720p@30fps;2 MP;;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.0, A2DP, LE;GPS;No;Stereo FM radio;microUSB 2.0;Accelerometer;Li-Ion 1200 mAh, removable;Up to 150 h (3G);Up to 4 h (3G);Black/Gold;1.13 W/kg (head)     0.81 W/kg (body);;;;;;;;;;
https://www.gsmarena.com/verykool_s5526_alpha-8690.php;https://fdn2.gsmarena.com/vv/bigpic/verykool-s5526.jpg;verykool s5526 Alpha;Released 2017, May;148g, 8.2mm thickness;Android 6.0;8GB storage, microSDXC;0;N/A;53,134 hits;"5.5""";720x1280 pixels;1 GB RAM;MT6580;2800 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1900;HSPA 21.1/5.76 Mbps;2017, May. Released 2017, May;Discontinued;152.9 x 76.8 x 8.2 mm (6.02 x 3.02 x 0.32 in);148 g (5.22 oz);Dual SIM (Micro-SIM/Mini-SIM, dual stand-by);IPS LCD;5.5 inches, 83.4 cm(~71.0% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~267 ppi density);Scratch-resistant glass;Android 6.0 (Marshmallow);Mediatek MT6580 (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSDXC;8GB 1GB RAM;8 MP, f/2.4, AF;LED flash, panorama;1080p@30fps;5 MP, f/2.8;;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.0, A2DP, LE;GPS;No;Stereo FM radio;microUSB 2.0;Accelerometer, proximity;Li-Po 2800 mAh battery;Up to 288 h (3G);Up to 9 h (3G);Black;0.49 W/kg (head)     1.27 W/kg (body);;;;;;;;;;
https://www.gsmarena.com/verykool_s5034_spear_jr_-8691.php;https://fdn2.gsmarena.com/vv/bigpic/verykool-s5034.jpg;verykool s5034 Spear Jr.;Released 2017, May;145g, 7.9mm thickness;Android 6.0;8GB storage, microSDXC;0;N/A;46,149 hits;"5.0""";720x1280 pixels;1 GB RAM;MT6580;2050 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1900;HSPA 21.1/5.76 Mbps;2017, May. Released 2017, May;Discontinued;146.5 x 72 x 7.9 mm (5.77 x 2.83 x 0.31 in);145 g (5.11 oz);Dual SIM (Nano-SIM/ Micro-SIM, dual stand-by);IPS LCD;5.0 inches, 68.9 cm(~65.3% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Scratch-resistant glass;Android 6.0 (Marshmallow);Mediatek MT6580 (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSDXC;8GB 1GB RAM;8 MP, f/2.4, AF;LED flash, panorama;1080p@30fps;5 MP, f/2.8;LED flash;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.0, A2DP;GPS;No;Stereo FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 2050 mAh battery;Up to 240 h (3G);Up to 8 h (3G);Black, Blue;0.59 W/kg (head)     1.41 W/kg (body);;;;;;;;;;
https://www.gsmarena.com/verykool_s5035_spear-8657.php;https://fdn2.gsmarena.com/vv/bigpic/verykool-s5035.jpg;verykool s5035 Spear;Released 2017, April;145g, 7.9mm thickness;Android 6.0;8GB storage, microSDXC;0;N/A;52,699 hits;"5.0""";720x1280 pixels;1 GB RAM;MT6580M;2000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1700 / 1900 / 900;HSPA 21.1/5.76 Mbps;2017, April. Released 2017, April;Discontinued;146.5 x 72 x 7.9 mm (5.77 x 2.83 x 0.31 in);145 g (5.11 oz);Dual SIM (Nano-SIM/ Micro-SIM);IPS LCD;5.0 inches, 68.9 cm(~65.3% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Scratch-resistant glass;Android 6.0 (Marshmallow);Mediatek MT6580M (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSDXC;8GB 1GB RAM;8 MP, f/2.8, AF;LED flash, panorama;1080p@30fps;8 MP, f/2.8;;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.0, A2DP;GPS;No;Stereo FM radio;microUSB 2.0;Accelerometer, proximity;Li-Po 2000 mAh battery;Up to 240 h (3G);Up to 8 h (3G);Black, Blue;0.59 W/kg (head)     1.41 W/kg (body);;;;;;;;;;
https://www.gsmarena.com/verykool_s5028_bolt-8656.php;https://fdn2.gsmarena.com/vv/bigpic/verykool-s5027-s5028.jpg;verykool s5028 Bolt;Released 2017, April;154g, 10mm thickness;Android 6.0;8GB storage, microSDHC;0;N/A;55,302 hits;"5.0""";480x854 pixels;1 GB RAM;Spreadtrum SC7731C;2000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1900;HSPA 21.1/5.76 Mbps;2017, April. Released 2017, April;Discontinued;144.8 x 72.8 x 10 mm (5.70 x 2.87 x 0.39 in);154 g (5.43 oz);Dual SIM (Micro-SIM/ Mini-SIM, dual stand-by);TFT;5.0 inches, 68.9 cm(~65.4% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~196 ppi density);;Android 6.0 (Marshmallow);Spreadtrum SC7731C;Quad-core 1.2 GHz Cortex-A7;Mali-400;microSDHC;8GB 1GB RAM;8 MP, f/2.4, AF;LED flash, panorama;720p@30fps;2 MP, f/2.8;;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;2.1, A2DP;GPS;No;Stereo FM radio;microUSB 2.0;Accelerometer;Li-Ion 2000 mAh battery;Up to 240 h (3G);Up to 8 h (3G);Black, Gold;;;;;;;;;;;
https://www.gsmarena.com/verykool_s5027_bolt_pro-8655.php;https://fdn2.gsmarena.com/vv/bigpic/verykool-s5027-s5028.jpg;verykool s5027 Bolt Pro;Released 2017, April;154g, 10mm thickness;Android 6.0;8GB storage, microSDHC;1;N/A;52,838 hits;"5.0""";480x854 pixels;1 GB RAM;Spreadtrum SC7731C;2000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1900;HSPA 21.1/5.76 Mbps;2017, April. Released 2017, April;Discontinued;144.8 x 72.8 x 10 mm (5.70 x 2.87 x 0.39 in);154 g (5.43 oz);Dual SIM (Micro-SIM/ Mini-SIM, dual stand-by);TFT;5.0 inches, 68.9 cm(~65.4% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~196 ppi density);;Android 6.0 (Marshmallow);Spreadtrum SC7731C;Quad-core 1.2 GHz Cortex-A7;Mali-400;microSDHC;8GB 1GB RAM;8 MP, f/2.4, AF;LED flash, panorama;720p@30fps;8 MP, f/2.4;;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;2.1, A2DP;GPS;No;Stereo FM radio;microUSB 2.0;Accelerometer;Li-Ion 2000 mAh, removable;Up to 240 h (3G);Up to 8 h (3G);Black, Gold;;;;;;;;;;;
https://www.gsmarena.com/verykool_s5007_lotus_plus-8654.php;https://fdn2.gsmarena.com/vv/bigpic/verykool-s5007.jpg;verykool s5007 Lotus Plus;Released 2017, April;148g, 9.8mm thickness;Android 5.1;8GB storage, microSDHC;0;N/A;48,809 hits;"5.0""";480x854 pixels;1 GB RAM;Spreadtrum SC7731C;2000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1700(AWS) / 1900;HSPA 21.1/5.76 Mbps;2017, April. Released 2017, April;Discontinued;144.8 x 72.8 x 9.8 mm (5.70 x 2.87 x 0.39 in);148 g (5.22 oz);Dual SIM (Micro-SIM/ Mini-SIM, dual stand-by);IPS LCD;5.0 inches, 68.9 cm(~65.4% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~196 ppi density);;Android 5.1 (Lollipop);Spreadtrum SC7731C;Quad-core 1.2 GHz Cortex-A7;Mali-400;microSDHC;8GB 1GB RAM;8 MP, f/2.8, AF;LED flash, panorama;720p@30fps;5 MP, f/2.8;;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;2.1, A2DP;GPS;No;Stereo FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 2000 mAh battery;Up to 240 h (3G);Up to 7 h (3G);Black, White, Rose Gold;0.53 W/kg (head)     1.16 W/kg (body);;;;;;;;;;
https://www.gsmarena.com/verykool_s4513_luna_ii-8626.php;https://fdn2.gsmarena.com/vv/bigpic/verykool-s4513.jpg;verykool s4513 Luna II;Released 2017, March;135g, 10.2mm thickness;Android 6.0;4GB 512MB RAM storage, microSDHC slot;1;N/A;66,172 hits;"4.5""";480x854 pixels;512 MB RAM;Spreadtrum SC7731C;1700 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 1900;HSPA 21.1/5.76 Mbps;2017, March. Released 2017, March;Discontinued;133 x 72 x 10.2 mm (5.24 x 2.83 x 0.40 in);135 g (4.76 oz);Mini-SIM;IPS LCD;4.5 inches, 55.8 cm(~58.3% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~218 ppi density);;Android 6.0 (Marshmallow);Spreadtrum SC7731C;Quad-core 1.2 GHz Cortex-A7;Mali-400;microSDHC (dedicated slot);4GB 512MB RAM;5 MP, f/2.4;LED flash;720p@30fps;2 MP, f/2.8;;;Wi-Fi 802.11 b/g/n;2.1, A2DP;GPS;No;Stereo FM radio;microUSB 2.0;Accelerometer;Li-Ion 1700 mAh battery;Up to 192 h (3G);Up to 7 h (3G);Black, Blue;;;;;;;;;;;
https://www.gsmarena.com/verykool_sl5560_maverick_pro-8566.php;https://fdn2.gsmarena.com/vv/bigpic/verykool-sl5560.jpg;verykool SL5560 Maverick Pro;Released 2017, February;179g, 10mm thickness;Android 6.0;16GB storage, microSDXC;0;N/A;62,541 hits;"5.5""";720x1280 pixels;1 GB RAM;MT6737;3000 mAh Li-Po;GSM 850 / 1900 / 900 - SIM 1 & SIM 2;HSDPA 850 / 1700(AWS) / 1900;HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps;2017, February. Released 2017, February;Discontinued;153.5 x 78 x 10 mm (6.04 x 3.07 x 0.39 in);179 g (6.31 oz);Dual SIM (Micro-SIM, dual stand-by);IPS LCD;5.5 inches, 83.4 cm(~69.7% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~267 ppi density);;Android 6.0 (Marshmallow);Mediatek MT6737 (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-T720MP2;microSDXC;16GB 1GB RAM;13 MP, f/2.4, AF;LED flash, panorama;720p@30fps;8 MP, f/2.8;LED flash;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.0, A2DP, LE;GPS;No;Stereo FM radio;microUSB 2.0;Fingerprint (rear-mounted), accelerometer, proximity;Li-Po 3000 mAh, removable;Up to 288 h (3G);Up to 9 h (3G);Blue, Gray;0.49 W/kg (head)     1.20 W/kg (body);2, 4, 5, 7, 12, 17;eMMC 5.0;;;;;;;;
https://www.gsmarena.com/verykool_s5021_wave_pro-8563.php;https://fdn2.gsmarena.com/vv/bigpic/verykool-s5021.jpg;verykool s5021 Wave Pro;Released 2017, February;168g, 9.7mm thickness;Android 6.0;4GB 512MB RAM storage, microSDHC slot;0;N/A;67,634 hits;"5.0""";480x854 pixels;512 MB RAM;Spreadtrum SC7731C;2000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1900;HSPA 21.1/5.76 Mbps;2017, February. Released 2017, February;Discontinued;145.8 x 73 x 9.7 mm (5.74 x 2.87 x 0.38 in);168 g (5.93 oz);Dual SIM (Micro-SIM, dual stand-by);IPS LCD;5.0 inches, 68.9 cm(~64.7% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~196 ppi density);;Android 6.0 (Marshmallow);Spreadtrum SC7731C;Quad-core 1.2 GHz Cortex-A7;Mali-400;microSDHC;4GB 512MB RAM;8 MP, f/2.4;LED flash, panorama;720p@30fps;5 MP, f/2.8;;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;2.1, A2DP;GPS;No;Stereo FM radio;microUSB 2.0;Accelerometer;Li-Po 2000 mAh, removable;Up to 240 h (3G);Up to 8 h (3G);Black, White, Blue;0.73 W/kg (head)     0.87 W/kg (body);;;;;;;;;;
https://www.gsmarena.com/verykool_s5019_wave-8564.php;https://fdn2.gsmarena.com/vv/bigpic/verykool-s5021.jpg;verykool s5019 Wave;Released 2017, February;168g, 9.7mm thickness;Android 6.0;4GB 512MB RAM storage, microSDHC slot;0;N/A;66,155 hits;"5.0""";480x854 pixels;512 MB RAM;Spreadtrum SC7731C;2000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1900;HSPA 21.1/5.76 Mbps;2017, February. Released 2017, February;Discontinued;145.8 x 73 x 9.7 mm (5.74 x 2.87 x 0.38 in);168 g (5.93 oz);Dual SIM (Micro-SIM, dual stand-by);IPS LCD;5.0 inches, 68.9 cm(~64.7% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~196 ppi density);;Android 6.0 (Marshmallow);Spreadtrum SC7731C;Quad-core 1.2 GHz Cortex-A7;Mali-400;microSDHC;4GB 512MB RAM;5 MP, f/2.4;LED flash, panorama;720p@30fps;2 MP, f/2.8;;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;2.1, A2DP;GPS;No;Stereo FM radio;microUSB 2.0;Accelerometer;Li-Po 2000 mAh, removable;Up to 240 h (3G);Up to 8 h (3G);Black, White, Blue, Brown, Dark Blue;0.73 W/kg (head)     0.87 W/kg (body);;;;;;;;;;
https://www.gsmarena.com/verykool_s4008_leo_v-8478.php;https://fdn2.gsmarena.com/vv/bigpic/verykool-s4008.jpg;verykool s4008 Leo V;Released 2016, November;141g, 10.5mm thickness;Android 5.1;4GB 512MB RAM storage, microSDHC slot;0;N/A;59,710 hits;"4.0""";480x800 pixels;512 MB RAM;Spreadtrum SC7731;1400 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1900;HSPA 21.1/5.76 Mbps;2016, November. Released 2016, November;Discontinued;126 x 65 x 10.5 mm (4.96 x 2.56 x 0.41 in);141 g (4.97 oz);Dual SIM (Mini-SIM/ Micro-SIM, dual stand-by);IPS LCD;4.0 inches, 45.5 cm(~55.6% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~233 ppi density);;Android 5.1 (Lollipop);Spreadtrum SC7731;Quad-core 1.2 GHz Cortex-A7;Mali-400;microSDHC;4GB 512MB RAM;5 MP, f/2.8;LED flash, panorama;720p@30fps;2 MP, f/2.8;;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;2.1, A2DP;GPS;No;Stereo FM radio;microUSB 2.0;Accelerometer;Li-Ion 1400 mAh battery;Up to 192 h (3G);Up to 5 h (3G);Black, Blue;0.85 W/kg (head)     1.22 W/kg (body);;;;;;;;;;
https://www.gsmarena.com/verykool_sl5200_eclipse-8442.php;https://fdn2.gsmarena.com/vv/bigpic/verykool-sl5200.jpg;verykool Sl5200 Eclipse;Released 2016, November;141g, 8.8mm thickness;Android 6.0;16GB storage, microSDXC;1;N/A;67,588 hits;"5.2""";720x1280 pixels;2 GB RAM;MT6753;2900 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1700(AWS) / 1900 / 2100;HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps;2016, November. Released 2016, November;Discontinued;149.8 x 73.4 x 8.8 mm (5.90 x 2.89 x 0.35 in);141 g (4.97 oz);Dual SIM (Micro-SIM, dual stand-by);IPS LCD;5.2 inches, 74.5 cm(~67.8% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~282 ppi density);Asahi Dragontrail Glass;Android 6.0 (Marshmallow);Mediatek MT6753 (28 nm);Octa-core 1.3 GHz Cortex-A53;Mali-T720;microSDXC;16GB 2GB RAM;16 MP, f/2.4, AF;LED flash, panorama;1080p@30fps;8 MP, f/2.8;LED flash;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.0, A2DP, LE;GPS;No;Stereo FM radio;microUSB 2.0;Accelerometer, proximity;Li-Po 2900 mAh battery;Up to 288 h (3G);Up to 10 h (3G);Black;;2, 4, 5, 7, 12, 17;;;;;;;;;
https://www.gsmarena.com/verykool_sl5050_phantom-8418.php;https://fdn2.gsmarena.com/vv/bigpic/verykool-sl5050.jpg;verykool sl5050 Phantom;Released 2016, November;121g, 7.2mm thickness;Android 6.0;16GB storage, microSDXC;1;N/A;77,930 hits;"5.0""";720x1280 pixels;1 GB RAM;MT6737;2500 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1700(AWS) / 1900 / 2100;HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps;2016, November. Released 2016, November;Discontinued;145.5 x 70.5 x 7.2 mm (5.73 x 2.78 x 0.28 in);121 g (4.27 oz);Dual SIM (Micro-SIM, dual stand-by);AMOLED;5.0 inches, 68.9 cm(~67.2% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Asahi Dragontrail Glass;Android 6.0 (Marshmallow);Mediatek MT6737 (28 nm);Quad-core 1.3 GHz Cortex-A53;Mali-T720;microSDXC;16GB 1GB RAM;16 MP, f/2.4, AF;LED flash, panorama;720p@30fps;8 MP, f/2.8;LED flash;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.0, A2DP, LE;GPS;No;Stereo FM radio;microUSB 2.0;Accelerometer, proximity;Li-Po 2500 mAh, non-removable;Up to 240 h (3G);Up to 8 h (3G);Dark Blue, Gold;;2, 4, 5, 7, 12, 17;eMMC 5.0;;;;;;;;
https://www.gsmarena.com/verykool_s6004_cyprus_jr_-8363.php;https://fdn2.gsmarena.com/vv/bigpic/verykool-s6004.jpg;verykool s6004 Cyprus Jr.;Released 2016, September;165g, 9mm thickness;Android 6.0;8GB storage, microSDXC;0;N/A;67,532 hits;"6.0""";720x1280 pixels;1 GB RAM;MT6580;2600 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1900;HSPA 21.1/5.76 Mbps;2016, September. Released 2016, September;Discontinued;166 x 85.3 x 9 mm (6.54 x 3.36 x 0.35 in);165 g (5.82 oz);Dual SIM (Micro-SIM/Nano-SIM, dual stand-by);IPS LCD;6.0 inches, 99.2 cm(~70.1% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~245 ppi density);Asahi Dragontrail Glass;Android 6.0 (Marshmallow);Mediatek MT6580 (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSDXC;8GB 1GB RAM;8 MP, f/2.8, AF;LED flash, panorama;1080p@30fps;5 MP, f/2.8;;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.0, A2DP, LE;GPS;No;Stereo FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 2600 mAh battery;Up to 240 h (3G);Up to 7 h (3G);Gray;;;;;;;;;;;
https://www.gsmarena.com/verykool_s5524_maverick_iii_jr_-8362.php;https://fdn2.gsmarena.com/vv/bigpic/verykool-s5525.jpg;verykool s5524 Maverick III Jr.;Released 2016, September;148g, 8.2mm thickness;Android 6.0;8GB storage, microSDXC;2;N/A;53,754 hits;"5.5""";720x1280 pixels;1 GB RAM;MT6580;2800 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1900;HSPA 21.1/5.76 Mbps;2016, September. Released 2016, September;Discontinued;153 x 77 x 8.2 mm (6.02 x 3.03 x 0.32 in);148 g (5.22 oz);Dual SIM (Micro-SIM/Mini-SIM, dual stand-by);IPS LCD;5.5 inches, 83.4 cm(~70.8% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~267 ppi density);Asahi Dragontrail Glass;Android 6.0 (Marshmallow);Mediatek MT6580 (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSDXC;8GB 1GB RAM;8 MP, f/2.8, AF;LED flash, panorama;1080p@30fps;5 MP, f/2.8;;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.0, A2DP, LE;GPS;No;Stereo FM radio;microUSB 2.0;Accelerometer, proximity;Li-Po 2800 mAh battery;Up to 264 h (3G);Up to 8 h (3G);Black;;;;;;;;;;;
https://www.gsmarena.com/verykool_s5525_maverick_iii-8361.php;https://fdn2.gsmarena.com/vv/bigpic/verykool-s5525.jpg;verykool s5525 Maverick III;Released 2016, September;148g, 8.2mm thickness;Android 6.0;8GB storage, microSDXC;1;N/A;63,227 hits;"5.5""";720x1280 pixels;1 GB RAM;MT6580;2800 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1700(AWS) / 1900 / 2100;HSPA 21.1/5.76 Mbps;2016, September. Released 2016, September;Discontinued;153 x 77 x 8.2 mm (6.02 x 3.03 x 0.32 in);148 g (5.22 oz);Dual SIM (Micro-SIM/Mini-SIM, dual stand-by);IPS LCD;5.5 inches, 83.4 cm(~70.8% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~267 ppi density);Asahi Dragontrail Glass;Android 6.0 (Marshmallow);Mediatek MT6580 (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSDXC;8GB 1GB RAM;"13 MP, f/2.4, 1/4.0"", 1.12µm, AF";LED flash, panorama;1080p@30fps;8 MP, f/2.8;;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.0, A2DP, LE;GPS;No;Stereo FM radio;microUSB 2.0;Accelerometer, proximity;Li-Po 2800 mAh, removable;Up to 264 h (3G);Up to 8 h (3G);Black;;;;;;;;;;;
