Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;net4g;speed;year;status;dimensions;weight;build;sim;displaytype;displaysize;displayresolution;os;chipset;cpu;gpu;memoryslot;internalmemory;cam1modules;cam1features;cam1video;cam2modules;cam2video;wlan;bluetooth;gps;nfc;radio;usb;sensors;batdescription1;colors;price;net5g;models;memoryother;bodyother;featuresother;cam2features;optionalother;displayprotection;sar-us;gprstext;edge;displayother;batstandby1;battalktime1
https://www.gsmarena.com/tcl_tab_10s-10677.php;https://fdn2.gsmarena.com/vv/bigpic/tcl-tab-10s.jpg;TCL Tab 10s;Released 2021, April 26;464g, 8.3mm thickness;Android 10;32GB/64GB storage, microSDXC;12;0.2%;90,985 hits;"10.1""";1200x1920 pixels;3/4 GB RAM;MT8768;8000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 17, 18, 19, 20, 26, 28, 34, 38, 39, 40, 41;HSPA, LTE;2021, January 12;Available. Released 2021, April 26;241 x 158.6 x 8.3 mm (9.49 x 6.24 x 0.33 in);464 g (1.02 lb);;Nano-SIM;IPS LCD;10.1 inches, 295.8 cm(~77.4% screen-to-body ratio);1200 x 1920 pixels, 16:10 ratio (~224 ppi density);Android 10;Mediatek MT8768;Octa-core (4x2.0 GHz Cortex-A53 & 4x1.5 GHz Cortex-A53);PowerVR GE8320;microSDXC;32GB 3GB RAM, 64GB 4GB RAM;"8 MP, f/2.0, (wide), 1/4"", 1.12µm, AF";LED flash;1080p@30fps;"5 MP, f/2.2, (wide), 1/5"", 1.12µm";1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;5.0, A2DP, LE;GPS;No;No;USB Type-C 2.0;Accelerometer, proximity;Li-Po 8000 mAh, non-removable;Gray, Silver;About 170 EUR;;;eMMC 5.1;;;;;;;;;;;
https://www.gsmarena.com/tcl_nxtpaper-10676.php;https://fdn2.gsmarena.com/vv/bigpic/tcl-nxt-paper.jpg;TCL NxtPaper;Cancelled;316g, 7.5mm thickness;Android 10;64GB storage, microSDXC;19;0.1%;55,709 hits;"8.88""";1080x1440 pixels;4 GB RAM;MT8768E;5500 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 17, 18, 19, 20, 26, 28, 34, 38, 39, 40, 41;HSPA, LTE;2021, January 12;Cancelled;203.8 x 150.8 x 7.5 mm (8.02 x 5.94 x 0.30 in);316 g (11.15 oz);;Nano-SIM;NCVM;8.88 inches, 244.2 cm(~79.5% screen-to-body ratio);1080 x 1440 pixels, 4:3 ratio (~203 ppi density);Android 10;Mediatek MT8768E;Octa-core 2.0 GHz;PowerVR GE8320;microSDXC;64GB 4GB RAM;8 MP;;1080p@30fps;5 MP;1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;5.0, A2DP, LE;GPS;No;FM radio, built-in antenna;USB Type-C 2.0;Accelerometer, proximity;Li-Ion 5500 mAh, non-removable;Ultramarine Green;About 350 EUR;;;eMMC 5.1;Splash resistant;;;;;;;;;;
https://www.gsmarena.com/tcl_20_5g-10612.php;https://fdn2.gsmarena.com/vv/bigpic/tcl-20-5g.jpg;TCL 20 5G;Released 2020, December 07;206g, 9.1mm thickness;Android 10, TCL UI;128GB/256GB storage, microSDXC;32;0.2%;234,869 hits;"6.67""";1080x2400 pixels;6 GB RAM;Snapdragon 690 5G;4500 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (Dual SIM model only);HSDPA 850 / 900 / 1900 / 2100;1, 3, 5, 7, 8, 20, 26, 28, 32, 38, 40, 41;HSPA, LTE-A, 5G;2020, November 30;Available. Released 2020, December 07;166.2 x 76.8 x 9.1 mm (6.54 x 3.02 x 0.36 in);206 g (7.27 oz);;Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by);IPS LCD, HDR10, 450 nits (typ);6.67 inches, 107.4 cm(~84.2% screen-to-body ratio);1080 x 2400 pixels, 20:9 ratio (~395 ppi density);Android 10, TCL UI;Qualcomm SM6350 Snapdragon 690 5G (8 nm);Octa-core (2x2.0 GHz Kryo 560 Gold & 6x1.7 GHz Kryo 560 Silver);Adreno 619L;microSDXC (uses shared SIM slot);128GB 6GB RAM, 256GB 6GB RAM;"48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF8 MP, f/2.2, 16mm, 118˚ (ultrawide), 1/4.0"", 1.12µm2 MP, f/2.4, (macro)";LED flash, HDR, panorama;4K@30fps, 1080p@30/60fps, gyro-EIS;"8 MP, f/2.0, 27mm, (wide), 1/4.0"", 1.12µm";1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;5.1, A2DP, LE, aptX HD;GPS (L1+L5), GLONASS, BDS, GALILEO;Yes;FM radio;USB Type-C 2.0, OTG;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass;Li-Po 4500 mAh, non-removable;Mist Gray, Placid Blue;About 300 EUR;1, 3, 5, 28, 41, 78 SA/NSA;T781, T781K, T781H;UFS 2.1;;;HDR;24-bit/192kHz audio;;;;;;;
https://www.gsmarena.com/tcl_20_se-10675.php;https://fdn2.gsmarena.com/vv/bigpic/tcl-20-se.jpg;TCL 20 SE;Released 2021, April 26;206g, 9.1mm thickness;Android 11, up to Android 12, TCL UI;64GB/128GB storage, microSDXC;22;0.3%;224,877 hits;"6.82""";720x1640 pixels;4 GB RAM;Snapdragon 460;5000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (Dual SIM model only);HSDPA 850 / 900 / 1900 / 2100 - EMEA, SEA, APAC;1, 3, 5, 7, 8, 20, 28, 38, 40, 41 - EMEA, SEA, APAC;HSPA, LTE-A;2021, January 11;Available. Released 2021, April 26;172.1 x 77.1 x 9.1 mm (6.78 x 3.04 x 0.36 in);206 g (7.27 oz);;Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by);IPS LCD, 450 nits (typ);6.82 inches, 110.5 cm(~83.2% screen-to-body ratio);720 x 1640 pixels (~263 ppi density);Android 11, upgradable to Android 12, TCL UI;Qualcomm SM4250 Snapdragon 460 (11 nm);Octa-core (4x1.8 GHz Kryo 240 & 4x1.6 GHz Kryo 240);Adreno 610;microSDXC (uses shared SIM slot);64GB 4GB RAM, 128GB 4GB RAM;"16 MP, f/1.8, 27mm (wide), 1/2.0"", 1.12µm, PDAF5 MP, f/2.2, 14mm, 115˚ (ultrawide), 1/5.0"", 1.12µm2 MP, f/2.4, (depth)2 MP, f/2.4, (macro)or48 MP, f/2.0, 27mm (wide), 1/2.0"", 0.8µm, PDAF5 MP, f/2.2, 14mm, 115˚ (ultrawide), 1/5.0"", 1.12µm2 MP, f/2.4, (depth)2 MP, f/2.4, (macro)";Dual-LED flash, HDR, panorama;1080p@30fps;"8 MP, f/2.0, 26mm (wide), 1/4.0"", 1.12µmor13 MP, f/2.2, 26mm (wide), 1/3.0"", 1.12µm";1080p@30fps;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;5.0, A2DP, LE, aptX;GPS, GLONASS, GALILEO, BDS;Yes;FM radio;USB Type-C 2.0, OTG;Fingerprint (rear-mounted), accelerometer, proximity, compass;Li-Po 5000 mAh, non-removable;Aurora Green, Nuit Black;About 150 EUR;;T671H, T671F, T671O, T671E;UFS 2.1 (128GB only);;;HDR;24-bit/192kHz audio;;;;;;;
https://www.gsmarena.com/tcl_10_5g_uw-10559.php;https://fdn2.gsmarena.com/vv/bigpic/tcl-10-5g-uw.jpg;TCL 10 5G UW;Released 2020, October 29;210g, 9.4mm thickness;Android 10;128GB storage, microSDXC;28;0.1%;131,317 hits;"6.53""";1080x2340 pixels;6 GB RAM;Snapdragon 765G 5G;4500 mAh Li-Po;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;2, 3, 4, 5, 7, 12, 13, 20, 28, 46, 48, 66;HSPA, LTE-A (CA), 5G;2020, October 27;Available. Released 2020, October 29;163.6 x 76.5 x 9.4 mm (6.44 x 3.01 x 0.37 in);210 g (7.41 oz);Glass front, glass back, aluminum frame;Nano-SIM;IPS LCD, HDR10, 450 nits (typ);6.53 inches, 104.7 cm(~83.6% screen-to-body ratio);1080 x 2340 pixels, 19.5:9 ratio (~395 ppi density);Android 10;Qualcomm SM7250 Snapdragon 765G 5G (7 nm);Octa-core (1x2.4 GHz Kryo 475 Prime & 1x2.2 GHz Kryo 475 Gold & 6x1.8 GHz Kryo 475 Silver);Adreno 620;microSDXC (uses shared SIM slot);128GB 6GB RAM;"48 MP, 26mm (wide), 1/2.0"", 0.8µm, PDAF8 MP, f/2.2, 13mm (ultrawide), 1/4.0"", 1.12µm5 MP, f/2.2, (macro), AF";Dual-LED flash, HDR, panorama;4K@30fps, 1080p@30/60/120fps, gyro-EIS;"16 MP, f/2.2, 26mm (wide), 1/3.06"", 1.0µm";1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;5.0, A2DP, LE;GPS (L1+L5), GLONASS, GALILEO;;No;USB Type-C 2.0, OTG;Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass;Li-Po 4500 mAh, non-removable;Diamond Gray;About 340 EUR;2, 5, 66, 260, 261 mmWave;;UFS 2.1;;;;;;;;;;;
https://www.gsmarena.com/tcl_movetime-10488.php;https://fdn2.gsmarena.com/vv/bigpic/tcl-movetime.jpg;TCL MoveTime;Released 2021, Q1;50g, 14.5mm thickness;Proprietary OS;4GB 512MB RAM storage, no card slot;14;N/A;57,849 hits;"1.41""";320x360 pixels;512 MB RAM;Snapdragon Wear 2500;600 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 900 / 2100;3, 8, 20;HSPA 21.1/5.76 Mbps, LTE, Cat4 150/50 Mbps;2020, September 03;Available. Released 2021, Q1;45 x 41 x 14.5 mm (1.77 x 1.61 x 0.57 in);50 g (1.76 oz);;Nano-SIM and eSIM;AMOLED;1.41 inches;320 x 360 pixels (~342 ppi density);Proprietary OS;Qualcomm MSM8909W Snapdragon Wear 2500 (28nm);Quad-core 1.09 GHz Cortex-A7;Adreno 304;No;4GB 512MB RAM;No;;;;;Wi-Fi 802.11 b/g/n;4.2, A2DP, LE;GPS, GLONASS;No;No;No;Accelerometer, gyro, heart rate;Li-Ion 600 mAh, non-removable;Black;About 230 EUR;;MT43A;eMMC;IP67 dust/water resistant (up to 1m for 30 min);;;;;;;;;;
https://www.gsmarena.com/tcl_10_tabmid-10487.php;https://fdn2.gsmarena.com/vv/bigpic/tcl-tabmid10.jpg;TCL 10 TabMid;Released 2021, Q1;325g, 8.6mm thickness;Android 10, TCL UI;32GB storage, microSDXC;14;N/A;61,561 hits;"10.0""";1200x1920 pixels;3 GB RAM;Snapdragon 665;5500 mAh Li-Po;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1900 / 2100;1, 3, 5, 7, 8, 18, 19, 20, 26, 28, 34, 38, 39, 40, 41;HSPA 42.2/11.5 Mbps, LTE-A Cat4 150/50 Mbps;2020, September 03;Available. Released 2021, Q1;209.4 x 125.2 x 8.6 mm (8.24 x 4.93 x 0.34 in);325 g (11.46 oz);;Nano-SIM;IPS LCD;10.0 inches, 290.0 cm(~110.6% screen-to-body ratio);1200 x 1920 pixels, 16:10 ratio (~226 ppi density);Android 10, TCL UI;Qualcomm SM6125 Snapdragon 665 (11 nm);Octa-core (4x2.0 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver);Adreno 610;microSDXC (dedicated slot);32GB 3GB RAM;"5 MP, f/2.0, (wide), 1/4"", 1.12µm";LED flash;1080p@30fps;"5 MP, f/2.4, (wide), 1/5"", 1.12µm";1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;5.0, A2DP, LE;GPS;No;No;USB Type-C 2.0;Accelerometer;Li-Po 5500 mAh, non-removable;Prime Black;About 230 EUR;;;eMMC 5.1;;;;;;;;;;;
https://www.gsmarena.com/tcl_10_tabmax-10419.php;https://fdn2.gsmarena.com/vv/bigpic/tcl-tabmax10.jpg;TCL 10 TabMax;Released 2021, Q1;7.7mm thickness;Android 10, TCL UI;64GB storage, microSDXC;21;0.1%;112,219 hits;"10.36""";1200x2000 pixels;4 GB RAM;;8000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1900 / 2100;1, 3, 5, 7, 8, 20, 28, 34, 38, 39, 40, 41;HSPA 42.2/11.5 Mbps, LTE-A Cat6 300/50 Mbps;2020, September 03;Available. Released 2021, Q1;247.8 x 157.6 x 7.7 mm (9.76 x 6.20 x 0.30 in);-;;Nano-SIM;IPS LCD;10.36 inches, 305.5 cm(~78.2% screen-to-body ratio);1200 x 2000 pixels, 5:3 ratio (~225 ppi density);Android 10, TCL UI;;Octa-core (4x2.0 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53);Mali-G72 MP3;microSDXC (dedicated slot);64GB 4GB RAM;"13 MP, f/1.8, (wide), 1/3"", 1.12µm, AF";LED flash;1080p@30fps;"8 MP, f/2.0, (wide), 1/4"", 1.12µm";1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;5.0, A2DP, LE;GPS;No;No;USB Type-C 2.0;Accelerometer, proximity;Li-Po 8000 mAh, non-removable;Dark Blue;About 250 EUR;;;eMMC 5.1;Stylus support;;;;;;;;;;
https://www.gsmarena.com/tcl_10_se-10321.php;https://fdn2.gsmarena.com/vv/bigpic/tcl-10-se.jpg;TCL 10 SE;Released 2020, July 21;166g, 8.4mm thickness;Android 10, TCL UI;128GB storage, microSDXC;16;0.1%;243,750 hits;"6.52""";720x1600 pixels;4 GB RAM;Helio P22;4000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (Dual SIM model only);HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 5, 7, 8, 20, 28, 38, 40, 41;HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat13 400/75 Mbps;2020, July 09;Available. Released 2020, July 21;164.9 x 74.7 x 8.4 mm (6.49 x 2.94 x 0.33 in);166 g (5.86 oz);;Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by);LCD;6.52 inches, 102.6 cm(~83.3% screen-to-body ratio);720 x 1600 pixels, 20:9 ratio (~269 ppi density);Android 10, TCL UI;Mediatek MT6762 Helio P22 (12 nm);Octa-core 2.0 GHz Cortex-A53;PowerVR GE8320;microSDXC (uses shared SIM slot);128GB 4GB RAM;"48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF5 MP, f/2.2, 115˚ (ultrawide), 1.12µm2 MP, f/2.4, (depth)";Dual-LED flash, HDR, panorama;1080p@30fps;"8 MP, f/2.0, 26mm (wide), 1/4.0"", 1.12µmor13 MP, f/2.2, 26mm (wide), 1/3.1"", 1.12µm";1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;5.0, A2DP, LE, aptX;GPS, GLONASS, GALILEO, BDS;Yes;FM radio;USB Type-C 2.0, OTG;Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass;Li-Po 4000 mAh, non-removable;Black, Violet;;;T766H_EEA, T766U, T766H, T766A, T766J;;;;;;;;;;;;
https://www.gsmarena.com/tcl_10_plus-10320.php;https://fdn2.gsmarena.com/vv/bigpic/tcl-10-plus.jpg;TCL 10 Plus;Released 2020, August;172g, 8.9mm thickness;Android 10, TCL UI;64GB/128GB/256GB storage, microSDXC;37;0.1%;297,088 hits;"6.47""";1080x2340 pixels;6/8 GB RAM;Snapdragon 665;4500 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (Dual SIM model only);HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 5, 7, 8, 20, 28, 38, 40, 41;HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat13 400/75 Mbps;2020, July 09;Available. Released 2020, August;158.9 x 72.9 x 8.9 mm (6.26 x 2.87 x 0.35 in);172 g (6.07 oz);;Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by);AMOLED, HDR;6.47 inches, 102.8 cm(~88.7% screen-to-body ratio);1080 x 2340 pixels, 19.5:9 ratio (~398 ppi density);Android 10, TCL UI;Qualcomm SM6125 Snapdragon 665 (11 nm);Octa-core (4x2.0 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver);Adreno 610;microSDXC (uses shared SIM slot);64GB 6GB RAM, 128GB 6GB RAM, 256GB 8GB RAM;48 MP, f/1.8, 26mm (wide), 0.8µm, PDAF8 MP, f/2.2, 118˚ (ultrawide), 1.12µm2 MP, f/2.4, (macro)2 MP, f/2.4, (depth);Dual-LED flash, HDR, panorama;4K@30fps, 1080p@30/120fps;"16 MP, f/2.2, 26mm (wide), 1/3.1"", 1.0µm";1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;5.0, A2DP, LE, aptX;GPS, GLONASS, GALILEO, BDS;Yes;FM radio;USB Type-C 2.0, OTG;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;Li-Po 4500 mAh, non-removable;Blue, Violet;About 300 EUR;;T782H;;;;;;;;;;;;
https://www.gsmarena.com/tcl_10_5g-10178.php;https://fdn2.gsmarena.com/vv/bigpic/tcl-10-5g-r.jpg;TCL 10 5G;Released 2020, July 27;210g, 9mm thickness;Android 10, TCL UI;128GB storage, microSDXC;39;0.3%;301,691 hits;"6.53""";1080x2340 pixels;6 GB RAM;Snapdragon 765G 5G;4500 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (Dual SIM model only);HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - T790Y;1, 3, 5, 7, 8, 20, 28, 32, 38, 40, 41 - T790Y;HSPA 42.2/5.76 Mbps, LTE-A (5CA) Cat16 1000/150 Mbps, 5G 2.3 Gbps DL;2020, April 06;Available. Released 2020, July 27;163.7 x 76.6 x 9 mm (6.44 x 3.02 x 0.35 in);210 g (7.41 oz);Glass front, glass back, aluminum frame;Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by);IPS LCD, HDR10, 450 nits (typ);6.53 inches, 104.7 cm(~83.5% screen-to-body ratio);1080 x 2340 pixels, 19.5:9 ratio (~395 ppi density);Android 10, TCL UI;Qualcomm SM7250 Snapdragon 765G 5G (7 nm);Octa-core (1x2.4 GHz Kryo 475 Prime & 1x2.2 GHz Kryo 475 Gold & 6x1.8 GHz Kryo 475 Silver);Adreno 620;microSDXC (uses shared SIM slot);128GB 6GB RAM;"64 MP, f/1.9, 26mm (wide), 1/1.72"", 0.8µm, PDAF8 MP, f/2.2, 13mm (ultrawide), 1/4.0"", 1.12µm5 MP, f/2.2, (macro)2 MP, f/2.4, (depth)";Dual-LED flash, HDR, panorama;4K@30fps, 1080p@30/60/120fps, gyro-EIS;"16 MP, f/2.2, 26mm (wide), 1/3.06"", 1.0µm";1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;5.0, A2DP, LE;GPS (L1+L5), GLONASS, BDS, GALILEO, QZSS;Yes;FM radio;USB Type-C 2.0, OTG;Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass;Li-Po 4500 mAh, non-removable;Chrome Blue, Mercury Gray;About 400 EUR;1, 3, 8, 28, 77, 78 SA/NSA - T790Y;T790Y, T790H;UFS 2.1;;;;;;;;;;;
https://www.gsmarena.com/tcl_10_pro-10179.php;https://fdn2.gsmarena.com/vv/bigpic/tcl-10-pro.jpg;TCL 10 Pro;Released 2020, May 19;177g, 9.2mm thickness;Android 10, planned upgrade to 11, TCL UI;128GB/256GB storage, microSDXC;96;0.3%;588,896 hits;"6.47""";1080x2340 pixels;6 GB RAM;Snapdragon 675;4500 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (Dual SIM model only);HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - T799B;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 25, 26, 28, 38, 40, 41, 66 - T799B;HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat13 400/75 Mbps;2020, April 06;Available. Released 2020, May 19;158.5 x 72.4 x 9.2 mm (6.24 x 2.85 x 0.36 in);177 g (6.24 oz);Glass front, glass back, aluminum frame;Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by);AMOLED, HDR10;6.47 inches, 102.8 cm(~89.5% screen-to-body ratio);1080 x 2340 pixels, 19.5:9 ratio (~398 ppi density);Android 10, planned upgrade to Android 11, TCL UI;Qualcomm SDM675 Snapdragon 675 (11 nm);Octa-core (2x2.0 GHz Kryo 460 Gold & 6x1.7 GHz Kryo 460 Silver);Adreno 612;microSDXC (uses shared SIM slot);128GB 6GB RAM, 256GB 6GB RAM;"64 MP, f/1.8, 26mm (wide), 1/1.72"", 0.8µm, PDAF16 MP, f/2.4, 13mm (ultrawide), 1/3.1"", 1.0µm5 MP, f/2.2, (macro)2 MP, f/2.4, (depth)";Dual-LED flash, HDR, panorama;4K@30fps, 1080p@30/60/120fps, 720p@960fps, gyro-EIS;"24 MP, f/2.0, 26mm (wide), 1/2.8"", 0.9µm";1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;5.0, A2DP, LE, aptX HD;GPS, GLONASS, GALILEO;Yes;FM radio (market/region dependent);USB Type-C 2.0, OTG;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;Li-Po 4500 mAh, non-removable;Gray, Green;About 250 EUR;;T799B, T799H;UFS 2.1;;;;;;;;;Always-on-display;;
https://www.gsmarena.com/tcl_10l-10180.php;https://fdn2.gsmarena.com/vv/bigpic/tcl-10l.jpg;TCL 10L;Released 2020, May 19;180g, 8.4mm thickness;Android 10, up to Android 11, TCL UI;64GB/128GB/256GB storage, microSDXC;39;0.3%;426,030 hits;"6.53""";1080x2340 pixels;6 GB RAM;Snapdragon 665;4000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (Dual SIM model only);HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 25, 26, 28, 38, 40, 41, 66;HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat13 400/75 Mbps;2020, April 06;Available. Released 2020, May 19;162.2 x 75.6 x 8.4 mm (6.39 x 2.98 x 0.33 in);180 g (6.35 oz);;Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by);IPS LCD, HDR;6.53 inches, 104.7 cm(~85.4% screen-to-body ratio);1080 x 2340 pixels, 19.5:9 ratio (~395 ppi density);Android 10, upgradable to Android 11, TCL UI;Qualcomm SM6125 Snapdragon 665 (11 nm);Octa-core (4x2.0 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver);Adreno 610;microSDXC (uses shared SIM slot);64GB 6GB RAM, 128GB 6GB RAM, 256GB 6GB RAM;"48 MP, f/1.8, 26mm (wide), 1/2.25"", 0.8µm, PDAF8 MP, f/2.2, 13mm (ultrawide), 1/4.0"", 1.12µm2 MP, f/2.4, (macro)2 MP, f/2.4, (depth)";Dual-LED flash, HDR, panorama;4K@30fps, 1080p@30/120fps;"16 MP, f/2.2, 28mm (wide), 1/3.06"", 1.0µm";1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;5.0, A2DP, LE, aptX;GPS, GALILEO;Yes;FM radio;USB Type-C 2.0, OTG;Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass;Li-Po 4000 mAh, non-removable;Arctic White, Mariana Blue;About 140 EUR;;T770H, T770B, 4187U;64GB eMMC 5.1, 128/256GB UFS 2.1;;;;;;;;;;;
https://www.gsmarena.com/tcl_plex-9841.php;https://fdn2.gsmarena.com/vv/bigpic/alcatel-plex-.jpg;TCL Plex;Released 2019, October;192g, 8mm thickness;Android 9.0, up to Android 10;128GB storage, microSDXC;54;0.2%;451,037 hits;"6.53""";1080x2340 pixels;6 GB RAM;Snapdragon 675;3820 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (Dual SIM model only);HSDPA 850 / 900 / 1900 / 2100;1, 3, 5, 7, 8, 20, 28, 38, 40;HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 400/75 Mbps;2019, September;Available. Released 2019, October;162.2 x 76.6 x 8 mm (6.39 x 3.02 x 0.31 in);192 g (6.77 oz);Glass front, glass back, aluminum frame;Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by);IPS LCD;6.53 inches, 104.7 cm(~84.2% screen-to-body ratio);1080 x 2340 pixels, 19.5:9 ratio (~395 ppi density);Android 9.0 (Pie), upgradable to Android 10;Qualcomm SDM675 Snapdragon 675 (11 nm);Octa-core (2x2.0 GHz Kryo 460 Gold & 6x1.7 GHz Kryo 460 Silver);Adreno 612;microSDXC (uses shared SIM slot);128GB 6GB RAM;"48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF16 MP, f/2.4, 13mm (ultrawide), 1/3.1"", 1.0µm2 MP, f/1.8";Dual-LED flash, HDR, panorama;4K@30fps, 1080p@30/60/120fps, 720p@960fps, gyro-EIS;"24 MP, f/2.0, 26mm (wide), 1/2.8"", 0.9µm";1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;5.0, A2DP, LE, aptX;GPS;Yes;FM radio;USB Type-C 2.0;Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass;Li-Ion 3820 mAh, non-removable;Obsidian Black, Opal White;About 330 EUR;;T780H;UFS 2.1;;;;;;;;;;Up to 396 h (3G);Up to 12 h (2G) / Up to 25 h (3G)
