Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;net4g;net5g;speed;year;status;dimensions;weight;sim;displaytype;displaysize;displayresolution;os;chipset;cpu;gpu;memoryslot;internalmemory;cam1modules;cam1features;cam1video;cam2modules;cam2features;cam2video;wlan;bluetooth;gps;nfc;radio;usb;sensors;batdescription1;colors;price;memoryother;models;build;displayprotection;bodyother;gprstext;edge;batstandby1;battalktime1;optionalother;sar-eu;sar-us
https://www.gsmarena.com/coolpad_defiant-8754.php;https://fdn2.gsmarena.com/vv/bigpic/coolpad-defiant.jpg;Coolpad Defiant;Released 2017, June;184.3g, 10.2mm thickness;Android 7.0;8GB storage, microSDHC;3;N/A;82,057 hits;"5.0""";480x854 pixels;1 GB RAM;Snapdragon 425;2500 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 1700(AWS) / 1900;2, 4, 12;;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2017, June. Released 2017, June;Discontinued;144.5 x 71.4 x 10.2 mm (5.69 x 2.81 x 0.40 in);184.3 g (6.49 oz);Micro-SIM;TFT;5.0 inches, 68.9 cm(~66.8% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~196 ppi density);Android 7.0 (Nougat);Qualcomm MSM8917 Snapdragon 425 (28 nm);Quad-core 1.4 GHz Cortex-A53;Adreno 306;microSDHC;8GB 1GB RAM;5 MP, AF;LED flash;720p@24fps;2 MP;;;Wi-Fi 802.11 b/g/n;4.2, A2DP, LE;GPS;No;No;microUSB 2.0;Accelerometer;Li-Ion 2450 mAh battery;Storm gray;About 80 EUR;eMMC 5.1;;;;;;;Up to 216 h (3G);Up to 15 h (3G);;;
https://www.gsmarena.com/coolpad_note_5_lite-8618.php;https://fdn2.gsmarena.com/vv/bigpic/coolpad-note-5-lite.jpg;Coolpad Note 5 Lite;Released 2017, March;148g, 8.7mm thickness;Android 6, Cool UI 8;16GB storage, microSDXC;11;N/A;412,607 hits;"5.0""";720x1280 pixels;3 GB RAM;MT6735CP;2500 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 1900 / 2100;1, 3, 5, 40;;HSPA, LTE;2017, March. Released 2017, March;Discontinued;145.3 x 72.3 x 8.7 mm (5.72 x 2.85 x 0.34 in);148 g (5.22 oz);Hybrid Dual SIM (Nano-SIM, dual stand-by);IPS LCD;5.0 inches, 68.9 cm(~65.6% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Android 6 (Marshmallow), Cool UI 8;Mediatek MT6735CP;Quad-core 1.0 GHz Cortex-A53;Mali-T720MP2;microSDXC (uses shared SIM slot);16GB 3GB RAM;13 MP, f/2.2, AF;LED flash, HDR, panorama;1080p@30fps;8 MP, f/2.2;LED flash;;Wi-Fi 802.11 b/g/n;4.0, A2DP;GPS;No;FM radio;microUSB 2.0, OTG;Fingerprint (rear-mounted), accelerometer, proximity;Li-Ion 2500 mAh, non-removable;Gold, Gray;About 120 EUR;;3505I;;;;;;;;;;
https://www.gsmarena.com/coolpad_cool1_dual-8272.php;https://fdn2.gsmarena.com/vv/bigpic/leeco-cool1-dual.jpg;Coolpad Cool1 dual;Released 2016, August;167g, 8.2mm thickness;Android 6.0, eUI 5.6;32GB/64GB storage, no card slot;124;0.1%;2,118,264 hits;"5.5""";1080x1920 pixels;3/4 GB RAM;Snapdragon 652;4060 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;1, 3, 5, 7, 8, 38, 39, 40, 41;;HSPA, LTE;2016, August. Released 2016, August;Discontinued;152 x 74.8 x 8.2 mm (5.98 x 2.94 x 0.32 in);167 g (5.89 oz);Dual SIM (Nano-SIM, dual stand-by);IPS LCD;5.5 inches, 83.4 cm(~73.3% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~401 ppi density);Android 6.0 (Marshmallow), eUI 5.6;Qualcomm MSM8976 Snapdragon 652 (28 nm);Octa-core (4x1.2 GHz Cortex-A53 & 4x1.8 GHz Cortex-A72);Adreno 510;No;32GB 3GB RAM, 32GB 4GB RAM, 64GB 4GB RAM;13 MP, f/2.0, PDAF13 MP;Dual-LED dual-tone flash, panorama, HDR;4K@30fps, 1080p@30fps, 720p@120fps;"8 MP, f/2.2, 1/3.2"", 1.4µm";;1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;4.1, A2DP, LE;GPS, GLONASS, BDS;No;No;USB Type-C;Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass;Li-Ion 4060 mAh, non-removable;Gold, Silver, Rose Gold;About 200 EUR;eMMC 5.1;R116, C1-U02;;;;;;;;;;
https://www.gsmarena.com/coolpad_conjr-8511.php;https://fdn2.gsmarena.com/vv/bigpic/coolpad-conjr.jpg;Coolpad Conjr;Released 2017, January;148g, 8.7mm thickness;Android 6, Cool UI 8;16GB storage, microSDHC;7;N/A;115,875 hits;"5.0""";720x1280 pixels;3 GB RAM;MT6735CP;2500 mAh Li-Ion;GSM 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1700(AWS) / 1900 / 2100;2, 4, 5, 7, 12;;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2017, January. Released 2017, January;Discontinued;143 x 72 x 8.7 mm (5.63 x 2.83 x 0.34 in);148 g (5.22 oz);Dual SIM (Nano-SIM, dual stand-by);IPS LCD;5.0 inches, 68.9 cm(~66.9% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Android 6 (Marshmallow), Cool UI 8;Mediatek MT6735CP;Quad-core 1.0 GHz Cortex-A53;Mali-T720MP2;microSDHC;16GB 3GB RAM;13 MP, f/2.2, AF, OIS;LED flash, HDR, panorama;1080p@30fps;8 MP, f/2.2;LED flash;;Wi-Fi 802.11 b/g/n;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Fingerprint (rear-mounted), accelerometer, proximity;Li-Ion 2500 mAh, non-removable;Gray;About 210 EUR;;;;;;;;;;;;
https://www.gsmarena.com/coolpad_cool_s1-8481.php;https://fdn2.gsmarena.com/vv/bigpic/coolpad-cool-s1.jpg;Coolpad Cool S1;Released 2017, January;168g, 7.5mm thickness;Android 6.0.1, eUI 5.8;64GB/128GB storage, no card slot;29;N/A;265,899 hits;"5.5""";1080x1920 pixels;4/6 GB RAM;Snapdragon 821;4070 mAh Li-Po;GSM 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA;LTE (unspecified);;HSPA, LTE;2016, December. Released 2017, January;Discontinued;151.4 x 74.7 x 7.5 mm (5.96 x 2.94 x 0.30 in);168 g (5.93 oz);Dual SIM;IPS LCD;5.5 inches, 83.4 cm(~73.7% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~401 ppi density);Android 6.0.1 (Marshmallow), eUI 5.8;Qualcomm MSM8996 Snapdragon 821 (14 nm);Quad-core (2x2.35 GHz Kryo & 2x1.6 GHz Kryo);Adreno 530;No;64GB 4GB RAM, 128GB 6GB RAM;16 MP, f/2.0, PDAF;Dual-LED dual-tone flash, HDR, panorama;Yes;8 MP;;;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;4.1, A2DP, LE;GPS;No;FM radio;USB Type-C;Fingerprint (rear-mounted), accelerometer, proximity;Li-Po 4070 mAh, non-removable;Gold;About 420 EUR;;;;;;Yes;Yes;;;Tuned by Harman Kardon;;
https://www.gsmarena.com/coolpad_note_3s-8473.php;https://fdn2.gsmarena.com/vv/bigpic/coolpad-note-3s.jpg;Coolpad Note 3s;Released 2016, December;163g, 8.3mm thickness;Android 6.0;32GB storage, microSDHC;3;N/A;271,770 hits;"5.5""";720x1280 pixels;3 GB RAM;Snapdragon 415;2500 mAh Li-Po;GSM 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;3, 5, 40;;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2016, November. Released 2016, December;Discontinued;154.5 x 77.4 x 8.3 mm (6.08 x 3.05 x 0.33 in);163 g (5.75 oz);Dual SIM;IPS LCD;5.5 inches, 83.4 cm(~69.7% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~267 ppi density);Android 6.0 (Marshmallow);Qualcomm MSM8929 Snapdragon 415 (28 nm);Octa-core (4x1.3 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53);Adreno 405;microSDHC;32GB 3GB RAM;13 MP, f/2.2, AF;LED flash, HDR, panorama;1080p@30fps;5 MP, f/2.2;;1080p@30fps;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.0, A2DP;GPS;No;"Stereo FM radio; recording";microUSB 2.0, OTG;Fingerprint (rear-mounted), accelerometer, proximity;Li-Po 2500 mAh, non-removable;White, Gold;;eMMC 4.5;Y91-I00;;Scratch-resistant glass;;;;Up to 200 h (3G);Up to 8 h (3G);;0.57 W/kg (head)     0.65 W/kg (body);
https://www.gsmarena.com/coolpad_mega_3-8464.php;https://fdn2.gsmarena.com/vv/bigpic/coolpad-mega3.jpg;Coolpad Mega 3;Released 2016, December;170g, 8.2mm thickness;Android 6.0, Cool UI;16GB storage, microSDHC;5;N/A;405,166 hits;"5.5""";720x1280 pixels;2 GB RAM;MT6737;3050 mAh Li-Po;GSM 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;1, 3, 5, 7, 20, 40;;HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps;2016, December. Released 2016, December;Discontinued;152 x 77 x 8.2 mm (5.98 x 3.03 x 0.32 in);170 g (6.00 oz);Triple SIM (Nano-SIM, triple stand-by);IPS LCD;5.5 inches, 83.4 cm(~71.3% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~267 ppi density);Android 6.0 (Marshmallow), Cool UI;Mediatek MT6737 (28 nm);Quad-core 1.2 GHz Cortex-A53;Mali-T860;microSDHC (dedicated slot);16GB 2GB RAM;8 MP, f/2.2, AF;LED flash, HDR, panorama;720p@30fps;8 MP, f/2.2;LED flash;720p;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.0, A2DP;GPS;No;"Stereo FM radio; recording";microUSB 2.0, OTG;Accelerometer, proximity;Li-Po 3050 mAh, non-removable;Champagne White, Moondust Grey, Gold White;About 110 EUR;eMMC 5.0;3503I;;Scratch-resistant glass;;;;Up to 200 h (3G);Up to 8 h (3G);;0.68 W/kg (head)     0.66 W/kg (body);
https://www.gsmarena.com/coolpad_note_5-8364.php;https://fdn2.gsmarena.com/vv/bigpic/coolpad-note-5.jpg;Coolpad Note 5;Released 2016, October;173.4g, 8.9mm thickness;Android 6, Cool UI 8;32GB/64GB storage, microSDXC;54;0.1%;2,412,665 hits;"5.5""";1080x1920 pixels;4 GB RAM;Snapdragon 617;4010 mAh Li-Ion;GSM 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;1, 3, 40;;HSPA, LTE;2016, September. Released 2016, October;Discontinued;152 x 75.7 x 8.9 mm (5.98 x 2.98 x 0.35 in);173.4 g (6.10 oz);Hybrid Dual SIM;IPS LCD;5.5 inches, 83.4 cm(~72.5% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~401 ppi density);Android 6 (Marshmallow), Cool UI 8;Qualcomm MSM8952 Snapdragon 617 (28 nm);Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53);Adreno 405;microSDXC (uses shared SIM slot);32GB 4GB RAM, 64GB 4GB RAM;13 MP, f/2.2, AF;LED flash, HDR, panorama;1080p@30fps;8 MP, f/2.2;LED flash;;Wi-Fi 802.11 b/g/n;4.0, A2DP;GPS;No;FM radio;microUSB 2.0, OTG;Fingerprint (rear-mounted), accelerometer, proximity, compass;Li-Ion 4010 mAh, non-removable;Royal Gold, Space Gray;About 180 EUR;eMMC 5.1;3600I;;Scratch-resistant glass;;;;;;;;
https://www.gsmarena.com/coolpad_modena_2-8326.php;https://fdn2.gsmarena.com/vv/bigpic/coolpad-modena2.jpg;Coolpad Modena 2;Released 2016, September;143g, 7.9mm thickness;Android 6, Cool UI 8;16GB storage, microSDHC;6;N/A;265,649 hits;"5.5""";720x1280 pixels;2 GB RAM;MT6735P;2500 mAh Li-Ion;GSM 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;1, 3, 7, 8, 20;;HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps;2016, September. Released 2016, September;Discontinued;154.5 x 76.5 x 7.9 mm (6.08 x 3.01 x 0.31 in);143 g (5.04 oz);Hybrid Dual SIM (Nano-SIM, dual stand-by);IPS LCD;5.5 inches, 83.4 cm(~70.6% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~267 ppi density);Android 6 (Marshmallow), Cool UI 8;Mediatek MT6735P (28 nm);Quad-core 1.0 GHz Cortex-A53;Mali-T720MP2;microSDHC (uses shared SIM slot);16GB 2GB RAM;8 MP, f/2.2, AF;LED flash, HDR, panorama;Yes;8 MP, f/2.2;;;Wi-Fi 802.11 b/g/n;4.1, A2DP, LE;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity, compass;Li-Ion 2500 mAh, non-removable;Gold, Black;About 180 EUR;;E502;;;;;;;;;;
https://www.gsmarena.com/coolpad_mega-8267.php;https://fdn2.gsmarena.com/vv/bigpic/coolpad-mega.jpg;Coolpad Mega;Released 2016, August;143g, 7.9mm thickness;Android 6, Cool UI 8;16GB storage, microSDHC;12;N/A;856,815 hits;"5.5""";720x1280 pixels;3 GB RAM;MT6735P;2500 mAh Li-Ion;GSM 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;3, 40;;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2016, August. Released 2016, August;Discontinued;153 x 76.8 x 7.9 mm (6.02 x 3.02 x 0.31 in);143 g (5.04 oz);Hybrid Dual SIM;IPS LCD;5.5 inches, 109.5 cm(~93.2% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~233 ppi density);Android 6 (Marshmallow), Cool UI 8;Mediatek MT6735P (28 nm);Quad-core 1.0 GHz Cortex-A53;Mali-T720MP2;microSDHC (uses shared SIM slot);16GB 3GB RAM;8 MP, f/2.2, AF;LED flash;Yes;8 MP, f/2.2;;;Wi-Fi 802.11 b/g/n;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 2500 mAh, non-removable;Gold, White, Black;About 80 EUR;;Y83-I00;;;;;;;;;;
https://www.gsmarena.com/coolpad_torino-8273.php;https://fdn2.gsmarena.com/vv/bigpic/coolpad-torino.jpg;Coolpad Torino;Released 2016, July;163g, 8.7mm thickness;Android 5.1, Cool UI 8;16GB storage, microSDHC;10;N/A;229,950 hits;"5.5""";720x1280 pixels;3 GB RAM;Snapdragon 617;2500 mAh Li-Ion;GSM 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;1, 3, 7, 20;;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2016, July. Released 2016, July;Discontinued;154 x 76.5 x 8.7 mm (6.06 x 3.01 x 0.34 in);163 g (5.75 oz);Hybrid Dual SIM;IPS LCD;5.5 inches, 83.4 cm(~70.8% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~267 ppi density);Android 5.1 (Lollipop), Cool UI 8;Qualcomm MSM8952 Snapdragon 617 (28 nm);Octa-core (4x1.36 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53);Adreno 405;microSDHC (uses shared SIM slot);16GB 3GB RAM;13 MP, f/2.2, AF;LED flash, panorama;1080p@30fps;5 MP, f/2.2;;1080p@30fps;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Fingerprint (rear-mounted), accelerometer, proximity, compass;Li-Ion 2500 mAh, non-removable;White/Gold;About 200 EUR;eMMC 5.1;R108;;;;;;Up to 250 h (2G) / Up to 250 h (3G);Up to 16 h (2G) / Up to 13 h (3G);;;
https://www.gsmarena.com/coolpad_note_3_plus-8270.php;https://fdn2.gsmarena.com/vv/bigpic/coolpad-note-3-plus.jpg;Coolpad Note 3 Plus;Released 2016, July;168g, 9mm thickness;Android 5.1, Cool UI 6;16GB storage, microSDXC;13;N/A;426,046 hits;"5.5""";1080x1920 pixels;3 GB RAM;MT6753;3000 mAh Li-Ion;GSM 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;1, 3, 40;;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2016, May. Released 2016, July;Discontinued;152 x 77 x 9 mm (5.98 x 3.03 x 0.35 in);168 g (5.93 oz);Dual SIM (Micro-SIM, dual stand-by);IPS LCD;5.5 inches, 83.4 cm(~71.3% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~401 ppi density);Android 5.1 (Lollipop), Cool UI 6;Mediatek MT6753 (28 nm);Octa-core 1.3 GHz Cortex-A53;Mali-T720MP3;microSDXC (dedicated slot);16GB 3GB RAM;13 MP, f/2.0, AF;LED flash, HDR, panorama;1080p@30fps;5 MP;;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0, OTG;Fingerprint (rear-mounted), accelerometer, proximity, compass;Li-Ion 3000 mAh, non-removable;Champagne Gold, White;About 120 EUR;;;;Scratch-resistant glass;;;;Up to 400 h (3G);Up to 15 h (3G);;;
https://www.gsmarena.com/coolpad_max-8165.php;https://fdn2.gsmarena.com/vv/bigpic/coolpad-max.jpg;Coolpad Max;Released 2016, June;170g, 7.6mm thickness;Android 5.1;64GB storage, microSDXC;17;N/A;934,644 hits;"5.5""";1080x1920 pixels;4 GB RAM;Snapdragon 617;2800 mAh Li-Ion;GSM 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;3, 40;;HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps;2016, June. Released 2016, June;Discontinued;152 x 75.7 x 7.6 mm (5.98 x 2.98 x 0.30 in);170 g (6.00 oz);Hybrid Dual SIM;IPS LCD;5.5 inches, 83.4 cm(~72.5% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~401 ppi density);Android 5.1 (Lollipop);Qualcomm MSM8952 Snapdragon 617 (28 nm);Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53);Adreno 405;microSDXC (uses shared SIM slot);64GB 4GB RAM;13 MP, f/2.0, PDAF;Dual-LED dual-tone flash, HDR, panorama;1080p@30fps;"5 MP, f/2.2, 1/4"", 1.4µm";;1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot;4.0, A2DP;GPS, GLONASS;No;FM radio;microUSB 2.0;Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass;Li-Ion 2800 mAh, non-removable;Royal Gold, Rose Gold;About 380 EUR;eMMC 5.1;A8-831;;;;;;;;;;
https://www.gsmarena.com/coolpad_porto_s-7895.php;https://fdn2.gsmarena.com/vv/bigpic/coolpad-porto-s.jpg;Coolpad Porto S;Released 2016, March;125g, 7.6mm thickness;Android 5.1;8GB storage, microSDXC;6;N/A;375,632 hits;"5.0""";720x1280 pixels;1 GB RAM;MT6735P;2000 mAh Li-Po;GSM 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;1, 3, 7, 20;;HSPA, LTE Cat4 150/50 Mbps;2016, January. Released 2016, March;Discontinued;143 x 72 x 7.6 mm (5.63 x 2.83 x 0.30 in);125 g (4.41 oz);Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by);IPS LCD;5.0 inches, 68.9 cm(~66.9% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Android 5.1 (Lollipop);Mediatek MT6735P (28 nm);Quad-core 1.0 GHz Cortex-A53;Mali-T720MP2;microSDXC (uses shared SIM slot);8GB 1GB RAM;8 MP, f/2.4, AF;Dual-LED flash;1080p@30fps;2 MP, f/2.4;;1080p@30fps;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP, LE;GPS, GLONASS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Po 2000 mAh, non-removable;White;About 130 EUR;;E570;;;;;;Up to 200 h (2G) / Up to 150 h (3G);Up to 8 h (2G) / Up to 7 h (3G);;;
https://www.gsmarena.com/coolpad_torino_s-7898.php;https://fdn2.gsmarena.com/vv/bigpic/coolpad-torino-s.jpg;Coolpad Torino S;Released 2016, March;120g, 7.9mm thickness;Android 5.1;16GB storage, microSDHC;5;N/A;217,961 hits;"4.7""";720x1280 pixels;2 GB RAM;Snapdragon 410;1800 mAh Li-Ion;GSM 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;1, 3;;HSPA, LTE Cat4 150/50 Mbps;2016, January. Released 2016, March;Discontinued;139 x 67.8 x 7.9 mm (5.47 x 2.67 x 0.31 in);120 g (4.23 oz);Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by);IPS LCD;4.7 inches, 60.9 cm(~64.6% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~312 ppi density);Android 5.1 (Lollipop);Qualcomm MSM8916 Snapdragon 410 (28 nm);Quad-core 1.2 GHz Cortex-A53;Adreno 306;microSDHC (uses shared SIM slot);16GB 2GB RAM;8 MP, f/2.2, AF;Dual-LED flash;1080p@30fps;5 MP, f/2.2;;1080p@30fps;Wi-Fi 802.11 b/g/n, hotspot;4.1, A2DP, LE;GPS, GLONASS;No;FM radio;microUSB 2.0;Fingerprint (rear-mounted), accelerometer, proximity;Li-Ion 1800 mAh, non-removable;Black, White, Gold;About 180 EUR;eMMC 4.5;;;;;;;Up to 300 h (2G) / Up to 200 h (3G);Up to 5 h (2G) / Up to 4 h (3G);;;
https://www.gsmarena.com/coolpad_note_3_lite-7877.php;https://fdn2.gsmarena.com/vv/bigpic/coolpad-note3-lite.jpg;Coolpad Note 3 Lite;Released 2016, January;142g, 8.9mm thickness;Android 5.1;16GB storage, microSDHC;57;0.1%;3,596,821 hits;"5.0""";720x1280 pixels;3 GB RAM;MT6735;2500 mAh Li-Ion;GSM 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only);HSDPA 900 / 2100;1, 2, 3, 8, 40;;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2016, January. Released 2016, January;Discontinued;140.8 x 70.4 x 8.9 mm (5.54 x 2.77 x 0.35 in);142 g (5.01 oz);Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by);IPS LCD;5.0 inches, 68.9 cm(~69.5% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Android 5.1 (Lollipop);Mediatek MT6735 (28 nm);Quad-core 1.3 GHz Cortex-A53;Mali-T720MP2;microSDHC (dedicated slot);16GB 3GB RAM;13 MP, f/2.0, AF;LED flash, HDR, panorama;1080p@30fps;5 MP, f/2.4;;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA, hotspot;4.0, A2DP;GPS;No;Stereo FM radio, recording;microUSB 2.0, OTG;Fingerprint (rear-mounted), accelerometer, proximity;Li-Ion 2500 mAh, non-removable;Black, White, Champagne white;About 110 EUR;;CP8298_I00;;Scratch-resistant glass;;;;Up to 200 h;Up to 10 h;;0.24 W/kg (head)     0.42 W/kg (body);0.24 W/kg (head)     0.42 W/kg (body)
https://www.gsmarena.com/coolpad_roar-7752.php;https://fdn2.gsmarena.com/vv/bigpic/coolpad-roar.jpg;Coolpad Roar;Released 2015, November;9mm thickness;Android 5.1;8GB storage, microSDHC;2;N/A;446,616 hits;"4.5""";480x854 pixels;1 GB RAM;MT6580;1800 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;;;HSPA;2015, November. Released 2015, November;Discontinued;133 x 65.4 x 9 mm (5.24 x 2.57 x 0.35 in);-;Nano-SIM;IPS LCD;4.5 inches, 55.8 cm(~64.2% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~218 ppi density);Android 5.1 (Lollipop);Mediatek MT6580 (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSDHC (dedicated slot);8GB 1GB RAM;5 MP, AF;LED flash;Yes;2 MP;;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Yes;Li-Ion 1800 mAh, removable;Black;;;;;;;;;;;;;
https://www.gsmarena.com/coolpad_note_3-7655.php;https://fdn2.gsmarena.com/vv/bigpic/coolpad-note-3.jpg;Coolpad Note 3;Released 2015, October;9.3mm thickness;Android 5.1;16GB storage, microSDXC;83;0.1%;4,868,101 hits;"5.5""";720x1280 pixels;3 GB RAM;MT6753;3000 mAh Li-Ion;GSM 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;LTE (unspecified);;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2015, October. Released 2015, October;Discontinued;151 x 77 x 9.3 mm (5.94 x 3.03 x 0.37 in);-;Dual SIM;IPS LCD;5.5 inches, 83.4 cm(~71.7% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~267 ppi density);Android 5.1 (Lollipop);Mediatek MT6753 (28 nm);Octa-core 1.3 GHz Cortex-A53;Mali-T720MP3;microSDXC (dedicated slot);16GB 3GB RAM;13 MP, f/2.0, AF;LED flash, HDR, panorama;1080p@30fps;5 MP;;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Fingerprint (rear-mounted), accelerometer, proximity;Li-Ion 3000 mAh, non-removable;White;About 120 EUR;;CP8676_I02;;;;;;;;;;
https://www.gsmarena.com/coolpad_shine-7654.php;https://fdn2.gsmarena.com/vv/bigpic/coolpad-shine.jpg;Coolpad Shine;Released 2015, October;8.6mm thickness;Android 5.1;8GB storage, microSDHC;9;N/A;593,610 hits;"5.5""";720x1280 pixels;2 GB RAM;Snapdragon 615;2500 mAh Li-Ion;GSM 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;1, 3;;HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps;2015, October. Released 2015, October;Discontinued;153 x 77.2 x 8.6 mm (6.02 x 3.04 x 0.34 in);-;Dual SIM;IPS LCD;5.5 inches, 83.4 cm(~70.6% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~267 ppi density);Android 5.1 (Lollipop);Qualcomm MSM8939 Snapdragon 615 (28 nm);Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53);Adreno 405;microSDHC;8GB 2GB RAM;13 MP, AF;LED flash, HDR, panorama;1080p@30fps;5 MP;;;Wi-Fi 802.11 a/b/g/n, hotspot;4.0, A2DP, LE;GPS;No;FM radio;microUSB 2.0;Fingerprint (rear-mounted), accelerometer, proximity;Li-Ion 2500 mAh, non-removable;Gold;About 200 EUR;eMMC 4.5;R106;;;;;;;;;;
