Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;speed;year;status;dimensions;weight;sim;displaytype;displaysize;displayresolution;displayother;os;cpu;memoryslot;internalmemory;cam1modules;cam1video;cam2modules;cam2video;wlan;bluetooth;gps;radio;usb;sensors;featuresother;batdescription1;batstandby1;battalktime1;colors;price;chipset;gpu;cam1features;optionalother;gprstext;edge
https://www.gsmarena.com/i_mate_ultimate_5150-1880.php;https://fdn2.gsmarena.com/vv/bigpic/imate-ultim5150.gif;i-mate Ultimate 5150;Cancelled;19.5mm thickness;Microsoft Windows Mobile 6.0 Professional;128MB RAM storage, microSD slot;10;N/A;367,290 hits;"2.8""";640x480 pixels;128 MB RAM;;1400 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 1900 / 2100;HSPA;2007, February;Cancelled;117 x 60.5 x 19.5 mm (4.61 x 2.38 x 0.77 in);;Mini-SIM;TFT resistive touchscreen, 256K colors (65K effective);2.8 inches, 24.3 cm(~34.3% screen-to-body ratio);640 x 480 pixels, 4:3 ratio (~286 ppi density);Handwriting recognition;Microsoft Windows Mobile 6.0 Professional;Intel Bulverde 520 MHz;microSD;128MB RAM, 256MB ROM;2 MP;Yes;Yes;;Wi-Fi 802.11 b/g/e/i;2.0, A2DP;No;Stereo FM radio;miniUSB;;Voice memoMP3/AAC/AAC+/WMA/OGG/AMR playerWMV/MP4 playerPocket OfficeFile managerTV-out;Removable Li-Ion 1400 mAh battery;;;Silver;About 300 EUR;;;;;;
https://www.gsmarena.com/i_mate_jaq4-1879.php;https://fdn2.gsmarena.com/vv/bigpic/imate-jaq4.gif;i-mate JAQ4;Cancelled;184g, 15.5mm thickness;Microsoft Windows Mobile 6.0 Professional;64MB RAM storage, miniSD slot;8;N/A;223,366 hits;"2.8""";320x240 pixels;64 MB RAM;TI OMAP 850;1660 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;;;2007, February;Cancelled;125 x 71 x 15.5 mm (4.92 x 2.80 x 0.61 in);184 g (6.49 oz);Mini-SIM;TFT resistive touchscreen, 65K colors;2.8 inches, 24.3 cm(~27.4% screen-to-body ratio);320 x 240 pixels, 4:3 ratio (~143 ppi density);Handwriting recognition;Microsoft Windows Mobile 6.0 Professional;200 MHz ARM926EJ-S;miniSD;64MB RAM, 128MB ROM;2 MP, AF;Yes;No;;Wi-Fi 802.11 b/g;1.2;GPS;No;1.1;;Voice memoMP3/AAC/AAC+/WMA/OGG/AMR playerWMV/MP4 playerFile managerPocket Office;Removable Li-Ion 1660 mAh battery;Up to 200 h;Up to 5 h;Black;About 150 EUR;TI OMAP 850;;;;Class 10;Class 10
https://www.gsmarena.com/i_mate_pdal-1787.php;https://fdn2.gsmarena.com/vv/bigpic/imate-pdal.gif;i-mate PDAL;Released 2006, November;116g, 17mm thickness;Microsoft Windows Mobile 5.0 PocketPC;64MB RAM storage, microSD slot;10;N/A;388,238 hits;"2.4""";320x240 pixels;64 MB RAM;TI OMAP 850;1100 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;;;2006, November;Discontinued;112 x 56 x 17 mm (4.41 x 2.20 x 0.67 in);116 g (4.09 oz);Mini-SIM;TFT resistive touchscreen, 65K colors;2.4 inches, 17.8 cm(~28.4% screen-to-body ratio);320 x 240 pixels, 4:3 ratio (~167 ppi density);Handwriting recognition;Microsoft Windows Mobile 5.0 PocketPC;200 MHz ARM926EJ-S;microSD (dedicated slot);64MB RAM, 128MB ROM;2 MP;Yes;No;;Wi-Fi 802.11 b/g;1.2, A2DP;No;No;1.1;;Pocket OfficeVoice memoMP3/AAC playerFile manager;Removable Li-Ion 1100 mAh battery;Up to 150 h;Up to 4 h;Silver;About 220 EUR;TI OMAP 850;;;;Class 10;Class 10
https://www.gsmarena.com/i_mate_jaq3-1786.php;https://fdn2.gsmarena.com/vv/bigpic/imate-jaq3.gif;i-mate JAQ3;Released 2006, November;160g, 14.5mm thickness;Microsoft Windows Mobile 5.0 PocketPC;64MB RAM storage, microSD slot;10;N/A;243,250 hits;"2.5""";320x240 pixels;64 MB RAM;TI OMAP 850;1200 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;;;2006, November;Discontinued;126 x 67.5 x 14.5 mm (4.96 x 2.66 x 0.57 in);160 g (5.64 oz);Mini-SIM;TFT resistive touchscreen, 65K colors;2.5 inches, 19.4 cm(~22.8% screen-to-body ratio);320 x 240 pixels, 4:3 ratio (~160 ppi density);Handwriting recognition;Microsoft Windows Mobile 5.0 PocketPC;200 MHz ARM926EJ-S;microSD (dedicated slot);64MB RAM, 128MB ROM;2 MP;Yes;No;;Wi-Fi 802.11 b/g;1.2, A2DP;No;No;1.1;;Pocket OfficeVoice memoMP3/AAC playerFile manager;Removable Li-Ion 1200 mAh battery;Up to 150 h;Up to 4 h;Black;About 240 EUR;TI OMAP 850;;;;Class 10;Class 10
https://www.gsmarena.com/i_mate_spl-1703.php;https://fdn2.gsmarena.com/vv/bigpic/imate-spl.gif;i-mate SPL;Released 2006, September;102g, 12mm thickness;Microsoft Windows Mobile 5.0 Smartphone;64MB RAM storage, miniSD slot;8;N/A;301,296 hits;"2.2""";240x320 pixels, 2.2 inches;64 MB RAM;;1100 mAh Li-Ion;GSM 900 / 1800 / 1900;;;2006, September;Discontinued;114.5 x 49 x 12 mm (4.51 x 1.93 x 0.47 in);102 g (3.60 oz);Mini-SIM;TFT, 65K colors;2.2 inches, 34 x 45 mm, 15.0 cm(~26.7% screen-to-body ratio);240 x 320 pixels, 2.2 inches, 4:3 ratio (~182 ppi density);5-way navigation;Microsoft Windows Mobile 5.0 Smartphone;200 MHz ARM926EJ-S;miniSD;64MB RAM, 128MB ROM;2 MP;QCIF;No;;No;1.2;No;No;miniUSB;;Voice memoMP3/AAC playerFile explorerPredictive text input;Removable Li-Ion 1100 mAh battery;Up to 150 h;Up to 4 h;Black;About 130 EUR;;;;;Class 10;No
https://www.gsmarena.com/i_mate_jaq-1702.php;https://fdn2.gsmarena.com/vv/bigpic/imate-jaq.gif;i-mate JAQ;Released 2006, September;160g, 22mm thickness;Microsoft Windows Mobile 5.0 PocketPC;64MB RAM storage, miniSD slot;7;N/A;334,307 hits;"2.8""";320x240 pixels;64 MB RAM;TI OMAP 850;1440 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;;;2006, September;Discontinued;122 x 71 x 22 mm (4.80 x 2.80 x 0.87 in);160 g (5.64 oz);Mini-SIM;TFT resistive touchscreen, 65K colors;2.8 inches, 24.3 cm(~28.0% screen-to-body ratio);320 x 240 pixels, 4:3 ratio (~143 ppi density);Handwriting recognition;Microsoft Windows Mobile 5.0 PocketPC;200 MHz ARM926EJ-S;miniSD;64MB RAM, 128MB ROM;No;;;;No;1.2;No;No;miniUSB;;Pocket OfficeVoice memoMP3/AAC playerFile managerPredictive text input;Removable Li-Ion 1440 mAh battery;Up to 150 h;Up to 4 h;Silver;About 180 EUR;TI OMAP 850;;;;Class 10;Class 10
https://www.gsmarena.com/i_mate_jasjam-1589.php;https://fdn2.gsmarena.com/vv/bigpic/imate-jasjam.gif;i-mate JASJAM;Released 2006, June;176g, 22mm thickness;Microsoft Windows Mobile 5.0 PocketPC;64MB RAM storage, microSD slot;13;N/A;1,024,086 hits;"2.8""";240x320 pixels, 2.8 inches;64 MB RAM;;1300 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 1900 / 2100;HSPA 1.8 Mbps;2006, June;Discontinued;112.5 x 58 x 22 mm (4.43 x 2.28 x 0.87 in);176 g (6.21 oz);Mini-SIM;TFT resistive touchscreen, 65K colors;2.8 inches, 42 x 57 mm, 24.3 cm(~37.2% screen-to-body ratio);240 x 320 pixels, 2.8 inches, 4:3 ratio (~143 ppi density);Handwriting recognition;Microsoft Windows Mobile 5.0 PocketPC;400 MHz Samsung;microSD (dedicated slot);64MB RAM, 128MB ROM;2 MP;Yes;QCIF videocall camera;;Wi-Fi 802.11b/g;2.0;No;No;miniUSB;;Pocket OfficeVoice memoMP3/AAC player;Removable Li-Ion 1300 mAh battery;Up to 200 h;Up to 5 h;Silver;About 220 EUR;;;LED flash;;;
https://www.gsmarena.com/i_mate_spjas-1683.php;https://fdn2.gsmarena.com/vv/bigpic/imate-spjas.gif;i-mate SPJAS;Released 2006, August;115g, 14.8mm thickness;Microsoft Windows Mobile 5.0 Smartphone;64MB RAM storage, microSD slot;8;N/A;208,703 hits;"2.2""";240x320 pixels, 2.2 inches;64 MB RAM;;1190 mAh Li-Ion;GSM 900 / 1800 / 1900;UMTS 2100;Yes, 384 kbps;2006, August;Discontinued;112.4 x 49 x 14.8 mm (4.43 x 1.93 x 0.58 in);115 g (4.06 oz);Mini-SIM;TFT, 65K colors;2.2 inches, 34 x 45 mm, 15.0 cm(~27.2% screen-to-body ratio);240 x 320 pixels, 2.2 inches, 4:3 ratio (~182 ppi density);5-way navigation button;Microsoft Windows Mobile 5.0 Smartphone;Samsung 2442 300 MHz;microSD (dedicated slot);64MB RAM, 128MB ROM;1.3 MP;Yes;CIF videocall camera;;No;1.2;No;No;1.1;;Windows MPlayer 10 mobileFile managerPocket OfficePredictive text inputOrganizerVioce dial/memo;Removable Li-Ion 1190 mAh battery;;;;About 110 EUR;;;;;;
https://www.gsmarena.com/i_mate_smartflip-1482.php;https://fdn2.gsmarena.com/vv/bigpic/imate-smartflip.gif;i-mate Smartflip;Released 2006, February;99g, 15.8mm thickness;Microsoft Windows Mobile 5.0 Smartphone;64MB RAM storage, microSD slot;10;N/A;357,147 hits;"2.2""";240x320 pixels, 2.2 inches;64 MB RAM;TI OMAP 850;750 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;;;2006, February;Discontinued;98.5 x 51.4 x 15.8 mm (3.88 x 2.02 x 0.62 in);99 g (3.49 oz);Mini-SIM;TFT, 65K colors;2.2 inches, 34 x 45 mm, 15.0 cm(~29.6% screen-to-body ratio);240 x 320 pixels, 2.2 inches, 4:3 ratio (~182 ppi density);Second external 1.2-inch TFT display, 65K colors (128 x 128 pixels);Microsoft Windows Mobile 5.0 Smartphone;200 MHz ARM926EJ-S;microSD (dedicated slot);64MB RAM, 64MB ROM;1.3 MP;Yes;No;;No;1.2;No;No;1.1;;Pocket OfficeVoice memo/dialMP3/AAC playerPredictive text input;Removable Li-Ion 750 mAh battery;;;Stylish black;About 110 EUR;TI OMAP 850;;;;Class 10;Class 10
https://www.gsmarena.com/i_mate_jamin-1420.php;https://fdn2.gsmarena.com/vv/bigpic/imate-jamin.gif;i-mate JAMin;Released 2006, Q1;150g, 18.2mm thickness;Microsoft Windows Mobile 5.0 PocketPC;64MB RAM storage, SD/MMC slot;12;N/A;850,139 hits;"2.8""";240x320 pixels, 2.8 inches;64 MB RAM;TI OMAP 850;1200 mAh Li-Po;GSM 850 / 900 / 1800 / 1900;;;2006, Q1;Discontinued;108 x 58 x 18.2 mm (4.25 x 2.28 x 0.72 in);150 g (5.29 oz);Mini-SIM;TFT resistive touchscreen, 65K colors;2.8 inches, 42 x 57 mm, 24.3 cm(~38.8% screen-to-body ratio);240 x 320 pixels, 2.8 inches, 4:3 ratio (~143 ppi density);Handwriting recognition;Microsoft Windows Mobile 5.0 PocketPC;200 MHz ARM926EJ-S;SD/MMC, up to 2 GB;64MB RAM, 128MB ROM;2 MP;CIF;No;;Wi-Fi 802.11b/g;2.0;No;No;miniUSB;;Pocket OfficeVoice memoMP3/AAC player;Removable Li-Po 1200 mAh battery;;;Stylish black;About 220 EUR;TI OMAP 850;;;;Class 10;Class 10
https://www.gsmarena.com/i_mate_jasjar-1262.php;https://fdn2.gsmarena.com/vv/bigpic/imate-jasjar.gif;i-mate JASJAR;Released 2005, August;285g, 25mm thickness;Microsoft Windows Mobile 5.0 PocketPC;64MB RAM storage, SDIO/MMC slot;23;N/A;1,147,507 hits;"3.6""";640x480 pixels, 3.6 inches;64 MB RAM;;1620 mAh Li-Ion;GSM 900 / 1800 / 1900;UMTS 2100;Yes, 384 kbps;2005, August;Discontinued;127.7 x 81 x 25 mm (5.03 x 3.19 x 0.98 in);285 g (10.05 oz);Mini-SIM;TFT resistive touchscreen, 65K colors;3.6 inches, 73 x 55 mm, 40.1 cm(~38.8% screen-to-body ratio);640 x 480 pixels, 3.6 inches, 4:3 ratio (~222 ppi density);180-degree pivot displayHandwriting recognition;Microsoft Windows Mobile 5.0 PocketPC;Intel Bulverde 520 MHz;SDIO/MMC, up to 2 GB;64MB RAM, 128MB ROM;1.3 MP;Yes;VGA videocall camera;;Wi-Fi 802.11b;Yes;No;No;miniUSB;;Pocket OfficeVoice memoMP3/AAC playerPredictive text input;Removable Li-Ion 1620 mAh battery;Up to 260 h;Up to 8 h;Stylish black;About 260 EUR;;;;Dual speakers;;
