Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;net4g;speed;year;status;dimensions;weight;build;sim;bodyother;displaytype;displaysize;displayresolution;displayprotection;os;chipset;cpu;gpu;memoryslot;internalmemory;memoryother;cam1modules;cam1features;cam1video;cam2modules;cam2video;wlan;bluetooth;gps;nfc;radio;usb;sensors;batdescription1;colors;price;displayother;net5g;models;sar-eu;tbench;batlife;sar-us;gprstext;edge;featuresother;cam2features;batstandby1;battalktime1;optionalother;batmusicplayback1
https://www.gsmarena.com/nokia_3310_(2017)-8597.php;https://fdn2.gsmarena.com/vv/bigpic/nokia-3310-2017-orig.jpg;Nokia 3310 (2017);Released 2017, May;85g, 12.8mm thickness;Feature phone;16MB storage, microSDHC slot;436;1.6%;5,221,845 hits;"2.4""";240x320 pixels;16 MB RAM;;1200 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2 (dual-SIM model only);;;;2017, February;Available. Released 2017, May;115.6 x 51 x 12.8 mm (4.55 x 2.01 x 0.50 in);85 g (3.00 oz);Glass front, plastic back, plastic frame;Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by);Flashlight;TFT;2.4 inches, 17.8 cm(~30.3% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~167 ppi density);;;;;;microSDHC (dedicated slot);16MB;;2 MP;LED flash;240p@8fps;No;;No;3.0, A2DP;No;No;FM radio;microUSB 2.0;;Li-Ion 1200 mAh, removable;Warm Red (Glossy), Dark Blue (Matte), Yellow (Glossy), Grey (Matte);About 60 EUR;;;;0.71 W/kg (head)     1.49 W/kg (body);;;;Yes;Yes;Audio/Video player;;Up to 744 h;Up to 22 h;;Up to 51 h
https://www.gsmarena.com/nokia_150-8475.php;https://fdn2.gsmarena.com/vv/bigpic/nokia-150-.jpg;Nokia 150;Released 2017, January;81g, 13.5mm thickness;Feature phone;microSDHC slot;76;1.2%;2,025,271 hits;"2.4""";240x320 pixels; ;;1020 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2 (dual-SIM model only);;;;2016, December. Released 2017, January;Discontinued;118 x 50.2 x 13.5 mm (4.65 x 1.98 x 0.53 in);81 g (2.86 oz);;Single SIM (Mini-SIM) or Dual SIM (Mini-SIM, dual stand-by);Flashlight;TFT, 65K colors;2.4 inches, 17.8 cm(~30.1% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~167 ppi density);;;;;;microSDHC (dedicated slot);;;VGA;LED flash;No;No;;No;3.0;No;No;FM radio;microUSB;;Li-Ion 1020 mAh, removable (BL-5C);Black, White;About 30 EUR;;;;0.83 W/kg (head)     0.92 W/kg (body);;;;Yes;Yes;;;Up to 744 h;Up to 22 h;;Up to 40 h
https://www.gsmarena.com/nokia_216-8343.php;https://fdn2.gsmarena.com/vv/bigpic/nokia-216-new.jpg;Nokia 216;Released 2016, October;82.6, 13.5mm thickness;Feature phone;16MB RAM storage, microSDHC slot;102;0.7%;3,201,913 hits;"2.4""";240x320 pixels;16 MB RAM;;1020 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2 (dual-SIM model only);;;;2016, September. Released 2016, October;Discontinued;118 x 50.2 x 13.5 mm, 71.7 cc (4.65 x 1.98 x 0.53 in);82.6 (2.93 oz);Glass front, plastic back, plastic frame;Single SIM (Mini-SIM) or Dual SIM (Mini-SIM, dual stand-by);Flashlight;TFT;2.4 inches, 17.8 cm(~30.1% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~167 ppi density);;;;;;microSDHC (dedicated slot);16MB RAM;;VGA;LED flash;240p@15fps;VGA, LED flash;;No;3.0, A2DP;No;No;Stereo FM radio;microUSB 1.1;;Li-Ion 1020 mAh, removable;Black, Gray, Mint;About 40 EUR;;;;1.01 W/kg (head)     1.07 W/kg (body);;;;Up to 85.6 kbps;Up to 236.8 kbps;SNS applicationsMP4/H.264 playerMP3/WAV/AAC playerOrganizerVoice memo;;Up to 576 h;Up to 18 h;;Up to 47 h
https://www.gsmarena.com/nokia_230_dual_sim-7772.php;https://fdn2.gsmarena.com/vv/bigpic/nokia-230-ds.jpg;Nokia 230 Dual SIM;Released 2015, December;91.8g, 10.9mm thickness;Feature phone;16MB RAM storage, microSDHC slot;84;0.2%;2,378,377 hits;"2.8""";240x320 pixels;16 MB RAM;;1200 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;;;;2015, November. Released 2015, December;Discontinued;124.6 x 53.4 x 10.9 mm (4.91 x 2.10 x 0.43 in);91.8 g (3.25 oz);;Dual SIM (Mini-SIM);;TFT, 65K colors;2.8 inches, 24.3 cm(~36.5% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~143 ppi density);;;;;;microSDHC (dedicated slot);16MB RAM;;2 MP;LED flash;240p@15fps;2 MP;480p;No;3.0, A2DP;No;No;Stereo FM radio;microUSB 1.1;;Li-Ion 1200 mAh, removable;Black, White;About 70 EUR;;;;0.79 W/kg (head)     1.46 W/kg (body);;;;Up to 85.6 kbps;Up to 236.8 kbps;SNS applicationsMP4/H.264 playerMP3/WAV/AAC playerOrganizerPredictive text input;LED flash;Up to 528 h;Up to 23 h;;Up to 52 h
https://www.gsmarena.com/nokia_230-7771.php;https://fdn2.gsmarena.com/vv/bigpic/nokia-230-.jpg;Nokia 230;Released 2015, December;91.8g, 10.9mm thickness;Feature phone;16MB RAM storage, microSDHC slot;81;0.7%;4,512,587 hits;"2.8""";240x320 pixels;16 MB RAM;;1200 mAh Li-Ion;GSM 900 / 1800;;;;2015, November. Released 2015, December;Discontinued;124.6 x 53.4 x 10.9 mm (4.91 x 2.10 x 0.43 in);91.8 g (3.25 oz);;Mini-SIM;;TFT, 65K colors;2.8 inches, 24.3 cm(~36.5% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~143 ppi density);;;;;;microSDHC (dedicated slot);16MB RAM;;2 MP;LED flash;240p@15fps;2 MP;480p;No;3.0, A2DP;No;No;Stereo FM radio;microUSB 1.1;;Li-Ion 1200 mAh, removable;Black, White, Dark Blue, Light Gray;About 70 EUR;;;;0.79 W/kg (head)     1.46 W/kg (body);;;;Up to 85.6 kbps;Up to 236.8 kbps;SNS applicationsMP4/H.264 playerMP3/WAV/AAC playerOrganizerPredictive text input;LED flash;Up to 648 h;Up to 23 h;;Up to 52 h
https://www.gsmarena.com/nokia_222_dual_sim-7517.php;https://fdn2.gsmarena.com/vv/bigpic/nokia-222-ds.jpg;Nokia 222 Dual SIM;Released 2015, September;79g, 12.9mm thickness;Feature phone;16MB RAM storage, microSDHC slot;16;0.1%;912,651 hits;"2.4""";240x320 pixels;16 MB RAM;;1100 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;;;;2015, August. Released 2015, September;Discontinued;116 x 50 x 12.9 mm (4.57 x 1.97 x 0.51 in);79 g (2.79 oz);;Dual SIM (Mini-SIM);;TFT, 65K colors;2.4 inches, 17.8 cm(~30.8% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~167 ppi density);;;;;;microSDHC (dedicated slot);16MB RAM;;2 MP;;240p@15fps;No;;No;3.0, A2DP;No;No;Stereo FM radio;microUSB 2.0;;Li-Ion 1100 mAh, removable;Black, White;About 40 EUR;;;;1.11 W/kg (head)     0.62 W/kg (body);;;;Up to 85.6 kbps;Up to 236.8 kbps;SNS applicationsMP4/H.264 playerMP3/WAV/AAC playerOrganizerPredictive text input;;Up to 504 h;Up to 20 h;;
https://www.gsmarena.com/nokia_222-7516.php;https://fdn2.gsmarena.com/vv/bigpic/nokia-222.jpg;Nokia 222;Released 2015, September;79g, 12.9mm thickness;Feature phone;16MB RAM storage, microSDHC slot;31;0.1%;1,485,548 hits;"2.4""";240x320 pixels;16 MB RAM;;1100 mAh Li-Ion;GSM 900 / 1800;;;;2015, August. Released 2015, September;Discontinued;116 x 50 x 12.9 mm (4.57 x 1.97 x 0.51 in);79 g (2.79 oz);;Mini-SIM;;TFT, 65K colors;2.4 inches, 17.8 cm(~30.8% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~167 ppi density);;;;;;microSDHC (dedicated slot);16MB RAM;;2 MP;;240p@15fps;No;;No;3.0, A2DP;No;No;Stereo FM radio;microUSB 2.0;;Li-Ion 1100 mAh, removable;Black, White;About 40 EUR;;;;1.11 W/kg (head)     0.62 W/kg (body);;;;Up to 85.6 kbps;Up to 236.8 kbps;SNS applicationsMP4/H.264 playerMP3/WAV/AAC playerOrganizerPredictive text input;;Up to 696 h;Up to 20 h;;
https://www.gsmarena.com/nokia_105_dual_sim_(2015)-7272.php;https://fdn2.gsmarena.com/vv/bigpic/nokia-105-ds-2015.jpg;Nokia 105 Dual SIM (2015);Released 2015, June;69.6g, 14.1mm thickness;Feature phone;4MB RAM storage, no card slot;33;N/A;907,101 hits;"1.4""";128x128 pixels;4 MB RAM;;800 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;;;;2015, June. Released 2015, June;Discontinued;108.5 x 45.5 x 14.1 mm (4.27 x 1.79 x 0.56 in);69.6 g (2.47 oz);;Dual SIM (Mini-SIM, dual stand-by);Flashlight;TFT, 65K colors;1.4 inches, 6.3 cm(~12.8% screen-to-body ratio);128 x 128 pixels, 1:1 ratio (~129 ppi density);;;;;;No;4MB RAM;;No;;;;;No;No;No;No;FM radio;microUSB 2.0 (charging only);;Li-Ion 800 mAh, removable;Black, Cyan, White;About 20 EUR;;;;;;;;No;No;CalculatorRemindersCalendar;;Up to 600 h;Up to 15 h;;
https://www.gsmarena.com/nokia_105_(2015)-7271.php;https://fdn2.gsmarena.com/vv/bigpic/nokia-105-2015.jpg;Nokia 105 (2015);Released 2015, June;69.8g, 14.1mm thickness;Feature phone;4MB RAM storage, no card slot;24;0.2%;733,221 hits;"1.4""";128x128 pixels;4 MB RAM;;800 mAh Li-Ion;GSM 900 / 1800;;;;2015, June. Released 2015, June;Discontinued;108.5 x 45.5 x 14.1 mm (4.27 x 1.79 x 0.56 in);69.8 g (2.47 oz);;Mini-SIM;Flashlight;TFT, 65K colors;1.4 inches, 6.3 cm(~12.8% screen-to-body ratio);128 x 128 pixels, 1:1 ratio (~129 ppi density);;;;;;No;4MB RAM;;No;;;;;No;No;No;No;FM radio;microUSB 2.0 (charging only);;Li-Ion 800 mAh, removable;Black, Cyan, White;About 20 EUR;;;;;;;;No;No;CalculatorRemindersCalendar;;Up to 840 h;Up to 15 h;;
https://www.gsmarena.com/nokia_215-6910.php;https://fdn2.gsmarena.com/vv/bigpic/nokia-215-1.jpg;Nokia 215;Released 2015, May;78.4g, 12.9mm thickness;Feature phone;8MB RAM storage, microSDHC slot;63;0.2%;2,964,455 hits;"2.4""";240x320 pixels; ;;1100 mAh Li-Ion;GSM 900 / 1800 - RM-1111;;;;2015, January. Released 2015, May;Discontinued;116 x 50 x 12.9 mm (4.57 x 1.97 x 0.51 in);78.4 g (2.75 oz);;Mini-SIM;Flashlight;TFT, 256K colors;2.4 inches, 18.1 cm(~31.1% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~166 ppi density);;;;;;microSDHC (dedicated slot);8MB RAM;;VGA;;240p@15fps;No;;No;3.0;No;No;Stereo FM radio;microUSB 2.0;;Li-Ion 1100 mAh, removable;Black, White, Green;About 30 EUR;;;;1.11 W/kg (head)     0.62 W/kg (body);;;;Yes;No;SNS applicationsMP4/H.264 playerMP3/WAV/AAC playerOrganizerVoice memoPredictive text input;;Up to 696 h;Up to 20 h;;Up to 50 h
https://www.gsmarena.com/nokia_215_dual_sim-6911.php;https://fdn2.gsmarena.com/vv/bigpic/nokia-215-ds.jpg;Nokia 215 Dual SIM;Released 2015, February;78.6g, 12.9mm thickness;Feature phone;8MB RAM storage, microSDHC slot;50;0.1%;1,453,644 hits;"2.4""";240x320 pixels; ;;1100 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2 - RM-1110;;;;2015, January. Released 2015, February;Discontinued;116 x 50 x 12.9 mm (4.57 x 1.97 x 0.51 in);78.6 g (2.75 oz);;Dual SIM (Mini-SIM);Flashlight;TFT, 256K colors;2.4 inches, 17.8 cm(~30.8% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~167 ppi density);;;;;;microSDHC (dedicated slot);8MB RAM;;VGA;;240p@15fps;No;;No;3.0;No;No;Stereo FM radio;microUSB 2.0;;Li-Ion 1100 mAh, removable;Black, White, Green;About 30 EUR;;;;1.11 W/kg (head)     0.62 W/kg (body);;;;Yes;No;SNS applicationsMP4/H.264 playerMP3/WAV/AAC playerOrganizerVoice memoPredictive text input;;Up to 504 h;Up to 20 h;;Up to 50 h
https://www.gsmarena.com/nokia_lumia_638-6877.php;https://fdn2.gsmarena.com/vv/bigpic/nokia-lumia-638.jpg;Nokia Lumia 638;Released 2014, December;136g, 9.2mm thickness;Microsoft Windows Phone 8.1;8GB storage, microSDXC;44;0.1%;1,888,714 hits;"4.5""";480x854 pixels;1 GB RAM;Snapdragon 400;1830 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1900 / 2100 - RM-1010;3, 7, 38, 39, 40, 41;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2014, December. Released 2014, December;Discontinued;129.5 x 66.7 x 9.2 mm (5.10 x 2.63 x 0.36 in);136 g (4.80 oz);;Micro-SIM;;IPS LCD;4.5 inches, 55.8 cm(~64.6% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~218 ppi density);Corning Gorilla Glass 3;Microsoft Windows Phone 8.1;Qualcomm Snapdragon 400 (28 nm);Quad-core 1.2 GHz Cortex-A7;Adreno 305;microSDXC (dedicated slot);8GB 1GB RAM;eMMC 4.5;"5 MP, 1/4.0"", AF";Panorama;Yes;No;;Wi-Fi 802.11 b/g/n, DLNA, hotspot;4.0, A2DP, LE/ aptX after WP8 Denim update;GPS, GLONASS;No;FM radio;microUSB 2.0;Accelerometer;Li-Ion 1830 mAh, removable (BL-5H);Black;About 100 EUR;ClearBlack display;;;1.46 W/kg (head)     0.95 W/kg (body);;;;;;;;;;;
https://www.gsmarena.com/nokia_n1-6814.php;https://fdn2.gsmarena.com/vv/bigpic/nokia-n1.jpg;Nokia N1;Released 2015, January;318g, 6.9mm thickness;Android 5.0, up to 5.1.1;32GB storage, no card slot;531;0.1%;3,332,282 hits;"7.9""";1536x2048 pixels;2 GB RAM;Intel Atom Z3580;5300 mAh Li-Ion;N/A;;;;2014, November. Released 2015, January;Discontinued;200.7 x 138.6 x 6.9 mm (7.90 x 5.46 x 0.27 in);318 g (11.22 oz);;No;;IPS LCD;7.9 inches, 193.3 cm(~69.5% screen-to-body ratio);1536 x 2048 pixels, 4:3 ratio (~324 ppi density);Corning Gorilla Glass 3;Android 5.0 (Lollipop), upgradable to 5.1.1 (Lollipop);Intel Atom Z3580;Quad-core 2.3 GHz;PowerVR G6430;No;32GB 2GB RAM;;8 MP, AF;;1080p@30fps;5 MP;;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot;4.0, A2DP;No;No;No;USB Type-C 2.0;Accelerometer, gyro, compass;Li-Ion 5300 mAh, non-removable (18.5 Wh);Natural Aluminum, Lava Gray;About 320 EUR;;;;;;;;No;No;;;;;;
https://www.gsmarena.com/nokia_lumia_730_dual_sim-6640.php;https://fdn2.gsmarena.com/vv/bigpic/nokia-lumia-730.jpg;Nokia Lumia 730 Dual SIM;Released 2014, September;130g, 8.7mm thickness;Microsoft Windows Phone 8.1;8GB storage, microSDXC;732;0.2%;11,832,389 hits;"4.7""";720x1280 pixels;1 GB RAM;Snapdragon 400;2200 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;;HSPA 21.1/5.76 Mbps;2014, September. Released 2014, September;Discontinued;134.7 x 68.5 x 8.7 mm, 80.3 cc (5.30 x 2.70 x 0.34 in);130 g (4.59 oz);;Dual SIM (Micro-SIM, dual stand-by);;OLED;4.7 inches, 59.4 cm(~64.3% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~316 ppi density);Corning Gorilla Glass 3;Microsoft Windows Phone 8.1, upgradable to Microsoft Windows 10;Qualcomm Snapdragon 400 (28 nm);Quad-core 1.2 GHz Cortex-A7;Adreno 305;microSDXC (dedicated slot);8GB 1GB RAM;eMMC 4.5;"6.7 MP (6.1 MP effective), 1/3.4"", AF";Zeiss optics, LED flash, panorama;1080p@30fps, stereo sound rec.;5 MP;1080p@30fps;Wi-Fi 802.11 b/g/n, DLNA, hotspot;4.0, A2DP, LE/ aptX after WP8 Denim update;GPS, GLONASS, BDS;Yes;FM radio;microUSB 2.0;Accelerometer, proximity, compass, sensor core;Li-Ion 2200 mAh, removable (BV-T5A);Orange, green, white, black;About 170 EUR;ClearBlack display;;;0.50 W/kg (head)     0.96 W/kg (body);;;1.07 W/kg (head)     1.34 W/kg (body);;;;;Up to 600 h;Up to 22 h (2G) / Up to 17 h (3G);;Up to 60 h
