Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;net4g;speed;year;status;dimensions;weight;build;sim;displaytype;displaysize;displayresolution;displayprotection;os;chipset;cpu;gpu;memoryslot;internalmemory;memoryother;cam1modules;cam1features;cam1video;cam2modules;cam2features;cam2video;optionalother;wlan;bluetooth;gps;nfc;radio;usb;sensors;batdescription1;colors;price;models;sar-eu;gprstext;edge;featuresother;battalktime1;batmusicplayback1
https://www.gsmarena.com/bq_aquaris_u_lite-8380.php;https://fdn2.gsmarena.com/vv/bigpic/bq-aquaris-u.jpg;BQ Aquaris U Lite;Released 2016, October;140g, 8.3mm thickness;Android 6.0.1, up to 7.0;16GB storage, microSDXC;5;N/A;92,697 hits;"5.0""";720x1280 pixels;2 GB RAM;Snapdragon 425;3080 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;1, 3, 7, 20;HSPA, LTE;2016, September. Released 2016, October;Discontinued;145 x 71.5 x 8.3 mm (5.71 x 2.81 x 0.33 in);140 g (4.94 oz);;Hybrid Dual SIM (Nano-SIM, dual stand-by);IPS LCD;5.0 inches, 68.9 cm(~66.5% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Dinorex glass;Android 6.0.1 (Marshmallow), upgradable to 7.0 (Nougat);Qualcomm MSM8917 Snapdragon 425 (28 nm);Quad-core 1.4 GHz Cortex-A53;Adreno 308;microSDXC (uses shared SIM slot);16GB 2GB RAM;eMMC 5.1;8 MP, f/2.0, AF;LED flash, HDR, panorama;1080p@30fps;5 MP, f/2.4;;1080p@30fps;;Wi-Fi 802.11 b/g/n;4.2, A2DP, LE;GPS, GLONASS;No;FM radio;microUSB 2.0, OTG;Accelerometer, gyro, proximity, compass;Li-Po 3080 mAh, non-removable;Black;About 160 EUR;;0.47 W/kg (head)     1.16 W/kg (body);;;;;
https://www.gsmarena.com/bq_aquaris_u-8379.php;https://fdn2.gsmarena.com/vv/bigpic/bq-aquaris-u.jpg;BQ Aquaris U;Released 2016, September;140g, 8.3mm thickness;Android 6.0.1, up to 7.0;16GB storage, microSDXC;5;N/A;124,883 hits;"5.0""";720x1280 pixels;2 GB RAM;Snapdragon 430;3080 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;1, 3, 7, 20;HSPA, LTE;2016, September. Released 2016, September;Discontinued;145 x 71.5 x 8.3 mm (5.71 x 2.81 x 0.33 in);140 g (4.94 oz);;Hybrid Dual SIM (Nano-SIM, dual stand-by);IPS LCD;5.0 inches, 68.9 cm(~66.5% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Dinorex glass;Android 6.0.1 (Marshmallow), upgradable to 7.0 (Nougat);Qualcomm MSM8937 Snapdragon 430 (28 nm);Octa-core 1.4 GHz Cortex-A53;Adreno 505;microSDXC (uses shared SIM slot);16GB 2GB RAM;eMMC 5.1;13 MP, f/2.2, PDAF;LED flash, HDR, panorama;1080p@30fps;5 MP, f/2.4;;1080p@30fps;;Wi-Fi 802.11 b/g/n;4.2, A2DP, LE;GPS, GLONASS;Yes;FM radio;microUSB 2.0, OTG;Accelerometer, gyro, proximity, compass;Li-Po 3080 mAh, non-removable;Black;About 190 EUR;;0.47 W/kg (head)     1.16 W/kg (body);;;;;
https://www.gsmarena.com/bq_aquaris_u_plus-8378.php;https://fdn2.gsmarena.com/vv/bigpic/bq-aquaris-u-plus.jpg;BQ Aquaris U Plus;Released 2016, September;139g, 8.7mm thickness;Android 6.0.1, up to 7.0;16GB/32GB storage, microSDXC;6;N/A;137,956 hits;"5.0""";720x1280 pixels;2/3 GB RAM;Snapdragon 430;3050 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;1, 3, 7, 20;HSPA, LTE;2016, September. Released 2016, September;Discontinued;143.2 x 72.2 x 8.7 mm (5.64 x 2.84 x 0.34 in);139 g (4.90 oz);;Hybrid Dual SIM (Nano-SIM, dual stand-by);IPS LCD;5.0 inches, 68.9 cm(~66.7% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Dinorex glass;Android 6.0.1 (Marshmallow), upgradable to 7.0 (Nougat);Qualcomm MSM8937 Snapdragon 430 (28 nm);Octa-core 1.4 GHz Cortex-A53;Adreno 505;microSDXC (uses shared SIM slot);16GB 2GB RAM, 32GB 3GB RAM;eMMC 5.1;16 MP, f/2.0, PDAF;LED flash, HDR, panorama;1080p@30fps;5 MP, f/2.4;;1080p@30fps;;Wi-Fi 802.11 b/g/n;4.2, A2DP, LE;GPS, GLONASS;No;FM radio;microUSB 2.0, OTG;Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass;Li-Po 3050 mAh, non-removable;Black, Gold;About 220 EUR;;0.60 W/kg (head)     1.45 W/kg (body);;;;;
https://www.gsmarena.com/bq_aquaris_x5_plus-8236.php;https://fdn2.gsmarena.com/vv/bigpic/bq-aquaris-x5-plus.jpg;BQ Aquaris X5 Plus;Released 2016, July;145g, 7.7mm thickness;Android 6.0.1, up to 7.1.1;16GB/32GB storage, microSDXC;39;N/A;275,018 hits;"5.0""";1080x1920 pixels;2/3 GB RAM;Snapdragon 652;3200 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;1, 3, 7, 20;HSPA, LTE;2016, July. Released 2016, July;Discontinued;145 x 70 x 7.7 mm (5.71 x 2.76 x 0.30 in);145 g (5.11 oz);;Dual SIM (Nano-SIM, dual stand-by);IPS LCD;5.0 inches, 68.9 cm(~67.9% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~441 ppi density);Dinorex glass;Android 6.0.1 (Marshmallow), upgradable to 7.1.1 (Nougat);Qualcomm MSM8976 Snapdragon 652 (28 nm);Octa-core (4x1.8 GHz Cortex-A72 & 4x1.4 GHz Cortex-A53);Adreno 510;microSDXC;16GB 2GB RAM, 32GB 3GB RAM;eMMC 5.1;"16 MP, f/2.0, 1/2.8"", 1.12µm, PDAF";Dual-LED dual-tone flash, panorama;4K@30fps;"8 MP, f/2.0, 1/4""";;;24-bit/96kHz;Wi-Fi 802.11 b/g/n/ac, dual-band, Wi-Fi Direct;4.1, A2DP, LE;GPS, GLONASS, GALILEO;Yes;FM radio;microUSB 2.0, OTG;Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass;Li-Po 3200 mAh, non-removable;Black, White/Rose Gold;About 300 EUR;Aquaris X5 Plus;0.25 W/kg (head)     1.48 W/kg (body);;;;;
https://www.gsmarena.com/bq_aquaris_e5s-7837.php;https://fdn2.gsmarena.com/vv/bigpic/bq-e5s.jpg;BQ Aquaris E5s;Released 2015;139g, 8.7mm thickness;Android 5.1.1;16GB storage, microSD;7;N/A;163,110 hits;"5.0""";720x1280 pixels;2 GB RAM;Snapdragon 412;2850 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;3, 7, 20;HSPA, LTE;2015. Released 2015;Discontinued;143.2 x 72.2 x 8.7 mm (5.64 x 2.84 x 0.34 in);139 g (4.90 oz);;Dual SIM (Micro-SIM, dual stand-by);IPS LCD;5.0 inches, 68.9 cm(~66.7% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Asahi Dragontrail Glass;Android 5.1.1 (Lollipop);Qualcomm MSM8916T Snapdragon 412 (28 nm);Quad-core 1.4 GHz Cortex-A53;Adreno 306;microSD;16GB 2GB RAM;eMMC 4.5;"13 MP, f/1.8, 1/3.1"", 1.12µm, AF";Dual-LED flash, panorama, HDR;1080p@60fps;5 MP, f/2.2;;1080p@30fps;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS, GLONASS;No;FM radio;microUSB 2.0, OTG;Accelerometer, gyro, proximity, compass;Li-Po 2850 mAh, non-removable;Black, White;About 210 EUR;;0.78 W/kg (head)     0.57 W/kg (body);;;;;
https://www.gsmarena.com/bq_aquaris_x5-7838.php;https://fdn2.gsmarena.com/vv/bigpic/bq-x5.jpg;BQ Aquaris X5;Released 2015;148g, 7.5mm thickness;Android 5.1, up to 7.0;16GB/32GB storage, microSDHC;12;N/A;272,018 hits;"5.0""";720x1280 pixels;2/3 GB RAM;Snapdragon 412;2900 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;1, 3, 7, 20;HSPA, LTE;2015. Released 2015;Discontinued;144.4 x 70.5 x 7.5 mm (5.69 x 2.78 x 0.30 in);148 g (5.22 oz);;Dual SIM (Nano-SIM, dual stand-by);IPS LCD;5.0 inches, 68.9 cm(~67.7% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Asahi Dragontrail Glass;Android 5.1 (Lollipop), upgradable to 7.0 (Nougat);Qualcomm MSM8916T Snapdragon 412 (28 nm);Quad-core 1.4 GHz Cortex-A53;Adreno 306;microSDHC;16GB 2GB RAM, 32GB 3GB RAM;eMMC 4.5;"13 MP, f/2.0, 1/3.1"", 1.12µm, AF";Dual-LED flash, panorama, HDR;1080p@30fps;5 MP, f/2.0;LED flash;;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS, GLONASS;No;FM radio;microUSB 2.0, OTG;Accelerometer, gyro, proximity, compass;Li-Po 2900 mAh, non-removable;Black, White, Rose Gold;About 230 EUR;;0.49 W/kg (head)     0.76 W/kg (body);;;;;
https://www.gsmarena.com/bq_aquaris_m5-7839.php;https://fdn2.gsmarena.com/vv/bigpic/bq-m5.jpg;BQ Aquaris M5;Released 2015;144g, 8.4mm thickness;Android 5.1.1, up to 7.0;16GB/32GB storage, microSDXC;12;N/A;234,730 hits;"5.0""";1080x1920 pixels;2/3 GB RAM;Snapdragon 615;3120 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;1, 3, 7, 20;HSPA, LTE;2015. Released 2015;Discontinued;143 x 69.4 x 8.4 mm (5.63 x 2.73 x 0.33 in);144 g (5.08 oz);;Dual SIM (Micro-SIM, dual stand-by);IPS LCD;5.0 inches, 68.9 cm(~69.4% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~441 ppi density);Asahi Dragontrail Glass;Android 5.1.1 (Lollipop), upgradable to 7.0 (Nougat);Qualcomm MSM8939 Snapdragon 615 (28 nm);Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53);Adreno 405;microSDXC;16GB 2GB RAM, 32GB 2GB RAM, 32GB 3GB RAM;eMMC 4.5;"13 MP, f/2.0, 1/3.1"", 1.12µm, AF";Dual-LED flash, panorama, HDR;1080p@30fps;5 MP, f/2.0;LED flash;1080p@30fps;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS, GLONASS;Yes;FM radio;microUSB 2.0, OTG;Accelerometer, gyro, proximity, compass;Li-Po 3120 mAh, non-removable;Black, White;About 260 EUR;Aquaris M5;0.45 W/kg (head)     0.44 W/kg (body);;;;;
https://www.gsmarena.com/bq_aquaris_m5_5-7840.php;https://fdn2.gsmarena.com/vv/bigpic/bq-m55.jpg;BQ Aquaris M5.5;Released 2015;162g, 8.4mm thickness;Android 5.1.1, up to 7.0;16GB/32GB storage, microSDXC;6;N/A;127,702 hits;"5.5""";1080x1920 pixels;2/3 GB RAM;Snapdragon 615;3620 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;1, 3, 7, 20;HSPA, LTE;2015. Released 2015;Discontinued;151.8 x 75.5 x 8.4 mm (5.98 x 2.97 x 0.33 in);162 g (5.71 oz);;Dual SIM (Micro-SIM, dual stand-by);IPS LCD;5.5 inches, 83.4 cm(~72.8% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~401 ppi density);Asahi Dragontrail Glass;Android 5.1.1 (Lollipop), upgradable to 7.0 (Nougat);Qualcomm MSM8939 Snapdragon 615 (28 nm);Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53);Adreno 405;microSDXC;16GB 2GB RAM, 16GB 3GB RAM, 32GB 3GB RAM;eMMC 4.5;"13 MP, f/2.0, 1/3.1"", 1.12µm, AF";Dual-LED flash, panorama, HDR;1080p@30fps;5 MP, f/2.0;LED flash;1080p@30fps;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS, GLONASS;Yes;FM radio;microUSB 2.0, OTG;Accelerometer, gyro, proximity, compass;Li-Po 3620 mAh, non-removable;Black, White;About 300 EUR;;0.40 W/kg (head)     0.80 W/kg (body);;;;;
https://www.gsmarena.com/bq_aquaris_m4_5-7841.php;https://fdn2.gsmarena.com/vv/bigpic/bq-m45.jpg;BQ Aquaris M4.5;Released 2015;115g, 8.8mm thickness;Android 5.1.1;8GB/16GB storage, microSDXC;7;N/A;139,453 hits;"4.5""";540x960 pixels;1/2 GB RAM;MT6735M;2470 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;1, 3, 7, 20;HSPA, LTE;2015. Released 2015;Discontinued;131.8 x 63.5 x 8.8 mm (5.19 x 2.5 x 0.35 in);115 g (4.06 oz);;Dual SIM (Micro-SIM, dual stand-by);IPS LCD;4.5 inches, 55.8 cm(~66.7% screen-to-body ratio);540 x 960 pixels, 16:9 ratio (~245 ppi density);Asahi Dragontrail Glass;Android 5.1.1 (Lollipop);Mediatek MT6735M (28 nm);Quad-core 1.0 GHz Cortex-A53;Mali-T720MP2;microSDXC;8GB 1GB RAM, 16GB 1GB RAM, , 16GB 2GB RAM;;"8 MP, f/2.0, 1/3.2"", AF";Dual-LED flash, panorama, HDR;720p@30fps;5 MP, f/2.0;LED flash;;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0, OTG;Accelerometer, gyro, proximity, compass;Li-Po 2470 mAh, non-removable;Black, White;About 180 EUR;;0.33 W/kg (head)     0.60 W/kg (body);;;;;
https://www.gsmarena.com/bq__aquaris_m10-7842.php;https://fdn2.gsmarena.com/vv/bigpic/bq-m10.jpg;BQ  Aquaris M10;Released 2015;470g, 8.2mm thickness;Android 5.1;16GB storage, microSDXC;5;N/A;112,873 hits;"10.1""";800x1280 pixels;2 GB RAM;MT8163B;7280 mAh Li-Po;N/A;;;;2015. Released 2015;Discontinued;246 x 171 x 8.2 mm (9.69 x 6.73 x 0.32 in);470 g (1.04 lb);;No;IPS LCD;10.1 inches, 295.8 cm(~70.3% screen-to-body ratio);800 x 1280 pixels, 16:10 ratio (~149 ppi density);;Android 5.1 (Lollipop);Mediatek MT8163B;Quad-core 1.3 GHz Cortex-A53;Mali-T720MP2;microSDXC (dedicated slot);16GB 2GB RAM;;5 MP;;1080p@30fps;2 MP;;;;Wi-Fi 802.11 b/g/n;4.0, A2DP;GPS;No;FM radio;microUSB 2.0, OTG;Accelerometer, compass;Li-Po 7280 mAh, non-removable;Black, White;About 230 EUR;;1.03 W/kg (body);No;No;HDMI port;Up to 10 h (multimedia);Up to 60 h
