Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;net4g;net5g;speed;year;status;dimensions;weight;sim;displaytype;displaysize;displayresolution;displayother;os;chipset;cpu;gpu;memoryslot;internalmemory;memoryother;cam1modules;cam1features;cam1video;cam2modules;cam2video;wlan;bluetooth;gps;nfc;radio;usb;sensors;batdescription1;colors;price;build;models;displayprotection;cam2features;tbench;batlife;optionalother;bodyother;sar-us
https://www.gsmarena.com/tecno_spark_8p-11250.php;https://fdn2.gsmarena.com/vv/bigpic/tecno-spark-8p.jpg;Tecno Spark 8P;Released 2021, December 14;8.9mm thickness;Android 11, HIOS 7.6;64GB/128GB/256GB storage, microSDXC;14;0.8%;215,079 hits;"6.6""";1080x2408 pixels;4 GB RAM;Helio G70;5000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;1, 3, 7, 8, 20, 28;;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2021, October 13;Available. Released 2021, December 14;164.5 x 76.1 x 8.9 mm (6.48 x 3.00 x 0.35 in);-;Dual SIM (Nano-SIM, dual stand-by);IPS LCD;6.6 inches, 104.9 cm(~83.8% screen-to-body ratio);1080 x 2408 pixels, 20:9 ratio (~400 ppi density);;Android 11, HIOS 7.6;Mediatek MT6769V Helio G70 (12 nm) - Version 1Mediatek MT6762D Helio P22 (12 nm) - Version 2;Octa-core (2x2.0 GHz Cortex-A75 & 6x1.7 GHz Cortex-A55) - Version 1Octa-core (4x1.8 GHz Cortex-A53 & 4x1.5 GHz Cortex-A53) - Version 2;Mali-G52 2EEMC2 - Version 1PowerVR GE8320 - Version 2;microSDXC (dedicated slot);64GB 4GB RAM, 128GB 4GB RAM, 256GB 4GB RAM;eMMC 5.1;50 MP, f/1.6, (wide), PDAF2 MP, f/2.4, (depth)VGA, f/2.0;Quad-LED flash, HDR;1080p@30fps;8 MP, f/2.0, 26mm (wide);1080p@30fps;Yes;Yes;GPS;No;FM radio;Yes;Fingerprint (side-mounted), accelerometer, proximity;Li-Po 5000 mAh, non-removable;Turquoise Cyan, Atlantic Blue, Iris Purple, Tahiti Gold;About 100 EUR;Glass front, plastic frame, plastic back;KG7H, KG7, KG7n;;Dual-LED flash;;;;;
https://www.gsmarena.com/tecno_camon_18_premier-11138.php;https://fdn2.gsmarena.com/vv/bigpic/tecno-camon-18-premier-.jpg;Tecno Camon 18 Premier;Released 2021, October 11;200.6g, 8.2mm thickness;Android 11, HIOS 8.0;256GB storage, microSDXC;98;1.3%;951,527 hits;"6.7""";1080x2400 pixels;8 GB RAM;Helio G96;4750 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 2100;LTE (unspecified);;HSPA, LTE-A;2021, October 04;Available. Released 2021, October 11;163.8 x 75.9 x 8.2 mm (6.45 x 2.99 x 0.32 in);200.6 g (7.09 oz);Dual SIM (Nano-SIM, dual stand-by);AMOLED, 120Hz, 550 nits (typ);6.7 inches, 108.4 cm(~87.2% screen-to-body ratio);1080 x 2400 pixels, 20:9 ratio (~393 ppi density);;Android 11, HIOS 8.0;Mediatek Helio G96 (12 nm);Octa-core (2x2.05 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55);Mali-G57 MC2;microSDXC (dedicated slot);256GB 8GB RAM;UFS;64 MP, f/1.6, 26mm (wide), PDAF8 MP, f/3.5, 135mm (periscope telephoto), PDAF, 5x optical zoom12 MP, (ultrawide), gimbal OIS;Quad-LED flash, panorama, HDR;4K@30fps, 1080p@30fps, gyro-EIS;32 MP, (wide);1080p@30fps;Yes;Yes;GPS;Yes;FM radio;USB Type-C 2.0, OTG;Fingerprint (side-mounted), accelerometer, gyro, proximity;Li-Po 4750 mAh, non-removable;Polar night, Vast sky;About 390 EUR;Glass front, plastic frame, glass back;CH9, CH9n;;Dual-LED flash, HDR;AnTuTu: 293517 (v8), 346389 (v9)GeekBench: 1758 (v5.1)GFXBench: 12fps (ES 3.1 onscreen);;;;
https://www.gsmarena.com/tecno_camon_18_p-11139.php;https://fdn2.gsmarena.com/vv/bigpic/tecno-camon-18p.jpg;Tecno Camon 18 P;Released 2021, December 14;8.8mm thickness;Android 11, HIOS 8.0;128GB storage, Unspecified;40;1.0%;434,448 hits;"6.8""";1080x2460 pixels;8 GB RAM;Helio G96;5000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 2100;LTE (unspecified);;HSPA, LTE-A;2021, October 04;Available. Released 2021, December 14;168.9 x 76.7 x 8.8 mm (6.65 x 3.02 x 0.35 in);-;Dual SIM (Nano-SIM, dual stand-by);IPS LCD, 120Hz, 550 nits (typ);6.8 inches, 109.8 cm(~84.8% screen-to-body ratio);1080 x 2460 pixels (~395 ppi density);;Android 11, HIOS 8.0;Mediatek Helio G96 (12 nm);Octa-core (2x2.05 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55);Mali-G57 MC2;Unspecified;128GB 8GB RAM;;48 MP, f/1.8, 26mm (wide), PDAF13 MP, 45mm (telephoto), PDAF, 1.7x optical zoom2 MP, f/2.4, (depth);Quad-LED flash, panorama, HDR;Yes;16 MP, (wide);1080p@30fps;Yes;Yes;GPS;Yes;FM radio;USB Type-C 2.0, OTG;Fingerprint (side-mounted), accelerometer, gyro, proximity;Li-Po 5000 mAh, non-removable;Dusk Gray, Ceramic White, Iris purple;About 200 EUR;;CH7n, CH7;;Dual-LED flash;;;;;
https://www.gsmarena.com/tecno_camon_18-11140.php;https://fdn2.gsmarena.com/vv/bigpic/tecno-camon-18.jpg;Tecno Camon 18;Released 2021, November 23;8.8mm thickness;Android 11, HIOS 8.0;128GB storage, Unspecified;21;1.4%;529,032 hits;"6.8""";1080x2460 pixels;4/6 GB RAM;Helio G88;5000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 2100;LTE (unspecified);;HSPA, LTE-A;2021, October 04;Available. Released 2021, November 23;168.9 x 76.7 x 8.8 mm (6.65 x 3.02 x 0.35 in);-;Dual SIM (Nano-SIM, dual stand-by);IPS LCD, 90Hz, 550 nits (typ);6.8 inches, 109.8 cm(~84.8% screen-to-body ratio);1080 x 2460 pixels (~395 ppi density);;Android 11, HIOS 8.0;Mediatek Helio G88 (12nm);Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55);Mali-G52 MC2;Unspecified;128GB 4GB RAM, 128GB 6GB RAM;;48 MP, f/1.8, 26mm (wide), PDAF2 MP, f/2.4, (macro)2 MP, f/2.4, (depth);Dual-LED flash, panorama, HDR;1080p@30fps;16 MP, (wide);1080p@30fps;Yes;Yes;GPS;Yes;FM radio;USB Type-C 2.0, OTG;Fingerprint (side-mounted), accelerometer, proximity;Li-Po 5000 mAh, non-removable;Dusk Gray, Ceramic White, Iris purple;About 170 EUR;;CH6, CH6n;;Dual-LED flash;;;;;
https://www.gsmarena.com/tecno_spark_8-11188.php;https://fdn2.gsmarena.com/vv/bigpic/tecno-spark-8.jpg;Tecno Spark 8;Released 2021, September 02;200g, 9.2mm thickness;Android 11, HIOS 7.6;32GB/64GB storage, microSDXC;11;1.5%;542,300 hits;"6.52""";720x1600 pixels;2-4 GB RAM;Helio P22;5000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 2100;LTE;;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2021, September 02;Available. Released 2021, September 02;164.8 x 76.1 x 9.2 mm (6.49 x 3.00 x 0.36 in);200 g (7.05 oz);Dual SIM (Nano-SIM, dual stand-by);IPS LCD, 480 nits (typ);6.52 inches, 102.6 cm(~81.8% screen-to-body ratio);720 x 1600 pixels, 20:9 ratio (~269 ppi density);;Android 11 (Go edition), HIOS 7.6;Mediatek MT6762 Helio P22 (12 nm);Octa-core 2.0 GHz Cortex-A53;PowerVR GE8320;microSDXC;32GB 3GB RAM, 64GB 2GB RAM, 64GB 4GB RAM;eMMC 5.1;16 MP, f/1.8, 27mm (wide), AFSecondary unknown camera;Quad-LED flash;1080p@30fps;8 MP, f/2.0, 26mm (wide);1080p@30fps;Yes;Yes;GPS;No;FM radio;microUSB 2.0, OTG;Fingerprint (rear-mounted), accelerometer, proximity;Li-Po 5000 mAh, non-removable;Turquoise Cyan, Atlantic Blue, Iris Purple;About 90 EUR;Glass front, plastic frame, plastic back;KG6, KG6k;;Dual-LED flash;;;;;
https://www.gsmarena.com/tecno_pop_5-11032.php;https://fdn2.gsmarena.com/vv/bigpic/tecno-pop5.jpg;Tecno Pop 5;Released 2021, July 26;9.6mm thickness;Android 10, HIOS;16GB/32GB storage, microSDXC;3;1.0%;428,741 hits;"6.1""";720x1560 pixels;1/2 GB RAM;;4000 mAh Li-Po;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 900 / 2100;;;HSPA 21.1/5.76 Mbps;2021, July 26;Available. Released 2021, July 26;157.7 x 75.7 x 9.6 mm (6.21 x 2.98 x 0.38 in);-;Dual SIM (Nano-SIM, dual stand-by);IPS LCD;6.1 inches, 91.3 cm(~76.5% screen-to-body ratio);720 x 1560 pixels, 19.5:9 ratio (~282 ppi density);;Android 10 (Go edition), HIOS;;Quad-core 1.3 GHz Cortex-A7;;microSDXC;16GB 1GB RAM, 32GB 2GB RAM;eMMC 5.1;5 MPVGA;LED flash;Unspecified;5 MP;Unspecified;Wi-Fi 802.11 b/g/n;4.2, A2DP, LE;GPS;No;FM radio;microUSB 2.0;Fingerprint (rear-mounted), accelerometer;Li-Po 4000 mAh, non-removable;Ice Lake Green, Obsidian Black, Ice Blue;About 70 EUR;Plastic frame, plastic back;BD2, BD2p, BD3, BD1, BD2d;;LED flash;;;;;
https://www.gsmarena.com/tecno_spark_go_2021-10983.php;https://fdn2.gsmarena.com/vv/bigpic/tecno-spark-go-2021.jpg;Tecno Spark Go 2021;Released 2021, July 07;193g, 9.1mm thickness;Android 10, HiOS 6.2;32GB storage, microSDXC;13;0.3%;297,292 hits;"6.52""";720x1600 pixels;2 GB RAM;;5000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;LTE;;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2021, July 01;Available. Released 2021, July 07;165.6 x 76.3 x 9.1 mm (6.52 x 3.00 x 0.36 in);193 g (6.81 oz);Dual SIM (Nano-SIM, dual stand-by);IPS LCD, 480 nits;6.52 inches, 102.6 cm(~81.2% screen-to-body ratio);720 x 1600 pixels, 20:9 ratio (~269 ppi density);;Android 10 (Go edition), HiOS 6.2;;Quad-core 1.8 GHz;;microSDXC (dedicated slot);32GB 2GB RAM;eMMC 5.1;13 MP, f/1.8, AFQVGA;Dual-LED flash, panorama, HDR;1080p@30fps;8 MP, f/2.0;;Wi-Fi 802.11 b/g/n;4.2, A2DP;GPS;No;FM radio;microUSB 2.0, OTG;Fingerprint (rear-mounted), accelerometer, proximity;Li-Po 5000 mAh, non-removable;Maldives Blue, Horizon Orange, Galaxy Blue;About 80 EUR;;;;LED flash;;;;;
https://www.gsmarena.com/tecno_spark_7t-10984.php;https://fdn2.gsmarena.com/vv/bigpic/tecno-spark-7t.jpg;Tecno Spark 7T;Released 2021, June 12;9.5mm thickness;Android 11, HIOS 7.6;64GB/128GB storage, microSDXC;11;0.4%;315,788 hits;"6.52""";720x1600 pixels;4 GB RAM;Helio G35;6000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 2100;LTE;;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2021, June 11;Available. Released 2021, June 12;164.8 x 76.1 x 9.5 mm (6.49 x 3.00 x 0.37 in);-;Dual SIM (Nano-SIM, dual stand-by);IPS LCD;6.52 inches, 102.6 cm(~81.8% screen-to-body ratio);720 x 1600 pixels, 20:9 ratio (~269 ppi density);;Android 11, HIOS 7.6;Mediatek MT6765G Helio G35 (12 nm);Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53);PowerVR GE8320;microSDXC;64GB 4GB RAM, 128GB 4GB RAM;eMMC 5.1;48 MP, AFSecondary unknown camera;Quad-LED flash;1080p@30fps;8 MP;1080p@30fps;Wi-Fi 802.11 b/g/n;Yes;GPS;No;FM radio;microUSB 2.0, OTG;Fingerprint (rear-mounted), accelerometer, proximity;Li-Po 6000 mAh, non-removable;Nebula orange, Magnet Black, Jewel Blue;About 100 EUR;;KF6p;;Dual-LED flash;;;;;
https://www.gsmarena.com/tecno_phantom_x-10979.php;https://fdn2.gsmarena.com/vv/bigpic/tecno-phantom-x.jpg;Tecno Phantom X;Released 2021, July 06;201g, 8.7mm thickness;Android 11, HIOS 7.6;256GB storage, microSDXC;134;1.3%;1,051,897 hits;"6.7""";1080x2340 pixels;8 GB RAM;Helio G95;4700 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;LTE;;HSPA, LTE;2021, June 24;Available. Released 2021, July 06;163.5 x 73.8 x 8.7 mm (6.44 x 2.91 x 0.34 in);201 g (7.09 oz);Dual SIM (Nano-SIM, dual stand-by);Super AMOLED, 90Hz;6.7 inches, 110.2 cm(~91.3% screen-to-body ratio);1080 x 2340 pixels, 19.5:9 ratio (~385 ppi density);;Android 11, HIOS 7.6;Mediatek Helio G95 (12 nm);Octa-core (2x2.05 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55);Mali-G76 MC4;microSDXC (dedicated slot);256GB 8GB RAM;;"50 MP, f/1.9, (wide), 1/1.3"", 1.2µm, Dual Pixel PDAF, Laser AF13 MP, f/2.4, 50mm (telephoto), PDAF, 2x optical zoom8 MP, f/2.3, 120˚ (ultrawide), 1/4.0"", 1.12µm, AF";Quad-LED flash, panorama, HDR;4K@30/60fps, 1080p@30fps;"48 MP, f/2.2, (wide), 1/2.0"", 0.8µm8 MP, f/2.2, 105˚ (ultrawide), 1/4.0"", 1.12µm";1080p@30fps;Wi-Fi 802.11 b/g/n/ac, dual-band, Wi-Fi Direct;5.0, A2DP, LE;GPS;No;FM radio;USB Type-C 2.0, OTG;Fingerprint (under display, optical), accelerometer, gyro, proximity;Li-Po 4700 mAh, non-removable;Starry Night Blue, Monet Summer;About 470 EUR;Glass front, glass back (Gorilla Glass 5);AC8;;Dual-LED flash;AnTuTu: 309055 (v8)GeekBench: 1670 (v5.1)GFXBench: 17fps (ES 3.1 onscreen);;;;
https://www.gsmarena.com/tecno_pova_2-10945.php;https://fdn2.gsmarena.com/vv/bigpic/tecno-pova-2.jpg;Tecno Pova 2;Released 2021, June 11;9.6mm thickness;Android 11, HIOS 7.6;64GB/128GB storage, microSDXC;104;1.5%;1,264,049 hits;"6.9""";1080x2460 pixels;4/6 GB RAM;Helio G85;7000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 2100;LTE;;HSPA, LTE;2021, June 03;Available. Released 2021, June 11;173.3 x 78.8 x 9.6 mm (6.82 x 3.10 x 0.38 in);-;Dual SIM (Nano-SIM, dual stand-by);IPS LCD, 480 nits;6.9 inches, 113.1 cm(~82.8% screen-to-body ratio);1080 x 2460 pixels (~389 ppi density);;Android 11, HIOS 7.6;Mediatek MT6769Z Helio G85 (12nm);Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55);Mali-G52 MC2;microSDXC (dedicated slot);64GB 4GB RAM, 128GB 6GB RAM;;48 MP, f/1.9, (wide), PDAF2 MP, (macro)2 MP, (depth)2 MP, (depth);Quad-LED flash;1440p@30fps, 1080p@30fps;8 MP, f/2.0;1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac, dual-band;5.0, A2DP, LE;GPS, GALILEO, BDS;Yes;FM radio;USB Type-C 2.0, OTG;Fingerprint (side-mounted), accelerometer, proximity, compass;Li-Po 7000 mAh, non-removable;Polar Silver, Power Blue, Dazzle Black;About 140 EUR;Glass front, plastic frame, plastic back;LE7, LE7n;;Dual-LED flash;;;;;
https://www.gsmarena.com/tecno_camon_17_pro-10895.php;https://fdn2.gsmarena.com/vv/bigpic/tecno-camon-17-pro.jpg;Tecno Camon 17 Pro;Released 2021, June 03;201g, 9mm thickness;Android 11, HIOS 7.6;128GB/256GB storage, microSDXC;92;0.9%;1,209,246 hits;"6.8""";1080x2460 pixels;8 GB RAM;Helio G95;5000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;LTE;;HSPA, LTE;2021, May 08;Available. Released 2021, June 03;168.9 x 77 x 9 mm (6.65 x 3.03 x 0.35 in);201 g (7.09 oz);Dual SIM (Nano-SIM, dual stand-by);IPS LCD, 90Hz, 500 nits (HBM);6.8 inches, 109.8 cm(~84.4% screen-to-body ratio);1080 x 2460 pixels (~395 ppi density);;Android 11, HIOS 7.6;Mediatek Helio G95 (12 nm);Octa-core (2x2.05 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55);Mali-G76 MC4;microSDXC (dedicated slot);128GB 8GB RAM, 256GB 8GB RAM;;"64 MP, f/1.8, 26mm (wide), 1/1.72"", 0.8µm, PDAF8 MP, f/2.3, 119˚ (ultrawide), 1/4.0"", 1.12µm2 MP, f/2.4, (depth)2 MP, f/2.4, (monochrome)";Quad-LED flash, panorama, HDR;4K@30fps, 1080p@30fps;"48 MP, f/2.2, (wide), 1/2.0"", 0.8µm";1080p@30fps;Wi-Fi 802.11 b/g/n/ac, dual-band, Wi-Fi Direct;5.0, A2DP, LE;GPS;No;FM radio, recording;USB Type-C 2.0, OTG;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass;Li-Po 5000 mAh, non-removable;California Silver, Malibu Blue;About 280 EUR;;CG8, CG8h;;Dual-LED flash;AnTuTu: 309107 (v8)GeekBench: 1668 (v5.1)GFXBench: 17fps (ES 3.1 onscreen);;;;
https://www.gsmarena.com/tecno_camon_17p-10896.php;https://fdn2.gsmarena.com/vv/bigpic/tecno-camon-17p.jpg;Tecno Camon 17P;Released 2021, May 28;8.8mm thickness;Android 11, HIOS 7.6;128GB storage, Unspecified;25;0.5%;352,939 hits;"6.8""";1080x2460 pixels;6 GB RAM;Helio G85;5000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;LTE;;HSPA, LTE;2021, May 08;Available. Released 2021, May 28;168.7 x 76.4 x 8.8 mm (6.64 x 3.01 x 0.35 in);-;Dual SIM (Nano-SIM, dual stand-by);IPS LCD, 500 nits (HBM);6.8 inches, 109.8 cm(~85.2% screen-to-body ratio);1080 x 2460 pixels (~395 ppi density);;Android 11, HIOS 7.6;Mediatek MT6769Z Helio G85 (12nm);Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55);Mali-G52 MC2;Unspecified;128GB 6GB RAM;;64 MP, (wide), PDAF2 MP, f/2.4, (macro)2 MP, f/2.4, (depth)QVGA;Quad-LED flash, panorama, HDR;1080p@30fps;16 MP;1080p@30fps;Yes;Yes;GPS;No;FM radio;Yes;Fingerprint (side-mounted), accelerometer, proximity;Li-Po 5000 mAh, non-removable;Frost Sliver, Magnet Black, Spruce Green;About 210 EUR;;CG7, CG7n;;Dual-LED flash;;;;;
https://www.gsmarena.com/tecno_camon_17-10897.php;https://fdn2.gsmarena.com/vv/bigpic/tecno-camon-17.jpg;Tecno Camon 17;Released 2021, May 22;9mm thickness;Android 11, HIOS 7.6;128GB storage, Unspecified;25;1.0%;889,970 hits;"6.6""";720x1600 pixels;4/6 GB RAM;Helio G85;5000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;LTE;;HSPA, LTE;2021, May 08;Available. Released 2021, May 22;164.5 x 76.5 x 9 mm (6.48 x 3.01 x 0.35 in);-;Dual SIM (Nano-SIM, dual stand-by);IPS LCD, 90Hz, 450 nits (HBM);6.6 inches, 105.2 cm(~83.6% screen-to-body ratio);720 x 1600 pixels, 20:9 ratio (~266 ppi density);;Android 11, HIOS 7.6;Mediatek MT6769Z Helio G85 (12nm);Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55);Mali-G52 MC2;Unspecified;128GB 4GB RAM, 128GB 6GB RAM;;48 MP, (wide), PDAF2 MP, f/2.4, (depth)QVGA;Quad-LED flash, panorama, HDR;1080p@30fps;16 MP;1080p@30fps;Yes;Yes;GPS;No;FM radio;Yes;Fingerprint (rear-mounted), accelerometer, proximity;Li-Po 5000 mAh, non-removable;Frost Sliver, Deep Sea, Tranquil Green;About 160 EUR;;CG6, CG6j;;Dual-LED flash;;;;;
https://www.gsmarena.com/tecno_spark_7_pro-10884.php;https://fdn2.gsmarena.com/vv/bigpic/tecno-spark-7-pro.jpg;Tecno Spark 7 Pro;Released 2021, May 28;8.8mm thickness;Android 11, HIOS 7.5;64GB/128GB storage, microSDXC;36;1.3%;1,265,772 hits;"6.6""";720x1600 pixels;4/6 GB RAM;MT6769V;5000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 2100;LTE;;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2021, April 27;Available. Released 2021, May 28;164.9 x 76.2 x 8.8 mm (6.49 x 3.00 x 0.35 in);-;Dual SIM (Nano-SIM, dual stand-by);IPS LCD, 90Hz;6.6 inches, 105.2 cm(~83.7% screen-to-body ratio);720 x 1600 pixels, 20:9 ratio (~266 ppi density);;Android 11, HIOS 7.5;Mediatek MT6769V/CU Helio G80 (12 nm);Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55);Mali-G52 MC2;microSDXC;64GB 4GB RAM, 64GB 6GB RAM, 128GB 4GB RAM;eMMC 5.1;48 MP, PDAFSecondary unknown cameraThird unknown camera;Quad-LED flash;1080p@30fps;8 MP;1080p@30fps;Wi-Fi 802.11 b/g/n;Yes;GPS;No;FM radio;microUSB 2.0, OTG;Fingerprint (rear-mounted), accelerometer, proximity;Li-Po 5000 mAh, non-removable;Alps Blue, Spruce Green, Neon Dream, Magnet Black;;Glass front, plastic frame, plastic back;;;Dual-LED flash;;;;;
https://www.gsmarena.com/tecno_spark_7p-10849.php;https://fdn2.gsmarena.com/vv/bigpic/tecno-spark-7p.jpg;Tecno Spark 7P;Released 2021, May 28;9.2mm thickness;Android 11, HIOS 7.5;64GB/128GB storage, microSDXC;22;0.4%;351,060 hits;"6.8""";720x1640 pixels;4 GB RAM;Helio G70;5000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 2100;LTE;;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2021, April 13;Available. Released 2021, May 28;171.9 x 77.9 x 9.2 mm (6.77 x 3.07 x 0.36 in);-;Dual SIM (Nano-SIM, dual stand-by);IPS LCD, 90Hz;6.8 inches, 109.8 cm(~82.0% screen-to-body ratio);720 x 1640 pixels (~263 ppi density);;Android 11, HIOS 7.5;Mediatek Helio G70 (12 nm);Octa-core (2x2.0 GHz Cortex-A75 & 6x1.7 GHz Cortex-A55);Mali-G52 2EEMC2;microSDXC;64GB 4GB RAM, 128GB 4GB RAM;eMMC 5.1;16 MP, AFSecondary unknown cameraThird unknown camera;Quad-LED flash;1080p@30fps;8 MP;1080p@30fps;Wi-Fi 802.11 b/g/n;Yes;GPS;No;FM radio;microUSB 2.0, OTG;Fingerprint (rear-mounted), accelerometer, proximity;Li-Po 5000 mAh, non-removable;Alps Blue, Spruce Green, Magnet Black, Summer Mojito;About 130 EUR;;KF7j;;Dual-LED flash;;;;;
https://www.gsmarena.com/tecno_spark_7-10845.php;https://fdn2.gsmarena.com/vv/bigpic/tecno-spark-7.jpg;Tecno Spark 7;Released 2021, April 16;9.5mm thickness;Android 11, HIOS 7.5;32GB/64GB storage, microSDXC;23;2.2%;1,581,197 hits;"6.5""";720x1600 pixels;2-4 GB RAM;Helio A25;6000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 2100;LTE;;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2021, April 09;Available. Released 2021, April 16;164.8 x 76.1 x 9.5 mm (6.49 x 3.00 x 0.37 in);-;Dual SIM (Nano-SIM, dual stand-by);IPS LCD;6.5 inches, 102.0 cm(~81.3% screen-to-body ratio);720 x 1600 pixels, 20:9 ratio (~270 ppi density);;Android 11, HIOS 7.5;Mediatek MT6762D Helio A25 (12 nm);Octa-core (4x1.8 GHz Cortex-A53 & 4x1.5 GHz Cortex-A53);PowerVR GE8320;microSDXC (dedicated slot);32GB 2GB RAM, 64GB 3GB RAM, 64GB 4GB RAM;eMMC 5.1;16 MP, AFSecondary unknown camera;Quad-LED flash;1080p@30fps;8 MP;1080p@30fps;Wi-Fi 802.11 b/g/n;Yes;GPS;No;FM radio;microUSB 2.0, OTG;Fingerprint (rear-mounted), accelerometer, proximity;Li-Po 6000 mAh, non-removable - InternationalLi-Po 5000 mAh, non-removable - Africa;Morpheus Blue, Spruce Green, Magnet Black;About 90 EUR;;KF6, KF6j, KF6i, KF6k, PR651h, PR651, PR651E, KF6m, KF6h, KF6n;;Dual-LED flash;;;;;
https://www.gsmarena.com/tecno_camon_16_pro-10634.php;https://fdn2.gsmarena.com/vv/bigpic/tecno-camon-16-pro.jpg;Tecno Camon 16 Pro;Released 2020, September;207g, 9.2mm thickness;Android 10, HIOS 7.0;128GB storage, Unspecified;27;0.4%;748,928 hits;"6.8""";720x1640 pixels;4/6 GB RAM;Helio G70;5000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;1, 3, 5, 7, 8, 20, 28, 38, 40, 41;;HSPA, LTE;2020, September 04;Available. Released 2020, September;170.9 x 77.2 x 9.2 mm (6.73 x 3.04 x 0.36 in);207 g (7.30 oz);Dual SIM (Nano-SIM, dual stand-by);IPS LCD;6.8 inches, 109.8 cm(~83.2% screen-to-body ratio);720 x 1640 pixels (~263 ppi density);;Android 10, HIOS 7.0;Mediatek Helio G70 (12 nm);Octa-core (2x2.0 GHz Cortex-A75 & 6x1.7 GHz Cortex-A55);Mali-G52 2EEMC2;Unspecified;128GB 4GB RAM, 128GB 6GB RAM;;"64 MP, f/1.8, 26mm (wide), 1/2.0"", 0.7µm, PDAF8 MP, f/2.3, 119˚ (ultrawide), 1/4.0"", 1.12µm2 MP, f/2.4, (macro)4th unknown camera";Penta-LED flash, panorama, HDR;1080p@30fps;"16 MP, f/2.0, 27mm (wide), 1/3.0"", 1.0µm2nd unknown camera";1080p@30fps;Wi-Fi 802.11 b/g/n/ac, dual-band, Wi-Fi Direct;5.0, A2DP, LE;GPS, GLONASS, GALILEO, BDS;No;FM radio;USB Type-C 2.0, OTG;Fingerprint (rear-mounted), accelerometer, proximity, compass;Li-Po 5000 mAh, non-removable;Onyx Black, Ice Crystal Blue;About 150 EUR;;;Corning Gorilla Glass 3;Dual-LED flash, HDR;;;;;
