Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;net4g;net5g;speed;year;status;dimensions;weight;sim;displaytype;displaysize;displayresolution;displayother;os;chipset;cpu;gpu;memoryslot;internalmemory;memoryother;cam1modules;cam1features;cam1video;cam2modules;cam2video;wlan;bluetooth;gps;nfc;radio;usb;sensors;batdescription1;colors;price;build;models;displayprotection;cam2features;tbench;batlife;optionalother;bodyother;sar-us
https://www.gsmarena.com/tecno_camon_16_s-10635.php;https://fdn2.gsmarena.com/vv/bigpic/tecno-camon-16s.jpg;Tecno Camon 16 S;Released 2020, November 05;9mm thickness;Android 10, HIOS 6.2;128GB storage, Unspecified;6;0.2%;273,964 hits;"6.6""";720x1600 pixels;6 GB RAM;Helio P22;5000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;1, 3, 7, 8, 20, 28;;HSPA, LTE;2020, November 05;Available. Released 2020, November 05;164.5 x 76.5 x 9 mm (6.48 x 3.01 x 0.35 in);-;Dual SIM (Nano-SIM, dual stand-by);IPS LCD;6.6 inches, 105.2 cm(~83.6% screen-to-body ratio);720 x 1600 pixels, 20:9 ratio (~266 ppi density);;Android 10, HIOS 6.2;Mediatek MT6762 Helio P22 (12 nm);Octa-core 2.0 GHz Cortex-A53;PowerVR GE8320;Unspecified;128GB 4GB RAM;;"48 MP, f/1.8, (wide), 1/2.0"", 0.8µm, PDAF2 MP, f/2.4, (macro)2 MP, f/2.4, (depth)4th unknown camera";Quad-LED flash, panorama, HDR;1080p@30fps;8 MP;1080p@30fps;Wi-Fi 802.11 b/g/n/ac, dual-band, Wi-Fi Direct;5.0, A2DP, LE;GPS;No;FM radio;microUSB 2.0;Fingerprint (rear-mounted), accelerometer, proximity;Li-Po 5000 mAh, non-removable;Ice Jadeite, Misty Grey, Blue Hawaii;About 130 EUR;;;Corning Gorilla Glass 3;Dual-LED flash;;;;;
https://www.gsmarena.com/tecno_spark_6_go-10636.php;https://fdn2.gsmarena.com/vv/bigpic/tecno-spark-6-go.jpg;Tecno Spark 6 Go;Released 2020, November 23;9.1mm thickness;Android 10, HIOS 6.2;32GB/64GB storage, microSDXC;15;1.3%;864,632 hits;"6.52""";720x1600 pixels;2-4 GB RAM;Helio A20;5000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 2100;1, 3, 5, 7, 8, 20, 28, 38, 40, 41;;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2020, November 22;Available. Released 2020, November 23;165.6 x 76.3 x 9.1 mm (6.52 x 3.00 x 0.36 in);-;Dual SIM (Nano-SIM, dual stand-by);IPS LCD;6.52 inches, 102.6 cm(~81.2% screen-to-body ratio);720 x 1600 pixels, 20:9 ratio (~269 ppi density);;Android 10 (Go edition), HIOS 6.2;Mediatek MT6761D Helio A20 (12 nm) - 2GB, 3GB modelMediatek MT6762D Helio A25 (12 nm) - 4GB model;Octa-core (4x1.8 GHz Cortex-A53 & 4x1.5 GHz Cortex-A53)Quad-core 1.8 GHz Cortex-A53;PowerVR GE8320;microSDXC;32GB 2GB RAM, 32GB 3GB RAM, 64GB 3GB RAM, 64GB 4GB RAM;eMMC 5.1;13 MP, f/1.8, AFQVGA;Dual-LED flash, panorama, HDR;1080p@30fps;8 MP, f/2.0;;Wi-Fi 802.11 b/g/n;4.2, A2DP;GPS;No;FM radio;microUSB 2.0;Fingerprint (rear-mounted), accelerometer, proximity;Li-Po 5000 mAh, non-removable;Ice Jadelite, Mystery White, Aqua Blue;;;KE5j, KE5k;Corning Gorilla Glass 3;LED flash;;;;;
https://www.gsmarena.com/tecno_spark_go_2020-10637.php;https://fdn2.gsmarena.com/vv/bigpic/tecno-spark-go-2020.jpg;Tecno Spark Go 2020;Released 2020, September 07;9.1mm thickness;Android 10, HIOS 6.2;32GB storage, microSDXC;3;0.4%;303,325 hits;"6.52""";720x1600 pixels;2 GB RAM;Helio A20;5000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;1, 3, 7, 8, 20, 28, 38, 40, 41;;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2020, September 01;Available. Released 2020, September 07;165.6 x 76.3 x 9.1 mm (6.52 x 3.00 x 0.36 in);-;Dual SIM (Nano-SIM, dual stand-by);IPS LCD;6.52 inches, 102.6 cm(~81.2% screen-to-body ratio);720 x 1600 pixels, 20:9 ratio (~269 ppi density);;Android 10 (Go edition), HIOS 6.2;Mediatek MT6761D Helio A20 (12 nm);Quad-core 1.8 GHz Cortex-A53;PowerVR GE8320;microSDXC;32GB 2GB RAM;eMMC 5.1;13 MP, f/1.8, AFQVGA;Dual-LED flash, panorama, HDR;1080p@30fps;8 MP, f/2.0;;Wi-Fi 802.11 b/g/n;4.2, A2DP;GPS;No;FM radio;microUSB 2.0;Fingerprint (rear-mounted), accelerometer, proximity;Li-Po 5000 mAh, non-removable;Ice Jadeite, Aqua Blue, Sky Black;About 80 EUR;;KE5S;Corning Gorilla Glass 3;LED flash;;;;;
https://www.gsmarena.com/tecno_pova-10549.php;https://fdn2.gsmarena.com/vv/bigpic/tecno-pova.jpg;Tecno Pova;Released 2020, October 16;9.4mm thickness;Android 10, HIOS 7.0;64GB/128GB storage, microSDXC;48;1.2%;1,198,307 hits;"6.8""";720x1640 pixels;4/6 GB RAM;MT6769V;6000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 38, 40, 41;;HSPA, LTE;2020, October 03;Available. Released 2020, October 16;171.2 x 77.6 x 9.4 mm (6.74 x 3.06 x 0.37 in);-;Dual SIM (Nano-SIM, dual stand-by);IPS LCD, 480 nits (peak);6.8 inches, 109.8 cm(~82.7% screen-to-body ratio);720 x 1640 pixels (~263 ppi density);;Android 10, HIOS 7.0;Mediatek MT6769V/CU Helio G80 (12 nm);Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55);Mali-G52 MC2;microSDXC (dedicated slot);64GB 4GB RAM, 128GB 6GB RAM;;13 MP or 16 MP, f/1.9, (wide), PDAF2 MP, (macro)2 MP, (depth)4th unknown camera;Quad-LED flash;1440p@30fps, 1080p@30fps;8 MP, f/2.0;1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac, dual-band;5.0, A2DP, LE;GPS, GALILEO, BDS;No;FM radio;microUSB 2.0, OTG;Fingerprint (rear-mounted), accelerometer, proximity, compass;Li-Po 6000 mAh, non-removable;Magic Blue, Speed Purple, Dazzle Black;;;LD7, LD7j, MZ-TECNO LD7;;Dual-LED flash;;;;;
https://www.gsmarena.com/tecno_camon_16-10503.php;https://fdn2.gsmarena.com/vv/bigpic/tecno-camon-16.jpg;Tecno Camon 16;Released 2020, October 16;207g, 9.2mm thickness;Android 10, HIOS 6.0;64GB/128GB storage, microSDXC;25;0.8%;1,028,375 hits;"6.8""";720x1640 pixels;4/6 GB RAM;Helio G70;5000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 2100;1, 3, 5, 7, 8, 20, 38, 40, 41;;HSPA, LTE;2020, October 10;Available. Released 2020, October 16;170.9 x 77.2 x 9.2 mm (6.73 x 3.04 x 0.36 in);207 g (7.30 oz);Dual SIM (Nano-SIM, dual stand-by);IPS LCD, 480 nits (typ);6.8 inches, 109.8 cm(~83.2% screen-to-body ratio);720 x 1640 pixels (~263 ppi density);;Android 10, HIOS 6.0;Mediatek Helio G70 (12 nm);Octa-core (2x2.0 GHz Cortex-A75 & 6x1.7 GHz Cortex-A55);Mali-G52 2EEMC2;microSDXC (dedicated slot);64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM;;"64 MP, 26mm (wide), 1/1.73"", 0.8µm, PDAF2 MP, f/2.4, (macro)2 MP, f/2.4, (depth)2 MP";Penta-LED flash, panorama, HDR;1440p@30fps;16 MP, (wide), AF;1080p@30fps;Wi-Fi 802.11 b/g/n/ac, dual-band, Wi-Fi Direct;5.0, A2DP, LE;GPS, GLONASS, GALILEO, BDS;No;FM radio;microUSB 2.0, OTG;Fingerprint (rear-mounted), accelerometer, proximity, compass;Li-Po 5000 mAh, non-removable;Cloud White, Purist Blue, Misty Grey;About 130 EUR;;CE7, CE7j, CE9h, MZ-TECNO CE7j;;Dual-LED flash, HDR;;;;;0.95 W/kg (head)     0.82 W/kg (body)
https://www.gsmarena.com/tecno_spark_6_air-10548.php;https://fdn2.gsmarena.com/vv/bigpic/tecno-spark6-air.jpg;Tecno Spark 6 Air;Released 2020, August 06;9.3mm thickness;Android 10, HiOS 6.2;32GB/64GB storage, microSDXC;4;0.6%;394,501 hits;"7.0""";720x1640 pixels;2/3 GB RAM;Helio A22;6000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 2100;LTE;;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2020, July 30;Available. Released 2020, August 06;174.7 x 79.4 x 9.3 mm (6.88 x 3.13 x 0.37 in);-;Dual SIM (Nano-SIM, dual stand-by);IPS LCD, 480 nits (typ);7.0 inches, 116.4 cm(~83.9% screen-to-body ratio);720 x 1640 pixels (~256 ppi density);;Android 10 (Go edition), HiOS 6.2;Mediatek MT6761 Helio A22 (12 nm);Quad-core 1.8 GHz Cortex-A53;PowerVR GE8320;microSDXC (dedicated slot);32GB 2GB RAM, 32GB 3GB RAM, 64GB 3GB RAM;eMMC 5.1;13 MP, f/1.8, AF2 MP, (depth)QVGA;Quad-LED flash, HDR;1080p@30fps;8 MP;;Wi-Fi 802.11 b/g/n;5.0, A2DP, LE;GPS;No;FM radio;microUSB 2.0, OTG;Fingerprint (rear-mounted), accelerometer, proximity;Li-Po 6000 mAh, non-removable;Comet Black, Ocean Blue, Cloud White;;;KE6, KE6j, KF6;;Dual-LED flash;;;;;
https://www.gsmarena.com/tecno_spark_6-10471.php;https://fdn2.gsmarena.com/vv/bigpic/tecno-spark6.jpg;Tecno Spark 6;Released 2020, September 25;9.2mm thickness;Android 10, HIOS 7.0;64GB/128GB storage, microSDXC;43;0.9%;1,076,378 hits;"6.8""";720x1640 pixels;4 GB RAM;Helio G70;5000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 2100;LTE;;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2020, September 25;Available. Released 2020, September 25;170.8 x 77.3 x 9.2 mm (6.72 x 3.04 x 0.36 in);-;Dual SIM (Nano-SIM, dual stand-by);IPS LCD, 480 nits (typ);6.8 inches, 109.8 cm(~83.2% screen-to-body ratio);720 x 1640 pixels (~263 ppi density);;Android 10, HIOS 7.0;Mediatek Helio G70 (12 nm);Octa-core (2x2.0 GHz Cortex-A75 & 6x1.7 GHz Cortex-A55);Mali-G52 2EEMC2;microSDXC (dedicated slot);64GB 4GB RAM, 128GB 4GB RAM;eMMC 5.1;16 MP, AF2 MP, (macro)2 MP, (depth)QVGA;Quad-LED flash, panorama, HDR;1440p@30fps;8 MP;1080p@30fps;Wi-Fi 802.11 b/g/n;Yes;GPS;No;FM radio;microUSB 2.0, OTG;Fingerprint (rear-mounted), accelerometer, proximity;Li-Po 5000 mAh, non-removable;Ocean Blue, Comet Black, Dynamic Orabge, Misty Violet;About 110 EUR;;KE7;;Dual-LED flash, HDR;;;;;
https://www.gsmarena.com/tecno_camon_16_premier-10421.php;https://fdn2.gsmarena.com/vv/bigpic/tecno-camon-16-premier.jpg;Tecno Camon 16 Premier;Released 2020, September 04;210g, 9.1mm thickness;Android 10, HIOS 6.0;128GB storage, microSDXC;89;0.4%;1,109,091 hits;"6.85""";1080x2460 pixels;8 GB RAM;Helio G90T;4500 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 3, 5, 7, 8, 20, 38, 40, 41;;HSPA, LTE-A;2020, September 04;Available. Released 2020, September 04;170.6 x 77.2 x 9.1 mm (6.72 x 3.04 x 0.36 in);210 g (7.41 oz);Dual SIM (Nano-SIM, dual stand-by);IPS LCD, 90Hz, HDR10+, 480 nits (typ);6.85 inches, 111.4 cm(~84.6% screen-to-body ratio);1080 x 2460 pixels (~392 ppi density);;Android 10, HIOS 6.0;Mediatek MT6785 Helio G90T (12 nm);Octa-core (2x2.05 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55);Mali-G76 MC4;microSDXC (dedicated slot);128GB 8GB RAM;UFS 2.1;"64 MP, f/1.9, 26mm (wide), 1/1.73"", 0.8µm, PDAF8 MP, f/2.3, 119˚ (ultrawide), 1/4.0"", 1.12µm2 MP, f/2.4, (dedicated video camera)2 MP, f/2.4, (depth)";Penta-LED flash, panorama, HDR;4K@30fps, 1080p@30fps, 720p@960fps, gyro-EIS;"48 MP, f/2.2, 23mm (wide), 1/2.0"", 0.8µm8 MP, f/2.2, 105˚ (ultrawide), 1/4.0"", 1.12µm";1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;5.0, A2DP, LE;GPS;No;FM radio;USB Type-C 2.0, OTG;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass;Li-Po 4500 mAh, non-removable;Glacial Silver;About 230 EUR;Glass front, plastic frame, plastic back;CE9, CD6j;;Dual-LED flash, HDR;AnTuTu: 283847 (v8)GeekBench: 6692 (v4.4), 1672 (v5.1)GFXBench: 15fps (ES 3.1 onscreen);;;;1.25 W/kg (head)     0.88 W/kg (body)
https://www.gsmarena.com/tecno_pouvoir_4_pro-10345.php;https://fdn2.gsmarena.com/vv/bigpic/tecno-pouvoir-4-pro.jpg;Tecno Pouvoir 4 Pro;Released 2020, July 23;9.2mm thickness;Android 10, HIOS 6.0;64GB/128GB storage, microSDXC;27;0.5%;936,645 hits;"7.0""";720x1640 pixels;4/6 GB RAM;Helio P22;6000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 2100;1, 3, 7, 8, 20, 28;;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2020, July 07;Available. Released 2020, July 23;174.9 x 79.6 x 9.2 mm (6.89 x 3.13 x 0.36 in);-;Dual SIM;IPS LCD, 480 nits (typ);7.0 inches, 116.4 cm(~83.6% screen-to-body ratio);720 x 1640 pixels (~256 ppi density);;Android 10, HIOS 6.0;Mediatek MT6762 Helio P22 (12 nm);Octa-core (4x2.0 GHz & 4x1.5 GHz);PowerVR GE8320;microSDXC (dedicated slot);64GB 4GB RAM, 128GB 6GB RAM;;16 MP, f/1.9, (wide), AF5 MP, f/2.2, (macro)2 MP, f/2.4, (depth)QVGA;Quad-LED flash;1080p@30fps;16 MP, f/2.0, 27mm (wide);;Wi-Fi 802.11 a/b/g/n, dual-band;5.0, A2DP, LE;GPS;No;FM radio;microUSB 2.0;Fingerprint (rear-mounted), accelerometer, proximity;Li-Po 6000 mAh, non-removable;Ice Jadeite, Misty Grey, Fascinating Purple;;Glass front, plastic back, plastic frame;;;Dual-LED flash;;;;;
https://www.gsmarena.com/tecno_pop_4-10720.php;https://fdn2.gsmarena.com/vv/bigpic/tecno-pop4.jpg;Tecno Pop 4;Released 2020, July 24;9.5mm thickness;Android 10, HIOS;32GB storage, microSDXC;6;0.6%;457,390 hits;"6.0""";480x960 pixels;2 GB RAM;;5000 mAh Li-Po;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 900 / 2100;;;HSPA 21.1/5.76 Mbps;2020, July 24;Available. Released 2020, July 24;160 x 77.3 x 9.5 mm (6.30 x 3.04 x 0.37 in);-;Dual SIM (Nano-SIM, dual stand-by);IPS LCD;6.0 inches, 92.9 cm(~75.1% screen-to-body ratio);480 x 960 pixels, 18:9 ratio (~179 ppi density);;Android 10 (Go edition), HIOS;;Quad-core 1.3 GHz;;microSDXC;32GB 2GB RAM;eMMC 5.1;5 MP;Dual-LED flash;1080p@30fps;8 MP;;Wi-Fi 802.11 b/g/n;4.2, A2DP, LE;GPS;No;FM radio;microUSB 2.0;Fingerprint (rear-mounted), accelerometer, proximity;Li-Po 5000 mAh, non-removable;Ice Lake Green, Dawn Blue;About 80 EUR;Plastic frame, plastic back;BC2c, BC1s;;LED flash;;;;;
https://www.gsmarena.com/tecno_pouvoir_4-10344.php;https://fdn2.gsmarena.com/vv/bigpic/tecno-pouvoir-4.jpg;Tecno Pouvoir 4;Released 2020, July 23;9.2mm thickness;Android 10, HIOS 6.0;32GB storage, microSDXC;6;0.6%;581,673 hits;"7.0""";720x1640 pixels;3 GB RAM;Helio A22;6000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 2100;1, 3, 7, 8, 20, 28;;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2020, July 07;Available. Released 2020, July 23;174.9 x 79.6 x 9.2 mm (6.89 x 3.13 x 0.36 in);-;Dual SIM;IPS LCD, 480 nits (typ);7.0 inches, 116.4 cm(~83.6% screen-to-body ratio);720 x 1640 pixels (~256 ppi density);;Android 10, HIOS 6.0;Mediatek MT6761 Helio A22 (12 nm);Octa-core 2.0 GHz Cortex-A53;PowerVR GE8320;microSDXC (dedicated slot);32GB 3GB RAM;eMMC 5.1;13 MP, f/1.8, (wide), AF2 MP, f/2.4, (macro)2 MP, f/2.8, (depth)QVGA;Quad-LED flash;1080p@30fps;8 MP, f/2.0, 26mm (wide);;Wi-Fi 802.11 a/b/g/n, dual-band;5.0, A2DP, LE;GPS;No;FM radio;microUSB 2.0;Fingerprint (rear-mounted), accelerometer, proximity;Li-Po 6000 mAh, non-removable;Cosmic Shine, Ice Jadeite, Fascinating Purple;;Glass front, plastic back, plastic frame;LC7;;Dual-LED flash;;;;;
https://www.gsmarena.com/tecno_spark_power_2-10300.php;https://fdn2.gsmarena.com/vv/bigpic/tecno-spark-power2.jpg;Tecno Spark Power 2;Released 2020, June 23;220g, 9.2mm thickness;Android 10, HIOS 6.1;64GB storage, microSDXC;27;0.2%;478,260 hits;"7.0""";720x1640 pixels;4 GB RAM;Helio P22;6000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 2100;1, 3, 5, 7, 8, 20, 38, 40, 41;;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2020, June 17;Available. Released 2020, June 23;174.9 x 79.6 x 9.2 mm (6.89 x 3.13 x 0.36 in);220 g (7.76 oz);Dual SIM (Nano-SIM, dual stand-by);IPS LCD, 480 nits (typ);7.0 inches, 116.4 cm(~83.6% screen-to-body ratio);720 x 1640 pixels (~256 ppi density);;Android 10, HIOS 6.1;Mediatek MT6762 Helio P22 (12 nm);Octa-core 2.0 GHz Cortex-A53;PowerVR GE8320;microSDXC (dedicated slot);64GB 4GB RAM;eMMC 5.1;16 MP, f/1.8, 27mm (wide), AF5 MP, 115˚ (ultrawide)2 MP, (macro)QVGA, (depth);Quad-LED flash, panorama, HDR;1080p@30fps;16 MP, f/2.0, 27mm (wide);1080p@30fps;Wi-Fi 802.11 b/g/n/ac;5.0, A2DP, LE;GPS, GLONASS, GALILEO, BDS;No;FM radio;microUSB 2.0, OTG;Fingerprint (rear-mounted), accelerometer, proximity;Li-Po 6000 mAh, non-removable;Ice Jadeite, Misty Grey, Fascinating Purple;About 120 EUR;Glass front, plastic back, plastic frame;LC8;;Dual-LED flash, HDR;;;;;0.85 W/kg (head)     0.80 W/kg (body)
https://www.gsmarena.com/tecno_spark_5_air-10225.php;https://fdn2.gsmarena.com/vv/bigpic/tecno-spark-5-air.jpg;Tecno Spark 5 Air;Released 2020, July;9.1mm thickness;Android 10, HIOS 6.0;32GB storage, microSDXC;8;0.5%;574,816 hits;"7.0""";720x1640 pixels;2 GB RAM;Mediatek;5000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 2100;LTE;;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2020, May 05;Available. Released 2020, July;174.6 x 79.3 x 9.1 mm (6.87 x 3.12 x 0.36 in);-;Dual SIM (Nano-SIM, dual stand-by);IPS LCD;7.0 inches, 116.4 cm(~84.0% screen-to-body ratio);720 x 1640 pixels (~256 ppi density);;Android 10 (Go edition), HIOS 6.0;Mediatek;Quad-core;;microSDXC (dedicated slot);32GB 2GB RAM;eMMC 5.1;13 MP, f/1.8, PDAFQVGA;Quad-LED flash, panorama, HDR;1080p@30fps;8 MP, f/2.0, (wide);1080p@30fps;Wi-Fi 802.11 b/g/n;Yes;GPS;No;FM radio;microUSB 2.0, OTG;Fingerprint (rear-mounted), accelerometer, proximity;Li-Po 5000 mAh, non-removable;Ice Jadeite, Spark Orange, Vacation Blue, Misty Green;;;KD6a;;Dual-LED flash, HDR;;;;;
https://www.gsmarena.com/tecno_spark_5_pro-10324.php;https://fdn2.gsmarena.com/vv/bigpic/tecno-spark-5.jpg;Tecno Spark 5 pro;Released 2020, July 13;8.8mm thickness;Android 10, HIOS 6.1;64GB/128GB storage, microSDXC;30;0.9%;996,341 hits;"6.6""";720x1600 pixels;3/4 GB RAM;Helio A25;5000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 2100;LTE;;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2020, July 13;Available. Released 2020, July 13;164.7 x 76.3 x 8.8 mm (6.48 x 3.00 x 0.35 in);-;Dual SIM (Nano-SIM, dual stand-by);IPS LCD;6.6 inches, 105.2 cm(~83.7% screen-to-body ratio);720 x 1600 pixels, 20:9 ratio (~266 ppi density);;Android 10, HIOS 6.1;Mediatek MT6762D Helio A25 (12 nm);Octa-core (4x1.8 GHz Cortex-A53 & 4x1.5 GHz Cortex-A53);PowerVR GE8320;microSDXC (dedicated slot);64GB 3GB RAM, 64GB 4GB RAM, 128GB 4GB RAM;eMMC 5.1;16 MP, f/1.8, PDAF2 MP, (macro)2 MP, (depth)QVGA;Quad-LED flash, panorama, HDR;1080p@30fps;8 MP, f/2.0, (wide);1080p@30fps;Wi-Fi 802.11 b/g/n;Yes;GPS;No;FM radio;microUSB 2.0, OTG;Fingerprint (rear-mounted), accelerometer, proximity;Li-Po 5000 mAh, non-removable;Ice Jadeite, Spark Orange, Seabed Blue, Cloud White;About 120 EUR;;;;Dual-LED flash, HDR;;;;;
https://www.gsmarena.com/tecno_spark_5-10221.php;https://fdn2.gsmarena.com/vv/bigpic/tecno-spark-5.jpg;Tecno Spark 5;Released 2020, May 26;8.8mm thickness;Android 10, HIOS 6.1;32GB storage, microSDXC;21;1.0%;1,759,724 hits;"6.6""";720x1600 pixels;2 GB RAM;Helio A22;5000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 2100;LTE;;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2020, May 04;Available. Released 2020, May 26;164.7 x 76.3 x 8.8 mm (6.48 x 3.00 x 0.35 in);-;Dual SIM (Nano-SIM, dual stand-by);IPS LCD;6.6 inches, 105.2 cm(~83.7% screen-to-body ratio);720 x 1600 pixels, 20:9 ratio (~266 ppi density);;Android 10, HIOS 6.1;Mediatek MT6761 Helio A22 (12 nm);Octa-core 2.0 GHz Cortex-A53;PowerVR GE8320;microSDXC (dedicated slot);32GB 2GB RAM;eMMC 5.1;13 MP, f/1.8, PDAF2 MP, (macro)2 MP, (depth)QVGA;Quad-LED flash, panorama, HDR;1080p@30fps;8 MP, f/2.0, (wide);1080p@30fps;Wi-Fi 802.11 b/g/n;Yes;GPS;No;FM radio;microUSB 2.0, OTG;Fingerprint (rear-mounted), accelerometer, proximity;Li-Po 5000 mAh, non-removable;Ice Jadeite, Spark Orange, Vacation Blue, Misty Grey;About 150 EUR;;KE5, KD7S;;Dual-LED flash, HDR;;;;;
https://www.gsmarena.com/tecno_camon_15_premier-10190.php;https://fdn2.gsmarena.com/vv/bigpic/tecno-camon-15-premier.jpg;Tecno Camon 15 Premier;Released 2020, April 13;203g, 9.1mm thickness;Android 10, HIOS 6.0;128GB storage, microSDXC;29;0.2%;448,716 hits;"6.6""";1080x2340 pixels;6 GB RAM;MT6765V;4000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 20, 28;;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2020, April 13;Available. Released 2020, April 13;163.3 x 77.7 x 9.1 mm (6.43 x 3.06 x 0.36 in);203 g (7.16 oz);Dual SIM (Nano-SIM, dual stand-by);IPS LCD;6.6 inches, 106.9 cm(~84.3% screen-to-body ratio);1080 x 2340 pixels, 19.5:9 ratio (~390 ppi density);;Android 10, HIOS 6.0;Mediatek MT6765V/W Helio P35 (12nm);Octa-core (4x2.35 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53);PowerVR GE8320;microSDXC (dedicated slot);128GB 6GB RAM;eMMC 5.1;"64 MP, f/1.9, 26mm (wide), 1/1.72"", 0.8µm, PDAF5 MP, f/2.2, 14mm (ultrawide)2 MP, f/2.8, (depth)QVGA";Quad-LED flash, panorama, HDR;1080p@30fps;Motorized pop-up 32 MP;1080p@30fps;Wi-Fi 802.11 b/g/n;5.0, A2DP, LE;GPS;No;FM radio;microUSB 2.0, OTG;Fingerprint (rear-mounted), accelerometer, proximity;Li-Po 4000 mAh, non-removable;Ice Jadeite, Opal White;;Glass front (Gorilla Glass 3), plastic back, plastic frame;CD8j;;;;;;;
https://www.gsmarena.com/tecno_camon_15_air-10189.php;https://fdn2.gsmarena.com/vv/bigpic/tecno-camon15-air-.jpg;Tecno Camon 15 Air;Released 2020, April 13;9mm thickness;Android 10, HIOS 6.0;64GB storage, microSDXC;8;0.2%;311,929 hits;"6.6""";720x1600 pixels;3 GB RAM;Helio P22;5000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 20, 28;;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2020, April 13;Available. Released 2020, April 13;164.5 x 76.5 x 9 mm (6.48 x 3.01 x 0.35 in);-;Dual SIM (Nano-SIM, dual stand-by);IPS LCD;6.6 inches, 105.2 cm(~83.6% screen-to-body ratio);720 x 1600 pixels, 20:9 ratio (~266 ppi density);;Android 10, HIOS 6.0;Mediatek MT6762 Helio P22 (12 nm);Octa-core 2.0 GHz Cortex-A53;PowerVR GE8320;microSDXC (dedicated slot);64GB 3GB RAM;eMMC 5.1;48 MP, f/1.8, PDAF2 MP, (macro)2 MP, (depth)QVGA;Quad-LED flash, panorama, HDR;1080p@30fps;8 MP, f/2.0, (wide);1080p@30fps;Wi-Fi 802.11 b/g/n;5.0, A2DP, LE;GPS;No;FM radio;microUSB 2.0, OTG;Fingerprint (rear-mounted), accelerometer, proximity;Li-Po 5000 mAh, non-removable;Malachite Blue, Ice lake Blue, Misty Gray;;Glass front (Gorilla Glass 3), plastic back, plastic frame;CD6, CD6S;Corning Gorilla Glass 3;Dual-LED flash, HDR;;;;;
