Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;gprstext;edge;year;status;dimensions;weight;sim;displaytype;displaysize;displayresolution;displayother;os;memoryslot;internalmemory;cam1modules;cam1video;cam2modules;wlan;bluetooth;gps;radio;usb;sensors;featuresother;batdescription1;batstandby1;battalktime1;colors
https://www.gsmarena.com/thuraya_sg_2520-1925.php;https://fdn2.gsmarena.com/vv/bigpic/thuraya-sg2520.gif;Thuraya SG-2520;Released 2007, March;170g, 18.8mm thickness;WinCE 4.2;128MB storage, SD slot;18;N/A;287,360 hits;"1.9""";176x220 pixels; ;;1280 mAh Li-Ion;GSM 900 / 1800 / 1900;Class 10;No;2007, March;Discontinued;138.5 x 53 x 18.8 mm (5.45 x 2.09 x 0.74 in);170 g (6.00 oz);Mini-SIM;TFT, 256K colors;1.9 inches, 11.4 cm(~15.5% screen-to-body ratio);176 x 220 pixels (~148 ppi density);Wallpapers, screensavers;WinCE 4.2;SD ( 128 MB included );128MB;1.3 MP;Yes;No;No;1.1;GPS;No;1.1;;MP3/AAC/MP4/AMR playereZi Text InputOrganizerVoice memoFile browser;Removable Li-Ion 1280 mAh battery;Up to 75 h;Up to 4 h;Light Silver, Dark Gray
