Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;speed;year;status;dimensions;weight;sim;displaytype;displaysize;displayresolution;memoryslot;cam1modules;cam1features;cam1video;cam2modules;cam2video;wlan;bluetooth;gps;radio;usb;sensors;featuresother;batdescription1;batstandby1;battalktime1;batmusicplayback1;colors;price;gprstext;edge;internalmemory;displayother;displayprotection;optionalother;memoryother;bodyother;sar-eu;os;cpu
https://www.gsmarena.com/sagem_my_x_8-859.php;https://fdn2.gsmarena.com/vv/bigpic/samyx8.gif;Sagem MY X-8;Released 2004, Q3;125g, 20.8mm thickness;Feature phone;40MB storage, miniSD slot;12;N/A;423,975 hits;"2.2""";240x320 pixels; ;;1300 mAh Li-Ion;GSM 900 / 1800 / 1900;;;2004, Q3;Discontinued;115 x 47 x 20.8 mm (4.53 x 1.85 x 0.82 in);125 g (4.41 oz);Mini-SIM;TFT, 256K colors;2.2 inches, 34 x 45 mm, 15.0 cm(~27.7% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~182 ppi density);miniSD;1.3 MP;LED flash;Yes;No;;No;1.2;No;No;Proprietary;;Video/MP3 playerPredictive text inputOrganizer;Removable Li-Ion battery;Up to 350 h;Up to 5 h;;;;Class 10;No;40MB;Animated screensaversColor backgrounds;;;;;;;
https://www.gsmarena.com/sagem_my_x_4-860.php;https://fdn2.gsmarena.com/vv/bigpic/samyx4.gif;Sagem MY X-4;Released 2004, Q3;95g, 18mm thickness;Feature phone;3.5MB storage, no card slot;9;N/A;150,866 hits;;120x160 pixels; ;;1300 mAh Li-Ion;GSM 900 / 1800;;;2004, Q3;Discontinued;104 x 46 x 18 mm (4.09 x 1.81 x 0.71 in);95 g (3.35 oz);Mini-SIM;TFT, 65K colors;;120 x 160 pixels, 4:3 ratio;No;No;;;;;No;No;No;No;Proprietary;;Predictive text inputVideo/media playerOrganizerExchangeable covers;Removable Li-Ion battery;Up to 340 h;Up to 4 h;;;;Class 10;No;3.5MB;5-way navi keyDownloadable pictures;;;;;;;
https://www.gsmarena.com/sagem_my_c4_2-1217.php;https://fdn2.gsmarena.com/vv/bigpic/sagem-myc4-2.gif;Sagem MY C4-2;Released 2004, Q4;75g, 23mm thickness;Feature phone;No card slot;8;N/A;138,153 hits;;128x128 pixels; ;;650 mAh Li-Ion;GSM 900 / 1800;;;2004, Q4;Discontinued;77 x 42 x 23 mm (3.03 x 1.65 x 0.91 in);75 g (2.65 oz);Mini-SIM;CSTN, 65K colors;;128 x 128 pixels, 1:1 ratio;No;VGA;LED flash;No;No;;No;No;No;No;;;Predictive text inputOrganizerVoice memo;Removable Li-Ion 650 mAh battery;Up to 240 h;Up to 3 h;;Silver , Black;;Class 8;No;;Second external display B/W (96 x 64 pixels)WallpapersDownloadable pictures;;;;;;;
https://www.gsmarena.com/sagem_my_c_4-864.php;https://fdn2.gsmarena.com/vv/bigpic/samyc4.gif;Sagem MY C-4;Released 2004, Q3;92g, 23mm thickness;Feature phone;4.7MB storage, no card slot;11;N/A;186,630 hits;;128x128 pixels; ;;630 mAh Li-Ion;GSM 900 / 1800;;;2004, Q3;Discontinued;90 x 44.5 x 23 mm (3.54 x 1.75 x 0.91 in);92 g (3.25 oz);Mini-SIM;CSTN, 65K colors;;128 x 128 pixels, 1:1 ratio;No;No;;;;;No;No;No;No;;;Predictive text inputOrganizerVoice memo;Removable Li-Ion 630 mAh battery;Up to 240 h;Up to 4 h;;Wine red;;Class 10;No;4.7MB;WallpapersDownloadable pictures;;;;;;;
https://www.gsmarena.com/sagem_my_s_7-722.php;https://fdn2.gsmarena.com/vv/bigpic/samys7.gif;Sagem MY S-7;Released 2004, Q1;120g, 21mm thickness;Microsoft Smartphone 2003 SE;32MB storage, MMC/SD slot;10;N/A;236,445 hits;"2.2""";176x220 pixels; ;;830 mAh Li-Ion;GSM 900 / 1800 / 1900;;;2004, Q1;Discontinued;110 x 49 x 21 mm, 110 cc (4.33 x 1.93 x 0.83 in);120 g (4.23 oz);Mini-SIM;TFT, 65K colors;2.2 inches, 35 x 44 mm, 15.2 cm(~28.3% screen-to-body ratio);176 x 220 pixels (~128 ppi density);MMC/SD;VGA;;Yes;No;;No;No;No;No;Proprietary;;MP3 playerPredictive text inputOrganizerVoice memo;Removable Li-Ion battery;Up to 100 h;Up to 4 h;;;;Class 10;No;32MB;Animated screensaversColor backgroundsDownloadable logos;;;;;;Microsoft Smartphone 2003 SE;Intel PXA 262 200 MHz
https://www.gsmarena.com/sagem_my_z_3-906.php;https://fdn2.gsmarena.com/vv/bigpic/samyz3.gif;Sagem MY Z-3;Released 2004, Q1;105g, 24mm thickness;Feature phone;1.5MB storage, no card slot;7;N/A;97,806 hits;;128x160 pixels; ;;780 mAh Li-Ion;GSM 900 / 1800;;;2004, Q1;Discontinued;100 x 45 x 24 mm (3.94 x 1.77 x 0.94 in);105 g (3.70 oz);Mini-SIM;CSTN, 65K colors;;128 x 160 pixels;No;No;;;;;No;No;No;No;Proprietary;;Predictive text inputOrganizer;Removable Li-Ion 780 mAh battery;Up to 300h;Up to 3 h;;;;Class 10;No;1.5MB;Screensavers and wallpapersDownloadable logos and applications;;;;;;;
https://www.gsmarena.com/sagem_my_c2_2-934.php;https://fdn2.gsmarena.com/vv/bigpic/samyc2-2.gif;Sagem MY C2-2;Released 2004, Q2;80g, 21mm thickness;Feature phone;No card slot;8;N/A;113,553 hits;;101x80 pixels, 6 lines; ;;1490 mAh Li-Ion;GSM 900 / 1800;;;2004, Q2;Discontinued;85 x 44 x 21 mm (3.35 x 1.73 x 0.83 in);80 g (2.82 oz);Mini-SIM;CSTN, 4096 colors;;101 x 80 pixels, 6 lines;No;No;;;;;No;No;No;No;;;Predictive text inputCalculatorCurrency converter;Removable Li-Ion battery;Up to 360 h;Up to 3 h;;;;No;No;;Downloadable wallpapers;;;100 short messagesMessage templates;;;;
https://www.gsmarena.com/sagem_sg_321i-728.php;https://fdn2.gsmarena.com/vv/bigpic/sasg321i.gif;Sagem SG 321i;Released 2004, Q1;105g, 24mm thickness;Feature phone;No card slot;6;N/A;143,308 hits;;128x160 pixels; ;;850 mAh Li-Ion;GSM 900 / 1800;;;2004, Q1;Discontinued;100 x 45 x 24 mm (3.94 x 1.77 x 0.94 in);105 g (3.70 oz);Mini-SIM;TFT, 65K colors;;128 x 160 pixels;No;No;;;;;No;No;No;No;Proprietary;;Predictive text inputOrganizer;Removable Li-Ion battery;;;;;;Class 8;No;;Screensavers and wallpapersDownloadable logos;;;;;;;
https://www.gsmarena.com/sagem_my_v_55-821.php;https://fdn2.gsmarena.com/vv/bigpic/samyv55.gif;Sagem MY V-55;Released 2004, Q2;97g, 19mm thickness;Feature phone;4MB storage, no card slot;16;N/A;291,220 hits;;128x160 pixels; ;;920 mAh Li-Ion;GSM 900 / 1800 / 1900;;;2004, Q2;Discontinued;106 x 46 x 19 mm (4.17 x 1.81 x 0.75 in);97 g (3.42 oz);Mini-SIM;CSTN, 65K colors;;128 x 160 pixels;No;VGA;;No;No;;No;No;No;No;;;Predictive text inputOrganizerVoice dial/memoExchangeable cover;Removable Li-Ion 920 mAh battery;Up to 375 h;Up to 4 h 45 min;;;;Class 10;No;4MB;Animated screensaversColor backgroundsDownloadable logos;;;;;;;
https://www.gsmarena.com/sagem_my_x5_2-727.php;https://fdn2.gsmarena.com/vv/bigpic/samyx52.gif;Sagem MY X5-2;Released 2004, Q1;97g, 19mm thickness;Feature phone;4MB storage, no card slot;18;N/A;376,423 hits;;128x160 pixels; ;;850 mAh Li-Ion;GSM 900 / 1800 / 1900;;;2004, Q1;Discontinued;106 x 46 x 19 mm (4.17 x 1.81 x 0.75 in);97 g (3.42 oz);Mini-SIM;CSTN, 65K colors;;128 x 160 pixels;No;VGA;;No;No;;No;No;No;No;Proprietary;;Predictive text inputOrganizerPhoto editorVoice memo;Removable Li-Ion battery;Up to 300 h;Up to 5 h;;;;Class 10;No;4MB;Screensavers and wallpapersDownloadable logos;;;;;;;
https://www.gsmarena.com/sagem_my_v_75-670.php;https://fdn2.gsmarena.com/vv/bigpic/samyv75.gif;Sagem MY V-75;Released 2004, Q1;106g, 22mm thickness;Feature phone;4MB storage, no card slot;8;N/A;113,032 hits;;128x160 pixels; ;;785 mAh Li-Ion;GSM 900 / 1800 / 1900;;;2004, Q1;Discontinued;110 x 46 x 22 mm (4.33 x 1.81 x 0.87 in);106 g (3.74 oz);Mini-SIM;TFT, 65K colors;;128 x 160 pixels;No;VGA;;No;No;;No;No;No;No;;;Predictive text inputOrganizer;Removable Li-Ion battery;;;;;;Yes;No;4MB;Animated screensaversColor backgroundsDownloadable logos;;;;;;;
https://www.gsmarena.com/sagem_my_c_3b-630.php;https://fdn2.gsmarena.com/vv/bigpic/samyc3b.gif;Sagem MY C-3b;Released 2004, Q1;85g, 22.5mm thickness;Feature phone;1.5MB storage, no card slot;7;N/A;145,785 hits;;128x160 pixels, 12 lines; ;;780 mAh Li-Ion;GSM 900 / 1800;;;2004, Q1;Discontinued;81 x 51 x 22.5 mm (3.19 x 2.01 x 0.89 in);85 g (3.00 oz);Mini-SIM;CSTN, 65K colors;;128 x 160 pixels, 12 lines;No;No;;;;;No;No;No;No;;;Predictive text inputOrganizerVoice memo;Removable Li-Ion battery;Up to 120 h;Up to 2 h;;2 - Silver, Red;;Class 8;No;1.5MB;Animated screensaversColor backgrounds;;;;;;;
https://www.gsmarena.com/sagem_my_c_3s-644.php;https://fdn2.gsmarena.com/vv/bigpic/samyc3s.gif;Sagem MY C-3s;Released 2004, Q1;90g, 22.5mm thickness;Feature phone;No card slot;7;N/A;77,801 hits;;128x160 pixels, 12 lines; ;;750 mAh Li-Ion;GSM 900 / 1800;;;2004, Q1;Discontinued;81 x 52 x 22.5 mm (3.19 x 2.05 x 0.89 in);90 g (3.17 oz);Mini-SIM;CSTN, 65K colors;;128 x 160 pixels, 12 lines;No;No;;;;;No;No;No;No;;;Predictive text inputOrganizer;Removable Li-Ion 750 mAh battery;Up to 100 h;Up to 3 h;;2 - Silver, Red;;Class 8;No;;Animated screensaversColor backgrounds;;Stereo sounds;;;;;
https://www.gsmarena.com/sagem_my_x3_2-631.php;https://fdn2.gsmarena.com/vv/bigpic/samyx32.gif;Sagem MY X3-2;Released 2004, Q1;89g, 21mm thickness;Feature phone;No card slot;9;N/A;139,042 hits;;101x80 pixels; ;;780 mAh Li-Ion;GSM 900 / 1800;;;2004, Q1;Discontinued;100 x 45 x 21 mm (3.94 x 1.77 x 0.83 in);89 g (3.14 oz);Mini-SIM;CSTN, 4096 colors;;101 x 80 pixels;No;No;;;;;No;No;No;No;;;Predictive text inputCalculatorCurrency converterInterchangeable front and back covers;Removable Li-Ion battery;Up to 340 h;Up to 5 h;;4 - Silver, Light blue, Purple and White;;Class 8;No;;Downloadable logos;;;;;;;
https://www.gsmarena.com/sagem_my_x_7-624.php;https://fdn2.gsmarena.com/vv/bigpic/samyx7.gif;Sagem MY X-7;Released 2004, Q1;106g, 22mm thickness;Feature phone;4MB storage, no card slot;9;N/A;267,831 hits;;128x160 pixels, 12 lines; ;;1050 mAh Li-Ion;GSM 900 / 1800 / 1900;;;2004, Q1;Discontinued;110 x 46 x 22 mm, 111 cc (4.33 x 1.81 x 0.87 in);106 g (3.74 oz);Mini-SIM;TFT, 65K colors;;128 x 160 pixels, 12 lines;No;VGA;;Yes;No;;No;No;No;No;;;Predictive text inputOrganizerChronometerVoice memo (30 sec.)Changeable covers;Removable Li-Ion 1050 mAh battery;Up to 310 h;Up to 4 h 30 min;;;;Class 10;No;4MB;Animated screensaversColor backgrounds;;;;;;;
https://www.gsmarena.com/sagem_my_v_65-569.php;https://fdn2.gsmarena.com/vv/bigpic/samyv65.gif;Sagem MY V-65;Released 2003, Q4;106g, 22mm thickness;Feature phone;4MB storage, no card slot;10;N/A;183,373 hits;;128x160 pixels; ;;1050 mAh Li-Ion;GSM 900 / 1800 / 1900;;;2003, Q4;Discontinued;110 x 46 x 22 mm (4.33 x 1.81 x 0.87 in);106 g (3.74 oz);Mini-SIM;TFT, 65K colors;;128 x 160 pixels;No;VGA;;No;No;;No;No;No;No;;;Predictive text inputPCSyncOrganizer;Removable Li-Ion 1050 mAh battery;Up to 310 h;Up to 4 h 30 min;;;;Yes;No;4MB;Animated screensaversColor backgrounds;;;100 short messages;;;;
https://www.gsmarena.com/sagem_my_c_1-568.php;https://fdn2.gsmarena.com/vv/bigpic/samyc1.gif;Sagem MY C-1;Released 2003, Q4;80g, 20mm thickness;Feature phone;No card slot;6;N/A;67,464 hits;;96x64 pixels, 7 lines; ;;760 mAh Li-Ion;GSM 900 / 1800;;;2003, Q4;Discontinued;86 x 44 x 20 mm (3.39 x 1.73 x 0.79 in);80 g (2.82 oz);Mini-SIM;Monochrome graphic;;96 x 64 pixels, 7 lines, 3:2 ratio;No;No;;;;;No;No;No;No;;;Predictive text inputOrganizer;Removable Li-Ion battery;Up to 200 h;Up to 2 h 30 min;;;;No;No;;;;;;;;;
https://www.gsmarena.com/sagem_my_x_1w-563.php;https://fdn2.gsmarena.com/vv/bigpic/samyx1w.gif;Sagem MY X-1w;Released 2003, Q4;93g, 21mm thickness;Feature phone;No card slot;9;N/A;105,250 hits;;64x96 pixels, 7 lines; ;;1050 mAh Li-Ion;GSM 900 / 1800;;;2003, Q4;Discontinued;106 x 47 x 21 mm (4.17 x 1.85 x 0.83 in);93 g (3.28 oz);Mini-SIM;Monochrome graphic;;64 x 96 pixels, 7 lines, 3:2 ratio;No;No;;;;;No;No;No;No;;;Predictive text inputOrganizerInterchangeable front and back covers;Removable Li-Ion battery;Up to 240 h;Up to 3 h;;;;Class 4;No;;Four way navigation keysDownloadable logos;;;;;;;
https://www.gsmarena.com/sagem_my_c_2-555.php;https://fdn2.gsmarena.com/vv/bigpic/samyc2.gif;Sagem MY C-2;Released 2003, Q4;90g, 23mm thickness;Feature phone;No card slot;8;N/A;100,499 hits;;101x80 pixels, 6 lines; ;;850 mAh Li-Ion;GSM 900 / 1800;;;2003, Q4;Discontinued;82 x 42 x 23 mm (3.23 x 1.65 x 0.91 in);90 g (3.17 oz);Mini-SIM;CSTN, 256 colors;;101 x 80 pixels, 6 lines;No;No;;;;;No;No;No;No;;;Predictive text inputCalculatorCurrency converter;Removable Li-Ion battery;Up to 190 h;Up to 3 h;;;;No;No;;Backgrounds and screensavers;;;100 short messagesMessage templates;;;;
https://www.gsmarena.com/sagem_my_c_6-489.php;https://fdn2.gsmarena.com/vv/bigpic/samyc6.gif;Sagem MY C-6;Released 2003, Q3;86g, 22mm thickness;Feature phone;No card slot;7;N/A;87,409 hits;;160x120 pixels; ;;750 mAh Li-Ion;GSM 900 / 1800;;;2003, Q3;Discontinued;84 x 46 x 22 mm (3.31 x 1.81 x 0.87 in);86 g (3.03 oz);Mini-SIM;TFT, 65K colors;;160 x 120 pixels, 4:3 ratio;No;No;;;;;No;No;No;No;;;Predictive text inputCalculator;Removable Li-Ion 750 mAh battery;Up to 140 h;Up to 4 h;;;;Class 8;No;;Second external display, 84 x 40 pixels, SNTFour way navigation keysDownloadable screensavers;;;;;;;
https://www.gsmarena.com/sagem_my_c_5w-484.php;https://fdn2.gsmarena.com/vv/bigpic/samyc5w.gif;Sagem MY C-5w;Released 2003, Q3;80g, 20mm thickness;Feature phone;No card slot;7;N/A;84,708 hits;;101x80 pixels, 6 lines; ;;1000 mAh Li-Po;GSM 900 / 1800;;;2003, Q3;Discontinued;88 x 44 x 20 mm (3.46 x 1.73 x 0.79 in);80 g (2.82 oz);Mini-SIM;CSTN, 256 colors;;101 x 80 pixels, 6 lines;No;No;;;;;No;No;No;No;;;Predictive text inputCalculatorCurrency converter;Removable Li-Po 1000 mAh battery;Up to 200 h;Up to 3 h;;;;Class 8;No;;Backgrounds and screensavers;;;;;;;
https://www.gsmarena.com/sagem_my_x_2-473.php;https://fdn2.gsmarena.com/vv/bigpic/samyx2.gif;Sagem MY X-2;Released 2003, Q3;89g, 21mm thickness;Feature phone;No card slot;12;N/A;202,729 hits;;101x80 pixels, 6 lines; ;;600 mAh Li-Ion;GSM 900 / 1800;;;2003, Q3;Discontinued;99 x 45 x 21 mm (3.90 x 1.77 x 0.83 in);89 g (3.14 oz);Mini-SIM;CSTN, 256 colors;;101 x 80 pixels, 6 lines;No;No;;;;;No;No;No;No;;;Predictive text inputCalculatorCurrency converterInterchangeable front and back covers;Removable Li-Ion battery;up to 340 h;up to 5 h;;;;No;No;;Screensavers and backgrounds;;;100 short messagesMessage templates;;;;
https://www.gsmarena.com/sagem_my_x_6-423.php;https://fdn2.gsmarena.com/vv/bigpic/samyx6.gif;Sagem MY X-6;Released 2003, Q1;106g, 22mm thickness;Feature phone;2.3MB storage, no card slot;11;N/A;216,630 hits;;128x160 pixels, 12 lines; ;;1050 mAh Li-Ion;GSM 900 / 1800;;;2003, Q1;Discontinued;110 x 46 x 22 mm, 111 cc (4.33 x 1.81 x 0.87 in);106 g (3.74 oz);Mini-SIM;TFT, 65K colors;;128 x 160 pixels, 12 lines;No;VGA;;No;No;;No;No;No;No;;;Predictive text inputOrganizerVoice memoInterchangeable coversFormats: BMP, JPEG, PNG, GIF, animated GIF, Midi, iMelody, Wave, AMR;Removable Li-Ion 1050 mAh battery;Up to 310 h;Up to 4 h 40 min;;;;Class 10;No;2.3MB;65K colorsAnimated screensaversColor backgrounds;;;100 short messages;;;;
https://www.gsmarena.com/sagem_my_g5-359.php;https://fdn2.gsmarena.com/vv/bigpic/samyg5.gif;Sagem MY G5;Released 2002;92g, 20mm thickness;Feature phone;No card slot;5;N/A;113,511 hits;;101x80 pixels, 8 lines; ;;1000 mAh Li-Ion;GSM 900 / 1800;;;2002;Discontinued;105 x 46 x 20 mm, 77 cc (4.13 x 1.81 x 0.79 in);92 g (3.25 oz);Mini-SIM;CSTN, 256 colors;;101 x 80 pixels, 8 lines;No;No;;;;;No;No;No;No;;;Predictive text inputCalculatorCurrency converterInterchangeable front and back covers;Removable Li-Ion battery;240 h;4 h;;;;Yes;No;;Softkeys3D animated icons50 icons (17 downloadable);;New formats: BMP, JPEG, PNG, GIF, Midi, iMelody, Wave;100 short messages;;;;
https://www.gsmarena.com/sagem_my_x_3-358.php;https://fdn2.gsmarena.com/vv/bigpic/samyx3.gif;Sagem MY X-3;Released 2002;92g, 20mm thickness;Feature phone;No card slot;6;N/A;109,353 hits;;96x64 pixels; ;;1000 mAh Li-Ion;GSM 900 / 1800;;;2002;Discontinued;106 x 46 x 20 mm, 79 cc (4.17 x 1.81 x 0.79 in);92 g (3.25 oz);Mini-SIM;Monochrome graphic;;96 x 64 pixels, 3:2 ratio;No;No;;;;;No;No;No;No;;;Predictive text inputCalculatorCurrency converterInterchangeable front and back covers;Removable Li-Ion battery;240 h;4 h;;;;Class 8;No;;Blue backlightDownloadable animated  screensavers;;;100 short messages50 EMS pictures;;;;
https://www.gsmarena.com/sagem_my_x_5-320.php;https://fdn2.gsmarena.com/vv/bigpic/samyx5.gif;Sagem MY X-5;Released 2002;92g, 20mm thickness;Feature phone;No card slot;20;N/A;274,997 hits;;101x80 pixels, 8 lines; ;;720 mAh Li-Ion;GSM 900 / 1800;;;2002;Discontinued;105 x 46 x 20 mm, 77 cc (4.13 x 1.81 x 0.79 in);92 g (3.25 oz);Mini-SIM;CSTN, 256 colors;;101 x 80 pixels, 8 lines;No;No;;;;;No;No;No;No;;;Predictive text inputCalculatorCurrency converterInterchangeable front and back covers;Removable Li-Ion 720 mAh battery;240 h;up to 4 h;;;;Class 10;No;;Dynamic font sizeSoftkeys3D animated icons30 icons + downloadable;;New formats: BMP, JPEG, PNG, GIF, Midi, iMelody, Wave;100 short messages;;;;
https://www.gsmarena.com/sagem_my_3078-346.php;https://fdn2.gsmarena.com/vv/bigpic/samy3078.gif;Sagem MY 3078;Released 2002;85g, 75mm thickness;Feature phone;No card slot;5;N/A;78,297 hits;;96x64 pixels, 8 lines; ;;850 mAh Li-Ion;GSM 900 / 1800;;;2002;Discontinued;23 x 45 x 75 mm (0.91 x 1.77 x 2.95 in);85 g (3.00 oz);Mini-SIM;Monochrome graphic;;96 x 64 pixels, 8 lines, 3:2 ratio;No;No;;;;;No;No;No;No;;;Predictive text inputDownloadable gamesCalculatorCurrency converter;Removable Li-Ion battery;up to 180 h;up to 2 h 15 min;;;;No;No;;Softkeys3D animated screensavers20 downloadable screens10 downloadable icons (group calling);;;;;;;
https://www.gsmarena.com/sagem_mw_3026-273.php;https://fdn2.gsmarena.com/vv/bigpic/samw3026.gif;Sagem MW 3026;Released 2001;112g, 23mm thickness;Feature phone;No card slot;10;N/A;113,592 hits;;up to 8 lines; ;;650 mAh NiMH;GSM 900 / 1800;;;2001;Discontinued;105 x 50 x 23 mm (4.13 x 1.97 x 0.91 in);112 g (3.95 oz);Mini-SIM;Monochrome graphic;;up to 8 lines;No;No;;;;;No;No;No;No;;;Predictive text inputCalculatorCurency converter;Removable NiMH battery;185 h;3 h;;;;No;No;;Blue backlightSoftkeys3D animated icons;;;10 short messages;;;;
https://www.gsmarena.com/sagem_mw_3052-272.php;https://fdn2.gsmarena.com/vv/bigpic/samw3052.gif;Sagem MW 3052;Released 2001;100g, 23mm thickness;Feature phone;No card slot;7;N/A;68,534 hits;;up to 8 lines; ;;650 mAh Li-Ion;GSM 900 / 1800;;;2001;Discontinued;105 x 50 x 23 mm (4.13 x 1.97 x 0.91 in);100 g (3.53 oz);Mini-SIM;Monochrome graphic;;up to 8 lines;No;No;;;;;No;No;No;No;;;Predictive text inputCalculatorCurency converter;Removable Li-Ion battery;200 h;3 h;;;;Class 4;No;;Blue backlightSoftkeys3D animated icons;;;10 short messages;;;;
https://www.gsmarena.com/sagem_mw_3042-271.php;https://fdn2.gsmarena.com/vv/bigpic/samw3042.gif;Sagem MW 3042;Released 2001;97g, 18mm thickness;Feature phone;No card slot;8;N/A;60,389 hits;;up to 8 lines; ;;650 mAh NiMH;GSM 900 / 1800;;;2001;Discontinued;105 x 45 x 18 mm, 79 cc (4.13 x 1.77 x 0.71 in);97 g (3.42 oz);Mini-SIM;Monochrome graphic;;up to 8 lines;No;No;;;;;No;No;No;No;;;Predictive text inputCalculatorCurency converterInterchangeable front covers;Removable NiMH battery;207 h;3 h 45 min;;;;No;No;;Blue backlightSoftkeys3D animated icons;;;10 short messages;;;;
https://www.gsmarena.com/sagem_mw_3040-258.php;https://fdn2.gsmarena.com/vv/bigpic/samw3040.gif;Sagem MW 3040;Released 2001;97g, 18mm thickness;Feature phone;No card slot;8;N/A;83,495 hits;;up to 8 lines; ;;600 mAh NiMH;GSM 900 / 1800;;;2001;Discontinued;105 x 45 x 18 mm, 79 cc (4.13 x 1.77 x 0.71 in);97 g (3.42 oz);Mini-SIM;Monochrome graphic;;up to 8 lines;No;No;;;;;No;No;No;No;;;Predictive text inputCalculatorCurency converterInterchangeable front covers;Removable NiMH battery;170 h;4 h 30 min;;;;No;No;;Blue backlightSoftkeys3D animated icons;;;10 short messages;;;;
https://www.gsmarena.com/sagem_mw_x1-247.php;https://fdn2.gsmarena.com/vv/bigpic/samwx1.gif;Sagem MW X1;Released 2001;180g, 20mm thickness;Feature phone;No card slot;6;N/A;88,298 hits;;124x68 pixels, up to 8 lines; ;;800 mAh Li-Ion;GSM 900 / 1800;;;2001;Discontinued;140 x 57 x 20 mm (5.51 x 2.24 x 0.79 in);180 g (6.35 oz);Mini-SIM;Monochrome graphic;;124 x 68 pixels, up to 8 lines, 17:9 ratio;No;No;;;;;No;No;No;No;;;Predictive text inputCalculatorCurency converter;Removable Li-Ion 800 mAh battery;150 h;300 min;;;;No;No;;Softkeys;;;20 SMS messages;;;;
https://www.gsmarena.com/sagem_wa_3050-246.php;https://fdn2.gsmarena.com/vv/bigpic/sawa3050.gif;Sagem WA 3050;Released 2001;198g, 17mm thickness;Microsoft Windows PocketPC;No card slot;8;N/A;97,599 hits;;240x320 pixels, 60x80 mm; ;;850 mAh Li-Ion;GSM 900 / 1800;;;2001;Discontinued;130 x 80 x 17 mm (5.12 x 3.15 x 0.67 in);198 g (6.98 oz);Mini-SIM;Greyscale resistive touchscreen;;240 x 320 pixels, 60 x 80 mm, 4:3 ratio;No;No;;;;;No;No;No;No;;;MP3 playerPredictive text input;Removable Li-Ion battery;170 h;130 min;;;;Yes (for the GPRS model);No;;;;;;;;Microsoft Windows PocketPC;206 MHz ARM SA-1110
https://www.gsmarena.com/sagem_mw_3020-245.php;https://fdn2.gsmarena.com/vv/bigpic/samw3020.gif;Sagem MW 3020;Released 2001;112g, 18mm thickness;Feature phone;No card slot;14;N/A;128,346 hits;;up to 7 lines; ;;850 mAh NiMH;GSM 900 / 1800;;;2001;Discontinued;105 x 45 x 18 mm, 79 cc (4.13 x 1.77 x 0.71 in);112 g (3.95 oz);Mini-SIM;Monochrome graphic;;up to 7 lines;No;No;;;;;No;No;No;No;;;Predictive text inputCalculatorCurency converter;Removable NiMH battery;170 h;130 min;;;;No;No;;Softkeys;;;10 short messages;;;;
https://www.gsmarena.com/sagem_mc_3000-244.php;https://fdn2.gsmarena.com/vv/bigpic/samc3000.gif;Sagem MC 3000;Released 2001;112g, 18mm thickness;Feature phone;No card slot;8;N/A;85,964 hits;;up to 7 lines; ;;850 mAh NiMH;GSM 900 / 1800;;;2001;Discontinued;105 x 45 x 18 mm, 79 cc (4.13 x 1.77 x 0.71 in);112 g (3.95 oz);Mini-SIM;Monochrome graphic;;up to 7 lines;No;No;;;;;No;No;No;No;;;Predictive text inputCalculatorCurency converter;Removable NiMH battery;140 h;105 min;;;;No;No;;Softkeys;;;10 short messages;;;;
https://www.gsmarena.com/sagem_mc_939_wap-182.php;https://fdn2.gsmarena.com/vv/bigpic/samc939b.gif;Sagem MC 939 WAP;Released 2000;117g, 18mm thickness;Feature phone;No card slot;10;N/A;74,971 hits;;up to 7 lines; ;;600 mAh Li-Ion;GSM 900 / 1800;;;2000;Discontinued;116 x 45 x 18 mm (4.57 x 1.77 x 0.71 in);117 g (4.13 oz);Mini-SIM;Monochrome graphic;;up to 7 lines;No;No;;;;;No;No;No;No;;;Predictive text inputCalculatorCurency converter;Removable Li-Ion battery;150 h;3 h;;;;No;No;;Fixed iconsSoftkeys;;;20 short messages;;;;
https://www.gsmarena.com/sagem_mc_936-181.php;https://fdn2.gsmarena.com/vv/bigpic/samc936b.gif;Sagem MC 936;Released 2000;117g, 18mm thickness;Feature phone;No card slot;7;N/A;65,555 hits;;up to 7 lines; ;;600 mAh Li-Ion;GSM 900 / 1800;;;2000;Discontinued;116 x 45 x 18 mm (4.57 x 1.77 x 0.71 in);117 g (4.13 oz);Mini-SIM;Monochrome graphic;;up to 7 lines;No;No;;;;;No;No;No;No;;;Predictive text inputCalculatorCurency converter;Removable Li-Ion battery;150 h;3 h;;;;No;No;;Fixed iconsSoftkeys;;;20 short messages;;;;
https://www.gsmarena.com/sagem_mc_950-168.php;https://fdn2.gsmarena.com/vv/bigpic/samc950b.gif;Sagem MC 950;Released 2000;95g, 18mm thickness;Feature phone;No card slot;11;N/A;77,168 hits;;up to 7 lines; ;;500 mAh Li-Ion;GSM 900 / 1800;;;2000;Discontinued;116 x 45 x 18 mm (4.57 x 1.77 x 0.71 in);95 g (3.35 oz);Mini-SIM;Monochrome graphic;;up to 7 lines;No;No;;;;;No;No;No;No;;;Predictive text inputCalculatorCurency converter;Removable Li-Ion battery;150 h;3 h;;;;No;No;;Fixed iconsSoftkeys;;;20 short messages;;;;
