Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;speed;year;status;dimensions;weight;sim;displaytype;displaysize;displayresolution;memoryslot;cam1modules;cam1features;cam1video;cam2modules;cam2video;wlan;bluetooth;gps;radio;usb;sensors;featuresother;batdescription1;batstandby1;battalktime1;batmusicplayback1;colors;price;gprstext;edge;internalmemory;displayother;displayprotection;optionalother;memoryother;bodyother;sar-eu;os;cpu
https://www.gsmarena.com/sagem_my500x-1604.php;https://fdn2.gsmarena.com/vv/bigpic/sagem-my500x.gif;Sagem my500X;Released 2006, March;90g, 16.5mm thickness;Feature phone;32MB storage, miniSD slot;8;N/A;134,750 hits;;176x220 pixels; ;;850 mAh Li-Ion;GSM 900 / 1800 / 1900;;;2006, March;Discontinued;100 x 46 x 16.5 mm (3.94 x 1.81 x 0.65 in);90 g (3.17 oz);Mini-SIM;TFT, 256K colors;;176 x 220 pixels;miniSD;1.3 MP;;Yes;No;;No;No;No;No;Proprietary;;MP3/AAC playerPredictive text inputOrganizer;Removable Li-Ion 850 mAh battery;Up to 350 h;Up to 4 h;;;;Class 10;No;32MB;;;;;;;;
https://www.gsmarena.com/sagem_my411x-2142.php;https://fdn2.gsmarena.com/vv/bigpic/sagem-my411x.gif;Sagem my411X;Released 2007, May;85g, 14.2mm thickness;Feature phone;microSD slot;9;N/A;177,474 hits;;128x160 pixels; ;;1000 mAh Li-Ion;GSM 900 / 1800 / 1900;;;2007, May;Discontinued;103.2 x 45.2 x 14.2 mm (4.06 x 1.78 x 0.56 in);85 g (3.00 oz);Mini-SIM;CSTN, 65K colors;;128 x 160 pixels;microSD (dedicated slot);VGA;;Yes;No;;No;1.2;No;No;No;;MP3/AAC playerPredictive text inputOrganizer;Removable Li-Ion battery;Up to 240 h;Up to 4 h;;Black;About 110 EUR;Class 10;No;;Mirror effect on display and keypad;;;;;;;
https://www.gsmarena.com/sagem_my405x-1503.php;https://fdn2.gsmarena.com/vv/bigpic/sagem-my405x.gif;Sagem my405X;Released 2006, March;90g, 15.5mm thickness;Feature phone;64MB storage, no card slot;8;N/A;104,711 hits;;128x160 pixels; ;;840 mAh Li-Ion;GSM 900 / 1800 / 1900;;;2006, March;Discontinued;105 x 46 x 15.5 mm (4.13 x 1.81 x 0.61 in);90 g (3.17 oz);Mini-SIM;TFT, 65K colors;;128 x 160 pixels;No;VGA;;No;No;;No;No;No;No;miniUSB 1.1;;MP3 playerPredictive text inputCalculatorDiary assistantVoice memoCurrency converter;Removable Li-Ion battery;Up to 300 h;Up to 3 h;;Silver, Black;;Class 10;No;64MB;;;;;;;;
https://www.gsmarena.com/sagem_my401x-2139.php;https://fdn2.gsmarena.com/vv/bigpic/sagem-my401x.gif;Sagem my401X;Released 2006, Q1;85g, 14mm thickness;Feature phone;3.2MB storage, no card slot;8;N/A;119,451 hits;;128x160 pixels; ;;1000 mAh Li-Ion;GSM 900 / 1800 / 1900;;;2006, Q1;Discontinued;105 x 46 x 14 mm (4.13 x 1.81 x 0.55 in);85 g (3.00 oz);Mini-SIM;CSTN, 65K colors;;128 x 160 pixels;No;VGA;;Yes;No;;No;1.2;No;No;No;;MP3/AAC playerPredictive text inputOrganizer;Removable Li-Ion battery;Up to 300 h;Up to 4 h;;Silver;;Class 10;No;3.2MB;;;;200 SMS messages;;;;
https://www.gsmarena.com/sagem_my401z-2141.php;https://fdn2.gsmarena.com/vv/bigpic/sagem-my401z.gif;Sagem my401Z;Released 2007, July;90g, 21mm thickness;Feature phone;37MB storage, microSD slot;6;N/A;84,305 hits;;128x160 pixels; ;;1000 mAh Li-Ion;GSM 900 / 1800 / 1900;;;2007, July;Discontinued;90 x 46 x 21 mm (3.54 x 1.81 x 0.83 in);90 g (3.17 oz);Mini-SIM;CSTN, 65K colors;;128 x 160 pixels;microSD (dedicated slot);VGA;;Yes;No;;No;1.2;No;No;No;;MP3/AAC playerPredictive text inputOrganizer;Removable Li-Ion battery;Up to 240 h;Up to 3 h 30 min;;Silver;;Class 10;No;37MB;;;;;;;;
https://www.gsmarena.com/sagem_my401c-2140.php;https://fdn2.gsmarena.com/vv/bigpic/sagem-my401c.gif;Sagem my401C;Released 2007, March;82g, 18.5mm thickness;Feature phone;microSD slot;10;N/A;92,236 hits;;128x160 pixels; ;;1000 mAh Li-Ion;GSM 900 / 1800 / 1900;;;2007, March;Discontinued;86 x 43.3 x 18.5 mm (3.39 x 1.70 x 0.73 in);82 g (2.89 oz);Mini-SIM;CSTN, 65K colors;;128 x 160 pixels;microSD (dedicated slot);VGA;;Yes;No;;No;1.2;No;No;miniUSB 1.1;;MP3/AAC playerPredictive text inputOrganizer;Removable Li-Ion battery;Up to 250 h;Up to 3 h 30 min;;Silver, Red, Blue/White, Red/White;About 120 EUR;Class 10;No;;;;;;;;;
https://www.gsmarena.com/sagem_my400v-1876.php;https://fdn2.gsmarena.com/vv/bigpic/sagem-my400v.gif;Sagem my400V;Cancelled;85g, 14mm thickness;Feature phone;No card slot;9;N/A;114,316 hits;;128x160 pixels; ;;850 mAh Li-Ion;GSM 900 / 1800;;;2007, February;Cancelled;105 x 46 x 14 mm (4.13 x 1.81 x 0.55 in);85 g (3.00 oz);Mini-SIM;CSTN, 65K colors;;128 x 160 pixels;No;VGA;;Yes;No;;No;No;No;No;No;;Predictive text inputOrganizer;Removable Li-Ion 850 mAh battery;Up to 350 h;Up to 4 h;;;;Class 10;No;;;;;;;;;
https://www.gsmarena.com/sagem_my400x-1421.php;https://fdn2.gsmarena.com/vv/bigpic/sagem-my400x.gif;Sagem my400X;Released 2006, Q1;85g, 14mm thickness;Feature phone;3.2MB storage, no card slot;9;N/A;180,028 hits;;128x160 pixels; ;;850 mAh Li-Ion;GSM 900 / 1800;;;2006, Q1;Discontinued;105 x 46 x 14 mm (4.13 x 1.81 x 0.55 in);85 g (3.00 oz);Mini-SIM;CSTN, 65K colors;;128 x 160 pixels;No;VGA;;Yes;No;;No;No;No;No;No;;Predictive text inputOrganizer;Removable Li-Ion 850 mAh battery;Up to 350 h;Up to 4 h;;Silver;;Class 10;No;3.2MB;;;;200 SMS messages;;;;
https://www.gsmarena.com/sagem_my302x-2144.php;https://fdn2.gsmarena.com/vv/bigpic/sagem-my302x.gif;Sagem my302X;Released 2005, Q4;88g, 14mm thickness;Feature phone;3.2MB storage, no card slot;7;N/A;57,616 hits;"1.7""";128x128 pixels; ;;1000 mAh Li-Ion;GSM 900 / 1800 / 1900;;;2005, Q4;Discontinued;105 x 46 x 14 mm (4.13 x 1.81 x 0.55 in);88 g (3.10 oz);Mini-SIM;CSTN, 65K colors;1.7 inches, 9.3 cm(~19.3% screen-to-body ratio);128 x 128 pixels, 1:1 ratio (~106 ppi density);No;No;;;;;No;1.2;No;No;;;OrganizerSyncMLPredictive text input;Removable Li-Ion battery;Up to 350 h;Up to 4 h;;Silver;;Class 10;No;3.2MB;;;;;Dust, shock and splash resistant;;;
https://www.gsmarena.com/sagem_my301x-2143.php;https://fdn2.gsmarena.com/vv/bigpic/sagem-my301x.gif;Sagem my301X;Released 2005, Q4;88g, 14mm thickness;Feature phone;3.2MB storage, no card slot;8;N/A;83,853 hits;"1.7""";128x128 pixels; ;;1000 mAh Li-Ion;GSM 900 / 1800 / 1900;;;2005, Q4;Discontinued;105 x 46 x 14 mm (4.13 x 1.81 x 0.55 in);88 g (3.10 oz);Mini-SIM;CSTN, 65K colors;1.7 inches, 9.3 cm(~19.3% screen-to-body ratio);128 x 128 pixels, 1:1 ratio (~106 ppi density);No;No;;;;;No;1.2;No;No;;;Predictive text inputOrganizerSyncML;Removable Li-Ion battery;Up to 350 h;Up to 4 h;;;;Class 10;No;3.2MB;;;;;;;;
https://www.gsmarena.com/sagem_my300x-1334.php;https://fdn2.gsmarena.com/vv/bigpic/sagem-my300x.gif;Sagem my300X;Released 2005, Q4;88g, 14mm thickness;Feature phone;3.2MB storage, no card slot;9;N/A;138,877 hits;"1.7""";128x128 pixels; ;;850 mAh Li-Ion;GSM 900 / 1800;;;2005, Q4;Discontinued;105 x 46 x 14 mm (4.13 x 1.81 x 0.55 in);88 g (3.10 oz);Mini-SIM;CSTN, 65K colors;1.7 inches, 9.3 cm(~19.3% screen-to-body ratio);128 x 128 pixels, 1:1 ratio (~106 ppi density);No;No;;;;;No;No;No;No;;;Predictive text inputOrganizerSyncML;Removable Li-Ion 850 mAh battery;Up to 350 h;Up to 4 h;;Blue, Silver, Red;;Class 10;No;3.2MB;;;;;;;;
https://www.gsmarena.com/sagem_my300c-2119.php;https://fdn2.gsmarena.com/vv/bigpic/sagem-my300c.gif;Sagem my300C;Released 2007, March;79g, 21.7mm thickness;Feature phone;3MB storage, no card slot;11;N/A;70,300 hits;;128x128 pixels; ;;820 mAh Li-Ion;GSM 900 / 1800;;;2007, March;Discontinued;79.2 x 43.5 x 21.7 mm (3.12 x 1.71 x 0.85 in);79 g (2.79 oz);Mini-SIM;CSTN, 65K colors;;128 x 128 pixels, 1:1 ratio;No;VGA;;No;No;;No;No;No;No;Proprietary;;Predictive text inputOrganizer;Removable Li-Ion battery;;;;Black, Silver, Red;About 80 EUR;Class 10;No;3MB;;;;;;1.25 W/kg (head);;
https://www.gsmarena.com/sagem_my215x-1832.php;https://fdn2.gsmarena.com/vv/bigpic/sagem-my215x.gif;Sagem my215x;Released 2007, January;69g, 15mm thickness;Feature phone;256MB storage, no card slot;6;N/A;70,851 hits;;128x128 pixels; ;;680 mAh Li-Ion;GSM 900 / 1800;;;2007, January;Discontinued;103 x 44.5 x 15 mm (4.06 x 1.75 x 0.59 in);69 g (2.43 oz);Mini-SIM;CSTN, 65K colors;;128 x 128 pixels, 1:1 ratio;No;No;;;;;No;No;No;No;Proprietary;;MP3/iMelody/Midi/AAC playerPredictive text inputOrganizer;Removable Li-Ion 680 mAh battery;Up to 255 h;Up to 3 h 50 min;;;About 80 EUR;No;No;256MB;;;;;;;;
https://www.gsmarena.com/sagem_my210x-2189.php;https://fdn2.gsmarena.com/vv/bigpic/sagem-my210x.jpg;Sagem my210x;Released 2007, October;69g, 15.4mm thickness;Feature phone;No card slot;7;N/A;61,838 hits;;128x128 pixels; ;;800 mAh Li-Ion;GSM 900 / 1800;;;2007, October. Released 2007, October;Discontinued;103 x 44.5 x 15.4 mm (4.06 x 1.75 x 0.61 in);69 g (2.43 oz);Mini-SIM;CSTN, 65K colors;;128 x 128 pixels, 1:1 ratio;No;No;;;;;No;No;No;No;miniUSB;;Predictive text inputOrganizer;Removable Li-Ion battery;Up to 255 h;Up to 3 h 50 min;;Black, Blue, White, Green;;No;No;;;;;;;;;
https://www.gsmarena.com/sagem_my200x-1455.php;https://fdn2.gsmarena.com/vv/bigpic/sagem-my200x.gif;Sagem my200x;Released 2006, February;76g, 15.5mm thickness;Feature phone;No card slot;6;N/A;125,711 hits;;101x80 pixels; ;;700 mAh Li-Ion;GSM 900 / 1800;;;2006, February;Discontinued;104 x 43 x 15.5 mm (4.09 x 1.69 x 0.61 in);76 g (2.68 oz);Mini-SIM;CSTN, 4096 colors;;101 x 80 pixels;No;No;;;;;No;No;No;No;No;;Predictive text inputOrganizer;Removable Li-Ion battery;Up to 255h;Up to 3 h 50 min;;;;Yes (my202x only);No;;;;;240 KB shared memory (my201x)470B shared memory (my202x);;;;
https://www.gsmarena.com/sagem_my200c-1875.php;https://fdn2.gsmarena.com/vv/bigpic/sagem-my200c.gif;Sagem my200C;Released 2007, February;85g, 21mm thickness;Feature phone;240 KB storage, no card slot;7;N/A;103,868 hits;;128x128 pixels; ;;680 mAh Li-Ion;GSM 900 / 1800;;;2007, February;Discontinued;74 x 42 x 21 mm (2.91 x 1.65 x 0.83 in);85 g (3.00 oz);Mini-SIM;CSTN, 65K colors;;128 x 128 pixels, 1:1 ratio;No;No;;;;;No;No;No;No;;;Predictive text inputOrganizer;Removable Li-Ion 680 mAh battery;Up to 240 h;Up to 4 h;;Black, Red, Silver, White & Pink;About 70 EUR;Yes;No;240 KB;;;;;;1.10 W/kg (head);;
https://www.gsmarena.com/sagem_my150x-2188.php;https://fdn2.gsmarena.com/vv/bigpic/sagem-my150x.jpg;Sagem my150X;Released 2006, February;65g, 10mm thickness;Feature phone;No card slot;11;N/A;65,228 hits;"1.8""";101x64 pixels; ;;800 mAh Li-Ion;GSM 900 / 1800;;;2006, February;Discontinued;107 x 47 x 10 mm (4.21 x 1.85 x 0.39 in);65 g (2.29 oz);Mini-SIM;Monochrome graphics;1.8 inches, 9.5 cm(~18.8% screen-to-body ratio);101 x 64 pixels (~66 ppi density);No;No;;;;;No;No;No;No;No;;Predictive text inputOrganizer;Removable Li-Ion battery;Up to 240 h;Up to 3 h;;Silver/Black, Pink/Black;About 60 EUR;No;No;;Blue glow backlight;;;;;;;
https://www.gsmarena.com/sagem_my101x-2187.php;https://fdn2.gsmarena.com/vv/bigpic/sagem-my101x.jpg;Sagem my101X;Released 2006, February;76g, 15.3mm thickness;Feature phone;No card slot;3;N/A;55,723 hits;;101x64 pixels; ;;800 mAh Li-Ion;GSM 900 / 1800;;;2006, February;Discontinued;104.2 x 42.6 x 15.3 mm (4.10 x 1.68 x 0.60 in);76 g (2.68 oz);Mini-SIM;Monochrome graphics;;101 x 64 pixels;No;No;;;;;No;No;No;No;No;;Predictive text inputOrganizer;Removable Li-Ion battery;Up to 255 h;Up to 3 h 50 min;;Black, White;;No;No;;Backlight keypad amber(my101X) and green (my100X);;;;;;;
https://www.gsmarena.com/sagem_my100x-1456.php;https://fdn2.gsmarena.com/vv/bigpic/sagem-my100x.gif;Sagem my100X;Released 2006, February;76g, 15.5mm thickness;Feature phone;No card slot;6;N/A;116,888 hits;;101x64 pixels; ;;720 mAh Li-Ion;GSM 900 / 1800;;;2006, February;Discontinued;104 x 42 x 15.5 mm (4.09 x 1.65 x 0.61 in);76 g (2.68 oz);Mini-SIM;Monochrome graphics;;101 x 64 pixels;No;No;;;;;No;No;No;No;No;;Predictive text inputOrganizer;Removable Li-Ion 720 mAh battery;Up to 255h;Up to 3 h 50 min;;;;No;No;;Backlight keypad amber(my101X) and green (my100X);;;;;;;
https://www.gsmarena.com/sagem_vs4-1605.php;https://fdn2.gsmarena.com/vv/bigpic/sagem-vs4.gif;Sagem VS4;Released 2005, June;90g, 14.7mm thickness;Feature phone;4MB storage, no card slot;6;N/A;88,493 hits;"1.7""";128x160 pixels; ;;850 mAh Li-Ion;GSM 900 / 1800 / 1900;;;2005, June;Discontinued;111 x 46.8 x 14.7 mm (4.37 x 1.84 x 0.58 in);90 g (3.17 oz);Mini-SIM;CSTN, 65K colors;1.7 inches, 27.3 x 32.6 mm, 9.1 cm(~17.5% screen-to-body ratio);128 x 160 pixels (~121 ppi density);No;No;;;;;No;No;No;No;Proprietary;;Predictive text inputReminder;Removable Li-Ion 850 mAh battery;Up to 166 h;Up to 4 h;;Silver;;Class 8;No;4MB;;;;;;;;
https://www.gsmarena.com/sagem_vs3-1370.php;https://fdn2.gsmarena.com/vv/bigpic/sagem-vs3.gif;Sagem VS3;Released 2005, Q4;76g, 23mm thickness;Feature phone;4MB storage, no card slot;6;N/A;124,331 hits;;128x160 pixels; ;;730 mAh Li-Ion;GSM 900 / 1800;;;2005, Q4;Discontinued;85 x 42 x 23 mm (3.35 x 1.65 x 0.91 in);76 g (2.68 oz);Mini-SIM;CSTN, 65K colors;;128 x 160 pixels;No;No;;;;;No;No;No;No;Proprietary;;Predictive text inputReminder;Removable Li-Ion 730 mAh battery;Up to 240 h;Up to 4 h;;Silver;;Class 8;No;4MB;Second external STN mono display (96 x 55 pixels);;;;;;;
https://www.gsmarena.com/sagem_vs2-1205.php;https://fdn2.gsmarena.com/vv/bigpic/sagem-vs2.gif;Sagem VS2;Released 2005, Q2;125g, 20.3mm thickness;Feature phone;4MB storage, no card slot;7;N/A;139,578 hits;;128x160 pixels; ;;920 mAh Li-Ion;GSM 900 / 1800 / 1900;;;2005, Q2;Discontinued;118.7 x 47.5 x 20.3 mm (4.67 x 1.87 x 0.80 in);125 g (4.41 oz);Mini-SIM;TFT, 65K colors;;128 x 160 pixels;No;No;;;;;No;No;No;No;Proprietary;;Predictive text inputRemainder;Removable Li-Ion 920 mAh battery;Up to 300 h;Up to 4 h;;Black;;Class 8;No;4MB;;;;;;;;
https://www.gsmarena.com/sagem_vs1-1181.php;https://fdn2.gsmarena.com/vv/bigpic/sagem-vs1.gif;Sagem VS1;Released 2005, Q2;125g, 24.8mm thickness;Feature phone;4MB storage, no card slot;6;N/A;114,181 hits;;128x160 pixels; ;;920 mAh Li-Ion;GSM 900 / 1800 / 1900;;;2005, Q2;Discontinued;123.5 x 52.5 x 24.8 mm (4.86 x 2.07 x 0.98 in);125 g (4.41 oz);Mini-SIM;65K colors;;128 x 160 pixels;No;No;;;;;No;No;No;No;Proprietary;;Predictive text inputRemainder;Removable Li-Ion 920 mAh battery;Up to 300 h;Up to 4 h;;Silver;;Class 8;No;4MB;;;;;;;;
https://www.gsmarena.com/sagem_my_v_85-1319.php;https://fdn2.gsmarena.com/vv/bigpic/sagem-myv85.gif;Sagem MY V-85;Released 2005, Q4;120g, 46mm thickness;Feature phone;8MB storage, microSD slot;8;N/A;145,464 hits;;176x220 pixels; ;;800 mAh Li-Ion;GSM 900 / 1800 / 1900;UMTS 2100;Yes, 384 kbps;2005, Q4;Discontinued;112 x 20 x 46 mm (4.41 x 0.79 x 1.81 in);120 g (4.23 oz);Mini-SIM;TFT, 256K colors;;176 x 220 pixels;microSD (dedicated slot);1.3 MP;;QCIF;VGA videocall camera;;No;Yes;No;No;Proprietary;;MP3 playerPredictive text inputCalculatorPhoto editor;Removable Li-Ion battery;Up to 300 h;Up to 4 h;;Graphite;;;;8MB;;;;;;;;
https://www.gsmarena.com/sagem_my_v_76-1227.php;https://fdn2.gsmarena.com/vv/bigpic/sagem-myv76.gif;Sagem MY V-76;Released 2005, July;104g, 47mm thickness;Feature phone;8MB storage, microSD slot;9;N/A;150,252 hits;;176x220 pixels; ;;920 mAh Li-Ion;GSM 900 / 1800 / 1900;;;2005, July;Discontinued;110 x 19 x 47 mm (4.33 x 0.75 x 1.85 in);104 g (3.67 oz);Mini-SIM;TFT, 256K colors;;176 x 220 pixels;microSD (dedicated slot);1.3 MP;LED flash;Yes;No;;No;1.2;No;No;;;MP3 playerCalculatorPhoto editorVoice memoPredictive text input;Removable Li-Ion 920 mAh battery;Up to 350 h;Up to 4 h;;Silver;;Class 10;No;8MB;;;;;;;;
https://www.gsmarena.com/sagem_my_v_56-1242.php;https://fdn2.gsmarena.com/vv/bigpic/sagem-myv56.gif;Sagem MY V-56;Released 2004, Q4;97g, 46mm thickness;Feature phone;4MB storage, no card slot;9;N/A;130,411 hits;;128x160 pixels; ;;920 mAh Li-Ion;GSM 900 / 1800 / 1900;;;2004, Q4;Discontinued;106 x 19 x 46 mm (4.17 x 0.75 x 1.81 in);97 g (3.42 oz);Mini-SIM;CSTN, 65K colors;;128 x 160 pixels;No;VGA;;No;No;;No;No;No;No;;;Predictive text inputOrganizerVoice dial/memoExchangeable cover;Removable Li-Ion 920 mAh battery;Up to 370 h;Up to 4 h 50 min;;Silver;;Class 10;No;4MB;Animated screensaversColor backgroundsDownloadable logos;;;;;;;
https://www.gsmarena.com/sagem_myw_7-1451.php;https://fdn2.gsmarena.com/vv/bigpic/sagem-myw7.gif;Sagem myW-7;Released 2006, February;119g, 20mm thickness;Feature phone;6MB storage, microSD slot;8;N/A;112,319 hits;;176x220 pixels; ;;1100 mAh Li-Ion;GSM 900 / 1800 / 1900;UMTS 2100;Yes, 384 kbps;2006, February;Discontinued;112 x 46 x 20 mm, 93 cc (4.41 x 1.81 x 0.79 in);119 g (3.84 oz);Mini-SIM;TFT, 256K colors;;176 x 220 pixels;microSD (dedicated slot);1.3 MP;;Yes;VGA videocall camera;;No;Yes;No;No;Proprietary;;Video telephony & streamingMP3/AAC playerPredictive text inputOrganizerVoice memo;Removable Li-Ion 1100 mAh battery;Up to 300 h;Up to 4 h;;Silver;;;;6MB;;;;;;;;
https://www.gsmarena.com/sagem_mymobiletv-1452.php;https://fdn2.gsmarena.com/vv/bigpic/sagem-mymobiletv.gif;Sagem myMobileTV;Released 2006, February;125g, 20.8mm thickness;Feature phone;40MB storage, microSD slot;7;N/A;187,157 hits;;240x320 pixels; ;;1100 mAh Li-Ion;GSM 900 / 1800 / 1900;;;2006, February;Discontinued;115 x 47 x 20.8 mm, 107 cc (4.53 x 1.85 x 0.82 in);125 g (4.41 oz);Mini-SIM;TFT, 256K colors;;240 x 320 pixels, 4:3 ratio;microSD (dedicated slot);1.3 MP;;Yes;No;;No;No;No;No;Proprietary (optional);;DVB-H TV receiverMP3 playerPredictive text inputOrganizerVoice memo;Removable Li-Ion battery;Up to 350 h;Up to 5 h;;Black;;Class 10;No;40MB;;;;;;;;
https://www.gsmarena.com/sagem_my_c2_3-1453.php;https://fdn2.gsmarena.com/vv/bigpic/sagem-myc2-3.gif;Sagem MY C2-3;Released 2005, Q4;75g, 21mm thickness;Feature phone;240 KB storage, no card slot;6;N/A;154,383 hits;;101x80 pixels, 6 lines; ;;700 mAh Li-Ion;GSM 900 / 1800;;;2005, Q4;Discontinued;73 x 42 x 21 mm, 70 cc (2.87 x 1.65 x 0.83 in);75 g (2.65 oz);Mini-SIM;CSTN, 4096 colors;;101 x 80 pixels, 6 lines;No;No;;;;;No;No;No;No;;;Predictive text inputCalculatorCurrency converter;Removable Li-Ion 700 mAh battery;Up to 240 h;Up to 3 h;;;;Class 10;No;240 KB;Downloadable wallpapers;;;Message templates;;;;
https://www.gsmarena.com/sagem_myz_5-1454.php;https://fdn2.gsmarena.com/vv/bigpic/sagem-myz5.gif;Sagem myZ-5;Released 2006, February;85g, 23mm thickness;Feature phone;3.7MB storage, no card slot;7;N/A;104,485 hits;;128x160 pixels; ;;700 mAh Li-Ion;GSM 900 / 1800 / 1900;;;2006, February;Discontinued;85 x 42 x 23 mm (3.35 x 1.65 x 0.91 in);85 g (3.00 oz);Mini-SIM;TFT, 65K colors;;128 x 160 pixels;No;VGA;;Yes;No;;No;No;No;No;Proprietary;;Predictive text inputOrganizer;Removable Li-Ion battery;Up to 240 h;Up to 3 h;;;;Class 10;No;3.7MB;Screensavers and wallpapersDownloadable logos and applications;;;;;;;
https://www.gsmarena.com/sagem_my_c5_3-1737.php;https://fdn2.gsmarena.com/vv/bigpic/sagem-myc5-3.gif;Sagem MY C5-3;Released 2006, October;85g, 23mm thickness;Feature phone;3MB storage, no card slot;7;N/A;144,732 hits;;128x160 pixels; ;;700 mAh Li-Ion;GSM 900 / 1800;;;2006, October;Discontinued;82 x 43 x 23 mm (3.23 x 1.69 x 0.91 in);85 g (3.00 oz);Mini-SIM;CSTN, 65K colors;;128 x 160 pixels;No;VGA;;Yes;No;;No;No;No;No;;;Predictive text inputOrganizerPhoto editor;Removable Li-Ion 700 mAh battery;Up to 240 h;Up to 3 h;;;About 110 EUR;Yes;No;3MB;Second external display B/W (96 x 64 pixels);;;100 short messages;;;;
https://www.gsmarena.com/sagem_my_c3_2-1076.php;https://fdn2.gsmarena.com/vv/bigpic/samyc3-2.gif;Sagem MY C3-2;Released 2005, Q1;75g, 22mm thickness;Feature phone;No card slot;7;N/A;145,028 hits;;128 x128 pixels, 6 lines; ;;650 mAh Li-Ion;GSM 900 / 1800;;;2005, Q1;Discontinued;77 x 41 x 22 mm, 70 cc (3.03 x 1.61 x 0.87 in);75 g (2.65 oz);Mini-SIM;CSTN, 65K colors;;128  x 128 pixels, 6 lines, 1:1 ratio;No;No;;;;;No;No;No;No;;;Predictive text inputOrganizer;Removable Li-Ion 650 mAh battery;Up to 240 h;Up to 3 h;;;;Yes;No;;Second external display (96 x 64 pixels)Downloadable wallpapers;;;;;;;
https://www.gsmarena.com/sagem_my_z_55-1220.php;https://fdn2.gsmarena.com/vv/bigpic/sagem-myz55.gif;Sagem MY Z-55;Released 2005, Q1;85g, 24mm thickness;Feature phone;3.7MB storage, no card slot;9;N/A;140,406 hits;;128x160 pixels; ;;780 mAh Li-Ion;GSM 900 / 1800;;;2005, Q1;Discontinued;81 x 41 x 24 mm (3.19 x 1.61 x 0.94 in);85 g (3.00 oz);Mini-SIM;CSTN, 65K colors;;128 x 160 pixels;No;VGA;;No;No;;No;No;No;No;Proprietary;;Predictive text inputOrganizer;Removable Li-Ion battery;Up to 300 h;Up to 3 h;;;;Class 10;No;3.7MB;Screensavers and wallpapersDownloadable logos and applications;;;;;;;
https://www.gsmarena.com/sagem_my_x6_2-1139.php;https://fdn2.gsmarena.com/vv/bigpic/sagem-myx6-2.gif;Sagem MY X6-2;Released 2005, Q1;104g, 19mm thickness;Feature phone;10MB storage, microSD slot;17;N/A;349,007 hits;"2.0""";176x220 pixels; ;;760 mAh Li-Ion;GSM 900 / 1800 / 1900;;;2005, Q1;Discontinued;110 x 47 x 19 mm (4.33 x 1.85 x 0.75 in);104 g (3.67 oz);Mini-SIM;TFT, 256K colors;2.0 inches, 31 x 39 mm, 12.6 cm(~24.3% screen-to-body ratio);176 x 220 pixels (~141 ppi density);microSD (dedicated slot);1.3 MP;;Yes;No;;No;1.2;No;No;;;MP3/AAC playerPredictive text inputCalculatorPhoto editorVoice memo;Removable Li-Ion 760 mAh battery;Up to 350 h;Up to 4 h;;;;Class 10;No;10MB;Screensavers and wallpapersDownloadable logos;;;;;;;
https://www.gsmarena.com/sagem_my_x2_2-1068.php;https://fdn2.gsmarena.com/vv/bigpic/samyx2-2.gif;Sagem MY X2-2;Released 2005, Q1;88g, 20mm thickness;Feature phone;No card slot;9;N/A;146,817 hits;;101x80 pixels; ;;680 mAh Li-Ion;GSM 900 / 1800;;;2005, Q1;Discontinued;105.6 x 46 x 20 mm (4.16 x 1.81 x 0.79 in);88 g (3.10 oz);Mini-SIM;4096 colors;;101 x 80 pixels;No;No;;;;;No;No;No;No;;;Predictive text inputCalculatorCurrency converterChangeable covers;Removable Li-Ion 680 mAh battery;Up to 200 h;Up to 3 h 20 min;;;;Yes (myX2-2m only);No;;Downloadable screensavers;;;myX2-2m: up to 470 KBmyX2-2: up to 240 KB;;;;
https://www.gsmarena.com/sagem_my_x1_2-1069.php;https://fdn2.gsmarena.com/vv/bigpic/samyx1-2.gif;Sagem MY X1-2;Released 2005, Q1;93g, 21mm thickness;Feature phone;No card slot;7;N/A;141,279 hits;;96x64 pixels; ;;680 mAh Li-Ion;GSM 900 / 1800;;;2005, Q1;Discontinued;106 x 47 x 21 mm (4.17 x 1.85 x 0.83 in);93 g (3.28 oz);Mini-SIM;Monochrome graphics;;96 x 64 pixels, 3:2 ratio;No;No;;;;;No;No;No;No;;;Exchangeable covers;Removable Li-Ion battery;Up to 240 h;Up to 3 h;;;;Class 8;No;;Downloadable wallpapers;;;;;;;
https://www.gsmarena.com/sagem_my_c5_2-903.php;https://fdn2.gsmarena.com/vv/bigpic/samyc5-2.gif;Sagem MY C5-2;Released 2004, Q4;80g, 23mm thickness;Feature phone;3.7MB storage, no card slot;10;N/A;307,019 hits;;128x160 pixels; ;;670 mAh Li-Ion;GSM 900 / 1800;;;2004, Q4;Discontinued;82 x 43 x 23 mm (3.23 x 1.69 x 0.91 in);80 g (2.82 oz);Mini-SIM;CSTN, 65K colors;;128 x 160 pixels;No;VGA;;No;No;;No;No;No;No;;;Predictive text inputOrganizerPhoto editor;Removable Li-Ion 670 mAh battery;Up to 240 h;Up to  3 h;;;;Yes;No;3.7MB;Second external display B/W (96 x 64 pixels);;;100 short messages;;;;
