Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;net4g;speed;year;status;dimensions;weight;build;sim;displaytype;displaysize;displayresolution;os;chipset;cpu;gpu;memoryslot;internalmemory;memoryother;cam1modules;cam1features;cam1video;cam2modules;cam2video;wlan;bluetooth;gps;nfc;radio;usb;sensors;batdescription1;colors;models;price;gprstext;edge;bodyother;sar-us;optionalother;displayprotection;batstandby1;battalktime1;cam2features;displayother;sar-eu;batlife;featuresother;tbench
https://www.gsmarena.com/gionee_pioneer_p5l-7199.php;https://fdn2.gsmarena.com/vv/bigpic/gionee-pioneer-p5l.jpg;Gionee Pioneer P5L;Released 2014, November;146.9g, 8.3mm thickness;Android 5.1, Amigo 3.1;16GB storage, microSDXC;6;N/A;621,285 hits;"4.7""";720x1280 pixels;1 GB RAM;MT6582;2300 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;3, 40;HSPA, LTE;2014, November. Released 2014, November;Discontinued;143.5 x 72 x 8.3 mm (5.65 x 2.83 x 0.33 in);146.9 g (5.19 oz);;Dual SIM;IPS LCD;4.7 inches, 60.9 cm(~58.9% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~312 ppi density);Android 5.1 (Lollipop), Amigo 3.1;Mediatek MT6582 (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSDXC (dedicated slot);16GB 1GB RAM;;8 MP, AF;LED flash, HDR, panorama;1080p@30fps;5 MP;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity, compass;Li-Po 2300 mAh, removable;Red, White, Black, Blue, Yellow & golden;P5L;;;;;0.46 W/kg (head)     0.32 W/kg (body);;;Up to 500 h (2G) / Up to 300 h (3G);Up to 24 h (2G) / Up to 9 h (3G);;;;;;
https://www.gsmarena.com/gionee_pioneer_p4-6711.php;https://fdn2.gsmarena.com/vv/bigpic/gionee-pioneer-p4.jpg;Gionee Pioneer P4;Released 2014, June;88.2g, 9.1mm thickness;Android 4.2;8GB storage, microSDHC;26;N/A;1,346,288 hits;"4.5""";480x854 pixels;1 GB RAM;MT6582V;1800 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;;HSPA;2014, June. Released 2014, June;Discontinued;135 x 66.5 x 9.1 mm (5.31 x 2.62 x 0.36 in);88.2 g (3.10 oz);;Dual SIM (Dual stand-by);TFT;4.5 inches, 55.8 cm(~62.2% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~218 ppi density);Android 4.2 (Jelly Bean);Mediatek MT6582V/X;Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSDHC (dedicated slot);8GB 1GB RAM;;5 MP, AF;LED flash;Yes;2 MP;;Wi-Fi 802.11 b/g/n, hotspot;2.1;GPS;No;FM radio, recording;microUSB;Accelerometer, proximity, compass;Li-Po 1800 mAh, removable;Black, White;;About 100 EUR;;;;0.84 W/kg (head)     0.75 W/kg (body);;;Up to 386 h (2G) / Up to 386 h (3G);Up to 16 h 30 min (2G) / Up to 11 h (3G);;;;;;
https://www.gsmarena.com/gionee_ctrl_v6l-7198.php;https://fdn2.gsmarena.com/vv/bigpic/gionee-ctrl-v6l.jpg;Gionee Ctrl V6L;Released 2014, November;124.5g, 6.9mm thickness;Android 4.4.2;8GB storage, microSDHC;5;N/A;187,106 hits;"5.0""";720x1280 pixels;1 GB RAM;Snapdragon 400;1950 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;3, 7, 38, 39, 40, 41;HSPA, LTE;2014, November. Released 2014, November;Discontinued;143 x 70.7 x 6.9 mm (5.63 x 2.78 x 0.27 in);124.5 g (4.41 oz);;Dual SIM (Micro-SIM, dual stand-by);IPS LCD;5.0 inches, 68.9 cm(~68.2% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Android 4.4.2 (KitKat);Qualcomm Snapdragon 400 (28 nm);Quad-core 1.2 GHz Cortex-A7;Adreno 305;microSDHC (dedicated slot);8GB 1GB RAM;eMMC 4.5;8 MP, AF;LED flash, panorama;720p@30fps;5 MP;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity, compass;Li-Ion 1950 mAh, removable;White, Blue;;;;;;;;;Up to 208 h (2G) / Up to 149 h (3G);Up to 16 h 40 min (2G) / Up to 14 h (3G);;;1.32 W/kg (head)     1.29 W/kg (body);;;
https://www.gsmarena.com/gionee_ctrl_v5-6340.php;https://fdn2.gsmarena.com/vv/bigpic/gionee-ctrl-v5.jpg;Gionee Ctrl V5;Released 2014, Q1;103.5g, 8.1mm thickness;Android 4.2;8GB storage, microSDHC;15;N/A;714,927 hits;"4.7""";540x960 pixels;1 GB RAM;MT6582V;1800 mAh Li-Po;GSM 850 / 900 / 1800 / 1900;HSDPA 900 / 2100;;HSPA;2014, Q1. Released 2014, Q1;Discontinued;134.5 x 67.7 x 8.1 mm (5.30 x 2.67 x 0.32 in);103.5 g (3.63 oz);;Dual SIM (Dual stand-by);IPS LCD;4.7 inches, 60.9 cm(~66.9% screen-to-body ratio);540 x 960 pixels, 16:9 ratio (~234 ppi density);Android 4.2 (Jelly Bean);Mediatek MT6582V/X;Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSDHC (dedicated slot);8GB 1GB RAM;;8 MP, AF;LED flash;Yes;2 MP;;Wi-Fi 802.11 b/g/n, hotspot;2.0;GPS;No;FM radio, recording;microUSB;Accelerometer, proximity, compass;Li-Po 1800 mAh, removable;Black, White;;About 160 EUR;;;;0.45 W/kg (head)     0.57 W/kg (body);;;Up to 324 h (2G) / Up to 324 h (3G);Up to 14 h 30 min (2G) / Up to 10 h (3G);;;;;;
https://www.gsmarena.com/gionee_elife_s5_5-6109.php;https://fdn2.gsmarena.com/vv/bigpic/gionee-elife-s5.5.jpg;Gionee Elife S5.5;Released 2014, March;133g, 5.6mm thickness;Android 4.2, upgradа;16GB storage, no card slot;86;N/A;5,083,284 hits;"5.0""";1080x1920 pixels;2 GB RAM;MT6592;2300 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 1900 / 2100;;HSPA 21.1/5.76 Mbps;2014, February. Released 2014, March;Discontinued;145.1 x 70.2 x 5.6 mm (5.71 x 2.76 x 0.22 in);133 g (4.69 oz);;Micro-SIM;Super AMOLED;5.0 inches, 68.9 cm(~67.7% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~441 ppi density);Android 4.2 (Jelly Bean), upgradаble to 4.4.2 (KitKat), Amigo 2;Mediatek MT6592 (28 nm);Octa-core 1.7 GHz Cortex-A7;Mali-450MP4;No;16GB 2GB RAM;;13 MP, f/2.4, AF;LED flash, panorama, HDR;1080p@30fps;5 MP, f/2.4;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.0, A2DP, EDR;GPS;No;FM radio, RDS;microUSB 2.0, OTG;Accelerometer, gyro, proximity, compass;Li-Ion 2300 mAh, non-removable;Black, white, blue, pink, purple;;About 270 EUR;;;;;;Corning Gorilla Glass 3 (front and back);Up to 490 h;Up to 27 h (2G) / Up to 11 h (3G);;;0.38 W/kg (head)     0.33 W/kg (body);;;Basemark OS II 2.0: 567
https://www.gsmarena.com/gionee_elife_e7_mini-6119.php;https://fdn2.gsmarena.com/vv/bigpic/gionee-e7-mini.jpg;Gionee Elife E7 Mini;Released 2014, April;142.9g, 8.6mm thickness;Android 4.2.2, Amigo 2;16GB storage, no card slot;47;N/A;1,407,223 hits;"4.7""";720x1280 pixels; ;MT6592;2200 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA;;HSPA;2013, December. Released 2014, April;Discontinued;139.8 x 66.2 x 8.6 mm (5.50 x 2.61 x 0.34 in);142.9 g (5.01 oz);;Dual SIM;IGZO IPS LCD;4.7 inches, 60.9 cm(~65.8% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~312 ppi density);Android 4.2.2 (Jelly Bean), Amigo 2;Mediatek MT6592 (28 nm);Octa-core 1.7 GHz Cortex-A7;Mali-450MP4;No;16GB;;13 MP, AF;LED flash, panorama;1080p@30fps;No;;Wi-Fi 802.11 b/g/n;4.0, A2DP;GPS;Yes;FM radio, recording;microUSB 2.0;Accelerometer, gyro, proximity, compass;Li-Ion 2200 mAh, non-removable;Black, White;;About 230 EUR;Yes;Yes;;;;;Up to 200 h;Up to 18 h (2G) / Up to 14 h (3G);;;;;;
https://www.gsmarena.com/gionee_elife_e7-6082.php;https://fdn2.gsmarena.com/vv/bigpic/gionee-e7-.jpg;Gionee Elife E7;Released 2013;150g, 9.5mm thickness;Android 4.2;16GB/32GB storage, no card slot;107;N/A;3,855,070 hits;"5.5""";1080x1920 pixels;2/3 GB RAM;Snapdragon 800;2500 mAh Li-Po;GSM 850 / 900 / 1800 / 1900;HSDPA 900 / 2100;3, 7;HSPA, LTE;2013. Released 2013;Discontinued;150.6 x 75 x 9.5 mm (5.93 x 2.95 x 0.37 in);150 g (5.29 oz);;Micro-SIM;IPS LCD;5.5 inches, 83.4 cm(~73.8% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~401 ppi density);Android 4.2 (Jelly Bean);Qualcomm MSM8274 Snapdragon 800 (28 nm);Quad-core 2.2 GHz Krait 400/ Quad-core 2.5 GHz Krait 400;Adreno 330;No;16GB 2GB RAM, 32GB 3GB RAM;eMMC 4.5;16 MP, f/2.2, AF;LED flash;Yes;8 MP;;Wi-Fi 802.11 b/g/n, hotspot, Wi-Fi Direct;4.0, A2DP;GPS;Yes;FM radio, recording;microUSB 2.0, OTG;Accelerometer, gyro, proximity, compass;Li-Po 2500 mAh, non-removable;Black, White;;About 340 EUR;;;;;;Corning Gorilla Glass 3;;;;;;;;
https://www.gsmarena.com/gionee_elife_e6-6083.php;https://fdn2.gsmarena.com/vv/bigpic/gionee-e6-.jpg;Gionee Elife E6;Released 2013;7.9mm thickness;Android 4.2;32GB storage, no card slot;26;N/A;1,160,478 hits;"5.0""";1080x1920 pixels;2 GB RAM;;2000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 900 / 2100;;HSPA;2013. Released 2013;Discontinued;142.5 x 69.4 x 7.9 mm (5.61 x 2.73 x 0.31 in);-;;Micro-SIM;IPS LCD;5.0 inches, 68.9 cm(~69.7% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~441 ppi density);Android 4.2 (Jelly Bean);;Quad-core 1.5 GHz Cortex-A7;PowerVR Series 5XT;No;32GB 2GB RAM;;13 MP, f/2.2, AF;LED flash, panorama;1080p@30fps;5 MP, f/2.2;;Wi-Fi 802.11 b/g/n, hotspot, Wi-Fi Direct;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, gyro, proximity, compass;Li-Ion 2000 mAh, non-removable;Black, White;;About 250 EUR;;;;;;Corning Gorilla Glass 3;;;;;;;;
https://www.gsmarena.com/gionee_elife_e5-6084.php;https://fdn2.gsmarena.com/vv/bigpic/gionee-e5.jpg;Gionee Elife E5;Released 2013;135g, 6.9mm thickness;Android 4.2;16GB storage, no card slot;18;N/A;778,327 hits;"4.8""";720x1280 pixels;1 GB RAM;;2000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 900 / 2100;;HSPA;2013. Released 2013;Discontinued;137 x 69 x 6.9 mm (5.39 x 2.72 x 0.27 in);135 g (4.76 oz);;Micro-SIM;Super AMOLED;4.8 inches, 63.5 cm(~67.2% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~306 ppi density);Android 4.2 (Jelly Bean);;Quad-core 1.5 GHz Cortex-A7;PowerVR Series 5XT;No;16GB 1GB RAM;;8 MP, AF;LED flash;1080p@30fps;5 MP;;Wi-Fi 802.11 b/g/n, hotspot, Wi-Fi Direct;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity, compass;Li-Ion 2000 mAh, non-removable;Black, White, Yellow;;About 200 EUR;;;;0.73 W/kg (head)     0.94 W/kg (body);;Corning Gorilla Glass 2;;;;;;;;
https://www.gsmarena.com/gionee_elife_e3-6085.php;https://fdn2.gsmarena.com/vv/bigpic/gionee-e3.jpg;Gionee Elife E3;Released 2013;7.9mm thickness;Android 4.2, up to 4.4.2;16GB storage, microSDHC;29;N/A;1,467,449 hits;"4.7""";720x1280 pixels;1 GB RAM;;1800 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 900 / 2100;;HSPA;2013. Released 2013;Discontinued;137 x 68 x 7.9 mm (5.39 x 2.68 x 0.31 in);-;;Dual SIM (Dual stand-by);IPS LCD;4.7 inches, 60.9 cm(~65.4% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~312 ppi density);Android 4.2 (Jelly Bean), upgradable to 4.4.2 (KitKat);;Quad-core 1.2 GHz Cortex-A7;PowerVR Series 5XT;microSDHC (dedicated slot);16GB 1GB RAM;;8 MP, AF;LED flash, panorama;1080p@30fps;2 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity, compass;Li-Ion 1800 mAh, removable;Black, White, Blue, Pink;;About 180 EUR;;;;1.06 W/kg (head)     0.88 W/kg (body);;;;;;;;;;
https://www.gsmarena.com/gionee_m2-6086.php;https://fdn2.gsmarena.com/vv/bigpic/gionee-m2.jpg;Gionee M2;Released 2014;10.5mm thickness;Android 4.2;4GB 1GB RAM storage, microSDHC slot;48;N/A;3,950,558 hits;"5.0""";480x854 pixels;1 GB RAM;;4200 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 900 / 2100;;HSPA;2014. Released 2014;Discontinued;144 x 72 x 10.5 mm (5.67 x 2.83 x 0.41 in);-;;Dual SIM (Dual stand-by);TFT;5.0 inches, 68.9 cm(~66.4% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~196 ppi density);Android 4.2 (Jelly Bean);;Quad-core 1.3 GHz Cortex-A7;Mali-400;microSDHC (dedicated slot);4GB 1GB RAM;;8 MP;LED flash, panorama;720p;2 MP;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0, OTG;Accelerometer, proximity, compass;Li-Ion 4200 mAh, removable;Black, White;;About 130 EUR;;;;;;;Up to 555 h;Up to 31 h 30 min (2G) / Up to 24 h (3G);;;;;;
https://www.gsmarena.com/gionee_gpad_g5-6892.php;https://fdn2.gsmarena.com/vv/bigpic/gionee-gpad-g5.jpg;Gionee Gpad G5;Released 2014;104.6g (w/o battery), 7.9mm thickness;Android 4.4.2;8GB storage, microSDHC;13;N/A;417,378 hits;"5.5""";720x1280 pixels;1 GB RAM;MT6591;2400 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;;HSPA;2014. Released 2014;Discontinued;157.3 x 77.6 x 7.9 mm (6.19 x 3.06 x 0.31 in);104.6 g (w/o battery) (3.70 oz);;Dual SIM (Dual stand-by);IPS LCD;5.5 inches, 83.4 cm(~68.3% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~267 ppi density);Android 4.4.2 (KitKat);Mediatek MT6591;Hexa-core 1.5 GHz Cortex-A7;Mali-450MP4;microSDHC (dedicated slot);8GB 1GB RAM;;8 MP, AF;LED flash, panorama;720p@30fps;2 MP;;Wi-Fi 802.11 b/g/n, hotspot, Wi-Fi Direct;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity, compass;Li-Ion 2400 mAh, removable;Black, White;;;;;;1.10 W/kg (head)     1.04 W/kg (body);;Asahi Dragontrail Glass;Up to 288 h;Up to 15 h (2G) / Up to 12 h (3G);;;;;;
https://www.gsmarena.com/gionee_gpad_g4-6087.php;https://fdn2.gsmarena.com/vv/bigpic/gionee-gpad-g4.jpg;Gionee Gpad G4;Released 2014;8mm thickness;Android 4.2;16GB storage, no card slot;14;N/A;897,313 hits;"5.7""";720x1280 pixels;1 GB RAM;;3200 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 900 / 2100;;HSPA;2014. Released 2014;Discontinued;163.5 x 81.3 x 8 mm (6.44 x 3.20 x 0.31 in);-;;Dual SIM (Dual stand-by);IPS LCD;5.7 inches, 89.6 cm(~67.4% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~258 ppi density);Android 4.2 (Jelly Bean);;Quad-core 1.5 GHz Cortex-A7;PowerVR Series 5XT;No;16GB 1GB RAM;;13 MP, AF;LED flash, panorama;1080p@30fps;5 MP;;Wi-Fi 802.11 b/g/n, hotspot, Wi-Fi Direct;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, gyro, proximity, compass;Li-Ion 3200 mAh, non-removable;Black, White;;About 220 EUR;;;;0.83 W/kg (head)     0.70 W/kg (body);;;Up to 375 h;Up to 26 h (2G) / Up to 14 h (3G);;;;;;
https://www.gsmarena.com/gionee_gpad_g3-6088.php;https://fdn2.gsmarena.com/vv/bigpic/gionee-gpad-g3.jpg;Gionee Gpad G3;Released 2013;9.8mm thickness;Android 4.2;4GB 512MB RAM storage, microSDHC slot;11;N/A;658,210 hits;"5.5""";480x854 pixels;512 MB RAM;MT6589;2250 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 900 / 2100;;HSPA;2013. Released 2013;Discontinued;157.7 x 79.5 x 9.8 mm (6.21 x 3.13 x 0.39 in);-;;Dual SIM (Dual stand-by);TFT;5.5 inches, 83.4 cm(~66.5% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~178 ppi density);Android 4.2 (Jelly Bean);Mediatek MT6589 (28 nm);Quad-core 1.2 GHz Cortex-A7;PowerVR SGX544;microSDHC (dedicated slot);4GB 512MB RAM;;5 MP, AF;LED flash, panorama;720p;VGA;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity, compass;Li-Ion 2250 mAh, removable;Black, White;;About 110 EUR;;;;0.84 W/kg (head)     0.79 W/kg (body);;;;;;;;;;
https://www.gsmarena.com/gionee_gpad_g2-6351.php;https://fdn2.gsmarena.com/vv/bigpic/gionee-gpad-g2.jpg;Gionee Gpad G2;Released 2013, May;9.9mm thickness;Android 4.1;4GB 1GB RAM storage, microSDHC slot;8;N/A;229,820 hits;"5.3""";540x960 pixels;1 GB RAM;;3000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 2100;;HSPA;2013, May. Released 2013, May;Discontinued;145 x 73 x 9.9 mm (5.71 x 2.87 x 0.39 in);-;;Dual SIM (Dual stand-by);IPS LCD;5.3 inches, 77.4 cm(~73.2% screen-to-body ratio);540 x 960 pixels, 16:9 ratio (~208 ppi density);Android 4.1 (Jelly Bean);;Quad-core 1.2 GHz Cortex-A7;PowerVR SGX544;microSDHC (dedicated slot);4GB 1GB RAM;;8 MP, AF;LED flash;1080p@30fps;2 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity, compass;Li-Ion 3000 mAh, removable;Black, White;;About 160 EUR;;;;;;;;;;;;;;
https://www.gsmarena.com/gionee_gpad_g1-6089.php;https://fdn2.gsmarena.com/vv/bigpic/gionee-gpad-g1.jpg;Gionee Gpad G1;Released 2013;10mm thickness;Android 4.0;4GB 512MB RAM storage, microSDHC slot;7;N/A;291,971 hits;"5.0""";480x800 pixels;512 MB RAM;;2100 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 900 / 2100;;HSPA;2013. Released 2013;Discontinued;142 x 78.5 x 10 mm (5.59 x 3.09 x 0.39 in);-;;Dual SIM (Dual stand-by);TFT;5.0 inches, 71.2 cm(~63.8% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~187 ppi density);Android 4.0 (Ice Cream Sandwich);;Dual-core 1.0 GHz Cortex-A9;;microSDHC (dedicated slot);4GB 512MB RAM;;8 MP, AF;LED flash;720p;VGA;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity, compass;Li-Ion 2100 mAh, removable;Black, White;;About 100 EUR;;;;0.47 W/kg (head)     0.64 W/kg (body);;;;;;;;;;
https://www.gsmarena.com/gionee_pioneer_p3-6090.php;https://fdn2.gsmarena.com/vv/bigpic/gionee-pioneer-p3.jpg;Gionee Pioneer P3;Released 2013;11.1mm thickness;Android 4.2;4GB 512MB RAM storage, microSDHC slot;17;N/A;1,362,353 hits;"4.3""";480x800 pixels;512 MB RAM;;1700 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 900 / 2100;;HSPA;2013. Released 2013;Discontinued;129.3 x 68 x 11.1 mm (5.09 x 2.68 x 0.44 in);-;;Dual SIM (Dual stand-by);TFT;4.3 inches, 52.6 cm(~59.9% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~217 ppi density);Android 4.2 (Jelly Bean);;Quad-core 1.3 GHz Cortex-A7;Mali-400;microSDHC (dedicated slot);4GB 512MB RAM;;5 MP, AF;LED flash, panorama;720p;VGA;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity, compass;Li-Ion 1700 mAh, removable;Black, White;;About 90 EUR;;;;0.68 W/kg (head)     0.67 W/kg (body);;;;;;;;;;
https://www.gsmarena.com/gionee_pioneer_p2-6091.php;https://fdn2.gsmarena.com/vv/bigpic/gionee-pioneer-p2.jpg;Gionee Pioneer P2;Released 2013;11.2mm thickness;Android 4.2;4GB 512MB RAM storage, microSDHC slot;18;N/A;1,401,964 hits;"4.0""";480x800 pixels;512 MB RAM;;1700 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 900 / 2100;;HSPA;2013. Released 2013;Discontinued;126 x 64.4 x 11.2 mm (4.96 x 2.54 x 0.44 in);-;;Dual SIM;TFT;4.0 inches, 45.5 cm(~56.1% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~233 ppi density);Android 4.2 (Jelly Bean);;Dual-core 1.3 GHz Cortex-A7;Mali-400;microSDHC (dedicated slot);4GB 512MB RAM;;5 MP;LED flash, panorama;720p;VGA;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.0, A2DP;GPS;No;FM radio, recording;microUSB 2.0;Accelerometer, proximity, compass;Li-Ion 1700 mAh, removable;Black, White;;About 70 EUR;;;;1.36 W/kg (head)     0.73 W/kg (body);;;;;;;;;;
https://www.gsmarena.com/gionee_pioneer_p1-6092.php;https://fdn2.gsmarena.com/vv/bigpic/gionee-pioneer-p1.jpg;Gionee Pioneer P1;Released 2013;12mm thickness;Android 2.3;512MB 256MB RAM storage, microSDHC slot;6;N/A;231,086 hits;"3.5""";320x480 pixels;256 MB RAM;;1500 mAh Li-Ion;GSM 900 / 1800;;;;2013. Released 2013;Discontinued;113 x 61.5 x 12 mm (4.45 x 2.42 x 0.47 in);-;;Dual SIM (Dual stand-by);TFT;3.5 inches, 36.5 cm(~52.5% screen-to-body ratio);320 x 480 pixels, 3:2 ratio (~165 ppi density);Android 2.3 (Gingerbread);;1.0 GHz Cotex-A9;;microSDHC (dedicated slot);512MB 256MB RAM;;2 MP, AF;;Yes;VGA;;Wi-Fi 802.11 b/g/n, hotspot;Yes;No;No;FM radio, recording;Proprietary;Accelerometer, proximity, compass;Li-Ion 1500 mAh, removable;Black;;About 60 EUR;Class 12;No;;1.44 W/kg (head)     1.35 W/kg (body);;;;;;;;;;
https://www.gsmarena.com/gionee_ctrl_v1-6093.php;https://fdn2.gsmarena.com/vv/bigpic/gionee-ctrl-v1.jpg;Gionee Ctrl V1;Released 2013;11.2mm thickness;Android 4.0;4GB 512MB RAM storage, microSDHC slot;7;N/A;150,913 hits;"3.95""";320x480 pixels;512 MB RAM;;1700 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 900 / 2100;;HSPA;2013. Released 2013;Discontinued;123 x 63.5 x 11.2 mm (4.84 x 2.5 x 0.44 in);-;;Dual SIM (Dual stand-by);TFT;3.95 inches, 46.5 cm(~59.5% screen-to-body ratio);320 x 480 pixels, 3:2 ratio (~146 ppi density);Android 4.0 (Ice Cream Sandwich);;1.0 GHz Cotex-A9;;microSDHC (dedicated slot);4GB 512MB RAM;;2 MP;;Yes;VGA;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB;Accelerometer, proximity, compass;Li-Ion 1700 mAh, removable;Cofee/Black;;About 90 EUR;;;;1.29 W/kg (head)     0.83 W/kg (body);;;;;;;;;;
https://www.gsmarena.com/gionee_ctrl_v2-6094.php;https://fdn2.gsmarena.com/vv/bigpic/gionee-ctrl-v2.jpg;Gionee Ctrl V2;Released 2013;10.8mm thickness;Android 4.0;4GB 512MB RAM storage, microSDHC slot;6;N/A;124,747 hits;"3.5""";320x480 pixels;512 MB RAM;;1500 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;;;;2013. Released 2013;Discontinued;115 x 61 x 10.8 mm (4.53 x 2.40 x 0.43 in);-;;Dual SIM (Dual stand-by);IPS LCD;3.5 inches, 36.5 cm(~52.0% screen-to-body ratio);320 x 480 pixels, 3:2 ratio (~165 ppi density);Android 4.0 (Ice Cream Sandwich);;1.0 GHz Cotex-A9;;microSDHC (dedicated slot);4GB 512MB RAM;;3.15 MP;;Yes;VGA;;Wi-Fi 802.11 b/g/n, hotspot;Yes;GPS;No;FM radio;microUSB;Accelerometer, proximity, compass;Li-Ion 1500 mAh, removable;White;;About 60 EUR;Yes;Yes;;1.25 W/kg (head)     1.04 W/kg (body);;;;;;;;;;
https://www.gsmarena.com/gionee_ctrl_v3-6095.php;https://fdn2.gsmarena.com/vv/bigpic/gionee-ctrl-v3.jpg;Gionee Ctrl V3;Released 2013;9.8mm thickness;Android 4.0;4GB 512MB RAM storage, microSDHC slot;8;N/A;181,145 hits;"4.3""";480x800 pixels;512 MB RAM;;1800 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 900 / 2100;;HSPA;2013. Released 2013;Discontinued;130 x 67 x 9.8 mm (5.12 x 2.64 x 0.39 in);-;;Dual SIM (Dual stand-by);IPS LCD;4.3 inches, 52.6 cm(~60.4% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~217 ppi density);Android 4.0 (Ice Cream Sandwich);;Dual-core 1.0 GHz Cortex-A9;;microSDHC (dedicated slot);4GB 512MB RAM;;5 MP, AF;LED flash;Yes;VGA;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB;Accelerometer, proximity, compass;Li-Ion 1800 mAh, removable;Black;;About 100 EUR;;;;0.70 W/kg (head)     0.96 W/kg (body);;Corning Gorilla Glass;;;;;;;;
