Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;net4g;speed;year;status;dimensions;weight;build;sim;displaytype;displaysize;displayresolution;os;chipset;cpu;gpu;memoryslot;internalmemory;memoryother;cam1modules;cam1features;cam1video;cam2modules;cam2video;wlan;bluetooth;gps;nfc;radio;usb;sensors;batdescription1;colors;models;price;gprstext;edge;bodyother;sar-us;optionalother;displayprotection;batstandby1;battalktime1;cam2features;displayother;sar-eu;batlife;featuresother;tbench
https://www.gsmarena.com/gionee_marathon_m5_lite-7803.php;https://fdn2.gsmarena.com/vv/bigpic/gionee-marathon-m5-lite.jpg;Gionee Marathon M5 lite;Released 2016, January;183g, 8.5mm thickness;Android 5.1, Amigo 3.1;32GB storage, microSDXC;38;N/A;1,865,875 hits;"5.0""";720x1280 pixels;3 GB RAM;MT6735;4000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 1900 / 2100;1, 3, 7, 40;HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps;2015, December. Released 2016, January;Discontinued;143 x 69.9 x 8.5 mm (5.63 x 2.75 x 0.33 in);183 g (6.46 oz);;Dual SIM;IPS LCD;5.0 inches, 68.9 cm(~68.9% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Android 5.1 (Lollipop), Amigo 3.1;Mediatek MT6735 (28 nm);Quad-core 1.3 GHz Cortex-A53;Mali-T720MP2;microSDXC (dedicated slot);32GB 3GB RAM;;8 MP, AF;LED flash, panorama, HDR;1080p@30fps;5 MP;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity, compass;Li-Po 4000 mAh, non-removable;Gold, Gray;M5_lite;About 170 EUR;;;;;;Asahi Dragontrail Glass;Up to 450 h (2G) / Up to 400 h (3G);Up to 33 h (2G) / Up to 19 h (3G);;;0.38 W/kg (head)     0.54 W/kg (body);;;
https://www.gsmarena.com/gionee_pioneer_p5w-7800.php;https://fdn2.gsmarena.com/vv/bigpic/gionee-p5w-.jpg;Gionee Pioneer P5W;Released 2016, January;153g, 8.9mm thickness;Android 5.1;16GB storage, microSDHC;20;N/A;1,502,763 hits;"5.0""";720x1280 pixels;1 GB RAM;MT6735;2000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 1900 / 2100;;HSPA;2015, December. Released 2016, January;Discontinued;143.3 x 72 x 8.9 mm (5.64 x 2.83 x 0.35 in);153 g (5.40 oz);;Dual SIM;IPS LCD;5.0 inches, 68.9 cm(~66.8% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Android 5.1 (Lollipop);Mediatek MT6735 (28 nm);Quad-core 1.3 GHz Cortex-A53;Mali-T720MP2;microSDHC (dedicated slot);16GB 1GB RAM;;5 MP, AF;LED flash;1080p@30fps;2 MP;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 2000 mAh, removable;White, Blue, Red, Yellow, Black;P5W;About 90 EUR;;;;;;;;;;;;;;
https://www.gsmarena.com/gionee_s6-7754.php;https://fdn2.gsmarena.com/vv/bigpic/gionee-elife-s6.jpg;Gionee S6;Released 2015, November;147g, 6.9mm thickness;Android 5.1.1, Amigo 3.1;32GB storage, microSDXC;50;0.1%;3,193,527 hits;"5.5""";720x1280 pixels;3 GB RAM;MT6753;3150 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA;LTE (unspecified);HSPA, LTE Cat4 150/50 Mbps;2015, November. Released 2015, November;Discontinued;151.9 x 74.6 x 6.9 mm (5.98 x 2.94 x 0.27 in);147 g (5.19 oz);;Hybrid Dual SIM (Nano-SIM/ Micro-SIM, dual stand-by);AMOLED;5.5 inches, 83.4 cm(~73.6% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~267 ppi density);Android 5.1.1 (Lollipop), Amigo 3.1;Mediatek MT6753 (28 nm);Octa-core 1.3 GHz Cortex-A53;Mali-T720MP3;microSDXC (uses shared SIM slot);32GB 3GB RAM;;13 MP, f/2.0, AF;LED flash, panorama, HDR;1080p@30fps;5 MP;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.0, A2DP;GPS;No;FM radio;USB Type-C 2.0;Yes;Li-Ion 3150 mAh, non-removable;Gold;S6;About 290 EUR;Yes;Yes;;;;;;;;;;;;
https://www.gsmarena.com/gionee_elife_s_plus-7732.php;https://fdn2.gsmarena.com/vv/bigpic/gionee-elife-s-plus-.jpg;Gionee Elife S Plus;Released 2015, December;158g, 7.5mm thickness;Android 5.1.1, Amigo OS 3.1;16GB storage, microSDXC;34;N/A;1,350,740 hits;"5.5""";720x1280 pixels;3 GB RAM;MT6753;3150 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 1900 / 2100;3, 40;HSPA, LTE Cat4 150/50 Mbps;2015, November. Released 2015, December;Discontinued;155 x 76.4 x 7.5 mm (6.10 x 3.01 x 0.30 in);158 g (5.57 oz);;Dual SIM;AMOLED;5.5 inches, 83.4 cm(~70.4% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~267 ppi density);Android 5.1.1 (Lollipop), Amigo OS 3.1;Mediatek MT6753 (28 nm);Octa-core 1.3 GHz Cortex-A53;Mali-T720MP3;microSDXC (dedicated slot);16GB 3GB RAM;;13 MP, f/2.0, AF;LED flash, panorama, HDR;1080p@30fps;5 MP;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.0, A2DP;GPS;No;FM radio;USB Type-C 2.0;Accelerometer, proximity, compass;Li-Ion 3150 mAh, removable;White, Gold, Dark Blue;;;;;;0.80 W/kg (head)     0.42 W/kg (body);;Corning Gorilla Glass 3;Up to 315 h (2G) / Up to 252 h (3G);Up to 21 h (2G) / Up to 9 h (3G);;;;;;
https://www.gsmarena.com/gionee_f103-7653.php;https://fdn2.gsmarena.com/vv/bigpic/gionee-f103.jpg;Gionee F103;Released 2015, October;136.6g, 8mm thickness;Android 5, Amigo 3;16GB storage, microSDHC;19;0.1%;1,489,967 hits;"5.0""";720x1280 pixels;2 GB RAM;MT6735;2400 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 1900 / 2100;3, 40;HSPA, LTE;2015, September. Released 2015, October;Discontinued;143 x 70.3 x 8 mm (5.63 x 2.77 x 0.31 in);136.6 g (4.83 oz);;Dual SIM (dual stand-by);IPS LCD;5.0 inches, 68.9 cm(~68.6% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Android 5 (Lollipop), Amigo 3;Mediatek MT6735 (28 nm);Quad-core 1.3 GHz Cortex-A53;Mali-T720MP2;microSDHC (dedicated slot);16GB 2GB RAM;;8 MP, AF;LED flash, panorama, HDR;720p@30fps;5 MP;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;2.0, A2DP;GPS;No;FM radio;microUSB 2.0, OTG;Accelerometer, proximity, compass;Li-Ion 2400 mAh, removable;Pearl White, Dawn White & black;F103;About 130 EUR;;;;0.77 W/kg (head)     0.85 W/kg (body);;;Up to 240 h (2G) / Up to 267 h (3G);Up to 28 h (2G) / Up to 11 h (3G);;;;;;
https://www.gsmarena.com/gionee_elife_e8-7254.php;https://fdn2.gsmarena.com/vv/bigpic/gionee-elife-e8-new1.jpg;Gionee Elife E8;Released 2015, October;210g, 9.6mm thickness;Android 5.1, Amigo 3.1;64GB storage, microSDXC;88;N/A;1,784,822 hits;"6.0""";1440x2560 pixels;3 GB RAM;Helio X10;3500 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 1900 / 2100;1, 3, 7, 20, 38, 39, 40, 41;HSPA, LTE Cat4 150/50 Mbps;2015, June. Released 2015, October;Discontinued;164 x 82.3 x 9.6 mm (6.46 x 3.24 x 0.38 in);210 g (7.41 oz);;Dual SIM (Micro-SIM, dual stand-by);AMOLED;6.0 inches, 99.2 cm(~73.5% screen-to-body ratio);1440 x 2560 pixels, 16:9 ratio (~490 ppi density);Android 5.1 (Lollipop), Amigo 3.1;Mediatek MT6795 Helio X10 (28 nm);Octa-core 2.0 GHz Cortex-A53;PowerVR G6200;microSDXC (dedicated slot);64GB 3GB RAM;eMMC 5.0;24 MP, f/2.0, PDAF, OIS;Dual-LED dual-tone flash, panorama, HDR;4K@30fps;8 MP, AF;;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot;4.0, A2DP, EDR;GPS;Yes;FM radio, recording;microUSB 2.0, OTG;Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass;Li-Po 3500 mAh, non-removable;Gold;;About 480 EUR;;;;;24-bit/192kHz audio;;Up to 437 h (2G) / Up to 500 h (3G);Up to 39 h (2G) / Up to 20 h (3G);;;;;;
https://www.gsmarena.com/gionee_s5_1_pro-7541.php;https://fdn2.gsmarena.com/vv/bigpic/gionee-s51-pro.jpg;Gionee S5.1 Pro;Released 2015, November;129g, 6.4mm thickness;Android 5.1.1, Amigo 3;16GB storage, microSDXC;14;N/A;317,350 hits;"5.0""";720x1280 pixels;2 GB RAM;MT6753;2400 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;LTE (unspecified);HSPA, LTE Cat4 150/50 Mbps;2015, September. Released 2015, November;Discontinued;145.1 x 70 x 6.4 mm (5.71 x 2.76 x 0.25 in);129 g (4.55 oz);;Hybrid Dual SIM (Micro-SIM, nano-SIM, dual stand-by);AMOLED;5.0 inches, 68.9 cm(~67.9% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Android 5.1.1 (Lollipop), Amigo 3;Mediatek MT6753 (28 nm);Octa-core 1.3 GHz Cortex-A53;Mali-T720MP3;microSDXC (uses shared SIM slot);16GB 2GB RAM;;13 MP, f/2.0, AF;LED flash, panorama, HDR;1080p@30fps;8 MP;;Wi-Fi 802.11 a/b/g/n/ac, hotspot, Wi-Fi Direct;4.0, A2DP, LE;GPS;No;FM radio;microUSB 2.0, OTG;Accelerometer, gyro, proximity, compass;Li-Ion 2400 mAh, non-removable;White;;;;;;;;Corning Gorilla Glass 4;;;;;;;;
https://www.gsmarena.com/gionee_marathon_m4-7471.php;https://fdn2.gsmarena.com/vv/bigpic/gionee-marathon-m4.jpg;Gionee Marathon M4;Released 2015, August;176g, 10.2mm thickness;Android 5, Amigo 3;16GB storage, microSDHC;20;N/A;1,092,869 hits;"5.0""";720x1280 pixels;2 GB RAM;;5000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 1900 / 2100;3, 40;HSPA, LTE;2015, August. Released 2015, August;Discontinued;144.7 x 71.2 x 10.2 mm (5.70 x 2.80 x 0.40 in);176 g (6.21 oz);;Dual SIM;Super AMOLED;5.0 inches, 68.9 cm(~66.9% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Android 5 (Lollipop), Amigo 3;;Quad-core 1.3 GHz Cortex-A7;Mali-400;microSDHC (dedicated slot);16GB 2GB RAM;;8 MP, AF;LED flash, panorama;1080p@30fps;5 MP;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;2.0, A2DP;GPS;No;FM radio;microUSB 2.0, OTG;Accelerometer, proximity, compass;Li-Ion 5000 mAh, non-removable;Black, White;;About 220 EUR;;;;0.85 W/kg (head)     0.73 W/kg (body);;;Up to 225 h (2G) / Up to 400 h (3G);Up to 50 h (2G) / Up to 18 h (3G);;;;;;
https://www.gsmarena.com/gionee_marathon_m5-7259.php;https://fdn2.gsmarena.com/vv/bigpic/gionee-marathon-m5-new.jpg;Gionee Marathon M5;Released 2015, November;211g, 8.6mm thickness;Android 5.1, Amigo 3.1;32GB storage, microSDXC;114;0.1%;4,679,270 hits;"5.5""";720x1280 pixels;3 GB RAM;MT6735;6020 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 1900 / 2100;1, 3, 7, 20, 38, 39, 40, 41;HSPA, LTE;2015, June. Released 2015, November;Discontinued;152 x 76 x 8.6 mm (5.98 x 2.99 x 0.34 in);211 g (7.44 oz);;Dual SIM (Micro-SIM, dual stand-by);AMOLED;5.5 inches, 83.4 cm(~72.2% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~267 ppi density);Android 5.1 (Lollipop), Amigo 3.1;Mediatek MT6735 (28 nm);Quad-core 1.3 GHz Cortex-A53;Mali-T720MP2;microSDXC (dedicated slot);32GB 3GB RAM;;13 MP, f/2.0, PDAF;LED flash, panorama, HDR;1080p@30fps;5 MP, f/2.2;720p;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.0, A2DP;GPS;No;FM radio, RDS, recording;microUSB 2.0, OTG;Accelerometer, proximity, compass;Li-Po 6020 mAh, non-removable;White, Gold, Black;;About 330 EUR;;;;;;Corning Gorilla Glass 3;Up to 684 h (2G) / Up to 557 h (3G);Up to 62 h (2G) / Up to 28 h (3G);;;0.32 W/kg (head)     0.48 W/kg (body);;;
https://www.gsmarena.com/gionee_pioneer_p4s-7215.php;https://fdn2.gsmarena.com/vv/bigpic/gionee-pioneer-p4.jpg;Gionee Pioneer P4S;Released 2015, May;8.7mm thickness;Android 4.4;8GB storage, microSDHC;6;N/A;293,363 hits;"4.5""";480x854 pixels;1 GB RAM;MT6582;1800 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;;HSPA;2015, April. Released 2015, May;Discontinued;134.5 x 67.7 x 8.7 mm (5.30 x 2.67 x 0.34 in);-;;Dual SIM (Dual stand-by);TFT, 256K colors;4.5 inches, 55.8 cm(~61.3% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~218 ppi density);Android 4.4 (KitKat);Mediatek MT6582 (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSDHC (dedicated slot);8GB 1GB RAM;;5 MP, AF;LED flash;720p@30fps;2 MP;;Wi-Fi 802.11 b/g/n, hotspot;2.0;GPS;No;FM radio, recording;microUSB;Accelerometer, proximity, compass;Li-Po 1800 mAh, removable;Black, White;;About 120 EUR;;;;;;;;;;;;;;
https://www.gsmarena.com/gionee_elife_s7-7032.php;https://fdn2.gsmarena.com/vv/bigpic/Gionee-Elife-S7.jpg;Gionee Elife S7;Released 2015, April;125.3g, 5.5mm thickness;Android 5, Amigo OS 3;16GB storage, no card slot;48;N/A;4,442,893 hits;"5.2""";1080x1920 pixels;2 GB RAM;MT6752;2700 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 2100;3, 7, 38, 39, 40;HSPA, LTE;2015, March. Released 2015, April;Discontinued;148.8 x 72.4 x 5.5 mm (5.86 x 2.85 x 0.22 in);125.3 g (4.41 oz);;Dual SIM (Micro-SIM, dual stand-by);Super AMOLED;5.2 inches, 74.5 cm(~69.2% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~424 ppi density);Android 5 (Lollipop), Amigo OS 3;Mediatek MT6752 (28 nm);Octa-core 1.7 GHz Cortex-A53;Mali-T760MP2;No;16GB 2GB RAM;;13 MP, f/2.0 AF;LED flash, panorama, HDR;1080p@30fps;"8 MP, 1/4""";;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0, OTG;Accelerometer, proximity, compass;Li-Ion 2700 mAh, non-removable;White, Black, Maldives Blue;S7;About 400 EUR;;;;0.52 W/kg (head)     0.64 W/kg (body);;Corning Gorilla Glass 3;Up to 270 h;Up to 24 h (2G) / Up to 15 h 30 min (3G);;;;;;
https://www.gsmarena.com/gionee_pioneer_p3s-7805.php;https://fdn2.gsmarena.com/vv/bigpic/gionee-pioneer-p3s.jpg;Gionee Pioneer P3S;Released 2015, September;161g, 11.2mm thickness;Android 5.1, Amigo 3.1;16GB storage, microSDHC;6;N/A;161,602 hits;"4.5""";480x800 pixels;1 GB RAM;MT6580;2000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 900 / 1900 / 2100;;HSPA;2015, September. Released 2015, September;Discontinued;133 x 67.4 x 11.2 mm (5.24 x 2.65 x 0.44 in);161 g (5.68 oz);;Dual SIM;IPS LCD;4.5 inches, 57.6 cm(~64.3% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~207 ppi density);Android 5.1 (Lollipop), Amigo 3.1;Mediatek MT6580 (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSDHC (dedicated slot);16GB 1GB RAM;;5 MP, AF;LED flash, panorama, HDR;720p@30fps;VGA;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity, compass;Li-Ion 2000 mAh, removable;White, Gray, Red, Gold;;;;;;0.51 W/kg (head)     1.01 W/kg (body);;;Up to 240 h (2G) / Up to 200 h (3G);Up to 22 h 30 min (2G) / Up to 9 h (3G);;;;;;
https://www.gsmarena.com/gionee_pioneer_p2m-7806.php;https://fdn2.gsmarena.com/vv/bigpic/gionee-pioneer-p2m.jpg;Gionee Pioneer P2M;Released 2015, June;140g, 10.9mm thickness;Android 5.1, Amigo 3;16GB storage, microSDHC;8;N/A;155,092 hits;"4.0""";480x800 pixels;1 GB RAM;MT6580;3000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 900 / 2100;;HSPA;2015, June. Released 2015, June;Discontinued;124 x 62.5 x 10.9 mm (4.88 x 2.46 x 0.43 in);140 g (4.94 oz);;Dual SIM;IPS LCD;4.0 inches, 45.5 cm(~58.8% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~233 ppi density);Android 5.1 (Lollipop), Amigo 3;Mediatek MT6580 (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSDHC (dedicated slot);16GB 1GB RAM;;5 MP;LED flash, HDR, panorama;720p;VGA;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity, compass;Li-Ion 3000 mAh, removable;White, Gray, Gold;;;;;;1.06 W/kg (head)     1.36 W/kg (body);;;Up to 340 h (2G) / Up to 300 h (3G);Up to 30 h (2G) / Up to 15 h (3G);;;;;;
https://www.gsmarena.com/gionee_pioneer_p2s-7804.php;https://fdn2.gsmarena.com/vv/bigpic/gionee-pioneer-p2s.jpg;Gionee Pioneer P2S;Released 2014, May;124.8g, 9.3mm thickness;Android 4.2;4GB 512MB RAM storage, microSDHC slot;5;N/A;179,320 hits;"4.0""";480x800 pixels;512 MB RAM;MT6572W;1600 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 900 / 2100;;HSPA;2014, May. Released 2014, May;Discontinued;126 x 64 x 9.3 mm (4.96 x 2.52 x 0.37 in);124.8 g (4.41 oz);;Dual SIM;TFT;4.0 inches, 45.5 cm(~56.5% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~233 ppi density);Android 4.2 (Jelly Bean);Mediatek MT6572W;Dual-core 1.3 GHz Cortex-A7;Mali-400;microSDHC (dedicated slot);4GB 512MB RAM;;5 MP, AF;LED flash, panorama;720p;VGA;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.0, A2DP;GPS, GLONASS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 1600 mAh, removable;Black, White, Blue, Pink;;;;;;0.68 W/kg (head)     0.70 W/kg (body);;;Up to 346 h (3G);Up to 12 h 30 min (2G) / Up to 9 h (3G);;;;;;
https://www.gsmarena.com/gionee_s96-7809.php;https://fdn2.gsmarena.com/vv/bigpic/gionee-s96.jpg;Gionee S96;Released 2014, March;81.3g, 7.4mm thickness;Feature phone;64MB RAM storage, microSDHC slot;6;N/A;210,882 hits;"2.6""";240x320 pixels;64 MB RAM;MT6260;700 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;;;;2014, March. Released 2014, March;Discontinued;128 x 52.8 x 7.4 mm (5.04 x 2.08 x 0.29 in);81.3 g (2.86 oz);;Dual SIM;TFT, 256K colors;2.6 inches, 20.9 cm(~31.0% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~154 ppi density);;Mediatek MT6260;360 MHz;No;microSDHC (dedicated slot);64MB RAM, 128MB;;2 MP;LED flash;Yes;No;;No;2.0;No;No;FM radio;microUSB;;Li-Ion 700 mAh, removable;White, Gold, Grey;;;Yes;No;;0.56 W/kg (head)     0.52 W/kg (body);;;Up to 206 h;Up to 8 h 20 min;;;;;Audio/video player;
https://www.gsmarena.com/gionee_l800-7808.php;https://fdn2.gsmarena.com/vv/bigpic/gionee-l800.jpg;Gionee L800;Released 2015, May;123.4g, 15.6mm thickness;Feature phone;8MB RAM storage, microSDHC slot;7;N/A;286,323 hits;"2.6""";240x320 pixels;16 MB RAM;MT6250;3000 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;;;;2015, May. Released 2015, May;Discontinued;121 x 51 x 15.6 mm (4.76 x 2.01 x 0.61 in);123.4 g (4.34 oz);;Dual SIM;TFT, 256K colors;2.6 inches, 20.9 cm(~33.9% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~154 ppi density);;Mediatek MT6250;260 MHz;No;microSDHC (dedicated slot);8MB RAM, 16MB;;1.3 MP;;Yes;No;;No;2.0;No;No;FM radio;microUSB;;Li-Ion 3000 mAh, removable;Black, Gold;;;Yes;No;;0.88 W/kg (head);;;Up to 675 h;Up to 45 h;;;;;Audio/video player;
https://www.gsmarena.com/gionee_l700-7807.php;https://fdn2.gsmarena.com/vv/bigpic/gionee-l700.jpg;Gionee L700;Released 2015, May;102.3g, 13.2mm thickness;Feature phone;8MB RAM storage, microSDHC slot;5;N/A;196,611 hits;"2.6""";240x320 pixels;16 MB RAM;MT6250;1700 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;;;;2015, May. Released 2015, May;Discontinued;119.8 x 51.4 x 13.2 mm (4.72 x 2.02 x 0.52 in);102.3 g (3.60 oz);;Dual SIM;TFT, 256K colors;2.6 inches, 20.9 cm(~34.0% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~154 ppi density);;Mediatek MT6250;260 MHz;No;microSDHC (dedicated slot);8MB RAM, 16MB;;1.3 MP;;Yes;No;;No;2.0;No;No;FM radio;microUSB;;Li-Ion 1700 mAh, removable;Black, White;;;Yes;No;;;;;Up to 480 h;Up to 16 h;;;;;Audio/video player;
https://www.gsmarena.com/gionee_marathon_m3-6781.php;https://fdn2.gsmarena.com/vv/bigpic/gionee-marathon-m3.jpg;Gionee Marathon M3;Released 2014, November;180.3g, 10.4mm thickness;Android 4.4.2;8GB storage, microSDXC;32;N/A;2,492,842 hits;"5.0""";720x1280 pixels;1 GB RAM;;5000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;;HSPA;2014, November. Released 2014, November;Discontinued;144.5 x 71.5 x 10.4 mm (5.69 x 2.81 x 0.41 in);180.3 g (6.35 oz);;Dual SIM (dual stand-by);IPS LCD;5.0 inches, 68.9 cm(~66.7% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Android 4.4.2 (KitKat);;Quad-core 1.3 GHz;Mali-450;microSDXC (dedicated slot);8GB 1GB RAM;;8 MP, f/2.2, AF;LED flash, panorama;720p@30fps;2 MP;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0, OTG;Accelerometer, proximity, compass;Li-Ion 5000 mAh, non-removable;Black, White;;About 170 EUR;;;;0.29 W/kg (head)     0.73 W/kg (body);;;Up to 792 h;Up to 51 h (2G) / Up to 32 h 30 min (3G);;;;;;
https://www.gsmarena.com/gionee_elife_s5_1-6540.php;https://fdn2.gsmarena.com/vv/bigpic/gionee-elife-s5.1.jpg;Gionee Elife S5.1;Released 2014, November;97.7g, 5.2mm thickness;Android 4.4.2, Amigo OS 2;16GB storage, no card slot;31;N/A;2,952,502 hits;"4.8""";720x1280 pixels;1 GB RAM;MT6592;2050 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 900 / 2100;;HSPA;2014, September. Released 2014, November;Discontinued;139.8 x 67.4 x 5.2 mm (5.50 x 2.65 x 0.20 in);97.7 g (3.42 oz);;Micro-SIM;AMOLED;4.8 inches, 63.5 cm(~67.4% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~306 ppi density);Android 4.4.2 (KitKat), Amigo OS 2;Mediatek MT6592 (28 nm);Octa-core 1.7 GHz Cortex-A7;Mali-450MP4;No;16GB 1GB RAM;;8 MP, f/2.2, AF;LED flash, panorama, HDR;1080p@30fps;5 MP, f/2.4;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0, OTG;Accelerometer, gyro, proximity, compass;Li-Ion 2050 mAh, non-removable;Black, White, Pink, Mint Green;;About 240 EUR;;;;;;;;;;;;;;Basemark OS II 2.0: 546Basemark X: 4150
https://www.gsmarena.com/gionee_pioneer_p6-7037.php;https://fdn2.gsmarena.com/vv/bigpic/gionee-pioneer-p6.jpg;Gionee Pioneer P6;Released 2015, January;150g, 8.6mm thickness;Android 4.4.2;8GB storage, microSDHC;10;N/A;728,903 hits;"5.0""";480x854 pixels;1 GB RAM;;1950 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;;HSPA;2015, January. Released 2015, January;Discontinued;142.8 x 74.3 x 8.6 mm (5.62 x 2.93 x 0.34 in);150 g (5.29 oz);;Dual SIM (Dual stand-by);TFT;5.0 inches, 68.9 cm(~64.9% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~196 ppi density);Android 4.4.2 (KitKat);;Quad-core 1.3 GHz Cortex-A7;;microSDHC (dedicated slot);8GB 1GB RAM;;5 MP, AF;LED flash, panorama;1080p@30fps;2 MP;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity, compass;Li-Ion 1950 mAh, removable;Black, White;;About 120 EUR;;;;0.19 W/kg (head)     0.73 W/kg (body);;;Up to 162 h (2G) / Up to 108 h (3G);Up to 13 h 30 min (2G) / Up to 9 h 30 min (3G);LED flash;;;;;
