Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;speed;year;status;dimensions;weight;sim;displaytype;displaysize;displayresolution;os;chipset;cpu;gpu;memoryslot;internalmemory;cam1modules;cam1features;cam1video;cam2modules;cam2video;wlan;bluetooth;gps;nfc;radio;usb;sensors;batdescription1;batstandby1;battalktime1;colors;net4g;memoryother;gprstext;edge;featuresother;bodyother
https://www.gsmarena.com/maxwest_astro_jr-6672.php;https://fdn2.gsmarena.com/vv/bigpic/maxwest-astro-jr.jpg;Maxwest Astro JR;Released 2014, September;116g, 11.4mm thickness;Android 4.2.2;256MB 512MB storage, microSDHC slot;1;N/A;80,892 hits;"3.5""";320x480 pixels;512 MB RAM;MT6572M;1300 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;;;2014, September. Released 2014, September;Discontinued;119 x 62.8 x 11.4 mm (4.69 x 2.47 x 0.45 in);116 g (4.09 oz);Dual SIM (dual stand-by);TFT;3.5 inches, 36.5 cm(~48.8% screen-to-body ratio);320 x 480 pixels, 3:2 ratio (~165 ppi density);Android 4.2.2 (Jelly Bean);Mediatek MT6572M (28 nm);Dual-core 1.0 GHz Cortex-A7;Mali-400;microSDHC;256MB 512MB;2 MP;;Yes;Yes;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB;Accelerometer;Li-Ion 1300 mAh, removable;Up to 180 h;Up to 6 h;Black, White, Blue, Red;;;Class 12;Class 12;;
https://www.gsmarena.com/maxwest_virtue_z5-6517.php;https://fdn2.gsmarena.com/vv/bigpic/maxwest-virtue-z5.jpg;Maxwest Virtue Z5;Released 2014, July;140g, 9.3mm thickness;Android 4.4.2;4GB 1GB RAM storage, microSDHC slot;1;N/A;113,503 hits;"5.0""";480x854 pixels;1 GB RAM;MT6582M;2300 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1900;HSPA 21.1/5.76 Mbps;2014, June. Released 2014, July;Discontinued;147 x 75 x 9.3 mm (5.79 x 2.95 x 0.37 in);140 g (4.94 oz);Dual SIM (Mini-SIM, dual stand-by);IPS LCD;5.0 inches, 68.9 cm(~62.5% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~196 ppi density);Android 4.4.2 (KitKat);Mediatek MT6582M (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSDHC;4GB 1GB RAM;8 MP, AF;LED flash;720p@30fps;VGA;;Wi-Fi 802.11 b/g/n, hotspot;2.0;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 2300 mAh, removable;Up to 300 h;Up to 6 h;Black, White, Blue, Pink;;;;;;
https://www.gsmarena.com/maxwest_gravity_5_5-6417.php;https://fdn2.gsmarena.com/vv/bigpic/maxwest-gravity-55.jpg;Maxwest Gravity 5.5;Released 2014, June;174g, 8.7mm thickness;Android 4.4.2;4GB 1GB RAM storage, microSDHC slot;4;N/A;148,096 hits;"5.5""";540x960 pixels;1 GB RAM;Broadcom BCM23550;2300 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1900 / 1700;HSPA 21.1/5.76 Mbps;2014, May. Released 2014, June;Discontinued;156.2 x 78.8 x 8.7 mm (6.15 x 3.10 x 0.34 in);174 g (6.14 oz);Dual SIM, (Dual stand-by);IPS LCD;5.5 inches, 83.4 cm(~67.8% screen-to-body ratio);540 x 960 pixels, 16:9 ratio (~200 ppi density);Android 4.4.2 (KitKat);Broadcom BCM23550;Quad-core 1.2 GHz Cortex-A7;Broadcom VideoCore;microSDHC;4GB 1GB RAM;13 MP, AF;LED flash;1080p@30fps;2 MP;;Wi-Fi 802.11 b/g/n, hotspot;3.0;GPS;No;Stereo FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 2300 mAh, removable;Up to 350 h;Up to 14 h;White/Black/Blue/Rose Red/Yellow;;;;;;
https://www.gsmarena.com/maxwest_gravity_6-6358.php;https://fdn2.gsmarena.com/vv/bigpic/maxwest-gravity-6.jpg;Maxwest Gravity 6;Released 2014, March;207g, 8.9mm thickness;Android 4.4.2;4GB 1GB RAM storage, microSDXC slot;11;N/A;188,878 hits;"6.0""";720x1280 pixels;1 GB RAM;Broadcom BCM23550;2800 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1900 / 1700;HSPA 21.1/5.76 Mbps;2014, April. Released 2014, March;Discontinued;163.3 x 84 x 8.9 mm (6.43 x 3.31 x 0.35 in);207 g (7.30 oz);Dual SIM, (Dual stand-by);IPS LCD;6.0 inches, 99.2 cm(~72.3% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~245 ppi density);Android 4.4.2 (KitKat);Broadcom BCM23550;Quad-core 1.2 GHz Cortex-A7;Broadcom VideoCore;microSDXC;4GB 1GB RAM;13 MP, AF;LED flash;1080p@30fps;2 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;Stereo FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 2800 mAh, removable;Up to 350 h;Up to 14 h;Black, White, Red;;;;;;
https://www.gsmarena.com/maxwest_orbit_330g-6274.php;https://fdn2.gsmarena.com/vv/bigpic/orbit-330g.jpg;Maxwest Orbit 330G;Released 2014, April;116g, 11.4mm thickness;Android 4.2.2;512MB 512MB storage, microSDHC slot;1;N/A;93,477 hits;"3.5""";320x480 pixels; ;MT6572M;1300 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1700 / 1900 / 2100;HSPA 21.1/5.76 Mbps;2014, April. Released 2014, April;Discontinued;119 x 62.8 x 11.4 mm (4.69 x 2.47 x 0.45 in);116 g (4.09 oz);Dual SIM (Mini-SIM, dual stand-by);TFT;3.5 inches, 36.5 cm(~48.8% screen-to-body ratio);320 x 480 pixels, 3:2 ratio (~165 ppi density);Android 4.2.2 (Jelly Bean);Mediatek MT6572M (28 nm);Dual-core 1.0 GHz Cortex-A7;Mali-400;microSDHC;512MB 512MB;2 MP;;Yes;No;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer;Li-Ion 1300 mAh, removable;Up to 180 h;Up to 6 h;Black, White, Red, Blue;;;;;;
https://www.gsmarena.com/maxwest_orbit_6200t-6273.php;https://fdn2.gsmarena.com/vv/bigpic/maxwest-orbit-6200t.jpg;Maxwest Orbit 6200T;Released 2014, March;210g, 9mm thickness;Android 4.2.2;4GB 512MB RAM storage, microSDHC slot;1;N/A;84,904 hits;"6.0""";540x960 pixels;512 MB RAM;MT6572AW;2350 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1700;HSPA 21.1/5.76 Mbps;2014, March. Released 2014, March;Discontinued;167.3 x 85.4 x 9 mm (6.59 x 3.36 x 0.35 in);210 g (7.41 oz);Dual SIM (Mini-SIM, dual stand-by);IPS LCD;6.0 inches, 99.2 cm(~69.5% screen-to-body ratio);540 x 960 pixels, 16:9 ratio (~184 ppi density);Android 4.2.2 (Jelly Bean);Mediatek MT6572AW;Dual-core 1.2 GHz Cortex-A7;Mali-400;microSDHC;4GB 512MB RAM;8 MP, AF;LED flash;720p@30fps;VGA;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 2350 mAh, removable;Up to 300 h;Up to 6 h;Black, White;;;;;;
https://www.gsmarena.com/maxwest_android_330-6098.php;https://fdn2.gsmarena.com/vv/bigpic/maxwest-android-330.jpg;Maxwest Android 330;Released 2014, January;116g, 11.4mm thickness;Android 4.2.2;512MB 256MB RAM storage, microSDHC slot;2;N/A;94,146 hits;"3.5""";320x480 pixels;256 MB RAM;MT6572M;1300 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;;;2014, January. Released 2014, January;Discontinued;119 x 62.8 x 11.4 mm (4.69 x 2.47 x 0.45 in);116 g (4.09 oz);Dual SIM (Dual stand-by);TFT, 256K colors;3.5 inches, 36.5 cm(~48.8% screen-to-body ratio);320 x 480 pixels, 3:2 ratio (~165 ppi density);Android 4.2.2 (Jelly Bean);Mediatek MT6572M (28 nm);Dual-core 1.0 GHz Cortex-A7;Mali-400;microSDHC (dedicated slot);512MB 256MB RAM;2 MP;LED flash;Yes;No;;Wi-Fi 802.11 b/g/n;4.0, A2DP;GPS;No;FM radio;microUSB;Accelerometer;Li-Ion 1300 mAh, removable;Up to 180 h;Up to 6 h;Black, White, Blue, Red;;;Class 12;Class 12;;
https://www.gsmarena.com/maxwest_tab_phone_72dc-5860.php;https://fdn2.gsmarena.com/vv/bigpic/maxwest-72dc.jpg;Maxwest Tab Phone 72DC;Released 2013, August;270g, 9.2mm thickness;Android 4.1.2;8GB storage, microSDHC;1;N/A;113,663 hits;"7.0""";600x1024 pixels;1 GB RAM;MT8377;2800 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;UMTS 850 / 1900 / 2100;HSPA 7.2/5.76 Mbps;2013, August. Released 2013, August;Discontinued;187 x 107 x 9.2 mm (7.36 x 4.21 x 0.36 in);270 g (9.52 oz);Dual SIM (Dual stand-by);TFT;7.0 inches, 137.9 cm(~68.9% screen-to-body ratio);600 x 1024 pixels, 16:9 ratio (~170 ppi density);Android 4.1.2 (Jelly Bean);Mediatek MT8377 (40 nm);Dual-core 1.2 GHz Cortex-A9;PowerVR SGX531u;microSDHC (dedicated slot);8GB 1GB RAM;2 MP;;Yes;VGA;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;Proprietary;Accelerometer, proximity;Li-Ion 2800 mAh, non-removable;Up to 50 h;Up to 6 h;Black/White;;;;;TV-out;
https://www.gsmarena.com/maxwest_mx_210tv-5859.php;https://fdn2.gsmarena.com/vv/bigpic/maxwest-MX-210TV.jpg;Maxwest MX-210TV;Released 2013, November;82g, 17.5mm thickness;Feature phone;32MB RAM storage, microSDHC slot;1;N/A;89,896 hits;"2.0""";128x160 pixels;32 MB RAM;;800 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;;;2013, September. Released 2013, November;Discontinued;92 x 45 x 17.5 mm (3.62 x 1.77 x 0.69 in);82 g (2.89 oz);Dual SIM (Mini-SIM);TFT, 65K colors;2.0 inches, 12.6 cm(~30.4% screen-to-body ratio);128 x 160 pixels (~102 ppi density);;;;;microSDHC (dedicated slot);32MB RAM, 32MB ROM;1.3 MP;;Yes;No;;No;2.0;No;No;Stereo FM radio;miniUSB;;Li-Ion 800 mAh, removable;Up to 160 h;Up to 4 h;Black, Red, Blue;;;Yes;Yes;SNS applicationsAnalog TVMP3/WAV/WMA playerMP4/H.263 playerOrganizerPredictive text input;
https://www.gsmarena.com/maxwest_android_320-5778.php;https://fdn2.gsmarena.com/vv/bigpic/maxwest-android-320.jpg;Maxwest Android 320;Released 2013, October;105g, 13.4mm thickness;Android 4.0;512MB 256MB RAM storage, microSDHC slot;3;N/A;101,018 hits;"3.5""";320x480 pixels;256 MB RAM;;1450 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;;;2013, September. Released 2013, October;Discontinued;115 x 62.4 x 13.4 mm (4.53 x 2.46 x 0.53 in);105 g (3.70 oz);Dual SIM (Mini-SIM, dual stand-by);TFT, 256K colors;3.5 inches, 36.5 cm(~50.8% screen-to-body ratio);320 x 480 pixels, 3:2 ratio (~165 ppi density);Android 4.0 (Ice Cream Sandwich);;1.0 GHz;;microSDHC (dedicated slot);512MB 256MB RAM;2 MP;;480p@30fps;No;;Wi-Fi 802.11 b/g/n;2.1, A2DP;GPS;No;Stereo FM radio;microUSB 2.0;Accelerometer;Li-Ion 1450 mAh, removable;Up to 600 h;Up to 12 h;White;;;Class 12;Class 12;;
https://www.gsmarena.com/maxwest_orbit_6200-5777.php;https://fdn2.gsmarena.com/vv/bigpic/Orbit-6200-White-web.jpg;Maxwest Orbit 6200;Released 2013, October;210g, 9mm thickness;Android 4.2.2;4GB 512MB RAM storage, microSDHC slot;1;N/A;118,372 hits;"6.0""";540x960 pixels;512 MB RAM;MT6572AW;2350 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1900;HSPA 21.1/5.76 Mbps;2013, October. Released 2013, October;Discontinued;167.3 x 85.4 x 9 mm (6.59 x 3.36 x 0.35 in);210 g (7.41 oz);Dual SIM (Mini-SIM, dual stand-by);IPS LCD;6.0 inches, 99.2 cm(~69.5% screen-to-body ratio);540 x 960 pixels, 16:9 ratio (~184 ppi density);Android 4.2.2 (Jelly Bean);Mediatek MT6572AW;Dual-core 1.2 GHz Cortex-A7;Mali-400;microSDHC (dedicated slot);4GB 512MB RAM;8 MP, AF;LED flash;720p@30fps;VGA;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 2350 mAh, removable;Up to 300 h;Up to 6 h;Black, White;;;;;;
https://www.gsmarena.com/maxwest_orbit_5400t-5776.php;https://fdn2.gsmarena.com/vv/bigpic/Orbit-5400T-white-web.jpg;Maxwest Orbit 5400T;Released 2013, October;170g, 9.6mm thickness;Android 4.2.2;4GB 512MB RAM storage, microSDHC slot;0;N/A;100,875 hits;"5.0""";540x960 pixels;512 MB RAM;MT6572;2000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1700 / 2100;HSPA 21.1/5.76 Mbps;2013, August. Released 2013, October;Discontinued;143 x 74.2 x 9.6 mm (5.63 x 2.92 x 0.38 in);170 g (6.00 oz);Dual SIM (dual stand-by);TFT;5.0 inches, 68.9 cm(~65.0% screen-to-body ratio);540 x 960 pixels, 16:9 ratio (~220 ppi density);Android 4.2.2 (Jelly Bean);Mediatek MT6572 (28 nm);Dual-core 1.2 GHz Cortex-A7;Mali-400;microSDHC (dedicated slot);4GB 512MB RAM;8 MP, AF;LED flash;720p@30fps;VGA;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;2.1, A2DP;GPS;No;Stereo FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 2000 mAh, removable;Up to 900 h (2G) / Up to 750 h (3G);Up to 24 h (2G) / Up to 10 h (3G);Black, White, Red;;;;;;
https://www.gsmarena.com/maxwest_orbit_4400-5775.php;https://fdn2.gsmarena.com/vv/bigpic/Orbit-4400-white-web.jpg;Maxwest Orbit 4400;Released 2013, October;115g, 9.3mm thickness;Android 4.2;4GB 512MB RAM storage, microSDHC slot;0;N/A;92,027 hits;"4.0""";480x800 pixels;512 MB RAM;MT6572M;1400 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1900;HSPA 21.1/5.76 Mbps;2013, September. Released 2013, October;Discontinued;127 x 64 x 9.3 mm (5.0 x 2.52 x 0.37 in);115 g (4.06 oz);Dual SIM (dual stand-by);TFT;4.0 inches, 45.5 cm(~56.0% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~233 ppi density);Android 4.2 (Jelly Bean);Mediatek MT6572M (28 nm);Dual-core 1.3 GHz Cortex-A7;Mali-400;microSDHC (dedicated slot);4GB 512MB RAM;5 MP, AF;LED flash;Yes;VGA;;Wi-Fi 802.11 b/g/n, hotspot;3.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 1400 mAh, removable;Up to 240 h;Up to 8 h;Black, White;;;;;;
https://www.gsmarena.com/maxwest_orbit_3000-5774.php;https://fdn2.gsmarena.com/vv/bigpic/Orbit-3000-White-web.jpg;Maxwest Orbit 3000;Released 2013, October;116g, 10.7mm thickness;Android 4.2;4GB 512MB RAM storage, microSDHC slot;1;N/A;83,036 hits;"3.5""";320x480 pixels;512 MB RAM;MT6572M;1100 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1900;HSPA;2013, October. Released 2013, October;Discontinued;120.4 x 63.9 x 10.7 mm (4.74 x 2.52 x 0.42 in);116 g (4.09 oz);Dual SIM (dual stand-by);TFT;3.5 inches, 36.5 cm(~47.4% screen-to-body ratio);320 x 480 pixels, 3:2 ratio (~165 ppi density);Android 4.2 (Jelly Bean);Mediatek MT6572M (28 nm);Dual-core 1.0 GHz Cortex-A7;Mali-400;microSDHC (dedicated slot);4GB 512MB RAM;3.15 MP;;Yes;1.3 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;No;No;FM radio;microUSB 2.0;Accelerometer;Li-Ion 1100 mAh, removable;Up to 240 h;Up to 8 h;Black, White, Pink;;;;;;
https://www.gsmarena.com/maxwest_orbit_x50-5773.php;https://fdn2.gsmarena.com/vv/bigpic/Orbit-X50-white-web2.jpg;Maxwest Orbit X50;Released 2013, October;127g without battery, 9.9mm thickness;Android 4.2.2;4GB 512MB RAM storage, microSDHC slot;2;N/A;99,074 hits;"5.0""";540x960 pixels;512 MB RAM;Broadcom BCM23550;2000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1900;HSPA 21.1/5.76 Mbps;2013, October. Released 2013, October;Discontinued;152 x 78 x 9.9 mm (5.98 x 3.07 x 0.39 in);127 g without battery (4.48 oz);Dual SIM (dual stand-by);LED-backlit IPS LCD;5.0 inches, 68.9 cm(~58.1% screen-to-body ratio);540 x 960 pixels, 16:9 ratio (~220 ppi density);Android 4.2.2 (Jelly Bean);Broadcom BCM23550;Quad-core 1.2 GHz Cortex-A7;;microSDHC (dedicated slot);4GB 512MB RAM;8 MP, AF;LED flash;720p@30fps;0.3 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;Stereo FM radio;microUSB 2.0;Accelerometer, gyro, proximity;Li-Ion 2000 mAh, removable;Up to 250 h;Up to 4 h;Black, White;;;;;;
https://www.gsmarena.com/maxwest_orbit_z50-5641.php;https://fdn2.gsmarena.com/vv/bigpic/maxwest-orbit-z50.jpg;Maxwest Orbit Z50;Released 2013, June;170g, 8.9mm thickness;Android 4.1.2;4GB 1GB RAM storage, microSDHC slot;6;N/A;141,235 hits;"5.0""";540x960 pixels;1 GB RAM;Snapdragon S4 Play;2000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1900  - D570a;HSPA 7.2/5.76 Mbps;2013, June. Released 2013, June;Discontinued;143 x 72 x 8.9 mm (5.63 x 2.83 x 0.35 in);170 g (6.00 oz);Dual SIM (Mini-SIM, dual stand-by);LED-backlit IPS LCD;5.0 inches, 68.9 cm(~66.9% screen-to-body ratio);540 x 960 pixels, 16:9 ratio (~220 ppi density);Android 4.1.2 (Jelly Bean);Qualcomm MSM8225Q Snapdragon S4 Play;Quad-core 1.2 GHz Cortex-A5;Adreno 203;microSDHC (dedicated slot);4GB 1GB RAM;8 MP, AF;Dual-LED flash;720p@30fps;2 MP;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;3.0, A2DP;GPS;No;Stereo FM radio;microUSB 2.0;Accelerometer, gyro, proximity, compass;Li-Ion 2000 mAh, removable;Up to 900 h (2G) / Up to 750 h (3G);Up to 24 h (2G) / Up to 10 h (3G);Black, White, Pink;;;;;;
https://www.gsmarena.com/maxwest_orbit_5400-5640.php;https://fdn2.gsmarena.com/vv/bigpic/maxwest-orbit-5400.jpg;Maxwest Orbit 5400;Released 2013, June;170g, 9.6mm thickness;Android 4.1.2;4GB 512MB RAM storage, microSDHC slot;1;N/A;93,740 hits;"5.0""";540x960 pixels;512 MB RAM;MT6577;2000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1900;HSPA 7.2/5.76 Mbps;2013, April. Released 2013, June;Discontinued;143 x 74.2 x 9.6 mm (5.63 x 2.92 x 0.38 in);170 g (6.00 oz);Dual SIM;TFT;5.0 inches, 68.9 cm(~65.0% screen-to-body ratio);540 x 960 pixels, 16:9 ratio (~220 ppi density);Android 4.1.2 (Jelly Bean);Mediatek MT6577 (40 nm);Dual-core 1.0 GHz Cortex-A9;PowerVR SGX531u;microSDHC (dedicated slot);4GB 512MB RAM;8 MP, AF;LED flash;1080p@30fps;VGA;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;3.0, A2DP;GPS;No;Stereo FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 2000 mAh, removable;Up to 900 h (2G) / Up to 750 h (3G);Up to 24 h (2G) / Up to 10 h (3G);Black, Black/Red, White;;;;;;
https://www.gsmarena.com/maxwest_orbit_4600-5639.php;https://fdn2.gsmarena.com/vv/bigpic/maxwest-orbit-4600.jpg;Maxwest Orbit 4600;Released 2013, July;170g, 8.9mm thickness;Android 4.2.2;4GB 512MB RAM storage, microSDHC slot;2;N/A;104,790 hits;"4.7""";480x854 pixels;512 MB RAM;Broadcom BCM21663;1700 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1900;HSPA 21.1/5.76 Mbps;2013, May. Released 2013, July;Discontinued;136.5 x 70 x 8.9 mm (5.37 x 2.76 x 0.35 in);170 g (6.00 oz);Dual SIM (Mini-SIM, dual stand-by);TFT;4.7 inches, 60.9 cm(~63.7% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~208 ppi density);Android 4.2.2 (Jelly Bean);Broadcom BCM21663;1.2 GHz dual-core Cortex-A9;Broadcom VideoCore IV;microSDHC (dedicated slot);4GB 512MB RAM;5 MP, AF;LED flash;720p@30fps;VGA;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;3.0, A2DP;GPS;No;Stereo FM radio;microUSB 2.0;Accelerometer, gyro, proximity, compass;Li-Ion 1700 mAh, removable;Up to 900 h (2G) / Up to 750 h (3G);Up to 24 h (2G) / Up to 10 h (3G);Black, Black/Blue, Black/Red, White;;;;;;
https://www.gsmarena.com/maxwest_mx_200tv-5638.php;https://fdn2.gsmarena.com/vv/bigpic/maxwest-mx-200tv.jpg;Maxwest MX-200TV;Released 2013, September;69g, 11mm thickness;Feature phone;32MB RAM storage, microSDHC slot;1;N/A;85,185 hits;"2.0""";176x220 pixels;32 MB RAM;MT6250;800 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;;;2013, July. Released 2013, September;Discontinued;102 x 57 x 11 mm (4.02 x 2.24 x 0.43 in);69 g (2.43 oz);Dual SIM (Mini-SIM);TFT, 256K colors;2.0 inches, 12.6 cm(~21.7% screen-to-body ratio);176 x 220 pixels (~141 ppi density);;Mediatek MT6250;;;microSDHC (dedicated slot);32MB RAM, 32MB ROM;1.3 MP;;Yes;No;;No;2.1;No;No;"Stereo FM radio; built-in antenna";miniUSB;;Li-Ion 800 mAh, removable;Up to 500 h;Up to 10 h;Black/Blue, Black/Pink, White;;;Class 12;Class 12;Analog TVSNS appsMP3/AAC+/WAV/WMA playerMP4/H.264 playerPredictive text input;
https://www.gsmarena.com/maxwest_mx_100-5637.php;https://fdn2.gsmarena.com/vv/bigpic/maxwest-mx-100.jpg;Maxwest MX-100;Released 2013, July;73g, 14mm thickness;Feature phone;32MB RAM storage, microSDHC slot;2;N/A;80,440 hits;"1.8""";128x160 pixels;32 MB RAM;;800 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;;;2013, July. Released 2013, July;Discontinued;110 x 45 x 14 mm (4.33 x 1.77 x 0.55 in);73 g (2.57 oz);Dual SIM (Mini-SIM);TFT, 65K colors;1.8 inches, 10.2 cm(~20.6% screen-to-body ratio);128 x 160 pixels (~114 ppi density);;;;;microSDHC (dedicated slot);32MB RAM, 32MB ROM;VGA;;Yes;No;;No;2.1;No;No;"Stereo FM radio; built-in antenna";miniUSB;;Li-Ion 800 mAh, removable;Up to 800 h;Up to 8 h;Black, White, Red, Blue;;;Yes;No;;Flashlight
