Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;net4g;speed;year;status;dimensions;weight;sim;displaytype;displaysize;displayresolution;os;chipset;cpu;gpu;memoryslot;internalmemory;memoryother;cam1modules;cam1features;cam1video;cam2modules;cam2video;wlan;bluetooth;gps;nfc;radio;usb;sensors;batdescription1;colors;price;build;net5g;models;displayprotection;cam2features;batstandby1;battalktime1;sar-eu;batmusicplayback1;gprstext;edge;bodyother;displayother
https://www.gsmarena.com/lava_iris_x1_grand-7125.php;https://fdn2.gsmarena.com/vv/bigpic/lava-x1-g.jpg;Lava Iris X1 Grand;Released 2015, January;152g, 9.2mm thickness;Android 4.4.2, up to 5.0;8GB storage, microSDHC;10;N/A;631,430 hits;"5.0""";480x854 pixels;1 GB RAM;MT6582M;2200 mAh Li-Po;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 2100;;HSPA;2015, January. Released 2015, January;Discontinued;144 x 72 x 9.2 mm (5.67 x 2.83 x 0.36 in);152 g (5.36 oz);Dual SIM;IPS LCD;5.0 inches, 68.9 cm(~66.4% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~196 ppi density);Android 4.4.2 (KitKat), upgradable to 5.0 (Lollipop);Mediatek MT6582M (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSDHC;8GB 1GB RAM;;8 MP, AF;Dual-LED flash;1080p@30fps;2 MP;;Wi-Fi 802.11 b/g/n;4.0, LE;A-GPS;No;FM radio, recording;microUSB 2.0;Accelerometer, proximity;Li-Po 2200 mAh, removable;Black-gold, White-silver, White-gold;About 110 EUR;;;;;;Up to 200 h (3G);Up to 10 h (3G);;;;;;
https://www.gsmarena.com/lava_iris_x1_mini-7124.php;https://fdn2.gsmarena.com/vv/bigpic/lava-x1-m.jpg;Lava Iris X1 mini;Released 2015, January;116g, 9mm thickness;Android 4.4.2;4GB 512MB RAM storage, microSDHC slot;3;N/A;282,882 hits;"4.0""";480x800 pixels;512 MB RAM;Spreadtrum 7731;1750 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 2100;;HSPA;2015, January. Released 2015, January;Discontinued;123.5 x 63.4 x 9 mm (4.86 x 2.50 x 0.35 in);116 g (4.09 oz);Dual SIM;IPS LCD;4.0 inches, 45.5 cm(~58.2% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~233 ppi density);Android 4.4.2 (KitKat);Spreadtrum 7731;Quad-core 1.2 GHz;Mali-400;microSDHC;4GB 512MB RAM;;5 MP;LED flash;720p;VGA;;Wi-Fi 802.11 b/g/n;2.1;A-GPS;No;FM radio, recording;microUSB 2.0;Accelerometer, proximity;Li-Ion 1750 mAh, removable;Ink Black,white-silver, Black-gold;;;;;;;;Up to 10 h (3G);;;;;;
https://www.gsmarena.com/lava_iris_alfa-7126.php;https://fdn2.gsmarena.com/vv/bigpic/lava-alfa.jpg;Lava Iris Alfa;Released 2015, January;158g, 9.3mm thickness;Android 4.4.2;8GB storage, microSDHC;5;N/A;198,049 hits;"5.0""";480x854 pixels;1 GB RAM;Spreadtrum 7731;2200 mAh Li-Po;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 2100;;HSPA;2015, January. Released 2015, January;Discontinued;141 x 71.4 x 9.3 mm (5.55 x 2.81 x 0.37 in);158 g (5.57 oz);Dual SIM;IPS LCD;5.0 inches, 68.9 cm(~68.4% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~196 ppi density);Android 4.4.2 (KitKat);Spreadtrum 7731;Quad-core 1.2 GHz;Mali-400;microSDHC;8GB 1GB RAM;;5 MP, AF;LED flash;720p;VGA;;Wi-Fi 802.11 b/g/n;2.1;A-GPS;No;FM radio, recording;microUSB 2.0;Accelerometer, proximity;Li-Po 2200 mAh, removable;Black, White;;;;;;;;Up to 14 h 30 min (3G);;;;;;
https://www.gsmarena.com/lava_iris_x8-7023.php;https://fdn2.gsmarena.com/vv/bigpic/lava-iris-x8.jpg;Lava Iris X8;Released 2015, February;160g, 8.6mm thickness;Android 4.4.2, up to 5.1;8GB/16GB storage, microSDHC;59;N/A;3,498,699 hits;"5.0""";720x1280 pixels;1/2 GB RAM;;2500 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 2100;;HSPA;2015, February. Released 2015, February;Discontinued;143.4 x 71 x 8.6 mm (5.65 x 2.80 x 0.34 in);160 g (5.64 oz);Dual SIM;IPS LCD;5.0 inches, 68.9 cm(~67.7% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Android 4.4.2 (KitKat), upgradable to 5.1 (Lollipop);;Octa-core 1.4 GHz Cortex-A7;;microSDHC (dedicated slot);8GB 1GB RAM, 16GB 2GB RAM;;8 MP;Dual-LED flash, HDR, panorama;Yes;3 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Po 2500 mAh, non-removable;Black, White;About 130 EUR;;;;Asahi Dragontrail Glass;;Up to 291 h;Up to 14 h (2G) / Up to 9 h 40 min (3G);;;;;;
https://www.gsmarena.com/lava_iris_470-7029.php;https://fdn2.gsmarena.com/vv/bigpic/lava-iris-470.jpg;Lava Iris 470;Released 2015, January;10.5mm thickness;Android 4.4.2;4GB 512MB RAM storage, microSDHC slot;3;N/A;118,322 hits;"4.5""";480x854 pixels;512 MB RAM;;1650 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 2100;;HSPA;2015, January. Released 2015, January;Discontinued;134 x 66 x 10.5 mm (5.28 x 2.60 x 0.41 in);-;Dual SIM;IPS LCD;4.5 inches, 55.8 cm(~63.1% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~218 ppi density);Android 4.4.2 (KitKat);;Dual-core 1.3 GHz;;microSDHC;4GB 512MB RAM;;5 MP, AF;LED flash, HDR, panorama;Yes;VGA;;Wi-Fi 802.11 b/g/n;3.0;A-GPS;No;FM radio;microUSB 2.0;Accelerometer;Li-Ion 1650 mAh, removable;Black;;;;;;;Up to 250 h;Up to 17 h 30 min;;;;;;
https://www.gsmarena.com/lava_iris_465-7028.php;https://fdn2.gsmarena.com/vv/bigpic/lava-465.jpg;Lava Iris 465;Released 2015, February;146g, 10mm thickness;Android 4.4.2;4GB 512MB RAM storage, microSDHC slot;4;N/A;117,902 hits;"4.5""";480x854 pixels;512 MB RAM;;1750 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 2100;;HSPA 21.1/5.76 Mbps;2015, February. Released 2015, February;Discontinued;134.4 x 68 x 10 mm (5.29 x 2.68 x 0.39 in);146 g (5.15 oz);Dual SIM;TFT;4.5 inches, 55.8 cm(~61.1% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~218 ppi density);Android 4.4.2 (KitKat);;Dual-core 1.3 GHz;;microSDHC;4GB 512MB RAM;;3.15 MP;LED flash, panorama;Yes;VGA;;Wi-Fi 802.11 b/g/n;3.0;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 1750 mAh, removable;Black, White;;;;;;;Up to 250 h;Up to 10 h 40 min;;;;;;
https://www.gsmarena.com/lava_iris_401-7027.php;https://fdn2.gsmarena.com/vv/bigpic/lava-iris-401.jpg;Lava Iris 401;Released 2015, January;10.4mm thickness;Android 4.2.2;512MB 256MB RAM storage, microSDHC slot;3;N/A;70,919 hits;"4.0""";480x800 pixels;256 MB RAM;;1450 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;;;;2015, January. Released 2015, January;Discontinued;126 x 65 x 10.4 mm (4.96 x 2.56 x 0.41 in);-;Dual SIM;TFT;4.0 inches, 45.5 cm(~55.6% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~233 ppi density);Android 4.2.2 (Jelly Bean);;Dual-core 1.3 GHz;;microSDHC;512MB 256MB RAM;;3.15 MP;LED flash;Yes;VGA;;Wi-Fi 802.11 a/b/g/n, dual-band, hotspot;3.0;A-GPS;No;FM radio;microUSB 2.0;Accelerometer;Li-Ion 1450 mAh, removable;Black, Blue, Red;;;;;;;Up to 250 h;Up to 9 h 40 min;;;Yes;Yes;;
https://www.gsmarena.com/lava_iris_350-7025.php;https://fdn2.gsmarena.com/vv/bigpic/lava-iris-350.jpg;Lava Iris 350;Released 2015, January;12.4mm thickness;Android 4.4.2;512MB 256MB RAM storage, microSDHC slot;2;N/A;67,378 hits;"3.5""";320x480 pixels;256 MB RAM;;1400 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 2100;;HSPA;2015, January. Released 2015, January;Discontinued;113.5 x 60.5 x 12.4 mm (4.47 x 2.38 x 0.49 in);-;Dual SIM;TFT;3.5 inches, 36.5 cm(~53.1% screen-to-body ratio);320 x 480 pixels, 3:2 ratio (~165 ppi density);Android 4.4.2 (KitKat);;1.0 GHz;;microSDHC;512MB 256MB RAM;;2 MP;LED flash;Yes;VGA;;Wi-Fi 802.11 b/g/n;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer;Li-Ion 1400 mAh, removable;Black, White;;;;;;;Up to 250 h;Up to 9 h 40 min;;;;;;
https://www.gsmarena.com/lava_iris_348-7026.php;https://fdn2.gsmarena.com/vv/bigpic/lava-iris-348.jpg;Lava Iris 348;Released 2015, February;11.3mm thickness;Android 4.4.2;512MB 256MB RAM storage, microSDHC slot;4;N/A;70,536 hits;"3.5""";320x480 pixels;256 MB RAM;;1100 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;;;;2015, February. Released 2015, February;Discontinued;116 x 61.6 x 11.3 mm (4.57 x 2.43 x 0.44 in);-;Dual SIM;TFT;3.5 inches, 36.5 cm(~51.0% screen-to-body ratio);320 x 480 pixels, 3:2 ratio (~165 ppi density);Android 4.4.2 (KitKat);;1.0 GHz;;microSDHC;512MB 256MB RAM;;2 MP;;Yes;VGA;;Wi-Fi 802.11 b/g/n;2.1;No;No;FM radio;microUSB 2.0;Accelerometer;Li-Ion 1100 mAh, removable;Black, White;;;;;;;Up to 250 h;Up to 8 h;;;Yes;Yes;;
https://www.gsmarena.com/lava_iris_325_style-7024.php;https://fdn2.gsmarena.com/vv/bigpic/lava-iris-325.jpg;Lava Iris 325 Style;Released 2015, February;11.2mm thickness;Android 4.4.2;512MB 256MB RAM storage, microSDHC slot;2;N/A;82,040 hits;"3.5""";320x480 pixels;256 MB RAM;;1400 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;;;;2015, February. Released 2015, February;Discontinued;118 x 63 x 11.2 mm (4.65 x 2.48 x 0.44 in);-;Dual SIM;TFT;3.5 inches, 36.5 cm(~49.1% screen-to-body ratio);320 x 480 pixels, 3:2 ratio (~165 ppi density);Android 4.4.2 (KitKat);;Dual-core 1.3 GHz;;microSDHC;512MB 256MB RAM;;2 MP;LED flash;Yes;VGA;;Wi-Fi 802.11 b/g/n;3.0;No;No;FM radio;microUSB 2.0;Accelerometer;Li-Ion 1400 mAh, removable;Black, White;;;;;;;Up to 250 h;Up to 15 h;;;Yes;Yes;;
https://www.gsmarena.com/lava_iris_fuel_60-6888.php;https://fdn2.gsmarena.com/vv/bigpic/lava-fuel-60.jpg;Lava Iris Fuel 60;Released 2014, December;174g, 10.2mm thickness;Android 4.4.2;8GB storage, microSDHC;20;N/A;599,769 hits;"5.0""";720x1280 pixels;1 GB RAM;;4000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 2100;;HSPA;2014, December. Released 2014, December;Discontinued;144.8 x 72.8 x 10.2 mm (5.70 x 2.87 x 0.40 in);174 g (6.14 oz);Dual SIM;IPS LCD;5.0 inches, 68.9 cm(~65.4% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Android 4.4.2 (KitKat);;Quad-core 1.3 GHz;;microSDHC;8GB 1GB RAM;;10 MP, AF;LED flash, HDR, panorama;Yes;2 MP;;Wi-Fi 802.11 b/g/n, hotspot;3.0;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity, compass;Li-Po 4000 mAh, removable;Black, White;About 130 EUR;;;;;;;Up to 32 h (2G) / Up to 13 h 30 min (3G);;;;;;
https://www.gsmarena.com/lava_iris_win1-6845.php;https://fdn2.gsmarena.com/vv/bigpic/lava-iris-win1.jpg;Lava Iris Win1;Released 2014, December;11mm thickness;Microsoft Windows Phone 8.1;8GB storage, microSDHC;26;N/A;268,995 hits;"4.0""";480x800 pixels;1 GB RAM;Snapdragon 200;1950 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;;HSPA 21.1/5.76 Mbps;2014, December. Released 2014, December;Discontinued;125 x 64.3 x 11 mm (4.92 x 2.53 x 0.43 in);-;Dual SIM (Mini-SIM, dual stand-by);TFT;4.0 inches, 45.5 cm(~56.7% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~233 ppi density);Microsoft Windows Phone 8.1;Qualcomm Snapdragon 200 (28 nm);Quad-core 1.2 GHz Cortex-A7;Adreno 302;microSDHC;8GB 1GB RAM;eMMC 4.5;5 MP, AF;LED flash, panorama;Yes;VGA;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;3.0, A2DP;A-GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 1950 mAh, removable;Black;About 70 EUR;;;;;;;;;;;;;
https://www.gsmarena.com/lava_iris_250-6771.php;https://fdn2.gsmarena.com/vv/bigpic/lava-Iris-250.jpg;Lava Iris 250;Released 2014, August;9.8mm thickness;Android 4.4.2;4GB 512MB RAM storage, microSDHC slot;8;N/A;199,568 hits;"4.0""";480x800 pixels;512 MB RAM;;1450 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 2100;;Yes, 384 kbps;2014, August. Released 2014, August;Discontinued;121.5 x 63.9 x 9.8 mm (4.78 x 2.52 x 0.39 in);-;Dual SIM;TFT;4.0 inches, 45.5 cm(~58.7% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~233 ppi density);Android 4.4.2 (KitKat);;Dual-core 1.0 GHz;;microSDHC;4GB 512MB RAM;;3.15 MP;Dual-LED flash;Yes;VGA;;Wi-Fi 802.11 a/b/g/n, dual-band;2.1;GPS;No;FM radio, RDS;microUSB 2.0;Accelerometer, proximity;Li-Ion 1450 mAh, removable;Black, White, Purple;;;;;;;Up to 250 h;Up to 11 h 30 min;;;;;;
https://www.gsmarena.com/lava_iris_400s-6770.php;https://fdn2.gsmarena.com/vv/bigpic/lava-Iris-400s.jpg;Lava Iris 400s;Released 2014, August;10.2mm thickness;Android 4.4.2;4GB 512MB RAM storage, microSDHC slot;5;N/A;123,885 hits;"4.0""";480x800 pixels;512 MB RAM;;1400 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 2100;;Yes, 384 kbps;2014, August. Released 2014, August;Discontinued;125 x 64 x 10.2 mm (4.92 x 2.52 x 0.40 in);-;Dual SIM;IPS LCD;4.0 inches, 45.5 cm(~56.9% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~233 ppi density);Android 4.4.2 (KitKat);;Dual-core 1.2 GHz;;microSDHC;4GB 512MB RAM;;5 MP;LED flash, panorama;Yes;VGA;;Wi-Fi 802.11 a/b/g/n, dual-band;3.0;GPS;No;FM radio;microUSB 2.0;Accelerometer;Li-Ion 1400 mAh, removable;Black, Silver;;;;;;;Up to 150 h;Up to 10 h 25 min;;;;;;
https://www.gsmarena.com/lava_iris_352_flair-6769.php;https://fdn2.gsmarena.com/vv/bigpic/lava-Iris-352.jpg;Lava Iris 352 Flair;Released 2014, August;10.6mm thickness;Android 4.4.2;2GB 256MB RAM storage, microSDHC slot;5;N/A;82,427 hits;"3.5""";320x480 pixels;256 MB RAM;;1200 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;;;;2014, August. Released 2014, August;Discontinued;117 x 61 x 10.6 mm (4.61 x 2.40 x 0.42 in);-;Dual SIM;TFT;3.5 inches, 36.5 cm(~51.1% screen-to-body ratio);320 x 480 pixels, 3:2 ratio (~165 ppi density);Android 4.4.2 (KitKat);;Dual-core 1.3 GHz;;microSDHC;2GB 256MB RAM;;2 MP;Panorama;Yes;VGA;;Wi-Fi 802.11 b/g/n;3.0;No;No;FM radio;microUSB 2.0;Accelerometer;Li-Ion 1200 mAh, removable;Champagne Gold, Rose Gold;;;;;;;;Up to 10 h 30 min;;;Yes;Yes;;
https://www.gsmarena.com/lava_iris_404_flair-6768.php;https://fdn2.gsmarena.com/vv/bigpic/lava-Iris-404f.jpg;Lava Iris 404 Flair;Released 2014, August;10.2mm thickness;Android 4.4.2;4GB 512MB RAM storage, microSDHC slot;4;N/A;115,952 hits;"4.0""";480x800 pixels;512 MB RAM;;1400 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 2100;;Yes, 384 kbps;2014, August. Released 2014, August;Discontinued;125 x 64 x 10.2 mm (4.92 x 2.52 x 0.40 in);-;Dual SIM;TFT;4.0 inches, 45.5 cm(~56.9% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~233 ppi density);Android 4.4.2 (KitKat);;Dual-core 1.3 GHz;;microSDHC;4GB 512MB RAM;;5 MP;LED flash, panorama;Yes;VGA;;Wi-Fi 802.11 a/b/g/n, dual-band;3.0;A-GPS;No;FM radio;microUSB 2.0;Accelerometer;Li-Ion 1400 mAh, removable;Champagne Gold, Silver, Blue;;;;;;;Up to 250 h;Up to 5 h;;;;;;
https://www.gsmarena.com/lava_iris_400q-6767.php;https://fdn2.gsmarena.com/vv/bigpic/lava-Iris-400q.jpg;Lava Iris 400Q;Released 2014, August;10mm thickness;Android 4.4.2;4GB 512MB RAM storage, microSDHC slot;4;N/A;91,015 hits;"4.0""";480x800 pixels;512 MB RAM;;1700 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 2100;;Yes, 384 kbps;2014, August. Released 2014, August;Discontinued;129 x 63 x 10 mm (5.08 x 2.48 x 0.39 in);-;Dual SIM;TFT;4.0 inches, 45.5 cm(~56.0% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~233 ppi density);Android 4.4.2 (KitKat);;Quad-core 1.2 GHz;;microSDHC;4GB 512MB RAM;;5 MP;LED flash;Yes;VGA;;Wi-Fi 802.11 b/g/n;4.0, A2DP;A-GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 1700 mAh, removable;Black, White;;;;;;;Up to 153 h;Up to 9 h 10 min;;;;;;
https://www.gsmarena.com/lava_iris_410-6766.php;https://fdn2.gsmarena.com/vv/bigpic/lava-Iris-410.jpg;Lava Iris 410;Released 2014, September;9.9mm thickness;Android 4.4.2;4GB 512MB RAM storage, microSDHC slot;3;N/A;114,316 hits;"4.0""";480x800 pixels;512 MB RAM;;1500 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;;;;2014, September. Released 2014, September;Discontinued;124 x 64.5 x 9.9 mm (4.88 x 2.54 x 0.39 in);-;Dual SIM;TFT;4.0 inches, 45.5 cm(~56.9% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~233 ppi density);Android 4.4.2 (KitKat);;Dual-core 1.3 GHz;;microSDHC;4GB 512MB RAM;;3.15 MP;Panorama;Yes;VGA;;Wi-Fi 802.11 a/b/g/n, dual-band;4.0, A2DP;A-GPS;No;FM radio;microUSB 2.0;Accelerometer;Li-Ion 1500 mAh, removable;Black;;;;;;;Up to 250 h;Up to 9 h 45 min;;;Yes;Yes;;
https://www.gsmarena.com/lava_iris_fuel_50-6765.php;https://fdn2.gsmarena.com/vv/bigpic/lava-fuel-50.jpg;Lava Iris Fuel 50;Released 2014, October;160g, 9.5mm thickness;Android 4.4.2;8GB storage, microSDHC;22;0.1%;1,119,201 hits;"5.0""";480x854 pixels;1 GB RAM;;3000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 2100;;HSPA;2014, October. Released 2014, October;Discontinued;144.8 x 72.9 x 9.5 mm (5.70 x 2.87 x 0.37 in);160 g (5.64 oz);Dual SIM;IPS LCD;5.0 inches, 74.4 cm(~70.5% screen-to-body ratio);480 x 854 pixels, 3:2 ratio;Android 4.4.2 (KitKat);;Quad-core 1.3 GHz;;microSDHC;8GB 1GB RAM;;8 MP, AF;Dual-LED flash;Yes;2 MP;;Wi-Fi 802.11 b/g/n;4.0, A2DP, LE;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Po 3000 mAh, removable;Black;About 100 EUR;;;;;;Up to 370 h;Up to 17 h (2G) / Up to 13 h (3G);;;;;;
https://www.gsmarena.com/lava_iris_310_style-6668.php;https://fdn2.gsmarena.com/vv/bigpic/lava-iris-310.jpg;Lava Iris 310 Style;Released 2014, August;;Android 4.4.2;2GB 256MB RAM storage, microSDHC slot;12;N/A;127,311 hits;"3.5""";320x480 pixels;256 MB RAM;;1400 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;;;;2014, August. Released 2014, August;Discontinued;-;-;Dual SIM;TFT;3.5 inches, 36.5 cm;320 x 480 pixels, 3:2 ratio (~165 ppi density);Android 4.4.2 (KitKat);;Dual-core 1.3 GHz;;microSDHC;2GB 256MB RAM;;2 MP;LED flash;Yes;VGA;;Wi-Fi 802.11 b/g/n;3.0;No;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 1400 mAh, removable;Brown, Black, White, Blue;;;;;;;Up to 290 h;Up to 11 h 45 m;;;Yes;Yes;;
https://www.gsmarena.com/lava_iris_360_music-6667.php;https://fdn2.gsmarena.com/vv/bigpic/lava-iris-360.jpg;Lava Iris 360 Music;Released 2014, August;;Android 4.2;4GB 512MB RAM storage, microSDHC slot;10;N/A;126,011 hits;"3.5""";320x480 pixels;512 MB RAM;;1400 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 2100;;Yes, 384 kbps;2014, August. Released 2014, August;Discontinued;-;-;Dual SIM;TFT;3.5 inches, 36.5 cm;320 x 480 pixels, 3:2 ratio (~165 ppi density);Android 4.2 (Jelly Bean);;Dual-core 1.0 GHz;;microSDHC;4GB 512MB RAM;;3.15 MP;LED flash;Yes;VGA;;Wi-Fi 802.11 b/g/n;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 1400 mAh, removable;White, Black, Grey;;;;;;;Up to 250 h;Up to 6 h;;;;;;
https://www.gsmarena.com/lava_iris_460-6666.php;https://fdn2.gsmarena.com/vv/bigpic/lava-iris-460.jpg;Lava Iris 460;Released 2014, August;;Android 4.4.2;8GB storage, microSDHC;10;N/A;134,241 hits;"4.5""";480x854 pixels;1 GB RAM;;1650 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 2100;;HSPA;2014, August. Released 2014, August;Discontinued;-;-;Dual SIM;IPS LCD;4.5 inches, 55.8 cm;480 x 854 pixels, 16:9 ratio (~218 ppi density);Android 4.4.2 (KitKat);;Dual-core 1.3 GHz;Mali-400;microSDHC;8GB 1GB RAM;;5 MP;LED flash, panorama, HDR;720p;VGA;;Wi-Fi 802.11 b/g/n;4.0, A2DP, LE;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 1650 mAh, removable;Black, Grey;;;;;;;Up to 250 h;Up to 6 h;;;;;;
https://www.gsmarena.com/lava_iris_x5-6628.php;https://fdn2.gsmarena.com/vv/bigpic/lava-iris-x5.jpg;Lava Iris X5;Released 2014, September;134g, 7.7mm thickness;Android 4.4.2;8GB storage, microSDHC;41;N/A;2,951,991 hits;"5.0""";720x1280 pixels;1 GB RAM;;2100 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 2100;;HSPA;2014, September. Released 2014, September;Discontinued;143.5 x 71.5 x 7.7 mm (5.65 x 2.81 x 0.30 in);134 g (4.73 oz);Dual SIM;IPS LCD;5.0 inches, 68.9 cm(~67.2% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Android 4.4.2 (KitKat);;Quad-core 1.2 GHz;Broadcom VideoCore IV;microSDHC;8GB 1GB RAM;;8 MP, AF;LED flash;1080p@30fps;5 MP;;Wi-Fi 802.11 b/g/n;4.0, LE;GPS, GLONASS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 2100 mAh, removable;Black, White, Grey;About 110 EUR;;;;;LED flash;Up to 200 h (2G) / Up to 200 h (3G);Up to 6 h (2G) / Up to 4 h (3G);;;;;;
https://www.gsmarena.com/lava_iris_pro_30+-6605.php;https://fdn2.gsmarena.com/vv/bigpic/lava-iris-pro-30-plus.jpg;Lava Iris Pro 30+;Released 2014, August;116g, 7.9mm thickness;Android 4.2;16GB storage, microSDHC;13;N/A;220,799 hits;"4.7""";720x1280 pixels;1 GB RAM;;2000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 2100;;HSPA;2014, August. Released 2014, August;Discontinued;138 x 67.5 x 7.9 mm (5.43 x 2.66 x 0.31 in);116 g (4.09 oz);Dual SIM (Mini-SIM/ Micro-SIM);IPS LCD;4.7 inches, 60.9 cm(~65.4% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~312 ppi density);Android 4.2 (Jelly Bean);;Quad-core 1.5 GHz;PowerVR SGX544;microSDHC;16GB 1GB RAM;;13 MP, AF;Dual-LED flash, panorama, HDR;1080p, HDR;3 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0, OTG;Accelerometer, proximity;Li-Po 2000 mAh, removable;Grey/Black;About 150 EUR;;;;Asahi Dragontrail Glass;;Up to 390 h (2G) / Up to 285 h (3G);Up to 15 h (2G) / Up to 8 h (3G);;;;;;
https://www.gsmarena.com/lava_iris_402e-6468.php;https://fdn2.gsmarena.com/vv/bigpic/lava-402e.jpg;Lava Iris 402e;Released 2014, June;100g, 10.4mm thickness;Android 4.2.2;512MB 512MB RAM storage, microSDHC slot;11;N/A;166,019 hits;"4.0""";480x800 pixels;512 MB RAM;;1800 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;;;;2014, June. Released 2014, June;Discontinued;126 x 65 x 10.4 mm (4.96 x 2.56 x 0.41 in);100 g (3.53 oz);Dual SIM;TFT;4.0 inches, 45.5 cm(~55.6% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~233 ppi density);Android 4.2.2 (Jelly Bean);;Dual-core 1.3 GHz;Mali-400;microSDHC;512MB 512MB RAM;;3.15 MP;LED flash;Yes;VGA;;Wi-Fi 802.11 b/g/n;2.0;No;No;FM radio, recording;microUSB 2.0;Accelerometer;Li-Ion 1450 mAh, removable;Pink, Blue, Gray;;;;;;;Up to 200 h;Up to 9 h 40 min;;;Yes;Yes;;
