Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;net4g;net5g;speed;year;status;dimensions;weight;build;sim;bodyother;displaytype;displaysize;displayresolution;displayprotection;displayother;os;chipset;cpu;gpu;memoryslot;internalmemory;memoryother;cam1modules;cam1features;cam1video;cam2modules;cam2video;wlan;bluetooth;gps;nfc;radio;usb;sensors;batdescription1;colors;price;cam2features;batstandby1;battalktime1;batlife;featuresother;batmusicplayback1;tbench;sar-us;sar-eu;gprstext;edge
https://www.gsmarena.com/microsoft_lumia_640_xl_lte_dual_sim-7086.php;https://fdn2.gsmarena.com/vv/bigpic/nokia-lumia-640-xl-4g-ds.jpg;Microsoft Lumia 640 XL LTE Dual SIM;Released 2015, April;171g, 9mm thickness;Microsoft Windows Phone 8.1;8GB storage, microSDXC;173;0.1%;2,259,374 hits;"5.7""";720x1280 pixels;1 GB RAM;Snapdragon 400;3000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1700 / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 28, 38, 40;;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2015, March. Released 2015, April;Discontinued;157.9 x 81.5 x 9 mm (6.22 x 3.21 x 0.35 in);171 g (6.03 oz);;Dual SIM (Micro-SIM, dual stand-by);;IPS LCD;5.7 inches, 88.9 cm(~69.1% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~259 ppi density);Corning Gorilla Glass 3;ClearBlack display;Microsoft Windows Phone 8.1, upgradable to Microsoft Windows 10;Qualcomm MSM8226 Snapdragon 400 (28 nm);Quad-core 1.2 GHz Cortex-A7;Adreno 305;microSDXC (dedicated slot);8GB 1GB RAM;eMMC 4.5;"13 MP, f/2.0, 28mm (wide), 1/3"", AF";Zeiss optics, LED flash;1080p@30fps;5 MP;1080p@30fps;Wi-Fi 802.11 b/g/n, DLNA, hotspot;4.0, A2DP;GPS, GLONASS, BDS;Yes;FM radio;microUSB 2.0;Accelerometer, proximity, compass, sensor core;Li-Ion 3000 mAh, removable;Matte cyan, Orange, Black, Matte white, Glossy white;About 200 EUR;;Up to 936 h (2G) / Up to 936 h (3G);Up to 31 h 20 min (2G) / Up to 23 h 40 min (3G);;;;;;;;
https://www.gsmarena.com/microsoft_lumia_640_xl_lte-7087.php;https://fdn2.gsmarena.com/vv/bigpic/nokia-lumia-640-xl-4g.jpg;Microsoft Lumia 640 XL LTE;Released 2015, April;171g, 9mm thickness;Microsoft Windows Phone 8.1;8GB storage, microSDXC;123;0.1%;1,154,511 hits;"5.7""";720x1280 pixels;1 GB RAM;Snapdragon 400;3000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 7, 8, 20;;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2015, March. Released 2015, April;Discontinued;157.9 x 81.5 x 9 mm (6.22 x 3.21 x 0.35 in);171 g (6.03 oz);;Micro-SIM;;IPS LCD;5.7 inches, 88.9 cm(~69.1% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~259 ppi density);Corning Gorilla Glass 3;ClearBlack display;Microsoft Windows Phone 8.1, upgradable to Microsoft Windows 10;Qualcomm MSM8226 Snapdragon 400 (28 nm);Quad-core 1.2 GHz Cortex-A7;Adreno 305;microSDXC (dedicated slot);8GB 1GB RAM;eMMC 4.5;"13 MP, f/2.0, 28mm (wide), 1/3"", AF";Zeiss optics, LED flash;1080p@30fps;5 MP;1080p@30fps;Wi-Fi 802.11 b/g/n, DLNA, hotspot;4.0, A2DP;GPS, GLONASS, BDS;Yes;FM radio;microUSB 2.0;Accelerometer, proximity, compass, sensor core;Li-Ion 3000 mAh, removable;Matte cyan, Orange, Black, Matte white, Glossy white;About 200 EUR;;Up to 888 h (2G) / Up to 888 h (3G);Up to 30 h 20 min (2G) / Up to 24 h (3G);;;;;;;;
https://www.gsmarena.com/microsoft_lumia_640_xl_dual_sim-7085.php;https://fdn2.gsmarena.com/vv/bigpic/nokia-lumia-640-xl-3g-ds.jpg;Microsoft Lumia 640 XL Dual SIM;Released 2015, April;171g, 9mm thickness;Microsoft Windows Phone 8.1;8GB storage, microSDXC;178;0.1%;1,845,243 hits;"5.7""";720x1280 pixels;1 GB RAM;Snapdragon 400;3000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;;;HSPA 42.2/5.76 Mbps;2015, March. Released 2015, April;Discontinued;157.9 x 81.5 x 9 mm (6.22 x 3.21 x 0.35 in);171 g (6.03 oz);;Dual SIM (Micro-SIM, dual stand-by);;IPS LCD;5.7 inches, 88.9 cm(~69.1% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~259 ppi density);Corning Gorilla Glass 3;ClearBlack display;Microsoft Windows Phone 8.1, upgradable to Microsoft Windows 10;Qualcomm MSM8226 Snapdragon 400 (28 nm);Quad-core 1.2 GHz Cortex-A7;Adreno 305;microSDXC (dedicated slot);8GB 1GB RAM;eMMC 4.5;"13 MP, f/2.0, 28mm (wide), 1/3"", AF";Zeiss optics, LED flash;1080p@30fps;5 MP;1080p@30fps;Wi-Fi 802.11 b/g/n, DLNA, hotspot;4.0, A2DP;GPS, GLONASS, BDS;Yes;FM radio;microUSB 2.0;Accelerometer, proximity, compass, sensor core;Li-Ion 3000 mAh, removable;Matte cyan, Orange, Black, Matte white, Glossy white;About 170 EUR;;Up to 936 h (2G) / Up to 936 h (3G);Up to 31 h 20 min (2G) / Up to 23 h 40 min (3G);;;;;;;;
https://www.gsmarena.com/microsoft_lumia_640_xl-7084.php;https://fdn2.gsmarena.com/vv/bigpic/nokia-lumia-640-xl-3g.jpg;Microsoft Lumia 640 XL;Released 2015, April;171g, 9mm thickness;Microsoft Windows Phone 8.1;8GB storage, microSDXC;246;0.2%;6,022,537 hits;"5.7""";720x1280 pixels;1 GB RAM;Snapdragon 400;3000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1900 / 2100;;;HSPA 42.2/5.76 Mbps;2015, March. Released 2015, April;Discontinued;157.9 x 81.5 x 9 mm (6.22 x 3.21 x 0.35 in);171 g (6.03 oz);;Micro-SIM;;IPS LCD;5.7 inches, 88.9 cm(~69.1% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~259 ppi density);Corning Gorilla Glass 3;ClearBlack display;Microsoft Windows Phone 8.1, upgradable to Microsoft Windows 10;Qualcomm MSM8226 Snapdragon 400 (28 nm);Quad-core 1.2 GHz Cortex-A7;Adreno 305;microSDXC (dedicated slot);8GB 1GB RAM;eMMC 4.5;"13 MP, f/2.0, 28mm (wide), 1/3"", AF";Zeiss optics, LED flash;1080p@30fps;5 MP;1080p@30fps;Wi-Fi 802.11 b/g/n, DLNA, hotspot;4.0, A2DP;GPS, GLONASS, BDS;Yes;FM radio;microUSB 2.0;Accelerometer, proximity, compass, sensor core;Li-Ion 3000 mAh, removable;Matte cyan, Orange, Black, Matte white, Glossy white;About 170 EUR;;Up to 936 h (2G) / Up to 936 h (3G);Up to 31 h 20 min (2G) / Up to 23 h 40 min (3G);;;;;;;;
https://www.gsmarena.com/microsoft_lumia_640_lte_dual_sim-7083.php;https://fdn2.gsmarena.com/vv/bigpic/nokia-lumia-640-4g-ds.jpg;Microsoft Lumia 640 LTE Dual SIM;Released 2015, April;145g, 8.8mm thickness;Microsoft Windows Phone 8.1;8GB storage, microSDXC;80;0.1%;865,896 hits;"5.0""";720x1280 pixels;1 GB RAM;Snapdragon 400;2500 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1700 / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 28, 38, 40;;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2015, March. Released 2015, April;Discontinued;141.3 x 72.2 x 8.8 mm (5.56 x 2.84 x 0.35 in);145 g (5.11 oz);;Dual SIM (Micro-SIM, dual stand-by);;IPS LCD;5.0 inches, 68.9 cm(~67.6% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Corning Gorilla Glass 3;ClearBlack display;Microsoft Windows Phone 8.1, upgradable to Microsoft Windows 10;Qualcomm MSM8926 Snapdragon 400 (28 nm);Quad-core 1.2 GHz Cortex-A7;Adreno 305;microSDXC (dedicated slot);8GB 1GB RAM;eMMC 4.5;"8 MP, f/2.2, 28mm (wide), 1/4.0"", AF";LED flash;1080p@30fps;1 MP;720p;Wi-Fi 802.11 b/g/n, DLNA, hotspot;4.0, A2DP;GPS, GLONASS, BDS;Yes;FM radio;microUSB 2.0;Accelerometer, proximity, compass;Li-Ion 2500 mAh, removable;Glossy cyan, Orange, White, Matte black;About 150 EUR;;Up to 864 h (2G) / Up to 864 h (3G);Up to 26 h 30 min (2G) / Up to 17 h 30 min (3G);;;;;;;;
https://www.gsmarena.com/microsoft_lumia_640_lte-7055.php;https://fdn2.gsmarena.com/vv/bigpic/nokia-lumia-640-4g.jpg;Microsoft Lumia 640 LTE;Released 2015, April;145g, 8.8mm thickness;Microsoft Windows Phone 8.1;8GB storage, microSDXC;256;0.3%;6,904,838 hits;"5.0""";720x1280 pixels;1 GB RAM;Snapdragon 400;2500 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 7, 8, 20;;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2015, March. Released 2015, April;Discontinued;141.3 x 72.2 x 8.8 mm (5.56 x 2.84 x 0.35 in);145 g (5.11 oz);;Micro-SIM;;IPS LCD;5.0 inches, 68.9 cm(~67.6% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Corning Gorilla Glass 3;ClearBlack display;Microsoft Windows Phone 8.1, upgradable to Microsoft Windows 10;Qualcomm MSM8926 Snapdragon 400 (28 nm);Quad-core 1.2 GHz Cortex-A7;Adreno 305;microSDXC (dedicated slot);8GB 1GB RAM;eMMC 4.5;"8 MP, f/2.2, 28mm (wide), 1/4.0"", AF";LED flash;1080p@30fps;1 MP;720p;Wi-Fi 802.11 b/g/n, DLNA, hotspot;4.0, A2DP;GPS, GLONASS, BDS;Yes;FM radio;microUSB 2.0;Accelerometer, proximity, compass;Li-Ion 2500 mAh, removable;Glossy cyan, Orange, White, Matte black;About 120 EUR;;Up to 864 h (2G) / Up to 864 h (3G);Up to 26 h 30 min (2G) / Up to 17 h 30 min (3G);;;;;;;;
https://www.gsmarena.com/microsoft_lumia_640_dual_sim-7082.php;https://fdn2.gsmarena.com/vv/bigpic/nokia-lumia-640-3g-ds.jpg;Microsoft Lumia 640 Dual SIM;Released 2015, April;145g, 8.8mm thickness;Microsoft Windows Phone 8.1;8GB storage, microSDXC;132;0.1%;1,758,691 hits;"5.0""";720x1280 pixels;1 GB RAM;Snapdragon 400;2500 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;;;HSPA 42.2/5.76 Mbps;2015, March. Released 2015, April;Discontinued;141.3 x 72.2 x 8.8 mm (5.56 x 2.84 x 0.35 in);145 g (5.11 oz);;Dual SIM (Micro-SIM, dual stand-by);;IPS LCD;5.0 inches, 68.9 cm(~67.6% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Corning Gorilla Glass 3;ClearBlack display;Microsoft Windows Phone 8.1, upgradable to Microsoft Windows 10;Qualcomm MSM8926 Snapdragon 400 (28 nm);Quad-core 1.2 GHz Cortex-A7;Adreno 305;microSDXC (dedicated slot);8GB 1GB RAM;eMMC 4.5;"8 MP, f/2.2, 28mm (wide), 1/4.0"", AF";LED flash;1080p@30fps;1 MP;720p;Wi-Fi 802.11 b/g/n, DLNA, hotspot;4.0, A2DP;GPS, GLONASS, BDS;No;FM radio;microUSB 2.0;Accelerometer, proximity, compass;Li-Ion 2500 mAh, removable;Glossy cyan, Orange, White, Matte black;About 170 EUR;;Up to 840 h (2G) / Up to 840 h (3G);Up to 27 h 30 min (2G) / Up to 20 h 30 min (3G);;;;;;;;
https://www.gsmarena.com/microsoft_lumia_532_dual_sim-6951.php;https://fdn2.gsmarena.com/vv/bigpic/microsoft-lumia-532.jpg;Microsoft Lumia 532 Dual SIM;Released 2015, February;136.3g, 11.6mm thickness;Microsoft Windows Phone 8.1;8GB storage, microSDXC;76;0.1%;1,297,700 hits;"4.0""";480x800 pixels;1 GB RAM;Snapdragon 200;1560 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;;;HSPA 42.2/5.76 Mbps;2015, January. Released 2015, February;Discontinued;118.9 x 65.5 x 11.6 mm (4.68 x 2.58 x 0.46 in);136.3 g (4.80 oz);;Dual SIM (Micro-SIM, dual stand-by);;IPS LCD,;4.0 inches, 45.5 cm(~58.5% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~233 ppi density);;;Microsoft Windows Phone 8.1;Qualcomm MSM8212 Snapdragon 200 (28 nm);Quad-core 1.2 GHz Cortex-A7;Adreno 302;microSDXC (dedicated slot);8GB 1GB RAM;eMMC 4.5;"5 MP, f/2.4, 28mm (wide), 1/4.0""";;480p@30fps;VGA;480p;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;A-GPS, GLONASS;No;FM radio, RDS;microUSB 2.0;Accelerometer, proximity;Li-Ion 1560 mAh, removable;Black, White, Green, Orange;About 90 EUR;;Up to 528 h (2G) / Up to 528 h (3G);Up to 21 h (2G) / Up to 12 h (3G);;;Up to 61 h;;;;;
https://www.gsmarena.com/microsoft_lumia_532-6950.php;https://fdn2.gsmarena.com/vv/bigpic/microsoft-lumia-532.jpg;Microsoft Lumia 532;Released 2015, February;136.3g, 11.6mm thickness;Microsoft Windows Phone 8.1;8GB storage, microSDXC;89;0.1%;2,808,020 hits;"4.0""";480x800 pixels;1 GB RAM;Snapdragon 200;1560 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1900 / 2100;;;HSPA 42.2/5.76 Mbps;2015, January. Released 2015, February;Discontinued;118.9 x 65.5 x 11.6 mm (4.68 x 2.58 x 0.46 in);136.3 g (4.80 oz);;Micro-SIM;;IPS LCD,;4.0 inches, 45.5 cm(~58.5% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~233 ppi density);;;Microsoft Windows Phone 8.1;Qualcomm MSM8212 Snapdragon 200 (28 nm);Quad-core 1.2 GHz Cortex-A7;Adreno 302;microSDXC (dedicated slot);8GB 1GB RAM;eMMC 4.5;5 MP, f/2.4, 28mm (wide);;480p@30fps;VGA;480p;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;A-GPS, GLONASS;No;FM radio, RDS;microUSB 2.0;Accelerometer, proximity;Li-Ion 1560 mAh, removable;Black, White, Green, Orange;About 90 EUR;;Up to 528 h (2G) / Up to 528 h (3G);Up to 21 h (2G) / Up to 12 h (3G);;;Up to 61 h;;;;;
https://www.gsmarena.com/microsoft_lumia_435_dual_sim-6949.php;https://fdn2.gsmarena.com/vv/bigpic/microsoft-lumia-435.jpg;Microsoft Lumia 435 Dual SIM;Released 2015, February;134.1g, 11.7mm thickness;Microsoft Windows Phone 8.1, up to Windows 10;8GB storage, microSDXC;68;0.1%;1,337,430 hits;"4.0""";480x800 pixels;1 GB RAM;Snapdragon 200;1560 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;;;HSPA 42.2/5.76 Mbps;2015, January. Released 2015, February;Discontinued;118.1 x 64.7 x 11.7 mm (4.65 x 2.55 x 0.46 in);134.1 g (4.73 oz);;Dual SIM (Micro-SIM, dual stand-by);;IPS LCD,;4.0 inches, 45.5 cm(~59.6% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~233 ppi density);;;Microsoft Windows Phone 8.1, upgradable to Windows 10;Qualcomm MSM8210 Snapdragon 200 (28 nm);Dual-core 1.2 GHz Cortex-A7;Adreno 302;microSDXC (dedicated slot);8GB 1GB RAM;eMMC 4.5;"2 MP, f/2.7, 36mm (standard), 1/5.0""";;480p@30fps;VGA;480p;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;A-GPS, GLONASS;No;FM radio, RDS;microUSB 2.0;Accelerometer, proximity;Li-Ion 1560 mAh, removable;Black, White, Green, Orange;About 70 EUR;;Up to 504 h (2G) / Up to 504 h (3G);Up to 21 h (2G) / Up to 11 h 45 min (3G);;;Up to 64 h;;1.05 W/kg (head)     0.57 W/kg (body);0.58 W/kg (head)     0.54 W/kg (body);;
https://www.gsmarena.com/microsoft_lumia_435-6942.php;https://fdn2.gsmarena.com/vv/bigpic/microsoft-lumia-435.jpg;Microsoft Lumia 435;Released 2015, March;134.1g, 11.7mm thickness;Microsoft Windows Phone 8.1, up to Windows 10;8GB storage, microSDXC;96;0.1%;3,181,869 hits;"4.0""";480x800 pixels;1 GB RAM;Snapdragon 200;1560 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 900 / 2100;;;HSPA 42.2/5.76 Mbps;2015, January. Released 2015, March;Discontinued;118.1 x 64.7 x 11.7 mm (4.65 x 2.55 x 0.46 in);134.1 g (4.73 oz);;Micro-SIM;;IPS LCD,;4.0 inches, 45.5 cm(~59.6% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~233 ppi density);;;Microsoft Windows Phone 8.1, upgradable to Windows 10;Qualcomm MSM8210 Snapdragon 200 (28 nm);Dual-core 1.2 GHz Cortex-A7;Adreno 302;microSDXC (dedicated slot);8GB 1GB RAM;eMMC 4.5;"2 MP, f/2.7, 36mm (standard), 1/5.0""";;480p@30fps;VGA;480p;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;A-GPS, GLONASS;No;FM radio, RDS;microUSB 2.0;Accelerometer, proximity;Li-Ion 1560 mAh, removable;Black, White, Green, Orange;About 70 EUR;;Up to 504 h (2G) / Up to 504 h (3G);Up to 21 h (2G) / Up to 11 h 45 min (3G);;;Up to 64 h;;0.81 W/kg (head)     0.53 W/kg (body);0.58 W/kg (head)     0.54 W/kg (body);;
https://www.gsmarena.com/microsoft_lumia_535_dual_sim-6792.php;https://fdn2.gsmarena.com/vv/bigpic/nokia-lumia-535-ds.jpg;Microsoft Lumia 535 Dual SIM;Released 2014, December;146g, 8.8mm thickness;Microsoft Windows Phone 8.1;8GB storage, microSDXC;326;0.2%;8,825,440 hits;"5.0""";540x960 pixels;1 GB RAM;Snapdragon 200;1905 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 900 / 2100 - RM-1090;;;HSPA 42.2/5.76 Mbps;2014, November. Released 2014, December;Discontinued;140.2 x 72.4 x 8.8 mm (5.52 x 2.85 x 0.35 in);146 g (5.15 oz);;Dual SIM (Micro-SIM, dual stand-by);;IPS LCD;5.0 inches, 68.9 cm(~67.9% screen-to-body ratio);540 x 960 pixels, 16:9 ratio (~220 ppi density);Corning Gorilla Glass 3;;Microsoft Windows Phone 8.1;Qualcomm Snapdragon 200 (28 nm);Quad-core 1.2 GHz Cortex-A7;Adreno 302;microSDXC (dedicated slot);8GB 1GB RAM;eMMC 4.5;"5 MP, f/2.4, 28mm (wide), 1/4.0"", AF";LED flash;480p@30fps;5 MP;;Wi-Fi 802.11 b/g/n, DLNA, hotspot;4.0, A2DP, LE, aptX;GPS, GLONASS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 1905 mAh, removable (BL-L4A);Orange, green, white, black, gray, blue;About 80 EUR;;Up to 336 h;Up to 11 h (2G) / Up to 13 h (3G);;;Up to 78 h;;0.49 W/kg (head)     0.44 W/kg (body);0.60 W/kg (head)     0.55 W/kg (body);;
https://www.gsmarena.com/microsoft_lumia_535-6791.php;https://fdn2.gsmarena.com/vv/bigpic/nokia-lumia-535.jpg;Microsoft Lumia 535;Released 2014, December;146g, 8.8mm thickness;Microsoft Windows Phone 8.1;8GB storage, microSDXC;404;0.3%;17,592,439 hits;"5.0""";540x960 pixels;1 GB RAM;Snapdragon 200;1905 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 900 / 2100;;;HSPA 42.2/5.76 Mbps;2014, November. Released 2014, December;Discontinued;140.2 x 72.4 x 8.8 mm (5.52 x 2.85 x 0.35 in);146 g (5.15 oz);;Micro-SIM;;IPS LCD;5.0 inches, 68.9 cm(~67.9% screen-to-body ratio);540 x 960 pixels, 16:9 ratio (~220 ppi density);Corning Gorilla Glass 3;;Microsoft Windows Phone 8.1, upgradable to Microsoft Windows 10;Qualcomm Snapdragon 200 (28 nm);Quad-core 1.2 GHz Cortex-A7;Adreno 302;microSDXC (dedicated slot);8GB 1GB RAM;eMMC 4.5;"5 MP, f/2.4, 28mm (wide), 1/4.0"", AF";LED flash;480p@30fps;5 MP;720p;Wi-Fi 802.11 b/g/n, DLNA, hotspot;4.0, A2DP, LE, aptX;GPS, GLONASS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 1905 mAh, removable (BL-L4A);Orange, green, white, black, gray, blue;About 80 EUR;;Up to 552 h;Up to 11 h (2G) / Up to 13 h (3G);;;Up to 78 h;;0.46 W/kg (head)     0.38 W/kg (body);0.62 W/kg (head)     0.57 W/kg (body);;
https://www.gsmarena.com/microsoft_surface_2-5725.php;https://fdn2.gsmarena.com/vv/bigpic/microsoft-surface-2.jpg;Microsoft Surface 2;Released 2013, October;675.9g, 8.9mm thickness;Microsoft Windows RT;32GB/64GB storage, microSDXC;129;0.3%;1,419,952 hits;"10.6""";1920x1080 pixels;2 GB RAM;Nvidia Tegra 4 T40;;N/A;;;;;2013, September. Released 2013, October;Discontinued;274.6 x 172.5 x 8.9 mm (10.81 x 6.79 x 0.35 in);675.9 g (1.49 lb);;No;Built-in 2-stage kickstand;TFT;10.6 inches, 309.8 cm(~65.4% screen-to-body ratio);1920 x 1080 pixels, 16:9 ratio (~208 ppi density);;ClearType technology;Microsoft Windows RT;Nvidia Tegra 4 T40;Quad-core 1.7 GHz Cortex-A15;ULP GeForce (72 cores);microSDXC (dedicated slot);32GB 2GB RAM, 64GB 2GB RAM;;5 MP, AF;LED flash;1080p@30fps;3.5 MP;1080p@30fps;Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct;4.0, A2DP;No;No;No;USB 3.0, OTG;Accelerometer, gyro, compass;Li-Ion, non-removable;Dark Titanium;About 330 EUR;;;;;TV-out via HDMI portMP4/DivX/XviD/WMV/H.264 playerMP3/WAV/eAAC+/FLAC playerPhoto viewer/editorMicrosoft Office 2013 RTSkyDrive (200 GB cloud storage)Skype free international calls and Wi-Fi for 1 year;;;;;No;No
https://www.gsmarena.com/microsoft_surface-5082.php;https://fdn2.gsmarena.com/vv/bigpic/microsoft-surface.jpg;Microsoft Surface;Released 2012, November;680.4g, 9.4mm thickness;Microsoft Windows RT;32GB/64GB storage, microSDXC;95;0.6%;1,320,147 hits;"10.6""";1366x768 pixels;2 GB RAM;Nvidia Tegra 3 T30;;N/A;;;;;2012, October. Released 2012, November;Discontinued;274.6 x 172 x 9.4 mm (10.81 x 6.77 x 0.37 in);680.4 g (1.50 lb);;No;Built-in kickstand;TFT;10.6 inches, 309.7 cm(~65.6% screen-to-body ratio);1366 x 768 pixels, 16:9 ratio (~148 ppi density);;ClearType technology;Microsoft Windows RT;Nvidia Tegra 3 T30;Quad-core 1.3 GHz Cortex-A9;ULP GeForce;microSDXC (dedicated slot);32GB 2GB RAM, 64GB 2GB RAM;;1.2 MP;;720p;1.2 MP;720p@30fps;Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct;4.0, A2DP;No;No;No;USB 2.0, OTG;Accelerometer, gyro, compass;Li-Ion battery, non-removable (31.5 Wh);Dark Titanium;About 260 EUR;;Up to 360 h;Up to 8 h;;TV-outMP4/DivX/XviD/WMV/H.264 playerMP3/WAV/eAAC+/FLAC playerPhoto viewer/editorMicrosoft Office 2013 RT;;;;;No;No
https://www.gsmarena.com/microsoft_kin_twom-3635.php;https://fdn2.gsmarena.com/vv/bigpic/kin-twom.jpg;Microsoft Kin TWOm;Released 2010, November;133g, 16.3mm thickness;Feature phone;8GB storage, no card slot;39;N/A;443,621 hits;"3.4""";320x480 pixels;256 MB RAM;Nvidia Tegra;1240 mAh Li-Ion;CDMA 800 / 1900;CDMA2000 1xEV-DO;;;EV-DO Rev.A 3.1 Mbps;2010, November. Released 2010, November;Discontinued;111.3 x 59.9 x 16.3 mm (4.38 x 2.36 x 0.64 in);133 g (4.69 oz);;Mini-SIM;;TFT;3.4 inches, 34.4 cm(~51.6% screen-to-body ratio);320 x 480 pixels, 3:2 ratio (~170 ppi density);;;;Nvidia Tegra;600MHz ARM 11;;No;8GB 256MB RAM;;8 MP, AF;LED flash;720p;No;;Wi-Fi 802.11 b/g;2.1, A2DP;No;;Stereo FM radio, RDS;microUSB 2.0;Accelerometer, proximity;Removable Li-Ion battery;Black;About 160 EUR;;Up to 232 h;Up to 6 h;;SNS integrationMP3/WAV/WMA/eAAC+ playerMP4/WMV/H.264 playerMS Office (Word, Excel, PowerPoint, OneNote, PDF viewer)Voice memo/dial/commandsPredictive text input;;;1.29 W/kg (head)     0.76 W/kg (body);;;
https://www.gsmarena.com/microsoft_kin_onem-3633.php;https://fdn2.gsmarena.com/vv/bigpic/kin-onem.jpg;Microsoft Kin ONEm;Released 2010, November;110.6, 18.5mm thickness;Feature phone;4GB 256MB RAM storage, no card slot;43;0.1%;467,997 hits;"2.6""";320x240 pixels;256 MB RAM;Nvidia Tegra;1240 mAh Li-Ion;CDMA 800 / 1900;CDMA2000 1xEV-DO;;;EV-DO Rev.A 3.1 Mbps;2010, November. Released 2010, November;Discontinued;84.1 x 67.6 x 18.5 mm (3.31 x 2.66 x 0.73 in);110.6 (3.88 oz);;Mini-SIM;;TFT;2.6 inches, 20.9 cm(~36.8% screen-to-body ratio);320 x 240 pixels, 4:3 ratio (~154 ppi density);;;;Nvidia Tegra;600MHz ARM 11;;No;4GB 256MB RAM;;5 MP, AF;Dual-LED flash;480p@30fps;No;;Wi-Fi 802.11 b/g;2.1, A2DP;GPS, A-GPS;;Stereo FM radio, RDS;microUSB 2.0;Accelerometer, proximity;Removable Li-Ion 1240 mAh battery;Black;About 90 EUR;;Up to 210 h;Up to 5 h 40 min;;MP3/WAV/WMA/eAAC+ playerMP4/WMV/H.264 playerFacebook and Twitter integrationYouTube clientMS Office (Word, Excel, PowerPoint, OneNote, PDF viewer)Voice memoPredictive text input;;;1.38 W/kg (head)     0.49 W/kg (body);;;
