Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;speed;year;status;dimensions;weight;sim;displaytype;displaysize;displayresolution;displayprotection;os;chipset;cpu;gpu;memoryslot;internalmemory;cam1modules;cam1features;cam1video;cam2modules;wlan;bluetooth;gps;radio;usb;sensors;featuresother;batdescription1;batstandby1;battalktime1;batmusicplayback1;colors;sar-eu;price;cam2video;batlife;displayother;bodyother;sar-us;gprstext;edge;models;optionalother;memoryother
https://www.gsmarena.com/sony_ericsson_w890-2172.php;https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-w890.gif;Sony Ericsson W890;Released 2008, February;78g, 9.9mm thickness;Feature phone;32MB storage, Memory Stick Micro slot;40;0.1%;2,947,394 hits;"2.0""";240x320 pixels; ;;950 mAh Li-Po;GSM 850 / 900 / 1800 / 1900;HSDPA 2100;HSPA 3.6/0.384 Mbps;2007, November. Released 2008, February;Discontinued;104 x 46.5 x 9.9 mm (4.09 x 1.83 x 0.39 in);78 g (2.75 oz);Mini-SIM;TFT, 256K colors;2.0 inches, 12.4 cm(~25.6% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~200 ppi density);;;;;;Memory Stick Micro (M2), up to 4 GB, 2 GB included;32MB;3.15 MP;;320p@15fps;Videocall camera;No;2.0, A2DP;No;Stereo FM radio, RDS;2.0;;Walkman player 3.0SensMeTrackID music recognitionPredictive text inputPhoto editorOrganizerVoice memo;Removable Li-Po 950 mAh battery  (BST-33);Up to 360 h (2G) / Up to 310 h (3G);Up to 9 h 30 min (2G) / Up to 4 h 30 min (3G);;Espresso Black, Mocha Brown, Sparkling Silver;1.38 W/kg (head);About 110 EUR;;;Wallpapers, screensavers;;;;;;;
https://www.gsmarena.com/sony_ericsson_k660-2173.php;https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-k660.gif;Sony Ericsson K660;Released 2008, February;95g, 15mm thickness;Feature phone;32MB storage, Memory Stick Micro slot;26;N/A;1,724,038 hits;"2.0""";240x320 pixels; ;;950 mAh Li-Po;GSM 850 / 900 / 1800 / 1900;HSDPA 2100;HSPA 3.6/0.384 Mbps;2007, November. Released 2008, February;Discontinued;104 x 47 x 15 mm (4.09 x 1.85 x 0.59 in);95 g (3.35 oz);Mini-SIM;TFT, 256K colors;2.0 inches, 12.4 cm(~25.3% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~200 ppi density);;;;;;Memory Stick Micro (M2), up to 4 GB, 256 MB included;32MB;2 MP;;320p@15fps;CIF videocall camera;No;2.0, A2DP;No;Stereo FM radio, RDS;2.0;;Location servicesMP3/AAC/MP4 playerTrackID music recognitionPredictive text inputPhoto editorOrganizerVoice memo;Removable Li-Po 950 mAh battery (BST-33);Up to 330 h (2G) / Up to 330 h (3G);Up to 9 h (2G) / Up to 4 h 30 min (3G);;Lime on white, Wine on black, Cyan on black, Silver on black;0.96 W/kg (head);About 100 EUR;;;Wallpapers, screensavers;;;;;;;
https://www.gsmarena.com/sony_ericsson_w380-2171.php;https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-w380.gif;Sony Ericsson W380;Released 2008, March;100g, 16mm thickness;Feature phone;14MB storage, Memory Stick Micro slot;36;N/A;2,107,567 hits;"1.9""";176x220 pixels; ;;930 mAh Li-Ion;GSM 900 / 1800 / 1900 - W380i;;;2007, November. Released 2008, March;Discontinued;92 x 49 x 16 mm (3.62 x 1.93 x 0.63 in);100 g (3.53 oz);Mini-SIM;TFT, 256K colors;1.9 inches, 11.4 cm(~25.2% screen-to-body ratio);176 x 220 pixels (~148 ppi density);;;;;;Memory Stick Micro (M2), up to 4 GB;14MB;1.3 MP;;No;No;No;2.0, A2DP;No;Stereo FM radio, RDS;2.0;;Gesture controlWalkman playerTrackID music recognitionPredictive text inputPhoto editorOrganizerVoice memo;Removable Li-Ion 930 mAh battery  (BST-39);Up to 300 h;Up to 7 h;;Electric Purple, Magnetic Grey, Black Champagne, Black Orange;0.65 W/kg (head);About 80 EUR;;;Second external OLED mono display (128 x 36 pixels)Easy-touch music controls;;;Class 10;Class 10;;;512MB M2 card included in the retail package
https://www.gsmarena.com/sony_ericsson_k630-2146.php;https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-k630.gif;Sony Ericsson K630;Released 2008, January;97g, 15.5mm thickness;Feature phone;32MB storage, Memory Stick Micro slot;17;N/A;1,002,068 hits;"2.0""";176x220 pixels; ;;;GSM 900 / 1800 / 1900;HSDPA 2100;HSPA;2007, October. Released 2008, January;Discontinued;103 x 47 x 15.5 mm (4.06 x 1.85 x 0.61 in);97 g (3.42 oz);Mini-SIM;TFT, 256K colors;2.0 inches, 12.6 cm(~26.0% screen-to-body ratio);176 x 220 pixels (~141 ppi density);;;;;;Memory Stick Micro (M2), up to 4 GB;32MB;2 MP;;Yes;CIF videocall camera;No;2.0, A2DP;No;Stereo FM radio, RDS;2.0;;MP3/AAC/MP4 playerTrackID music recognitionPredictive text inputPhoto editorOrganizerVoice memo;Removable Li-Po battery;Up to 300 h;Up to 9 h;;Havana Gold, Quick Black;1.10 W/kg (head);About 110 EUR;;;Wallpapers, screensavers;;;;;;;
https://www.gsmarena.com/sony_ericsson_k770-2052.php;https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-k770.jpg;Sony Ericsson K770;Released 2007, August;95g, 14.5mm thickness;Feature phone;16MB storage, Memory Stick Micro slot;60;0.1%;3,374,372 hits;"1.9""";240x320 pixels; ;;930 mAh Li-Po;GSM 900 / 1800 / 1900;UMTS 2100;Yes, 384 kbps;2007, August;Discontinued;105 x 47 x 14.5 mm (4.13 x 1.85 x 0.57 in);95 g (3.35 oz);Mini-SIM;TFT, 256K colors;1.9 inches, 11.2 cm(~22.7% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~211 ppi density);;;;;;Memory Stick Micro (M2), 256 MB included;16MB;3.15 MP, AF;LED flash;Yes;VGA videocall camera;No;2.0, A2DP;No;Stereo FM radio, RDS;2.0;;MP3/AAC/MP4 playerTrackID music recognitionPredictive text inputPhoto editorOrganizerVoice memo/dialStopwatch;Removable Li-Po 930 mAh battery (BST-38);Up to 400 h (2G) / Up to 400 h (3G);Up to 10 h (2G) / Up to 2 h 35 min (3G);;Truffle Brown, Ultra Violet, Sandy Beige, Henna Bronze, Soft Black, Natural Brown, Serene Black;1.69 W/kg (head);About 100 EUR;;;Wallpapers, screensavers;;;;;;;
https://www.gsmarena.com/sony_ericsson_k850-2003.php;https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-k850.gif;Sony Ericsson K850;Released 2007, October;118g, 17mm thickness;Feature phone;40MB storage, Memory Stick Micro slot;100;0.2%;7,450,728 hits;"2.2""";240x320 pixels; ;;930 mAh Li-Po;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 1900 / 2100;HSPA 3.6/0.384 Mbps (K850i);2007, June. Released 2007, October;Discontinued;102 x 48 x 17 mm (4.02 x 1.89 x 0.67 in);118 g (4.16 oz);Mini-SIM;TFT, 256K colors;2.2 inches, 15.0 cm(~30.6% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~182 ppi density);;;;;;"Memory Stick Micro (M2); microSDHC (dedicated slot), 512 MB included";40MB;5 MP, AF;xenon flash and 3LED video light, auto lens cover;320p@30fps;Videocall camera;No;2.0, A2DP;No;Stereo FM radio, RDS;2.0;Accelerometer;MP3/AAC/MP4 playerTrackID music recognitionPredictive text inputPhoto editorOrganizerVoice memo/dial;Removable Li-Po 930 mAh battery (BST-38);Up to 400 h (2G) / Up to 350 h (3G);Up to 9 h (2G) / Up to 3 h 30 min (3G);;Luminous Green, Velvet Blue, Quicksilver black;1.14 W/kg (head);About 160 EUR;;;;;1.50 W/kg (head)     1.56 W/kg (body);;;;;
https://www.gsmarena.com/sony_ericsson_w960-2008.php;https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-w960.gif;Sony Ericsson W960;Released 2007, December;119g, 16mm thickness;Symbian 9.1, UIQ 3.0;8GB storage, no card slot;53;0.1%;5,714,483 hits;"2.6""";240x320 pixels;128 MB RAM;;900 mAh Li-Po;GSM 900 / 1800 / 1900;UMTS 2100;Yes, 384 kbps;2007, June. Released 2007, December;Discontinued;109 x 55 x 16 mm (4.29 x 2.17 x 0.63 in);119 g (4.20 oz);Mini-SIM;TFT resistive touchscreen, 256K colors;2.6 inches, 20.9 cm(~34.9% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~154 ppi density);;Symbian 9.1, UIQ 3.0;;32-bit Philips Nexperia PNX4008 208 MHz;;No;8GB 128MB RAM;3.15 MP, AF;LED flash;320p@15fps;VGA videocall camera;Wi-Fi 802.11b;2.0, A2DP;No;Stereo FM radio, RDS;2.0;;Walkman Touch playerTrackID music recognitionDocument editor (Word, Excel, PowerPoint, PDF)Predictive text inputPhoto editorOrganizerVoice memo;Removable Li-Po 900 mAh battery (BST-33);Up to 370 h;Up to 9 h;;Vinyl Black;0.96 W/kg (head);About 180 EUR;;;Handwriting recognitionWallpapers, screensavers;;0.81 W/kg (head)     1.12 W/kg (body);;;;;256 MB flash memory (96 MB reserved for OS + 160 MB user memory)
https://www.gsmarena.com/sony_ericsson_w910-2007.php;https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-w910.gif;Sony Ericsson W910;Released 2007, October;86g, 12.5mm thickness;Feature phone;40MB storage, Memory Stick Micro slot;90;0.1%;5,964,427 hits;"2.4""";240x320 pixels; ;;930 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 2100;HSPA 3.6/0.384 Mbps (W910i);2007, June. Released 2007, October;Discontinued;99 x 50 x 12.5 mm (3.90 x 1.97 x 0.49 in);86 g (3.03 oz);Mini-SIM;TFT, 256K colors;2.4 inches, 17.8 cm(~36.0% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~167 ppi density);;;;;;Memory Stick Micro (M2), up to 4 GB;40MB;2 MP;;320p@15fps;Videocall camera;No;2.0, A2DP;No;Stereo FM radio, RDS;2.0;Accelerometer;Walkman 3.0 playerShake controlSensMeTrackID music recognitionPredictive text inputPhoto editorOrganizerVoice memo;Removable Li-Ion 930 mAh battery (BST-39);Up to 400 h (2G) / Up to 350 h (3G);Up to 9 h (2G) / Up to 3 h 30 min (3G);;Hearty Red, Noble Black, Havana Bronze, Silky White, Lipstick Pink, Prime Silver;0.90 W/kg (head);About 130 EUR;;;;;0.68 W/kg (head)     0.38 W/kg (body);;;;;
https://www.gsmarena.com/sony_ericsson_k530-2004.php;https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-k530.gif;Sony Ericsson K530;Released 2007, June;92g, 14mm thickness;Feature phone;16MB storage, Memory Stick Micro slot;39;0.1%;2,612,564 hits;"2.0""";176x220 pixels; ;;950 mAh Li-Po;GSM 900 / 1800 / 1900;UMTS 2100;Yes, 384 kbps;2007, June;Discontinued;102 x 46 x 14 mm (4.02 x 1.81 x 0.55 in);92 g (3.25 oz);Mini-SIM;TFT, 256K colors;2.0 inches, 12.6 cm(~26.8% screen-to-body ratio);176 x 220 pixels (~141 ppi density);;;;;;Memory Stick Micro (M2), up to 2 GB;16MB;2 MP;;Yes;Videocall camera;No;2.0, A2DP;No;Stereo FM radio, RDS;2.0;;MP3/AAC/MP4 playerTrackID music recognitionPredictive text inputPhoto editorOrganizerVoice memo;Removable Li-Po 950 mAh battery (BST-33);Up to 395 h (2G) / Up to 395 h (3G);Up to 9 h (2G) / Up to 3 h (3G);;Warm Silver, Thunder Black;1.17 W/kg (head);About 100 EUR;;;Wallpapers, screensavers;;;;;;;
https://www.gsmarena.com/sony_ericsson_v640-2125.php;https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-v640.gif;Sony Ericsson V640;Released 2007, September;97g, 15.5mm thickness;Feature phone;32MB storage, Memory Stick Micro slot;22;N/A;645,037 hits;"2.0""";176x220 pixels; ;;;GSM 900 / 1800 / 1900;HSDPA 2100;HSPA;2007, September;Discontinued;103 x 47 x 15.5 mm (4.06 x 1.85 x 0.61 in);97 g (3.42 oz);Mini-SIM;TFT, 256K colors;2.0 inches, 12.6 cm(~26.0% screen-to-body ratio);176 x 220 pixels (~141 ppi density);;;;;;Memory Stick Micro (M2), up to 4 GB;32MB;2 MP;;Yes;CIF videocall camera;No;2.0, A2DP;No;Stereo FM radio, RDS;2.0;;Vodafone music streaming serviceMP3/AAC playerTrackID music recognitionPredictive text inputPicture/video editorOrganizerVoice memo/dial;Removable Li-Ion battery;Up to 300 h (2G) / Up to 300 h (3G);Up to 9 h (2G) / Up to 5 h (3G);;Havana Gold, Quick Black;1.10 W/kg (head);About 80 EUR;;;Wallpapers, screensavers;;1.10 W/kg (head)     0.91 W/kg (body);;;;;
https://www.gsmarena.com/sony_ericsson_z320-2006.php;https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-z320.gif;Sony Ericsson Z320;Released 2007, November;90g, 20mm thickness;Feature phone;10MB storage, no card slot;17;N/A;556,855 hits;"1.8""";128x160 pixels; ;;;GSM 900 / 1800 / 1900 - Z320i;;;2007, June. Released 2007, November;Discontinued;87 x 47 x 20 mm (3.43 x 1.85 x 0.79 in);90 g (3.17 oz);Mini-SIM;TFT, 65K colors;1.8 inches, 10.2 cm(~24.9% screen-to-body ratio);128 x 160 pixels (~114 ppi density);;;;;;No;10MB;1.3 MP;;Yes;No;No;No;No;No;Proprietary;;Predictive text inputPhoto editorOrganizerVoice memo;Removable Li-Ion battery;Up to 300 h;Up to 7 h;;Crimson Red, Atlantic Blue;0.86 W/kg (head);About 50 EUR;;;Second external icon display (monochrome)Wallpapers, screensavers;;;Yes;No;;;
https://www.gsmarena.com/sony_ericsson_z250-2005.php;https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-z250.gif;Sony Ericsson Z250;Released 2008, October;90g, 19.5mm thickness;Feature phone;10MB storage, no card slot;13;N/A;443,367 hits;"1.8""";128x160 pixels; ;;;GSM 900 / 1800 / 1900 - Z250i;;;2007, June. Released 2008, October;Discontinued;85 x 47 x 19.5 mm (3.35 x 1.85 x 0.77 in);90 g (3.17 oz);Mini-SIM;CSTN, 65K colors;1.8 inches, 10.2 cm(~25.5% screen-to-body ratio);128 x 160 pixels (~114 ppi density);;;;;;No;10MB;VGA;;No;No;No;No;No;No;Proprietary;;Predictive text inputPhoto editorOrganizerVoice memo;Removable Li-Ion battery;Up to 300 h;Up to 7 h;;Morning White, Silent Black;;About 70 EUR;;;Icon displayWallpapers, screensavers;;0.76 W/kg (head)     0.44 W/kg (body);Yes;No;;;
https://www.gsmarena.com/sony_ericsson_p1-1982.php;https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-p1.gif;Sony Ericsson P1;Released 2007, July;124g, 17mm thickness;Symbian 9.1, UIQ 3.0;160MB 128MB RAM 256MB ROM storage, Memory Stick Micro slot;72;0.1%;5,093,370 hits;"2.6""";240x320 pixels;128 MB RAM;;950 mAh Li-Po;GSM 900 / 1800 / 1900;UMTS 2100;Yes, 384 kbps;2007, May. Released 2007, July;Discontinued;106 x 55 x 17 mm (4.17 x 2.17 x 0.67 in);124 g (4.37 oz);Mini-SIM;TFT resistive touchscreen, 256K colors;2.6 inches, 20.9 cm(~35.9% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~154 ppi density);;Symbian 9.1, UIQ 3.0;;32-bit Philips Nexperia PNX4008 208 MHz;;Memory Stick Micro (M2), up to 4 GB, 512 MB included;160MB 128MB RAM 256MB ROM;3.15 MP, AF;LED flash;Yes;VGA videocall camera;Wi-Fi 802.11b;2.0, A2DP;No;Stereo FM radio, RDS;2.0;;Media Player (MP3, AAC, video)SyncMLDocument viewer (Word, Excel, PowerPoint, PDF)Business card scannerOrganizerVoice memo;Removable Li-Po 950 mAh battery;Up to 440 h (2G) / Up to 350 h (3G);Up to 10 h (2G) / Up to 3 h 30 min (3G);;Silver Black;0.56 W/kg (head);About 170 EUR;;;Handwriting recognition;;0.98 W/kg (head)     1.10 W/kg (body);;;;;
https://www.gsmarena.com/sony_ericsson_t650-1984.php;https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-t650.gif;Sony Ericsson T650;Released 2007, May;95g, 12.5mm thickness;Feature phone;16MB storage, Memory Stick Micro slot;31;N/A;1,681,026 hits;"1.9""";240x320 pixels; ;;930 mAh Li-Po;GSM 900 / 1800 / 1900;UMTS 2100;Yes, 384 kbps;2007, May;Discontinued;104 x 46 x 12.5 mm (4.09 x 1.81 x 0.49 in);95 g (3.35 oz);Mini-SIM;TFT, 256K colors;1.9 inches, 11.2 cm(~23.4% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~211 ppi density);;;;;;Memory Stick Micro (M2), up to  2 GB, 256 MB included;16MB;3.15 MP, AF;LED flash;QCIF;VGA videocall camera;No;2.0, A2DP;No;FM radio;2.0;;MP3/AAC playerPredictive text inputOrganizerVoice memo;Removable Li-Po 930 mAh battery (BST-38);Up to 300 h;Up to 7 h;;Growing Green, Midnight Blue, Eclipse Black, Precious Gold;1.80 W/kg (head);About 120 EUR;;;Wallpapers, screensavers;;;;;;;
https://www.gsmarena.com/sony_ericsson_s500-1983.php;https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-s500.gif;Sony Ericsson S500;Released 2007, May;94g, 14mm thickness;Feature phone;12MB storage, Memory Stick Micro slot;39;N/A;2,864,017 hits;"2.0""";240x320 pixels; ;;930 mAh Li-Po;GSM 850 / 900 / 1800 / 1900;;;2007, May;Discontinued;99 x 47 x 14 mm (3.90 x 1.85 x 0.55 in);94 g (3.32 oz);Mini-SIM;TFT, 256K colors;2.0 inches, 12.4 cm(~26.6% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~200 ppi density);;;;;;Memory Stick Micro (M2), up to 2 GB;12MB;2 MP;;Yes;No;No;2.0, A2DP;No;No;Proprietary;;TrackID music recognitionMP3/AAC/AAC+/eAAC+ playerPredictive text inputOrganizerVoice memo;Removable Li-Po 930 mAh battery (BST-38);Up to 370 h;Up to 9 h;;Mysterious Green, Spring Yellow, Contrasted Copper, Ice Purple, Silver Steel;0.77 W/kg (head);About 90 EUR;;;Wallpapers, screensavers;;1.35 W/kg (head)     0.59 W/kg (body);Class 10;Class 10;;;
https://www.gsmarena.com/sony_ericsson_t250-1985.php;https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-t250.gif;Sony Ericsson T250;Released 2007, May;82g, 13mm thickness;Feature phone;2MB storage, no card slot;20;N/A;838,362 hits;"1.7""";128x160 pixels; ;;;GSM 900 / 1800 - T250i;;;2007, May;Discontinued;100 x 45 x 13 mm (3.94 x 1.77 x 0.51 in);82 g (2.89 oz);Mini-SIM;TFT, 65K colors;1.7 inches, 9.1 cm(~20.2% screen-to-body ratio);128 x 160 pixels (~121 ppi density);;;;;;No;2MB;VGA;;No;No;No;No;No;Stereo FM radio, RDS;No;;Slide showFull screen viewerPredictive text inputStopwatchTimer;Removable Li-Ion battery;Up to 300 h;Up to 7 h;;Aluminium Silver, Aluminium Black;0.83 W/kg (head);About 50 EUR;;;Wallpapers, screensavers;;;Class 10;No;;;
https://www.gsmarena.com/sony_ericsson_z750-1929.php;https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-z750.gif;Sony Ericsson Z750;Released 2007, March;110g, 20mm thickness;Feature phone;32MB storage, Memory Stick Micro slot;21;N/A;1,374,727 hits;"2.2""";240x320 pixels; ;;930 mAh Li-Po;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 1900 / 2100;HSPA 1.8 Mbps;2007, March;Discontinued;97.4 x 49 x 20 mm (3.83 x 1.93 x 0.79 in);110 g (3.88 oz);Mini-SIM;TFT, 256K colors;2.2 inches, 15.0 cm(~31.4% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~182 ppi density);;;;;;Memory Stick Micro (M2), up to 2 GB;32MB;2 MP;;320p@15fps;Videocall camera;No;2.0, A2DP;No;Stereo FM radio, RDS;2.0;;MP3/AAC/AAC+/eAAC+ playerTrackID music recognitionPredictive text inputPhoto editorOrganizerVoice memo;Removable Li-Po 930 mAh battery (BST-33);Up to 400 h (2G) / Up to 350 h (3G);Up to 9 h (2G) / Up to 3 h 30 min (3G);;Phantom Grey, Rose Pink, Mysterious Purple, Platinum Silver;1.04 W/kg (head);About 110 EUR;;;Second external OLED display (36 x 128 pixels)Wallpapers, screensavers;;1.48 W/kg (head)     1.09 W/kg (body);;;;;
https://www.gsmarena.com/sony_ericsson_w580-1928.php;https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-w580.gif;Sony Ericsson W580;Released 2007, July;94g, 14mm thickness;Feature phone;12MB storage, Memory Stick Micro slot;84;0.1%;4,825,937 hits;"2.0""";240x320 pixels; ;;930 mAh Li-Po;GSM 850 / 900 / 1800 / 1900;;;2007, March. Released 2007, July;Discontinued;99 x 47 x 14 mm (3.90 x 1.85 x 0.55 in);94 g (3.32 oz);Mini-SIM;TFT, 256K colors;2.0 inches, 12.4 cm(~26.6% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~200 ppi density);;;;;;Memory Stick Micro (M2), up to 4 GB. 512 MB included;12MB;2 MP;;QCIF;No;No;2.0, A2DP;No;Stereo FM radio, RDS;2.0;;TrackID music recognitionWalkman 2.0 playerPredictive text inputOrganizerPedometer, calories counterVoice memo;Removable Li-Po 930 mAh battery (BST-38);Up to 370 h;Up to 9 h;;Style White, Urban Grey, Boulevard Black, Metro Pink, Jungle Green, Velvet Red;0.74 W/kg (head);About 100 EUR;;;Wallpapers, screensavers;;1.26 W/kg (head)     0.57 W/kg (body);Class 10;Class 10;;;
https://www.gsmarena.com/sony_ericsson_w660-1924.php;https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-w660.gif;Sony Ericsson W660;Released 2007, March;93g, 14.5mm thickness;Feature phone;16MB storage, Memory Stick Micro slot;45;0.1%;2,299,941 hits;"2.0""";176x220 pixels; ;;;GSM 900 / 1800 / 1900;UMTS 2100;Yes, 384 kbps;2007, March;Discontinued;102 x 46 x 14.5 mm (4.02 x 1.81 x 0.57 in);93 g (3.28 oz);Mini-SIM;TFT, 256K colors;2.0 inches, 12.6 cm(~26.8% screen-to-body ratio);176 x 220 pixels (~141 ppi density);;;;;;Memory Stick Micro (M2), up to 4 GB, 512 MB included;16MB;2 MP;;Yes;Videocall camera;No;2.0, A2DP;No;Stereo FM radio, RDS;2.0;;Walkman player 2.0TrackID music recognitionPredictive text inputPhoto editorOrganizerVoice memo/dial;Removable Li-Ion battery;Up to 360 h (2G) / Up to 360 h (3G);Up to 6 h (2G) / Up to 6 h (3G);;Record Black, Rose Red, Silk White;1.27 W/kg (head);About 110 EUR;;;Wallpapers, screensavers;;;;;;;
https://www.gsmarena.com/sony_ericsson_w880-1838.php;https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-w880.gif;Sony Ericsson W880;Released 2007, February;71g, 9.5mm thickness;Feature phone;16MB storage, Memory Stick Micro slot;72;0.1%;3,987,337 hits;"1.8""";240x320 pixels; ;;950 mAh Li-Po;GSM 900 / 1800 / 1900;UMTS 2100;Yes, 384 kbps;2007, February;Discontinued;103 x 46.5 x 9.5 mm (4.06 x 1.83 x 0.37 in);71 g (2.50 oz);Mini-SIM;TFT, 256K colors;1.8 inches, 10.0 cm(~20.9% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~222 ppi density);;;;;;Memory Stick Micro (M2), up to 4 GB, 1 GB included;16MB;2 MP;;QCIF;VGA videocall camera;No;2.0, A2DP;No;No;2.0;;Walkman player 2.0TrackID music recognitionPredictive text inputPhoto editorOrganizerVoice memo/dial;Removable Li-Po 950 mAh battery (BST-33);Up to 425 h (2G) / Up to 425 h (3G);Up to 6 h 30 min (2G) / Up to 2 h 50 min (3G);;Flame Black, Steel Silver, Havana;1.45 W/kg (head);About 100 EUR;;;Wallpapers, screensavers;;1.47 W/kg (head)     1.06 W/kg (body);;;;;
https://www.gsmarena.com/sony_ericsson_k810-1839.php;https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-k810.gif;Sony Ericsson K810;Released 2007, February;103g, 17mm thickness;Feature phone;64MB storage, Memory Stick Micro slot;71;0.1%;4,382,712 hits;"2.0""";240x320 pixels; ;;950 mAh Li-Po;GSM 900 / 1800 / 1900;UMTS 2100;Yes, 384 kbps;2007, February;Discontinued;106 x 48 x 17 mm (4.17 x 1.89 x 0.67 in);103 g (3.63 oz);Mini-SIM;TFT, 256K colors;2.0 inches, 12.4 cm(~24.3% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~200 ppi density);;;;;;Memory Stick Micro (M2), up to 2 GB, 128 MB included;64MB;3.15 MP, AF;xenon flash;QCIF;Videocall camera;No;2.0, A2DP;No;Stereo FM radio, RDS;2.0;;MP3/AAC/MP4 playerTrackID music recognitionPredictive text inputPhoto editorOrganizerVoice memo/dial;Removable Li-Po 950 mAh battery (BST-33);Up to 400 h;Up to 10 h;;Noble Blue, Golden Ivory, Pulse Red;1.31 W/kg (head);About 130 EUR;;;Wallpapers, screensavers;;;;;;;
https://www.gsmarena.com/sony_ericsson_w610-1845.php;https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-w610.gif;Sony Ericsson W610;Released 2007, February;95g, 14mm thickness;Feature phone;64MB storage, Memory Stick Micro slot;39;N/A;2,298,417 hits;"1.96""";176x220 pixels; ;;950 mAh Li-Po;GSM 850 / 900 / 1800 / 1900;;;2007, February;Discontinued;102 x 46 x 14 mm (4.02 x 1.81 x 0.55 in);95 g (3.35 oz);Mini-SIM;TFD, 256K colors;1.96 inches, 12.1 cm(~25.8% screen-to-body ratio);176 x 220 pixels (~144 ppi density);;;;;;Memory Stick Micro (M2), up to 2 GB, 512 MB included;64MB;2 MP, AF;LED flash;Yes;No;No;2.0, A2DP;No;Stereo FM radio, RDS;2.0;;Walkman player 2.0TrackID music recognitionPredictive text inputPhoto editorOrganizerVoice memo/dial;Removable Li-Po 950 mAh battery (BST-33);Up to 350 h;Up to 7 h;;Plush Orange, Satin Black;1.31 W/kg (head);About 100 EUR;;;Wallpapers, screensavers;;1.38 W/kg (head)     0.77 W/kg (body);Class 10;Yes;;;
https://www.gsmarena.com/sony_ericsson_k550-1840.php;https://fdn2.gsmarena.com/vv/bigpic/sonyericsson-k550.gif;Sony Ericsson K550;Released 2007, February;85g, 14mm thickness;Feature phone;77MB storage, Memory Stick Micro slot;72;0.1%;2,662,698 hits;"1.9""";176x220 pixels; ;;950 mAh Li-Po;GSM 850 / 900 / 1800 / 1900;;;2007, February;Discontinued;102 x 46 x 14 mm (4.02 x 1.81 x 0.55 in);85 g (3.00 oz);Mini-SIM;TFD, 256K colors;1.9 inches, 11.4 cm(~24.2% screen-to-body ratio);176 x 220 pixels (~148 ppi density);;;;;;Memory Stick Micro (M2), up to 2 GB;77MB;2 MP, AF;LED flash;QCIF;No;No;2.0, A2DP;No;Stereo FM radio, RDS;2.0;;MP3/AAC/MP4 playerTrackID music recognitionPredictive text inputAdobe Photoshop AlbumOrganizerVoice memo/dial;Removable Li-Po 950 mAh battery (BST-33);Up to 350 h;Up to 7 h;;Jet Black, Pearl White, Plum Ruby, Sophisticated Silver;1.25 W/kg (head);About 70 EUR;;;Wallpapers, screensavers;;1.37 W/kg (head)     0.87 W/kg (body);Class 10;Yes;;;
