Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;net4g;net5g;speed;year;status;dimensions;weight;sim;bodyother;displaytype;displaysize;displayresolution;displayprotection;os;chipset;cpu;gpu;memoryslot;internalmemory;memoryother;cam1modules;cam1features;cam1video;cam2modules;cam2features;cam2video;wlan;bluetooth;gps;nfc;radio;usb;sensors;batdescription1;colors;models;price;build;tbench;batlife;displayother;optionalother;gprstext;edge;batmusicplayback1;batstandby1;battalktime1;featuresother
https://www.gsmarena.com/meizu_16-9280.php;https://fdn2.gsmarena.com/vv/bigpic/meizu-16.jpg;Meizu 16;Released 2018, August;152g, 7.3mm thickness;Android 8.1, Flyme UI;64GB/128GB storage, no card slot;138;0.2%;822,452 hits;"6.0""";1080x2160 pixels;6/8 GB RAM;Snapdragon 845;3010 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - Global;1, 2, 3, 4, 5, 7, 8, 20, 40 - Global;;HSPA 42.2/5.76 Mbps, LTE-A (4CA) Cat16 1024/150 Mbps;2018, August;Available. Released 2018, August;150.5 x 73.2 x 7.3 mm (5.93 x 2.88 x 0.29 in);152 g (5.36 oz);Dual SIM (Nano-SIM, dual stand-by);;Super AMOLED;6.0 inches, 92.9 cm(~84.3% screen-to-body ratio);1080 x 2160 pixels, 18:9 ratio (~402 ppi density);;Android 8.1 (Oreo), Flyme UI;Qualcomm SDM845 Snapdragon 845 (10 nm);Octa-core (4x2.8 GHz Kryo 385 Gold & 4x1.7 GHz Kryo 385 Silver);Adreno 630;No;64GB 6GB RAM, 128GB 8GB RAM;UFS 2.1;"12 MP, f/1.8, 25mm (wide), 1/2.3"", 1.55µm, dual pixel PDAF, Laser AF, 4-axis OIS20 MP, f/2.6, 1/2.6"", 1.0µm, Laser AF";Six-LED dual-tone flash, Auto-HDR, panorama;4K@30fps, 1080p@30fps (gyro-EIS);"20 MP, f/2.0, 27mm (wide), 1/2.8"", 1.0µm";;1080p@30fps;Wi-Fi 802.11 а/b/g/n/ac, dual-band, Wi-Fi Direct;5.0, A2DP, LE;GPS, GLONASS, BDS, GALILEO, SBAS, QZSS;No;No;USB Type-C 2.0;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;Li-Ion 3010 mAh, non-removable;Black, White;;About 410 EUR;;;;;;;;;;;
https://www.gsmarena.com/meizu_16_plus-9279.php;https://fdn2.gsmarena.com/vv/bigpic/meizu-16-plus.jpg;Meizu 16 Plus;Released 2018, August;182g, 7.3mm thickness;Android 8.0, Flyme UI;128GB/256GB storage, no card slot;122;0.1%;542,063 hits;"6.5""";1080x2160 pixels;6/8 GB RAM;Snapdragon 845;3570 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - Global;1, 2, 3, 4, 5, 7, 8, 20, 40 - Global;;HSPA 42.2/5.76 Mbps, LTE-A (4CA) Cat16 1024/150 Mbps;2018, August;Available. Released 2018, August;160.4 x 78.2 x 7.3 mm (6.31 x 3.08 x 0.29 in);182 g (6.42 oz);Dual SIM (Nano-SIM, dual stand-by);;Super AMOLED;6.5 inches, 107.9 cm(~86.0% screen-to-body ratio);1080 x 2160 pixels, 18:9 ratio (~374 ppi density);;Android 8.0 (Oreo), Flyme UI;Qualcomm SDM845 Snapdragon 845 (10 nm);Octa-core (4x2.8 GHz Kryo 385 Gold & 4x1.7 GHz Kryo 385 Silver);Adreno 630;No;128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM;;"12 MP, f/1.8, 1/2.3"", 1.55µm, dual pixel PDAF, Laser AF, 4-axis OIS20 MP, f/2.6, 1/2.6"", 1.0µm, AF";Six-LED dual-tone flash, Auto-HDR, panorama;4K@30fps, 1080p@30fps (gyro-EIS);"20 MP, f/2.0, (wide), 1/2.8"", 1.0µm";;1080p@30fps;Wi-Fi 802.11 а/b/g/n/ac, dual-band, Wi-Fi Direct;5.0, A2DP, LE;GPS, GLONASS, BDS, GALILEO, SBAS, QZSS;No;No;USB Type-C 2.0;Fingerprint (under display, optical), accelerometer, gyro, proximity, compass;Li-Ion 3570 mAh, non-removable;Black, White;;About 480 EUR;;;;;;;;;;;
https://www.gsmarena.com/meizu_m6t-9213.php;https://fdn2.gsmarena.com/vv/bigpic/meizu-m6t.jpg;Meizu M6T;Released 2018, June;145g, 8.4mm thickness;Android 7.0, Flyme UI;32GB/64GB storage, microSDXC;16;0.3%;458,198 hits;"5.7""";720x1440 pixels;3/4 GB RAM;MT6750;3300 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;1, 3, 8, 34, 38, 39, 40, 41;;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2018, May;Available. Released 2018, June;152.3 x 73 x 8.4 mm (6.00 x 2.87 x 0.33 in);145 g (5.11 oz);Hybrid Dual SIM (Nano-SIM, dual stand-by);;IPS LCD;5.7 inches, 83.8 cm(~75.4% screen-to-body ratio);720 x 1440 pixels, 18:9 ratio (~282 ppi density);;Android 7.0 (Nougat), Flyme UI;Mediatek MT6750 (28 nm);Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53);Mali-T860MP2;microSDXC (uses shared SIM slot);32GB 3GB RAM, 32GB 4GB RAM, 64GB 4GB RAM;eMMC 5.1;13 MP, f/2.2, PDAF2 MP, f/2.4, (depth);LED flash, panorama;1080p@30fps;8 MP, f/2.0;;;Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct;4.1, A2DP, LE;GPS, GLONASS;No;FM radio;microUSB 2.0;Fingerprint (rear-mounted), accelerometer, proximity, compass;Li-Ion 3300 mAh, non-removable;Black, Champagne Gold, Coral Red;M6T;About 130 EUR;Glass front, plastic back, plastic frame;;;;;;;;;;
https://www.gsmarena.com/meizu_m8c-9210.php;https://fdn2.gsmarena.com/vv/bigpic/meizu-m8c.jpg;Meizu M8c;Released 2018, June;140g, 8.5mm thickness;Android 7.0, Flyme UI;16GB/32GB storage, microSDXC;16;0.1%;200,053 hits;"5.45""";720x1440 pixels;2 GB RAM;Snapdragon 425;3070 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;1, 3, 5, 7, 8, 20, 40;;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2018, May;Available. Released 2018, June;146.4 x 70 x 8.5 mm (5.76 x 2.76 x 0.33 in);140 g (4.94 oz);Hybrid Dual SIM (Nano-SIM, dual stand-by);;IPS LCD;5.45 inches, 76.7 cm(~74.8% screen-to-body ratio);720 x 1440 pixels, 18:9 ratio (~295 ppi density);;Android 7.0 (Nougat), Flyme UI;Qualcomm MSM8917 Snapdragon 425 (28 nm);Quad-core 1.4 GHz Cortex-A53;Adreno 308;microSDXC (uses shared SIM slot);16GB 2GB RAM, 32GB 2GB RAM;eMMC 5.1;13 MP, f/2.2, PDAF;LED flash;1080p@30fps;8 MP, f/2.0;;;Wi-Fi 802.11 a/b/g/n;4.1, A2DP, LE;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 3070 mAh, non-removable;Black, Gold, Blue, Red;;About 140 EUR;;;;;;;;;;;
https://www.gsmarena.com/meizu_15_plus-9160.php;https://fdn2.gsmarena.com/vv/bigpic/meizu-15-plus-.jpg;Meizu 15 Plus;Released 2018, April;177g, 7.3mm thickness;Android 7.1.2, Flyme 7.3;64GB/128GB storage, no card slot;80;0.1%;369,966 hits;"5.95""";1440x2560 pixels;6 GB RAM;Exynos 8895;3500 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;1, 3, 4, 5, 7, 8, 34, 38, 39, 40, 41;;HSPA, LTE;2018, April;Available. Released 2018, April;153.8 x 78.3 x 7.3 mm (6.06 x 3.08 x 0.29 in);177 g (6.24 oz);Hybrid Dual SIM (Nano-SIM, dual stand-by);;Super AMOLED;5.95 inches, 97.6 cm(~81.0% screen-to-body ratio);1440 x 2560 pixels, 16:9 ratio (~494 ppi density);;Android 7.1.2 (Nougat), Flyme 7.3;Exynos 8895 (10 nm);Octa-core (4x2.5 GHz Mongoose M2 & 4x1.7 GHz Cortex-A53);Mali-G71 MP20;No;64GB 6GB RAM, 128GB 6GB RAM;UFS 2.1;"12 MP, f/1.8, 1/2.3"", 1.55 µm, dual pixel PDAF, Laser AF, 4-axis OIS20 MP, 1/2.8"", 1.0 µm, AF, portraits only";Six-LED dual-tone flash, HDR, panorama;4K@30fps, 1080p@30fps (gyro-EIS);"20 MP, f/2.0, (wide), 1/2.8"", 1.0µm";;1080p@30fps;Wi-Fi 802.11 b/g/n/ac, dual-band, Wi-Fi Direct;4.2, A2DP, LE;GPS, GLONASS, BDS, GALILEO, SBAS, QZSS;No;No;USB Type-C 2.0;Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer;Li-Ion 3500 mAh, non-removable;Gray, Yakin, Ink;;About 480 EUR;;GeekBench: 6122 (v4.4);;;;;;;;;
https://www.gsmarena.com/meizu_15-9159.php;https://fdn2.gsmarena.com/vv/bigpic/meizu-15.jpg;Meizu 15;Released 2018, April;152g, 7.3mm thickness;Android 7.1.2, Flyme 7.3;64GB/128GB storage, no card slot;64;0.1%;374,028 hits;"5.46""";1080x1920 pixels;4 GB RAM;Snapdragon 660;3000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;1, 3, 4, 5, 7, 8, 34, 38, 39, 40, 41;;HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps;2018, April;Available. Released 2018, April;143 x 72 x 7.3 mm (5.63 x 2.83 x 0.29 in);152 g (5.36 oz);Hybrid Dual SIM (Nano-SIM, dual stand-by);;Super AMOLED;5.46 inches, 82.2 cm(~79.8% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~403 ppi density);;Android 7.1.2 (Nougat), Flyme 7.3;Qualcomm SDM660 Snapdragon 660 (14 nm);Octa-core (4x2.2 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver);Adreno 512;No;64GB 4GB RAM, 128GB 4GB RAM;eMMC 5.1;"12 MP, f/1.8, 1/2.3"", 1.55 µm, dual pixel PDAF, Laser AF, 4-axis OIS20 MP, 1/2.8"", 1.0 µm, AF, portraits only";Six-LED dual-tone flash, HDR, panorama;4K@30fps, 1080p@30fps;"20 MP, f/2.0, (wide), 1/2.8"", 1.0µm";;1080p@30fps;Wi-Fi 802.11 b/g/n/ac, dual-band, Wi-Fi Direct;4.2, A2DP, LE;GPS, GLONASS, BDS;No;No;USB Type-C 2.0;Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer;Li-Ion 3000 mAh, non-removable;Ink, Yakin, Indigo, White;;About 400 EUR;;AnTuTu: 128680 (v7)GeekBench: 5770 (v4.4)GFXBench: 9.2fps (ES 3.1 onscreen);;;;;;;;;
https://www.gsmarena.com/meizu_15_lite-9158.php;https://fdn2.gsmarena.com/vv/bigpic/meizu-m15.jpg;Meizu 15 Lite;Released 2018, May;145g, 7.5mm thickness;Android 7.1.2, Flyme 7;64GB storage, microSDXC;31;0.1%;211,439 hits;"5.46""";1080x1920 pixels;4 GB RAM;Snapdragon 626;3000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;1, 3, 5, 8, 34, 38, 39, 40, 41;;HSPA, LTE;2018, April;Available. Released 2018, May;143.6 x 72.4 x 7.5 mm (5.65 x 2.85 x 0.30 in);145 g (5.11 oz);Hybrid Dual SIM (Nano-SIM, dual stand-by);;IPS LCD;5.46 inches, 82.2 cm(~79.0% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~403 ppi density);;Android 7.1.2 (Nougat), Flyme 7;Qualcomm MSM8953-Pro Snapdragon 626 (14 nm);Octa-core 2.2 GHz Cortex-A53;Adreno 506;microSDXC (uses shared SIM slot);64GB 4GB RAM;eMMC 5.1;12 MP, f/1.9, 1.4 µm, dual pixel PDAF;Six-LED dual-tone flash, HDR, panorama;1080p@30fps;"20 MP, f/2.0, (wide), 1/2.8"", 1.0µm";;1080p@30fps;Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct;4.2, A2DP, LE;GPS, GLONASS, BDS;No;No;USB Type-C 2.0;Fingerprint (front-mounted), accelerometer, gyro, proximity, compass;Li-Ion 3000 mAh, non-removable;Black, Gold, Red;15 Lite;About 240 EUR;;GeekBench: 4464 (v4.4);;;;;;;;;
https://www.gsmarena.com/meizu_e3-9066.php;https://fdn2.gsmarena.com/vv/bigpic/meizu-e3.jpg;Meizu E3;Released 2018, April;160g, 7.6mm thickness;Android 7.1.2, Flyme 7;64GB/128GB storage, microSDXC;64;0.1%;297,905 hits;"5.99""";1080x2160 pixels;6 GB RAM;Snapdragon 636;3360 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;1, 3, 5, 7, 8, 34, 38, 39, 40, 41;;HSPA, LTE;2018, March;Available. Released 2018, April;156.8 x 75 x 7.6 mm (6.17 x 2.95 x 0.30 in);160 g (5.64 oz);Hybrid Dual SIM (Nano-SIM, dual stand-by);;IPS LCD;5.99 inches, 92.6 cm(~78.7% screen-to-body ratio);1080 x 2160 pixels, 18:9 ratio (~403 ppi density);;Android 7.1.2 (Nougat), Flyme 7;Qualcomm SDM636 Snapdragon 636 (14 nm);Octa-core (4x1.8 GHz Kryo 260 Gold & 4x1.6 GHz Kryo 260 Silver);Adreno 509;microSDXC (uses shared SIM slot);64GB 6GB RAM, 128GB 6GB RAM;eMMC 5.1;"12 MP, f/1.9, 1/2.55"", 1.4µm, dual pixel PDAF20 MP, f/2.6, 1/2.8"", 1.0µm, PDAF";Dual-LED dual tone flash, HDR, panorama;1080p@30fps;"8 MP, f/2.0, 1/3.2"", 1.4µm";;1080p@30fps;Wi-Fi 802.11 b/g/n/ac, dual-band, Wi-Fi Direct;5.0, A2DP, LE;GPS, GLONASS, BDS;No;No;USB Type-C 2.0;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass;Li-Ion 3360 mAh, non-removable;Black Stone, Moonlight Silver, Champagne Gold;;About 280 EUR;Glass front, aluminum back, aluminum frame;;;;;;;;;;
https://www.gsmarena.com/meizu_m6s-8998.php;https://fdn2.gsmarena.com/vv/bigpic/meizu-m6s.jpg;Meizu M6s;Released 2018, January;160g, 8mm thickness;Android 7.0, Flyme 6.2;32GB/64GB storage, microSDXC;52;0.2%;585,640 hits;"5.7""";720x1440 pixels;3 GB RAM;Exynos 7872;3000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;1, 3, 5, 7, 8, 20, 40;;HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps;2018, January;Available. Released 2018, January;152 x 72.5 x 8 mm (5.98 x 2.85 x 0.31 in);160 g (5.64 oz);Hybrid Dual SIM (Nano-SIM, dual stand-by);;IPS LCD;5.7 inches, 83.8 cm(~76.1% screen-to-body ratio);720 x 1440 pixels, 18:9 ratio (~282 ppi density);;Android 7.0 (Nougat), Flyme 6.2;Exynos 7872 (14 nm);Hexa-core (4x1.6 GHz Cortex-A53 & 2x2.0 GHz Cortex-A73);Mali-G71 MP1;microSDXC (uses shared SIM slot);32GB 3GB RAM, 64GB 3GB RAM;eMMC 5.1;16 MP, f/2.0, PDAF;Dual-LED dual-tone flash;1080p@30fps;8 MP, f/2.0;;;Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct;4.2, A2DP, LE;GPS, GLONASS;No;No;microUSB 2.0;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass;Li-Ion 3000 mAh, non-removable;Black, Silver, Gold, Blue;M6s;About 150 EUR;Glass front, aluminum back, aluminum frame;;;;;;;;;;
https://www.gsmarena.com/meizu_m6-8868.php;https://fdn2.gsmarena.com/vv/bigpic/meizu-m6--.jpg;Meizu M6;Released 2017, September;143g, 8.3mm thickness;Android 7, Flyme 7.3;16GB/32GB storage, microSDXC;39;0.4%;1,076,303 hits;"5.2""";720x1280 pixels;2/3 GB RAM;MT6750;3070 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 1900 / 2100;LTE (unspecified);;HSPA, LTE;2017, September. Released 2017, September;Discontinued;148.2 x 72.8 x 8.3 mm (5.83 x 2.87 x 0.33 in);143 g (5.04 oz);Hybrid Dual SIM (Nano-SIM, dual stand-by);;IPS LCD;5.2 inches, 74.5 cm(~69.1% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~282 ppi density);;Android 7 (Nougat), Flyme 7.3;Mediatek MT6750 (28 nm);Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53);Mali-T860MP2;microSDXC (uses shared SIM slot);16GB 2GB RAM, 32GB 3GB RAM;eMMC 5.1;13 MP, f/2.2, PDAF;Dual-LED dual-tone flash;1080p@30fps;8 MP, f/2.0;;;Wi-Fi 802.11 a/b/g/n, dual-band;4.0, A2DP, LE;GPS, GLONASS;No;No;microUSB 2.0;Fingerprint (front-mounted), accelerometer, gyro, proximity, compass;Li-Ion 3070 mAh, non-removable;Moonlight Silver, Champagne Gold, Matte Black, Electric Light Blue;M6, MZ-MEIZU M6;About 130 EUR;;;;;;;;;;;
https://www.gsmarena.com/meizu_m6_note-8802.php;https://fdn2.gsmarena.com/vv/bigpic/meizu-m6-note.jpg;Meizu M6 Note;Released 2017, September;173g, 8.4mm thickness;Android 7.1.2, Flyme 7.3;16GB/32GB/64GB storage, microSDXC;135;0.2%;1,028,212 hits;"5.5""";1080x1920 pixels;3/4 GB RAM;Snapdragon 625;4000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;1, 3, 5, 7, 8, 20, 38, 40;;HSPA, LTE;2017, August. Released 2017, September;Discontinued;154.6 x 75.2 x 8.4 mm (6.09 x 2.96 x 0.33 in);173 g (6.10 oz);Dual SIM (Nano-SIM, dual stand-by);;IPS LCD;5.5 inches, 82.6 cm(~71.0% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~403 ppi density);;Android 7.1.2 (Nougat), Flyme 7.3;Qualcomm MSM8953 Snapdragon 625 (14 nm);Octa-core 2.0 GHz Cortex-A53;Adreno 506;microSDXC;16GB 4GB RAM, 32GB 3GB RAM, 64GB 4GB RAM;eMMC 5.1;"12 MP, f/1.9, 1/2.55"", 1.4µm, dual pixel PDAF5 MP, f/2.0, AF";quad-LED dual-tone flash, HDR, panorama;1080p@30fps;"16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm";;1080p@30fps;Wi-Fi 802.11 a/b/g/n, dual-band;4.2, A2DP, LE;GPS, GLONASS;No;No;microUSB 2.0;Fingerprint (front-mounted), accelerometer, gyro, proximity, compass;Li-Ion 4000 mAh, non-removable;Black, Blue, Gold;M6 Note, MZ-M6 Note;About 170 EUR;Glass front, aluminum back, aluminum frame;;;;;;;;;;
https://www.gsmarena.com/meizu_pro_7_plus-8791.php;https://fdn2.gsmarena.com/vv/bigpic/meizu-pro-7-plus.jpg;Meizu Pro 7 Plus;Released 2017, August;170g, 7.3mm thickness;Android 7.0, Flyme 7.3;64GB/128GB storage, no card slot;162;0.2%;1,197,373 hits;"5.7""";1440x2560 pixels;6 GB RAM;Helio X30;3500 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;1, 3, 7, 38, 39, 40, 41;;HSPA, LTE-A;2017, July. Released 2017, August;Discontinued;157.3 x 77.2 x 7.3 mm (6.19 x 3.04 x 0.29 in);170 g (6.00 oz);Dual SIM (Nano-SIM, dual stand-by);;Super AMOLED;5.7 inches, 88.5 cm(~72.9% screen-to-body ratio);1440 x 2560 pixels, 16:9 ratio (~518 ppi density);;Android 7.0 (Nougat), Flyme 7.3;Mediatek MT6799 Helio X30 (10 nm);Deca-core (2x2.6 GHz Cortex-A73, 4x1.9 GHz Cortex-A35, 4x2.2 GHz Cortex-A53);PowerVR 7XTP;No;64GB 6GB RAM, 128GB 6GB RAM;;"12 MP, f/2.0, 1/2.9"", 1.25µm, PDAF";Dual-LED dual-tone flash, HDR, panorama;4K@30fps;"16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm";;;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;4.2, A2DP, LE;GPS, GLONASS, BDS;No;No;USB Type-C;Fingerprint (front-mounted), accelerometer, gyro, proximity, compass;Li-Ion 3500 mAh, non-removable;Black, gold, silver;PRO 7 Plus;About 500 EUR;Glass front, aluminum back, aluminum frame;GFXBench: 4.8fps (ES 3.1 onscreen);;"Secondary 2"" AMOLED display, 240 x 536 pixels";32-bit/192kHz audio;;;;;;
https://www.gsmarena.com/meizu_pro_7-8445.php;https://fdn2.gsmarena.com/vv/bigpic/meizu-pro-7.jpg;Meizu Pro 7;Released 2017, August;163g, 7.3mm thickness;Android 7.0, Flyme 7.3;64GB/128GB storage, no card slot;130;0.2%;1,333,614 hits;"5.2""";1080x1920 pixels;4 GB RAM;Helio P25;3000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;1, 3, 7, 38, 39, 40, 41;;HSPA, LTE-A;2017, July. Released 2017, August;Discontinued;147.6 x 70.7 x 7.3 mm (5.81 x 2.78 x 0.29 in);163 g (5.75 oz);Dual SIM (Nano-SIM, dual stand-by);;Super AMOLED;5.2 inches, 74.9 cm(~71.8% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~423 ppi density);;Android 7.0 (Nougat), Flyme 7.3;Mediatek MT6757T Helio P25 (16 nm) - standard editionMediatek MT6799 Helio X30 (10 nm) - high edition;Octa-core (4x2.4 GHz Cortex-A53 & 4x1.6 GHz Cortex-A53)Deca-core (2x2.6 GHz Cortex-A73, 4x1.9 GHz Cortex-A35, 4x2.2 GHz Cortex-A53);Mali-T880MP2PowerVR 7XTP;No;64GB 4GB RAM, 128GB 4GB RAM;;"12 MP, f/2.0, 1/2.9"", 1.25µm, PDAF";Dual-LED dual-tone flash, HDR, panorama;4K@30fps, 1080p@30fps;"16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm";;1080p@30fps;Wi-Fi 802.11 a/b/g/n or a/b/g/n/ac, dual-band, Wi-Fi Direct;4.2, A2DP, LE;GPS, GLONASS, BDS;No;No;USB Type-C;Fingerprint (front-mounted), accelerometer, gyro, proximity, compass;Li-Ion 3000 mAh, non-removable;Black, gold, red;PRO 7, MZ-PRO 7;About 400 EUR;;;;"Secondary 2"" AMOLED display, 240 x 536 pixels";32-bit/192kHz audio;;;;;;
https://www.gsmarena.com/meizu_m5c-8697.php;https://fdn2.gsmarena.com/vv/bigpic/meizu-m5c-.jpg;Meizu M5c;Released 2017, June;135g, 8.3mm thickness;Android 6.0, Flyme 6;16GB storage, microSDXC;22;0.2%;733,596 hits;"5.0""";720x1280 pixels;2 GB RAM;MT6737;3000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;1, 3, 5, 7, 8, 20, 38, 40;;HSPA, LTE;2017, May. Released 2017, June;Discontinued;144 x 70.5 x 8.3 mm (5.67 x 2.78 x 0.33 in);135 g (4.76 oz);Hybrid Dual SIM (Nano-SIM, dual stand-by);;IPS LCD;5.0 inches, 68.9 cm(~67.9% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);;Android 6.0 (Marshmallow), Flyme 6;Mediatek MT6737 (28 nm);Quad-core 1.3 GHz Cortex-A53;Mali-T720MP1;microSDXC (uses shared SIM slot);16GB 2GB RAM;eMMC 5.0;8 MP, f/2.0, AF;Dual-LED dual-tone flash, panorama;720p@30fps;5 MP, f/2.2;;;Wi-Fi 802.11 a/b/g/n, dual-band;4.1, A2DP, LE;GPS, GLONASS;No;No;microUSB 2.0, OTG;Accelerometer, gyro (digital), proximity, compass;Li-Ion 3000 mAh, non-removable;Black, Blue, Red, Gold, Pink;M5c, MZ-M5c;About 140 EUR;;GeekBench: 1285 (v4.4);;;;;;;;;
https://www.gsmarena.com/meizu_e2-8659.php;https://fdn2.gsmarena.com/vv/bigpic/meizu-e2.jpg;Meizu E2;Released 2017, April;155g, 7.5mm thickness;Android 7, Flyme 6;16GB/32GB/64GB storage, microSDXC;26;N/A;328,359 hits;"5.5""";1080x1920 pixels;2-4 GB RAM;Helio P20;3400 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA;LTE (unspecified);;HSPA, LTE;2017, April. Released 2017, April;Discontinued;153.7 x 75.7 x 7.5 mm (6.05 x 2.98 x 0.30 in);155 g (5.47 oz);Hybrid Dual SIM (Nano-SIM, dual stand-by);;IPS LCD;5.5 inches, 82.6 cm(~71.0% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~403 ppi density);;Android 7 (Nougat), Flyme 6;Mediatek MT6757 Helio P20 (16 nm);Octa-core (4x2.3 GHz Cortex-A53 & 4x1.6 GHz Cortex-A53);Mali-T880MP2;microSDXC (uses shared SIM slot);16GB 2GB RAM, 32GB 3GB RAM, 64GB 4GB RAM;;13 MP, f/2.2, PDAF;Quad-LED dual-tone flash, HDR, panorama;1080p@30fps;"8 MP, f/2.0, 1/3.2"", 1.4µm";;1080p@30fps;Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct;4.2, A2DP, LE;GPS, GLONASS;No;No;microUSB 2.0;Fingerprint (front-mounted), accelerometer, gyro, proximity, compass;Li-Ion 3400 mAh, non-removable;Black, Gold, Silver;;About 210 EUR;;;;;;Yes;Yes;;;;
