Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;speed;year;status;dimensions;weight;sim;displaytype;displaysize;displayresolution;os;chipset;cpu;gpu;memoryslot;internalmemory;cam1modules;cam1video;cam2modules;cam2video;wlan;bluetooth;gps;nfc;radio;usb;sensors;batdescription1;batstandby1;battalktime1;colors;price;cam1features;net4g;displayprotection;memoryother;gprstext;edge;sar-eu;featuresother;displayother;bodyother
https://www.gsmarena.com/gigabyte_gsmart_mw700-2326.php;https://fdn2.gsmarena.com/vv/bigpic/gsmart-mw700.jpg;Gigabyte GSmart MW700;Released 2008;133g, 15mm thickness;Microsoft Windows Mobile 6.0 Professional;64MB RAM storage, microSD slot;9;N/A;144,219 hits;"2.8""";240x320 pixels;64 MB RAM;;1300 mAh Li-Po;GSM 900 / 1800 / 1900;;;2008, February. Released 2008;Discontinued;116 x 59 x 15 mm (4.57 x 2.32 x 0.59 in);133 g (4.69 oz);Mini-SIM;TFT resistive touchscreen, 65K colors;2.8 inches, 24.3 cm(~35.5% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~143 ppi density);Microsoft Windows Mobile 6.0 Professional;;Marvell PXA270 520MHz;;microSD (dedicated slot);64MB RAM, 256MB ROM;2 MP, AF;Yes;No;;Wi-Fi 802.11b/g;2.0, A2DP;"GPS, A-GPS; SiRF Star III chipset";;Stereo FM radio, RDS;miniUSB 1.1;;Removable Li-Po 1300 mAh battery;Up to 150 h;Up to 4 h;White Light;;;;;;Class 12;Class 10;;Pocket OfficeMP3/eAAC+/WMA/WAV/AMR playerWMV/MP4/3gp playerOrganizerBusiness card scannerPredictive text input;;
https://www.gsmarena.com/gigabyte_gsmart-3094.php;https://fdn2.gsmarena.com/vv/bigpic/Gigabyte-GSmart.jpg;Gigabyte GSmart;Cancelled;13.4mm thickness;Android 1.6;256MB RAM storage, microSDHC slot;7;N/A;105,925 hits;"2.8""";240x320 pixels;256 MB RAM;Snapdragon S1;1500 mAh Li-Ion;GSM 900 / 1800;HSDPA 900 / 2100;HSPA 7.2/0.384 Mbps;Not officially announced yet;Cancelled;103 x 54 x 13.4 mm (4.06 x 2.13 x 0.53 in);-;Mini-SIM;TFT, 256K colors;2.8 inches, 24.3 cm(~43.7% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~143 ppi density);Android 1.6 (Donut);Qualcomm MSM7225 Snapdragon S1;528 MHz ARM 11;No;microSDHC (dedicated slot);256MB RAM, 512MB;2 MP, AF;Yes;;;Wi-Fi 802.11 b/g;2.0, A2DP;GPS, A-GPS;;;Proprietary;Accelerometer;Removable Li-Ion 1500 mAh battery;;;Black;;;;;;;;;Dedicated search keyMP3/eAAC+/WAV/WMA9 playerMP4/H.264/WMV9 playerPhoto editorOrganizerVoice memoPredictive text input;;Trackball
https://www.gsmarena.com/gigabyte_gsmart_i350-2072.php;https://fdn2.gsmarena.com/vv/bigpic/gigabyte-i350.gif;Gigabyte GSmart i350;Released 2008, December;130g, 18mm thickness;Microsoft Windows Mobile 6.0 Professional;256MB 64MB RAM storage, miniSD slot;11;N/A;206,884 hits;"2.6""";480x640 pixels;64 MB RAM;;1300 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;;;2007, June. Released 2008, December;Discontinued;110 x 54 x 18 mm (4.33 x 2.13 x 0.71 in);130 g (4.59 oz);Mini-SIM;TFT resistive touchscreen, 256K colors (65K effective);2.6 inches, 20.9 cm(~35.2% screen-to-body ratio);480 x 640 pixels, 4:3 ratio (~308 ppi density);Microsoft Windows Mobile 6.0 Professional;;Intel XScale PXA270 520 MHz;;miniSD, SDHC;256MB 64MB RAM;2 MP, AF;Yes;No;;Wi-Fi 802.11b/g;2.0;GPS, SiRF Star III chipset;;No;miniUSB 2.0;;Removable Li-Ion 1300 mAh battery;Up to 160 h;;Black, White;;LED flash;;;;Class 12;No;;Pocket OfficeMP3/AAC/AAC+/WMA/OGG/AMR playerWMV/MP4 playerJavaOrganizer;;
https://www.gsmarena.com/gigabyte_gsmart_q60-1918.php;https://fdn2.gsmarena.com/vv/bigpic/gigabyte-q60.gif;Gigabyte GSmart q60;Cancelled;14mm thickness;Microsoft Windows Mobile 6 Professional;96MB RAM storage, microSD slot;10;N/A;269,224 hits;"2.5""";320x240 pixels;96 MB RAM;;;GSM 900 / 1800 / 1900;HSDPA 2100;HSPA;2007, February;Cancelled;111 x 64 x 14 mm (4.37 x 2.52 x 0.55 in);;Mini-SIM;TFT resistive touchscreen, 256K colors (65K effective);2.5 inches, 19.4 cm(~27.2% screen-to-body ratio);320 x 240 pixels, 4:3 ratio (~160 ppi density);Microsoft Windows Mobile 6 Professional;;Intel XScale PXA270 520MHz;;microSD (dedicated slot);96MB RAM, 256MB ROM;2 MP, AF;Yes;VGA videocall camera;;No;2.0;No;;No;miniUSB 2.0;;Removable Li-Ion battery;;;Silver;;LED flash;;;Intel XScale PXA270, 520MHz;;;;Pocket OfficeMP3/AAC/AAC+/WMA/OGG/AMR playerWMV/MP4 playerOrganizer;;
https://www.gsmarena.com/gigabyte_gsmart_t600-1917.php;https://fdn2.gsmarena.com/vv/bigpic/gigabyte-t600.gif;Gigabyte GSmart t600;Released 2007, February;140g, 18.5mm thickness;Microsoft Windows Mobile 6 Professional;153MB 64MB RAM 256MB ROM storage, microSD slot;13;N/A;211,668 hits;"2.6""";480x640 pixels;64 MB RAM;;1300 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;;;2007, February;Discontinued;110 x 55.5 x 18.5 mm (4.33 x 2.19 x 0.73 in);140 g (4.94 oz);Mini-SIM;TFT resistive touchscreen, 65K colors;2.6 inches, 20.9 cm(~34.3% screen-to-body ratio);480 x 640 pixels, 4:3 ratio (~308 ppi density);Microsoft Windows Mobile 6 Professional;;Intel XScale PXA270 520MHz;;microSD (dedicated slot);153MB 64MB RAM 256MB ROM;2 MP, AF;320p;No;;Wi-Fi 802.11b/g;2.0;No;;T-DMB radio;miniUSB 2.0;;Removable Li-Ion 1300 mAh battery;Up to 150 h;Up to 3 h;White;;LED flash;;;Intel XScale PXA270, 520MHz;Class 10;No;;DVB-H/T TV broadcast receiverPocket OfficeMP3/AAC/AAC+/WMA/OGG/AMR playerWMV/MP4 playerT-DMB radioOrganizer;;
https://www.gsmarena.com/gigabyte_gsmart_i300-1817.php;https://fdn2.gsmarena.com/vv/bigpic/gigabyte-i300.gif;Gigabyte GSmart i300;Released 2006, Q2;116g, 19mm thickness;Microsoft Windows Mobile 5.0 for …;64MB RAM storage, miniSD slot;10;N/A;204,328 hits;"2.4""";240x320 pixels;64 MB RAM;;920 mAh Li-Ion;GSM 900 / 1800 / 1900;;;2006, Q2;Discontinued;102.5 x 51.5 x 19 mm (4.04 x 2.03 x 0.75 in);116 g (4.09 oz);Mini-SIM;TFT resistive touchscreen, 256K colors (65K effective);2.4 inches, 17.8 cm(~33.8% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~167 ppi density);Microsoft Windows Mobile 5.0 for PocketPC Phone Edition(AKU2);;Intel XScale PXA272 520MHz;;miniSD;64MB RAM, 256MB ROM;2.1 MP, AF;Yes;No;;Wi-Fi 802.11b/g;2.0;GPS, SiRF Star III chipset;;No;miniUSB 2.0;;Removable Li-Ion 920 mAh battery;Up to 110 h;Up to 3 h;Silver;About 300 EUR;LED flash;;;Intel XScale PXA272, 520MHz;Class 10;No;;Pocket OfficeMP3/AAC/AAC+/WMA/OGG/AMR playerWMV/MP4 playerOrganizer;;
https://www.gsmarena.com/gigabyte_gsmart_i120-1795.php;https://fdn2.gsmarena.com/vv/bigpic/gigabyte-g-smarti120.gif;Gigabyte GSmart i120;Released 2006, December;130g, 19.8mm thickness;Microsoft Windows Mobile 5.0 for …;64MB RAM storage, miniSD slot;11;N/A;291,608 hits;"2.4""";240x320 pixels;64 MB RAM;;1300 mAh Li-Ion;GSM 900 / 1800 / 1900;;;2006, December;Discontinued;106.6 x 53.2 x 19.8 mm (4.20 x 2.09 x 0.78 in);130 g (4.59 oz);Mini-SIM;TFT resistive touchscreen, 256K colors (65K effective);2.4 inches, 17.8 cm(~31.5% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~167 ppi density);Microsoft Windows Mobile 5.0 for PocketPC Phone Edition(AKU3.3);;Intel PXA272 416 MHz;;miniSD;64MB RAM, 256MB ROM;2 MP;Yes;No;;Wi-Fi 802.11 b/g;1.2;No;;FM radio;miniUSB 1.1;;Removable Li-Ion 920/1300 mAh battery;Up to 125 h;Up to 3.5 h;Silver-black;About 320 EUR;LED flash;;;;Class 10;No;;Analog TV tuner (NTSC/PAL/Secam)Pocket OfficeMP3/AAC/AAC+/WMA/OGG/AMR playerWMV/MP4 playerWise TalkSmart InputAudio MixerZIP ToolOrganizer;;
https://www.gsmarena.com/gigabyte_gsmart_2005-1760.php;https://fdn2.gsmarena.com/vv/bigpic/gigabyte-g-smart.gif;Gigabyte GSmart 2005;Released 2005;153g, 24mm thickness;Microsoft Windows Mobile 5.0 for …;64MB RAM storage, miniSD slot;9;N/A;180,431 hits;"2.4""";240x320 pixels;64 MB RAM;;840 mAh Li-Ion;GSM 900 / 1800 / 1900;;;2005;Discontinued;109 x 53.5 x 24 mm (4.29 x 2.11 x 0.94 in);153 g (5.40 oz);Mini-SIM;TFT resistive touchscreen, 256K colors (65K effective);2.4 inches, 17.8 cm(~30.6% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~167 ppi density);Microsoft Windows Mobile 5.0 for PocketPC Phone Edition(AKU2);;Intel PXA272 416 MHz;;miniSD;64MB RAM, 64MB ROM;2.1 MP;Yes;No;;Wi-Fi 802.11b;1.2;No;;FM radio;miniUSB 1.1;;Removable Li-Ion 840 mAh battery;Up to 110 h;Up to 3 h;Black;About 170 EUR;LED flash;;;;Class 10;No;;TV-receiver: NTSC/PAL3D mapsVoice navigation systemMP3/MP4 playerOrganizer;;
https://www.gsmarena.com/gigabyte_gsmart_i-1759.php;https://fdn2.gsmarena.com/vv/bigpic/gigabyte-g-smarti.gif;Gigabyte GSmart i;Released 2005;130g, 19.5mm thickness;Microsoft Windows Mobile 5.0 for …;64MB RAM storage, miniSD slot;9;N/A;213,963 hits;"2.4""";240x320 pixels;64 MB RAM;;1300 mAh Li-Ion;GSM 900 / 1800 / 1900;;;2005;Discontinued;106.2 x 53 x 19.5 mm (4.18 x 2.09 x 0.77 in);130 g (4.59 oz);Mini-SIM;TFT resistive touchscreen, 256K colors (65K effective);2.4 inches, 17.8 cm(~31.7% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~167 ppi density);Microsoft Windows Mobile 5.0 for PocketPC Phone Edition(AKU2);;Intel PXA272 416 MHz;;miniSD;64MB RAM, 64MB ROM;2.1 MP;Yes;No;;Wi-Fi 802.11b;1.2;No;;FM radio;miniUSB 1.1;;Removable Li-Ion 920/1300 mAh battery;Up to 170 h;Up to 3 h 30 min;Silver;About 190 EUR;LED flash;;;;Class 10;No;;TV-receiver: NTSC/PALPocket GhostZip ToolMP3/MP4 playerOrganizer;;
https://www.gsmarena.com/gigabyte_gsmart_i_(128)-1758.php;https://fdn2.gsmarena.com/vv/bigpic/gigabyte-g-smarti128.gif;Gigabyte GSmart i (128);Released 2005;130g, 19.8mm thickness;Microsoft Windows Mobile 5.0 for …;64MB RAM storage, miniSD slot;10;N/A;194,494 hits;"2.4""";240x320 pixels;64 MB RAM;;1300 mAh Li-Ion;GSM 900 / 1800 / 1900;;;2005;Discontinued;106.6 x 53.2 x 19.8 mm (4.20 x 2.09 x 0.78 in);130 g (4.59 oz);Mini-SIM;TFT resistive touchscreen, 256K colors (65K effective);2.4 inches, 17.8 cm(~31.5% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~167 ppi density);Microsoft Windows Mobile 5.0 for PocketPC Phone Edition(AKU2);;Intel PXA272 416 MHz;;miniSD;64MB RAM, 128MB ROM;2 MP;Yes;No;;Wi-Fi 802.11 b/g;1.2;No;;FM radio;miniUSB 1.1;;Removable Li-Ion 920/1300 mAh battery;Up to 125 h;Up to 3 h 30 min;Silver;About 270 EUR;LED flash;;;;Class 10;No;;Analog TV tuner (NTSC/PAL/Secam)Pocket OfficeWindows MPlayer 10OrganizerVoice memo;;
https://www.gsmarena.com/gigabyte_g_yoyo-1755.php;https://fdn2.gsmarena.com/vv/bigpic/gigabyte-g-yoyo.gif;Gigabyte g-YoYo;Released 2006;105g, 19.8mm thickness;Feature phone;64MB storage, miniSD slot;6;N/A;150,503 hits;"2.0""";176x220 pixels; ;;1050 mAh Li-Ion;GSM 900 / 1800 / 1900;;;2006;Discontinued;99.7 x 48.5 x 19.8 mm (3.93 x 1.91 x 0.78 in);105g (3.70 oz);Mini-SIM;TFT resistive touchscreen, 256K colors;2.0 inches, 12.6 cm(~26.0% screen-to-body ratio);176 x 220 pixels (~141 ppi density);;;;;miniSD;64MB;2 MP;Yes;No;;No;No;GPS;;No;No;;Removable Li-Ion 1050 mAh battery;Up to 300 h;Up to 5 h;Silver;;;;;;Class 10;No;;GPS ApplicationsMP3/MP4 playerOrganizer;;
https://www.gsmarena.com/gigabyte_g_cam-1753.php;https://fdn2.gsmarena.com/vv/bigpic/gigabyte-g-cam.gif;Gigabyte g-Cam;Released 2005;113g, 24.1mm thickness;Feature phone;miniSD slot;8;N/A;189,218 hits;"2.0""";176x220 pixels; ;;700 mAh Li-Ion;GSM 900 / 1800 / 1900;;;2005;Discontinued;105 x 46 x 24.1 mm (4.13 x 1.81 x 0.95 in);113g (3.99 oz);Mini-SIM;TFT resistive touchscreen, 256K colors;2.0 inches, 12.6 cm(~26.1% screen-to-body ratio);176 x 220 pixels (~141 ppi density);;;;;miniSD;;5 MP, AF;Yes;No;;No;No;No;;No;Proprietary;;Removable Li-Ion 700 mAh battery;Up to 200 h;Up to 3 h;Silver;;xenon flash;;;;Class 10;No;;MP3/MP4 playerPersonal Yellow PageText to speechTv-outPC SyncPictBridge photo plug-and-printOrganizer;- Dual display (half and full-screen);
https://www.gsmarena.com/gigabyte_barbie-1752.php;https://fdn2.gsmarena.com/vv/bigpic/gigabyte-barbie.gif;Gigabyte Barbie;Released 2005, December;106g, 25.6mm thickness;Feature phone;miniSD slot;7;N/A;190,033 hits;"2.0""";176x220 pixels; ;;700 mAh Li-Ion;GSM 900 / 1800 / 1900;;;2005, December;Discontinued;96.7 x 54 x 25.6 mm (3.81 x 2.13 x 1.01 in);106 g (3.74 oz);Mini-SIM;TFT, 260K colors;2.0 inches, 12.6 cm(~24.1% screen-to-body ratio);176 x 220 pixels (~141 ppi density);;;;;miniSD;;1 MP;Yes;No;;No;No;No;;No;No;;Removable Li-Ion 700 mAh battery;Up to 240 h;Up to 5 h;Blue, Pink, Orange;;;;;;Class 10;No;;BMI calculatorFood calorie indexMP3/MP4 playerOrganizer;;
https://www.gsmarena.com/gigabyte_g_re_(b)-1751.php;https://fdn2.gsmarena.com/vv/bigpic/gigabyte-g-re.gif;Gigabyte g-re (b);Released 2005;106g, 25.6mm thickness;Feature phone;miniSD slot;8;N/A;100,433 hits;"2.0""";176x220 pixels; ;;700 mAh Li-Ion;GSM 900 / 1800 / 1900;;;2005;Discontinued;96.7 x 54 x 25.6 mm (3.81 x 2.13 x 1.01 in);106 g (3.74 oz);Mini-SIM;TFT, 2.6M colors;2.0 inches, 12.6 cm(~24.1% screen-to-body ratio);176 x 220 pixels (~141 ppi density);;;;;miniSD;;1.3 MP;Yes;No;;No;No;No;;No;No;;Removable Li-Ion 700 mAh battery;Up to 240 h;Up to 5 h;Hippy Orange, Hip-Hop Blue;;;;;;Class 10;No;;MP3/MP4 player3-axis motion sensorOrganizer;;
https://www.gsmarena.com/gigabyte_g_re_(o)-1750.php;https://fdn2.gsmarena.com/vv/bigpic/gigabyte-g-re.gif;Gigabyte g-re (o);Released 2005;106g, 25.6mm thickness;Feature phone;miniSD slot;6;N/A;163,734 hits;"2.0""";176x220 pixels; ;;700 mAh Li-Ion;GSM 900 / 1800 / 1900;;;2005;Discontinued;96.7 x 54 x 25.6 mm (3.81 x 2.13 x 1.01 in);106 g (3.74 oz);Mini-SIM;TFT, 2.6M colors;2.0 inches, 12.6 cm(~24.1% screen-to-body ratio);176 x 220 pixels (~141 ppi density);;;;;miniSD;;1.3 MP;Yes;No;;No;No;No;;No;No;;Removable Li-Ion 700 mAh battery;Up to 240 h;Up to 5 h;Hippy Orange, Hip-Hop Blue;;;;;;Class 10;No;;MP3/MP4 player3-axis motion sensorOrganizer;;
https://www.gsmarena.com/gigabyte_snoopy-1749.php;https://fdn2.gsmarena.com/vv/bigpic/gigabyte-snoopy.gif;Gigabyte Snoopy;Released 2005;106g, 25.6mm thickness;Feature phone;miniSD slot;6;N/A;157,945 hits;"2.0""";176x220 pixels; ;;700 mAh Li-Ion;GSM 900 / 1800 / 1900;;;2005;Discontinued;96.7 x 54 x 25.6 mm (3.81 x 2.13 x 1.01 in);106 g (3.74 oz);Mini-SIM;TFT, 2.6M colors;2.0 inches, 12.6 cm(~24.1% screen-to-body ratio);176 x 220 pixels (~141 ppi density);;;;;miniSD;;1 MP;Yes;No;;No;No;No;;No;No;;Removable Li-Ion 700 mAh battery;Up to 240 h;Up to 5 h;White;;;;;;Class 10;No;;MP3/MP4 playerOrganizer;;
https://www.gsmarena.com/gigabyte_keroro-1754.php;https://fdn2.gsmarena.com/vv/bigpic/gigabyte-keroro.gif;Gigabyte Keroro;Released 2005;106g, 25.6mm thickness;Feature phone;miniSD slot;6;N/A;152,165 hits;"2.0""";176x220 pixels; ;;700 mAh Li-Ion;GSM 900 / 1800 / 1900;;;2005;Discontinued;96.7 x 54 x 25.6 mm (3.81 x 2.13 x 1.01 in);106 g (3.74 oz);Mini-SIM;TFT, 2.6M colors;2.0 inches, 12.6 cm(~24.1% screen-to-body ratio);176 x 220 pixels (~141 ppi density);;;;;miniSD;;1.3 MP;Yes;No;;No;No;No;;No;No;;Removable Li-Ion 700 mAh battery;Up to 240 h;Up to 5 h;White;;;;;;Class 10;No;;MP3/MP4 playerEnglish TutorLunar and solar calendarCalorie CalculatorOrganizer;;
https://www.gsmarena.com/gigabyte_doraemon-1748.php;https://fdn2.gsmarena.com/vv/bigpic/gigabyte-doraemon.gif;Gigabyte Doraemon;Released 2005;106g, 25.6mm thickness;Feature phone;miniSD slot;7;N/A;169,599 hits;"2.0""";176x220 pixels; ;;700 mAh Li-Ion;GSM 900 / 1800 / 1900;;;2005;Discontinued;96.7 x 54 x 25.6 mm (3.81 x 2.13 x 1.01 in);106 g (3.74 oz);Mini-SIM;TFT, 2.6M colors;2.0 inches, 12.6 cm(~24.1% screen-to-body ratio);176 x 220 pixels (~141 ppi density);;;;;miniSD;;1 MP;Yes;No;;No;No;No;;No;No;;Removable Li-Ion 700 mAh battery;Up to 240 h;Up to 5 h;Black;;;;;;Class 10;No;;MP3/MP4 playerOrganizer;;
https://www.gsmarena.com/gigabyte_g_x5-1747.php;https://fdn2.gsmarena.com/vv/bigpic/gigabyte-g-x5.gif;Gigabyte g-X5;Released 2005, September;106g, 25.6mm thickness;Feature phone;miniSD slot;6;N/A;148,643 hits;"2.0""";176x220 pixels; ;;700 mAh Li-Ion;GSM 900 / 1800 / 1900;;;2005, September;Discontinued;96.7 x 54 x 25.6 mm (3.81 x 2.13 x 1.01 in);106 g (3.74 oz);Mini-SIM;TFT, 2.6M colors;2.0 inches, 12.6 cm(~24.1% screen-to-body ratio);176 x 220 pixels (~141 ppi density);;;;;miniSD;;1 MP;Yes;No;;No;No;No;;No;No;;Removable Li-Ion 700 mAh battery;Up to 240 h;Up to 5 h;Black;;;;;;Class 10;No;;E-mapBuilt-in 3 axis sensorMP3/MP4 playerOrganizer;;
