Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;speed;year;status;dimensions;weight;sim;displaytype;displaysize;displayresolution;os;chipset;cpu;gpu;memoryslot;internalmemory;cam1modules;cam1video;cam2modules;cam2video;wlan;bluetooth;gps;nfc;radio;usb;sensors;batdescription1;batstandby1;battalktime1;colors;price;cam1features;net4g;displayprotection;memoryother;gprstext;edge;sar-eu;featuresother;displayother;bodyother
https://www.gsmarena.com/gigabyte_gsmart_simba_sx1-5515.php;https://fdn2.gsmarena.com/vv/bigpic/GSmart-Simba-new.jpg;Gigabyte GSmart Simba SX1;Released 2013, November;165g, 9.5mm thickness;Android 4.2;4GB 1GB RAM storage, microSDHC slot;3;N/A;183,125 hits;"5.0""";720x1280 pixels;1 GB RAM;Snapdragon 400;1900 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;HSPA;2013, June. Released 2013, November;Discontinued;144 x 73 x 9.5 mm (5.67 x 2.87 x 0.37 in);165 g (5.82 oz);Dual SIM (Mini-SIM, dual stand-by);IPS LCD;5.0 inches, 68.9 cm(~65.6% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Android 4.2 (Jelly Bean);Qualcomm MSM8230 Snapdragon 400 (28 nm);Dual-core 1.4 GHz Krait;Adreno 305;microSDHC (dedicated slot);4GB 1GB RAM;13 MP, AF;Yes;2 MP;;Wi-Fi 802.11 b/g/n, hotspot;3.0;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity, compass;Li-Ion 1900 mAh, removable;;;Black/White;About 260 EUR;LED flash;;;eMMC 4.5;;;;;;
https://www.gsmarena.com/gigabyte_gsmart_maya_m1-5401.php;https://fdn2.gsmarena.com/vv/bigpic/Gigabyte-GSmart-Maya-M1.jpg;Gigabyte GSmart Maya M1;Released 2013, April;150.5g, 9.7mm thickness;Android 4.1;4GB 1GB RAM storage, microSDHC slot;9;N/A;290,920 hits;"4.5""";540x960 pixels;1 GB RAM;MT6577;1700 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA;HSPA 7.2/5.76 Mbps;2013, April. Released 2013, April;Discontinued;136 x 67 x 9.7 mm (5.35 x 2.64 x 0.38 in);150.5 g (5.29 oz);Dual SIM (Mini-SIM, dual stand-by);IPS LCD;4.5 inches, 55.8 cm(~61.3% screen-to-body ratio);540 x 960 pixels, 16:9 ratio (~245 ppi density);Android 4.1 (Jelly Bean);Mediatek MT6577 (40 nm);Dual-core 1.0 GHz Cortex-A9;PowerVR SGX531u;microSDHC (dedicated slot);4GB 1GB RAM;8 MP, AF;480p@30fps;2 MP;;Wi-Fi 802.11 b/g/n, hotspot;3.0;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity, compass;Li-Ion 1700 mAh, removable;Up to 300 h;Up to 4 h;Brown, Brown/White, Brown/Red;About 220 EUR;Dual-LED flash;;;;Yes;Yes;0.75 W/kg (head);;;
https://www.gsmarena.com/gigabyte_gsmart_rio_r1-5400.php;https://fdn2.gsmarena.com/vv/bigpic/Gigabyte-GSmart-Rio-R1.jpg;Gigabyte GSmart Rio R1;Released 2013, April;130.5g, 10.5mm thickness;Android 4.0;4GB 512MB RAM storage, microSDHC slot;9;N/A;223,519 hits;"4.0""";480x800 pixels;512 MB RAM;Snapdragon S4 Play;1500 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA;HSPA 7.2/0.384 Mbps;2013, April. Released 2013, April;Discontinued;124.2 x 63.8 x 10.5 mm (4.89 x 2.51 x 0.41 in);130.5 g (4.59 oz);Dual SIM (Mini-SIM, dual stand-by);IPS LCD;4.0 inches, 45.5 cm(~57.5% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~233 ppi density);Android 4.0 (Ice Cream Sandwich);Qualcomm MSM8225 Snapdragon S4 Play;Dual-core 1.0 GHz Cortex-A5;Adreno 203;microSDHC (dedicated slot);4GB 512MB RAM;5 MP, AF;720p;VGA;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;3.0;GPS;No;No;microUSB 2.0;Accelerometer, proximity;Li-Ion 1500 mAh, removable;Up to 135 h;Up to 5 h;Black, Black/White, Black/Blue, Black/Pink, Black/Yellow;About 150 EUR;LED flash;;;;Yes;Yes;0.58 W/kg (head);;;
https://www.gsmarena.com/gigabyte_gsmart_gs202-5174.php;https://fdn2.gsmarena.com/vv/bigpic/gigabyte-gsmart-gs202.jpg;Gigabyte GSmart GS202;Released 2012, December;147.6g, 10.9mm thickness;Android 4.0;4GB 512MB RAM storage, microSDHC slot;18;N/A;311,832 hits;"4.3""";480x800 pixels;512 MB RAM;MT6577;1500 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;HSPA 7.2/5.76 Mbps;2012, December. Released 2012, December;Discontinued;130.5 x 66.5 x 10.9 mm (5.14 x 2.62 x 0.43 in);147.6 g (5.19 oz);Dual SIM (Mini-SIM, dual stand-by);IPS LCD;4.3 inches, 52.6 cm(~60.6% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~217 ppi density);Android 4.0 (Ice Cream Sandwich);Mediatek MT6577 (40 nm);Dual-core 1.0 GHz Cortex-A9;PowerVR SGX531u;microSDHC (dedicated slot);4GB 512MB RAM;5 MP, AF;Yes;VGA;;Wi-Fi 802.11 b/g/n, hotspot;3.0;GPS;No;No;microUSB 2.0;Accelerometer, proximity, compass;Li-Ion 1500 mAh, removable;Up to 200 h;Up to 4 h;White, Brown;About 110 EUR;LED flash;;;;;;0.24 W/kg (head);;;
https://www.gsmarena.com/gigabyte_gsmart_g1362-4935.php;https://fdn2.gsmarena.com/vv/bigpic/gigabyte-gsmart-g1362.jpg;Gigabyte GSmart G1362;Released 2012, September;155g, 11mm thickness;Android 4.0;4GB 512MB RAM storage, microSDHC slot;9;N/A;205,232 hits;"4.3""";480x854 pixels;512 MB RAM;Snapdragon S4 Play;1550 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100 - SIM 1 only;HSPA;2012, August. Released 2012, September;Discontinued;132.5 x 67.7 x 11 mm (5.22 x 2.67 x 0.43 in);155 g (5.47 oz);Dual SIM (Mini-SIM);TFT, 256K colors;4.3 inches, 51.0 cm(~56.8% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~228 ppi density);Android 4.0 (Ice Cream Sandwich);Qualcomm MSM8225 Snapdragon S4 Play;Dual-core 1.2 GHz Cortex-A5;Adreno 203;microSDHC (dedicated slot);4GB 512MB RAM;5 MP, AF;Yes;VGA;;Wi-Fi 802.11 b/g/n, hotspot;3.0;GPS, A-GPS;;No;microUSB 2.0;Accelerometer, proximity;Removable Li-Ion 1550 mAh battery;Up to 200 h;Up to 4 h 30 min;Gray, White;About 210 EUR;LED flash;;;;;;;MP3/AAC+ playerMP4/H.264 playerDocument viewerPhoto viewer/editorOrganizerVoice memo/dialPredictive text input;;
https://www.gsmarena.com/gigabyte_gsmart_g1355-4547.php;https://fdn2.gsmarena.com/vv/bigpic/gigabyte-g1355.jpg;Gigabyte GSmart G1355;Released 2012, September;168g, 11.5mm thickness;Android 2.3.4;1GB 512MB RAM storage, microSDHC slot;7;N/A;313,715 hits;"4.3""";480x800 pixels;512 MB RAM;Snapdragon S1;1500 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100 - SIM 1 only;HSPA;2012, February. Released 2012, September;Discontinued;129.8 x 69.8 x 11.5 mm (5.11 x 2.75 x 0.45 in);168 g (5.93 oz);Dual SIM (Mini-SIM);TFT, 256K colors;4.3 inches, 52.6 cm(~58.1% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~217 ppi density);Android 2.3.4 (Gingerbread);Qualcomm MSM7227T Snapdragon S1;800 MHz ARM 11;Adreno 200;microSDHC (dedicated slot);1GB 512MB RAM;5 MP, AF;Yes;No;;Wi-Fi 802.11 b/g/n, hotspot;2.1, A2DP, EDR;GPS, A-GPS;;No;microUSB 2.0;Accelerometer, proximity, compass;Removable Li-Ion 1500 mAh battery;Up to 115 h;Up to 4 h 30 min;Gray;About 190 EUR;LED flash;;;;;;;MP3/AAC+ playerMP4/H.264 playerDocument viewerPhoto viewer/editorOrganizerVoice memo/dialPredictive text input;;
https://www.gsmarena.com/gigabyte_gsmart_g1345-4190.php;https://fdn2.gsmarena.com/vv/bigpic/gigabyte-gsmart-g1345.jpg;Gigabyte GSmart G1345;Released 2011, Q2;123.3g, 13.9mm thickness;Android 2.3;512MB RAM storage, microSDHC slot;9;N/A;262,605 hits;"3.5""";320x480 pixels;512 MB RAM;Snapdragon S1;1500 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1;HSDPA 900 / 2100 - SIM 1 only;HSPA;2011, Q2;Discontinued;120 x 62.5 x 13.9 mm (4.72 x 2.46 x 0.55 in);123.3 g (4.34 oz);Dual SIM (Mini-SIM, no dual stand-by);TFT, 256K colors;3.5 inches, 36.5 cm(~48.6% screen-to-body ratio);320 x 480 pixels, 3:2 ratio (~165 ppi density);Android 2.3 (Gingerbread);Qualcomm MSM7227T Snapdragon S1;800 MHz ARM 11;Adreno 200;microSDHC (dedicated slot);512MB RAM, 512MB;5 MP, AF;Yes;No;;Wi-Fi 802.11 b/g, hotspot;2.1, A2DP, EDR;GPS, A-GPS;;No;microUSB 2.0;Accelerometer, proximity, compass;Removable Li-Ion 1500 mAh battery;Up to 115 h;Up to 4 h 30 min;Black;;LED flash;;;;;;;MP3/AAC+ playerMP4/H.264 playerDocument viewerPhoto viewer/editorOrganizerVoice memoPredictive text input;;
https://www.gsmarena.com/gigabyte_gsmart_g1342_houston-4637.php;https://fdn2.gsmarena.com/vv/bigpic/huawei-houston-g1342.jpg;Gigabyte GSmart G1342 Houston;Released 2011;120g, 12.5mm thickness;Android 4.0;1GB 512MB RAM storage, microSDHC slot;9;N/A;162,381 hits;"3.5""";320x480 pixels;512 MB RAM;Snapdragon S1;1500 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1;HSDPA 900 / 2100 - SIM 1 only;HSPA;2011;Discontinued;121 x 62.5 x 12.5 mm (4.76 x 2.46 x 0.49 in);120 g (4.23 oz);Dual SIM (Mini-SIM);TFT, 256K colors;3.5 inches, 36.5 cm(~48.2% screen-to-body ratio);320 x 480 pixels, 3:2 ratio (~165 ppi density);Android 4.0 (Ice Cream Sandwich);Qualcomm MSM7225AA Snapdragon S1;800 MHz Cortex-A5;Adreno 200;microSDHC (dedicated slot);1GB 512MB RAM;3.15 MP;Yes;No;;Wi-Fi 802.11 b/g/n, hotspot;3.0, A2DP, EDR;GPS, A-GPS;;FM radio;microUSB 2.0;Accelerometer, proximity, compass;Removable Li-Ion 1500 mAh battery;Up to 115 h;Up to 4 h 30 min;Black;;;;;;;;;MP3/AAC+ playerMP4/H.264 playerDocument viewerPhoto viewer/editorOrganizerVoice memo/dialPredictive text input;;
https://www.gsmarena.com/gigabyte_gsmart_m3447-3763.php;https://fdn2.gsmarena.com/vv/bigpic/Gigabyte-GSmart-M3447.jpg;Gigabyte GSmart M3447;Released 2011;95g, 13mm thickness;Feature phone;64MB RAM storage, microSDHC slot;7;N/A;201,213 hits;"2.4""";240x320 pixels;64 MB RAM;;900 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1;HSDPA 2100;HSPA;2011. Released 2011;Discontinued;110 x 59 x 13 mm (4.33 x 2.32 x 0.51 in);95 g (3.35 oz);Dual SIM (Mini-SIM);TFT resistive touchscreen, 65K colors;2.4 inches, 17.8 cm(~27.5% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~167 ppi density);;;MediaTek MT6268 246 MHz;;microSDHC (dedicated slot);64MB RAM, 128MB ROM;2 MP;Yes;Yes;;No;2.1, A2DP, EDR;No;;No;Proprietary;;Removable Li-Ion 900 mAh battery;Up to 450 h (2G) / Up to 200 h (3G);Up to 4 h 30 min (2G) / Up to 4 h (3G);Black;;;;;;;;;MP3/eAAC+ playerMP4/H.264 playerDocument viewerPhoto viewer/editorOrganizerVoice memoPredictive text input;;
https://www.gsmarena.com/gigabyte_gsmart_g1310-3720.php;https://fdn2.gsmarena.com/vv/bigpic/gigabyte-g1310.jpg;Gigabyte GSmart G1310;Released 2011, July;117g, 12.9mm thickness;Android 2.2;256MB RAM storage, microSDHC slot;8;N/A;322,395 hits;"3.2""";320x480 pixels;256 MB RAM;Snapdragon S1;1260 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1;HSDPA 900 / 2100 - SIM 1 only;HSPA;2011, January. Released 2011, July;Discontinued;113.5 x 60 x 12.9 mm (4.47 x 2.36 x 0.51 in);117 g (4.13 oz);Dual SIM (Mini-SIM);TFT, 256K colors;3.2 inches, 30.5 cm(~44.8% screen-to-body ratio);320 x 480 pixels, 3:2 ratio (~180 ppi density);Android 2.2 (Froyo);Qualcomm MSM7225-1 Snapdragon S1;528 MHz ARM 11;No;microSDHC (dedicated slot);256MB RAM, 512MB;5 MP, AF;Yes;No;;Wi-Fi 802.11 b/g, hotspot;2.1, A2DP, EDR;GPS, A-GPS;;FM radio;microUSB 2.0;Accelerometer, proximity, compass;Removable Li-Po 1260 mAh battery;Up to 255 h;Up to 4 h 40 min;Champagne gold, pearl white;About 10 EUR;;;;;;;;MP3/AAC+ playerMP4/H.264 playerDocument viewerPhoto viewer/editorOrganizerVoice memoPredictive text input;;
https://www.gsmarena.com/gigabyte_gsmart_g1317_rola-3694.php;https://fdn2.gsmarena.com/vv/bigpic/gigabyte-gsmart-rola.jpg;Gigabyte GSmart G1317 Rola;Released 2011, April;116g, 13.3mm thickness;Android 2.2;512MB 256MB RAM storage, microSDHC slot;9;N/A;301,375 hits;"3.2""";240x400 pixels;256 MB RAM;Snapdragon S1;1260 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1;HSDPA 900 / 2100 - SIM 1 only;HSPA;2010, November. Released 2011, April;Discontinued;113.5 x 60 x 13.3 mm (4.47 x 2.36 x 0.52 in);116 g (4.09 oz);Dual SIM (Mini-SIM, dual stand-by);TFT resistive touchscreen, 16M colors;3.2 inches, 29.1 cm(~42.8% screen-to-body ratio);240 x 400 pixels, 5:3 ratio (~146 ppi density);Android 2.2 (Froyo);Qualcomm MSM7225 Snapdragon S1;528 MHz ARM 11;No;microSDHC (dedicated slot);512MB 256MB RAM;3.15 MP;Yes;No;;Wi-Fi 802.11 b/g, hotspot;2.1, A2DP, EDR;GPS, A-GPS;;Stereo FM radio;microUSB 2.0;Accelerometer, proximity, compass;Removable Li-Ion 1260 mAh battery;Up to 115 h;Up to 6 h 30 min;Glossy Black, Glossy White;About 130 EUR;LED flash;;;;;;;MP3/WAV/WMA/eAAC+ playerMP4/WMV/H.264 playerOrganizerOffice document viewerVoice memoPredictive text input;;
https://www.gsmarena.com/gigabyte_gsmart_g1315_skate-3897.php;https://fdn2.gsmarena.com/vv/bigpic/GSmart-Skate-G1315.jpg;Gigabyte GSmart G1315 Skate;Released 2011, October;118g, 13.3mm thickness;Android 2.2;256MB RAM storage, microSDHC slot;7;N/A;253,502 hits;"3.5""";320x480 pixels;256 MB RAM;Snapdragon S1;1260 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1;HSDPA 900 / 2100;HSPA;2011. Released 2011, October;Discontinued;113.5 x 61.3 x 13.3 mm (4.47 x 2.41 x 0.52 in);118 g (4.16 oz);Dual SIM (Mini-SIM, dual stand-by);TFT, 256K colors;3.5 inches, 36.5 cm(~52.4% screen-to-body ratio);320 x 480 pixels, 3:2 ratio (~165 ppi density);Android 2.2 (Froyo);Qualcomm MSM7225-1 Snapdragon S1;528 MHz ARM 11;No;microSDHC (dedicated slot);256MB RAM, 512MB;5 MP, AF;Yes;No;;Wi-Fi 802.11 b/g, hotspot;2.1, A2DP;GPS, A-GPS;;Stereo FM radio;microUSB 2.0;Accelerometer, proximity, compass;Removable Li-Ion 1260 mAh battery;Up to 115 h;Up to 6 h 30 min;Black, white;;;;;;;;;MP3/WAV/WMA/eAAC+ playerMP4/WMV/H.264 playerOrganizerOffice document viewerVoice memoPredictive text input;;
https://www.gsmarena.com/gigabyte_gsmart_s1205-3202.php;https://fdn2.gsmarena.com/vv/bigpic/gigabyte-gsmart-s1205.jpg;Gigabyte GSmart S1205;Released 2010, April;114.5, 13.1mm thickness;Microsoft Windows Mobile 6.5 Professional;256MB ROM storage, microSDHC slot;9;N/A;544,516 hits;"3.2""";240x400 pixels;128 MB RAM;;1320 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1;;;2010, March. Released 2010, April;Discontinued;110.6 x 55 x 13.1 mm (4.35 x 2.17 x 0.52 in);114.5 (4.02 oz);Dual SIM (Mini-SIM, dual stand-by);TFT resistive touchscreen, 65K colors;3.2 inches, 29.1 cm(~47.9% screen-to-body ratio);240 x 400 pixels, 5:3 ratio (~146 ppi density);Microsoft Windows Mobile 6.5 Professional;;416 MHz Media Tek MT6516;;microSDHC (dedicated slot);256MB ROM, 128MB RAM;3.15 MP;480p;No;;Wi-Fi 802.11 b/g;2.1, A2DP;GPS, A-GPS;;Stereo FM radio;microUSB 2.0;;Removable Li-Po 1320 mAh battery;Up to 150 h;Up to 4 h;Black;About 150 EUR;;;;;Class 12;Class 10;;MP3/WAV/WMA/eAAC+ playerMP4/WMV/H.264 playerPocket OfficeOrganizerVoice memo/dialPredictive text input;;
https://www.gsmarena.com/gigabyte_gsmart_g1305_boston-3201.php;https://fdn2.gsmarena.com/vv/bigpic/gigabyte-gsmart-g1305-codfish-ofic.jpg;Gigabyte GSmart G1305 Boston;Released 2010, April;118g, 12.4mm thickness;Android 1.6;256MB RAM storage, microSDHC slot;14;N/A;376,192 hits;"3.2""";320x480 pixels;256 MB RAM;Snapdragon S1;1230 mAh Li-Po;GSM 850 / 900 / 1800 / 1900;HSDPA 900 / 1900 / 2100;HSPA 7.2/0.384 Mbps;2010, April. Released 2010, April;Discontinued;116 x 56.8 x 12.4 mm (4.57 x 2.24 x 0.49 in);118 g (4.16 oz);Mini-SIM;TFT, 256K colors;3.2 inches, 30.5 cm(~46.3% screen-to-body ratio);320 x 480 pixels, 3:2 ratio (~180 ppi density);Android 1.6 (Donut);Qualcomm MSM7227 Snapdragon S1;600 MHz ARM 11;Adreno 200;microSDHC (dedicated slot);256MB RAM;5 MP, AF;Yes;;;Wi-Fi 802.11 b/g;2.0, A2DP;GPS, A-GPS;;;2.0;Accelerometer;Removable Li-Po 1230 mAh battery;Up to 410 h;Up to 7 h 10 min;Black, White;About 110 EUR;LED flash;;;;;;;MP3/WAV/eAAC+ playerMP4/H.264 playerDocument viewerPhoto viewer/editorOrganizerVoice memoPredictive text input;;
https://www.gsmarena.com/gigabyte_gsmart_ms802-2879.php;https://fdn2.gsmarena.com/vv/bigpic/gigabyte-gsmart-ms802.jpg;Gigabyte GSmart MS802;Released 2009, Q3;130g, 14.8mm thickness;Microsoft Windows Mobile 6.1 Professional;128MB RAM storage, microSD slot;9;N/A;207,847 hits;"2.8""";240x320 pixels;128 MB RAM;;1300 mAh Li-Po;GSM 900 / 1800 / 1900;HSDPA 2100;HSPA 3.6/0.384 Mbps;2009, June. Released 2009, Q3;Discontinued;117 x 59.8 x 14.8 mm (4.61 x 2.35 x 0.58 in);130 g (4.59 oz);Mini-SIM;TFT resistive touchscreen, 65K colors;2.8 inches, 24.3 cm(~34.7% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~143 ppi density);Microsoft Windows Mobile 6.1 Professional;;520MHz Marvell PXA270;;microSD (dedicated slot);128MB RAM, 256MB ROM;3.15 MP, AF;Yes;VGA videocall camera;;Wi-Fi 802.11b/g;2.0, A2DP;"GPS, A-GPS; SiRF Star III chipset";;Stereo FM radio, RDS;miniUSB 2.0;;Removable Li-Po 1300 mAh battery;Up to 150 h;Up to 4 h;Iron Gray;;;;;;;;;Pocket OfficeMP3/eAAC+/WMA/WAV/AMR playerWMV/MP4/3gp playerOrganizerBusiness card scannerPredictive text input;;
https://www.gsmarena.com/gigabyte_gsmart_mw702-2880.php;https://fdn2.gsmarena.com/vv/bigpic/gigabyte-gsmart-mw702.jpg;Gigabyte GSmart MW702;Released 2009, Q3;130g, 14.8mm thickness;Microsoft Windows Mobile 6.1 Professional;128MB RAM storage, microSD slot;8;N/A;168,185 hits;"2.8""";240x320 pixels;128 MB RAM;;1300 mAh Li-Po;GSM 900 / 1800 / 1900;;;2009, June. Released 2009, Q3;Discontinued;117 x 59.8 x 14.8 mm (4.61 x 2.35 x 0.58 in);130 g (4.59 oz);Mini-SIM;TFT resistive touchscreen, 65K colors;2.8 inches, 24.3 cm(~34.7% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~143 ppi density);Microsoft Windows Mobile 6.1 Professional;;520MHz Marvell PXA270;;microSD (dedicated slot);128MB RAM, 256MB ROM;3.15 MP, AF;Yes;No;;Wi-Fi 802.11b/g;2.0, A2DP;"GPS, A-GPS; SiRF Star III chipset";;Stereo FM radio, RDS;miniUSB 2.0;;Removable Li-Po 1300 mAh battery;Up to 150 h;Up to 4 h;Iron Gray;;;;;;Class 12;Yes;;Pocket OfficeMP3/eAAC+/WMA/WAV/AMR playerWMV/MP4/3gp playerOrganizerBusiness card scannerPredictive text input;;
https://www.gsmarena.com/gigabyte_gsmart_s1200-2720.php;https://fdn2.gsmarena.com/vv/bigpic/gigabyte-gsmart-s1200.jpg;Gigabyte GSmart S1200;Released 2009, August;102.5g, 11.4mm thickness;Microsoft Windows Mobile 6.1/6.5 Professional;288MB RAM storage, microSDHC slot;10;N/A;311,023 hits;"3.1""";480x800 pixels;288 MB RAM;MSM7200A;1010 mAh Li-Po;GSM 850 / 900 / 1800 / 1900;HSDPA 900 / 2100;HSPA 7.2/2 Mbps;2009, February. Released 2009, August;Discontinued;106 x 52 x 11.4 mm (4.17 x 2.05 x 0.45 in);102.5 g (3.60 oz);Mini-SIM;TFT resistive touchscreen, 65K colors;3.1 inches, 27.4 cm(~49.6% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~301 ppi density);Microsoft Windows Mobile 6.1/6.5 Professional;Qualcomm MSM7200A;528 MHz ARM 11;Adreno 130;microSDHC (dedicated slot);288MB RAM, 512MB ROM;3.15 MP, AF;Yes;VGA videocall camera;;Wi-Fi 802.11b/g;2.0, A2DP;"GPS, A-GPS; SiRF Star III chipset";;Stereo FM radio, RDS;miniUSB 2.0;Accelerometer;Removable Li-Po 1010 mAh battery;Up to 150 h;Up to 4 h;Black;;LED flash;;;;;;;Pocket OfficeMP3/еAAC+/WMA/AMR playerWMV/MP4/3gp playerOrganizerТ9;Smart Vision touch UIG-Widget;
https://www.gsmarena.com/gigabyte_gsmart_ms820-2415.php;https://fdn2.gsmarena.com/vv/bigpic/ms820.jpg;Gigabyte GSmart MS820;Released 2009;105g, 14.1mm thickness;Microsoft Windows Mobile 6.1 Professional;128MB RAM storage, microSD slot;9;N/A;257,851 hits;"2.8""";480x640 pixels;128 MB RAM;;1300 mAh Li-Po;GSM 900 / 1800 / 1900;HSDPA 2100;HSPA 7.2/0.384 Mbps;2008, June. Released 2009;Discontinued;116 x 59 x 14.1 mm (4.57 x 2.32 x 0.56 in);105 g (3.70 oz);Mini-SIM;TFT resistive touchscreen, 65K colors;2.8 inches, 24.3 cm(~35.5% screen-to-body ratio);480 x 640 pixels, 4:3 ratio (~286 ppi density);Microsoft Windows Mobile 6.1 Professional;;Marvell PXA270 520MHz;;microSD (dedicated slot);128MB RAM, 256MB ROM;5 MP, AF;Yes;VGA videocall camera;;Wi-Fi 802.11b/g;2.0, A2DP;"GPS, A-GPS; SiRF Star III chipset";;Stereo FM radio, RDS;miniUSB 2.0;Accelerometer;Removable Li-Po 1300 mAh battery;Up to 150 h;Up to 4 h;Dark Gray;About 380 EUR;LED flash;;;;;;;Pocket OfficeMP3/eAAC+/WMA/WAV/AMR playerWMV/MP4/3gp playerOrganizerBusiness card scannerPredictive text input;;
https://www.gsmarena.com/gigabyte_gsmart_ms800-2414.php;https://fdn2.gsmarena.com/vv/bigpic/ms800.jpg;Gigabyte GSmart MS800;Released 2008, September;133g, 15mm thickness;Microsoft Windows Mobile 6.0 Professional;64MB RAM storage, microSD slot;8;N/A;142,802 hits;"2.8""";240x320 pixels;64 MB RAM;;1300 mAh Li-Po;GSM 900 / 1800 / 1900;HSDPA 2100;HSPA 3.6/0.384 Mbps;2008, February. Released 2008, September;Discontinued;116 x 59 x 15 mm (4.57 x 2.32 x 0.59 in);133 g (4.69 oz);Mini-SIM;TFT resistive touchscreen, 65K colors;2.8 inches, 24.3 cm(~35.5% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~143 ppi density);Microsoft Windows Mobile 6.0 Professional;;Marvell PXA270 520MHz;;microSD (dedicated slot);64MB RAM, 256MB ROM;2 MP;Yes;VGA videocall camera;;Wi-Fi 802.11b/g;2.0, A2DP;"GPS, A-GPS; SiRF Star III chipset";;Stereo FM radio, RDS;miniUSB 1.1;;Removable Li-Po 1300 mAh battery;Up to 150 h;Up to 4 h;Black;About 360 EUR;;;;;;;;Pocket OfficeMP3/eAAC+/WMA/WAV/AMR playerWMV/MP4/3gp playerOrganizerBusiness card scannerPredictive text input;;
https://www.gsmarena.com/gigabyte_gsmart_mw998-2327.php;https://fdn2.gsmarena.com/vv/bigpic/gsmart_mw998.jpg;Gigabyte GSmart MW998;Released 2008;140g, 18.5mm thickness;Microsoft Windows Mobile 6.0 Professional;64MB RAM storage, microSD slot;10;N/A;148,954 hits;"2.6""";480x640 pixels;64 MB RAM;;1300 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;;;2008, February. Released 2008;Discontinued;110.5 x 55.5 x 18.5 mm (4.35 x 2.19 x 0.73 in);140 g (4.94 oz);Mini-SIM;TFT resistive touchscreen, 256K colors (65K effective);2.6 inches, 20.9 cm(~34.1% screen-to-body ratio);480 x 640 pixels, 4:3 ratio (~308 ppi density);Microsoft Windows Mobile 6.0 Professional;;Marvell PXA270 520MHz;;microSD (dedicated slot);64MB RAM, 256MB ROM;2 MP, AF;Yes;No;;Wi-Fi 802.11b/g;2.0;No;;No;miniUSB 1.1;;Removable Li-Ion 1300 mAh battery;Up to 150 h;Up to 4 h;Black;;;;;;Class 10;No;;Pocket OfficeMP3/AAC/AAC+/WMA/OGG/AMR playerWMV/MP4 playerOrganizer;;
