Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;gprstext;edge;year;status;dimensions;weight;sim;displaytype;displaysize;displayresolution;os;chipset;cpu;gpu;memoryslot;internalmemory;cam1modules;cam1video;cam2modules;wlan;bluetooth;gps;nfc;radio;usb;sensors;featuresother;batdescription1;batstandby1;battalktime1;colors;sar-eu;cam1features;cam2video;batmusicplayback1;net3g;speed;price;bodyother;optionalother;sar-us;displayother
https://www.gsmarena.com/spice_mi_437_stellar_nhance_2-5810.php;https://fdn2.gsmarena.com/vv/bigpic/spice-mi-437.jpg;Spice Mi-437 Stellar Nhance 2;Released 2013, October;108g, 10.5mm thickness;Android 4.2;microSDHC slot;2;N/A;127,762 hits;;480x800 pixels; ;;1400 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;;;2013, October. Released 2013, October;Discontinued;124.5 x 65.5 x 10.5 mm (4.90 x 2.58 x 0.41 in);108 g (3.81 oz);Dual SIM;TFT;, -;480 x 800 pixels, 5:3 ratio;Android 4.2 (Jelly Bean);;;;microSDHC (dedicated slot);;3.15 MP;Yes;1.3 MP;Wi-Fi 802.11 b/g/n;Yes;GPS;No;FM radio;microUSB;Accelerometer, proximity;;Li-Ion 1400 mAh battery;Up to 400 h;Up to 7 h;Gray;;;;;HSDPA 2100;HSPA;About 70 EUR;;;;
https://www.gsmarena.com/spice_mi_436_stellar_glamour-5653.php;https://fdn2.gsmarena.com/vv/bigpic/spice-mi-436.jpg;Spice Mi-436 Stellar Glamour;Released 2013, August;100g, 11.5mm thickness;Android 4.2;microSDHC slot;10;N/A;562,372 hits;"4.0""";480x800 pixels; ;MT6572;1400 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;;;2013, August;Discontinued;125 x 65.8 x 11.5 mm (4.92 x 2.59 x 0.45 in);100 g (3.53 oz);Dual SIM;TFT;4.0 inches, 45.5 cm(~55.4% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~233 ppi density);Android 4.2 (Jelly Bean);Mediatek MT6572 (28 nm);Dual-core 1.2 GHz Cortex-A7;Mali-400;microSDHC (dedicated slot);;5 MP;Yes;1.3 MP;Wi-Fi 802.11 b/g/n;3.0;GPS;No;FM radio;microUSB;Accelerometer, proximity;;Li-Ion 1400 mAh battery;Up to 170 h;Up to 4 h 30 min;Blue, Red/black;;;;;HSDPA 2100;HSPA;About 70 EUR;;;;
https://www.gsmarena.com/spice_mi_354_smartflo_space-5652.php;https://fdn2.gsmarena.com/vv/bigpic/spice-mi-354.jpg;Spice Mi-354 Smartflo Space;Released 2013, August;125g, 12.4mm thickness;Android 4.2;microSDHC slot;2;N/A;221,039 hits;"3.5""";320x480 pixels; ;MT6517;1450 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;Class 12;Class 12;2013, August;Discontinued;118.2 x 60.8 x 12.4 mm (4.65 x 2.39 x 0.49 in);125 g (4.41 oz);Dual SIM;TFT;3.5 inches, 36.5 cm(~50.8% screen-to-body ratio);320 x 480 pixels, 3:2 ratio (~165 ppi density);Android 4.2 (Jelly Bean);Mediatek MT6517;Dual-core 1.0 GHz Cortex-A9;PowerVR SGX531u;microSDHC (dedicated slot);;3.15 MP;Yes;1.3 MP;Wi-Fi 802.11 b/g/n;3.0;GPS;No;FM radio;microUSB;Accelerometer, proximity;;Li-Ion 1450 mAh battery;Up to 200 h;Up to 6 h;Black/silver, White/silver;;;;;;;About 40 EUR;;;;
https://www.gsmarena.com/spice_mi_525_pinnacle_fhd-5594.php;https://fdn2.gsmarena.com/vv/bigpic/spice-pinnacle-fhd-mi-525.jpg;Spice Mi-525 Pinnacle FHD;Released 2013, July;175g, 9.3mm thickness;Android 4.2;8GB storage, microSDHC;14;N/A;544,671 hits;"5.0""";1080x1920 pixels;1 GB RAM;MT6589;2100 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;;;2013, June. Released 2013, July;Discontinued;149.4 x 74.9 x 9.3 mm (5.88 x 2.95 x 0.37 in);175 g (6.17 oz);Dual SIM;IPS LCD;5.0 inches, 68.9 cm(~61.6% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~441 ppi density);Android 4.2 (Jelly Bean);Mediatek MT6589 (28 nm);Quad-core 1.5 GHz Cortex-A7;PowerVR SGX544;microSDHC (dedicated slot);8GB 1GB RAM;8 MP, AF;1080p@30fps;2 MP;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, gyro, proximity;;Li-Ion 2100 mAh, removable;Up to 362 h;Up to 7 h;Black/White;0.91 W/kg (head);Dual-LED flash;;;HSDPA 2100;HSPA;About 160 EUR;;;;
https://www.gsmarena.com/spice_mi_515_coolpad-5546.php;https://fdn2.gsmarena.com/vv/bigpic/spice-mi-515.jpg;Spice Mi-515 Coolpad;Released 2013, June;161g, 9.9mm thickness;Android 4.1;4GB 1GB RAM storage, microSDHC slot;18;N/A;700,064 hits;"5.0""";540x960 pixels;1 GB RAM;MT6589;2000 mAh Li-Ion;GSM 900 / 1800 / 1900 - SIM 1 & SIM 2;;;2013, June. Released 2013, June;Discontinued;140 x 73 x 9.9 mm (5.51 x 2.87 x 0.39 in);161 g (5.68 oz);Dual SIM;IPS LCD;5.0 inches, 68.9 cm(~67.4% screen-to-body ratio);540 x 960 pixels, 16:9 ratio (~220 ppi density);Android 4.1 (Jelly Bean);Mediatek MT6589 (28 nm);Quad-core 1.2 GHz Cortex-A7;PowerVR SGX544;microSDHC (dedicated slot);4GB 1GB RAM;5 MP, AF;Yes;VGA;Wi-Fi 802.11 b/g/n;3.0;GPS;No;FM radio;microUSB 2.0;Accelerometer;;Li-Ion 2000 mAh, removable;;;Black;0.37 W/kg (head);LED flash;;;HSDPA 900 / 2100;HSPA;About 130 EUR;;;;
https://www.gsmarena.com/spice_mi_510_stellar_prime-5528.php;https://fdn2.gsmarena.com/vv/bigpic/spice-510.jpg;Spice Mi-510 Stellar Prime;Released 2013, July;176g, 9.9mm thickness;Android 4.2;microSDHC slot;4;N/A;233,769 hits;"5.0""";480x854 pixels; ;MT6589;2100 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;;;2013, June. Released 2013, July;Discontinued;145 x 74 x 9.9 mm (5.71 x 2.91 x 0.39 in);176 g (6.21 oz);Dual SIM (Mini-SIM);TFT;5.0 inches, 68.9 cm(~64.2% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~196 ppi density);Android 4.2 (Jelly Bean);Mediatek MT6589 (28 nm);Quad-core 1.2 GHz Cortex-A7;PowerVR SGX544;microSDHC (dedicated slot);;8 MP;Yes;3 MP;Wi-Fi 802.11 b/g/n;3.0;GPS;No;FM radio;microUSB;Accelerometer;;Li-Ion 2100 mAh, removable;Up to 250 h;Up to 6 h;White;;LED flash;;;HSDPA 2100;HSPA;About 220 EUR;;SRS audio;;
https://www.gsmarena.com/spice_mi_505_stellar_horizon_pro-5527.php;https://fdn2.gsmarena.com/vv/bigpic/spice-505.jpg;Spice Mi-505 Stellar Horizon Pro;Released 2013, May;186g, 9.6mm thickness;Android 4.0;microSDHC slot;4;N/A;283,918 hits;"5.0""";480x800 pixels; ;MT6577;2100 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;;;2013, May. Released 2013, May;Discontinued;148 x 77.2 x 9.6 mm (5.83 x 3.04 x 0.38 in);186 g (6.56 oz);Dual SIM (Mini-SIM);TFT;5.0 inches, 71.2 cm(~62.3% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~187 ppi density);Android 4.0 (Ice Cream Sandwich);Mediatek MT6577 (40 nm);Dual-core 1.0 GHz Cortex-A9;PowerVR SGX531u;microSDHC (dedicated slot);;5 MP;Yes;1.3 MP;Wi-Fi 802.11 b/g/n;4.0, A2DP;GPS;No;FM radio;microUSB;Accelerometer;;Li-Ion 2100 mAh battery;Up to 200 h;Up to 4 h 20 min;White;;Dual-LED flash;;;HSDPA 900 / 2100;HSPA;About 90 EUR;;;;
https://www.gsmarena.com/spice_mi_491_stellar_virtuoso_pro-5526.php;https://fdn2.gsmarena.com/vv/bigpic/spice-491.jpg;Spice Mi-491 Stellar Virtuoso Pro;Released 2013, July;143g, 9.9mm thickness;Android 4.1;microSDHC slot;3;N/A;169,699 hits;"4.5""";480x854 pixels; ;MT6577;1700 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;;;2013, June. Released 2013, July;Discontinued;135 x 68 x 9.9 mm (5.31 x 2.68 x 0.39 in);143 g (5.04 oz);Dual SIM (Mini-SIM);TFT;4.5 inches, 55.8 cm(~60.8% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~218 ppi density);Android 4.1 (Jelly Bean);Mediatek MT6577 (40 nm);Dual-core 1.0 GHz Cortex-A9;PowerVR SGX531u;microSDHC (dedicated slot);;5 MP;Yes;1.3 MP;Wi-Fi 802.11 b/g/n;3.0;A-GPS only;No;FM radio;microUSB;Accelerometer;;Li-Ion 1700 mAh battery;Up to 210 h;Up to 5 h;Black;;;;;HSDPA 2100;HSPA;About 80 EUR;;SRS audio;;
https://www.gsmarena.com/spice_mi_450_smartflo_ivory-5525.php;https://fdn2.gsmarena.com/vv/bigpic/spice-450.jpg;Spice Mi-450 Smartflo Ivory;Released 2013, May;130g, 11.1mm thickness;Android 4.0;microSDHC slot;4;N/A;231,504 hits;"4.5""";480x800 pixels; ;MT6517;1500 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;Class 12;Class 12;2013, May. Released 2013, May;Discontinued;131.7 x 68.5 x 11.1 mm (5.19 x 2.70 x 0.44 in);130 g (4.59 oz);Dual SIM (Mini-SIM);TFT;4.5 inches, 57.6 cm(~63.9% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~207 ppi density);Android 4.0 (Ice Cream Sandwich);Mediatek MT6517;Dual-core 1.0 GHz Cortex-A9;PowerVR SGX531u;microSDHC (dedicated slot);;3.15 MP;Yes;1.3 MP;Wi-Fi 802.11 b/g/n;Yes;A-GPS only;No;FM radio;microUSB;Accelerometer;;Li-Ion 1500 mAh battery;Up to 250 h;Up to 6 h;White;;LED flash;;;;;About 70 EUR;;;;
https://www.gsmarena.com/spice_mi_422_smartflo_pace-5524.php;https://fdn2.gsmarena.com/vv/bigpic/spice-422.jpg;Spice Mi-422 Smartflo Pace;Released 2013, May;90g, 10.9mm thickness;Android 4.0;microSDHC slot;1;N/A;158,607 hits;"4.0""";480x800 pixels; ;MT6515;1300 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;Class 12;Class 12;2013, May. Released 2013, May;Discontinued;126 x 63.8 x 10.9 mm (4.96 x 2.51 x 0.43 in);90 g (3.17 oz);Dual SIM (Mini-SIM);TFT;4.0 inches, 45.5 cm(~56.7% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~233 ppi density);Android 4.0 (Ice Cream Sandwich);Mediatek MT6515;1.0 GHz Cortex-A9;PowerVR SGX531;microSDHC (dedicated slot);;3.15 MP;Yes;1.3 MP;Wi-Fi 802.11 b/g/n;Yes;A-GPS only;No;FM radio;microUSB;Accelerometer;;Li-Ion 1300 mAh, removable;Up to 190 h;Up to 4 h 30 min;White;;LED flash;;;;;About 50 EUR;;;;
https://www.gsmarena.com/spice_mi_353_stellar_jazz-5523.php;https://fdn2.gsmarena.com/vv/bigpic/spice-353.jpg;Spice Mi-353 Stellar Jazz;Released 2013, May;135g, 13.6mm thickness;Android 2.3;microSDHC slot;1;N/A;95,769 hits;"3.5""";320x480 pixels; ;;1500 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;;;2013, May. Released 2013, May;Discontinued;124.1 x 63.7 x 13.6 mm (4.89 x 2.51 x 0.54 in);135 g (4.76 oz);Dual SIM (Mini-SIM);TFT;3.5 inches, 36.5 cm(~46.1% screen-to-body ratio);320 x 480 pixels, 3:2 ratio (~165 ppi density);Android 2.3 (Gingerbread);;;;microSDHC (dedicated slot);;3.15 MP;Yes;1.3 MP;Wi-Fi 802.11 b/g/n;3.0;GPS;No;FM radio;microUSB;Accelerometer;;Li-Ion 1500 mAh, removable;Up to 150 h;Up to 3 h 30 min;White;;LED flash;;;HSDPA 2100;HSPA;About 40 EUR;;;;
https://www.gsmarena.com/spice_mi_725_stellar_slatepad-5442.php;https://fdn2.gsmarena.com/vv/bigpic/spice-mi-725.jpg;Spice Mi-725 Stellar Slatepad;Released 2013, May;450g, 12.2mm thickness;Android 4.1;microSDHC slot;2;N/A;106,993 hits;"7.0""";600x1024 pixels; ;;3000 mAh Li-Po;GSM 900 / 1800;;;2013, May. Released 2013, May;Discontinued;194.4 x 124.5 x 12.2 mm (7.65 x 4.90 x 0.48 in);450 g (0.99 lb);Yes;TFT;7.0 inches, 137.9 cm(~57.0% screen-to-body ratio);600 x 1024 pixels, 16:9 ratio (~170 ppi density);Android 4.1 (Jelly Bean);;;;microSDHC (dedicated slot);;3.15 MP;Yes;1.3 MP;Wi-Fi 802.11 b/g/n;4.0, A2DP;GPS;No;FM radio;microUSB;Accelerometer;;Li-Po 3000 mAh, non-removable;Up to 400 h;Up to 10 h;White;;;;;HSDPA 2100;HSPA;About 120 EUR;;;;
https://www.gsmarena.com/spice_mi_502_smartflo_pace2-5441.php;https://fdn2.gsmarena.com/vv/bigpic/spice-mi-502.jpg;Spice Mi-502 Smartflo Pace2;Released 2013, May;185g, 9.6mm thickness;Android 4.0;512MB storage, microSDHC slot;5;N/A;562,955 hits;"5.0""";480x800 pixels; ;;2100 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;Class 12;Class 12;2013, May. Released 2013, May;Discontinued;148 x 77.2 x 9.6 mm (5.83 x 3.04 x 0.38 in);185 g (6.53 oz);Dual SIM;TFT;5.0 inches, 71.2 cm(~62.3% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~187 ppi density);Android 4.0 (Ice Cream Sandwich);;;;microSDHC (dedicated slot);512MB;5 MP, AF;Yes;1.3 MP;Wi-Fi 802.11 b/g/n;4.0, A2DP;A-GPS only;No;FM radio;microUSB 2.0, OTG;Accelerometer, proximity;;Li-Ion 2100 mAh, removable;Up to 288 h;Up to 4 h 20 min;White, Blue;;Dual-LED flash;;;;;About 100 EUR;;;;
https://www.gsmarena.com/spice_mi_535_stellar_pinnacle_pro-5440.php;https://fdn2.gsmarena.com/vv/bigpic/spice-mi-535.jpg;Spice Mi-535 Stellar Pinnacle Pro;Released 2013, May;196.3g, 10.3mm thickness;Android 4.2;16GB storage, microSDHC;37;N/A;546,607 hits;"5.3""";540x960 pixels;1 GB RAM;MT6589;2550 mAh Li-Po;GSM 900 / 1800 / 1900 - SIM 1 & SIM 2;;;2013, May. Released 2013, May;Discontinued;152 x 79 x 10.3 mm (5.98 x 3.11 x 0.41 in);196.3 g (6.91 oz);Dual SIM;IPS LCD;5.3 inches, 77.4 cm(~64.5% screen-to-body ratio);540 x 960 pixels, 16:9 ratio (~208 ppi density);Android 4.2 (Jelly Bean);Mediatek MT6589 (28 nm);Quad-core 1.2 GHz Cortex-A7;PowerVR SGX544;microSDHC (dedicated slot);16GB 1GB RAM;8 MP, AF;Yes;5 MP;Wi-Fi 802.11 b/g/n;4.0, A2DP;GPS;No;FM radio;microUSB 2.0, OTG;Accelerometer, gyro, proximity, compass;;Li-Po 2550 mAh, removable;Up to 700 h;Up to 4 h 12 min;Brown;;Dual-LED flash;;;HSDPA 900 / 2100 - SIM 1 & SIM 2;HSPA;About 210 EUR;;;;
https://www.gsmarena.com/spice_mi_530_stellar_pinnacle-5278.php;https://fdn2.gsmarena.com/vv/bigpic/Spice-Stellar-Pinnacle-Mi-530.jpg;Spice Mi-530 Stellar Pinnacle;Released 2013, February;196.3g, 10.3mm thickness;Android 4.0, up to 4.1;16GB storage, microSDHC;34;N/A;493,453 hits;"5.3""";540x960 pixels;1 GB RAM;;2550 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;;;2013, January. Released 2013, February;Discontinued;152 x 79 x 10.3 mm (5.98 x 3.11 x 0.41 in);196.3 g (6.91 oz);Dual SIM (Mini-SIM);TFT;5.3 inches, 77.4 cm(~64.5% screen-to-body ratio);540 x 960 pixels, 16:9 ratio (~208 ppi density);Android 4.0 (Ice Cream Sandwich), upgradable to 4.1 (Jelly Bean);;;;microSDHC (dedicated slot);16GB 1GB RAM;8 MP, AF;Yes;5 MP;Wi-Fi 802.11 b/g/n;4.0, A2DP;GPS;No;FM radio;microUSB 2.0, OTG;Accelerometer, proximity, compass;;Li-Ion 2550 mAh, removable;Up to 700 h;Up to 4 h 12 min;Black;;LED flash;;;HSDPA 2100 - SIM 1 & SIM 2;HSPA;About 190 EUR;;;;
https://www.gsmarena.com/spice_mi_1010_stellar_pad-5223.php;https://fdn2.gsmarena.com/vv/bigpic/spice-mi-1010.jpg;Spice Mi-1010 Stellar Pad;Released 2013, January;;Android 4.1;microSDHC slot;7;N/A;185,234 hits;"10.0""";1280x800 pixels; ;;7600 mAh Li-Po;N/A;No;No;2013, January. Released 2013, January;Discontinued;-;-;No;IPS LCD;10.0 inches, 290.0 cm;1280 x 800 pixels, 16:10 ratio (~151 ppi density);Android 4.1 (Jelly Bean);;;;microSDHC (dedicated slot);;3.15 MP;Yes;VGA;Wi-Fi 802.11 b/g/n;No;No;No;No;microUSB;Accelerometer;HDMI port;Li-Po 7600 mAh, non-removable;;;Silver;;;;;;;About 180 EUR;;;;
https://www.gsmarena.com/spice_mi_495_stellar_virtuoso-5222.php;https://fdn2.gsmarena.com/vv/bigpic/spice-mi-495.jpg;Spice Mi-495 Stellar Virtuoso;Released 2013, January;;Android 4.0;microSDHC slot;9;N/A;303,106 hits;"4.5""";540x960 pixels; ;;1700 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;;;2013, January. Released 2013, January;Discontinued;-;-;Dual SIM (Mini-SIM);TFT;4.5 inches, 55.8 cm;540 x 960 pixels, 16:9 ratio (~245 ppi density);Android 4.0 (Ice Cream Sandwich);;;;microSDHC (dedicated slot);;8 MP, AF;Yes;1.3 MP;Wi-Fi 802.11 b/g/n;4.0, A2DP;GPS;No;FM radio;microUSB;Accelerometer, proximity;;Li-Ion 1700 mAh battery;;;Black/Silver;;LED flash;;;HSDPA 2100;HSPA;About 150 EUR;;;;
https://www.gsmarena.com/spice_mi_500_stellar_horizon-5052.php;https://fdn2.gsmarena.com/vv/bigpic/spice-mi-500-stellar-horizon.jpg;Spice Mi-500 Stellar Horizon;Released 2012, October;205g, 10.5mm thickness;Android 4.0;4GB 512MB RAM storage, microSDHC slot;20;N/A;393,245 hits;"5.0""";480x800 pixels;512 MB RAM;MT6577;2400 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;;;2012, September. Released 2012, October;Discontinued;143 x 77.4 x 10.5 mm (5.63 x 3.05 x 0.41 in);205 g (7.23 oz);Dual SIM (Mini-SIM, dual stand-by);TFT;5.0 inches, 71.2 cm(~64.3% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~187 ppi density);Android 4.0 (Ice Cream Sandwich);Mediatek MT6577 (40 nm);Dual-core 1.0 GHz Cortex-A9;PowerVR SGX531u;microSDHC (dedicated slot);4GB 512MB RAM;5 MP, AF;Yes;VGA;Wi-Fi 802.11 b/g/n, hotspot;Yes;GPS;No;FM radio;Proprietary;Accelerometer, proximity;MP4/WMV/H.263 playerMP3/WAV/AAC+ playerDocument viewerPhoto/video editor;Li-Ion 2400 mAh, removable;Up to 200 h;Up to 6 h;White;;Dual-LED flash;;;HSDPA 2100;HSPA 7.2/5.76 Mbps;About 180 EUR;;;;
https://www.gsmarena.com/spice_mi_285_stellar-5045.php;https://fdn2.gsmarena.com/vv/bigpic/spice-stellar-mi-285.jpg;Spice Mi-285 Stellar;Released 2012, June;79g, 12.7mm thickness;Android 2.3;microSDHC slot;9;N/A;139,960 hits;"2.8""";240x320 pixels; ;MT6573;1400 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;;;2012, June. Released 2012, June;Discontinued;116.5 x 58.4 x 12.7 mm (4.59 x 2.30 x 0.5 in);79 g (2.79 oz);Dual SIM (Mini-SIM);TFT, 256K colors;2.8 inches, 24.3 cm(~35.7% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~143 ppi density);Android 2.3 (Gingerbread);Mediatek MT6573 (65 nm);650 MHz Cortex-A9;PowerVR SGX531;microSDHC (dedicated slot);;3.15 MP;Yes;No;Wi-Fi 802.11 b/g/n;Yes;GPS;No;Wireless FM radio (no wired headphones required);Proprietary;;;Li-Ion 1400 mAh, removable;Up to 480 h;Up to 6 h;Black;;;;;HSDPA 2100 - SIM 1 only;Yes, 384 kbps;About 60 EUR;;;;
https://www.gsmarena.com/spice_m_5665_t2-5044.php;https://fdn2.gsmarena.com/vv/bigpic/spice-t2-m-5665.jpg;Spice M-5665 T2;Released 2012, April;89g, 12.8mm thickness;Feature phone;microSDHC slot;6;N/A;102,432 hits;"2.6""";240x320 pixels; ;;1200 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;Yes;No;2012, April. Released 2012, April;Discontinued;112.8 x 60.5 x 12.8 mm (4.44 x 2.38 x 0.50 in);89 g (3.14 oz);Dual SIM (Mini-SIM);TFT, 56K colors;2.6 inches, 20.9 cm(~30.7% screen-to-body ratio);240 x 320 pixels, 4:3 ratio;;;;;microSDHC (dedicated slot);;1.3 MP;Yes;No;No;Yes;No;No;FM radio;Proprietary;;;Li-Ion 1200 mAh, removable;Up to 500 h;Up to 6 h;White;;;;;;;About 30 EUR;;;;
https://www.gsmarena.com/spice_m_5566_flo_entertainer-5043.php;https://fdn2.gsmarena.com/vv/bigpic/spice-flo-entertainer-m-5566.jpg;Spice M-5566 Flo Entertainer;Released 2012, September;65.2g, 12.4mm thickness;Feature phone;microSDHC slot;8;N/A;88,340 hits;"2.8""";240x320 pixels; ;;1000 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;No;No;2012, September. Released 2012, September;Discontinued;104 x 54 x 12.4 mm (4.09 x 2.13 x 0.49 in);65.2 g (2.29 oz);Dual SIM (Mini-SIM);TFT, 56K colors;2.8 inches, 24.3 cm(~43.2% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~143 ppi density);;;;;microSDHC (dedicated slot);;VGA;Yes;No;No;Yes;No;No;Wireless FM radio (no wired headphones required);Proprietary;;;Li-Ion 1000 mAh, removable;Up to 500 h;Up to 3 h 20 min;White;;;;;;;About 30 EUR;;;;
https://www.gsmarena.com/spice_m_5900_flo_tv_pro-5042.php;https://fdn2.gsmarena.com/vv/bigpic/spice-flo-tv-pro.jpg;Spice M-5900 Flo TV Pro;Released 2012, August;70g, 13.6mm thickness;Feature phone;microSDHC slot;6;N/A;118,818 hits;"3.5""";320x480 pixels; ;;1000 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;Yes;No;2012, August. Released 2012, August;Discontinued;114 x 62 x 13.6 mm (4.49 x 2.44 x 0.54 in);70 g (2.47 oz);Dual SIM (Mini-SIM);TFT, 256K colors;3.5 inches, 36.5 cm(~51.6% screen-to-body ratio);320 x 480 pixels, 3:2 ratio (~165 ppi density);;;;;microSDHC (dedicated slot);;1.3 MP;Yes;No;No;Yes;No;No;FM radio, recording;Proprietary;;;Li-Ion 1000 mAh, removable;Up to 200 h;Up to 3 h 30 min;Black;;;;;;;About 40 EUR;;;;
https://www.gsmarena.com/spice_m_6688_flo_magic-5040.php;https://fdn2.gsmarena.com/vv/bigpic/spice-flo-magic.jpg;Spice M-6688 Flo Magic;Released 2012, June;80g, 12.9mm thickness;Feature phone;microSDHC slot;8;N/A;72,442 hits;"3.2""";240x400 pixels; ;;1000 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;Yes;Yes;2012, June. Released 2012, June;Discontinued;111.7 x 55 x 12.9 mm (4.40 x 2.17 x 0.51 in);80 g (2.82 oz);Dual SIM (Mini-SIM);TFT, 256K colors;3.2 inches, 29.1 cm(~47.4% screen-to-body ratio);240 x 400 pixels, 5:3 ratio (~146 ppi density);;;;;microSDHC (dedicated slot);;3.15 MP;Yes;No;Wi-Fi 802.11 b/g/n;Yes;No;No;FM radio, recording;Proprietary;;;Li-Ion 1000 mAh, removable;Up to 340 h;Up to 4 h;Black;;;;;;;About 50 EUR;;;;
https://www.gsmarena.com/spice_m_5460_flo-5041.php;https://fdn2.gsmarena.com/vv/bigpic/spice-m-5460.jpg;Spice M-5460 Flo;Released 2012, January;63g, 13.5mm thickness;Feature phone;microSDHC slot;5;N/A;82,900 hits;"2.6""";240x320 pixels; ;;1000 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;Yes;No;2012, January. Released 2012, January;Discontinued;96 x 54 x 13.5 mm (3.78 x 2.13 x 0.53 in);63 g (2.22 oz);Dual SIM (Mini-SIM);TFT, 56K colors;2.6 inches, 20.9 cm(~40.4% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~154 ppi density);;;;;microSDHC (dedicated slot);;Yes;Yes;No;No;Yes;No;No;FM radio;Proprietary;;;Li-Ion 1000 mAh, removable;Up to 200 h;Up to 3 h 20 min;Black;;LED flash;;;;;About 30 EUR;;;;
https://www.gsmarena.com/spice_m_5455_flo-5039.php;https://fdn2.gsmarena.com/vv/bigpic/spice-m-5455.jpg;Spice M-5455 Flo;Released 2011, November;80g, 13.7mm thickness;Feature phone;microSDHC slot;8;N/A;77,659 hits;"2.4""";240x320 pixels; ;;950 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;Yes;No;2011, November. Released 2011, November;Discontinued;93.6 x 51.6 x 13.7 mm (3.69 x 2.03 x 0.54 in);80 g (2.82 oz);Dual SIM (Mini-SIM);TFT, 56K colors;2.4 inches, 17.8 cm(~36.9% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~167 ppi density);;;;;microSDHC (dedicated slot);;1.3 MP;Yes;No;No;Yes;No;No;FM radio;Proprietary;;;Li-Ion 950 mAh, removable;Up to 200 h;Up to 3 h 30 min;Black;;;;;;;About 30 EUR;;;;
https://www.gsmarena.com/spice_m_5365_boss_killer-5038.php;https://fdn2.gsmarena.com/vv/bigpic/spice-boss-killer.jpg;Spice M-5365 Boss Killer;Released 2012, August;101g, 15mm thickness;Feature phone;microSDHC slot;7;N/A;87,557 hits;"2.4""";240x320 pixels; ;;1800 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;Yes;No;2012, August. Released 2012, August;Discontinued;118 x 53 x 15 mm (4.65 x 2.09 x 0.59 in);101 g (3.56 oz);Dual SIM (Mini-SIM);TFT, 65K colors;2.4 inches, 17.8 cm(~28.5% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~167 ppi density);;;;;microSDHC (dedicated slot);;1.3 MP;Yes;No;No;Yes;No;No;FM radio;No;;;Li-Ion 1800 mAh, removable;Up to 650 h;Up to 8 h;Black;;;;;;;About 20 EUR;;;;
