Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;net4g;net5g;speed;year;status;dimensions;weight;build;sim;bodyother;displaytype;displaysize;displayresolution;displayprotection;displayother;os;chipset;cpu;gpu;memoryslot;internalmemory;memoryother;cam1modules;cam1features;cam1video;cam2modules;cam2video;wlan;bluetooth;gps;nfc;radio;usb;sensors;batdescription1;colors;models;sar-us;sar-eu;price;tbench;batlife
https://www.gsmarena.com/nothing_phone_(1)-11636.php;https://fdn2.gsmarena.com/vv/bigpic/nothing-phone-1.jpg;Nothing Phone (1);Released 2022, July 16;193.5g, 8.3mm thickness;Android 12, up to 13, Nothing OS 1.5.2;128GB/256GB storage, no card slot;562;14%;3,049,562 hits;"6.55""";1080x2400 pixels;8/12 GB RAM;Snapdragon 778G+ 5G;4500 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 32, 34, 38, 39, 40, 41, 66;1, 3, 5, 7, 8, 20, 28, 38, 40, 41, 77, 78 SA/NSA;HSPA, LTE-A, 5G;2022, July 12;Available. Released 2022, July 16;159.2 x 75.8 x 8.3 mm (6.27 x 2.98 x 0.33 in);193.5 g (6.84 oz);Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame;Dual SIM (Nano-SIM, dual stand-by);Multiple LED lights on the back (notifications, charging progress, camera fill light)Blinking red light on the back (video recording indicator)IP53 - splash, water and dust resistant;OLED, 1B colors, 120Hz, HDR10+, 500 nits (typ), 700 nits (peak);6.55 inches, 103.6 cm(~85.8% screen-to-body ratio);1080 x 2400 pixels, 20:9 ratio (~402 ppi density);Corning Gorilla Glass 5;Always On Display;Android 12, upgradable to Android 13, Nothing OS 1.5.2;Qualcomm SM7325-AE Snapdragon 778G+ 5G (6 nm);Octa-core (1x2.5 GHz Cortex-A78 & 3x2.4 GHz Cortex-A78 & 4x1.9 GHz Cortex-A55);Adreno 642L;No;128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM;UFS 3.1;"50 MP, f/1.9, 24mm (wide), 1/1.56"", 1.0µm, PDAF, OIS50 MP, f/2.2, 114˚ (ultrawide), 1/2.76"", 0.64µm, AF";LED flash, panorama, HDR;4K@30fps, 1080p@30/60fps, gyro-EIS, live HDR;"16 MP, f/2.5, (wide), 1/3.1"", 1.0µm";1080p@30fps;Wi-Fi 802.11 a/b/g/n/ac/6, dual-band;5.2, A2DP, LE;GPS (L1), GLONASS (L1), BDS (B1I+B1c), GALILEO (E1), QZSS (L1);Yes;No;USB Type-C 2.0, OTG;Fingerprint (under display, optical), accelerometer, proximity, gyro, compass;Li-Ion 4500 mAh, non-removable (17.42 Wh);White, Black;A063;1.29 W/kg (head)     1.09 W/kg (body);0.99 W/kg (head)     1.48 W/kg (body);;AnTuTu: 592789 (v9)GeekBench: 3024 (v5.1)GFXBench: 33fps (ES 3.1 onscreen);
