Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;net4g;speed;year;status;dimensions;weight;sim;displaytype;displaysize;displayresolution;os;chipset;cpu;gpu;memoryslot;internalmemory;memoryother;cam1modules;cam1features;cam1video;cam2modules;cam2video;wlan;bluetooth;gps;nfc;radio;usb;sensors;batdescription1;colors;models;price;displayprotection;sar-us;cam2features;build;battalktime1;batstandby1;batmusicplayback1;sar-eu;gprstext;edge;bodyother;featuresother;optionalother;displayother
https://www.gsmarena.com/micromax_canvas_pulse_4g_e451-7900.php;https://fdn2.gsmarena.com/vv/bigpic/micromax-e451.jpg;Micromax Canvas Pulse 4G E451;Released 2015, December;128g, 8.8mm thickness;Android 5.1;16GB storage, microSDHC;6;N/A;350,520 hits;"5.0""";720x1280 pixels;3 GB RAM;;2100 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;3, 5, 7, 20, 40;HSPA, LTE Cat4 150/50 Mbps;2015, December. Released 2015, December;Discontinued;140.8 x 70.4 x 8.8 mm (5.54 x 2.77 x 0.35 in);128 g (4.52 oz);Dual SIM;IPS LCD;5.0 inches, 68.9 cm(~69.5% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Android 5.1 (Lollipop);;Octa-core 1.3 GHz;;microSDHC;16GB 3GB RAM;;13 MP, AF;LED flash;Yes;5 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 2100 mAh, removable;Black;;About 130 EUR;;;;;Up to 8 h (3G);Up to 190 h (3G);;;;;;;;
https://www.gsmarena.com/micromax_canvas_mega_4g_q417-7901.php;https://fdn2.gsmarena.com/vv/bigpic/micromax-q417.jpg;Micromax Canvas Mega 4G Q417;Released 2015, December;145g, 8.1mm thickness;Android 5.1;16GB storage, microSDHC;8;N/A;886,111 hits;"5.5""";720x1280 pixels;3 GB RAM;MT6735;2500 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;3, 5, 40;HSPA, LTE Cat4 150/50 Mbps;2015, December. Released 2015, December;Discontinued;146.5 x 74.9 x 8.1 mm (5.77 x 2.95 x 0.32 in);145 g (5.11 oz);Dual SIM (Micro-SIM/ Mini-SIM, dual stand-by);IPS LCD;5.5 inches, 83.4 cm(~76.0% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~267 ppi density);Android 5.1 (Lollipop);Mediatek MT6735 (28 nm);Quad-core 1.3 GHz Cortex-A53;Mali-T720MP2;microSDHC;16GB 3GB RAM;;13 MP, AF;LED flash;1080p@30fps;5 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 2500 mAh, removable;Black;Q417;About 150 EUR;;;;;Up to 8 h;Up to 280 h;;;;;;;;
https://www.gsmarena.com/micromax_canvas_fire_4g_plus_q412-7902.php;https://fdn2.gsmarena.com/vv/bigpic/micromax-q412.jpg;Micromax Canvas Fire 4G Plus Q412;Released 2015, December;;Android 5.1;8GB storage, microSDHC;2;N/A;492,443 hits;"4.7""";720x1280 pixels;1 GB RAM;MT6735P;2000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;3, 5, 40;HSPA, LTE Cat4 150/50 Mbps;2015, December. Released 2015, December;Discontinued;-;-;Dual SIM (Micro-SIM, dual stand-by);IPS LCD;4.7 inches, 60.9 cm;720 x 1280 pixels, 16:9 ratio (~312 ppi density);Android 5.1 (Lollipop);Mediatek MT6735P (28 nm);Quad-core 1.0 GHz Cortex-A53;Mali-T720MP2;microSDHC;8GB 1GB RAM;;8 MP, f/2.0, AF;LED flash;Yes;5 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 2000 mAh, non-removable;Black;;About 90 EUR;Corning Gorilla Glass 3;;;;Up to 7 h;Up to 240 h;;;;;;;;
https://www.gsmarena.com/micromax_canvas_nitro_3_e352-7784.php;https://fdn2.gsmarena.com/vv/bigpic/micromax-canvas-nitro3-e352.jpg;Micromax Canvas Nitro 3 E352;Released 2015, November;8.7mm thickness;Android 5.1;16GB storage, microSDHC;9;N/A;653,190 hits;"5.0""";720x1280 pixels;2 GB RAM;MT6592M;2500 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;;HSPA 21.1/5.76 Mbps;2015, November. Released 2015, November;Discontinued;144.3 x 72 x 8.7 mm (5.68 x 2.83 x 0.34 in);-;Dual SIM;IPS LCD;5.0 inches, 68.9 cm(~66.3% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Android 5.1 (Lollipop);Mediatek MT6592M (28 nm);Octa-core 1.4 GHz Cortex-A7;Mali-450MP4;microSDHC;16GB 2GB RAM;;13 MP, AF;LED flash;Yes;5 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 2500 mAh, removable;Black;E352;About 120 EUR;Corning Gorilla Glass 3;;;;Up to 9 h (3G);Up to 375 h (3G);;;;;;;;
https://www.gsmarena.com/micromax_canvas_xpress_4g_q413-7783.php;https://fdn2.gsmarena.com/vv/bigpic/micromax-canvas-express-4g-q413.jpg;Micromax Canvas Xpress 4G Q413;Released 2015, November;155g, 8.7mm thickness;Android 5.1;16GB storage, microSDHC;6;N/A;981,548 hits;"5.0""";720x1280 pixels;2 GB RAM;MT6735P;2000 mAh Li-Ion;GSM 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;3, 40;HSPA, LTE Cat4 150/50 Mbps;2015, November. Released 2015, November;Discontinued;142.7 x 72.8 x 8.7 mm (5.62 x 2.87 x 0.34 in);155 g (5.47 oz);Dual SIM (Micro-SIM);IPS LCD;5.0 inches, 68.9 cm(~66.3% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Android 5.1 (Lollipop);Mediatek MT6735P (28 nm);Quad-core 1.0 GHz Cortex-A53;Mali-T720MP2;microSDHC;16GB 2GB RAM;;8 MP, f/2.0, AF;LED flash;720p@30fps;2 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 2000 mAh, removable;Black;Q413;About 60 EUR;;;;;Up to 6 h 30 min;Up to 182 h;;;;;;;;
https://www.gsmarena.com/micromax_canvas_blaze_4g+_q414-7782.php;https://fdn2.gsmarena.com/vv/bigpic/micromax-canvas-blaze-4g-plus-q414.jpg;Micromax Canvas Blaze 4G+ Q414;Released 2015, November;119g, 8.2mm thickness;Android 5.1;8GB storage, microSDHC;1;N/A;413,314 hits;"4.5""";480x854 pixels;1 GB RAM;MT6735M;1750 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;3, 5, 40;HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps;2015, November. Released 2015, November;Discontinued;131 x 65.5 x 8.2 mm (5.16 x 2.58 x 0.32 in);119 g (4.20 oz);Dual SIM (Mini-SIM/ Micro-SIM);IPS LCD;4.5 inches, 55.8 cm(~65.0% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~218 ppi density);Android 5.1 (Lollipop);Mediatek MT6735M (28 nm);Quad-core 1.0 GHz Cortex-A53;Mali-T720MP2;microSDHC;8GB 1GB RAM;;8 MP, AF;LED flash;720p@30fps;2 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 1750 mAh, removable;Black;;;;;;;Up to 5 h;Up to 200 h;;;;;;;;
https://www.gsmarena.com/micromax_canvas_pace_4g_q416-7781.php;https://fdn2.gsmarena.com/vv/bigpic/micromax-canvas-pace-4g-q416.jpg;Micromax Canvas Pace 4G Q416;Released 2015, November;8.8mm thickness;Android 5.1;4GB 1GB RAM storage, microSDHC slot;5;N/A;528,117 hits;"5.0""";480x854 pixels;1 GB RAM;;2500 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;3, 5, 40;HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps;2015, November. Released 2015, November;Discontinued;143 x 72 x 8.8 mm (5.63 x 2.83 x 0.35 in);-;Dual SIM;IPS LCD;5.0 inches, 68.9 cm(~66.9% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~196 ppi density);Android 5.1 (Lollipop);;Quad-core 1.1 GHz;;microSDHC;4GB 1GB RAM;;5 MP, AF;LED flash;Yes;2 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 2500 mAh, removable;Black;;;;;;;Up to 9 h;Up to 375 h;;;;;;;;
https://www.gsmarena.com/micromax_canvas_5_e481-7735.php;https://fdn2.gsmarena.com/vv/bigpic/micromax-canvas-5-e481.jpg;Micromax Canvas 5 E481;Released 2015, November;143g, 8.3mm thickness;Android 5.1, up to 6.0;16GB storage, microSDXC;44;N/A;2,682,008 hits;"5.2""";1080x1920 pixels;3 GB RAM;MT6753;2900 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;LTE 850 / 1800 / TD-LTE 2300;HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps;2015, November. Released 2015, November;Discontinued;148 x 73.6 x 8.3 mm (5.83 x 2.90 x 0.33 in);143 g (5.04 oz);Dual SIM (Micro-SIM, dual stand-by);IPS LCD;5.2 inches, 74.9 cm(~68.8% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~423 ppi density);Android 5.1 (Lollipop), upgradable to 6.0 (Marshmallow);Mediatek MT6753 (28 nm);Octa-core 1.3 GHz Cortex-A53;Mali-T720MP3;microSDXC (dedicated slot);16GB 3GB RAM;;13 MP, AF;LED flash;1080p@30fps;5 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity, compass;Li-Ion 2900 mAh, non-removable;Black;E481;About 170 EUR;Corning Gorilla Glass 3;;LED flash;;Up to 10 h (3G);Up to 275 h (3G);;;;;;;;
https://www.gsmarena.com/micromax_canvas_mega_e353-7736.php;https://fdn2.gsmarena.com/vv/bigpic/micromax-canvas-mega-e353.jpg;Micromax Canvas Mega E353;Released 2015, November;8.9mm thickness;Android 5.1;8GB storage, microSDHC;2;N/A;680,261 hits;"5.5""";720x1280 pixels;1 GB RAM;;2820 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;;HSPA;2015, October. Released 2015, November;Discontinued;154 x 78.7 x 8.9 mm (6.06 x 3.10 x 0.35 in);-;Dual SIM;IPS LCD;5.5 inches, 83.4 cm(~68.8% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~267 ppi density);Android 5.1 (Lollipop);;Octa-core 1.4 GHz;;microSDHC;8GB 1GB RAM;;13 MP, AF;LED flash;1080p@30fps;5 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Yes;Li-Ion 2820 mAh, removable;Black;;About 150 EUR;Corning Gorilla Glass 3;;;;Up to 10 h (3G);Up to 600 h (3G);;;;;;;;
https://www.gsmarena.com/micromax_canvas_amaze_q395-7737.php;https://fdn2.gsmarena.com/vv/bigpic/micromax-canvas-amaze-q395.jpg;Micromax Canvas Amaze Q395;Released 2015, November;;Android 5.0;8GB storage, microSDHC;2;N/A;336,138 hits;"5.0""";720x1280 pixels;2 GB RAM;MT6580;2000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;;HSPA;2015, October. Released 2015, November;Discontinued;-;-;Dual SIM (Micro-SIM, dual stand-by);IPS LCD;5.0 inches, 68.9 cm;720 x 1280 pixels, 16:9 ratio (~294 ppi density);Android 5.0 (Lollipop);Mediatek MT6580 (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSDHC;8GB 2GB RAM;;13 MP, AF;LED flash;720p;5 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, gyro, proximity, compass;Li-Ion 2000 mAh, removable;Black;;;Corning Gorilla Glass 3;;;;Up to 7 h (3G);Up to 260 h (3G);;;;;;;;
https://www.gsmarena.com/micromax_canvas_play_4g_q469-7738.php;https://fdn2.gsmarena.com/vv/bigpic/micromax-canvas-play-4g-q469.jpg;Micromax Canvas Play 4G Q469;Released 2015, November;100 g;Android 5.0.2;16GB storage, microSDHC;5;N/A;317,153 hits;"5.5""";720x1280 pixels;2 GB RAM;Snapdragon 410;2820 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;LTE 800 / 1800 / 2600 TD-LTE 2300;HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps;2015, October. Released 2015, November;Discontinued;164 x 94 x 0 mm (6.46 x 3.70 x 0.0 in);100 g (3.53 oz);Dual SIM;IPS LCD;5.5 inches, 83.4 cm(~54.1% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~267 ppi density);Android 5.0.2 (Lollipop);Qualcomm MSM8916 Snapdragon 410 (28 nm);Quad-core 1.2 GHz Cortex-A53;Adreno 306;microSDHC;16GB 2GB RAM;eMMC 4.5;13 MP, AF;LED flash;1080p@30fps;5 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity, compass;Li-Ion 2820 mAh, removable;Black;Q469;;Corning Gorilla Glass 3;;;;Up to 10 h (3G);Up to 230 h (3G);;;;;;;;
https://www.gsmarena.com/micromax_bolt_q332-7739.php;https://fdn2.gsmarena.com/vv/bigpic/micromax-bolt-q332.jpg;Micromax Bolt Q332;Released 2015, November;140.9g, 9.8mm thickness;Android 5.1;4GB 512MB RAM storage, microSDHC slot;1;N/A;140,092 hits;"5.0""";480x854 pixels;512 MB RAM;;2000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;;HSPA 42.2/11.5 Mbps;2015, October. Released 2015, November;Discontinued;141.2 x 73.1 x 9.8 mm (5.56 x 2.88 x 0.39 in);140.9 g (4.97 oz);Dual SIM;IPS LCD;5.0 inches, 68.9 cm(~66.7% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~196 ppi density);Android 5.1 (Lollipop);;Quad-core 1.3 GHz;;microSDHC;4GB 512MB RAM;;5 MP;LED flash;720p;2 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Yes;Li-Ion 2000 mAh, removable;Black;;;;;;;Up to 6 h 30 min;Up to 225 h;;;;;;;;
https://www.gsmarena.com/micromax_canvas_juice_3+_q394-7740.php;https://fdn2.gsmarena.com/vv/bigpic/micromax-canvas-juice-3-plus-q394.jpg;Micromax Canvas Juice 3+ Q394;Released 2015, November;152 g;Android 5.0;16GB storage, microSDHC;8;N/A;431,342 hits;"5.5""";720x1280 pixels;2 GB RAM;MT6582M;4000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;;HSPA;2015, October. Released 2015, November;Discontinued;-;152 g (5.36 oz);Dual SIM (Micro-SIM, dual stand-by);IPS LCD;5.5 inches, 83.4 cm;720 x 1280 pixels, 16:9 ratio (~267 ppi density);Android 5.0 (Lollipop);Mediatek MT6582M (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSDHC;16GB 2GB RAM;;8 MP, AF;LED flash;1080p@30fps;5 MP;;Wi-Fi 802.11 b/g/n, hotspot;3.0;GPS;No;FM radio;microUSB 2.0;Accelerometer, gyro, proximity, compass;Li-Ion 4000 mAh, non-removable;Black;;;Corning Gorilla Glass 3;;;;Up to 12 h;Up to 500 h;;;;;;;;
https://www.gsmarena.com/micromax_bolt_q339-7659.php;https://fdn2.gsmarena.com/vv/bigpic/micromax-bolt-q339.jpg;Micromax Bolt Q339;Released 2015, October;;Android 4.4.2;4GB 512MB RAM storage, microSDHC slot;1;N/A;172,245 hits;"4.5""";480x854 pixels;512 MB RAM;Spreadtrum SC7731;1650 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;;HSPA 21.1/5.76 Mbps;2015, October. Released 2015, October;Discontinued;-;-;Dual SIM;IPS LCD;4.5 inches, 55.8 cm;480 x 854 pixels, 16:9 ratio (~218 ppi density);Android 4.4.2 (KitKat);Spreadtrum SC7731;Quad-core 1.2 GHz;;microSDHC;4GB 512MB RAM;;5 MP;LED flash;720p;2 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 1650 mAh, removable;Black;;;;;;;Up to 5 h 30 min;Up to 280 h;;;;;;;;
https://www.gsmarena.com/micromax_bolt_q338-7660.php;https://fdn2.gsmarena.com/vv/bigpic/micromax-bolt-q338.jpg;Micromax Bolt Q338;Released 2015, September;157g, 9.3mm thickness;Android 5.1;8GB storage, microSDHC;2;N/A;252,183 hits;"5.0""";720x1280 pixels;1 GB RAM;MT6580;200 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;;HSPA 21.1/5.76 Mbps;2015, September. Released 2015, September;Discontinued;142.5 x 71 x 9.3 mm (5.61 x 2.80 x 0.37 in);157 g (5.54 oz);Dual SIM;IPS LCD;5.0 inches, 68.9 cm(~68.1% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Android 5.1 (Lollipop);Mediatek MT6580 (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSDHC;8GB 1GB RAM;;8 MP, AF;LED flash;Yes;5 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 2000 mAh, removable;Black;;;Corning Gorilla Glass (unspecified version);;;;;;;;;;;;;
https://www.gsmarena.com/micromax_bolt_q331-7657.php;https://fdn2.gsmarena.com/vv/bigpic/micromax-bolt-q331.jpg;Micromax Bolt Q331;Released 2015, October;;Android 4.4.2;4GB 512MB RAM storage, microSDHC slot;1;N/A;157,604 hits;"5.0""";480x854 pixels;512 MB RAM;Spreadtrum 7731G;2000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;;HSPA 21.1/5.76 Mbps;2015, October. Released 2015, October;Discontinued;;-;Dual SIM;IPS LCD;5.0 inches, 68.9 cm;480 x 854 pixels, 16:9 ratio (~196 ppi density);Android 4.4.2 (KitKat);Spreadtrum 7731G;Quad-core 1.2 GHz;;microSDHC;4GB 512MB RAM;;5 MP;LED flash;720p;2 MP;;Wi-Fi 802.11 b/g/n, hotspot;2.1;;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 2000 mAh, removable;Black;;;;;;;Up to 6 h;Up to 200 h;;;;;;;;
https://www.gsmarena.com/micromax_bolt_s302-7658.php;https://fdn2.gsmarena.com/vv/bigpic/micromax-bolt-s302.jpg;Micromax Bolt S302;Released 2015, October;11mm thickness;Android 4.4.3;4GB 512MB RAM storage, microSDHC slot;1;N/A;145,618 hits;"4.0""";480x800 pixels;512 MB RAM;Spreadtrum SC7715;1450 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 900 / 2100;;HSPA 21.1/5.76 Mbps;2015, October. Released 2015, October;Discontinued;124.2 x 64.5 x 11 mm (4.89 x 2.54 x 0.43 in);-;Dual SIM;TFT, 256K colors;4.0 inches, 45.5 cm(~56.8% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~233 ppi density);Android 4.4.3 (KitKat);Spreadtrum SC7715;1.0 GHz;;microSDHC;4GB 512MB RAM;;2 MP;LED flash;480p;1.3 MP;;Wi-Fi 802.11 b/g/n, hotspot;2.1;A-GPS only;No;FM radio;microUSB 2.0;Accelerometer;Li-Ion 1450 mAh, removable;Black;;;;;;;Up to 4 h;Up to 200 h;;;;;;;;
https://www.gsmarena.com/micromax_canvas_fire_4g_q411-7661.php;https://fdn2.gsmarena.com/vv/bigpic/micromax-canvas-fire-4g-q411.jpg;Micromax Canvas Fire 4G Q411;Released 2015, September;;Android 5.1;8GB storage, microSDHC;1;N/A;412,459 hits;"4.5""";480x854 pixels;1 GB RAM;MT6735;1850 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 900 / 2100;3, 40;HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps;2015, September. Released 2015, September;Discontinued;-;-;Dual SIM;IPS LCD;4.5 inches, 55.8 cm;480 x 854 pixels, 16:9 ratio (~218 ppi density);Android 5.1 (Lollipop);Mediatek MT6735 (28 nm);Quad-core 1.0 GHz Cortex-A53;Mali-T720MP2;microSDHC;8GB 1GB RAM;;5 MP, AF;LED flash;720p;2 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 1850 mAh, removable;Black;;;;;;;Up to 6 h 30 min;Up to 320 h;;;;;;;;
https://www.gsmarena.com/micromax_canvas_blaze_4g_q400-7662.php;https://fdn2.gsmarena.com/vv/bigpic/micromax-canvas-blaze-4g-q400.jpg;Micromax Canvas Blaze 4G Q400;Released 2015, October;;Android 5.1;8GB storage, microSDHC;3;N/A;350,634 hits;"4.5""";480x854 pixels;1 GB RAM;Snapdragon 210;2000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;3, 7, 40;HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps;2015, October. Released 2015, October;Discontinued;-;-;Dual SIM;IPS LCD;4.5 inches, 55.8 cm;480 x 854 pixels, 16:9 ratio (~218 ppi density);Android 5.1 (Lollipop);Qualcomm MSM8909 Snapdragon 210 (28 nm);Quad-core 1.1 GHz Cortex-A7;Adreno 304;microSDHC;8GB 1GB RAM;eMMC 4.5;5 MP, AF;LED flash;720p;2 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 2000 mAh, removable;Black;;;;;;;Up to 6 h;Up to 220 h;;;;;;;;
https://www.gsmarena.com/micromax_canvas_juice_3_q392-7663.php;https://fdn2.gsmarena.com/vv/bigpic/micromax-canvas-juice-3-q392.jpg;Micromax Canvas Juice 3 Q392;Released 2015, September;150g, 8.9mm thickness;Android 5.1;8GB storage, microSDHC;3;N/A;998,285 hits;"5.0""";720x1280 pixels;2 GB RAM;MT6580;4000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;;HSPA 21.1/5.76 Mbps;2015, September. Released 2015, September;Discontinued;141 x 70 x 8.9 mm (5.55 x 2.76 x 0.35 in);150 g (5.29 oz);Dual SIM;IPS LCD;5.0 inches, 68.9 cm(~69.8% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Android 5.1 (Lollipop);Mediatek MT6580 (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSDHC;8GB 2GB RAM;;8 MP, AF;LED flash;720p;2 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 4000 mAh, non-removable;Black;Q392;;Corning Gorilla Glass 3;;;;Up to 14 h;Up to 514 h;;;;;;;;
https://www.gsmarena.com/micromax_canvas_spark_2_q334-7664.php;https://fdn2.gsmarena.com/vv/bigpic/micromax-canvas-spark-2-q334.jpg;Micromax Canvas Spark 2 Q334;Released 2015, September;154g, 9.1mm thickness;Android 5.1;4GB 768MB RAM storage, microSDHC slot;3;N/A;697,429 hits;"5.0""";480x854 pixels;768 MB RAM;MT6580M;1800 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;;HSPA 21.1/5.76 Mbps;2015, September. Released 2015, September;Discontinued;145.2 x 73.2 x 9.1 mm (5.72 x 2.88 x 0.36 in);154 g (5.43 oz);Dual SIM;IPS LCD;5.0 inches, 68.9 cm(~64.8% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~196 ppi density);Android 5.1 (Lollipop);Mediatek MT6580M (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSDHC;4GB 768MB RAM;;5 MP;LED flash;1080p@30fps;2 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 1800 mAh, removable;Black;;;;;;;Up to 6 h 30 min;Up to 324 h;;;;;;;;
https://www.gsmarena.com/micromax_canvas_nitro_4g_e455-7665.php;https://fdn2.gsmarena.com/vv/bigpic/micromax-canvas-nitro-4g-e455.jpg;Micromax Canvas Nitro 4G E455;Released 2015, September;135g, 9.3mm thickness;Android 5.0.2;16GB storage, microSDHC;5;N/A;898,833 hits;"5.0""";720x1280 pixels;2 GB RAM;Snapdragon 415;2500 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;LTE 1800 / 2100 / 2300;HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps;2015, August. Released 2015, September;Discontinued;140.5 x 69.8 x 9.3 mm (5.53 x 2.75 x 0.37 in);135 g (4.76 oz);Dual SIM;IPS LCD;5.0 inches, 68.9 cm(~70.3% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Android 5.0.2 (Lollipop);Qualcomm MSM8929 Snapdragon 415 (28 nm);Octa-core (4x1.4 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53);Adreno 405;microSDHC;16GB 2GB RAM;eMMC 4.5;13 MP, AF;Dual-LED flash;1080p@30fps;5 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity, compass;Li-Ion 2500 mAh, removable;Black;E455;;Corning Gorilla Glass 3;;;;Up to 8 h (3G);Up to 273 h (3G);;0.45 W/kg (head)     0.48 W/kg (body);;;;;;
