Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;net4g;speed;year;status;dimensions;weight;sim;displaytype;displaysize;displayresolution;os;chipset;cpu;gpu;memoryslot;cam1modules;cam1features;cam1video;cam2modules;cam2video;wlan;bluetooth;gps;nfc;radio;usb;sensors;batdescription1;colors;gprstext;edge;internalmemory;featuresother;batstandby1;battalktime1;displayother;bodyother;batmusicplayback1;price
https://www.gsmarena.com/icemobile_acqua-4716.php;https://fdn2.gsmarena.com/vv/bigpic/icemobile-acqua.jpg;Icemobile Acqua;Released 2012, September;168g, 23mm thickness;Feature phone;2GB storage, no card slot;9;N/A;87,293 hits;"1.77""";128x160 pixels; ;;3600 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;;;;2012, April. Released 2012, September;Discontinued;120 x 54 x 23 mm (4.72 x 2.13 x 0.91 in);168 g (5.93 oz);Mini-SIM;TFT;1.77 inches, 9.9 cm(~15.2% screen-to-body ratio);128 x 160 pixels (~116 ppi density);;;;;No;1.3 MP;;Yes;No;;No;Yes;No;;FM radio (external);1.1;;Removable Li-Ion 3600 mAh battery;Black, Orange, Green;Class 12;No;2GB;;Up to 600 h;Up to 24 h;;IP68 dust/water resistant (up to 1.5m for 30 min)Flashlight;;
https://www.gsmarena.com/icemobile_prime-4715.php;https://fdn2.gsmarena.com/vv/bigpic/icemobile-galaxy-prime.jpg;Icemobile Prime;Released 2012;;Android 2.3;512MB 512MB RAM storage, microSDHC slot;7;N/A;131,254 hits;"5.2""";480x800 pixels;512 MB RAM;MT6573;2200 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1900 / 2100;;HSPA 7.2/5.76 Mbps;2012;Discontinued;-;-;Dual SIM (Mini-SIM);TFT;5.2 inches, 77.0 cm;480 x 800 pixels, 5:3 ratio (~179 ppi density);Android 2.3 (Gingerbread);Mediatek MT6573 (65 nm);650 MHz Cortex-A9;PowerVR SGX531;microSDHC (dedicated slot);5 MP, AF;LED flash;Yes;VGA;;Wi-Fi 802.11 b/g, hotspot;2.0;GPS, A-GPS;;Stereo FM radio;microUSB 2.0;Accelerometer, gyro, proximity, compass;Removable Li-Ion 2200 mAh battery;Black, White;;;512MB 512MB RAM;MP3/WAV/WMA/AAC playerMP4/H.263 playerOrganizerPhoto/video editorDocument viewerVoice memo/dialPredictive text input;;;;;;
https://www.gsmarena.com/icemobile_rock_mini-4651.php;https://fdn2.gsmarena.com/vv/bigpic/icemobile-rock-mini.jpg;Icemobile Rock Mini;Released 2012, March;46g without battery, 14.5mm thickness;Feature phone;microSD slot;9;N/A;66,523 hits;"1.8""";128x160 pixels; ;;700 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1;;;;2012, March;Discontinued;103.2 x 45.2 x 14.5 mm (4.06 x 1.78 x 0.57 in);46 g without battery (1.62 oz);Dual SIM (Mini-SIM);TFT;1.8 inches, 10.2 cm(~21.9% screen-to-body ratio);128 x 160 pixels (~114 ppi density);;;;;microSD (dedicated slot);1.3 MP;;Yes;No;;No;No;No;;Stereo FM radio;miniUSB (charging only);;Removable Li-Ion 700 mAh battery;Black, White, Red, Silver;Class 10;No;;MP3/MP4 playerPredictive text input;Up to 180 h;Up to 6 h;;Flashlight;;
https://www.gsmarena.com/icemobile_twilight_ii-4639.php;https://fdn2.gsmarena.com/vv/bigpic/icemobile-twilight2.jpg;Icemobile Twilight II;Released 2012;100g, 17.6mm thickness;Feature phone;microSDHC slot;6;N/A;68,043 hits;"2.4""";240x320 pixels; ;;700 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1;;;;2012;Discontinued;100 x 51.2 x 17.6 mm (3.94 x 2.02 x 0.69 in);100 g (3.53 oz);Dual SIM (Mini-SIM);TFT;2.4 inches, 17.8 cm(~34.8% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~167 ppi density);;;;;microSDHC (dedicated slot);2 MP;;Yes;VGA;;No;2.0;No;;Stereo FM radio;miniUSB;;Removable Li-Ion 700 mAh battery;Black, Red, White;Yes;No;;OrganizerTV appMP3/MP4 playerPredictive Text Input;Up to 180 h;Up to 6 h;;Flashlight;;
https://www.gsmarena.com/icemobile_fuego-4449.php;https://fdn2.gsmarena.com/vv/bigpic/icemobile-fuego.jpg;Icemobile Fuego;Released 2012, January;90g, 17.5mm thickness;Feature phone;microSDHC slot;7;N/A;70,866 hits;"2.0""";220x176 pixels; ;;950 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1;;;;2012, January. Released 2012, January;Discontinued;88.5 x 57.6 x 17.5 mm (3.48 x 2.27 x 0.69 in);90 g (3.17 oz);Dual SIM (Mini-SIM);TFT;2.0 inches, 12.6 cm(~24.7% screen-to-body ratio);220 x 176 pixels (~141 ppi density);;;;;microSDHC (dedicated slot);1.3 MP;;Yes;VGA;;No;Yes;No;;Stereo FM radio;miniUSB (charging only);;Removable Li-Ion 950 mAh battery;Black, Red, White;No;No;;TV appMP4 playerMP3 playerPredictive text input;Up to 500 h;Up to 6 h;;Flashlight;;
https://www.gsmarena.com/icemobile_hurricane_ii-4367.php;https://fdn2.gsmarena.com/vv/bigpic/icemobile-hurricane-ii.jpg;Icemobile Hurricane II;Released 2011, December;90g, 12.8mm thickness;Feature phone;64MB 128MB storage, microSDHC slot;7;N/A;67,346 hits;"2.2""";240x320 pixels; ;;1050 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1;;;;2011, December. Released 2011, December;Discontinued;111.5 x 60 x 12.8 mm (4.39 x 2.36 x 0.50 in);90 g (3.17 oz);Dual SIM (Mini-SIM, dual stand-by);TFT;2.2 inches, 15.0 cm(~22.4% screen-to-body ratio);240 x 320 pixels, 4:3 ratio;;;;;microSDHC (dedicated slot);VGA;;Yes;No;;Wi-Fi 802.11 b/g/n;Yes;No;;FM radio;Proprietary;;Removable Li-Ion 1050 mAh battery;Black, White, Gold, Blue;Yes;No;64MB 128 MB;TV appMP4 playerMP3 player;Up to 72 h;Up to 8 h;;Flashlight;;
https://www.gsmarena.com/icemobile_sol-4299.php;https://fdn2.gsmarena.com/vv/bigpic/icemobile-sol.jpg;Icemobile Sol;Released Exp. release 2012, Q1;59g, 13.2mm thickness;Feature phone;microSDHC slot;4;N/A;66,542 hits;"2.4""";240x320 pixels; ;;850 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1;;;;2011, October. Released Exp. release 2012, Q1;Discontinued;96.2 x 52 x 13.2 mm (3.79 x 2.05 x 0.52 in);59 g (2.08 oz);Dual SIM (Mini-SIM);TFT resistive touchscreen, 65K colors;2.4 inches, 17.8 cm(~35.7% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~167 ppi density);;;;;microSDHC (dedicated slot);VGA;;;No;;No;Yes;No;;Stereo FM radio;miniUSB (charging only);;Removable Li-Ion 850 mAh battery;Red, Pink, White, Blue;Class 10;No;;TV appOrganizerMP4 playerMP3 playerPredictive text input;Up to 580 h;Up to 8 h;;Flashlight;;
https://www.gsmarena.com/icemobile_twister-4298.php;https://fdn2.gsmarena.com/vv/bigpic/icemobile-twister.jpg;Icemobile Twister;Released Exp. release 2012, Q1;90g, 13mm thickness;Feature phone;microSDHC slot;5;N/A;58,434 hits;"2.4""";240x320 pixels; ;;1000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1;HSDPA 850 / 2100 - SIM 1 only;;HSPA;2011, October. Released Exp. release 2012, Q1;Discontinued;111.3 x 50 x 13 mm (4.38 x 1.97 x 0.51 in);90 g (3.17 oz);Dual SIM (Mini-SIM);TFT, 65K colors;2.4 inches, 17.8 cm(~32.1% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~167 ppi density);;;;;microSDHC (dedicated slot);2 MP;;Yes;Yes;;No;Yes;No;;Stereo FM radio;miniUSB (charging only);;Removable Li-Ion 1000 mAh battery;Black, Blue, White, Pink;;;;OrganizerMP4 playerMP3 playerPredictive text input;Up to 600 h;Up to 9 h;;Flashlight;;
https://www.gsmarena.com/icemobile_wave-4297.php;https://fdn2.gsmarena.com/vv/bigpic/icemobile-wave.jpg;Icemobile Wave;Released 2011, October;86g, 14.3mm thickness;Feature phone;microSDHC slot;4;N/A;58,189 hits;"2.2""";240x320 pixels; ;;800 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1;;;;2011, October. Released 2011, October;Discontinued;111 x 50 x 14.3 mm (4.37 x 1.97 x 0.56 in);86 g (3.03 oz);Dual SIM (Mini-SIM);TFT, 65K colors;2.2 inches, 15.0 cm(~27.0% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~182 ppi density);;;;;microSDHC (dedicated slot);VGA;;Yes;Yes;;No;Yes;No;;Stereo FM radio;miniUSB (charging only);;Removable Li-Ion 800 mAh battery;Black/Red, Blue/White, Black/Silver, Black;Class 10;No;;TV appOrganizerMP4 playerMP3 playerPredictive text input;Up to 580 h;Up to 8 h;;Flashlight;;
https://www.gsmarena.com/icemobile_tornado_ii-4215.php;https://fdn2.gsmarena.com/vv/bigpic/icemobile-tornado-ii.jpg;Icemobile Tornado II;Released 2011, October;101g, 13.8mm thickness;Feature phone;microSD slot;3;N/A;69,043 hits;"2.2""";320x240 pixels; ;;1050 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1;;;;2011, September. Released 2011, October;Discontinued;107 x 45.4 x 13.8 mm (4.21 x 1.79 x 0.54 in);101 g (3.56 oz);Dual SIM (Mini-SIM);TFT, 65K colors;2.2 inches, 15.0 cm(~30.9% screen-to-body ratio);320 x 240 pixels, 4:3 ratio (~182 ppi density);;;;;microSD (dedicated slot);VGA;;Yes;Yes;;Wi-Fi 802.11 b/g/n;Yes;No;;Stereo FM radio;miniUSB (charging only);;Removable Li-Ion 1050 mAh battery;Black, Red, Orange, Blue, Silver;Yes;No;;TV appOrganizerMP4 playerMP3 playerPredictive text input;Up to 200 h;Up to 4 h 10 min;;Flashlight;;
https://www.gsmarena.com/icemobile_storm-4193.php;https://fdn2.gsmarena.com/vv/bigpic/icemobile-storm.jpg;Icemobile Storm;Released 2011, September;14.6mm thickness;Feature phone;microSDHC slot;4;N/A;66,427 hits;"2.0""";220x176 pixels; ;;1000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1;;;;2011, August. Released 2011, September;Discontinued;106.5 x 59 x 14.6 mm (4.19 x 2.32 x 0.57 in);-;Triple SIM (Mini-SIM);TFT, 26K colors;2.0 inches, 12.6 cm(~20.0% screen-to-body ratio);220 x 176 pixels (~141 ppi density);;;;;microSDHC (dedicated slot);VGA;LED flash;Yes;Yes;;No;Yes;No;;Stereo FM radio;miniUSB (charging only);;Removable Li-Ion 1000 mAh battery;Purple, Black, Red, Rose, Coffee, Blue, Yellow;Class 10;No;;TV appOrganizerMP4 playerMP3 playerPredictive text input;Up to 580 h;Up to 8 h;;Flashlight;;
https://www.gsmarena.com/icemobile_clima_ii-4300.php;https://fdn2.gsmarena.com/vv/bigpic/icemobile-clima-ii.jpg;Icemobile Clima II;Released 2011, December;106g, 12.5mm thickness;Android 2.2;microSDHC slot;6;N/A;76,227 hits;"2.4""";640x320 pixels; ;MT6516;1000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1;;;;2011, May. Released 2011, December;Discontinued;108.6 x 60 x 12.5 mm (4.28 x 2.36 x 0.49 in);106 g (3.74 oz);Dual SIM (Mini-SIM);TFT resistive touchscreen, 65K colors;2.4 inches, 14.9 cm(~22.8% screen-to-body ratio);640 x 320 pixels, 18:9 ratio (~298 ppi density);Android 2.2 (Froyo);Mediatek MT6516;416 MHz;;microSDHC (dedicated slot);2 MP;;Yes;VGA;;Wi-Fi 802.11 b/g/n;Yes;No;;Stereo FM radio;miniUSB (charging only);;Removable Li-Ion 1000 mAh battery;Black, Blue, White;Class 10;No;;TV appOrganizerDocument viewerMP4 playerMP3 playerPredictive text input;Up to 680 h;Up to 8 h;;Flashlight;;About 70 EUR
https://www.gsmarena.com/icemobile_flurry_ii-4192.php;https://fdn2.gsmarena.com/vv/bigpic/icemobile-flurryII.jpg;Icemobile Flurry II;Released 2011, September;13.5mm thickness;Feature phone;microSDHC slot;3;N/A;57,792 hits;"2.0""";220x176 pixels; ;;800 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1;;;;2011, August. Released 2011, September;Discontinued;98 x 53 x 13.5 mm (3.86 x 2.09 x 0.53 in);-;Dual SIM (Mini-SIM, dual stand-by);TFT;2.0 inches, 12.6 cm(~24.2% screen-to-body ratio);220 x 176 pixels (~141 ppi density);;;;;microSDHC (dedicated slot);VGA;;Yes;Yes;;No;Yes;No;;Stereo FM radio;miniUSB (charging only);;Removable Li-Ion 800 mAh battery;Black, Red, Blue, Pink, White;Class 10;No;;TV appOrganizerMP4 playerMP3 playerPredictive text input;Up to 580 h;Up to 8 h;;Flashlight;;
https://www.gsmarena.com/icemobile_shine-4035.php;https://fdn2.gsmarena.com/vv/bigpic/icemobile-shine.jpg;Icemobile Shine;Released 2011, July;126g, 13.5mm thickness;Android 2.2;512MB 256MB RAM storage, microSDHC slot;3;N/A;94,407 hits;"3.2""";320x480 pixels;256 MB RAM;;;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 2100;;HSPA 7.2/0.384 Mbps;2011, June. Released 2011, July;Discontinued;112 x 58 x 13.5 mm (4.41 x 2.28 x 0.53 in);126 g (4.44 oz);Mini-SIM;TFT,  65K colors;3.2 inches, 30.5 cm(~46.9% screen-to-body ratio);320 x 480 pixels, 3:2 ratio (~180 ppi density);Android 2.2 (Froyo);;;;microSDHC (dedicated slot);2 MP;;Yes;Yes;;Wi-Fi 802.11 b/g;2.1, A2DP;GPS, A-GPS;Optional;FM radio;microUSB 2.0;Accelerometer, compass;Removable Li-Ion battery;White, Black, Red;;;512MB 256MB RAM;OrganizerPhoto/video editorDocument viewerMP4/H.264 playerMP3/AAC+ playerPredictive text input;;;;;;
https://www.gsmarena.com/icemobile_crystal-3979.php;https://fdn2.gsmarena.com/vv/bigpic/icemobile-crystal.jpg;Icemobile Crystal;Released 2011, Q2;13.1mm thickness;Android 2.2;512MB 256MB storage, microSD slot;4;N/A;83,519 hits;"3.5""";240x400 pixels;256 MB RAM;MT6516;1050 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1;;;;2011, February. Released 2011, Q2;Discontinued;111.5 x 56.2 x 13.1 mm (4.39 x 2.21 x 0.52 in);-;Dual SIM (Mini-SIM, dual stand-by);TFT,  65K colors;3.5 inches, 34.9 cm(~55.6% screen-to-body ratio);240 x 400 pixels, 5:3 ratio (~133 ppi density);Android 2.2 (Froyo);Mediatek MT6516;416 MHz;;microSD (dedicated slot);1.3 MP;LED flash;Yes;Yes;;Wi-Fi 802.11;Yes;GPS, A-GPS;;Stereo FM radio;microUSB 2.0;Accelerometer;Removable Li-Ion 1050 mAh battery;Black, White;Yes;No;512MB 256MB;TV appOrganizerMP4/H.264 playerMP3/AAC+ playerPredictive text input;Up to 180 h;Up to 5 h;;TrackballFlashlight;;
https://www.gsmarena.com/icemobile_comet_ii-3975.php;https://fdn2.gsmarena.com/vv/bigpic/icemobile-cometII.jpg;Icemobile Comet II;Released 2011, June;90g, 12.8mm thickness;Feature phone;microSD slot;3;N/A;58,874 hits;"2.2""";220x176 pixels; ;;1050 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1;;;;2011, June;Discontinued;111.5 x 60 x 12.8 mm (4.39 x 2.36 x 0.50 in);90 g (3.17 oz);Dual SIM (Mini-SIM, dual stand-by);TFT, 65K colors;2.2 inches, 15.2 cm(~22.8% screen-to-body ratio);220 x 176 pixels (~128 ppi density);;;;;microSD (dedicated slot);VGA;;;No;;Wi-Fi 802.11 b/g/n;Yes;No;;Stereo FM radio;miniUSB (charging only);;Removable Li-Ion 1050 mAh battery;Black, Pink, Brown;Yes;No;;TV appOrganizerMP4 playerMP3 playerPredictive text input;Up to 200 h;Up to 4 h 10 min;;Flashlight;;
https://www.gsmarena.com/icemobile_viento_ii-3978.php;https://fdn2.gsmarena.com/vv/bigpic/icemobile-viento-II.jpg;Icemobile Viento II;Released 2011, June;13.5mm thickness;Feature phone;microSD slot;3;N/A;62,857 hits;"2.0""";220x176 pixels; ;;800 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1;;;;2011, June;Discontinued;100 x 55 x 13.5 mm (3.94 x 2.17 x 0.53 in);-;Dual SIM (Mini-SIM, dual stand-by);TFT, 65K colors;2.0 inches, 12.6 cm(~22.9% screen-to-body ratio);220 x 176 pixels (~141 ppi density);;;;;microSD (dedicated slot);VGA;;;No;;No;2.0;No;;Stereo FM radio;miniUSB (charging only);;Removable Li-Ion 800 mAh battery;Purple, Black, Red;Class 10;No;;TV appOrganizerMP4 playerMP3 playerPredictive text input;Up to 580 h;Up to 8 h;;Flashlight;;
https://www.gsmarena.com/icemobile_rock-3976.php;https://fdn2.gsmarena.com/vv/bigpic/icemobile-rock.jpg;Icemobile Rock;Released 2011, July;15mm thickness;Feature phone;microSD slot;4;N/A;58,701 hits;"1.77""";128x160 pixels; ;;800 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1;;;;2011, June. Released 2011, July;Discontinued;109.7 x 46.6 x 15 mm (4.32 x 1.83 x 0.59 in);-;Dual SIM (Mini-SIM, dual stand-by);TFT, 65K colors;1.77 inches, 9.9 cm(~19.3% screen-to-body ratio);128 x 160 pixels (~116 ppi density);;;;;microSD (dedicated slot);Yes;;;No;;No;No;No;;Stereo FM radio;miniUSB (charging only);;Removable Li-Ion 800 mAh battery;Purple, Blue, Black, Red, Yellow;Class 10;No;;MP3/MP4 playerOrganizerPredictive text input;Up to 580 h;Up to 8 h;;Flashlight;;
https://www.gsmarena.com/icemobile_tropical-3985.php;https://fdn2.gsmarena.com/vv/bigpic/icemobile-tropical-1.jpg;Icemobile Tropical;Released 2011, May;81g, 13.5mm thickness;Feature phone;microSD slot;3;N/A;55,534 hits;"1.8""";160x128 pixels; ;;800 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1;;;;2011, May;Discontinued;108.5 x 57 x 13.5 mm (4.27 x 2.24 x 0.53 in);81 g (2.86 oz);Dual SIM (Mini-SIM, dual stand-by);TFT, 65K colors;1.8 inches, 10.2 cm(~16.5% screen-to-body ratio);160 x 128 pixels (~114 ppi density);;;;;microSD (dedicated slot);VGA;;Yes;No;;No;Yes;No;;Stereo FM radio;miniUSB (charging only);;Removable Li-Ion 800 mAh battery;Black/Red, White/Black, Pink/Black;Class 10;No;;OrganizerMP3 playerPredictive text input;Up to 600 h;Up to 3 h;;Flashlight;;
https://www.gsmarena.com/icemobile_tropical_ii-3977.php;https://fdn2.gsmarena.com/vv/bigpic/icemobile-tropical-ii-new.jpg;Icemobile Tropical II;Released 2011, May;12.9mm thickness;Feature phone;microSD slot;3;N/A;57,233 hits;"1.8""";160x128 pixels; ;;800 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1;;;;2011, May;Discontinued;99 x 55.5 x 12.9 mm (3.90 x 2.19 x 0.51 in);-;Dual SIM (Mini-SIM, dual stand-by);TFT, 65K colors;1.8 inches, 10.2 cm(~18.6% screen-to-body ratio);160 x 128 pixels (~114 ppi density);;;;;microSD (dedicated slot);VGA;;;No;;No;Yes;No;;Stereo FM radio;miniUSB (charging only);;Removable Li-Ion 800 mAh battery;Purple, Black, Red;Class 10;No;;OrganizerMP3 playerPredictive text input;Up to 580 h;Up to 8 h;;Flashlight;;
https://www.gsmarena.com/icemobile_rainbow_ii-3971.php;https://fdn2.gsmarena.com/vv/bigpic/icemobile-rainbow2.jpg;Icemobile Rainbow II;Released 2011, April;78g, 14.1mm thickness;Feature phone;microSD slot;2;N/A;57,650 hits;"1.8""";120x160 pixels; ;;;GSM 850 / 900 / 1800 / 1900 - SIM 1;;;;2011, April. Released 2011, April;Discontinued;109 x 47 x 14.1 mm (4.29 x 1.85 x 0.56 in);78 g (2.75 oz);Dual SIM (Mini-SIM, dual stand-by);TFT, 65K colors;1.8 inches, 10.0 cm(~19.6% screen-to-body ratio);120 x 160 pixels, 4:3 ratio (~111 ppi density);;;;;microSD (dedicated slot);0.3 MP;;Yes;No;;No;Yes;No;;Stereo FM radio;Proprietary;;Removable Li-Ion battery;Black, Blue, Red, Purple, Yellow;Yes;No;;MP3 playerOrganizerVoice memo;Up to 360 h;Up to 10 h;;Flashlight;;
https://www.gsmarena.com/icemobile_rainbow-3989.php;https://fdn2.gsmarena.com/vv/bigpic/icemobile-rainbow.jpg;Icemobile Rainbow;Released 2011;80g, 15mm thickness;Feature phone;microSD slot;5;N/A;54,183 hits;"1.8""";120x160 pixels; ;;580 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1;;;;2011. Released 2011;Discontinued;109.7 x 57 x 15 mm (4.32 x 2.24 x 0.59 in);80 g (2.82 oz);Dual SIM (Mini-SIM, dual stand-by);TFT, 65K colors;1.8 inches, 10.0 cm(~16.0% screen-to-body ratio);120 x 160 pixels, 4:3 ratio (~111 ppi density);;;;;microSD (dedicated slot);0.3 MP;;No;No;;No;Yes;No;;FM radio;No;;Removable Li-Ion 580 mAh battery;Black, Blue, Red, Pink, White;Yes;No;;MP3/MP4 playerOrganizerVoice memo;Up to 580 h;Up to 8 h;;Flashlight;;
https://www.gsmarena.com/icemobile_twilight-4194.php;https://fdn2.gsmarena.com/vv/bigpic/icemobile-twilight.jpg;Icemobile Twilight;Released 2010, October;103g, 14mm thickness;Feature phone;microSDHC slot;5;N/A;77,657 hits;"1.8""";240x320 pixels; ;;650 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1;;;;2010, December. Released 2010, October;Discontinued;88 x 59 x 14 mm (3.46 x 2.32 x 0.55 in);103 g (3.63 oz);Dual SIM (Mini-SIM);TFT;1.8 inches, 10.0 cm(~19.3% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~222 ppi density);;;;;microSDHC (dedicated slot);0.3 MP;;Yes;Yes;;Wi-Fi 802.11 b/g/n;Yes;No;;FM radio;No;;Removable Li-Ion 650 mAh battery;Black, White, Red;Yes;No;;OrganizerAnalog TVMP3 PlayerPredictive Text Input;Up to 45 h;Up to 6 h;;;;
