Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;speed;year;status;dimensions;weight;sim;displaytype;displaysize;displayresolution;displayprotection;os;chipset;cpu;gpu;memoryslot;internalmemory;cam1modules;cam1features;cam1video;cam2modules;cam2video;wlan;bluetooth;gps;nfc;radio;usb;sensors;batdescription1;batstandby1;battalktime1;batmusicplayback1;colors;memoryother;price;featuresother;gprstext;edge
https://www.gsmarena.com/prestigio_multiphone_5508_duo-6876.php;https://fdn2.gsmarena.com/vv/bigpic/prestigio-multiphone-5508-duo.jpg;Prestigio MultiPhone 5508 Duo;Released 2014;129g, 8.3mm thickness;Android 4.4.2;16GB storage, no card slot;8;N/A;227,869 hits;"5.0""";720x1280 pixels;1 GB RAM;MT6592;2300 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;HSPA 21.1/5.76 Mbps;2014. Released 2014;Discontinued;142.5 x 70.8 x 8.3 mm (5.61 x 2.79 x 0.33 in);129 g (4.55 oz);Dual SIM (Mini-SIM/ Micro-SIM, dual stand-by);IPS LCD;5.0 inches, 68.9 cm(~68.3% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Asahi Dragontrail Glass;Android 4.4.2 (KitKat);Mediatek MT6592 (28 nm);Octa-core 1.7 GHz Cortex-A7;Mali-450MP4;No;16GB 1GB RAM;13 MP, AF;Dual-LED flash;Yes;5 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, gyro, proximity, compass;Li-Ion 2300 mAh, non-removable;Up to 545 h;Up to 34 h;Up to 77 h;Black/metal;;;;;
https://www.gsmarena.com/prestigio_multiphone_5504_duo-6875.php;https://fdn2.gsmarena.com/vv/bigpic/prestigio-multiphone-5504-duo.jpg;Prestigio MultiPhone 5504 Duo;Released 2014;160g, 8.5mm thickness;Android 4.4.2;8GB storage, microSDHC;6;N/A;142,994 hits;"5.0""";540x960 pixels;1 GB RAM;MT6582M;1950 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;HSPA 21.1/5.76 Mbps;2014. Released 2014;Discontinued;147.1 x 72.5 x 8.5 mm (5.79 x 2.85 x 0.33 in);160 g (5.64 oz);Dual SIM (Mini-SIM, dual stand-by);IPS LCD;5.0 inches, 68.9 cm(~64.6% screen-to-body ratio);540 x 960 pixels, 16:9 ratio (~220 ppi density);;Android 4.4.2 (KitKat);Mediatek MT6582M (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSDHC;8GB 1GB RAM;8 MP, AF;LED flash;Yes;2 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 1950 mAh, removable;Up to 696 h;Up to 27 h;Up to 78 h;Black, metal, white;;;;;
https://www.gsmarena.com/prestigio_multiphone_5503_duo-6874.php;https://fdn2.gsmarena.com/vv/bigpic/prestigio-multiphone-5503-duo.jpg;Prestigio MultiPhone 5503 Duo;Released 2014;170g, 10.9mm thickness;Android 4.2;4GB 1GB RAM storage, microSDHC slot;2;N/A;102,892 hits;"5.0""";540x960 pixels;1 GB RAM;MT6582;4000 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 900 / 2100;HSPA 21.1/5.76 Mbps;2014. Released 2014;Discontinued;144 x 73.3 x 10.9 mm (5.67 x 2.89 x 0.43 in);170 g (6.00 oz);Dual SIM (Mini-SIM, dual stand-by);IPS LCD;5.0 inches, 68.9 cm(~65.3% screen-to-body ratio);540 x 960 pixels, 16:9 ratio (~220 ppi density);;Android 4.2 (Jelly Bean);Mediatek MT6582 (28 nm);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;microSDHC;4GB 1GB RAM;8 MP;LED flash;Yes;2 MP;;Wi-Fi 802.11 b/g/n, hotspot;3.0;GPS;No;FM radio;microUSB 2.0;Accelerometer;Li-Ion 4000 mAh, removable;Up to 1300 h;Up to 47 h;Up to 146 h;Black;;;;;
https://www.gsmarena.com/prestigio_multiphone_8500_duo-6526.php;https://fdn2.gsmarena.com/vv/bigpic/prestigio-multiphone-8500-duo.jpg;Prestigio MultiPhone 8500 Duo;Released 2014, August;8.5mm thickness;Microsoft Windows Phone 8.1;8GB storage, microSDHC;23;N/A;195,862 hits;"5.0""";720x1280 pixels;1 GB RAM;Snapdragon 200;2000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;HSPA 21.1/5.76 Mbps;2014, July. Released 2014, August;Discontinued;8.5 mm thickness;-;Dual SIM;IPS LCD;5.0 inches, 68.9 cm;720 x 1280 pixels, 16:9 ratio (~294 ppi density);Corning Gorilla Glass;Microsoft Windows Phone 8.1;Qualcomm MSM8212 Snapdragon 200 (28 nm);Quad-core 1.2 GHz Cortex-A7;Adreno 302;microSDHC;8GB 1GB RAM;8 MP, AF;LED flash, panorama;Yes;2 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 2000 mAh, removable;Up to 984 h;Up to 57 h;Up to 176 h;Black, White;eMMC 4.5;About 170 EUR;;;
https://www.gsmarena.com/prestigio_multiphone_8400_duo-6527.php;https://fdn2.gsmarena.com/vv/bigpic/prestigio-multiphone-8400-duo.jpg;Prestigio MultiPhone 8400 Duo;Released 2014, August;11mm thickness;Microsoft Windows Phone 8.1;4GB 512MB RAM storage, microSDHC slot;8;N/A;112,156 hits;"4.0""";480x800 pixels;512 MB RAM;Snapdragon 200;2000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;HSPA 21.1/5.76 Mbps;2014, July. Released 2014, August;Discontinued;11 mm thickness;-;Dual SIM;IPS LCD;4.0 inches, 45.5 cm;480 x 800 pixels, 5:3 ratio (~233 ppi density);;Microsoft Windows Phone 8.1;Qualcomm MSM8212 Snapdragon 200 (28 nm);Quad-core 1.2 GHz Cortex-A7;Adreno 302;microSDHC;4GB 512MB RAM;8 MP, AF;LED flash, panorama;Yes;VGA;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;No;microUSB 2.0;Accelerometer, proximity;Li-Ion 2000 mAh, removable;Up to 456 h;Up to 29 h;Up to 75 h;Black, White;eMMC 4.5;About 90 EUR;;;
https://www.gsmarena.com/prestigio_multipad_4_quantum_10_1_3g-6208.php;https://fdn2.gsmarena.com/vv/bigpic/prestigio-multipad4-quantum-101.jpg;Prestigio MultiPad 4 Quantum 10.1 3G;Released 2014, Q1;612g, 9.5mm thickness;Android 4.2;16GB storage, microSDHC;3;N/A;109,873 hits;"10.1""";800x1280 pixels;1 GB RAM;Rockchip RK3188;7000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900;HSDPA 900 / 2100;HSPA 7.2/5.76 Mbps;2014, Q1. Released 2014, Q1;Discontinued;260 x 170 x 9.5 mm (10.24 x 6.69 x 0.37 in);612 g (1.35 lb);Micro-SIM;IPS LCD;10.1 inches, 295.8 cm(~66.9% screen-to-body ratio);800 x 1280 pixels, 16:10 ratio (~149 ppi density);;Android 4.2 (Jelly Bean);Rockchip RK3188;Quad-core 1.6 GHz Cortex-A9;Mali-400MP4;microSDHC (dedicated slot);16GB 1GB RAM;2 MP;;Yes;VGA;;Wi-Fi 802.11 b/g/n, hotspot;3.0;No;No;FM radio;microUSB 2.0, OTG;Accelerometer;Li-Po 7000 mAh, non-removable;Up to 336 h;Up to 8 h 30 min;Up to 32 h;Black/Deep Blue;;About 220 EUR;HDMI port;;
https://www.gsmarena.com/prestigio_multipad_4_quantum_9_7_colombia-6207.php;https://fdn2.gsmarena.com/vv/bigpic/prestigio-multipad4-quantum-97.jpg;Prestigio MultiPad 4 Quantum 9.7 Colombia;Released 2014, Q1;621g, 9.2mm thickness;Android 4.2;16GB storage, microSDHC;7;N/A;75,569 hits;"9.7""";1536x2048 pixels;2 GB RAM;Rockchip RK3188;8000 mAh Li-Po;N/A;;;2014, Q1. Released 2014, Q1;Discontinued;241.5 x 185 x 9.2 mm (9.51 x 7.28 x 0.36 in);621 g (1.37 lb);No;IPS LCD;9.7 inches, 291.4 cm(~65.2% screen-to-body ratio);1536 x 2048 pixels, 4:3 ratio (~264 ppi density);;Android 4.2 (Jelly Bean);Rockchip RK3188;Quad-core 1.6 GHz Cortex-A9;Mali-400MP4;microSDHC (dedicated slot);16GB 2GB RAM;5 MP;;Yes;2 MP;;Wi-Fi 802.11 b/g/n;4.0, A2DP;No;No;No;microUSB 2.0, OTG;Accelerometer;Li-Po 8000 mAh, non-removable;;;;Black/Deep Blue;;About 200 EUR;HDMI port;No;No
https://www.gsmarena.com/prestigio_multipad_4_ultra_quad_8_0_3g-6206.php;https://fdn2.gsmarena.com/vv/bigpic/prestigio-multipad4-quad-80-3g.jpg;Prestigio MultiPad 4 Ultra Quad 8.0 3G;Released 2014, Q1;450g, 9.8mm thickness;Android 4.2;16GB storage, microSDHC;5;N/A;102,455 hits;"8.0""";768x1024 pixels;1 GB RAM;MT8389;4600 mAh Li-Po;GSM 850 / 900 / 1800 / 1900;HSDPA 900 / 2100;HSPA 21.1/11.5 Mbps;2014, Q1. Released 2014, Q1;Discontinued;204.3 x 157.2 x 9.8 mm (8.04 x 6.19 x 0.39 in);450 g (0.99 lb);Micro-SIM;IPS LCD;8.0 inches, 198.2 cm(~61.7% screen-to-body ratio);768 x 1024 pixels, 4:3 ratio (~160 ppi density);;Android 4.2 (Jelly Bean);Mediatek MT8389;Quad-core 1.2 GHz Cortex-A7;PowerVR SGX544;microSDHC (dedicated slot);16GB 1GB RAM;5 MP;;Yes;2 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, LE;GPS;No;FM radio;microUSB 2.0;Accelerometer;Li-Po 4600 mAh, non-removable;Up to 510 h;Up to 6 h;Up to 10 h;Black, White;;About 190 EUR;;;
https://www.gsmarena.com/prestigio_multiphone_7600_duo-6205.php;https://fdn2.gsmarena.com/vv/bigpic/prestigio-multiphone-7600-duo.jpg;Prestigio MultiPhone 7600 Duo;Released 2014, Q1;191g, 8.4mm thickness;Android 4.2;4GB 1GB RAM storage, microSDHC slot;16;N/A;231,640 hits;"6.0""";720x1280 pixels;1 GB RAM;;2600 mAh Li-Po;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 900 / 2100;HSPA;2014, Q1. Released 2014, Q1;Discontinued;166.5 x 84.4 x 8.4 mm (6.56 x 3.32 x 0.33 in);191 g (6.74 oz);Dual SIM;IPS LCD;6.0 inches, 99.2 cm(~70.6% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~245 ppi density);;Android 4.2 (Jelly Bean);;Quad-core 1.5 GHz;;microSDHC;4GB 1GB RAM;13 MP, AF;LED flash;Yes;8 MP;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.0, A2DP;GPS;Yes;FM radio;microUSB 2.0;Accelerometer, gyro, proximity, compass;Li-Po 2600 mAh, removable;Up to 414 h;Up to 14 h;Up to 33 h;Black;;About 270 EUR;;;
https://www.gsmarena.com/prestigio_multiphone_7500-6204.php;https://fdn2.gsmarena.com/vv/bigpic/prestigio-multiphone-7500.jpg;Prestigio MultiPhone 7500;Released 2014, Q1;146g, 9.9mm thickness;Android 4.2;16GB/32GB storage, microSDHC;15;N/A;215,367 hits;"5.0""";1080x1920 pixels;1/2 GB RAM;MT6589T;2300 mAh Li-Po;GSM 900 / 1800 / 1900;HSDPA 900 / 2100;HSPA;2014, Q1. Released 2014, Q1;Discontinued;144 x 70.5 x 9.9 mm (5.67 x 2.78 x 0.39 in);146 g (5.15 oz);Micro-SIM;IPS LCD;5.0 inches, 68.9 cm(~67.9% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~441 ppi density);;Android 4.2 (Jelly Bean);Mediatek MT6589T (28 nm);Quad-core 1.5 GHz Cortex-A7;PowerVR SGX544MP2;microSDHC (dedicated slot);16GB 1GB RAM, 32GB 2GB RAM;13 MP, AF;LED flash;Yes;8 MP;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.0, A2DP;GPS;Yes;FM radio;microUSB 2.0;Accelerometer, gyro, proximity, compass;Li-Po 2300 mAh, non-removable;;;;Black, White;;About 280 EUR;;;
https://www.gsmarena.com/prestigio_multiphone_5501_duo-6203.php;https://fdn2.gsmarena.com/vv/bigpic/prestigio-multiphone-5501-duo.jpg;Prestigio MultiPhone 5501 Duo;Released 2014, Q1;135g, 9.5mm thickness;Android 4.2;4GB 512MB RAM storage, microSDHC slot;1;N/A;108,840 hits;"5.0""";480x854 pixels;512 MB RAM;;2000 mAh Li-Ion;GSM 900 / 1800;HSDPA 900 / 2100;HSPA;2014, Q1. Released 2014, Q1;Discontinued;149.6 x 75 x 9.5 mm (5.89 x 2.95 x 0.37 in);135 g (4.76 oz);Micro-SIM;TFT;5.0 inches, 68.9 cm(~61.4% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~196 ppi density);;Android 4.2 (Jelly Bean);;Dual-core 1.2 GHz Cortex-A7;;microSDHC (dedicated slot);4GB 512MB RAM;5 MP, AF;LED flash;Yes;VGA;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;2.1;GPS;Yes;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 2000 mAh, removable;Up to 423 h;Up to 16 h;Up to 15 h;Blue;;About 150 EUR;;;
https://www.gsmarena.com/prestigio_multiphone_5500_duo-6202.php;https://fdn2.gsmarena.com/vv/bigpic/prestigio-multiphone-5500-duo.jpg;Prestigio MultiPhone 5500 Duo;Released 2014, Q1;183g, 10.6mm thickness;Android 4.2;4GB 512MB RAM storage, microSDHC slot;3;N/A;155,383 hits;"5.0""";480x854 pixels;512 MB RAM;MT6572;2000 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 900 / 2100;HSPA;2014, Q1. Released 2014, Q1;Discontinued;146 x 75.3 x 10.6 mm (5.75 x 2.96 x 0.42 in);183 g (6.46 oz);Dual SIM;TFT;5.0 inches, 68.9 cm(~62.7% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~196 ppi density);;Android 4.2 (Jelly Bean);Mediatek MT6572 (28 nm);Dual-core 1.2 GHz Cortex-A7;Mali-400;microSDHC;4GB 512MB RAM;5 MP, AF;LED flash;Yes;VGA;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;3.0;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 2000 mAh, removable;Up to 410 h;Up to 21 h;Up to 36 h;Black/ color back panels;;About 160 EUR;;;
https://www.gsmarena.com/prestigio_multiphone_5451_duo-6201.php;https://fdn2.gsmarena.com/vv/bigpic/prestigio-multiphone-5450-duo.jpg;Prestigio MultiPhone 5451 Duo;Released 2014, Q1;145g, 10.3mm thickness;Android 4.2;4GB 512MB RAM storage, microSDHC slot;1;N/A;95,350 hits;"4.5""";480x854 pixels;512 MB RAM;;1500 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 900 / 2100;HSPA;2014, Q1. Released 2014, Q1;Discontinued;134 x 67 x 10.3 mm (5.28 x 2.64 x 0.41 in);145 g (5.11 oz);Dual SIM;TFT;4.5 inches, 55.8 cm(~62.2% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~218 ppi density);;Android 4.2 (Jelly Bean);;Dual-core 1.2 GHz Cortex-A7;;microSDHC;4GB 512MB RAM;5 MP, AF;LED flash;Yes;VGA;;Wi-Fi 802.11 b/g/n, hotspot;2.1;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 1500 mAh, removable;Up to 270 h;Up to 15 h;Up to 16 h;Black, White;;About 120 EUR;;;
https://www.gsmarena.com/prestigio_multiphone_5450_duo-6200.php;https://fdn2.gsmarena.com/vv/bigpic/prestigio-multiphone-5450-duo.jpg;Prestigio MultiPhone 5450 Duo;Released 2014, Q1;145g, 10.3mm thickness;Android 4.2;4GB 512MB RAM storage, microSDHC slot;4;N/A;137,555 hits;"4.5""";480x854 pixels;512 MB RAM;;1500 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 900 / 2100;HSPA;2014, Q1. Released 2014, Q1;Discontinued;134 x 67 x 10.3 mm (5.28 x 2.64 x 0.41 in);145 g (5.11 oz);Dual SIM;TFT;4.5 inches, 55.8 cm(~62.2% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~218 ppi density);;Android 4.2 (Jelly Bean);;Dual-core 1.2 GHz Cortex-A7;;microSDHC;4GB 512MB RAM;5 MP, AF;LED flash;Yes;VGA;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;2.1;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 1500 mAh, removable;Up to 270 h;Up to 15 h;Up to 16 h;Black/ color back panels;;About 120 EUR;;;
https://www.gsmarena.com/prestigio_multiphone_3400_duo-5888.php;https://fdn2.gsmarena.com/vv/bigpic/prestigio-MultiPhone-3400-DUO.jpg;Prestigio MultiPhone 3400 Duo;Released 2013;120 g;Android 4.2;4GB 512MB RAM storage, microSDHC slot;5;N/A;162,499 hits;"4.0""";480x800 pixels;512 MB RAM;MT6572;1500 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 900 / 2100;HSPA 21.1/5.76 Mbps;2013. Released 2013;Discontinued;-;120 g (4.23 oz);Dual SIM;TFT;4.0 inches, 45.5 cm;480 x 800 pixels, 5:3 ratio (~233 ppi density);;Android 4.2 (Jelly Bean);Mediatek MT6572 (28 nm);Dual-core 1.2 GHz Cotex-A7;Mali-400;microSDHC (dedicated slot);4GB 512MB RAM;3.15 MP;LED flash;Yes;VGA;;Wi-Fi 802.11 b/g/n, hotspot;Yes;No;No;No;microUSB 2.0;Accelerometer;Li-Ion 1500 mAh, removable;Up to 351 h;Up to 10 h;Up to 24 h;Black;;About 90 EUR;;;
https://www.gsmarena.com/prestigio_multiphone_5430_duo-5721.php;https://fdn2.gsmarena.com/vv/bigpic/prestigio-multiphone-5430-duo.jpg;Prestigio MultiPhone 5430 Duo;Released 2013;140g, 10mm thickness;Android 4.0;4GB 1GB RAM storage, microSDHC slot;8;N/A;148,637 hits;"4.3""";540x960 pixels;1 GB RAM;Intel Atom Z2420;2000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 900 / 2100;HSPA;2013. Released 2013;Discontinued;126 x 64.7 x 10 mm (4.96 x 2.55 x 0.39 in);140 g (4.94 oz);Mini-SIM;IPS LCD;4.3 inches, 51.0 cm(~62.5% screen-to-body ratio);540 x 960 pixels, 16:9 ratio (~256 ppi density);;Android 4.0 (Ice Cream Sandwich);Intel Atom Z2420;1.2 GHz;PowerVR SGX540;microSDHC (dedicated slot);4GB 1GB RAM;8 MP, AF;Dual-LED flash;Yes;1.2 MP;;Wi-Fi 802.11 b/g/n, hotspot;2.1, A2DP;;No;FM radio;microUSB 2.0;Accelerometer;Li-Ion 2000 mAh, removable;Up to 400 h;Up to 12 h;Up to 24 h;White;;About 210 EUR;;;
https://www.gsmarena.com/prestigio_multiphone_5400_duo-5720.php;https://fdn2.gsmarena.com/vv/bigpic/prestigio-multiphone-5400-duo.jpg;Prestigio MultiPhone 5400 Duo;Released 2013;132g, 9.9mm thickness;Android 4.1;4GB 512MB RAM storage, microSDHC slot;8;N/A;189,796 hits;"4.0""";480x800 pixels;512 MB RAM;;1700 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;HSPA;2013. Released 2013;Discontinued;126 x 63.5 x 9.9 mm (4.96 x 2.5 x 0.39 in);132 g (4.66 oz);Dual SIM (Mini-SIM);TFT;4.0 inches, 45.5 cm(~56.9% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~233 ppi density);;Android 4.1 (Jelly Bean);;Quad-core 1.2 GHz Cortex-A5;;microSDHC (dedicated slot);4GB 512MB RAM;8 MP, AF;Dual-LED flash;Yes;VGA;;Wi-Fi 802.11 b/g/n, hotspot;Yes;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 1700 mAh, removable;;;;White;;About 120 EUR;;;
https://www.gsmarena.com/prestigio_multiphone_5300_duo-5719.php;https://fdn2.gsmarena.com/vv/bigpic/prestigio-multiphone-5300-duo.jpg;Prestigio MultiPhone 5300 Duo;Released 2013;140g, 9.9mm thickness;Android 4.1;4GB 1GB RAM storage, microSDHC slot;8;N/A;304,264 hits;"5.3""";480x854 pixels;1 GB RAM;Snapdragon S4 Play;2100 mAh Li-Po;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 900 / 2100;HSPA;2013. Released 2013;Discontinued;147 x 77.2 x 9.9 mm (5.79 x 3.04 x 0.39 in);140 g (4.94 oz);Dual SIM (Mini-SIM);TFT;5.3 inches, 77.4 cm(~68.2% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~185 ppi density);;Android 4.1 (Jelly Bean);Qualcomm MSM8225 Snapdragon S4 Play;Quad-core 1.2 GHz Cortex-A5;Adreno 203;microSDHC (dedicated slot);4GB 1GB RAM;8 MP, AF;Dual-LED flash;Yes;1.2 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, gyro;Li-Po 2100 mAh, removable;Up to 500 h;Up to 16 h;Up to 17 h;White;;About 180 EUR;;;
https://www.gsmarena.com/prestigio_multiphone_5044_duo-5718.php;https://fdn2.gsmarena.com/vv/bigpic/prestigio-multiphone-5044-duo.jpg;Prestigio MultiPhone 5044 Duo;Released 2013;130g, 8.6mm thickness;Android 4.2;4GB 1GB RAM storage, microSDHC slot;38;N/A;260,391 hits;"5.0""";720x1280 pixels;1 GB RAM;MT6589;2000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;HSPA;2013. Released 2013;Discontinued;145 x 73 x 8.6 mm (5.71 x 2.87 x 0.34 in);130 g (4.59 oz);Dual SIM (Mini-SIM);IPS LCD;5.0 inches, 68.9 cm(~65.1% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);;Android 4.2 (Jelly Bean);Mediatek MT6589 (28 nm);Quad-core 1.2 GHz Cortex-A7;PowerVR SGX544;microSDHC (dedicated slot);4GB 1GB RAM;8 MP, AF;LED flash;Yes;2 MP;;Wi-Fi 802.11 b/g/n, hotspot;Yes;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity, compass;Li-Po 2000 mAh, removable;Up to 281 h;Up to 15 h;Up to 22 h 30 min;Black;;About 200 EUR;;;
https://www.gsmarena.com/prestigio_multiphone_5000_duo-5717.php;https://fdn2.gsmarena.com/vv/bigpic/prestigio-multiphone-5000-duo.jpg;Prestigio MultiPhone 5000 Duo;Released 2013;199g, 10.2mm thickness;Android 4.1;4GB 512MB RAM storage, microSDHC slot;3;N/A;125,643 hits;"5.0""";480x800 pixels;512 MB RAM;MT6577T;2200 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;HSPA;2013. Released 2013;Discontinued;148.5 x 79 x 10.2 mm (5.85 x 3.11 x 0.40 in);199 g (7.02 oz);Dual SIM (Mini-SIM);TFT;5.0 inches, 71.2 cm(~60.7% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~187 ppi density);;Android 4.1 (Jelly Bean);Mediatek MT6577T (40 nm);Dual-core 1.2 GHz Cortex-A9;PowerVR SGX531u;microSDHC (dedicated slot);4GB 512MB RAM;5 MP, AF;LED flash;Yes;VGA;;Wi-Fi 802.11 b/g/n, hotspot;2.1, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Po 2200 mAh, removable;Up to 259 h;Up to 15 h 30 min;Up to 26 h;White;;About 150 EUR;;;
https://www.gsmarena.com/prestigio_multiphone_4505_duo-5716.php;https://fdn2.gsmarena.com/vv/bigpic/prestigio-multiphone-4505-duo.jpg;Prestigio MultiPhone 4505 Duo;Released 2013;134g, 10.5mm thickness;Android 4.1;4GB 512MB RAM storage, microSDHC slot;6;N/A;114,619 hits;"4.5""";480x854 pixels;512 MB RAM;MT6577T;1800 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;HSPA;2013. Released 2013;Discontinued;130 x 66 x 10.5 mm (5.12 x 2.60 x 0.41 in);134 g (4.73 oz);Dual SIM (Mini-SIM);TFT;4.5 inches, 55.8 cm(~65.0% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~218 ppi density);;Android 4.1 (Jelly Bean);Mediatek MT6577T (40 nm);Dual-core 1.2 GHz Cortex-A9;PowerVR SGX531u;microSDHC (dedicated slot);4GB 512MB RAM;8 MP, AF;;Yes;VGA;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Po 1800 mAh, removable;Up to 203 h;Up to 13 h;Up to 20 h;Black;;About 120 EUR;;;
https://www.gsmarena.com/prestigio_multiphone_4500_duo-5715.php;https://fdn2.gsmarena.com/vv/bigpic/prestigio-multiphone-4500-duo.jpg;Prestigio MultiPhone 4500 Duo;Released 2013;158g, 9.6mm thickness;Android 4.1;4GB 1GB RAM storage, microSDHC slot;8;N/A;151,172 hits;"4.5""";540x960 pixels;1 GB RAM;MT6577T;1850 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;HSPA;2013. Released 2013;Discontinued;135 x 69 x 9.6 mm (5.31 x 2.72 x 0.38 in);158 g (5.57 oz);Dual SIM (Mini-SIM);IPS LCD;4.5 inches, 58.8 cm(~63.2% screen-to-body ratio);540 x 960 pixels, 16:10 ratio (~226 ppi density);Corning Gorilla Glass;Android 4.1 (Jelly Bean);Mediatek MT6577T (40 nm);Dual-core 1.2 GHz Cortex-A9;PowerVR SGX531u;microSDHC (dedicated slot);4GB 1GB RAM;8 MP, AF;LED flash;Yes;VGA;;Wi-Fi 802.11 b/g/n, hotspot;3.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity, compass;Li-Po 1850 mAh, removable;Up to 237 h;Up to 11 h;Up to 17 h;White;;About 120 EUR;;;
