Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;net4g;speed;year;status;dimensions;weight;sim;displaytype;displaysize;displayresolution;os;cpu;memoryslot;internalmemory;cam1modules;cam1features;cam1video;cam2modules;cam2features;cam2video;wlan;bluetooth;gps;nfc;radio;usb;sensors;batdescription1;colors;price;displayprotection;chipset;gpu;memoryother;build;models;batstandby1;battalktime1;optionalother;gprstext;edge;sar-eu;bodyother;featuresother;displayother
https://www.gsmarena.com/panasonic_eluga_i4-8875.php;https://fdn2.gsmarena.com/vv/bigpic/panasonic-eluga-i4.jpg;Panasonic Eluga I4;Released 2017, September;150.7g, 8.3mm thickness;Android 7.0;16GB storage, microSDXC;1;N/A;102,365 hits;"5.0""";720x1280 pixels;2 GB RAM;MT6737;3000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;3, 5, 40;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2017, September;Available. Released 2017, September;146.7 x 71.3 x 8.3 mm (5.78 x 2.81 x 0.33 in);150.7 g (5.33 oz);Dual SIM;IPS LCD;5.0 inches, 68.9 cm(~65.9% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Android 7.0 (Nougat);Quad-core 1.25 GHz Cortex-A53;microSDXC (dedicated slot);16GB 2GB RAM;8 MP, AF;LED flash;Yes;5 MP;;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.0, A2DP;GPS;No;FM radio;microUSB 2.0, OTG;Fingerprint (front-mounted), accelerometer, proximity;Li-Ion 3000 mAh, non-removable;Black, Blue, Gold;About 8300 INR;;Mediatek MT6737 (28 nm);Mali-T720;eMMC 5.0;;;;;;;;;;;
https://www.gsmarena.com/panasonic_eluga_ray_500-8870.php;https://fdn2.gsmarena.com/vv/bigpic/panasonic-eluga-ray-500.jpg;Panasonic Eluga Ray 500;Released 2017, September;163g, 9.2mm thickness;Android 7;32GB storage, microSDXC;5;N/A;182,371 hits;"5.0""";720x1280 pixels;3 GB RAM;MT6737;4000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;3, 5, 40;HSPA, LTE;2017, September;Available. Released 2017, September;144.3 x 71.3 x 9.2 mm (5.68 x 2.81 x 0.36 in);163 g (5.75 oz);Hybrid Dual SIM (Nano-SIM, dual stand-by);IPS LCD;5.0 inches, 68.9 cm(~67.0% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Android 7 (Nougat);Quad-core 1.25 GHz Cortex-A53;microSDXC (uses shared SIM slot);32GB 3GB RAM;13 MP, f/2.0, AF8 MP, f/2.4;LED flash, HDR, panorama;1080p@30fps;5 MP, f/2.4;HDR;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.0, A2DP;GPS;No;FM radio;microUSB 2.0, OTG;Fingerprint (front-mounted), accelerometer, proximity;Li-Ion 4000 mAh, non-removable;Champagne gold, Mocha gold, Marine Blue;About 110 EUR;;Mediatek MT6737 (28 nm);Mali-T720MP1;eMMC 5.0;;;;;;;;;;;
https://www.gsmarena.com/panasonic_eluga_ray_700-8869.php;https://fdn2.gsmarena.com/vv/bigpic/panasonic-eluga-ray-700.jpg;Panasonic Eluga Ray 700;Released 2017, September;182g, 8.9mm thickness;Android 7.0;32GB storage, microSDXC;20;0.1%;359,031 hits;"5.5""";1080x1920 pixels;3 GB RAM;MT6753;5000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;3, 5, 40;HSPA, LTE;2017, September;Available. Released 2017, September;153.8 x 75.4 x 8.9 mm (6.06 x 2.97 x 0.35 in);182 g (6.42 oz);Dual SIM (Nano-SIM, dual stand-by);IPS LCD;5.5 inches, 83.4 cm(~71.9% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~401 ppi density);Android 7.0 (Nougat);Octa-core 1.3 GHz Cortex-A53;microSDXC (dedicated slot);32GB 3GB RAM;13 MP, f/2.0, PDAF;Dual-LED flash, HDR, panorama;1080p@30fps;13 MP, f/2.2;HDR;1080p@30fps;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.0, A2DP;GPS;No;FM radio;microUSB 2.0, OTG;Fingerprint (front-mounted), accelerometer, proximity, compass;Li-Ion 5000 mAh, non-removable;Champagne gold, Mocha gold, Marine Blue;About 130 EUR;Corning Gorilla Glass 3;Mediatek MT6753 (28 nm);Mali-T720MP3;;;Eluga_Ray_700;;;;;;;;;
https://www.gsmarena.com/panasonic_p9-8851.php;https://fdn2.gsmarena.com/vv/bigpic/panasonic-p9.jpg;Panasonic P9;Released 2017, September;144g, 8.6mm thickness;Android 7.0;8GB storage, microSDHC;2;N/A;122,117 hits;"5.0""";480x854 pixels;1 GB RAM;MT6737M;2210 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;3, 5, 40;HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps;2017, September;Available. Released 2017, September;144.5 x 73 x 8.6 mm (5.69 x 2.87 x 0.34 in);144 g (5.08 oz);Dual SIM;IPS LCD;5.0 inches, 68.9 cm(~65.3% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~196 ppi density);Android 7.0 (Nougat);Quad-core 1.1 GHz Cortex-A53;microSDHC (dedicated slot);16GB 1GB RAM;8 MP;LED flash;720p@30fps;5 MP;;;Wi-Fi 802.11 b/g/n;4.0, A2DP;GPS;No;FM radio;microUSB 2.0, OTG;Accelerometer, proximity;Li-Ion 2210 mAh, non-removable;Champagne Gold, Black;About 100 EUR;Asahi Dragontrail Glass;Mediatek MT6737M (28 nm);Mali-T720MP2;eMMC 5.0;;;;;;;;;;;
https://www.gsmarena.com/panasonic_eluga_i2_activ-8816.php;https://fdn2.gsmarena.com/vv/bigpic/panasonic-l2-activ.jpg;Panasonic Eluga I2 Activ;Released 2017, August;133g, 8mm thickness;Android 7.0;16GB storage, microSDXC;2;N/A;82,485 hits;"5.0""";720x1280 pixels;1/2 GB RAM;MT6737;2200 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;3, 5, 40;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2017, August;Available. Released 2017, August;143 x 71.2 x 8 mm (5.63 x 2.80 x 0.31 in);133 g (4.69 oz);Hybrid Dual SIM;IPS LCD;5.0 inches, 68.9 cm(~67.7% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Android 7.0 (Nougat);Quad-core 1.3 GHz Cortex-A53;microSDXC (uses shared SIM slot);16GB 1GB RAM, 16GB 2GB RAM;8 MP, AF;LED flash;720p@30fps;5 MP;;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 2200 mAh, non-removable;Gold, Rose Gold, Gray;About 7200 INR;;Mediatek MT6737 (28 nm);Mali-T720;eMMC 5.0;;;;;;;;;;;
https://www.gsmarena.com/panasonic_eluga_a3_pro-8813.php;https://fdn2.gsmarena.com/vv/bigpic/panasonic-eluga-a3-pro.jpg;Panasonic Eluga A3 Pro;Released 2017, August;161g, 9.1mm thickness;Android 7.0, FitHome UI;32GB storage, microSDXC;8;0.1%;207,345 hits;"5.2""";720x1280 pixels;3 GB RAM;MT6753;4000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;3, 5, 40;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2017, August;Available. Released 2017, August;148.7 x 72.4 x 9.1 mm (5.85 x 2.85 x 0.36 in);161 g (5.68 oz);Dual SIM;IPS LCD;5.2 inches, 74.5 cm(~69.2% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~282 ppi density);Android 7.0 (Nougat), FitHome UI;Octa-core 1.3 GHz Cortex-A53;microSDXC (dedicated slot);32GB 3GB RAM;13 MP, PDAF;LED flash;1080p@30fps;8 MP;;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 4000 mAh, non-removable;Gold, Silver;About 12800 INR;;Mediatek MT6753 (28 nm);Mali-T720MP3;;;A3_Pro;;;;;;;;;
https://www.gsmarena.com/panasonic_eluga_a3-8812.php;https://fdn2.gsmarena.com/vv/bigpic/panasonic-eluga-a3-2.jpg;Panasonic Eluga A3;Released 2017, August;161g, 9.1mm thickness;Android 7.0, FitHome UI;16GB storage, microSDXC;1;N/A;105,189 hits;"5.2""";720x1280 pixels;3 GB RAM;MT6737;4000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;3, 5, 40;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2017, August;Available. Released 2017, August;148.7 x 72.4 x 9.1 mm (5.85 x 2.85 x 0.36 in);161 g (5.68 oz);Dual SIM;IPS LCD;5.2 inches, 74.5 cm(~69.2% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~282 ppi density);Android 7.0 (Nougat), FitHome UI;Quad-core 1.25 GHz Cortex-A53;microSDXC (dedicated slot);16GB 3GB RAM;13 MP, PDAF;LED flash;1080p@30fps;8 MP;;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 4000 mAh, non-removable;Gold, Silver;About 11300 INR;;Mediatek MT6737 (28 nm);Mali-T720MP1;eMMC 5.0;;;;;;;;;;;
https://www.gsmarena.com/panasonic_p55_max-8771.php;https://fdn2.gsmarena.com/vv/bigpic/panasonic-p55-max.jpg;Panasonic P55 Max;Released 2017, July;180g, 8.7mm thickness;Android 7.0;16GB storage, microSDXC;8;N/A;262,564 hits;"5.5""";720x1280 pixels;3 GB RAM;MT6737;5000 mAh Li-Ion;GSM 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;3, 5, 40;HSPA, LTE;2017, July;Available. Released 2017, July;152 x 77.6 x 8.7 mm (5.98 x 3.06 x 0.34 in);180 g (6.35 oz);Dual SIM (Micro-SIM/Nano SIM, dual stand-by);IPS LCD;5.5 inches, 83.4 cm(~70.7% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~267 ppi density);Android 7.0 (Nougat);Quad-core 1.3 GHz Cortex-A53;microSDXC (dedicated slot);16GB 3GB RAM;13 MP, AF;quad-LED flash;1080p@30fps;5 MP;;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.0, A2DP;GPS;No;FM radio;microUSB 2.0, OTG;Accelerometer, proximity;Li-Ion 5000 mAh, removable;Champagne Gold, Matte Black;About 8500 INR;Asahi Dragontrail Glass;Mediatek MT6737 (28 nm);Mali-T720;eMMC 5.0;;;;;;;;;;;
https://www.gsmarena.com/panasonic_eluga_i3_mega-8708.php;https://fdn2.gsmarena.com/vv/bigpic/panasonic-eluga-I3.jpg;Panasonic Eluga i3 Mega;Released 2017, June;180g, 9.4mm thickness;Android 6.0;16GB storage, microSDXC;3;N/A;117,088 hits;"5.5""";720x1280 pixels;3 GB RAM;MT6735;4000 mAh Li-Ion;GSM 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;3, 5, 40;HSPA, LTE;2017, May;Available. Released 2017, June;154.6 x 77 x 9.4 mm (6.09 x 3.03 x 0.37 in);180 g (6.35 oz);Dual SIM (Micro-SIM/Nano-SIM);IPS LCD;5.5 inches, 83.4 cm(~70.1% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~267 ppi density);Android 6.0 (Marshmallow);Quad-core 1.3 GHz Cortex-A53;microSDXC;16GB 3GB RAM;"13 MP, 1/3.1"", 1.12µm, AF";LED flash;1080p@30fps;5 MP;;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.0, A2DP;GPS;No;FM radio;microUSB 2.0, OTG;Accelerometer, proximity;Li-Ion 4000 mAh, non-removable;Champagne Gold, Silver;About 11500 INR;;Mediatek MT6735 (28 nm);Mali-T720;;;;;;;;;;;;
https://www.gsmarena.com/panasonic_p85-8689.php;https://fdn2.gsmarena.com/vv/bigpic/panasonic-p85.jpg;Panasonic P85;Released 2017, May;146.7g, 9.4mm thickness;Android 6.0;16GB storage, microSDXC;2;N/A;147,175 hits;"5.0""";720x1280 pixels;2 GB RAM;;4000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;3, 5, 40;HSPA, LTE;2017, May;Available. Released 2017, May;145 x 72.2 x 9.4 mm (5.71 x 2.84 x 0.37 in);146.7 g (5.19 oz);Dual SIM;IPS LCD;5.0 inches, 68.9 cm(~65.8% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Android 6.0 (Marshmallow);Quad-core 1.0 GHz;microSDXC;16GB 2GB RAM;8 MP, AF;LED flash;720p@30fps;2 MP;;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.0, A2DP;GPS;No;"FM radio with RDS; recording";microUSB 2.0, OTG;Accelerometer, gyro, proximity;Li-Ion 4000 mAh, non-removable;Grey, Gold;About 90 EUR;;;;;;P85;;;;;;;;;
https://www.gsmarena.com/panasonic_eluga_ray-8688.php;https://fdn2.gsmarena.com/vv/bigpic/panasonic-eluga-ray.jpg;Panasonic Eluga Ray;Released 2017, May;169g, 9.7mm thickness;Android 6.0;16GB storage, microSDXC;2;N/A;155,880 hits;"5.0""";720x1280 pixels;3 GB RAM;MT6737;4000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;3, 5, 40;HSPA, LTE;2017, May;Available. Released 2017, May;144.4 x 71.6 x 9.7 mm (5.69 x 2.82 x 0.38 in);169 g (5.96 oz);Dual SIM;IPS LCD;5.0 inches, 68.9 cm(~66.7% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Android 6.0 (Marshmallow);Quad-core 1.3 GHz Cortex-A53;microSDXC;16GB 3GB RAM;13 MP, AF;LED flash;720p@30fps;5 MP;LED flash;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.0, A2DP;GPS;No;"FM radio with RDS; recording";microUSB 2.0, OTG;Fingerprint (front-mounted), accelerometer, proximity, compass;Li-Ion 4000 mAh, non-removable;Rose Gold, Space Grey, Gold;About 110 EUR;;Mediatek MT6737 (28 nm);Mali-T720;eMMC 5.0;;;;;;;;;;;
https://www.gsmarena.com/panasonic_eluga_mark_2-8671.php;https://fdn2.gsmarena.com/vv/bigpic/panasonic-eluga-mark2.jpg;Panasonic Eluga Mark 2;Released 2016, November;163g, 7.7mm thickness;Android 6.0;32GB storage, microSDXC;1;N/A;88,076 hits;"5.5""";720x1280 pixels;3 GB RAM;MT6753;3000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;3, 5, 40;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2016, November;Available. Released 2016, November;151 x 76 x 7.7 mm (5.94 x 2.99 x 0.30 in);163 g (5.75 oz);Hybrid Dual SIM (Nano-SIM/ Micro-SIM, dual stand-by);IPS LCD;5.5 inches, 83.4 cm(~72.7% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~267 ppi density);Android 6.0 (Marshmallow);Octa-core 1.3 GHz Cortex-A53;microSDXC (uses shared SIM slot);32GB 3GB RAM;13 MP, f/2.2, AF;LED flash, HDR;1080p@30fps;5 MP, f/2.4;LED flash;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.0, A2DP;GPS;No;No;microUSB 2.0, OTG;Fingerprint (rear-mounted), accelerometer, proximity, compass;Li-Ion 3000 mAh, non-removable;Gold;About 150 EUR;Asahi Dragontrail Glass;Mediatek MT6753 (28 nm);Mali-T720MP3;;;;;;;;;;;;
https://www.gsmarena.com/panasonic_eluga_ray_x-8650.php;https://fdn2.gsmarena.com/vv/bigpic/panasonic-eluga-ray-x.jpg;Panasonic Eluga Ray X;Released 2017, April;193g, 10.5mm thickness;Android 6.0;32GB storage, microSDXC;9;N/A;290,845 hits;"5.5""";720x1280 pixels;3 GB RAM;MT6737;4000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;3, 5, 40;HSPA, LTE;2017, April;Available. Released 2017, April;153.4 x 77 x 10.5 mm (6.04 x 3.03 x 0.41 in);193 g (6.81 oz);Dual SIM;IPS LCD;5.5 inches, 83.4 cm(~70.6% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~267 ppi density);Android 6.0 (Marshmallow);Quad-core 1.3 GHz Cortex-A53;microSDXC;32GB 3GB RAM;13 MP, AF;LED flash;720p@30fps;5 MP;LED flash;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.0, A2DP;GPS;No;"FM radio with RDS; recording";microUSB 2.0, OTG;Fingerprint (front-mounted), accelerometer, proximity, compass;Li-Ion 4000 mAh, non-removable;Rose Gold, Space Grey, Gold;About 130 EUR;Corning Gorilla Glass;Mediatek MT6737 (28 nm);Mali-T720;eMMC 5.0;;ELUGA Ray X;;;;;;;;;
https://www.gsmarena.com/panasonic_eluga_ray_max-8649.php;https://fdn2.gsmarena.com/vv/bigpic/panasonic-eluga-ray-max.jpg;Panasonic Eluga Ray Max;Released 2017, April;165g, 9.5mm thickness;Android 6.0;32GB/64GB storage, microSDXC;23;N/A;420,840 hits;"5.2""";1080x1920 pixels;4 GB RAM;Snapdragon 430;3000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;3, 5, 40;HSPA, LTE;2017, April;Available. Released 2017, April;148 x 73 x 9.5 mm (5.83 x 2.87 x 0.37 in);165 g (5.82 oz);Dual SIM;IPS LCD;5.2 inches, 74.5 cm(~69.0% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~424 ppi density);Android 6.0 (Marshmallow);Octa-core 1.4 GHz Cortex-A53;microSDXC;32GB 4GB RAM, 64GB 4GB RAM;16 MP, AF;LED flash, panorama;1080p@30fps;8 MP;LED flash;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.0, A2DP;GPS;No;"FM radio with RDS; recording";microUSB 2.0, OTG;Fingerprint (front-mounted), accelerometer, proximity, compass;Li-Ion 3000 mAh, non-removable;Rose Gold, Space Grey, Gold;About 170 EUR;Corning Gorilla Glass 3;Qualcomm MSM8937 Snapdragon 430 (28 nm);Adreno 505;eMMC 5.1;;ELUGA Ray Max;;;;;;;;;
https://www.gsmarena.com/panasonic_eluga_pulse_x-8661.php;https://fdn2.gsmarena.com/vv/bigpic/panasonic-eluga-pulse-x.jpg;Panasonic Eluga Pulse X;Released 2017, March;145g, 8.1mm thickness;Android 6.0;16GB storage, microSDXC;3;N/A;85,711 hits;"5.5""";720x1280 pixels;3 GB RAM;;3000 mAh Li-Ion;GSM 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;3, 5, 40;HSPA, LTE;2017, March;Available. Released 2017, March;152 x 77 x 8.1 mm (5.98 x 3.03 x 0.32 in);145 g (5.11 oz);Dual SIM;IPS LCD;5.5 inches, 83.4 cm(~71.3% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~267 ppi density);Android 6.0 (Marshmallow);Quad-core 1.25 GHz Cortex-A53;microSDXC;16GB 3GB RAM;13 MP, AF;LED flash;1080p@30fps;5 MP;;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Fingerprint (rear-mounted), accelerometer, proximity, compass;Li-Ion 3000 mAh, non-removable;Rose Gold, Dark Grey, Gold;About 160 EUR;Asahi Dragontrail Glass;;;;;;;;;;;;;;
https://www.gsmarena.com/panasonic_eluga_pulse-8662.php;https://fdn2.gsmarena.com/vv/bigpic/panasonic-eluga-pulse.jpg;Panasonic Eluga Pulse;Released 2017, March;133g, 8mm thickness;Android 6.0;16GB storage, microSDXC;0;N/A;54,875 hits;"5.0""";720x1280 pixels;2 GB RAM;;2200 mAh Li-Ion;GSM 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;3, 5, 40;HSPA, LTE;2017, March;Available. Released 2017, March;143 x 71.2 x 8 mm (5.63 x 2.80 x 0.31 in);133 g (4.69 oz);Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by);IPS LCD;5.0 inches, 68.9 cm(~67.7% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Android 6.0 (Marshmallow);Quad-core 1.25 GHz Cortex-A53;microSDXC (uses shared SIM slot);16GB 2GB RAM;13 MP, AF;LED flash;1080p@30fps;5 MP;;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.0, A2DP;GPS;No;FM radio;microUSB 2.0, OTG;Fingerprint (rear-mounted), accelerometer, proximity;Li-Ion 2200 mAh, non-removable;Rose Gold, Dark Grey, Gold;About 130 EUR;Asahi Dragontrail Glass;;;;;;;;;;;;;;
https://www.gsmarena.com/panasonic_p88-8476.php;https://fdn2.gsmarena.com/vv/bigpic/panasonic-p88.jpg;Panasonic P88;Released 2016, December;156g, 8.4mm thickness;Android 6.0;16GB storage, microSDHC;4;N/A;243,503 hits;"5.3""";720x1280 pixels;2 GB RAM;MT6737M;2000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;3, 5, 40;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2016, December. Released 2016, December;Discontinued;8.4 mm thickness;156 g (5.50 oz);Dual SIM;IPS LCD;5.3 inches, 77.4 cm;720 x 1280 pixels, 16:9 ratio (~277 ppi density);Android 6.0 (Marshmallow);Quad-core 1.25 GHz Cortex-A53;microSDHC (dedicated slot);16GB 2GB RAM;13 MP, AF;Tripple-LED flash;1080p@30fps;5 MP;LED flash;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 2600 mAh, removable;Gold, Charcoal Grey;About 160 EUR;Asahi Dragontrail Glass;Mediatek MT6737M (28 nm);Mali-T720MP2;eMMC 5.0;;P88;;;;;;;;;
https://www.gsmarena.com/panasonic_p55_novo-8421.php;https://fdn2.gsmarena.com/vv/bigpic/panasonic-p55-novo.jpg;Panasonic P55 Novo;Released 2016, November;155g, 8.2mm thickness;Android 6.0;16GB storage, microSDHC;8;N/A;531,199 hits;"5.5""";720x1280 pixels;3 GB RAM;;2500 mAh Li-Ion;GSM 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 2100;3, 5, 40;HSPA, LTE;2016, November. Released 2016, November;Discontinued;147.9 x 73.8 x 8.2 mm (5.82 x 2.91 x 0.32 in);155 g (5.47 oz);Dual SIM;IPS LCD;5.5 inches, 83.4 cm(~76.4% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~267 ppi density);Android 6.0 (Marshmallow);Octa-core 1.3 GHz;microSDHC (dedicated slot);16GB 3GB RAM;13 MP, AF;Tripple-LED flash;1080p@30fps;5 MP;LED flash;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.0, A2DP;GPS;No;FM radio, RDS;microUSB 2.0;Accelerometer, proximity;Li-Ion 2500 mAh, removable;Champagne Gold, Smoke Grey/Midnight Blue;About 100 EUR;;;;;;P55 Novo, P55 Novo 4G;;;;;;;;;
https://www.gsmarena.com/panasonic_p77-8399.php;https://fdn2.gsmarena.com/vv/bigpic/panasonic-p77.jpg;Panasonic P77;Released 2016, September;126g, 7.6mm thickness;Android 5.1;8GB/16GB storage, microSDHC;3;N/A;195,131 hits;"5.0""";720x1280 pixels;1 GB RAM;MT6735P;2000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;3, 5, 40;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2016, September. Released 2016, September;Discontinued;143 x 72 x 7.6 mm (5.63 x 2.83 x 0.30 in);126 g (4.44 oz);Hybrid Dual SIM;IPS LCD;5.0 inches, 68.9 cm(~66.9% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Android 5.1 (Lollipop);Quad-core 1.0 GHz Cortex-A53;microSDHC (uses shared SIM slot);8GB 1GB RAM, 16GB 1GB RAM;8 MP, AF;LED flash;1080p@30fps;2 MP;;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Po 2000 mAh, removable;White, Gray;About 100 EUR;;Mediatek MT6735P (28 nm);Mali-T720MP2;;;;;;;;;;;;
https://www.gsmarena.com/panasonic_eluga_tapp-8392.php;https://fdn2.gsmarena.com/vv/bigpic/panasonic-eluga-tapp.jpg;Panasonic Eluga Tapp;Released 2016, October;138g, 8.2mm thickness;Android 6.0;16GB storage, microSDHC;7;N/A;181,948 hits;"5.0""";720x1280 pixels;2 GB RAM;;2800 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;3, 5, 40;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2016, October. Released 2016, October;Discontinued;143 x 71 x 8.2 mm (5.63 x 2.80 x 0.32 in);138 g (4.87 oz);Dual SIM;IPS LCD;5.0 inches, 68.9 cm(~67.9% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Android 6.0 (Marshmallow);Quad-core 1.25 GHz;microSDHC;16GB 2GB RAM;8 MP, AF;LED flash;1080p@30fps;5 MP;;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Fingerprint (front-mounted), accelerometer, proximity;Li-Ion 2800 mAh, non-removable;Champagne Gold, Silver Gray;About 150 EUR;;;;;;;;;;;;;;;
https://www.gsmarena.com/panasonic_eluga_arc_2-8240.php;https://fdn2.gsmarena.com/vv/bigpic/panasonic-eluga-arc2.jpg;Panasonic Eluga Arc 2;Released 2016, August;147g, 7.6mm thickness;Android 6.0;32GB storage, microSDXC;6;N/A;297,280 hits;"5.0""";720x1280 pixels;3 GB RAM;;2450 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 900 / 2100;3, 5, 40;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;2016, August. Released 2016, August;Discontinued;144 x 72 x 7.6 mm (5.67 x 2.83 x 0.30 in);147 g (5.19 oz);Hybrid Dual SIM;IPS LCD;5.0 inches, 68.9 cm(~66.5% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Android 6.0 (Marshmallow);Quad-core 1.3 GHz;microSDXC (uses shared SIM slot);32GB 3GB RAM;8 MP, AF;LED flash;1080p@30fps;5 MP;;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.0, A2DP;GPS;No;FM radio, RDS;microUSB 2.0;Accelerometer, proximity;Li-Ion 2450 mAh, non-removable;Gold, Rose Gold;About 200 EUR;Asahi Dragontrail Glass;;;;;Eluga_Arc_2;;;;;;;;;
