Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;speed;year;status;dimensions;weight;sim;displaytype;displaysize;displayresolution;os;chipset;cpu;memoryslot;internalmemory;cam1modules;cam1features;cam1video;cam2modules;cam2video;wlan;bluetooth;gps;nfc;radio;usb;sensors;batdescription1;colors;sar-eu;gpu;gprstext;edge;memoryother;cam2features;price;batstandby1;battalktime1;featuresother;bodyother;displayother;sar-us
https://www.gsmarena.com/celkon_a225-5308.php;https://fdn2.gsmarena.com/vv/bigpic/celkon-a225.jpg;Celkon A225;Released 2013;;Android 4.1;microSDHC slot;8;N/A;181,029 hits;"4.7""";480x854 pixels; ;MT6577;2100 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 2100;HSPA;2013. Released 2013;Discontinued;-;-;Dual SIM (Mini-SIM);TFT;4.7 inches, 60.9 cm;480 x 854 pixels, 16:9 ratio (~208 ppi density);Android 4.1 (Jelly Bean);Mediatek MT6577 (40 nm);Dual-core 1.0 GHz Cortex-A9;microSDHC (dedicated slot);;8 MP;;Yes;Yes;;Wi-Fi 802.11 b/g/n;Yes;GPS;No;FM radio;Proprietary;Accelerometer;Li-Ion 2100 mAh battery;Black;;PowerVR SGX531u;;;;;About 140 EUR;Up to 180 h;Up to 6 h;;;;
https://www.gsmarena.com/celkon_c7050-5307.php;https://fdn2.gsmarena.com/vv/bigpic/celkon-c7050.jpg;Celkon C7050;Released 2013;;Feature phone;microSDHC slot;0;N/A;70,029 hits;"4.0""";320x480 pixels; ;;1200 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;;;2013. Released 2013;Discontinued;-;-;Dual SIM (Mini-SIM);TFT;4.0 inches, 47.6 cm;320 x 480 pixels, 3:2 ratio (~144 ppi density);;;;microSDHC (dedicated slot);;2 MP;;Yes;No;;Wi-Fi 802.11 b/g/n;Yes;No;No;FM radio;Proprietary;;Li-Ion 1200 mAh, removable;Black;;;Yes;Yes;;;About 40 EUR;Up to 150 h;Up to 4 h 10 min;Auto call recordReject by SMSAudio/video player;Flashlight;;
https://www.gsmarena.com/celkon_c7070-5306.php;https://fdn2.gsmarena.com/vv/bigpic/celkon-c7070.jpg;Celkon C7070;Released 2013;;Feature phone;microSDHC slot;0;N/A;63,187 hits;"3.5""";320x480 pixels; ;;1200 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;;;2013. Released 2013;Discontinued;-;-;Dual SIM (Mini-SIM);TFT;3.5 inches, 36.5 cm;320 x 480 pixels, 3:2 ratio (~165 ppi density);;;;microSDHC (dedicated slot);;2 MP;;Yes;No;;Wi-Fi 802.11 b/g/n;Yes;No;No;FM radio;Proprietary;;Li-Ion 1200 mAh, removable;Black;;;Yes;Yes;;;About 40 EUR;Up to 150 h;Up to 4 h 10 min;Auto call recordReject by SMSAudio/video player;Flashlight;;
https://www.gsmarena.com/celkon_c44_star-5305.php;https://fdn2.gsmarena.com/vv/bigpic/celkon-c44-star.jpg;Celkon C44 Star;Released 2013;;Feature phone;microSDHC slot;1;N/A;49,783 hits;"2.4""";240x320 pixels; ;;1800 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;;;2013. Released 2013;Discontinued;-;-;Dual SIM (Mini-SIM);TFT;2.4 inches, 17.8 cm;240 x 320 pixels, 4:3 ratio (~167 ppi density);;;;microSDHC (dedicated slot);;1.3 MP;;Yes;No;;No;Yes;No;No;FM radio;Proprietary;;Li-Ion 1800 mAh, removable;Black;;;Yes;No;;;About 20 EUR;Up to 180 h;Up to 6 h;Auto call recordReject by SMSAudio/video player;Flashlight;;
https://www.gsmarena.com/celkon_c54-5304.php;https://fdn2.gsmarena.com/vv/bigpic/celkon-c54.jpg;Celkon C54;Released 2013;;Feature phone;microSDHC slot;1;N/A;58,330 hits;"2.4""";240x320 pixels; ;;1500 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;;;2013. Released 2013;Discontinued;-;-;Dual SIM (Mini-SIM);TFT;2.4 inches, 17.8 cm;240 x 320 pixels, 4:3 ratio (~167 ppi density);;;;microSDHC (dedicated slot);;1.3 MP;;Yes;No;;No;Yes;No;No;FM radio;Proprietary;;Li-Ion 1500 mAh, removable;Black;;;Yes;No;;;About 30 EUR;Up to 150 h;Up to 5 h;Auto call recordReject by SMSAudio/video player;Flashlight;;
https://www.gsmarena.com/celkon_gc10-5303.php;https://fdn2.gsmarena.com/vv/bigpic/celkon-gc10.jpg;Celkon GC10;Released 2013;;Feature phone;microSDHC slot;0;N/A;53,843 hits;"2.6""";240x320 pixels; ;;1000 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;;;2013. Released 2013;Discontinued;-;-;Dual SIM (Mini-SIM);TFT;2.6 inches, 20.9 cm;240 x 320 pixels, 4:3 ratio (~154 ppi density);;;;microSDHC (dedicated slot);;1.3 MP;;Yes;No;;No;Yes;No;No;FM radio;Proprietary;;Li-Ion 1000 mAh battery;Black;;;Yes;No;;;About 40 EUR;;;Auto call recordReject by SMSAudio/video player;Flashlight;;
https://www.gsmarena.com/celkon_c3333-5290.php;https://fdn2.gsmarena.com/vv/bigpic/celkon-c3333.jpg;Celkon C3333;Released 2013, February;;Feature phone;microSDHC slot;2;N/A;63,929 hits;"2.6""";240x320 pixels; ;;3000 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;;;2013, February. Released 2013, February;Discontinued;-;-;Dual SIM (Mini-SIM);TFT;2.6 inches, 20.9 cm;240 x 320 pixels, 4:3 ratio (~154 ppi density);;;;microSDHC (dedicated slot);;1.3 MP;;No;No;;No;Yes;No;No;"FM radio; built-in antenna";Proprietary;;Li-Ion 3000 mAh, removable;Black/Red, Gray;;;Yes;No;;;About 30 EUR;Up to 240 h;Up to 6 h 40 min;Auto call recordreject by SMSaudio/video player;Flashlight;;
https://www.gsmarena.com/celkon_c356-5289.php;https://fdn2.gsmarena.com/vv/bigpic/celkon-c356.jpg;Celkon C356;Released 2013, February;;Feature phone;microSDHC slot;0;N/A;48,367 hits;"1.8""";176x220 pixels; ;;1100 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;;;2013, February. Released 2013, February;Discontinued;-;-;Dual SIM (Mini-SIM);TFT;1.8 inches, 10.2 cm;176 x 220 pixels (~157 ppi density);;;;microSDHC (dedicated slot);;Yes;;No;No;;No;Yes;No;No;FM radio;Proprietary;;Li-Ion 1100 mAh, removable;Black/Red, Black/Yellow, White;;;No;No;;;About 10 EUR;Up to 150 h;Up to 3 h 20 min;Auto call recordreject by SMSaudio/video player;Flashlight;;
https://www.gsmarena.com/celkon_c355-5288.php;https://fdn2.gsmarena.com/vv/bigpic/celkon-c355.jpg;Celkon C355;Released 2013, February;;Feature phone;microSDHC slot;0;N/A;62,572 hits;"1.77""";128x160 pixels; ;;1100 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;;;2013, February. Released 2013, February;Discontinued;-;-;Dual SIM (Mini-SIM);TFT;1.77 inches, 9.9 cm;128 x 160 pixels (~116 ppi density);;;;microSDHC (dedicated slot);;Yes;;No;No;;No;Yes;No;No;No;Proprietary;;Li-Ion 1100 mAh, removable;Black/Red, Black/Yellow, Black/Silver;;;No;No;;;About 10 EUR;Up to 180 h;Up to 4 h;Auto call recordreject by SMSaudio/video player;Flashlight;;
https://www.gsmarena.com/celkon_a75-5287.php;https://fdn2.gsmarena.com/vv/bigpic/celkon-a75.jpg;Celkon A75;Released 2013, February;;Android 2.3.5;microSDHC slot;0;N/A;110,499 hits;"3.5""";320x480 pixels; ;;1400 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;;;2013, February. Released 2013, February;Discontinued;-;-;Dual SIM (Mini-SIM);TFT;3.5 inches, 36.5 cm;320 x 480 pixels, 3:2 ratio (~165 ppi density);Android 2.3.5 (Gingerbread);;1.0 GHz;microSDHC (dedicated slot);;2 MP;;Yes;No;;Wi-Fi 802.11 b/g/n;Yes;No;No;FM radio;Proprietary;Accelerometer;Li-Ion 1400 mAh battery;Black, White;;;Yes;Yes;;;;Up to 150 h;Up to 5 h;;;;
https://www.gsmarena.com/celkon_a59-5286.php;https://fdn2.gsmarena.com/vv/bigpic/celkon-a59.jpg;Celkon A59;Released 2013, February;;Android 2.3.6;microSDHC slot;1;N/A;121,753 hits;"4.0""";320x480 pixels; ;;1400 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;;;2013, February. Released 2013, February;Discontinued;-;-;Dual SIM (Mini-SIM);TFT;4.0 inches, 47.6 cm;320 x 480 pixels, 3:2 ratio (~144 ppi density);Android 2.3.6 (Gingerbread);;1.0 GHz;microSDHC (dedicated slot);;2 MP;;Yes;Yes;;Wi-Fi 802.11 b/g/n;Yes;No;No;FM radio;Proprietary;Accelerometer;Li-Ion 1400 mAh battery;Black, White;;;Yes;Yes;;;;Up to 150 h;Up to 5 h;;;;
https://www.gsmarena.com/celkon_a220-5285.php;https://fdn2.gsmarena.com/vv/bigpic/celkon-a220.jpg;Celkon A220;Released 2013, February;;Android 4.0;microSDHC slot;2;N/A;98,771 hits;"4.63""";480x853 pixels; ;;2000 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 2100;HSPA;2013, February. Released 2013, February;Discontinued;-;-;Dual SIM (Mini-SIM);TFT;4.63 inches, 59.1 cm;480 x 853 pixels, 16:9 ratio (~211 ppi density);Android 4.0 (Ice Cream Sandwich);;1.0 GHz;microSDHC (dedicated slot);;5 MP;;Yes;Yes;;Wi-Fi 802.11 b/g/n;Yes;GPS;No;FM radio;Proprietary;Accelerometer;Li-Ion 2000 mAh battery;Black, Gray;;;;;;;About 120 EUR;Up to 180 h;Up to 6 h;;;;
https://www.gsmarena.com/celkon_a27-5284.php;https://fdn2.gsmarena.com/vv/bigpic/celkon-a27.jpg;Celkon A27;Released 2013, February;;Android 4.0;microSDHC slot;3;N/A;104,586 hits;"4.63""";480x853 pixels; ;;1800 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 2100;HSPA;2013, February. Released 2013, February;Discontinued;-;-;Dual SIM (Mini-SIM);TFT;4.63 inches, 59.1 cm;480 x 853 pixels, 16:9 ratio (~211 ppi density);Android 4.0 (Ice Cream Sandwich);;1.0 GHz;microSDHC (dedicated slot);;8 MP;;Yes;Yes;;Wi-Fi 802.11 b/g/n;Yes;GPS;No;FM radio;Proprietary;Accelerometer;Li-Ion 1800 mAh battery;Blue, Black, White;;;;;;;About 130 EUR;Up to 180 h;Up to 6 h;;;;
https://www.gsmarena.com/celkon_a79-5264.php;https://fdn2.gsmarena.com/vv/bigpic/celkon-a79.jpg;Celkon A79;Released 2013, January;98g, 13mm thickness;Android 2.3.5;microSDHC slot;4;N/A;99,995 hits;"3.5""";320x420 pixels; ;;1300 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 2100;HSPA;2013, January. Released 2013, January;Discontinued;115 x 62 x 13 mm (4.53 x 2.44 x 0.51 in);98 g (3.46 oz);Dual SIM (Mini-SIM);TFT;3.5 inches, 38.1 cm(~53.4% screen-to-body ratio);320 x 420 pixels, 4:3 ratio (~151 ppi density);Android 2.3.5 (Gingerbread);;Dual-core 1.0 GHz;microSDHC (dedicated slot);;3.15 MP;;Yes;No;;Wi-Fi 802.11 b/g/n;Yes;GPS;No;FM radio;microUSB 2.0;Accelerometer;Li-Ion 1300 mAh battery;Black;;;;;;;About 70 EUR;Up to 400 h;Up to 3 h;;;;
https://www.gsmarena.com/celkon_a83-5259.php;https://fdn2.gsmarena.com/vv/bigpic/celkon-a83.jpg;Celkon A83;Released 2012, December;103g, 14.4mm thickness;Android 2.3;microSDHC slot;1;N/A;63,034 hits;"3.2""";320x420 pixels; ;;1450 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;;;2012, December. Released 2012, December;Discontinued;113.9 x 63.4 x 14.4 mm (4.48 x 2.50 x 0.57 in);103 g (3.63 oz);Dual SIM (Mini-SIM);TFT;3.2 inches, 31.8 cm(~44.1% screen-to-body ratio);320 x 420 pixels, 4:3 ratio (~165 ppi density);Android 2.3 (Gingerbread);;1.0 GHz;microSDHC (dedicated slot);;2 MP;;Yes;Yes;;Wi-Fi 802.11 b/g/n;Yes;No;No;Stereo FM radio;microUSB 2.0;Accelerometer;Li-Ion 1450 mAh battery;White, Black;;;Yes;No;;;About 50 EUR;Up to 150 h;Up to 5 h;;;;
https://www.gsmarena.com/celkon_a77-5258.php;https://fdn2.gsmarena.com/vv/bigpic/celkon-a77.jpg;Celkon A77;Released 2012, December;104g, 13.5mm thickness;Android 2.3;microSDHC slot;1;N/A;61,087 hits;"3.5""";320x420 pixels; ;;1300 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;;;2012, December. Released 2012, December;Discontinued;118 x 61 x 13.5 mm (4.65 x 2.40 x 0.53 in);104 g (3.67 oz);Dual SIM (Mini-SIM);TFT;3.5 inches, 38.1 cm(~52.9% screen-to-body ratio);320 x 420 pixels, 4:3 ratio (~151 ppi density);Android 2.3 (Gingerbread);;1.0 GHz;microSDHC (dedicated slot);;2 MP;;Yes;Yes;;Wi-Fi 802.11 b/g/n;Yes;No;No;Stereo FM radio;microUSB 2.0;Accelerometer;Li-Ion 1300 mAh battery;White, Black;;;Yes;No;;;About 50 EUR;Up to 130 h;Up to 4 h 45 min;;;;
https://www.gsmarena.com/celkon_ct_9-5158.php;https://fdn2.gsmarena.com/vv/bigpic/celkon-ct9.jpg;Celkon CT 9;Released 2012, December;450g, 13mm thickness;Android 4.0;microSDHC slot;4;N/A;84,144 hits;"9.0""";480x800 pixels; ;;5000 mAh Li-Ion;N/A;;;2012, December. Released 2012, December;Discontinued;239 x 146 x 13 mm (9.41 x 5.75 x 0.51 in);450 g (0.99 lb);No;TFT;9.0 inches, 230.5 cm(~66.1% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~104 ppi density);Android 4.0 (Ice Cream Sandwich);;1.2 GHz Cortex-A9;microSDHC (dedicated slot);;Yes;;Yes;No;;Wi-Fi 802.11 b/g;Yes;No;No;No;Proprietary;Accelerometer;Li-Ion 5000 mAh, non-removable;White/Black;;;No;No;;;About 100 EUR;Up to 100 h;Up to 3 h (media player);HDMI port;;;
https://www.gsmarena.com/celkon_a200-5157.php;https://fdn2.gsmarena.com/vv/bigpic/celkon-A200.jpg;Celkon A200;Released 2012, December;147g, 10.8mm thickness;Android 4.0;microSDHC slot;10;N/A;234,176 hits;"4.3""";480x800 pixels; ;;1500 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 2100 / 1800;HSPA;2012, December. Released 2012, December;Discontinued;130 x 66.6 x 10.8 mm (5.12 x 2.62 x 0.43 in);147 g (5.19 oz);Dual SIM (Mini-SIM);TFT;4.3 inches, 52.6 cm(~60.8% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~217 ppi density);Android 4.0 (Ice Cream Sandwich);;Dual-core 1.0 GHz;microSDHC (dedicated slot);;5 MP;;Yes;Yes;;Wi-Fi 802.11 b/g/n;Yes;GPS;No;Stereo FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 1500 mAh battery;Black, White;;;;;;;About 120 EUR;Up to 200 h;Up to 4 h 10 min;;;;
https://www.gsmarena.com/celkon_c19-5156.php;https://fdn2.gsmarena.com/vv/bigpic/celkon-c19.jpg;Celkon C19;Released 2012, December;85g, 11.5mm thickness;Feature phone;microSDHC slot;1;N/A;47,968 hits;"2.4""";240x320 pixels; ;;1400 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;;;2012, December. Released 2012, December;Discontinued;121.5 x 52.2 x 11.5 mm (4.78 x 2.06 x 0.45 in);85 g (3.00 oz);Dual SIM (Mini-SIM);TFT;2.4 inches, 17.8 cm(~28.1% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~167 ppi density);;;;microSDHC (dedicated slot);;1.3 MP;;Yes;No;;No;Yes;No;No;Stereo FM radio, recording;Proprietary;;Li-Ion 1400 mAh, removable;Black/Gray, White/Red;;;No;No;;;;Up to 250 h;Up to 5 h;Auto call recordAudio/video player;Flashlight;;
https://www.gsmarena.com/celkon_a900-5099.php;https://fdn2.gsmarena.com/vv/bigpic/celkon-a900.jpg;Celkon A900;Released 2012, November;185g, 10.2mm thickness;Android 2.3.6;microSDHC slot;10;N/A;216,692 hits;"5.0""";480x800 pixels; ;;2000 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 2100;HSPA;2012, November. Released 2012, November;Discontinued;152.8 x 81.7 x 10.2 mm (6.02 x 3.22 x 0.40 in);185 g (6.53 oz);Dual SIM (Mini-SIM);TFT;5.0 inches, 71.2 cm(~57.0% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~187 ppi density);Android 2.3.6 (Gingerbread);;1.0 GHz;microSDHC (dedicated slot);;5 MP;;Yes;Yes;;Wi-Fi 802.11 b/g/n;Yes;GPS;No;FM radio;microUSB 2.0;Accelerometer;Li-Ion 2000 mAh battery;Black;;;;;;;About 120 EUR;Up to 350 h;Up to 8 h 20 min;MP3/WAV/eAAC playerMP4/H.264 playerDocument viewerPhoto viewer/editor;;;
https://www.gsmarena.com/celkon_a85-5098.php;https://fdn2.gsmarena.com/vv/bigpic/celkon-a85.jpg;Celkon A85;Released 2012, October;125g, 8mm thickness;Android 2.3.9;512MB 256MB RAM storage, microSDHC slot;13;N/A;289,634 hits;"3.5""";320x480 pixels;256 MB RAM;;1200 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;;;2012, October. Released 2012, October;Discontinued;110 x 56 x 8 mm (4.33 x 2.20 x 0.31 in);125 g (4.41 oz);Dual SIM (Mini-SIM);TFT;3.5 inches, 36.5 cm(~59.2% screen-to-body ratio);320 x 480 pixels, 3:2 ratio (~165 ppi density);Android 2.3.9 (Gingerbread);;1.0 GHz;microSDHC (dedicated slot);512MB 256MB RAM;3.15 MP;;Yes;Yes;;Wi-Fi 802.11 b/g/n;Yes;No;No;Stereo FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 1200 mAh battery;White;;;Yes;No;;;About 60 EUR;Up to 150 h;Up to 5 h;MP3/WAV/eAAC playerMP4/H.264 playerDocument viewerPhoto viewer/editor;;;
https://www.gsmarena.com/celkon_a22-5097.php;https://fdn2.gsmarena.com/vv/bigpic/celkon-a22.jpg;Celkon A22;Released 2012, September;145g, 9.9mm thickness;Android 4.0.4;microSDHC slot;10;N/A;139,446 hits;"4.5""";540x960 pixels; ;;2000 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 2100;HSPA;2012, September. Released 2012, September;Discontinued;131 x 67 x 9.9 mm (5.16 x 2.64 x 0.39 in);145 g (5.11 oz);Dual SIM (Mini-SIM);TFT;4.5 inches, 55.8 cm(~63.6% screen-to-body ratio);540 x 960 pixels, 16:9 ratio (~245 ppi density);Android 4.0.4 (Ice Cream Sandwich);;Dual-core 1.0 GHz;microSDHC (dedicated slot);;8 MP, AF;LED flash;Yes;Yes;;Wi-Fi 802.11 b/g/n;Yes;GPS;No;FM radio;microUSB 2.0;Accelerometer;Li-Ion 2000 mAh battery;White;;;;;;;About 130 EUR;Up to 400 h;Up to 9 h 10 min;MP3/WAV/eAAC playerMP4/H.264 playerDocument viewerPhoto viewer/editor;;;
https://www.gsmarena.com/celkon_ct_2-5031.php;https://fdn2.gsmarena.com/vv/bigpic/celkon-ct2.jpg;Celkon CT 2;Released 2012, Q4;11.6mm thickness;Android 4.0;microSDHC slot;8;N/A;222,918 hits;"7.0""";480x800 pixels; ;;3000 mAh Li-Ion;GSM 900 / 1800;;;2012, September. Released 2012, Q4;Discontinued;194 x 120 x 11.6 mm (7.64 x 4.72 x 0.46 in);-;Mini-SIM;TFT;7.0 inches, 139.5 cm(~59.9% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~133 ppi density);Android 4.0 (Ice Cream Sandwich);;1.0 GHz Cortex-A8;microSDHC (dedicated slot);;Yes;;Yes;No;;Wi-Fi 802.11 b/g;Yes;GPS;No;No;Proprietary;Accelerometer;Li-Ion 3000 mAh, non-removable;Black;;;No;No;;;About 100 EUR;Up to 100 h;3 h (media player);HDMI portMP4/H.264 playerMP3/WAV/AAC/Flac playerPhoto/video editorDocument viewer;;;
https://www.gsmarena.com/celkon_c52-5030.php;https://fdn2.gsmarena.com/vv/bigpic/celkon-c52.jpg;Celkon C52;Released 2012, Q4;12.7mm thickness;Feature phone;microSDHC slot;8;N/A;77,707 hits;"2.4""";240x320 pixels; ;;1000 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;;;2012, September. Released 2012, Q4;Discontinued;118.1 x 50.5 x 12.7 mm (4.65 x 1.99 x 0.5 in);-;Dual SIM (Mini-SIM);TFT;2.4 inches, 17.8 cm(~29.9% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~167 ppi density);;;;microSDHC (dedicated slot);;1.3 MP;;Yes;No;;No;Yes;No;No;Wireless FM radio (no wired headphones required);Proprietary;;Li-Ion 1000 mAh, removable;White/Red;;;Yes;No;;;About 30 EUR;Up to 400 h;Up to 4 h;Audio/video playerAuto call record;;;
https://www.gsmarena.com/celkon_c9_star-5029.php;https://fdn2.gsmarena.com/vv/bigpic/celkon-c9-star.jpg;Celkon C9 Star;Released 2012, October;15.6mm thickness;Feature phone;microSDHC slot;6;N/A;57,584 hits;"2.4""";240x320 pixels; ;;1800 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;;;2012, September. Released 2012, October;Discontinued;114.3 x 48.8 x 15.6 mm (4.5 x 1.92 x 0.61 in);-;Dual SIM (Mini-SIM);TFT;2.4 inches, 17.8 cm(~32.0% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~167 ppi density);;;;microSDHC (dedicated slot);;1.3 MP;;Yes;No;;No;Yes;No;No;Wireless FM radio (no wired headphones required);Proprietary;;Li-Ion 1800 mAh, removable;Black/Red, Black/Green;;;No;No;;;About 20 EUR;Up to 600 h;Up to 15 h;Audio/video playerAuto call record;;;
https://www.gsmarena.com/celkon_a89-5028.php;https://fdn2.gsmarena.com/vv/bigpic/celkon-a-89.jpg;Celkon A89;Released 2012, Q4;;Android 2.3.6;microSDHC slot;11;N/A;172,419 hits;"3.5""";320x480 pixels; ;;1400 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 2100 / 1800;HSPA;2012, September. Released 2012, Q4;Discontinued;-;-;Dual SIM (Mini-SIM);TFT;3.5 inches, 36.5 cm;320 x 480 pixels, 3:2 ratio;Android 2.3.6 (Gingerbread);;1.0 GHz;microSDHC (dedicated slot);;3.15 MP;;Yes;Yes;;Wi-Fi 802.11 b/g/n;Yes;GPS;No;Stereo FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 1400 mAh battery;Black;;;;;;;About 70 EUR;Up to 300 h;Up to 8 h 20 min;MP3/WAV/eAAC playerMP4/H.264 player;;;
https://www.gsmarena.com/celkon_ct_1-4989.php;https://fdn2.gsmarena.com/vv/bigpic/celkon-ct1.jpg;Celkon CT 1;Released 2012, August;14mm thickness;Android 4.0.4;microSDHC slot;7;N/A;109,642 hits;"7.0""";480x800 pixels; ;;3000 mAh Li-Ion;N/A;;;2012, August. Released 2012, August;Discontinued;196 x 114 x 14 mm (7.72 x 4.49 x 0.55 in);-;No;TFT;7.0 inches, 139.5 cm(~62.4% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~133 ppi density);Android 4.0.4 (Ice Cream Sandwich);;1.2 GHz Cortex-A8;microSDHC (dedicated slot);;2 MP;;Yes;Yes;;Wi-Fi 802.11 b/g;No;GPS;;No;Proprietary;Accelerometer;Non-removable Li-Ion 3000 mAh battery;Black, Red;;;No;No;;;;Up to 100 h;3 h (media player);HDMI portMP4/H.264 playerMP3/WAV/AAC/Flac playerOrganizerPhoto/video editorDocument editor/viewerVoice memoPredictive text input;;;
https://www.gsmarena.com/celkon_c24-4988.php;https://fdn2.gsmarena.com/vv/bigpic/celkon-c24.jpg;Celkon C24;Released 2012, August;14.8mm thickness;Feature phone;microSDHC slot;6;N/A;50,407 hits;"2.4""";240x320 pixels; ;;1800 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;;;2012, August. Released 2012, August;Discontinued;123 x 52 x 14.8 mm (4.84 x 2.05 x 0.58 in);-;Dual SIM (Mini-SIM);TFT;2.4 inches, 17.8 cm(~27.9% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~167 ppi density);;;;microSDHC (dedicated slot);;1.3 MP;;Yes;No;;No;Yes;No;;FM radio, recording;Proprietary;;Removable Li-Ion 1800 mAh battery;Black;;;Yes;No;;;;Up to 600 h;Up to 15 h;Audio/video playerKing movie;Flashlight;;
https://www.gsmarena.com/celkon_c3000-4987.php;https://fdn2.gsmarena.com/vv/bigpic/celkon-c3000.jpg;Celkon C3000;Released 2012, August;16.5mm thickness;Feature phone;microSDHC slot;7;N/A;58,612 hits;"2.4""";240x320 pixels; ;;3000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;;;2012, August. Released 2012, August;Discontinued;118.7 x 52.7 x 16.5 mm (4.67 x 2.07 x 0.65 in);-;Dual SIM (Mini-SIM);TFT;2.4 inches, 17.8 cm(~28.5% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~167 ppi density);;;;microSDHC (dedicated slot);;1.3 MP;;Yes;No;;No;Yes;No;;Wireless FM radio (no wired headphones required);Proprietary;;Removable Li-Ion 3000 mAh battery;Black, White/green;;;No;No;;;;Up to 750 h;Up to 13 h 20 min;Audio/video playerAuto call record;Flashlight;;
https://www.gsmarena.com/celkon_a97i-4986.php;https://fdn2.gsmarena.com/vv/bigpic/celkon-a97i-new.jpg;Celkon A97i;Released 2012, August;139g, 11mm thickness;Android 4.0;microSDHC slot;20;N/A;279,192 hits;"4.0""";480x800 pixels; ;;1500 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 2100;HSPA;2012, August. Released 2012, August;Discontinued;124 x 64 x 11 mm (4.88 x 2.52 x 0.43 in);139 g (4.90 oz);Dual SIM (Mini-SIM);TFT;4.0 inches, 45.5 cm(~57.4% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~233 ppi density);Android 4.0 (Ice Cream Sandwich);;1.0 GHz Cortex-A9;microSDHC (dedicated slot);;8 MP;;Yes;Yes;;Wi-Fi 802.11 b/g/n;Yes;GPS;;Stereo FM radio;microUSB;Accelerometer;Li-Ion 1500 mAh battery;Black, White;;;;;;;About 100 EUR;Up to 350 h;Up to 9 h 10 min;MP3/WAV/eAAC playerMP4/H.264 playerOrganizerVoice memo/dialPredictive text input;Flashlight;;
