Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;speed;year;status;dimensions;weight;sim;displaytype;displaysize;displayresolution;os;chipset;cpu;memoryslot;internalmemory;cam1modules;cam1features;cam1video;cam2modules;cam2video;wlan;bluetooth;gps;nfc;radio;usb;sensors;batdescription1;colors;sar-eu;gpu;gprstext;edge;memoryother;cam2features;price;batstandby1;battalktime1;featuresother;bodyother;displayother;sar-us
https://www.gsmarena.com/celkon_c76-5731.php;https://fdn2.gsmarena.com/vv/bigpic/celkon-c76.jpg;Celkon C76;Released 2013, September;;Feature phone;microSDHC slot;1;N/A;54,172 hits;"2.8""";240x320 pixels; ;;1400 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;;;2013, September. Released 2013, September;Discontinued;-;-;Dual SIM (Mini-SIM);TFT;2.8 inches, 24.3 cm;240 x 320 pixels, 4:3 ratio (~143 ppi density);;;;microSDHC (dedicated slot);;1.3 MP;;Yes;No;;No;Yes;No;No;FM radio;Proprietary;;Li-Ion 1400 mAh, removable;Black;0.39 W/kg (head)     0.45 W/kg (body);;Yes;No;;;About 20 EUR;;;Auto call recordReject by SMSMP4/H.263 playerMP3/WAV player;;;
https://www.gsmarena.com/celkon_c64-5730.php;https://fdn2.gsmarena.com/vv/bigpic/celkon-c64.jpg;Celkon C64;Released 2013, September;;Feature phone;microSDHC slot;1;N/A;49,185 hits;"2.6""";240x320 pixels; ;;1400 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;;;2013, September. Released 2013, September;Discontinued;-;-;Dual SIM (Mini-SIM);TFT;2.6 inches, 20.9 cm;240 x 320 pixels, 4:3 ratio (~154 ppi density);;;;microSDHC (dedicated slot);;1.3 MP;;Yes;No;;No;Yes;No;No;FM radio;Proprietary;;Li-Ion 1400 mAh, removable;Black;0.42 W/kg (head)     0.40 W/kg (body);;Yes;No;;;About 20 EUR;;;Auto call recordReject by SMSMP4/H.263 playerMP3/WAV player;;;
https://www.gsmarena.com/celkon_c63-5729.php;https://fdn2.gsmarena.com/vv/bigpic/celkon-c63.jpg;Celkon C63;Released 2013, September;;Feature phone;microSDHC slot;1;N/A;45,841 hits;"2.6""";240x320 pixels; ;;1600 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;;;2013, September. Released 2013, September;Discontinued;-;-;Dual SIM (Mini-SIM);TFT;2.6 inches, 20.9 cm;240 x 320 pixels, 4:3 ratio (~154 ppi density);;;;microSDHC (dedicated slot);;Yes;;Yes;No;;No;Yes;No;No;FM radio;Proprietary;;Li-Ion 1400 mAh, removable;Black;0.48 W/kg (head)     0.63 W/kg (body);;Yes;No;;;About 20 EUR;;;Auto call recordReject by SMSMP4/H.263 playerMP3/WAV player;;;
https://www.gsmarena.com/celkon_monalisa_5-5694.php;https://fdn2.gsmarena.com/vv/bigpic/celkon-monalisa-5.jpg;Celkon Monalisa 5;Released 2013, December;120.5g, 9mm thickness;Android 4.1.2;4GB 1GB RAM storage, microSDHC slot;6;N/A;119,003 hits;"4.5""";540x960 pixels;1 GB RAM;Snapdragon S4 Play;1800 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 2100;HSPA 7.2/5.76 Mbps;2013, September. Released 2013, December;Discontinued;131.1 x 66.9 x 9 mm (5.16 x 2.63 x 0.35 in);120.5 g (4.23 oz);Dual SIM (Mini-SIM and Micro-SIM);TFT;4.5 inches, 55.8 cm(~63.6% screen-to-body ratio);540 x 960 pixels, 16:9 ratio (~245 ppi density);Android 4.1.2 (Jelly Bean);Qualcomm MSM8225Q Snapdragon S4 Play;Quad-core 1.2 GHz Cortex-A5;microSDHC (dedicated slot);4GB 1GB RAM;8 MP;;Yes;Yes;;Wi-Fi 802.11 b/g/n, hotspot;Yes;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 1800 mAh battery;Black, White;0.68 W/kg (head)     0.72 W/kg (body);Adreno 203;;;;;;Up to 200 h;Up to 5 h;;;;
https://www.gsmarena.com/celkon_a112-5630.php;https://fdn2.gsmarena.com/vv/bigpic/celkon-a112.jpg;Celkon A112;Released 2013, August;;Android 4.2.0;4GB 512MB RAM storage, microSDHC slot;2;N/A;194,364 hits;"5.0""";480x854 pixels;512 MB RAM;;2000 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 2100;Yes, 384 kbps;2013, August. Released 2013, August;Discontinued;-;-;Dual SIM (Mini-SIM);TFT;5.0 inches, 68.9 cm;480 x 854 pixels, 16:9 ratio (~196 ppi density);Android 4.2.0 (Jelly Bean);;Dual-core 1.2 GHz;microSDHC (dedicated slot);4GB 512MB RAM;8 MP;;Yes;1.3 MP;;Wi-Fi 802.11 b/g/n;Yes;No;No;;microUSB 2.0;Proximity, gyro;Li-Ion 2000 mAh battery;Black/White;0.95 W/kg (head)     0.84 W/kg (body);;;;;;About 90 EUR;;;;;;
https://www.gsmarena.com/celkon_a63-5629.php;https://fdn2.gsmarena.com/vv/bigpic/celkon-a63.jpg;Celkon A63;Released 2013, August;;Android 4.2.0;512MB 256MB RAM storage, microSDHC slot;2;N/A;173,323 hits;"4.0""";480x800 pixels;256 MB RAM;;1500 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;;;2013, August. Released 2013, August;Discontinued;-;-;Dual SIM (Mini-SIM);TFT;4.0 inches, 45.5 cm;480 x 800 pixels, 5:3 ratio (~233 ppi density);Android 4.2.0 (Jelly Bean);;Dual-core 1.2 GHz;microSDHC (dedicated slot);512MB 256MB RAM;3.15 MP;;Yes;VGA;;Wi-Fi 802.11 b/g/n;Yes;No;No;;microUSB 2.0;Proximity, gyro;Li-Ion 1500 mAh battery;Black;0.91 W/kg (head)     0.63 W/kg (body);;Class 12;Class 12;;;About 50 EUR;;;;;;
https://www.gsmarena.com/celkon_a60-5628.php;https://fdn2.gsmarena.com/vv/bigpic/celkon-a60.jpg;Celkon A60;Released 2013, August;;Android 4.0.4;512MB 256MB RAM storage, microSDHC slot;2;N/A;113,276 hits;"4.5""";480x854 pixels;256 MB RAM;;1400 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;;;2013, August. Released 2013, August;Discontinued;-;-;Dual SIM (Mini-SIM);TFT;4.5 inches, 55.8 cm;480 x 854 pixels, 16:9 ratio (~218 ppi density);Android 4.0.4 (Ice Cream Sandwich);;Dual-core 1.0 GHz;microSDHC (dedicated slot);512MB 256MB RAM;3.15 MP;;Yes;VGA;;Wi-Fi 802.11 b/g/n;Yes;No;No;;microUSB 2.0;Gyro;Li-Ion 1400 mAh battery;White;0.42 W/kg (head)     0.35 W/kg (body);;Class 12;Class 12;;;;;;;;;
https://www.gsmarena.com/celkon_a20-5627.php;https://fdn2.gsmarena.com/vv/bigpic/celkon-a20.jpg;Celkon A20;Released 2013, August;;Android 4.2.0;256MB 512MB RAM storage, microSDHC slot;1;N/A;209,952 hits;"4.0""";480x800 pixels;512 MB RAM;;1500 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 2100;Yes, 384 kbps;2013, August. Released 2013, August;Discontinued;-;-;Dual SIM (Mini-SIM);TFT;4.0 inches, 45.5 cm;480 x 800 pixels, 5:3 ratio (~233 ppi density);Android 4.2.0 (Jelly Bean);;Dual-core 1.2 GHz;microSDHC (dedicated slot);256MB 512MB RAM;3.15 MP;;Yes;VGA;;Wi-Fi 802.11 b/g/n;Yes;No;No;;microUSB 2.0;Proximity, gyro;Li-Ion 1500 mAh battery;Black;0.88 W/kg (head)     0.60 W/kg (body);;;;;;About 60 EUR;;;;;;
https://www.gsmarena.com/celkon_a10-5626.php;https://fdn2.gsmarena.com/vv/bigpic/celkon-a10.jpg;Celkon A10;Released 2013, August;;Android 4.2.0;256MB 512MB RAM storage, microSDHC slot;1;N/A;109,264 hits;"3.5""";320x400 pixels;512 MB RAM;;1500 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 2100;Yes, 384 kbps;2013, August. Released 2013, August;Discontinued;-;-;Dual SIM (Mini-SIM);TFT;3.5 inches, 36.5 cm;320 x 400 pixels, 3:2 ratio (~165 ppi density);Android 4.2.0 (Jelly Bean);;Dual-core 1.0 GHz;microSDHC (dedicated slot);256MB 512MB RAM;1.3 MP;;Yes;VGA;;Wi-Fi 802.11 b/g/n;Yes;No;No;;microUSB 2.0;Gyro;Li-Ion 1500 mAh battery;Black;;;;;;;About 50 EUR;;;;;;
https://www.gsmarena.com/celkon_c5050_star-5622.php;https://fdn2.gsmarena.com/vv/bigpic/celkon-c5050.jpg;Celkon C5050 Star;Released 2013, August;;Feature phone;microSDHC slot;0;N/A;54,880 hits;"2.8""";240x320 pixels; ;;1000 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;;;2013, August. Released 2013, August;Discontinued;-;-;Dual SIM (Mini-SIM);TFT;2.8 inches, 24.3 cm;240 x 320 pixels, 4:3 ratio (~143 ppi density);;;;microSDHC (dedicated slot);;1.3 MP;;Yes;No;;No;Yes;No;No;Stereo FM radio;Proprietary;;Li-Ion 1000 mAh, removable;Black;0.61 W/kg (head)     0.92 W/kg (body);;Yes;No;;;;;;;;;
https://www.gsmarena.com/celkon_c7030-5621.php;https://fdn2.gsmarena.com/vv/bigpic/celkon-c7030.jpg;Celkon C7030;Released 2013, August;95g, 11.8mm thickness;Feature phone;microSDHC slot;1;N/A;50,674 hits;"3.2""";320x480 pixels; ;;1200 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;;;2013, August. Released 2013, August;Discontinued;112 x 60 x 11.8 mm (4.41 x 2.36 x 0.46 in);95 g (3.35 oz);Dual SIM (Mini-SIM, dual stand-by);TFT;3.2 inches, 30.5 cm(~45.4% screen-to-body ratio);320 x 480 pixels, 3:2 ratio (~180 ppi density);;;;microSDHC (dedicated slot);;1.3 MP;;Yes;No;;No;Yes;No;No;FM radio;Proprietary;;Li-Ion 1200 mAh, removable;Black;0.65 W/kg (head)     0.64 W/kg (body);;Yes;No;;;;;;Auto call recordReject by SMSMP4/H.263 playerMP3/WAV player;;;
https://www.gsmarena.com/celkon_a105-5619.php;https://fdn2.gsmarena.com/vv/bigpic/celkon-a105.jpg;Celkon A105;Released 2013, August;;Android 4.0.4;512MB 512MB RAM storage, microSDHC slot;1;N/A;155,002 hits;"5.0""";480x800 pixels;512 MB RAM;MT6517A;2100 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;;;2013, August. Released 2013, August;Discontinued;-;-;Dual SIM (Mini-SIM);TFT;5.0 inches, 71.2 cm;480 x 800 pixels, 5:3 ratio (~187 ppi density);Android 4.0.4 (Ice Cream Sandwich);Mediatek MT6517A;Dual-core 1.0 GHz Cortex-A9;microSDHC (dedicated slot);512MB 512MB RAM;5 MP;;Yes;VGA;;Wi-Fi 802.11 b/g/n;Yes;No;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 2100 mAh battery;Black, White;0.80 W/kg (head)     0.98 W/kg (body);PowerVR SGX531u;Class 12;Class 12;;;;;;;;;
https://www.gsmarena.com/celkon_c349i-5618.php;https://fdn2.gsmarena.com/vv/bigpic/celkon-c349i.jpg;Celkon C349i;Released 2013, August;;Feature phone;microSDHC slot;1;N/A;65,783 hits;"1.8""";128x160 pixels; ;;900 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;;;2013, August. Released 2013, August;Discontinued;-;-;Dual SIM (Mini-SIM, dual stand-by);TFT;1.8 inches, 10.2 cm;128 x 160 pixels (~114 ppi density);;;;microSDHC (dedicated slot);;VGA;;Yes;No;;No;Yes;No;No;FM radio;Proprietary;;Li-Ion 900 mAh, removable;Black;0.49 W/kg (head)     0.53 W/kg (body);;Yes;No;;;About 10 EUR;;;Auto call recordReject by SMSMP4/H.263 playerMP3/WAV player;;Flashlight;
https://www.gsmarena.com/celkon_c297-5617.php;https://fdn2.gsmarena.com/vv/bigpic/celkon-c297-1.jpg;Celkon C297;Released 2013, August;;Feature phone;microSDHC slot;1;N/A;59,482 hits;"2.4""";240x320 pixels; ;;1000 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;;;2013, August. Released 2013, August;Discontinued;-;-;Dual SIM (Mini-SIM, dual stand-by);TFT;2.4 inches, 17.8 cm;240 x 320 pixels, 4:3 ratio (~167 ppi density);;;;microSDHC (dedicated slot);;1.3 MP;;Yes;No;;No;Yes;No;No;FM radio;Proprietary;;Li-Ion 1000 mAh, removable;Black;0.78 W/kg (head)     0.32 W/kg (body);;Yes;No;;;;;;Auto call recordReject by SMSMP4/H.263 playerMP3/WAV player;;Flashlight;
https://www.gsmarena.com/celkon_c69-5616.php;https://fdn2.gsmarena.com/vv/bigpic/celkon-c69.jpg;Celkon C69;Released 2013, August;;Feature phone;microSDHC slot;0;N/A;43,819 hits;"2.4""";240x320 pixels; ;;1600 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;;;2013, August. Released 2013, August;Discontinued;-;-;Dual SIM (Mini-SIM, dual stand-by);TFT;2.4 inches, 17.8 cm;240 x 320 pixels, 4:3 ratio (~167 ppi density);;;;microSDHC (dedicated slot);;VGA;;Yes;No;;No;Yes;No;No;FM radio;Proprietary;;Li-Ion 1600 mAh, removable;Black;0.79 W/kg (head)     0.93 W/kg (body);;Yes;No;;;;;;Auto call recordReject by SMSMP4/H.263 playerMP3/WAV player;;Flashlight;
https://www.gsmarena.com/celkon_c67+-5615.php;https://fdn2.gsmarena.com/vv/bigpic/celkon-c67plus.jpg;Celkon C67+;Released 2013, August;;Feature phone;microSDHC slot;0;N/A;41,200 hits;"2.4""";240x320 pixels; ;;1500 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;;;2013, August. Released 2013, August;Discontinued;-;-;Dual SIM (Mini-SIM, dual stand-by);TFT;2.4 inches, 17.8 cm;240 x 320 pixels, 4:3 ratio (~167 ppi density);;;;microSDHC (dedicated slot);;VGA;;Yes;No;;No;Yes;No;No;FM radio;Proprietary;;Li-Ion 1500 mAh, removable;Black;0.78 W/kg (head)     0.32 W/kg (body);;Yes;No;;;;;;Auto call recordReject by SMSMP4/H.263 playerMP3/WAV player;;Flashlight;
https://www.gsmarena.com/celkon_c74-5614.php;https://fdn2.gsmarena.com/vv/bigpic/celkon-c74.jpg;Celkon C74;Released 2013, August;;Feature phone;microSDHC slot;1;N/A;45,007 hits;"2.8""";240x320 pixels; ;;1100 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;;;2013, August. Released 2013, August;Discontinued;-;-;Dual SIM (Mini-SIM, dual stand-by);TFT;2.8 inches, 24.3 cm;240 x 320 pixels, 4:3 ratio (~143 ppi density);;;;microSDHC (dedicated slot);;1.3 MP;;Yes;No;;No;Yes;No;No;FM radio;Proprietary;;Li-Ion 1100 mAh, removable;Black;1.23 W/kg (head)     0.62 W/kg (body);;Yes;No;;;;;;Auto call recordReject by SMSMP4/H.263 playerMP3/WAV player;;Flashlight;
https://www.gsmarena.com/celkon_ct_910+-5557.php;https://fdn2.gsmarena.com/vv/bigpic/celkon-ct910-plus.jpg;Celkon CT-910+;Released 2013, July;180g, 9mm thickness;Android 4.1;microSDXC slot;1;N/A;64,126 hits;"7.0""";600x1024 pixels; ;;3500 mAh Li-Ion;GSM 900 / 1800;HSDPA 2100;HSPA;2013, July. Released 2013, July;Discontinued;193 x 123 x 9 mm (7.60 x 4.84 x 0.35 in);180 g (0.0 oz);Yes;TFT;7.0 inches, 137.9 cm(~58.1% screen-to-body ratio);600 x 1024 pixels, 16:9 ratio (~170 ppi density);Android 4.1 (Jelly Bean);;Dual-core 1.0 GHz;microSDXC (dedicated slot);;2 MP;;Yes;VGA;;Wi-Fi 802.11 b/g/n;Yes;GPS;No;FM radio;Proprietary;Accelerometer, proximity;Li-Ion 3500 mAh, non-removable;Gray;;;;;;;;Up to 300 h;Up to 10 h;;;;
https://www.gsmarena.com/celkon_a118-5545.php;https://fdn2.gsmarena.com/vv/bigpic/celkon-a118.jpg;Celkon A118;Released 2013, May;9mm thickness;Android 4.2.1;4GB 1GB RAM storage, microSDHC slot;6;N/A;238,250 hits;"5.0""";720x1280 pixels;1 GB RAM;MT6589;2000 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 2100;HSPA;2013, May. Released 2013, May;Discontinued;147 x 73.4 x 9 mm (5.79 x 2.89 x 0.35 in);-;Dual SIM;IPS LCD;5.0 inches, 68.9 cm(~63.9% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Android 4.2.1 (Jelly Bean);Mediatek MT6589 (28 nm);Quad-core 1.2 GHz Cortex-A7;microSDHC (dedicated slot);4GB 1GB RAM;8 MP, AF;LED flash;Yes;3 MP;;Wi-Fi 802.11 b/g/n, hotspot;Yes;GPS;No;FM radio;microUSB 2.0, OTG;Accelerometer, proximity;Li-Ion 2000 mAh battery;White;0.61 W/kg (head)     0.58 W/kg (body);PowerVR SGX544;;;;;;Up to 190 h;Up to 5 h;;Flashlight;;
https://www.gsmarena.com/celkon_a107-5504.php;https://fdn2.gsmarena.com/vv/bigpic/celkon-a107.jpg;Celkon A107;Released 2013, April;9.6mm thickness;Android 4.0;512MB 512MB RAM storage, microSDHC slot;5;N/A;512,977 hits;"5.0""";480x800 pixels;512 MB RAM;MT6517A;2100 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;;;2013, March. Released 2013, April;Discontinued;148 x 77 x 9.6 mm (5.83 x 3.03 x 0.38 in);-;Dual SIM (Mini-SIM);TFT;5.0 inches, 71.2 cm(~62.4% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~187 ppi density);Android 4.0 (Ice Cream Sandwich);Mediatek MT6517A;Dual-core 1.0 GHz Cortex-A9;microSDHC (dedicated slot);512MB 512MB RAM;8 MP;;Yes;1.3 MP;;Wi-Fi 802.11 b/g/n;Yes;No;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 2100 mAh battery;Black, White;0.67 W/kg (head)     0.60 W/kg (body);PowerVR SGX531u;Yes;Yes;;;;Up to 300 h;Up to 7 h;;Flashlight;;
https://www.gsmarena.com/celkon_a9+-5503.php;https://fdn2.gsmarena.com/vv/bigpic/celkon-a9-plus.jpg;Celkon A9+;Released 2013, May;10.8mm thickness;Android 4.0;512MB 256MB RAM storage, microSDHC slot;4;N/A;262,591 hits;"3.5""";320x480 pixels;256 MB RAM;Spreadtrum SC6820;1350 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;;;2013, April. Released 2013, May;Discontinued;119.5 x 63 x 10.8 mm (4.70 x 2.48 x 0.43 in);-;Dual SIM (Mini-SIM);TFT;3.5 inches, 36.5 cm(~48.5% screen-to-body ratio);320 x 480 pixels, 3:2 ratio (~165 ppi density);Android 4.0 (Ice Cream Sandwich);Spreadtrum SC6820;1.0 GHz;microSDHC (dedicated slot);512MB 256MB RAM;2 MP;;Yes;Yes;;Wi-Fi 802.11 b/g/n;Yes;No;No;FM radio;microUSB 2.0;Accelerometer;Li-Ion 1350 mAh battery;Black, White;0.61 W/kg (head)     0.69 W/kg (body);;Yes;Yes;;;;Up to 260 h;Up to 5 h;;Flashlight;;
https://www.gsmarena.com/celkon_a119q_signature_hd-5448.php;https://fdn2.gsmarena.com/vv/bigpic/celkon-a119q.jpg;Celkon A119Q Signature HD;Released 2013, April;177g, 9.3mm thickness;Android 4.2.1;4GB storage, microSDHC slot;42;N/A;392,576 hits;"5.0""";720x1280 pixels;1 GB RAM;MT6589;2100 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 2100;HSPA 7.2/5.76 Mbps;2013, April. Released 2013, April;Discontinued;148 x 74.5 x 9.3 mm (5.83 x 2.93 x 0.37 in);177 g (6.24 oz);Dual SIM (Mini-SIM);TFT;5.0 inches, 68.9 cm(~62.5% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Android 4.2.1 (Jelly Bean);Mediatek MT6589 (28 nm);Quad-core 1.2 GHz Cortex-A7;microSDHC (dedicated slot);4GB (1.45GB user available), 1GB RAM;12 MP, AF;LED flash;Yes;3 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity, compass;Li-Ion 2100 mAh battery;Black, White;0.39 W/kg (head)     0.35 W/kg (body);PowerVR SGX544;;;;;;Up to 140 h;Up to 6 h;;Flashlight;;0.80 W/kg (head)     0.81 W/kg (body)
https://www.gsmarena.com/celkon_a119_signature_hd-5387.php;https://fdn2.gsmarena.com/vv/bigpic/celkon-a1191.jpg;Celkon A119 Signature HD;Released 2013, March;177g, 9.3mm thickness;Android 4.1;4GB storage, microSDHC slot;18;N/A;654,779 hits;"5.0""";720x1280 pixels;1 GB RAM;MT6577H;2100 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 2100;HSPA 7.2/5.76 Mbps;2013, March. Released 2013, March;Discontinued;148 x 74.5 x 9.3 mm (5.83 x 2.93 x 0.37 in);177 g (6.24 oz);Dual SIM (Mini-SIM);TFT;5.0 inches, 68.9 cm(~62.5% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Android 4.1 (Jelly Bean);Mediatek MT6577H (40 nm);Dual-core 1.0 GHz Cortex-A9;microSDHC (dedicated slot);4GB (1.45GB user available), 1GB RAM;12 MP, AF;LED flash;Yes;3 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 2100 mAh battery;Black, White;0.39 W/kg (head)     0.35 W/kg (body);PowerVR SGX531u;;;;;About 200 EUR;Up to 140 h;Up to 6 h;;Flashlight;;0.80 W/kg (head)     0.81 W/kg (body)
https://www.gsmarena.com/celkon_ct_910-5370.php;https://fdn2.gsmarena.com/vv/bigpic/celkon-ct-910.jpg;Celkon CT-910;Released 2013, March;;Android 4.0.4;4GB 512MB RAM storage, microSDHC slot;2;N/A;114,881 hits;"7.0""";480x800 pixels;512 MB RAM;Snapdragon S1;3500 mAh Li-Ion;GSM 900 / 1800;HSDPA 2100;HSPA;2013, March. Released 2013, March;Discontinued;-;-;Mini-SIM;TFT;7.0 inches, 139.5 cm;480 x 800 pixels, 5:3 ratio (~133 ppi density);Android 4.0.4 (Ice Cream Sandwich);Qualcomm MSM7227A Snapdragon S1;1.0 GHz Cortex-A5;microSDHC (dedicated slot);4GB 512MB RAM;2 MP;;Yes;VGA;;Wi-Fi 802.11 b/g/n;Yes;GPS;No;No;Proprietary;Accelerometer;Li-Ion 3500 mAh, non-removable;Gray;;Adreno 200;;;;;;Up to 300 h;Up to 10 h;;;;
https://www.gsmarena.com/celkon_a87-5369.php;https://fdn2.gsmarena.com/vv/bigpic/celkon-a87.jpg;Celkon A87;Released 2013, January;;Android 2.3.6;512MB 512MB RAM storage, microSDHC slot;2;N/A;104,435 hits;"4.0""";480x800 pixels;512 MB RAM;Spreadtrum 6820;1450 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;;;2013, January. Released 2013, January;Discontinued;-;-;Dual SIM (Mini-SIM);TFT;4.0 inches, 45.5 cm;480 x 800 pixels, 5:3 ratio (~233 ppi density);Android 2.3.6 (Gingerbread);Spreadtrum 6820;1.0 GHz;microSDHC (dedicated slot);512MB 512MB RAM;5 MP, AF;;Yes;VGA;;Wi-Fi 802.11 b/g/n, hotspot;Yes;No;No;FM radio;Proprietary;Accelerometer;Li-Ion 1450 mAh battery;Black, White;;;Yes;Yes;;;About 70 EUR;Up to 220 h;Up to 3 h;;;;
https://www.gsmarena.com/celkon_a86-5368.php;https://fdn2.gsmarena.com/vv/bigpic/celkon-a86.jpg;Celkon A86;Released 2013, March;;Android 2.3.6;512MB 512MB RAM storage, microSDHC slot;0;N/A;86,551 hits;"3.5""";320x480 pixels;512 MB RAM;MT6515M;1400 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;;;2013, March. Released 2013, March;Discontinued;-;-;Dual SIM (Mini-SIM);TFT;3.5 inches, 36.5 cm;320 x 480 pixels, 3:2 ratio (~165 ppi density);Android 2.3.6 (Gingerbread);Mediatek MT6515M;1.0 GHz Cortex-A9;microSDHC (dedicated slot);512MB 512MB RAM;3.15 MP;;Yes;No;;Wi-Fi 802.11 b/g/n;Yes;No;No;FM radio;Proprietary;Accelerometer, proximity;Li-Ion 1400 mAh battery;Black, White;;PowerVR SGX531;Yes;Yes;;;;Up to 145 h;Up to 4 h;;Flashlight;;
https://www.gsmarena.com/celkon_a69-5367.php;https://fdn2.gsmarena.com/vv/bigpic/celkon-a69.jpg;Celkon A69;Released 2013, March;;Android 2.3.6;512MB 512MB RAM storage, microSDHC slot;0;N/A;107,656 hits;"4.0""";480x800 pixels;512 MB RAM;Spreadtrum 6820;1500 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;;;2013, March. Released 2013, March;Discontinued;-;-;Dual SIM (Mini-SIM);TFT;4.0 inches, 45.5 cm;480 x 800 pixels, 5:3 ratio (~233 ppi density);Android 2.3.6 (Gingerbread);Spreadtrum 6820;1.0 GHz;microSDHC (dedicated slot);512MB 512MB RAM;5 MP, AF;LED flash;Yes;VGA;;Wi-Fi 802.11 b/g/n, hotspot;Yes;No;No;FM radio;Proprietary;Accelerometer;Li-Ion 1500 mAh battery;Black, White;;;Yes;Yes;;;;Up to 220 h;Up to 3 h;;Flashlight;;
https://www.gsmarena.com/celkon_a67-5366.php;https://fdn2.gsmarena.com/vv/bigpic/celkon-a67.jpg;Celkon A67;Released 2013, March;;Android 4.0;512MB 512MB RAM storage, microSDHC slot;0;N/A;99,458 hits;"3.2""";320x480 pixels;512 MB RAM;Snapdragon S4 Play;1350 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 2100;HSPA;2013, March. Released 2013, March;Discontinued;-;-;Dual SIM (Mini-SIM);TFT;3.2 inches, 30.5 cm;320 x 480 pixels, 3:2 ratio (~180 ppi density);Android 4.0 (Ice Cream Sandwich);Qualcomm MSM8225 Snapdragon S4 Play;Dual-core 1.0 GHz Cortex-A5;microSDHC (dedicated slot);512MB 512MB RAM;2 MP;;Yes;VGA;;Wi-Fi 802.11 b/g/n;Yes;No;No;FM radio;Proprietary;Accelerometer;Li-Ion 1350 mAh battery;Black, White;;Adreno 203;;;;;;Up to 240 h;Up to 3 h 20 min;;;;
https://www.gsmarena.com/celkon_a98-5309.php;https://fdn2.gsmarena.com/vv/bigpic/celkon-a98.jpg;Celkon A98;Released 2013;;Android 4.0;microSDHC slot;4;N/A;213,614 hits;"4.0""";480x800 pixels; ;;1800 mAh Li-Ion;GSM 900 / 1800 - SIM 1 & SIM 2;HSDPA 2100;HSPA;2013. Released 2013;Discontinued;-;-;Dual SIM (Mini-SIM);TFT;4.0 inches, 45.5 cm;480 x 800 pixels, 5:3 ratio (~233 ppi density);Android 4.0 (Ice Cream Sandwich);;1.0 GHz;microSDHC (dedicated slot);;3.15 MP;;Yes;Yes;;Wi-Fi 802.11 b/g/n;Yes;No;No;FM radio;Proprietary;Accelerometer;Li-Ion 1800 mAh battery;Black;;;;;;;;Up to 180 h;Up to 6 h;;;;
