Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;net4g;speed;year;status;dimensions;weight;sim;bodyother;displaytype;displaysize;displayresolution;chipset;memoryslot;internalmemory;cam1modules;cam1features;cam1video;cam2modules;cam2video;wlan;bluetooth;gps;nfc;radio;usb;sensors;batdescription1;colors;displayother;displayprotection;os;cpu;gpu;memoryother;cam2features;featuresother;build;batstandby1;battalktime1;gprstext;edge;optionalother
https://www.gsmarena.com/plum_ram_6-8734.php;https://fdn2.gsmarena.com/vv/bigpic/plum-r6.jpg;Plum Ram 6;Released 2017, June;107.3g, 19.3mm thickness;Feature phone;128MB 64MB RAM storage, microSDHC slot;4;N/A;81,284 hits;"2.4""";240x320 pixels;64 MB RAM;MT6276A;1700 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;;;;2017, June. Released 2017, June;Discontinued;133 x 61 x 19.3 mm (5.24 x 2.40 x 0.76 in);107.3 g (3.77 oz);Dual SIM;IP68 dust/water resistant (up to 1.5m for 30 min)Drop-to-concrete resistance from up to 1.8mFlashlight;TFT, 256K colors;2.4 inches, 17.8 cm(~22.0% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~167 ppi density);Mediatek MT6276A;microSDHC;128MB 64MB RAM;1.3 MP;;Yes;No;;No;3.0;No;No;"FM radio; built-in antenna";microUSB 2.0;;Li-Ion 1700 mAh, removable;Black, Orange, Red, Yellow;;;;;No;;;MP3/WAV/AAC playerMP4/H.263 playerOrganizerPhoto viewer;;Up to 900 h;Up to 24 h;Yes;Yes;
https://www.gsmarena.com/plum_play-8485.php;https://fdn2.gsmarena.com/vv/bigpic/plum-play.jpg;Plum Play;Released 2017, January;60g, 14.1mm thickness;Feature phone;32MB ROM storage, microSDHC slot;1;N/A;81,731 hits;"1.77""";128x160 pixels;32 MB RAM;Spreadtrum SC6531DA;600 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;;;;2016, December. Released 2017, January;Discontinued;116 x 47.5 x 14.1 mm (4.57 x 1.87 x 0.56 in);60 g (2.12 oz);Dual SIM;Flashlight;TFT, 256K colors;1.77 inches, 9.9 cm(~17.9% screen-to-body ratio);128 x 160 pixels (~116 ppi density);Spreadtrum SC6531DA;microSDHC;32MB ROM, 32MB RAM;1.3 MP;;Yes;No;;No;2.1;No;No;FM radio;microUSB 1.1;;Li-Ion 600 mAh, removable;Black, Blue, Lime, Red, White;;;;;;;;Audio/video playerOrganizerPredictive text input;;Up to 190 h;Up to 4 h;Class 12;No;
https://www.gsmarena.com/plum_ram_7___3g-8483.php;https://fdn2.gsmarena.com/vv/bigpic/plum-ram6.jpg;Plum Ram 7 - 3G;Released 2017, February;107.3g, 19.3mm thickness;Feature phone;128MB 64MB RAM storage, microSDHC slot;10;N/A;123,617 hits;"2.4""";240x320 pixels;64 MB RAM;MT6276A;1700 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1900 / 2100;;HSPA;2016, December. Released 2017, February;Discontinued;133 x 61 x 19.3 mm (5.24 x 2.40 x 0.76 in);107.3 g (3.77 oz);Dual SIM;IP68 dust/water resistant (up to 1.5m for 30 min)Drop-to-concrete resistance from up to 1.8mFlashlight;TFT, 256K colors;2.4 inches, 17.8 cm(~22.0% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~167 ppi density);Mediatek MT6276A;microSDHC;128MB 64MB RAM;5 MP;;Yes;1.3 MP;;No;3.0;No;No;"FM radio; built-in antenna";microUSB 2.0;;Li-Ion 1700 mAh, removable;Black, Black/Orange;;;;;No;;;MP3/WAV/AAC playerMP4/H.263 playerOrganizerPhoto viewer;;Up to 900 h;Up to 24 h;;;
https://www.gsmarena.com/plum_compass-8480.php;https://fdn2.gsmarena.com/vv/bigpic/plum-compass.jpg;Plum Compass;Released 2017, January;168.7g, 9.8mm thickness;Android 6.0;8GB storage, microSDHC;3;N/A;89,459 hits;"5.0""";720x1280 pixels;1 GB RAM;Spreadtrum SC7731C;2000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1900 / 2100;;HSPA 21.1/5.76 Mbps;2016, December. Released 2017, January;Discontinued;146 x 72.6 x 9.8 mm (5.75 x 2.86 x 0.39 in);168.7 g (5.93 oz);Dual SIM (Micro-SIM, dual stand-by);;IPS LCD;5.0 inches, 68.9 cm(~65.0% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Spreadtrum SC7731C;microSDHC;8GB 1GB RAM;8 MP, AF;LED flash;Yes;2 MP;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer;Li-Ion 2000 mAh, removable;Black, Blue, Red, Gold, White;;;Android 6.0 (Marshmallow);Quad-core 1.3 GHz Cortex-A7;;;;;;Up to 620 h (2G) / Up to 600 h (3G);Up to 25 h (2G) / Up to 20 h (3G);;;
https://www.gsmarena.com/plum_hero-8479.php;https://fdn2.gsmarena.com/vv/bigpic/plum-hero.jpg;Plum Hero;Released 2016, December;46.5g, 12.8mm thickness;Feature phone;32MB ROM storage, microSDHC slot;1;N/A;73,350 hits;"1.8""";128x160 pixels;32 MB RAM;MTK6261D;600 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;;;;2016, December. Released 2016, December;Discontinued;112.5 x 48 x 12.8 mm (4.43 x 1.89 x 0.50 in);46.5 g (1.66 oz);Dual SIM;Flashlight;TFT, 256K colors;1.8 inches, 10.2 cm(~18.9% screen-to-body ratio);128 x 160 pixels (~114 ppi density);Mediatek MTK6261D;microSDHC;32MB ROM, 32MB RAM;Yes;LED flash;Yes;No;;No;2.0;No;No;FM radio;microUSB;;Li-Ion 600 mAh, removable;Black, White, Red, Blue, Pink, Orange, Lime;;;;;No;;;Audio/video playerOrganizerPredictive text input;;Up to 100 h;Up to 4 h;Class 12;No;
https://www.gsmarena.com/plum_gator_3-8407.php;https://fdn2.gsmarena.com/vv/bigpic/plum-gator-3.jpg;Plum Gator 3;Released 2016, November;146.7g, 16.7mm thickness;Android 6.0;8GB storage, microSDXC;5;N/A;114,330 hits;"4.0""";480x800 pixels;1 GB RAM;MT6580;2400 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1700(AWS) / 1900 / 2100;;HSPA 21.1/5.76 Mbps;2016, September. Released 2016, November;Discontinued;137.5 x 74 x 16.7 mm (5.41 x 2.91 x 0.66 in);146.7 g (5.19 oz);Dual SIM;IP68 dust/water resistant (up to 1.5m for 30 min);IPS LCD;4.0 inches, 45.5 cm(~44.8% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~233 ppi density);Mediatek MT6580 (28 nm);microSDXC;8GB 1GB RAM;8 MP, AF;LED flash;Yes;1.3 MP;;Wi-Fi 802.11 b/g/n;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Po 2400 mAh, removable;Black, Orange/Silver;;;Android 6.0 (Marshmallow);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;;;;;Up to 550 h (2G) / Up to 400 h (3G);Up to 24 h (2G) / Up to 14 h (3G);;;
https://www.gsmarena.com/plum_axe_plus_2-8112.php;https://fdn2.gsmarena.com/vv/bigpic/Plum-Axe-Plus2.jpg;Plum Axe Plus 2;Released 2016, May;108.5g, 10.5mm thickness;Android 6.0;8GB storage, microSDHC;1;N/A;102,721 hits;"4.0""";480x800 pixels;512 MB RAM;MT6580M;1400 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1900 / 2100;;HSPA 21.1/5.76 Mbps;2016, May. Released 2016, May;Discontinued;124.5 x 64.3 x 10.5 mm (4.90 x 2.53 x 0.41 in);108.5 g (3.84 oz);Dual SIM;;TFT;4.0 inches, 45.5 cm(~56.9% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~233 ppi density);Mediatek MT6580M (28 nm);microSDHC;8GB 512MB RAM;5 MP, AF;LED flash, panorama, HDR;720p@30fps;1.3 MP;;Wi-Fi 802.11 b/g/n;4.0, LE;GPS;No;FM radio;microUSB 2.0;Accelerometer;Li-Ion 1400 mAh, removable;Black, White, Blue;;;Android 6.0 (Marshmallow);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;;;;;Up to 950 h (2G) / Up to 850 h (3G);Up to 25 h (2G) / Up to 20 h (3G);;;
https://www.gsmarena.com/plum_optimax_10-8089.php;https://fdn2.gsmarena.com/vv/bigpic/plum-z11.jpg;Plum Optimax 10;Released 2016, April;509g, 9.2mm thickness;Android 5.1;8GB storage, microSDHC;3;N/A;119,860 hits;"10.1""";800x1280 pixels;1 GB RAM;MT8321;4500 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1900 / 2100;;HSPA 21.1/5.76 Mbps;2016, March. Released 2016, April;Discontinued;240.2 x 170.2 x 9.2 mm (9.46 x 6.70 x 0.36 in);509 g (1.12 lb);Dual SIM (MIni-SIM, dual stand-by);;IPS LCD;10.1 inches, 295.8 cm(~72.4% screen-to-body ratio);800 x 1280 pixels, 16:10 ratio (~149 ppi density);Mediatek MT8321 (28 nm);microSDHC (dedicated slot);8GB 1GB RAM;5 MP;HDR, panorama;720p@30fps;2 MP;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.0, A2DP;GPS;No;FM radio;USB 2.0;Accelerometer, proximity;Li-Po 4500 mAh, non-removable;Black, White;;;Android 5.1 (Lollipop);Quad-core 1.3 GHz Cortex-A7;Mali-400;;;;;Up to 900 h (2G) / Up to 800 h (3G);Up to 24 h (2G) / Up to 14 h (3G);;;
https://www.gsmarena.com/plum_optimax_8_0-8088.php;https://fdn2.gsmarena.com/vv/bigpic/plum-z710-1.jpg;Plum Optimax 8.0;Released 2016, April;305g, 8.7mm thickness;Android 5.1;8GB storage, microSDHC;3;N/A;84,182 hits;"8.0""";800x1280 pixels;1 GB RAM;MT6580;3400 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1900 / 2100;;HSPA 21.1/5.76 Mbps;2016, March. Released 2016, April;Discontinued;210.6 x 121.7 x 8.7 mm (8.29 x 4.79 x 0.34 in);305 g (10.76 oz);Dual SIM (Micro-SIM, dual stand-by);;IPS LCD;8.0 inches, 185.6 cm(~72.4% screen-to-body ratio);800 x 1280 pixels, 16:10 ratio (~189 ppi density);Mediatek MT6580 (28 nm);microSDHC (dedicated slot);8GB 1GB RAM;5 MP;HDR, panorama;720p@30fps;2 MP;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.0, A2DP;GPS;No;FM radio;USB 2.0;Accelerometer, gyro, proximity;Li-Po 3400 mAh, non-removable;Black, White;;;Android 5.1 (Lollipop);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;;;;;Up to 875 h (2G) / Up to 775 h (3G);Up to 24 h (2G) / Up to 14 h (3G);;;
https://www.gsmarena.com/plum_optimax_7_0-8087.php;https://fdn2.gsmarena.com/vv/bigpic/plum-z708-1.jpg;Plum Optimax 7.0;Released 2016, April;276g, 10mm thickness;Android 5.1;8GB storage, microSDHC;2;N/A;96,155 hits;"7.0""";600x1024 pixels;1 GB RAM;MT8321;2800 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1900 / 2100;;HSPA 21.1/5.76 Mbps;2016, March. Released 2016, April;Discontinued;188 x 108 x 10 mm (7.40 x 4.25 x 0.39 in);276 g (9.74 oz);Dual SIM;;IPS LCD;7.0 inches, 137.9 cm(~67.9% screen-to-body ratio);600 x 1024 pixels, 16:9 ratio (~170 ppi density);Mediatek MT8321 (28 nm);microSDHC (dedicated slot);8GB 1GB RAM;5 MP;HDR, panorama;720p@30fps;2 MP;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.0, A2DP;GPS;No;FM radio;USB 2.0;Accelerometer;Li-Po 2800 mAh, non-removable;Black, White;;;Android 5.1 (Lollipop);Quad-core 1.3 GHz Cortex-A7;Mali-400;;;;;Up to 800 h (2G) / Up to 650 h (3G);Up to 21 h (2G) / Up to 12 h (3G);;;
https://www.gsmarena.com/plum_ram_4-8042.php;https://fdn2.gsmarena.com/vv/bigpic/plum-ram-4.jpg;Plum Ram 4;Released 2016, April;107.3g, 19.3mm thickness;Feature phone;32MB 32MB RAM storage, microSDHC slot;4;N/A;126,860 hits;"2.4""";240x320 pixels;32 MB RAM;MT6261D;2700 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;;;;2016, April. Released 2016, April;Discontinued;133 x 61 x 19.3 mm (5.24 x 2.40 x 0.76 in);107.3 g (3.77 oz);Dual SIM;IP68 dust/water resistant (up to 1.5m for 30 min)Drop-to-concrete resistance from up to 1.8mFlashlight;TFT, 256K colors;2.4 inches, 17.8 cm(~22.0% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~167 ppi density);Mediatek MT6261D;microSDHC;32MB 32MB RAM;1.3 MP;;Yes;No;;No;4.0, A2DP;No;No;"FM radio; built-in antenna";microUSB 2.0;;Li-Ion 2700 mAh, removable;Black, Orange;;;;;No;;;MP3/WAV/AAC playerMP4/H.263 playerOrganizerPhoto viewer;;Up to 900 h;Up to 24 h;Yes;;
https://www.gsmarena.com/plum_star-8041.php;https://fdn2.gsmarena.com/vv/bigpic/plum-star.jpg;Plum Star;Released 2016, May;46.5g, 12.8mm thickness;Feature phone;32MB ROM storage, microSDHC slot;0;N/A;83,658 hits;"1.8""";128x160 pixels;32 MB RAM;MTK6261D;600 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;;;;2016, May. Released 2016, May;Discontinued;112.5 x 48 x 12.8 mm (4.43 x 1.89 x 0.50 in);46.5 g (1.66 oz);Dual SIM;Flashlight;TFT, 256K colors;1.8 inches, 10.2 cm(~18.9% screen-to-body ratio);128 x 160 pixels (~114 ppi density);Mediatek MTK6261D;microSDHC;32MB ROM, 32MB RAM;Yes;;Yes;No;;No;2.0;No;No;FM radio;microUSB;;Li-Ion 600 mAh, removable;Black, Blue, Lime, Orange, Pink, Red, White;;;;;No;;;Audio/video playerOrganizerPredictive text input;;Up to 190 h;Up to 4 h;Class 12;No;
https://www.gsmarena.com/plum_might_plus_ii-7991.php;https://fdn2.gsmarena.com/vv/bigpic/plum-might-plus-ii.jpg;Plum Might Plus II;Released 2016, March;116.2g, 8.9mm thickness;Android 5.1;4GB/8GB storage, microSDXC;1;N/A;98,558 hits;"5.0""";480x854 pixels;512 MB RAM;MT6580M;2000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1700 / 1900 / 2100;;HSPA 21.1/5.76 Mbps;2016, March. Released 2016, March;Discontinued;145.9 x 72.9 x 8.9 mm (5.74 x 2.87 x 0.35 in);116.2 g (4.09 oz);Dual SIM (Micro-SIM/ Mini-SIM, dual stand-by);;IPS LCD;5.0 inches, 68.9 cm(~64.8% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~196 ppi density);Mediatek MT6580M (28 nm);microSDXC;4GB 512MB RAM, 8GB 512MB RAM;8 MP, f/2.8, AF;LED flash, panorama, HDR;720p@30fps;2 MP;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, gyro, proximity;Li-Po 2000 mAh, removable;Black, White;;;Android 5.1 (Lollipop);Quad-core 1.2 GHz Cortex-A7;Mali-400MP2;;;;;Up to 900 h (2G) / Up to 750 h (3G);Up to 24 h (2G) / Up to 14 h (3G);;;
https://www.gsmarena.com/plum_axe_lte-7798.php;https://fdn2.gsmarena.com/vv/bigpic/plum-axe-lte.jpg;Plum Axe LTE;Released 2015, December;124g, 8.9mm thickness;Android 5.1;8GB storage, microSDHC;2;N/A;92,164 hits;"4.0""";480x854 pixels;1 GB RAM;MT6580;1600 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1900;2, 4, 12, 17;HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps;2015, September. Released 2015, December;Discontinued;128.8 x 58.2 x 8.9 mm (5.07 x 2.29 x 0.35 in);124 g (4.37 oz);Dual SIM;;IPS LCD;4.0 inches, 44.1 cm(~58.8% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~245 ppi density);Mediatek MT6580 (28 nm);microSDHC;8GB 1GB RAM;5 MP, AF;LED flash;720p@30fps;1.3 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, gyro;Li-Po 1600 mAh, removable;Black, White;;;Android 5.1 (Lollipop);Quad-core 1.2 GHz Cortex-A7;Mali-400MP2;;;;;Up to 830 h (3G);Up to 19 h (3G);;;
https://www.gsmarena.com/plum_check_lte-7797.php;https://fdn2.gsmarena.com/vv/bigpic/plum-check-lte.jpg;Plum Check LTE;Released 2015, December;138g, 9.3mm thickness;Android 5.1;8GB storage, microSDHC;1;N/A;91,585 hits;"4.5""";720x1280 pixels;1 GB RAM;MT6580;1600 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1900;2, 4, 12, 17;HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps;2015, November. Released 2015, December;Discontinued;130.8 x 61.2 x 9.3 mm (5.15 x 2.41 x 0.37 in);138 g (4.87 oz);Dual SIM;;IPS LCD;4.5 inches, 55.8 cm(~69.7% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~326 ppi density);Mediatek MT6580 (28 nm);microSDHC;8GB 1GB RAM;5 MP;LED flash;720p@30fps;1.3 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, gyro;Li-Po 1600 mAh, removable;Black, White;;;Android 5.1 (Lollipop);Quad-core 1.2 GHz Cortex-A7;Mali-400MP2;;;;;Up to 830 h (3G);Up to 19 h (3G);;;
https://www.gsmarena.com/plum_boot_2-7796.php;https://fdn2.gsmarena.com/vv/bigpic/plum-boot2.jpg;Plum Boot 2;Released 2015, December;82g, 17mm thickness;Feature phone;128MB ROM storage, microSDHC slot;1;N/A;74,725 hits;"1.77""";128x160 pixels;64 MB RAM;MT6260A;800 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;;;;2015, November. Released 2015, December;Discontinued;89 x 44 x 17 mm (3.50 x 1.73 x 0.67 in);82 g (2.89 oz);Dual SIM;;TFT, 256K colors;1.77 inches, 9.9 cm(~25.2% screen-to-body ratio);128 x 160 pixels (~116 ppi density);Mediatek MT6260A;microSDHC;128MB ROM, 64MB RAM;1.3 MP;;240p@15fps;No;;No;2.1;No;No;FM radio;microUSB;;Li-Ion 800 mAh, removable;Black, Blue, Red, White;;;;360 MHz;No;;;Audio/video playerOrganizerCalculatorPhoto viewerPredictive text input;;Up to 62 h;Up to 4 h 30 min;Yes;No;
https://www.gsmarena.com/plum_ram_3g-7795.php;https://fdn2.gsmarena.com/vv/bigpic/plum-ram-3g.jpg;Plum Ram 3G;Released 2015, November;174g, 17mm thickness;Feature phone;64MB RAM storage, microSDHC slot;1;N/A;102,806 hits;"2.4""";240x320 pixels;128 MB RAM;MT6276W;1300 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1900;;384 Kbps;2015, June. Released 2015, November;Discontinued;125.6 x 56.2 x 17 mm (4.94 x 2.21 x 0.67 in);174 g (6.14 oz);Dual SIM, (Mini-SIM);IP68 dust/water resistant (up to 1.5m for 30 min)Drop-to-concrete resistance from up to 1.8mFlashlight;TFT, 256K colors;2.4 inches, 17.8 cm(~25.3% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~167 ppi density);Mediatek MT6276W;microSDHC;64MB RAM, 128MB;2 MP;;320p@30fps;No;;No;3.0, A2DP;No;No;FM radio;microUSB 2.0;;Li-Po 1300 mAh, removable;Black, Orange;;;;411 MHz;No;;;MP3/WAV/AAC playerMP4/H.263 playerOrganizerPhoto viewer;;Up to 800 h;Up to 13 h;;;
https://www.gsmarena.com/plum_sync_4_0b-7435.php;https://fdn2.gsmarena.com/vv/bigpic/plum-x400b.jpg;Plum Sync 4.0b;Released 2015, July;84.8g, 10.4mm thickness;Android 4.4;512MB 256MB RAM storage, microSDHC slot;0;N/A;89,941 hits;"4.0""";480x800 pixels;256 MB RAM;MT6572;1300 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;;;;2015, June. Released 2015, July;Discontinued;124.5 x 63.5 x 10.4 mm (4.90 x 2.5 x 0.41 in);84.8 g (3.00 oz);Dual SIM;Flashlight;TFT;4.0 inches, 45.5 cm(~57.6% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~233 ppi density);Mediatek MT6572 (28 nm);microSDHC;512MB 256MB RAM;1.3 MP;;720p@30fps;1.3 MP;;No;2.0;GPS;No;FM radio;microUSB 2.0;Accelerometer;Li-Ion 1300 mAh, removable;Black, White, Red, Blue;;;Android 4.4 (KitKat);Dual-core 1.0 GHz Cortex-A7;Mali-400;;;;;Up to 180 h;Up to 2 h 30 min;Class 12;Class 12;
https://www.gsmarena.com/plum_gator_plus_ii-7434.php;https://fdn2.gsmarena.com/vv/bigpic/plum-gator-2.jpg;Plum Gator Plus II;Released 2015, July;171.5g, 16.4mm thickness;Android 4.4;4GB 512MB RAM storage, microSDHC slot;0;N/A;124,941 hits;"3.5""";320x480 pixels;512 MB RAM;;2100 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1900 / 2100;;HSPA;2015, June. Released 2015, July;Discontinued;121 x 66 x 16.4 mm (4.76 x 2.60 x 0.65 in);171.5 g (6.07 oz);Dual SIM (Mini-SIM);IP68 dust/water resistant (up to 1.5m for 30 min);IPS LCD;3.5 inches, 36.5 cm(~45.7% screen-to-body ratio);320 x 480 pixels, 3:2 ratio (~165 ppi density);;microSDHC;4GB 512MB RAM;5 MP;;720p@30fps;1.3 MP;;No;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer;Li-Po 2100 mAh, removable;Black, Orange;;Corning Gorilla Glass 3;Android 4.4 (KitKat);Dual-core 1.0 GHz;;;;;;Up to 432 h (2G) / Up to 360 h (3G);Up to 11 h (2G) / Up to 7 h (3G);;;
https://www.gsmarena.com/plum_ram_plus-7433.php;https://fdn2.gsmarena.com/vv/bigpic/plum-ram-plus.jpg;Plum Ram Plus;Released 2015, August;188g, 23.8mm thickness;Feature phone;128Mb 32Mb RAM storage, microSDHC slot;2;N/A;116,092 hits;"2.0""";176x220 pixels;4 MB RAM;MT6261A;2800 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;;;;2015, June. Released 2015, August;Discontinued;127.8 x 60.5 x 23.8 mm (5.03 x 2.38 x 0.94 in);188 g (6.63 oz);Dual SIM;IP67 dust/water resistant (up to 1m for 30 min)Flashlight;TFT, 256K colors;2.0 inches, 12.6 cm(~16.3% screen-to-body ratio);176 x 220 pixels (~141 ppi density);Mediatek MT6261A;microSDHC;128Mb 32Mb RAM;1.3 MP;;Yes;No;;No;2.0;No;No;FM radio;microUSB 2.0, USB 2.0;;Li-Po 2800 mAh, removable;Black/Silver, Black/Red;;;;;No;;;;;Up to 800 h;Up to 12 h;Yes;Yes;
https://www.gsmarena.com/plum_coach_pro-7012.php;https://fdn2.gsmarena.com/vv/bigpic/plum-622.jpg;Plum Coach Pro;Released 2015, January;156g, 9.9mm thickness;Android 4.4.2;16GB storage, microSDXC;7;N/A;142,155 hits;"6.0""";720x1280 pixels;1 GB RAM;MT6582M;2400 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1700 / 1900;;HSPA 21.1/5.76 Mbps;2014, December. Released 2015, January;Discontinued;157.8 x 74 x 9.9 mm (6.21 x 2.91 x 0.39 in);156 g (5.50 oz);Dual SIM;;IPS LCD;6.0 inches, 99.2 cm(~85.0% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~245 ppi density);Mediatek MT6582M (28 nm);microSDXC;16GB 1GB RAM;8 MP, AF;LED flash, panorama, HDR;1080p@30fps;2 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;Stereo FM radio;microUSB 2.0;Accelerometer, gyro, proximity;Li-Ion 2400 mAh, removable;Black, White;;;Android 4.4.2 (KitKat);Quad-core 1.3 GHz Cortex-A7;Mali-400MP2;;face detection;;;Up to 780 h (2G) / Up to 690 h (3G);Up to 16 h (2G) / Up to 8 h (3G);;;
https://www.gsmarena.com/plum_trigger_plus_iii-7011.php;https://fdn2.gsmarena.com/vv/bigpic/plum-306.jpg;Plum Trigger Plus III;Released 2015, January;97.5g, 10.5mm thickness;Android 4.4.2;512MB 256MB RAM storage, microSDHC slot;1;N/A;90,825 hits;"3.5""";320x480 pixels;256 MB RAM;MT6572M;1300 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 1900;;HSPA;2015, January. Released 2015, January;Discontinued;117.8 x 61.5 x 10.5 mm (4.64 x 2.42 x 0.41 in);97.5 g (3.42 oz);Dual SIM;;TFT;3.5 inches, 36.5 cm(~50.3% screen-to-body ratio);320 x 480 pixels, 3:2 ratio (~165 ppi density);Mediatek MT6572M (28 nm);microSDHC;512MB 256MB RAM;1.3 MP, AF;LED flash, panorama, HDR;Yes;1.3 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;Stereo FM radio;microUSB;Accelerometer;Li-Ion 1300 mAh, removable;Black, White, Red, Blue;;;Android 4.4.2 (KitKat);Dual-core 1.0 GHz Cortex-A7;Mali-400;;;;;Up to 780 h;Up to 14 h;;;
https://www.gsmarena.com/plum_might_lte-6755.php;https://fdn2.gsmarena.com/vv/bigpic/plum-might-lte.jpg;Plum Might LTE;Released 2014, October;138g, 8.4mm thickness;Android 4.4.2;8GB storage, microSDXC;5;N/A;117,469 hits;"5.0""";480x854 pixels;1 GB RAM;Snapdragon 400;2000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 1700 / 1900 / 2100;2, 4, 12, 17;HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps;2014, September. Released 2014, October;Discontinued;143.3 x 73.9;138 g (4.87 oz);Mini-SIM;Flashlight;IPS LCD;5.0 inches, 68.9 cm(~65.1% screen-to-body ratio);480 x 854 pixels, 16:9 ratio (~196 ppi density);Qualcomm MSM8926 Snapdragon 400 (28 nm);microSDXC (dedicated slot);8GB 1GB RAM;8 MP, AF;LED flash, panorama, HDR;720p@30fps;2 MP;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio;microUSB 2.0;Accelerometer, gyro, proximity;Li-Ion 2000 mAh, removable;Black, White;;;Android 4.4.2 (KitKat);Quad-core 1.2 GHz Cortex-A7;Adreno 305;eMMC 4.5;;;;Up to 750 h (2G) / Up to 650 h (3G);Up to 20 h (2G) / Up to 11 h 30 min (3G);;;
